date,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyEbitda,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1996-01-31,80900000.0,207700000.0,-7500000.0,268900000.0,,,,42500000.0,,231600000.0,,159700000,57500000.0,6300000,0.463451,439300000.0,6300000,6300000,165100000.0,,9800000.0,14500000.0,,123800000.0,104500000.0,,,,600000.0,,,,,55200000.0,-4900000.0,,,42500000.0,11400000.0,0.463451,15700000.0,15700000.0,274200000.0,,,5100000.0,,,,1800000.0,-5900000.0,7000000.0,-56000000.0,-106300000.0,-48500000.0,,78800000.0,,249300000.0,,,,63400000.0,2200000.0,12700000,40000000.0,,33900000.0,,12700000,143000000.0,,,,,,
1996-04-30,67510000.0,214462000.0,-3823000.0,269036000.0,,,,15987000.0,81101000.0,210490000.0,,41776000,16926000.0,4013000,,424952000.0,4013000,4153000,148611000.0,1272000.0,23308000.0,58081000.0,40241000.0,95495000.0,17495000.0,18595000.0,,31336000.0,3217000.0,8488000.0,60800000.0,,,24281000.0,-4269000.0,,,15987000.0,7995000.0,,17647000.0,17647000.0,276341000.0,7293000.0,,3842000.0,,,,-2407000.0,-4285000.0,,-16831000.0,-109728000.0,-6806000.0,,12762000.0,,252812000.0,-479000.0,,0.0,21211000.0,2003000.0,8294000,7894000.0,,37211000.0,,8294000,143084000.0,,,,,,
1996-07-31,76600000.0,212200000.0,-3800000.0,272500000.0,,-100000.0,13584515.0,35000000.0,,206900000.0,,134200000,-3200000.0,7500000,0.552099,419100000.0,7500000,7500000,140200000.0,20500000.0,22700000.0,40800000.0,,113600000.0,85900000.0,,19600000.0,,300000.0,,43100000.0,,,48300000.0,17100000.0,,,35000000.0,12800000.0,0.552099,12200000.0,12200000.0,278900000.0,,17600000.0,5300000.0,-17700000.0,,,800000.0,-2700000.0,,-22100000.0,-113800000.0,-18300000.0,13584515.0,43400000.0,,254600000.0,,,,-500000.0,-5400000.0,13300000,36200000.0,,40400000.0,,13300000,140800000.0,,,,,,
1996-10-31,65100000.0,201900000.0,-3800000.0,276500000.0,,,,35100000.0,,204800000.0,,142800000,-4800000.0,7800000,0.574183,406700000.0,7800000,7800000,121900000.0,20600000.0,23500000.0,21200000.0,,120900000.0,94200000.0,,14400000.0,,500000.0,,36200000.0,,,48600000.0,12900000.0,,,35100000.0,13300000.0,0.574183,11800000.0,11800000.0,284800000.0,,,5500000.0,,,,700000.0,-1600000.0,,-10100000.0,-117900000.0,-6300000.0,,43200000.0,,256000000.0,,,,-3200000.0,-500000.0,13500000,34200000.0,,30900000.0,,13500000,138100000.0,,,,,,
1997-01-31,56700000.0,177600000.0,-3700000.0,279300000.0,,,,33100000.0,,202200000.0,,124500000,18400000.0,6500000,0.478486,379800000.0,6500000,6500000,93100000.0,20800000.0,22800000.0,16200000.0,,106000000.0,80400000.0,,6400000.0,,300000.0,,15600000.0,,,44100000.0,2800000.0,,,33100000.0,11000000.0,0.478486,12200000.0,12200000.0,286700000.0,,,4500000.0,,,,400000.0,-3900000.0,,-24300000.0,-121600000.0,-20600000.0,,42500000.0,,258500000.0,,,,22300000.0,400000.0,11000000,33700000.0,,23000000.0,,11000000,136900000.0,,,,,,
1997-04-30,72016000.0,178472000.0,-3813000.0,284605000.0,,,,37249000.0,20866000.0,206301000.0,,141102000,33372000.0,9135000,,384773000.0,9135000,9135000,92882000.0,2194000.0,8164000.0,12135000.0,48140000.0,94106000.0,88549000.0,20693000.0,-39633000.0,34041000.0,-1438000.0,7604000.0,0.0,,,52553000.0,-8055000.0,,,37249000.0,16066000.0,,24091000.0,24091000.0,291891000.0,7302000.0,,6931000.0,,,,-52000.0,-7551000.0,,-19294000.0,-125935000.0,45564000.0,,11352000.0,,265570000.0,-1032000.0,,4116000.0,40923000.0,11944000.0,15304000,6802000.0,,36582000.0,,15304000,139635000.0,,,,,,
1997-07-31,88500000.0,192400000.0,-3800000.0,287700000.0,,,13606551.0,35400000.0,,211500000.0,,147400000,-2400000.0,10000000,0.73494,403900000.0,10000000,10000000,109700000.0,,22100000.0,10700000.0,,115300000.0,96000000.0,,400000.0,,800000.0,,,,,51400000.0,-9600000.0,,,35400000.0,16900000.0,0.73494,15000000.0,15000000.0,294200000.0,,24100000.0,6900000.0,,,,,-10100000.0,,-6900000.0,-129900000.0,-3100000.0,13606551.0,44600000.0,-3200000.0,274700000.0,,,,7700000.0,-9100000.0,16000000,41600000.0,,46900000.0,,16000000,144800000.0,,,,,,
1997-10-31,87000000.0,193200000.0,-3900000.0,291200000.0,,,,35300000.0,,212500000.0,,145200000,-6300000.0,8600000,0.632048,405700000.0,8600000,8600000,108500000.0,,22200000.0,10100000.0,,118000000.0,96000000.0,,300000.0,,700000.0,,,,,49200000.0,-6900000.0,,,35300000.0,14400000.0,0.632048,11800000.0,11800000.0,297200000.0,,,5800000.0,,,,100000.0,-7300000.0,,3300000.0,-133300000.0,7200000.0,,43400000.0,,280200000.0,,,,1000000.0,-3200000.0,13900000,49700000.0,,37300000.0,,13900000,146900000.0,,,,,,
1998-01-31,69500000.0,185600000.0,-3600000.0,292500000.0,,,,35000000.0,,204500000.0,,130700000,22900000.0,5000000,0.36747,390100000.0,5000000,8000000,91200000.0,,21100000.0,9500000.0,,109100000.0,83400000.0,,200000.0,,1000000.0,,,,,47300000.0,-4000000.0,,,35000000.0,13100000.0,0.36747,24800000.0,24800000.0,298900000.0,,,5100000.0,,,,0.0,-4300000.0,,-10200000.0,-137500000.0,-6600000.0,,42400000.0,,278500000.0,,,,27200000.0,13000000.0,12300000,42500000.0,,27000000.0,,12300000,141000000.0,,,,,,
1998-04-30,84900000.0,201506000.0,-3800000.0,298316000.0,,-1192000.0,,37099000.0,20896000.0,206467000.0,,142276000,17783000.0,9790000,,407973000.0,9790000,9748000,105796000.0,2234000.0,20343000.0,12825000.0,48732000.0,103465000.0,90213000.0,24544000.0,296000.0,32722000.0,-1085000.0,6804000.0,,,,52063000.0,-8086000.0,,,37099000.0,16359000.0,,36484000.0,36484000.0,302177000.0,7286000.0,,6611000.0,,,,45000.0,-7358000.0,,-5365000.0,-140521000.0,2900000.0,,9688000.0,,284235000.0,-5991000.0,,6731000.0,25141000.0,11693000.0,14964000,8133000.0,,41410000.0,,14964000,143714000.0,,,,,,
1998-07-31,94600000.0,203600000.0,-4100000.0,304000000.0,,-19500000.0,13601764.0,37300000.0,,218000000.0,,150500000,-28200000.0,10400000,0.764607,421600000.0,10400000,10400000,115700000.0,,20000000.0,12600000.0,,137600000.0,96600000.0,,400000.0,,900000.0,,,,,53900000.0,-18700000.0,,,37300000.0,17400000.0,0.764607,7100000.0,7100000.0,305900000.0,,36500000.0,7000000.0,,,,,-19100000.0,,-1000000.0,-144500000.0,3100000.0,13601764.0,44600000.0,,297900000.0,,,,-9100000.0,-29400000.0,16600000,48200000.0,,46400000.0,,16600000,153400000.0,,,,,,
1998-10-31,102500000.0,210600000.0,-4000000.0,308300000.0,,-16600000.0,,37400000.0,,223800000.0,,154900000,-19700000.0,9100000,0.669031,434400000.0,9100000,9100000,123600000.0,,19100000.0,13400000.0,,138500000.0,103200000.0,,200000.0,,600000.0,,,,,51700000.0,-11800000.0,,,37400000.0,14700000.0,0.669031,5100000.0,5100000.0,310800000.0,,,5600000.0,,,,300000.0,-12200000.0,,17500000.0,-149100000.0,21500000.0,,43800000.0,,310000000.0,,,,-7500000.0,-2000000.0,14300000,64500000.0,,38000000.0,,14300000,160900000.0,,,,,,
1999-01-31,97500000.0,193700000.0,-4100000.0,312400000.0,,17900000.0,,35500000.0,,240400000.0,,140800000,2100000.0,8200000,0.602863,434100000.0,8200000,8200000,118700000.0,,17800000.0,12200000.0,,125900000.0,91700000.0,,800000.0,,500000.0,,,,,49100000.0,-23200000.0,,,35500000.0,13800000.0,0.602863,5800000.0,5800000.0,315400000.0,,,5600000.0,,,,300000.0,-24000000.0,,-2200000.0,-152900000.0,1900000.0,,58500000.0,,317000000.0,,,,26100000.0,700000.0,13600000,64100000.0,,33400000.0,,13600000,164100000.0,,,,,,
1999-04-30,87631000.0,186142000.0,-4046000.0,318660000.0,,15943000.0,,37338000.0,21923000.0,247741000.0,,156257000,50632000.0,10063000,,433883000.0,10063000,10063000,109554000.0,2141000.0,20571000.0,11401000.0,51858000.0,114200000.0,104344000.0,18852000.0,-112000.0,45371000.0,-1113000.0,7007000.0,,,,51913000.0,-9548000.0,,,37338000.0,15731000.0,,8683000.0,8683000.0,324329000.0,7290000.0,,5668000.0,,,,-321000.0,16607000.0,8966000.0,-22029000.0,-157685000.0,-26138000.0,,15256000.0,,324228000.0,-5698000.0,,4700000.0,34025000.0,2899000.0,14575000,10474000.0,,40262000.0,,14575000,166543000.0,,,,,,
1999-07-31,95400000.0,266600000.0,-4300000.0,320300000.0,,,13565678.0,40800000.0,,250500000.0,,161500000,-13000000.0,11000000,0.81087,517100000.0,11000000,11000000,192200000.0,21800000.0,20600000.0,14300000.0,,141600000.0,103500000.0,,400000.0,,400000.0,,75000000.0,,,58000000.0,-9500000.0,,52500000.0,40800000.0,17800000.0,0.81087,52500000.0,52500000.0,324900000.0,7300000.0,8700000.0,6800000.0,-9000000.0,,,500000.0,-10000000.0,,56400000.0,-162700000.0,60700000.0,13565678.0,59400000.0,-5200000.0,333200000.0,,,,-3000000.0,43800000.0,17200000,37800000.0,,57600000.0,-14000000.0,17200000,170500000.0,,,,,,
1999-10-31,79800000.0,250400000.0,-4400000.0,324200000.0,,,,39800000.0,,255000000.0,,164000000,-22700000.0,9400000,0.692925,505400000.0,9400000,9400000,176700000.0,21900000.0,24800000.0,12600000.0,,146400000.0,109100000.0,,300000.0,,300000.0,,75000000.0,,,54900000.0,-6200000.0,,25000000.0,39800000.0,15200000.0,0.692925,25000000.0,25000000.0,328700000.0,7200000.0,52500000.0,5800000.0,,,,900000.0,-6500000.0,,-5300000.0,-166100000.0,-900000.0,,58500000.0,,337800000.0,,,,-16200000.0,-27500000.0,15100000,37700000.0,,42100000.0,-25600000.0,15100000,171700000.0,,,,,,
2000-01-31,68806000.0,234415000.0,-4265000.0,317197000.0,,,13473080.0,41437000.0,96898000.0,253721000.0,,150428000,17595000.0,4963000,0.179894,488136000.0,4963000,4963000,165704000.0,21898000.0,22184000.0,12548000.0,55566000.0,140247000.0,95937000.0,,331000.0,,173000.0,,75000000.0,,,54491000.0,-9464000.0,,26054000.0,46242000.0,7716000.0,0.179894,26054000.0,26054000.0,322432000.0,7135000.0,25000000.0,2753000.0,,,,1284000.0,-4902000.0,,-11975000.0,-170883000.0,-59157000.0,13473080.0,58198000.0,,344222000.0,-6772000.0,,,22497000.0,1071000.0,8249000,34985000.0,,33821000.0,,8249000,173339000.0,,,,,,
2000-04-30,68189000.0,229132000.0,-4247000.0,310843000.0,,33615000.0,,40247000.0,93722000.0,246252000.0,,156598000,19464000.0,968000,,475384000.0,968000,968000,161911000.0,1908000.0,21319000.0,11996000.0,62518000.0,121515000.0,105980000.0,22490000.0,356000.0,36795000.0,-89000.0,3221000.0,75000000.0,,,50618000.0,-14654000.0,,33103000.0,49934000.0,751000.0,,33103000.0,33103000.0,313473000.0,7081000.0,26054000.0,-217000.0,,-3758000.0,,494000.0,-10838000.0,0.0,-7871000.0,-175153000.0,-557000.0,,13490000.0,-3067000.0,349801000.0,-9327000.0,,1687000.0,30302000.0,7049000.0,684000,7004000.0,,32520000.0,,684000,174648000.0,,,,,,
2000-07-31,77719000.0,240599000.0,-4498000.0,316209000.0,,,13475160.0,42009000.0,94321000.0,249951000.0,,163667000,5831000.0,9865000,0.37037,490550000.0,9865000,9865000,172040000.0,19321000.0,22479000.0,17115000.0,63194000.0,134922000.0,105592000.0,,363000.0,,254000.0,,75000000.0,,,58075000.0,-8490000.0,,25368000.0,42009000.0,16172000.0,0.37037,25368000.0,25368000.0,318510000.0,7084000.0,23773000.0,6307000.0,,,,898000.0,-8859000.0,,-4390000.0,-179857000.0,108000.0,13475160.0,49318000.0,,358011000.0,-22337000.0,,,14690000.0,1595000.0,16066000,40883000.0,,36836000.0,4825000.0,16066000,178154000.0,,,,,,
2000-10-31,69488000.0,219010000.0,-4499000.0,243162000.0,,,24325875.0,42776000.0,154179000.0,243100000.0,,166862000,6915000.0,6178000,0.26455,462110000.0,6178000,6178000,223667000.0,19179000.0,24821000.0,13185000.0,64416000.0,132202000.0,110374000.0,,370000.0,,-2347000.0,,135000000.0,,,56488000.0,-6839000.0,,9207000.0,44928000.0,10109000.0,0.253968,9207000.0,9207000.0,238443000.0,6047000.0,25368000.0,3931000.0,,,,1968000.0,-7343000.0,,-23194000.0,-180737000.0,1724000.0,23352840.0,47374000.0,,351642000.0,-25599000.0,,,14258000.0,-16161000.0,11560000,35931000.0,,33557000.0,-6288000.0,11560000,170905000.0,,,,,,
2001-01-31,64642000.0,219612000.0,-3837000.0,245732000.0,6635000.0,,23263875.0,41758000.0,153991000.0,244286000.0,,151020000,23392000.0,6893000,0.306878,463898000.0,6893000,6893000,218633000.0,18991000.0,24994000.0,14301000.0,52459000.0,122064000.0,96510000.0,,377000.0,,-290000.0,,135000000.0,,,54510000.0,-6240000.0,,30788000.0,41758000.0,10838000.0,0.296296,30788000.0,30788000.0,245265000.0,6065000.0,9207000.0,3945000.0,,,,2192000.0,-6630000.0,,-2465000.0,-186223000.0,1918000.0,22461672.0,46907000.0,-546000.0,358608000.0,-23895000.0,,,30022000.0,21581000.0,12752000,37016000.0,,27626000.0,16494000.0,19387000,172385000.0,,,,,,
2001-04-30,67103000.0,229066000.0,-3852000.0,249552000.0,7231000.0,,,29430000.0,156255000.0,241403000.0,,169693000,22673000.0,7731000,,470469000.0,7731000,8723000,223358000.0,16274000.0,24197000.0,13956000.0,55986000.0,107999000.0,126004000.0,8559000.0,385000.0,,423000.0,4981000.0,135000000.0,,,43689000.0,-6043000.0,,51125000.0,29430000.0,12841000.0,,51125000.0,51125000.0,247111000.0,6090000.0,30788000.0,4118000.0,,,,2729000.0,-6553000.0,,-2276000.0,-190283000.0,1575000.0,,45636000.0,1000.0,361853000.0,-27809000.0,,,29226000.0,20337000.0,14259000,28577000.0,,29967000.0,16992000.0,21490000,171570000.0,,,,,,
2001-07-31,79923000.0,246681000.0,-3865000.0,253830000.0,7170000.0,,23310926.0,41685000.0,156172000.0,239478000.0,,169792000,3479000.0,8387000,0.37037,486159000.0,8387000,8387000,236095000.0,21172000.0,23476000.0,11692000.0,54405000.0,129592000.0,112875000.0,,391000.0,,67000.0,,135000000.0,,,56917000.0,-5909000.0,,50992000.0,41685000.0,13749000.0,0.359788,50992000.0,50992000.0,250064000.0,6105000.0,51125000.0,5362000.0,,,,2281000.0,-6315000.0,,-4076000.0,-195680000.0,-211000.0,22644900.0,44588000.0,,367094000.0,-30767000.0,,,9794000.0,-133000.0,15232000,45812000.0,,34111000.0,,22402000,171414000.0,,,,,,
2001-10-31,79029000.0,240642000.0,-3875000.0,257437000.0,7302000.0,,23223375.0,41307000.0,156021000.0,247765000.0,,172844000,-9317000.0,7864000,0.338624,488407000.0,7864000,7864000,235050000.0,21021000.0,33070000.0,14381000.0,60627000.0,132416000.0,116761000.0,,399000.0,,-130000.0,,135000000.0,,,56083000.0,-11573000.0,,33218000.0,41307000.0,12892000.0,0.338624,33218000.0,33218000.0,253357000.0,6110000.0,50992000.0,5028000.0,,,,2356000.0,-6421000.0,,-2932000.0,-200394000.0,1482000.0,23223375.0,43609000.0,,371480000.0,-32037000.0,,,-2896000.0,-17774000.0,14776000,44918000.0,,34111000.0,,22078000,171086000.0,,,,,,
2002-01-31,76933000.0,259956000.0,-3883000.0,261405000.0,7138000.0,,23468484.0,39787000.0,158212000.0,243344000.0,,168392000,23099000.0,7947000,0.338624,503300000.0,7947000,7947000,235145000.0,23212000.0,30188000.0,14749000.0,54424000.0,123343000.0,113391000.0,,405000.0,,-493000.0,,135000000.0,,,55001000.0,-915000.0,,67440000.0,39787000.0,13028000.0,0.338624,67440000.0,67440000.0,268155000.0,6208000.0,33218000.0,5081000.0,,,,2073000.0,-7927000.0,,4075000.0,-187015000.0,8545000.0,23468484.0,48181000.0,-587000.0,351990000.0,-28974000.0,,,31026000.0,34222000.0,15214000,46353000.0,,30580000.0,,22352000,164975000.0,,,,,,
2002-04-30,80431000.0,279813000.0,-3945000.0,267793000.0,6947000.0,,,42393000.0,164317000.0,245079000.0,,176120000,26275000.0,6653000,,524892000.0,6653000,6653000,244748000.0,25212000.0,33955000.0,13989000.0,57371000.0,116539000.0,119130000.0,11563000.0,413000.0,33510000.0,-2039000.0,4105000.0,135000000.0,,,56990000.0,-2113000.0,,91914000.0,42393000.0,10529000.0,,91914000.0,91914000.0,280144000.0,6217000.0,67440000.0,3876000.0,,,,2497000.0,-2801000.0,,-2875000.0,-191342000.0,1072000.0,,14825000.0,-2000.0,354131000.0,-27050000.0,,,29076000.0,24474000.0,14597000,36478000.0,,32390000.0,13931000.0,21544000,162789000.0,,,,,,
2002-07-31,166022000.0,398011000.0,-3939000.0,273939000.0,8163000.0,,41069231.0,59947000.0,301966000.0,1139249000.0,,274936000,-5643000.0,16017000,0.39,1537260000.0,16017000,16017000,467988000.0,166966000.0,31298000.0,16762000.0,111443000.0,195711000.0,182584000.0,,422000.0,495691000.0,-4827000.0,,135000000.0,,,92352000.0,-17186000.0,,74095000.0,59947000.0,25834000.0,0.39,74095000.0,74095000.0,1069272000.0,12390000.0,91914000.0,9817000.0,,,,2313000.0,-8371000.0,,-3728000.0,-197622000.0,211000.0,41069231.0,331672000.0,,478210000.0,-26536000.0,,,2728000.0,-17819000.0,32405000,94259000.0,,71763000.0,,40568000,280588000.0,,,,,,
2002-10-31,171473000.0,425185000.0,-9131000.0,293141000.0,9281000.0,,50150000.0,74948000.0,303157000.0,1139789000.0,,366975000,31863000.0,29087000,0.59,1564974000.0,29087000,29087000,474630000.0,168157000.0,30794000.0,17579000.0,120191000.0,188590000.0,240563000.0,,428000.0,,-2859000.0,,135000000.0,,,126412000.0,-7604000.0,,98825000.0,74948000.0,46915000.0,0.58,98825000.0,98825000.0,1090344000.0,12405000.0,74095000.0,17828000.0,,,,2296000.0,-7411000.0,,-7234000.0,-204790000.0,1897000.0,49300000.0,829331000.0,,484454000.0,-26144000.0,,,39274000.0,24730000.0,51464000,103911000.0,,67562000.0,,60745000,279664000.0,,,,,,
2003-01-31,164351000.0,437198000.0,,311220000.0,8927000.0,,49987500.0,71907000.0,297698000.0,1137817000.0,,340826000,58123000.0,27993000,0.56,1575015000.0,27993000,27993000,462049000.0,162698000.0,24092000.0,16099000.0,93853000.0,176415000.0,217895000.0,,438000.0,,-4049000.0,,135000000.0,,,122931000.0,-11633000.0,,150831000.0,71907000.0,45149000.0,0.56,150831000.0,150831000.0,1112966000.0,12441000.0,98825000.0,17156000.0,,,,2275000.0,-12097000.0,,-7538000.0,-211496000.0,3088000.0,49987500.0,849072000.0,,476149000.0,-24746000.0,,,70220000.0,52006000.0,51024000,115518000.0,,48833000.0,,59951000,264653000.0,,,,,,
2003-04-30,167274000.0,466660000.0,,323064000.0,11380000.0,,,72958000.0,323962000.0,1148747000.0,,329007000,32097000.0,23245000,,1615407000.0,23245000,23245000,491236000.0,54944000.0,27410000.0,14944000.0,101364000.0,169127000.0,214621000.0,29252000.0,4846000.0,,-2483000.0,134018000.0,135000000.0,,,114386000.0,-16556000.0,,181225000.0,72958000.0,37492000.0,,181225000.0,181225000.0,1124171000.0,12442000.0,150831000.0,14247000.0,,,,1868000.0,-21646000.0,,-8284000.0,-221704000.0,1623000.0,,846351000.0,,496690000.0,-27102000.0,,,53743000.0,30394000.0,41428000,69318000.0,,68704000.0,,52808000,274986000.0,,,,,,
2003-07-31,181227000.0,480494000.0,-11388000.0,336890000.0,10662000.0,,50558824.0,76615000.0,320171000.0,1160435000.0,,350307000,-6395000.0,25785000,0.52,1640929000.0,25785000,25785000,501398000.0,185171000.0,24758000.0,15217000.0,103253000.0,194556000.0,229608000.0,,0.0,,-1382000.0,,135000000.0,,,120699000.0,-23603000.0,,167468000.0,76615000.0,41257000.0,0.51,167468000.0,167468000.0,1139531000.0,12490000.0,181225000.0,15472000.0,,,,1960000.0,-25674000.0,,-10182000.0,-231541000.0,2354000.0,49586538.0,846993000.0,-1148000.0,520225000.0,-32039000.0,,,19279000.0,-13757000.0,44084000,111163000.0,,70064000.0,,54746000,288684000.0,,,,,,
2003-10-31,164267000.0,426430000.0,-11434000.0,357510000.0,11393000.0,,50104688.0,81009000.0,322623000.0,1231337000.0,,385998000,-14646000.0,32067000,0.64,1657767000.0,32067000,32067000,486890000.0,187623000.0,78771000.0,18875000.0,112961000.0,194934000.0,248963000.0,,-75847000.0,,-3917000.0,,135000000.0,,,137035000.0,-101125000.0,,70151000.0,79203000.0,51306000.0,0.64,70151000.0,99660000.0,1170877000.0,12504000.0,167468000.0,19239000.0,,,,1726000.0,-26881000.0,,-10134000.0,-241545000.0,1300000.0,50104688.0,847586000.0,0.0,546525000.0,-22190000.0,,,12235000.0,-97317000.0,57832000,102058000.0,,62209000.0,,69225000,304980000.0,,29509000.0,,,,
2004-01-31,157210000.0,444010000.0,-11444000.0,377364000.0,9841000.0,,50512903.0,77039000.0,323625000.0,1233100000.0,-3795000.0,355297000,44563000.0,31318000,0.63,1677110000.0,31318000,31318000,480835000.0,188625000.0,73232000.0,24755000.0,91525000.0,185157000.0,225464000.0,,377000.0,,-2262000.0,,135000000.0,,,129833000.0,-10527000.0,,118320000.0,76614000.0,50109000.0,0.62,118320000.0,142573000.0,1196275000.0,12524000.0,70151000.0,18791000.0,,,,1415000.0,-23639000.0,,-10050000.0,-231082000.0,1394000.0,49711111.0,847936000.0,0.0,543014000.0,-18103000.0,,,68202000.0,48169000.0,53219000,100730000.0,,56480000.0,,63060000,311932000.0,,24253000.0,,,,
2004-04-30,174883000.0,425258000.0,-11458000.0,387065000.0,7962000.0,,,70812000.0,298549000.0,1258867000.0,-6800000.0,325409000,2320000.0,22180000,,1684125000.0,22180000,22180000,473432000.0,27294000.0,74901000.0,11895000.0,102707000.0,188980000.0,221586000.0,25303000.0,-5828000.0,,3460000.0,136255000.0,135000000.0,,,103823000.0,-27284000.0,,106602000.0,74431000.0,36147000.0,,106602000.0,121676000.0,1210693000.0,12543000.0,118320000.0,13967000.0,,,,1273000.0,-23900000.0,,-9672000.0,-225593000.0,638000.0,,854258000.0,,555301000.0,-18238000.0,14665000.0,,26220000.0,-11718000.0,29392000,83280000.0,,66300000.0,,37354000,329708000.0,,15074000.0,,,,
2004-07-31,408030000.0,573700000.0,-12466000.0,405572000.0,10891000.0,,54746667.0,91222000.0,731999000.0,2189940000.0,-5275000.0,415816000,-54605000.0,32848000,0.61,2763640000.0,32848000,27474000,1140029000.0,280850000.0,171729000.0,49979000.0,150124000.0,328067000.0,271220000.0,,38434000.0,,-6323000.0,,451149000.0,,,144596000.0,-55100000.0,,45530000.0,91222000.0,43335000.0,0.6,45530000.0,45530000.0,1623611000.0,14573000.0,105616000.0,15861000.0,,,,4457000.0,-13880000.0,97628000.0,34932000.0,-226375000.0,2849000.0,53849180.0,1507582000.0,,737004000.0,-18433000.0,22744000.0,,-40725000.0,-60086000.0,53374000,208483000.0,,101919000.0,,64265000,510629000.0,,,,,,
2004-10-31,458841000.0,620854000.0,-14510000.0,428982000.0,13745000.0,,58469231.0,115279000.0,718748000.0,2235766000.0,-30096000.0,588922000,34454000.0,38005000,0.65,2856620000.0,38005000,40663000,1177589000.0,65985000.0,196827000.0,61232000.0,197802000.0,329311000.0,400041000.0,,-31805000.0,,-4352000.0,219723000.0,433040000.0,,,188881000.0,-31520000.0,,32509000.0,115279000.0,64135000.0,0.65,32509000.0,32509000.0,1679031000.0,14613000.0,45530000.0,23472000.0,,,,5782000.0,-16377000.0,97994000.0,-31608000.0,-235756000.0,4560000.0,58469231.0,1519307000.0,,755388000.0,878000.0,5224000.0,,50831000.0,-11956000.0,73602000,243120000.0,,117727000.0,,87347000,519632000.0,,,,,,
2005-01-31,381483000.0,587577000.0,-14543000.0,441609000.0,14394000.0,,59193443.0,106464000.0,571023000.0,2043503000.0,-30176000.0,550234000,89008000.0,36108000,0.62,2631080000.0,36108000,35524000,952506000.0,66803000.0,131896000.0,93239000.0,129737000.0,301463000.0,376036000.0,,242000.0,,-7106000.0,71920000.0,432300000.0,,,174198000.0,-31953000.0,,55452000.0,106464000.0,55518000.0,0.61,55452000.0,63138000.0,1678574000.0,14564000.0,32509000.0,19994000.0,,,,6154000.0,-19918000.0,73393000.0,-54184000.0,-243634000.0,3570000.0,58238710.0,1403774000.0,,751467000.0,-4803000.0,14389000.0,,108926000.0,22943000.0,67734000,207218000.0,,100872000.0,,82128000,507833000.0,,7686000.0,,,,
2005-04-30,308292000.0,555851000.0,-14538000.0,447831000.0,17018000.0,,,95270000.0,636802000.0,2080043000.0,-23256000.0,491454000,37968000.0,22112000,,2635894000.0,22112000,26786000,945094000.0,94737000.0,137976000.0,49806000.0,145734000.0,284487000.0,341305000.0,,-406000.0,,-9333000.0,110505000.0,431560000.0,,,150149000.0,-876000.0,,58085000.0,95270000.0,41604000.0,,58085000.0,75824000.0,1690800000.0,14635000.0,55452000.0,14818000.0,,,,6196000.0,-37401000.0,50378000.0,-21420000.0,-256028000.0,7634000.0,,1420966000.0,0.0,777129000.0,-11776000.0,24737000.0,,75369000.0,2633000.0,54879000,152624000.0,,105290000.0,-6610000.0,71897000,521101000.0,,17739000.0,,,,
