date,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyInterestExpense,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1995-09-30,,,,61200000.0,,190200000.0,357200000.0,7500000.0,0.181669,89173146.0,8300000.0,9000000.0,16200000.0,16200000,26800000.0,2800000.0,23900000.0,,-9200000.0,89173146.0,55300000.0,0.0,,-1200000.0,16200000.0,10800000.0,-9000000.0,7400000.0,90300000.0,-100000.0,31200000.0,,-1400000.0,266900000.0,,0.0,96600000.0,18100000.0,29600000.0,0.181669,29100000.0,29100000.0,9200000.0,8600000.0,42400000.0,,,,0.0,-10400000.0,-1200000.0,28500000,25700000,116500000,-63100000.0,,9500000.0,-2100000.0,145900000.0,,66400000.0,167000000.0,,9400000.0,114400000.0,,,-9400000.0,25600000.0,82800000.0,57800000.0,,,,,,
1995-12-31,,,,33300000.0,,188900000.0,353800000.0,7500000.0,,,38000000.0,9900000.0,8500000.0,8500000,19600000.0,3000000.0,26300000.0,20000000.0,-21200000.0,,33900000.0,0.0,,-19800000.0,8500000.0,10900000.0,100000.0,8900000.0,81600000.0,2200000.0,32200000.0,,-1400000.0,272200000.0,,0.0,96000000.0,-1300000.0,22600000.0,,47500000.0,47500000.0,3100000.0,5900000.0,61600000.0,,,,0.0,-1300000.0,-1700000.0,14300000,11300000,67200000,-64800000.0,100000.0,39700000.0,18400000.0,146800000.0,,55300000.0,164900000.0,,5100000.0,121500000.0,,,28100000.0,13600000.0,82000000.0,29400000.0,,,,,,
1996-03-31,,,,29800000.0,,192700000.0,366200000.0,7500000.0,0.102947,57951206.0,1100000.0,9900000.0,8100000.0,8100000,18000000.0,2800000.0,26500000.0,20000000.0,-21600000.0,57951206.0,33500000.0,0.0,,-23000000.0,8100000.0,11000000.0,0.0,9100000.0,87100000.0,400000.0,39600000.0,,-1400000.0,279100000.0,,0.0,95300000.0,-7200000.0,20800000.0,0.102947,30800000.0,30800000.0,5200000.0,8700000.0,79900000.0,,,,47500000.0,-1400000.0,-6600000.0,15500000,12700000,63300000,-66600000.0,100000.0,7700000.0,-16700000.0,153000000.0,,60600000.0,173500000.0,,4900000.0,102300000.0,,,-3300000.0,13000000.0,86400000.0,31900000.0,,,,,,
1996-06-30,,,,34300000.0,,191500000.0,373600000.0,7500000.0,0.102947,90337851.0,-1800000.0,11900000.0,9300000.0,9300000,20900000.0,2900000.0,26900000.0,20000000.0,-6500000.0,90337851.0,38200000.0,0.0,,7800000.0,9300000.0,11200000.0,0.0,7500000.0,86800000.0,400000.0,51700000.0,,,286800000.0,,0.0,94600000.0,-12200000.0,23800000.0,0.102947,37000000.0,37000000.0,15900000.0,8200000.0,70800000.0,,,,0.0,-1500000.0,-1600000.0,17300000,14400000,72500000,-67900000.0,0.0,-200000.0,6200000.0,153600000.0,,59900000.0,182100000.0,,5400000.0,109900000.0,,,-12400000.0,14700000.0,85700000.0,31700000.0,,,,,,
1996-09-30,,,,65200000.0,,194600000.0,391600000.0,7500000.0,0.230116,83001526.0,15900000.0,10900000.0,19100000.0,19100000,30000000.0,3000000.0,27900000.0,,-9600000.0,83001526.0,63500000.0,0.0,,-3400000.0,19100000.0,15100000.0,-4500000.0,9500000.0,87300000.0,100000.0,33100000.0,,,304300000.0,,0.0,93900000.0,23500000.0,33000000.0,0.230116,29900000.0,29900000.0,8300000.0,11900000.0,67000000.0,,,,0.0,-21600000.0,-2100000.0,33500000,30500000,128700000,-70300000.0,,18000000.0,-7200000.0,155900000.0,,59400000.0,197000000.0,,11300000.0,127400000.0,,,-4100000.0,30400000.0,85600000.0,47500000.0,,,,,,
1996-12-31,,,,39900000.0,,190000000.0,391500000.0,7500000.0,,,51700000.0,13600000.0,10600000.0,10600000,19100000.0,3400000.0,30400000.0,,-45400000.0,,36600000.0,0.0,,-33800000.0,10600000.0,15000000.0,0.0,9300000.0,78600000.0,2700000.0,30400000.0,,-1700000.0,312900000.0,,0.0,93300000.0,-2200000.0,22500000.0,,45700000.0,45700000.0,11100000.0,8600000.0,104200000.0,,,,0.0,-1700000.0,500000.0,17500000,14100000,76500000,-71600000.0,,51200000.0,15800000.0,153300000.0,,48200000.0,201500000.0,,6200000.0,136400000.0,,,36600000.0,16800000.0,81700000.0,39600000.0,,,,,,
1997-03-31,,,,30000000.0,,190000000.0,398900000.0,7500000.0,0.109002,57866869.0,3000000.0,14200000.0,9800000.0,9800000,19000000.0,2900000.0,30900000.0,,-18200000.0,57866869.0,36300000.0,0.0,,-7700000.0,9800000.0,16600000.0,0.0,9200000.0,81100000.0,1000000.0,40200000.0,,-1700000.0,317800000.0,,0.0,92700000.0,-10000000.0,21900000.0,0.109002,37500000.0,37500000.0,11600000.0,9800000.0,112200000.0,,,,45700000.0,-4600000.0,-1100000.0,17300000,14400000,66300000,-73800000.0,,4100000.0,-8200000.0,154500000.0,-2900000.0,50200000.0,208900000.0,,5600000.0,114000000.0,,,-8600000.0,15400000.0,80700000.0,40400000.0,,,,,,
1997-06-30,,,,41600000.0,,243600000.0,405600000.0,,0.145336,86007346.0,-3000000.0,22000000.0,12500000.0,12500000,22500000.0,,31100000.0,,,86007346.0,40700000.0,0.0,,7700000.0,12500000.0,70500000.0,,9100000.0,81600000.0,1400000.0,54000000.0,,,324000000.0,,,91900000.0,,22500000.0,0.145336,42000000.0,42000000.0,,10400000.0,46200000.0,,,,0.0,,,18200000,18200000,82300000,-75800000.0,,-4100000.0,,157000000.0,,50500000.0,162000000.0,,7100000.0,124600000.0,,,,19600000.0,81200000.0,40100000.0,,,,,,
1997-09-30,,,,70900000.0,,229900000.0,445100000.0,7500000.0,0.296728,83241347.0,11500000.0,15500000.0,24700000.0,24700000,30500000.0,,32500000.0,,,83241347.0,69700000.0,0.0,,26200000.0,24700000.0,58500000.0,,9500000.0,99100000.0,700000.0,35300000.0,,,346000000.0,,,91200000.0,,31200000.0,0.296728,74500000.0,74500000.0,,12600000.0,41000000.0,,,,0.0,,,39200000,38500000,140600000,-78200000.0,,16600000.0,,158400000.0,,66600000.0,215200000.0,,14600000.0,147300000.0,,,,39300000.0,80200000.0,54000000.0,,,,,,
1997-12-31,,,,40300000.0,,229700000.0,436700000.0,7500000.0,,,48100000.0,15700000.0,13700000.0,13700000,22600000.0,4000000.0,31900000.0,,-326700000.0,,46100000.0,0.0,,-57900000.0,13700000.0,60800000.0,0.0,8700000.0,85500000.0,1500000.0,36700000.0,,-1900000.0,351200000.0,,100000.0,90500000.0,-1600000.0,26600000.0,,60400000.0,60400000.0,272200000.0,11600000.0,86600000.0,,,,0.0,-7700000.0,-3500000.0,23500000,19500000,86400000,-73100000.0,,51600000.0,-14000000.0,151500000.0,-5800000.0,53600000.0,207000000.0,,7300000.0,159100000.0,,,33600000.0,21000000.0,78400000.0,42000000.0,,,,,,
1998-03-31,,,,30500000.0,,244000000.0,450200000.0,7500000.0,0.127169,57294620.0,-800000.0,18400000.0,11200000.0,11200000,19700000.0,2900000.0,34500000.0,,-97400000.0,57294620.0,39200000.0,0.0,,-27600000.0,11200000.0,74100000.0,-100000.0,8600000.0,91000000.0,1200000.0,46800000.0,,-1900000.0,359200000.0,,0.0,89900000.0,-10100000.0,22600000.0,0.127169,34400000.0,34400000.0,75600000.0,11700000.0,100000000.0,,,,60400000.0,-3400000.0,-5800000.0,19500000,16600000,69700000,-75200000.0,,5000000.0,-26000000.0,155200000.0,-1400000.0,56500000.0,206200000.0,,6500000.0,115900000.0,,,-9100000.0,17700000.0,80000000.0,44800000.0,,,,,,
1998-06-30,,,,38500000.0,,241200000.0,462100000.0,7500000.0,0.157447,88283510.0,-10100000.0,19200000.0,13900000.0,13900000,24000000.0,3000000.0,35000000.0,7000000.0,-51200000.0,88283510.0,47400000.0,0.0,,11700000.0,13900000.0,71100000.0,7100000.0,8300000.0,92800000.0,1300000.0,63600000.0,,-2200000.0,369300000.0,,0.0,89200000.0,-16900000.0,27000000.0,0.157447,42400000.0,42400000.0,66200000.0,10000000.0,90800000.0,,,,0.0,3100000.0,-3300000.0,23400000,20400000,85900000,-77600000.0,,-6800000.0,8000000.0,158500000.0,-1800000.0,57800000.0,220900000.0,,7900000.0,127300000.0,,,-23900000.0,21800000.0,80900000.0,40800000.0,,,,,,
1998-09-30,,,,68800000.0,,267600000.0,490700000.0,,0.308839,88071734.0,4700000.0,26900000.0,27200000.0,27200000,31000000.0,2900000.0,35100000.0,,-176500000.0,88071734.0,75400000.0,0.0,,10200000.0,27200000.0,98000000.0,-7000000.0,8200000.0,102900000.0,1100000.0,39900000.0,,-2500000.0,387800000.0,,0.0,88500000.0,23700000.0,33900000.0,0.308839,44200000.0,44200000.0,189000000.0,13200000.0,71300000.0,,,,0.0,-15400000.0,-2300000.0,44400000,41500000,144200000,-79800000.0,-100000.0,7000000.0,1700000.0,160900000.0,-5900000.0,67800000.0,223100000.0,,15500000.0,152000000.0,,,-23000000.0,42700000.0,81100000.0,54600000.0,,,,,,
1998-12-31,,,,39800000.0,,258900000.0,487400000.0,7500000.0,,,69000000.0,21000000.0,15200000.0,15200000,22400000.0,4000000.0,37500000.0,,-151800000.0,,49000000.0,0.0,,-29100000.0,15200000.0,88100000.0,100000.0,9000000.0,90900000.0,1200000.0,36500000.0,,-2600000.0,396500000.0,,0.0,87800000.0,3200000.0,26400000.0,,80700000.0,80700000.0,126200000.0,12500000.0,89000000.0,,,,0.0,-6900000.0,-3500000.0,26600000,22600000,88800000,-80600000.0,,72500000.0,36600000.0,163600000.0,-4400000.0,53400000.0,228500000.0,,8700000.0,164700000.0,,,53300000.0,23900000.0,83000000.0,40900000.0,,,,,,
1999-03-31,,,,33400000.0,,272000000.0,502200000.0,7500000.0,0.139281,56944605.0,-1300000.0,22100000.0,12300000.0,12300000,20700000.0,2700000.0,38500000.0,,-96900000.0,56944605.0,40800000.0,0.0,,-5400000.0,12300000.0,98800000.0,0.0,8900000.0,95300000.0,1900000.0,44400000.0,,-2500000.0,406900000.0,,-100000.0,87200000.0,-7700000.0,23400000.0,0.139281,76600000.0,76600000.0,96600000.0,12700000.0,82900000.0,,,,80700000.0,-2500000.0,-5000000.0,20100000,17400000,74200000,-82600000.0,,3700000.0,-4200000.0,168600000.0,,56800000.0,230200000.0,,7000000.0,108800000.0,,,-11300000.0,19300000.0,86000000.0,44100000.0,,,,,,
1999-06-30,,,,40400000.0,,284800000.0,501500000.0,,0.169558,87285680.0,-3000000.0,,14800000.0,14800000,23900000.0,2700000.0,39100000.0,,-86700000.0,87285680.0,47900000.0,0.0,,-1400000.0,14800000.0,108400000.0,-11100000.0,,93800000.0,1800000.0,60800000.0,,-2700000.0,407700000.0,,100000.0,86500000.0,-16200000.0,26600000.0,0.169558,64400000.0,64400000.0,91200000.0,13000000.0,70200000.0,,,,0.0,-13800000.0,-6000000.0,24000000,21300000,88300000,-84700000.0,,3000000.0,-12100000.0,174600000.0,,54700000.0,216700000.0,,8400000.0,120500000.0,,,-14300000.0,23200000.0,89900000.0,41700000.0,,,,,,
1999-09-30,,,,73000000.0,,310200000.0,537900000.0,,0.339117,86400838.0,16700000.0,30800000.0,29300000.0,29300000,32300000.0,2700000.0,39300000.0,,-92000000.0,86400838.0,79700000.0,61000000.0,,-10800000.0,29300000.0,132300000.0,0.0,8500000.0,114500000.0,1200000.0,37700000.0,,-3100000.0,423400000.0,,100000.0,85800000.0,23000000.0,35000000.0,0.339117,61000000.0,61000000.0,85400000.0,15000000.0,56600000.0,,-9600000.0,33800000.0,0.0,-13500000.0,-4300000.0,47400000,44700000,152700000,-86800000.0,300000.0,21000000.0,-3400000.0,178900000.0,-10400000.0,75200000.0,227700000.0,,16600000.0,146700000.0,,,-11300000.0,45900000.0,92100000.0,60200000.0,,,,,,
1999-12-31,71000000.0,,,38600000.0,,304900000.0,529400000.0,7500000.0,,,40200000.0,25700000.0,14900000.0,14900000,20200000.0,1900000.0,42700000.0,,-81000000.0,,43100000.0,88500000.0,,-9400000.0,14900000.0,123900000.0,0.0,9500000.0,98800000.0,2100000.0,35100000.0,,-3000000.0,430600000.0,,-100000.0,85100000.0,2500000.0,22100000.0,,88500000.0,159500000.0,76700000.0,12800000.0,5200000.0,,-8900000.0,33700000.0,61000000.0,-8400000.0,-5000000.0,22900000,21000000,81700000,-88200000.0,-200000.0,45200000.0,27500000.0,184100000.0,-5400000.0,56100000.0,224500000.0,,8100000.0,158600000.0,,,28600000.0,23000000.0,95900000.0,43300000.0,,,,,,
2000-03-31,90552973.0,,,34825693.0,,297336737.0,533247075.0,7500000.0,0.145356,87090179.0,3973789.0,26633200.0,13063119.0,13063119,22209419.0,2854396.0,43923360.0,,-53527530.0,87090179.0,43189116.0,67000271.0,,-12454666.0,13063119.0,108831527.0,0.0,9790160.0,105909321.0,2252818.0,46275253.0,,-3032371.0,427337754.0,,0.0,89385448.0,-11090575.0,25063815.0,0.145356,67000271.0,157553244.0,51498400.0,13299139.0,7752560.0,,-8223859.0,34397053.0,88503731.0,-16972700.0,-3950117.0,20979697,18125301,78014809,-90425212.0,,7923906.0,-21503460.0,189544974.0,-13940329.0,61985961.0,235910338.0,,7315000.0,127793886.0,,,-7993609.0,20378119.0,99119762.0,48686822.0,,,,,,
2000-06-30,69497283.0,,,39584790.0,,363636066.0,558003412.0,7500000.0,0.187966,84237560.0,-10753054.0,26713382.0,15651599.0,15651599,24707493.0,3458900.0,43628532.0,16075000.0,-91301778.0,87090179.0,50791638.0,20593808.0,,-52240378.0,15651599.0,112437045.0,16075000.0,9415150.0,120127515.0,1797354.0,70119358.0,,-3147027.0,437875897.0,,0.0,123102626.0,-18131520.0,28166393.0,0.187966,20593808.0,90091091.0,110538396.0,13824753.0,7512076.0,,-9873638.0,34397052.0,67000271.0,12927973.0,-3658996.0,26084145,22625245,90376428,-93007575.0,,-7094058.0,-46406463.0,221103970.0,0.0,76498983.0,194367346.0,,8771000.0,139981837.0,,,-25925687.0,24422599.0,128096395.0,46599230.0,,,,,,
2000-09-30,67580914.0,,,80100591.0,,359146677.0,583690035.0,7500000.0,0.375933,84120092.0,23581516.0,27276213.0,31513996.0,31513996,34640850.0,3539386.0,44297463.0,,-19683982.0,87090179.0,85772660.0,26987031.0,,9853084.0,31513996.0,108292618.0,-16075000.0,9521250.0,127889516.0,1332572.0,42499194.0,,-3463648.0,455800519.0,,0.0,122081549.0,27793520.0,38180236.0,0.375933,26987031.0,94567945.0,32847252.0,18277970.0,7350356.0,,-9201849.0,34205387.0,20593808.0,-30351563.0,-3310186.0,51131810,47592424,165873251,-95641646.0,,26891702.0,6393223.0,224414156.0,-10812915.0,83592053.0,224543358.0,,17411000.0,168047585.0,,,-8452300.0,48924996.0,128772510.0,65314083.0,,,,,,
2000-12-31,71605000.0,,,42694926.0,,359231000.0,562442000.0,7500000.0,,,51889749.0,26378000.0,15508286.0,15508286,24247238.0,3461318.0,46300000.0,,-70801710.0,,50094586.0,60882000.0,,-11625040.0,15508286.0,106850000.0,0.0,12422000.0,103746000.0,1696256.0,41890000.0,,-3447954.0,458696000.0,,0.0,121263000.0,660575.0,27708556.0,,60882000.0,132487000.0,64445952.0,10296000.0,4036000.0,,-10190000.0,34057000.0,26987031.0,-11639710.0,-5269701.0,25847348,22386030,92789512,-98004000.0,,57159450.0,33894700.0,229122000.0,-8191756.0,57446000.0,203211000.0,,8574000.0,180123000.0,,,38247596.0,24082286.0,131118000.0,47150000.0,,,,,,
2001-03-31,71449570.0,25367807.0,,39663550.0,29486740.0,369450943.0,575467114.0,7500000.0,0.151254,83394885.0,-12894412.0,25255759.0,12384866.0,12384866,24202324.0,2973400.0,45167825.0,,-57011919.0,83394885.0,42957651.0,37469696.0,,-11652070.0,12384866.0,115476653.0,0.0,12412066.0,107689866.0,1267118.0,55262751.0,,-3432497.0,467777248.0,,0.0,120318148.0,-13255891.0,25146903.0,0.151254,37469696.0,108919266.0,49926382.0,12556387.0,0.0,,-9818927.0,35074925.0,60882142.0,-3432497.0,-4566533.0,20784148,17810748,82621201,-100032987.0,,-8327879.0,-23412446.0,233689129.0,,62522041.0,206016171.0,,6693000.0,118634349.0,,,-23686145.0,19077866.0,133656142.0,20478914.0,,,,,,
2001-06-30,43472423.0,22544058.0,,43364838.0,32034335.0,378418790.0,595619904.0,7500000.0,0.169405,83394885.0,14052280.0,26554086.0,13901841.0,13901841,24379747.0,5055239.0,46487714.0,,-46755639.0,83394885.0,43517308.0,68075809.0,,16558230.0,13901841.0,125189904.0,0.0,12433628.0,116672803.0,3107859.0,67041112.0,,-3674998.0,478947101.0,,0.0,119388569.0,-11609696.0,25324326.0,0.169405,68075809.0,111548232.0,66984470.0,11226230.0,0.0,,-9019045.0,35074925.0,37469696.0,-3674998.0,-3670601.0,23248221,18192982,86882146,-104143644.0,,17722881.0,30606113.0,237983961.0,,70185089.0,217201114.0,,7399000.0,129004320.0,,,-1234199.0,21300841.0,133840317.0,26924524.0,,,,,,
2001-09-30,50844943.0,80036328.0,,82476398.0,40199269.0,374179118.0,640913713.0,7500000.0,0.326709,83394885.0,13943749.0,26061221.0,27010497.0,27010497,35010079.0,3641180.0,45787269.0,,-87494944.0,83394885.0,76304464.0,76596668.0,,-3922363.0,27010497.0,123050244.0,0.0,12226048.0,139697488.0,1142690.0,45069181.0,,-3531869.0,501216225.0,,0.0,118443991.0,21775467.0,35954657.0,0.326709,76596668.0,127441611.0,85603923.0,13493532.0,0.0,,-10228549.0,35074925.0,68075809.0,-3531869.0,-2031342.0,43990987,40349807,158780862,-106840003.0,,15975091.0,8520859.0,239524886.0,,93910219.0,266734595.0,,14482000.0,152482948.0,,,-14676586.0,41492497.0,132684883.0,40217418.0,,,,,,
2001-12-31,68629000.0,23732000.0,,51152214.0,34295000.0,372580000.0,618676000.0,7500000.0,,,52255383.0,28077000.0,12389796.0,12389796,25524850.0,5030181.0,52369000.0,,-116907498.0,,44059577.0,106532000.0,,-20738797.0,12389796.0,122506000.0,-1932000.0,16792000.0,110215000.0,1325333.0,41162000.0,,-3528636.0,508461000.0,,0.0,117499000.0,4000120.0,26469114.0,,106532000.0,175161000.0,100048225.0,9223000.0,0.0,,-9913000.0,35040000.0,76596668.0,-5460636.0,-3879524.0,22620644,17590463,95211791,-108920000.0,,56134907.0,29935474.0,241495000.0,,57846000.0,246096000.0,,6526000.0,161345000.0,,,38714930.0,18915796.0,132575000.0,14328000.0,,,,,,
2002-03-31,65417563.0,24814487.0,,43159892.0,31742461.0,387927741.0,622892836.0,7500000.0,0.155934,82981155.0,-4819803.0,28716803.0,12771913.0,12771913,17496296.0,3046595.0,52680159.0,,-90617554.0,82981155.0,35830907.0,75319441.0,,-13342380.0,12771913.0,139042173.0,0.0,16463356.0,117016904.0,1163302.0,52694063.0,,-3530805.0,505875932.0,,0.0,117499412.0,-11450511.0,17496296.0,0.155934,75319441.0,140737004.0,78983292.0,12227396.0,0.0,,-10182096.0,35881873.0,106531923.0,-14758417.0,-1708118.0,21381206,18334611,78990799,-111966760.0,,-3111685.0,-31212482.0,243352916.0,-11227612.0,64336745.0,234965095.0,,6726000.0,105884770.0,,,-18930193.0,19497913.0,131386156.0,20366888.0,,,,,,
2002-06-30,62682000.0,22306000.0,,41376000.0,34014000.0,390588000.0,636713000.0,7500000.0,0.14956,82822108.0,122803.0,28406000.0,12316000.0,12316000,18049000.0,2771405.0,52648000.0,,-42988446.0,82981155.0,35755000.0,71111000.0,,-1325620.0,12316000.0,143616000.0,0.0,16742000.0,123350000.0,1098000.0,76295000.0,,-3861195.0,513363000.0,,0.0,117499000.0,-23931489.0,18049000.0,0.14956,71111000.0,133793000.0,43112708.0,13228000.0,0.0,,-10804000.0,35871000.0,75319441.0,-4455583.0,-1449882.0,20477405,17706000,77131000,-114738000.0,,1572685.0,-4208518.0,244211000.0,-594388.0,70702000.0,246125000.0,,6488000.0,114588000.0,,,-13514807.0,18804000.0,129473000.0,23460000.0,,,,,,
2002-09-30,53582000.0,80717000.0,38151000.0,84338000.0,41371000.0,409191000.0,664607000.0,7500000.0,0.324047,82733849.0,3813000.0,27893000.0,26616000.0,26616000,22599000.0,3075000.0,52058000.0,,-84762000.0,82981155.0,61960000.0,62801000.0,,-9549000.0,26616000.0,161873000.0,0.0,16665000.0,131331000.0,845000.0,47680000.0,,-3613000.0,533276000.0,,0.0,79348000.0,28545000.0,22599000.0,0.324047,62801000.0,116383000.0,78842000.0,13096000.0,0.0,,-11309000.0,35824000.0,71111000.0,-6203000.0,-3629000.0,42436000,39361000,146298000,-117813000.0,,7442000.0,-8310000.0,247632000.0,-2590000.0,79273000.0,255416000.0,,13590000.0,137596000.0,,,-22222000.0,40206000.0,129819000.0,24806000.0,,,,,,
2002-12-31,40737000.0,22686000.0,,51891000.0,35825000.0,421132000.0,646080000.0,7500000.0,,,61779000.0,29090000.0,14684000.0,14684000,17607000.0,3461000.0,56244000.0,,-79078000.0,,38874000.0,105507000.0,,-1087000.0,14684000.0,174764000.0,0.0,19654000.0,119340000.0,913000.0,43645000.0,,-3605000.0,526740000.0,,0.0,117499000.0,4103000.0,104607000.0,,105507000.0,146244000.0,81512000.0,12505000.0,0.0,,-11052000.0,35421000.0,62801000.0,-21507000.0,-3521000.0,-62272000,-65733000,90765000,-120082000.0,,65300000.0,42706000.0,248951000.0,-17902000.0,63096000.0,224948000.0,,7496000.0,148705000.0,,,49609000.0,22180000.0,128869000.0,14766000.0,,,,,,
2003-03-31,47888000.0,28587000.0,,42627000.0,36187000.0,436093000.0,647154000.0,7500000.0,0.134896,81309195.0,-6997000.0,29429000.0,10909000.0,10909000,17528000.0,2652000.0,56762000.0,,-89296000.0,81309195.0,32943000.0,59895000.0,,-23560000.0,10909000.0,190178000.0,0.0,19833000.0,126991000.0,1065000.0,53815000.0,,-3575000.0,520163000.0,,0.0,117499000.0,-10232000.0,17528000.0,0.134896,59895000.0,107783000.0,68121000.0,13764000.0,0.0,,-11070000.0,36147000.0,105507000.0,-17440000.0,-2385000.0,18067000,15415000,75570000,-122676000.0,,-4612000.0,-45612000.0,251092000.0,-13865000.0,70229000.0,211061000.0,,5571000.0,113498000.0,,,-16782000.0,16480000.0,128416000.0,20278000.0,,,,,,
2003-06-30,58876000.0,20591000.0,,41498000.0,37804000.0,433186000.0,657803000.0,7500000.0,0.154047,80844487.0,11173000.0,31734000.0,12317000.0,12317000,18367000.0,4362000.0,59009000.0,,35609000.0,81309195.0,36227000.0,54354000.0,,-9444000.0,12317000.0,186437000.0,0.0,19775000.0,135891000.0,746000.0,74015000.0,,-3603000.0,521912000.0,,0.0,117499000.0,-20092000.0,18367000.0,0.154047,54354000.0,113230000.0,-41373000.0,13122000.0,0.0,,-10667000.0,35975000.0,59895000.0,-10950000.0,-3680000.0,22222000,17860000,77725000,-125814000.0,,14853000.0,-5541000.0,255064000.0,-7347000.0,76882000.0,224617000.0,,6289000.0,122191000.0,,,-1091000.0,18606000.0,129250000.0,25956000.0,,,,,,
2003-09-30,92465000.0,83137000.0,,84818000.0,46160000.0,409037000.0,690976000.0,7500000.0,0.333768,80487712.0,13753000.0,32974000.0,26945000.0,26945000,22568000.0,3625000.0,60107000.0,,-34763000.0,81309195.0,62383000.0,46845000.0,,-13724000.0,26945000.0,162365000.0,0.0,19633000.0,153634000.0,886000.0,46716000.0,,-3625000.0,537342000.0,,0.0,117499000.0,27143000.0,22568000.0,0.333768,46845000.0,139310000.0,24246000.0,16037000.0,0.0,,-11454000.0,35815000.0,54354000.0,-10745000.0,-3207000.0,43440000,39815000,147201000,-128264000.0,,16960000.0,-7509000.0,257437000.0,-7120000.0,93527000.0,281939000.0,,13756000.0,145527000.0,,,-13129000.0,40701000.0,129173000.0,31330000.0,,,,,,
2003-12-31,86961000.0,18131000.0,,53604000.0,38834000.0,421592000.0,665297000.0,7500000.0,,,53387000.0,35698000.0,14843000.0,14843000,19293000.0,740000.0,65829000.0,,-26951000.0,,38556000.0,84084000.0,,-3655000.0,14843000.0,174930000.0,0.0,22631000.0,128716000.0,2897000.0,46086000.0,,-3607000.0,536581000.0,,0.0,117499000.0,602000.0,19293000.0,,84084000.0,171045000.0,26174000.0,11947000.0,0.0,,-11709000.0,35574000.0,46845000.0,-15371000.0,-2878000.0,20003000,19263000,92160000,-130759000.0,,56265000.0,37239000.0,259922000.0,-11764000.0,62887000.0,243705000.0,,7317000.0,156786000.0,,,38695000.0,22160000.0,129163000.0,12106000.0,,,,,,
2004-03-31,89348000.0,20837000.0,,45316000.0,37562000.0,430698000.0,671513000.0,7500000.0,0.14554,79478476.0,-8740000.0,36956000.0,11493000.0,11493000,18670000.0,3416000.0,67136000.0,,-41234000.0,79478476.0,34730000.0,52942000.0,,-12247000.0,11493000.0,183566000.0,0.0,22680000.0,133426000.0,1275000.0,56807000.0,,-7164000.0,538087000.0,,0.0,117499000.0,-10704000.0,18670000.0,0.14554,52942000.0,142290000.0,32178000.0,14614000.0,0.0,,-11538000.0,36513000.0,84084000.0,-13346000.0,-3191000.0,19476000,16060000,80046000,-133532000.0,,-5549000.0,-31142000.0,263165000.0,-6182000.0,66290000.0,240815000.0,,5842000.0,107345000.0,,,-18937000.0,17335000.0,129633000.0,14114000.0,,,,,,
