date,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOperatingExpense,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyBasicEPS,quarterlyResearchAndDevelopment
2010-03-31,4800000.0,-341583000.0,-728684000.0,3040258000.0,503869000.0,27425000.0,3316000,20150000.0,,20150000.0,770000.0,65198000,18586000.0,42329000.0,79180000.0,-4697000.0,24503000.0,-21605000,,37249000,-56038000,,4858246000.0,15489000.0,0.0,-41856000,4053212000.0,,-24587000.0,307219000.0,37929000,6936000.0,62006000,,19703000,-665000.0,-1096000.0,,81018000,20150000,-57022000,-73392000.0,616000.0,-18426000,-18789000,,2427916000.0,945529000,805034000.0,407732000.0,3768942000.0,-679448000,4013000.0,45115000.0,-115921000.0,87092000.0,1897337000.0,1559779000.0,235900000.0,59646000.0,106271000.0,-614250000.0,2020184000.0,69343000.0,19703000,19703000,0.0,27269000,112000,807742000.0,,,,,,,
2010-06-30,636000.0,-490841000.0,-760298000.0,3089143000.0,577905000.0,28485000.0,16918000,34554000.0,,34554000.0,770000.0,60380000,18890000.0,49131000.0,81023000.0,4264000.0,100058000.0,129407000,,-23596000,-40385000,,5050666000.0,12307000.0,,14404000,4108890000.0,,-48674000.0,294194000.0,38185000,34000.0,20150000,,99422000,75000.0,-2128000.0,,157133000,34554000,-93256000,-73392000.0,-2917000.0,-157089000,-63981000,,2355758000.0,1124941000,941776000.0,387893000.0,3849441000.0,102030000,1887000.0,45348000.0,-74658000.0,84899000.0,1845506000.0,962531000.0,283969000.0,54437000.0,-11882000.0,162410000.0,1967865000.0,68795000.0,99422000,99422000,0.0,22195000,-7717000,812172000.0,,,,,,,
2010-09-30,3616000.0,-519546000.0,-798183000.0,3144762000.0,501520000.0,29616000.0,2219000,85866000.0,,85866000.0,770000.0,187147000,20583000.0,47017000.0,178152000.0,-220027000.0,71926000.0,-42025000,-139000.0,167180000,-95035000,0.0,5191448000.0,0.0,,51312000,4259475000.0,,-12764000.0,272218000.0,38539000,5944000.0,34554000,,68310000,-109000.0,-176000.0,,131048000,85866000,-72114000,,369000.0,62200000,72145000,,2501213000.0,1138379000,931973000.0,384444000.0,3942945000.0,90290000,2303000.0,47031000.0,75694000.0,97416000.0,1989737000.0,860942000.0,297556000.0,71167000.0,-19044000.0,277437000.0,2116769000.0,68799000.0,68310000,68310000,0.0,26860000,21105000,812172000.0,,,,,,,
2010-12-31,2689000.0,-53673000.0,-833862000.0,3187457000.0,413537000.0,29565000.0,3981000,181121000.0,,181121000.0,832000.0,196070000,,43033000.0,325385000.0,225538000.0,54224000.0,-9511000,-10000.0,181667000,-78372000,0.0,5386393000.0,0.0,,95255000,4446886000.0,,-4562000.0,282382000.0,39149000,46500000.0,85866000,,51535000,659000.0,-69000.0,,87160000,181121000,-77823000,,199000.0,106448000,103295000,,2683693000.0,1194212000,939507000.0,393229000.0,4021319000.0,70464000,1293000.0,42796000.0,88290000.0,114563000.0,2136248000.0,927678000.0,302053000.0,87659000.0,5635000.0,266534000.0,2290464000.0,69603000.0,51535000,51535000,0.0,519949000,2610000,813270000.0,,,,,,,
2011-03-31,3647000.0,-114523000.0,-873758000.0,3260252000.0,598830000.0,34404000.0,-3111000,70437000.0,,70437000.0,832000.0,66279000,20457000.0,60369000.0,293430000.0,-615000.0,32163000.0,180526000,,-165798000,-73246000,-52577000.0,5665220000.0,0.0,,-110684000,4534096000.0,,-94104000.0,359046000.0,40296000,57931000.0,181121000,,28502000,278000.0,-636000.0,,92916000,70437000,-126401000,-79616000.0,-551000.0,-232899000,-239044000,,2986637000.0,1234616000,1131124000.0,461350000.0,4134010000.0,55731000,2741000.0,64605000.0,-184765000.0,118686000.0,2372197000.0,1112606000.0,397252000.0,76645000.0,76922000.0,122010000.0,2525287000.0,69068000.0,28516000,28502000,0.0,25983000,58000,843294000.0,,,,,,,
2011-06-30,5167000.0,-143070000.0,-912850000.0,3361852000.0,667908000.0,36407000.0,1043000,128876000.0,,128876000.0,255984000.0,67759000,20622000.0,46305000.0,246798000.0,6916000.0,97772000.0,26314000,,167622000,-83148000,-47871000.0,5896708000.0,0.0,,58439000,4581352000.0,,-39873000.0,509190000.0,41640000,26152000.0,70437000,,92599000,1333000.0,-4944000.0,,160034000,128876000,-135732000,-79616000.0,2038000.0,31163000,84474000,,3237742000.0,1589184000,1315356000.0,885327000.0,4274702000.0,117351000,1590000.0,61162000.0,-55001000.0,118337000.0,2197671000.0,1404074000.0,457410000.0,89042000.0,125307000.0,185110000.0,2352415000.0,67272000.0,92605000,92599000,0.0,26119000,231000,848949000.0,,,,,,,
2011-09-30,4497000.0,-122160000.0,-943539000.0,3385436000.0,603683000.0,35917000.0,3366000,59214000.0,,59214000.0,355645000.0,60149000,21565000.0,42499000.0,296903000.0,-234955000.0,74778000.0,-74962000,1583000.0,100047000,-87564000,-245000.0,5848148000.0,0.0,,-69662000,4648238000.0,,-14837000.0,461038000.0,42418000,-97912000.0,128876000,,70158000,2846000.0,-2869000.0,,138761000,59214000,-90522000,,2643000.0,-14691000,12483000,,3323099000.0,1824350000,1199910000.0,983059000.0,4328975000.0,92977000,2959000.0,69101000.0,62830000.0,122242000.0,2170010000.0,1671224000.0,467912000.0,134549000.0,-48603000.0,153126000.0,2340040000.0,67203000.0,70281000,70158000,0.0,17731000,0,846526000.0,,,,,,,
2011-12-31,3568000.0,-422197000.0,-982837000.0,3430468000.0,587785000.0,35437000.0,6869000,17497000.0,8866000.0,17497000.0,364959000.0,606554000,,38923000.0,288331000.0,272537000.0,33767000.0,54843000,315702000.0,-7403000,-91702000,3000.0,5881190000.0,38079000.0,,-41717000,4680267000.0,,-85769000.0,454326000.0,43932000,-27407000.0,59214000,,30202000,-29036000.0,-541000.0,,90569000,17497000,-90599000,,221000.0,-49026000,-99105000,,3016855000.0,1927105000,1200923000.0,943800000.0,4413305000.0,47935000,3222000.0,43685000.0,16797000.0,95045000.0,1928071000.0,1272616000.0,547808000.0,29833000.0,-12728000.0,654489000.0,2073055000.0,66687000.0,30199000,30202000,0.0,562622000,1641000,846717000.0,,,,,,,
2012-03-31,3471000.0,-510374000.0,-1026553000.0,3499629000.0,774008000.0,36670000.0,3754000,37696000.0,,37696000.0,831374000.0,71868000,,36900000.0,249911000.0,-28586000.0,29725000.0,129920000,,-9613000,-100284000,0.0,6083428000.0,0.0,,20199000,4715032000.0,,52418000.0,528376000.0,44681000,-65552000.0,17497000,,26351000,2250000.0,-94000.0,,93002000,37696000,-100214000,-89076000.0,-1042000.0,-76458000,-109897000,,3319210000.0,1735692000,1368396000.0,1492690000.0,4526182000.0,48321000,4620000.0,51489000.0,-186135000.0,86140000.0,1690038000.0,1615503000.0,495982000.0,99994000.0,76683000.0,120189000.0,1826520000.0,69073000.0,26254000,26351000,0.0,27187000,164000,849040000.0,,,,,,,
2012-06-30,16261000.0,-821384000.0,-979111000.0,3079431000.0,253610000.0,31596000.0,-243471000,34147000.0,,34147000.0,517880000.0,68711000,23820000.0,28226000.0,214947000.0,22500000.0,-230549000.0,35170000,,41731000,-110855000,0.0,5717598000.0,0.0,,-3549000,4213493000.0,,8006000.0,423227000.0,45576000,-72508000.0,37696000,,-246737000,-5686000.0,-2192000.0,,82318000,34147000,-82205000,-89076000.0,6096000.0,370000,-69124000,,3296481000.0,1901905000,1504105000.0,1122934000.0,4058542000.0,36742000,2517000.0,85872000.0,109357000.0,19822000.0,2106988000.0,1796452000.0,487565000.0,147413000.0,-108028000.0,105453000.0,2173547000.0,68188000.0,-246810000,-246737000,0.0,23135000,30842000,822701000.0,,,,,,,
2012-09-30,622000.0,-1027300000.0,-1016179000.0,3155090000.0,240694000.0,30851000.0,-20891000,107456000.0,,107456000.0,517863000.0,64640000,,26518000.0,206195000.0,7892000.0,4964000.0,-328452000,,239761000,-109639000,0.0,5363884000.0,0.0,,73309000,4499644000.0,,31640000.0,439622000.0,39686000,-80981000.0,34147000,,4389000,-8265000.0,-78000.0,,90408000,107456000,160389000,-89076000.0,-3651000.0,184838000,130122000,,2691785000.0,1744766000,864240000.0,1110400000.0,4171269000.0,50722000,2771000.0,59600000.0,137656000.0,15987000.0,1518543000.0,1629404000.0,453137000.0,121407000.0,19491000.0,115362000.0,1581385000.0,116139000.0,4342000,4389000,0.0,24954000,-166170000,822911000.0,,,,,,,
2012-12-31,2140000.0,-361297000.0,-1049399000.0,3238460000.0,173228000.0,32114000.0,-18321000,83602000.0,10476000.0,83602000.0,287830000.0,442301000,,92435000.0,189963000.0,-17462000.0,40222000.0,274031000,-247000.0,27324000,-89817000,-315810000.0,5613089000.0,77631000.0,,-23854000,4673646000.0,,68371000.0,397633000.0,40708000,-58865000.0,107456000,,-47328000,-9983000.0,-246000.0,,-159826000,83602000,-323770000,-98051000.0,139000.0,-18503000,-62493000,,3028094000.0,573313000,939443000.0,845971000.0,4287859000.0,77176000,2671000.0,457000.0,51711000.0,7356000.0,2142653000.0,53836000.0,387943000.0,44456000.0,-31597000.0,519477000.0,2182123000.0,102945000.0,38082000,-10619000,0.0,29480000,79493000,951024000.0,,,,,,,
2013-03-31,2536000.0,-718782000.0,-1080051000.0,3239555000.0,227626000.0,30288000.0,-10775000,116513000.0,,116513000.0,294003000.0,145068000,31235000.0,88935000.0,196702000.0,-16179000.0,18574000.0,-107569000,,144400000,-52564000,,5547030000.0,0.0,,32911000,4726382000.0,,50811000.0,428843000.0,42926000,-60968000.0,83602000,,13268000,-1915000.0,0.0,,92735000,116513000,-3118000,-98051000.0,-1192000.0,73586000,91836000,,3037850000.0,999710000,820648000.0,846370000.0,4319606000.0,59462000,4813000.0,46351000.0,-54416000.0,6314000.0,2154878000.0,795180000.0,336759000.0,110939000.0,31318000.0,204530000.0,2191480000.0,87572000.0,16038000,24565000,0.0,27494000,-63269000,950586000.0,,,,,,,
2013-06-30,4174000.0,-615750000.0,-1119475000.0,3300089000.0,175282000.0,30194000.0,-7925000,42127000.0,,42127000.0,42224000.0,134725000,31288000.0,85285000.0,183028000.0,-14198000.0,36440000.0,-16977000,,87155000,-110631000,,5413398000.0,0.0,,-74386000,4792606000.0,,58885000.0,319363000.0,46662000,-63787000.0,116513000,,21619000,10802000.0,0.0,,114390000,42127000,-141459000,-98051000.0,-155000.0,-13709000,-23476000,,2973132000.0,904196000,620792000.0,440702000.0,4419564000.0,74043000,3795000.0,44626000.0,52317000.0,6438000.0,2495798000.0,695428000.0,277843000.0,66720000.0,-113247000.0,208768000.0,2532430000.0,77354000.0,32266000,33086000,0.0,19653000,-30828000,948754000.0,,,,,,,
2013-09-30,-563000.0,-562650000.0,-1167100000.0,3361850000.0,122998000.0,29455000.0,-3951000,24519000.0,,24519000.0,53571000.0,139322000,31078000.0,81710000.0,165456000.0,-152000.0,32673000.0,-110947000,,146985000,-100385000,,5242660000.0,0.0,,-17608000,4782351000.0,,36107000.0,222360000.0,47597000,-57665000.0,42127000,,21924000,5159000.0,0.0,,111348000,24519000,-53141000,-98051000.0,-2468000.0,56961000,46600000,,2861681000.0,780010000,460309000.0,356703000.0,4528950000.0,65874000,3878000.0,41188000.0,49244000.0,6190000.0,2469333000.0,574814000.0,242203000.0,63828000.0,-94232000.0,205196000.0,2504978000.0,70812000.0,33236000,33397000,0.0,18831000,159959000,950963000.0,,,,,,,
2013-12-31,6606000.0,-253561000.0,-1190184000.0,3310653000.0,138147000.0,27350000.0,-314431000,100743000.0,8225000.0,100743000.0,8325000.0,126367000,33518000.0,71249000.0,159362000.0,-1188000.0,-260443000.0,86143000,0.0,106679000,-85124000,,5032186000.0,3551000.0,,76224000,4398637000.0,,-38594000.0,298751000.0,47178000,-63394000.0,24519000,,-330581000,18365000.0,0.0,,-179747000,100743000,-113243000,-98051000.0,-2924000.0,-4062000,21555000,,3128392000.0,779816000,633549000.0,392572000.0,4500837000.0,85953000,4006000.0,360000.0,-15170000.0,11778000.0,2696692000.0,567496000.0,281310000.0,43271000.0,79831000.0,212320000.0,2735820000.0,68735000.0,-267049000,-364818000,0.0,25108000,-28119000,617429000.0,,,,,,,
2014-03-31,4117000.0,-189280000.0,-1231272000.0,3320118000.0,102647000.0,28348000.0,-628000,42598000.0,,42598000.0,13608000.0,126921000,34417000.0,68104000.0,324819000.0,-584000.0,47113000.0,-42702000,,63325000,-63046000,,4914634000.0,0.0,,-58145000,4404895000.0,,-22751000.0,196529000.0,46230000,-64868000.0,100743000,,28144000,4484000.0,,,127760000,42598000,-76331000,-98051000.0,3054000.0,-38795000,279000,,3071150000.0,849213000,509739000.0,281405000.0,4551390000.0,81103000,5362000.0,36786000.0,35476000.0,11839000.0,2749558000.0,641189000.0,304056000.0,56908000.0,-93400000.0,208024000.0,2789745000.0,70342000.0,42996000,39744000,0.0,20856000,-13285000,617429000.0,,,,,,,
2014-06-30,1865000.0,-177153000.0,-1277709000.0,3345136000.0,112838000.0,29152000.0,2820000,49076000.0,,49076000.0,14311000.0,138700000,33122000.0,64959000.0,322172000.0,3582000.0,59052000.0,-77118000,,137057000,-69641000,,4895779000.0,0.0,,6478000,4427661000.0,,49439000.0,172869000.0,47936000,-56339000.0,42598000,,43599000,10970000.0,,,140110000,49076000,-55266000,-98051000.0,-923000.0,26305000,67416000,,3086420000.0,749745000,468118000.0,271748000.0,4622845000.0,89354000,2873000.0,40265000.0,-10453000.0,18459000.0,2767061000.0,521691000.0,254824000.0,70880000.0,-22327000.0,228054000.0,2814672000.0,72908000.0,57187000,55514000,0.0,23163000,14375000,617429000.0,,,,,,,
2014-09-30,4335000.0,-268636000.0,-1315466000.0,3391430000.0,117937000.0,27785000.0,1361000,25686000.0,,25686000.0,35519000.0,140931000,33007000.0,61815000.0,320970000.0,-458000.0,63452000.0,-64226000,,114813000,-85951000,,4877367000.0,0.0,,-23390000,4469418000.0,,33322000.0,177961000.0,48599000,-60134000.0,49076000,,50074000,-5910000.0,,,145058000,25686000,-75247000,-98051000.0,322000.0,13570000,28862000,,3108722000.0,794422000,407949000.0,299122000.0,4706896000.0,95098000,4035000.0,37523000.0,-5158000.0,19775000.0,2762040000.0,558393000.0,220841000.0,66554000.0,-19205000.0,236029000.0,2809600000.0,72872000.0,59117000,50074000,0.0,24967000,10704000,617429000.0,,,,,,,
2014-12-31,484000.0,-486601000.0,-1354664000.0,3460732000.0,55713000.0,27308000.0,5742000,87912000.0,10884000.0,87912000.0,92128000.0,162429000,31735000.0,58670000.0,314166000.0,4530000.0,55353000.0,-4139000,,203328000,-133424000,,4918796000.0,4623000.0,,62226000,4529649000.0,,12288000.0,162056000.0,48943000,-67912000.0,25686000,,41522000,17869000.0,,,136031000,87912000,-133387000,-98051000.0,1014000.0,81338000,69904000,0.0,3202586000.0,681738000,389147000.0,365192000.0,4815396000.0,81346000,2517000.0,1050000.0,62210000.0,27097000.0,2782989000.0,437963000.0,208314000.0,46514000.0,-18739000.0,243775000.0,2837394000.0,74223000.0,54869000,88956000,0.0,27070000,37000,617429000.0,,,,,,,
2015-03-31,2387000.0,-291460000.0,-1392156000.0,3592286000.0,43693000.0,24804000.0,62268000,78183000.0,,78183000.0,62808000.0,140700000,32037000.0,128700000.0,318135000.0,-10000.0,129512000.0,104011000,,122582000,-86344000,-142500000.0,5084147000.0,0.0,,-9729000,4747939000.0,,19654000.0,114032000.0,52457000,-88013000.0,87912000,,114536000,-51890000.0,-2177000.0,,214006000,78183000,-229836000,-98051000.0,-535000.0,-7774000,36238000,,3358190000.0,554944000,336208000.0,260285000.0,4984442000.0,99281000,3562000.0,24677000.0,11997000.0,50468000.0,3022633000.0,314963000.0,189655000.0,67340000.0,-21776000.0,239981000.0,3097905000.0,0.0,127125000,127899000,0.0,25053000,-992000,704488000.0,,,,,,,
2015-06-30,3104000.0,-455527000.0,-1443583000.0,3641078000.0,65346000.0,25791000.0,-2152000,111637000.0,,111637000.0,66864000.0,143831000,32824000.0,118931000.0,329603000.0,-555000.0,57429000.0,-5930000,,114605000,-75231000,0.0,5173055000.0,0.0,,33454000,4797476000.0,,25777000.0,107414000.0,52765000,-57171000.0,78183000,,42434000,7430000.0,-1267000.0,,143018000,111637000,-76376000,-98051000.0,903000.0,-728000,39374000,,3459982000.0,570611000,375579000.0,271453000.0,5084661000.0,92405000,1355000.0,34193000.0,-21650000.0,51228000.0,3111510000.0,334375000.0,164403000.0,81963000.0,-13075000.0,236236000.0,3188529000.0,0.0,54325000,54325000,0.0,26693000,-1145000,704404000.0,,,,,,,
2015-09-30,4306000.0,-287704000.0,-1480691000.0,3656273000.0,53876000.0,24497000.0,1776000,116425000.0,,116425000.0,58418000.0,146313000,33448000.0,115471000.0,317482000.0,-227000.0,69322000.0,-57938000,,138937000,-86898000,0.0,5135131000.0,0.0,,4788000,4796774000.0,,30101000.0,97883000.0,52301000,-83309000.0,111637000,,52911000,-5476000.0,-143000.0,,155071000,116425000,-71223000,-98051000.0,258000.0,28305000,52039000,,3481231000.0,493566000,338357000.0,255373000.0,5136964000.0,100994000,2789000.0,34083000.0,11307000.0,61452000.0,3139909000.0,246259000.0,133973000.0,78723000.0,-10775000.0,247307000.0,3225858000.0,0.0,65016000,65016000,0.0,23679000,15675000,704404000.0,,,,,,,
2015-12-31,4915000.0,-285173000.0,-1525589000.0,3683571000.0,38749000.0,24810000.0,-70000,118862000.0,14290000.0,118862000.0,98799000.0,144708000,33559000.0,112011000.0,290395000.0,0.0,64395000.0,-69372000,,148813000,-79491000,0.0,5149262000.0,121000.0,,2437000,4815411000.0,,-8275000.0,125147000.0,52687000,-88794000.0,116425000,,47485000,4443000.0,23000.0,,150641000,118862000,-74594000,-98051000.0,1432000.0,30756000,69322000,0.0,3539418000.0,464919000,333851000.0,332213000.0,5209160000.0,98024000,5977000.0,3443000.0,15122000.0,70966000.0,3111429000.0,222187000.0,145064000.0,43926000.0,13474000.0,242732000.0,3207205000.0,,59480000,59480000,0.0,27096000,4897000,696637000.0,,,,,,,
2016-03-31,2870000.0,-239508000.0,-1577433000.0,3686687000.0,41173000.0,25841000.0,-171000,130917000.0,,130917000.0,81000000.0,129006000,34123000.0,108551000.0,269599000.0,-5000.0,60271000.0,-35475000,,101727000,-58839000,0.0,5095549000.0,0.0,,12055000,4761976000.0,,11706000.0,100782000.0,53142000,-103572000.0,118862000,,44750000,2128000.0,0.0,1086000.0,147707000,130917000,-58839000,-98051000.0,456000.0,-12490000,42888000,,3537897000.0,405703000,333573000.0,272790000.0,5264120000.0,94565000,6157000.0,25719000.0,-2398000.0,113616000.0,3125650000.0,182132000.0,133469000.0,71252000.0,-3370000.0,223571000.0,3265107000.0,,57401000,57516000,0.0,23785000,0,696637000.0,,,,,,,
2016-06-30,4270000.0,-318850000.0,-1620230000.0,3674372000.0,38700000.0,26485000.0,-201000,103019000.0,,103019000.0,0.0,135319000,34229000.0,105091000.0,263768000.0,-669000.0,56787000.0,-91755000,,113306000,-49196000,0.0,5055219000.0,0.0,,-27898000,4742061000.0,,-12278000.0,96807000.0,53651000,-126911000.0,130917000,,40018000,6039000.0,0.0,1783000.0,144868000,103019000,-49196000,-98051000.0,2106000.0,-2784000,64110000,,3565324000.0,437804000,313158000.0,194276000.0,5294602000.0,91217000,3186000.0,25913000.0,2497000.0,138870000.0,3205693000.0,211268000.0,145340000.0,81670000.0,-1347000.0,226536000.0,3371048000.0,,52517000,52784000,0.0,22657000,0,696637000.0,,,,,,,
2016-09-30,2153000.0,-403573000.0,-1669471000.0,3672889000.0,35051000.0,26635000.0,362000,32662000.0,,32662000.0,7000000.0,144389000,35022000.0,101630000.0,263071000.0,-744000.0,53294000.0,-116005000,,99516000,-52883000,,4990418000.0,0.0,,-70357000,4736413000.0,,-14628000.0,105311000.0,53946000,-129400000.0,103019000,,38592000,-10734000.0,,1951000.0,141900000,32662000,-52883000,-98051000.0,427000.0,2797000,46633000,,3520425000.0,441418000,254005000.0,211130000.0,5342360000.0,87954000,2064000.0,26231000.0,3668000.0,129611000.0,3153049000.0,209075000.0,159978000.0,80134000.0,12423000.0,232343000.0,3309295000.0,,51141000,51458000,0.0,26957000,0,696637000.0,,,,,,,
2016-12-31,2680000.0,-505458000.0,-1712995000.0,3722283000.0,37945000.0,22204000.0,-58773000,35942000.0,14355000.0,35942000.0,54000000.0,138470000,34976000.0,127083000.0,76736000.0,-3074000.0,-8376000.0,31911000,0.0,122212000,-54503000,,5030545000.0,5052000.0,,3280000,4653362000.0,,-8034000.0,118686000.0,55997000,-94177000.0,32662000,,-24342000,3044000.0,,2759000.0,82587000,35942000,-150160000,-98809000.0,-3458000.0,16193000,67709000,0.0,3418928000.0,471757000,377183000.0,289396000.0,5435278000.0,85373000,6510000.0,7637000.0,-2827000.0,92964000.0,3014364000.0,247914000.0,170293000.0,44301000.0,6365000.0,223843000.0,3129532000.0,,-11056000,-11805000,0.0,25418000,-95657000,696637000.0,,,,,,,
2017-03-31,2925000.0,-455477000.0,-1766737000.0,3723268000.0,37107000.0,22445000.0,140000,27205000.0,,27205000.0,72000000.0,125621000,36414000.0,119860000.0,100242000.0,-1935000.0,60865000.0,-152050000,,83980000,-52552000,,4895416000.0,0.0,,-8737000,4641750000.0,,3544000.0,98477000.0,56864000,-90414000.0,35942000,,38452000,5285000.0,,2790000.0,154003000,27205000,59307000,-104904000.0,291000.0,-39142000,31428000,,3325073000.0,487430000,253666000.0,254492000.0,5490005000.0,97139000,3878000.0,22432000.0,1658000.0,96156000.0,2951980000.0,264670000.0,166842000.0,67228000.0,-12154000.0,222760000.0,3070581000.0,,57940000,58520000,0.0,24595000,111859000,696637000.0,,,,,,,
2017-06-30,1630000.0,-1239441000.0,-1827094000.0,4147333000.0,25772000.0,22863000.0,88000,29191000.0,,29191000.0,448075000.0,150004000,45612000.0,857616000.0,98795000.0,-680000.0,27880000.0,1402413000,,125008000,-49446000,,6359324000.0,0.0,,1986000,6128462000.0,,45331000.0,92668000.0,67601000,-89283000.0,27205000,,4364000,5288000.0,,2327000.0,141005000,29191000,-1526058000,-121931000.0,-268000.0,23798000,75562000,,3858275000.0,435488000,230862000.0,654517000.0,5974427000.0,73404000,847000.0,28265000.0,11347000.0,107031000.0,3073864000.0,212080000.0,147548000.0,96218000.0,-45668000.0,223408000.0,3203758000.0,,26250000,27528000,0.0,33604000,107000,1023359000.0,,,,,,,
2017-09-30,2743000.0,-242257000.0,-1885045000.0,4188149000.0,23297000.0,23166000.0,-5126000,33615000.0,,33615000.0,418007000.0,141593000,45256000.0,797339000.0,102395000.0,-4019000.0,41335000.0,-8301000,0.0,102027000,-105347000,15000000.0,6418768000.0,0.0,,4424000,6184896000.0,,-24337000.0,97854000.0,69178000,-83393000.0,29191000,,14305000,-10563000.0,,2320000.0,160895000,33615000,-90290000,-131068000.0,-129000.0,-2327000,-3320000,,3998906000.0,440566000,233872000.0,641067000.0,6073194000.0,91717000,2989000.0,24805000.0,2492000.0,102074000.0,3232599000.0,207256000.0,152074000.0,102277000.0,4912000.0,233310000.0,3357839000.0,,38592000,39672000,0.0,25003000,57000,1095943000.0,,,,,,,
2017-12-31,2639000.0,-548628000.0,-1942548000.0,4300933000.0,26857000.0,22272000.0,-396000,24292000.0,18243000.0,24292000.0,384990000.0,144692000,45801000.0,784479000.0,101681000.0,-2427000.0,27821000.0,34210000,20000.0,95784000,-140390000,0.0,6535233000.0,0.0,,-9323000,6284801000.0,,-25403000.0,145932000.0,70589000,-84927000.0,33615000,,-330000,7964000.0,,695000.0,139313000,24292000,-139400000,-127236000.0,112000.0,-8822000,-44606000,0.0,4055144000.0,450535000,250432000.0,651506000.0,6243481000.0,74018000,4172000.0,6526000.0,-3561000.0,118297000.0,3263069000.0,231825000.0,176570000.0,66821000.0,22501000.0,218710000.0,3403638000.0,,25182000,22244000,0.0,29038000,990000,1097475000.0,,,,,,,
2018-03-31,4327000.0,-275430000.0,-2001703000.0,4387224000.0,29549000.0,23032000.0,79752000,15128000.0,,15128000.0,419973000.0,21892000,47772000.0,771623000.0,105208000.0,-3175000.0,130460000.0,-60846000,,123164000,-149892000,,6586713000.0,,,-9164000,6358716000.0,,19525000.0,122040000.0,72015000,-64003000.0,24292000,,107064000,-88589000.0,,2091000.0,170495000,15128000,-71454000,-131952000.0,842000.0,10691000,-26728000,,4094656000.0,475881000,227997000.0,652636000.0,6388927000.0,98480000,6378000.0,25979000.0,-2687000.0,112895000.0,3306093000.0,355509000.0,157269000.0,91494000.0,-7681000.0,120372000.0,3442020000.0,,126133000,124195000,0.0,19774000,78438000,1094661000.0,,,,,,,
2018-06-30,2915000.0,-1058527000.0,-2054908000.0,4459681000.0,28071000.0,23113000.0,1412000,20344000.0,,20344000.0,63000000.0,30232000,48936000.0,758767000.0,116768000.0,5636000.0,32314000.0,38296000,,120686000,-117949000,,6646969000.0,,,5216000,6429877000.0,,14993000.0,127801000.0,75864000,-66624000.0,15128000,,13705000,13391000.0,,2186000.0,155702000,20344000,-153373000,-73085000.0,300000.0,745000,2737000,,3819781000.0,486204000,217092000.0,311289000.0,6514589000.0,79838000,3357000.0,26526000.0,1454000.0,105013000.0,3380366000.0,376134000.0,141872000.0,100911000.0,12830000.0,110070000.0,3508492000.0,,29399000,29950000,0.0,27981000,2078000,1094661000.0,,,,,,,
