date,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyLongTermDebt,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlyOtherNonCurrentAssets,quarterlyIncomeTaxPayable,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment
2011-05-31,18704000000.0,-1039000000,-828000000,,251415000000,10273000000.0,100718000000,65347000000.0,78206000000,324904000000.0,1.1517,,8719000000,10180652700.0,56112000000.0,-5800000000.0,2900000000,1.1524,26541000000,368763000000.0,177969000000.0,,370237000000.0,20967000000,,-17174000000,-17495000000,22513000000,194698000000,-5854000000,,536048000000.0,32707000000.0,93979000000,165811000000.0,131150000000.0,41298000000.0,-35422000000,17764000000.0,28593000000.0,-9616000000,23858000000.0,11732000000,12248000000,,10766000000.0,75753000000.0,215993000000,-7132000000,11732000000,84859000000.0,10515000000.0,94000000,,216009000000.0,5480000000,206562000000.0,-775000000,20012000000.0,10186680559.0,-23349000000,2000000.0,,,,,,,,,,,,,,,
2011-08-31,15056000000.0,-1706000000,-17288000000,,215993000000,10273000000.0,86625000000,59395000000.0,74832000000,315241000000.0,,,4837000000,,58016000000.0,-4143000000.0,-2822000000,,11847000000,369717000000.0,182846000000.0,106707000000.0,369971000000.0,6144000000,,-5655000000,-3896000000,11794000000,168326000000,-7021000000,-48691000000.0,533777000000.0,17796000000.0,81700000000,163806000000.0,137728000000.0,34882000000.0,-13889000000,17269000000.0,31020000000.0,-54000000,21648000000.0,953000000,1307000000,,13688000000.0,92750000000.0,202104000000,-7153000000,953000000,64386000000.0,7221000000.0,160000000,,202114000000.0,5543000000,213866000000.0,1120000000,19102000000.0,,-10917000000,41763000000.0,,,,,,,,,,,,,,,
2011-11-30,21951000000.0,-1829000000,-9382000000,,202104000000,10273000000.0,141186000000,113370000000.0,92741000000,348383000000.0,3.0575,,15791000000,10181799300.0,65416000000.0,-559000000.0,-1323000000,3.0593,53885000000,391982000000.0,232541000000.0,,446323000000.0,47967000000,,14170000000,50425000000,48446000000,272688000000,-9949000000,,616843000000.0,52955000000.0,131501000000,170520000000.0,125905000000.0,46097000000.0,32179000000,18064000000.0,30523000000.0,-8566000000,20098000000.0,31148000000,32176000000,,12396000000.0,101605000000.0,234858000000,-11251000000,31148000000,108963000000.0,9836000000.0,153000000,,234868000000.0,5765000000,263064000000.0,-179000000,19012000000.0,10187408013.0,40476000000,2000000.0,,,,,,,,,,,,,,,
2012-02-29,12772000000.0,-332000000,15365000000,,234858000000,10273000000.0,127299000000,82057000000.0,83992000000,394420000000.0,2.6169,,17068000000,10182658871.0,67078000000.0,-1320000000.0,1519000000,2.6169,50807000000,418630000000.0,177545000000.0,,433680000000.0,44642000000,,10895000000,73311000000,43308000000,252814000000,-9068000000,,608021000000.0,21594000000.0,125514000000,174341000000.0,189127000000.0,33934000000.0,63575000000,17919000000.0,29386000000.0,-86000000,18546000000.0,26647000000,27574000000,,11404000000.0,87788000000.0,298433000000,-9322000000,26647000000,109317000000.0,9140000000.0,161000000,,298444000000.0,6004000000,206931000000.0,188000000,22421000000.0,10182658871.0,64243000000,2000000.0,,,,,,,,,,,,,,,
2012-05-31,10098000000.0,-1829000000,6344000000,,298433000000,10273000000.0,115465000000,68090000000.0,87894000000,384058000000.0,1.445843,,9645000000,10181601300.0,69627000000.0,-132000000.0,-1555000000,1.445843,31614000000,420111000000.0,170638000000.0,,413537000000.0,24990000000,,-9419000000,2890000000,27571000000,218038000000,-8244000000,,589775000000.0,34514000000.0,102573000000,176238000000.0,147872000000.0,40818000000.0,-27819000000,18439000000.0,28290000000.0,-13201000000,16996000000.0,14721000000,15345000000,,9788000000.0,79692000000.0,270614000000,-9604000000,14721000000,122748000000.0,5214000000.0,103000000,0.0,270620000000.0,6521000000,198928000000.0,-41000000,22241000000.0,10181601300.0,-5354000000,4000000.0,,,,,,,,,,,,,,,
2012-08-31,11992000000.0,-2149000000,-19226000000,,270614000000,10273000000.0,91515000000,71142000000.0,84389000000,387500000000.0,,,6459000000,,69222000000.0,-3615000000.0,1243000000,,11888000000,419093000000.0,173378000000.0,129418000000.0,424516000000.0,5790000000,,-6320000000,1017000000,7127000000,185128000000,-4170000000,-60196000000.0,595102000000.0,19920000000.0,93612000000,170586000000.0,133788000000.0,37528000000.0,-4594000000,17639000000.0,26832000000.0,-39000000,15992000000.0,-863000000,-669000000,,9129000000.0,98963000000.0,266020000000,-5136000000,-863000000,132238000000.0,5915000000.0,151000000,543000000.0,266026000000.0,5947000000,200210000000.0,-1000000,22224000000.0,,-3153000000,44505000000.0,,,,,,,,,,,,,,,
2012-11-30,14705000000.0,-1961000000,-9702000000,,266020000000,10273000000.0,161647000000,134544000000.0,105037000000,437303000000.0,3.7741,,19769000000,10185608800.0,77848000000.0,-4597000000.0,368000000,3.7772,65364000000,444325000000.0,224011000000.0,,514194000000.0,59521000000,,24597000000,58354000000,56610000000,318142000000,-7704000000,,697083000000.0,61550000000.0,156495000000,182889000000.0,133605000000.0,57808000000.0,38452000000,20803000000.0,27258000000.0,-13142000000,15008000000.0,38473000000,39752000000,,6391000000.0,111455000000.0,304474000000,-9205000000,38473000000,170896000000.0,8341000000.0,90000000,,304501000000.0,5753000000,251269000000.0,-42000000,22570000000.0,10193953525.0,50650000000,3000000.0,,,,,,,,,,,,,,,
2013-02-28,11571000000.0,419000000,11207000000,,304474000000,0.0,142317000000,95418000000.0,102269000000,522658000000.0,2.6481,,19057000000,10186926476.0,82607000000.0,-1420000000.0,1345000000,2.6481,54149000000,471302000000.0,215010000000.0,,577433000000.0,47058000000,,-10343000000,53735000000,40048000000,296698000000,-5850000000,,806479000000.0,30142000000.0,154381000000,229045000000.0,198463000000.0,72347000000.0,37677000000,28577000000.0,51030000000.0,-98000000,34195000000.0,26976000000,28001000000,,22388000000.0,109629000000.0,342151000000,-32536000000,26976000000,143724000000.0,3900000000.0,152000000,,342187000000.0,6939000000,266040000000.0,242000000,45498000000.0,10186926476.0,47885000000,1000000.0,,,,,,,,,,,,,,,
2013-05-31,16864000000.0,-879000000,-5704000000,,342151000000,0.0,139979000000,90369000000.0,112600000000,594071000000.0,2.2546,,10385000000,10188503504.0,93989000000.0,-90000000.0,-2801000000,2.2546,41787000000,480525000000.0,242643000000.0,,664653000000.0,33989000000,-1309000000.0,-19205000000,-11247000000,27379000000,270972000000,-9655000000,,910991000000.0,44943000000.0,130992000000,246337000000.0,142378000000.0,117154000000.0,-27984000000,30539000000.0,54521000000.0,-14234000000,34535000000.0,22971000000,23604000000,,23917000000.0,119125000000.0,314168000000,-11800000000,22971000000,171844000000.0,4827000000.0,157000000,-1309000000.0,314222000000.0,7641000000,297164000000.0,-333000000,47327000000.0,10188503504.0,-20902000000,1000000.0,,,,,,,,,,,,,,,
2013-08-31,17001000000.0,-1952000000,-46094000000,,314168000000,0.0,120067000000,121951000000.0,111184000000,560565000000.0,,10371000000.0,-944000000,,90405000000.0,-1367000000.0,-374000000,,9844000000,482109000000.0,253966000000.0,176244000000.0,640109000000.0,956000000,0.0,-980000000,-1403000000,8883000000,257189000000,-8529000000,-85839000000.0,885800000000.0,34187000000.0,137123000000,245688000000.0,148215000000.0,51941000000.0,-18545000000,19871000000.0,52243000000.0,-33000000,31691000000.0,1956000000,1900000000,,21926000000.0,166654000000.0,295622000000,-10360000000,1956000000,147429000000.0,5494000000.0,233000000,0.0,295644000000.0,8655000000,306209000000.0,201000000,46423000000.0,,-9932000000,3924000000.0,,,,,,,,,,,,,,,
2013-11-30,20528000000.0,-2500000000,-12228000000,,295622000000,0.0,199616000000,164841000000.0,135584000000,611092000000.0,4.1037,,24947000000,10189809500.0,100270000000.0,-8000000.0,-914000000,4.1069,77781000000,508673000000.0,338849000000.0,,769251000000.0,69316000000,,-5447000000,41921000000,64032000000,389052000000,-12486000000,,1023199000000.0,89792000000.0,189436000000,253945000000.0,115318000000.0,129440000000.0,26912000000,28307000000.0,51371000000.0,-15183000000,30987000000.0,41848000000,44369000000,,22988000000.0,183461000000.0,323216000000,-13712000000,41848000000,208166000000.0,14904000000.0,289000000,,323484000000.0,8176000000,390220000000.0,-63000000,47402000000.0,10197626532.0,29435000000,3000000.0,,,,,,,,,,,,,,,
2014-02-28,18253000000.0,-1495000000,19681000000,,323216000000,0.0,177173000000,116781000000.0,138001000000,615361000000.0,2.2284,,14896000000,10190271046.0,104487000000.0,-2309000000.0,510000000,2.2284,47787000000,531382000000.0,261743000000.0,,690332000000.0,38816000000,,7958000000,61756000000,39172000000,375296000000,-9364000000,,948522000000.0,33333000000.0,198123000000,258187000000.0,141141000000.0,92172000000.0,35203000000,29130000000.0,49285000000.0,0,29354000000.0,22708000000,23920000000,,20075000000.0,163502000000.0,358419000000,-11559000000,22708000000,217545000000.0,5579000000.0,204000000,,358686000000.0,8767000000,311028000000.0,-61000000,47344000000.0,10190271046.0,52392000000,3000000.0,,,,,,,,,,,,,,,
2014-05-31,19782000000.0,-487000000,-5364000000,,358419000000,0.0,173970000000,121606000000.0,140881000000,611205000000.0,1.9898,,12218000000,10191476530.0,112176000000.0,-34000000.0,338000000,1.9898,42846000000,536374000000.0,270426000000.0,,690930000000.0,33405000000,-508000000.0,-9445000000,9526000000,33089000000,323654000000,-13129000000,,955707000000.0,58983000000.0,149684000000,264774000000.0,115974000000.0,107715000000.0,-19922000000,30125000000.0,50203000000.0,-15361000000,27776000000.0,20279000000,21187000000,,19997000000.0,170404000000.0,339020000000,-14043000000,20279000000,223227000000.0,7147000000.0,227000000,-508000000.0,339201000000.0,9214000000,320629000000.0,-448000000,46837000000.0,10191476530.0,-3603000000,2000000.0,,,,,,,,,,,,,,,
2014-08-31,12142000000.0,-2145000000,-47716000000,,339020000000,0.0,149013000000,185119000000.0,154903000000,618381000000.0,,37387000000.0,4071000000,,114398000000.0,-1475000000.0,102000000,,-1205000000,525722000000.0,273196000000.0,,717037000000.0,-6068000000,,-13677000000,-2608000000,-5890000000,294931000000,-13960000000,,992307000000.0,47428000000.0,145918000000,275270000000.0,9119000000.0,25465000000.0,-24853000000,10385000000.0,83070000000.0,-30000000,26715000000.0,-10289000000,-10139000000,,,223223000000.0,314049000000,-17009000000,-10290000000,314049000000.0,,212000000,,323168000000.0,4651000000,356266000000.0,-5661000000,46968000000.0,,-16568000000,4639000000.0,,,,,,,,,,,,,,,
2014-11-30,12688000000.0,-2766000000,-9799000000,811000000.0,314049000000,0.0,253277000000,264302000000.0,161906000000,762414000000.0,6.7461,76312000000.0,33948000000,10192015400.0,132901000000.0,0.0,37000000,6.753,115431000000,579261000000.0,368284000000.0,,980643000000.0,106745000000,,2128000000,71882000000,91371000000,479543000000,-17426000000,,1281057000000.0,117190000000.0,226266000000,300414000000.0,10371000000.0,42224000000.0,57497000000,11967000000.0,128424000000.0,-15234000000,28352000000.0,68826000000,72797000000,168009000000.0,,244833000000.0,371546000000,-19207000000,68826000000,371546000000.0,,268000000,811000000.0,381917000000.0,8418000000,496708000000.0,-244000000,50433000000.0,10202339129.0,54456000000,4925000000.0,,,,,,,,,,,,,,,
2015-02-28,12605000000.0,-511000000,31677000000,,371546000000,0.0,226239000000,244016000000.0,167532000000,780826000000.0,3.5198,68694000000.0,18745000000,10192640508.0,130866000000.0,-2954000000.0,-113000000,3.5247,68451000000,615187000000.0,353801000000.0,,977053000000.0,56920000000,,81009000000,152178000000,58707000000,470140000000,-7678000000,,1276295000000.0,51366000000.0,243900000000,299241000000.0,51575000000.0,35592000000.0,91338000000,11834000000.0,117512000000.0,0,28370000000.0,35926000000,38175000000,168323000000.0,,210989000000.0,462884000000,-54811000000,35926000000,462884000000.0,,2165000000,,514459000000.0,9366000000,471313000000.0,572000000,49701000000.0,10206829934.0,144500000000,4827000000.0,,,,,,,,,,,,,,,
2015-05-31,13924000000.0,-2180000000,14646000000,,462884000000,0.0,206940000000,188747000000.0,167743000000,820412000000.0,2.7051,73297000000.0,17577000000,10193755400.0,136908000000.0,-23000000.0,628000000,2.7086,56678000000,624960000000.0,299070000000.0,,960533000000.0,46615000000,,-69071000000,-42955000000,39197000000,398429000000,-13075000000,,1270600000000.0,78137000000.0,191489000000,310064000000.0,30242000000.0,45807000000.0,-38803000000,12823000000.0,124614000000.0,-17871000000,28840000000.0,27611000000,29038000000,166471000000.0,,200152000000.0,424081000000,13218000000,27611000000,424081000000.0,,298000000,,454323000000.0,9765000000,423684000000.0,95000000,51352000000.0,10207016376.0,-56030000000,4839000000.0,,,,,,,,,,,,,,,
2015-08-31,15752000000.0,-610000000,-65819000000,,424081000000,0.0,162080000000,181577000000.0,186889000000,750937000000.0,,47272000000.0,-6985000000,,129340000000.0,-2113000000.0,-892000000,,-19089000000,602623000000.0,292242000000.0,,874394000000.0,-29606000000,,-31588000000,-46174000000,-24809000000,333667000000,-12987000000,,1163706000000.0,44777000000.0,171587000000,289311000000.0,22593000000.0,35716000000.0,-68870000000,13672000000.0,96660000000.0,-22000000,27165000000.0,-22336000000,-22621000000,169058000000.0,,260006000000.0,355212000000,-12345000000,-22337000000,355212000000.0,,308000000,1221000000.0,377805000000.0,10209000000,388902000000.0,9000000,40991000000.0,,-59161000000,4768000000.0,,,,,,,,,,,,,,,
2015-11-30,16721000000.0,-796000000,-11432000000,6090000000.0,355212000000,0.0,266269000000,258522000000.0,190348000000,779368000000.0,4.7048,44889000000.0,26534000000,10194740800.0,134449000000.0,,-43000000,4.7107,87249000000,632808000000.0,363863000000.0,,968910000000.0,77666000000,,5532000000,58501000000,75921000000,520303000000,-13475000000,,1264584000000.0,108430000000.0,254033000000,295674000000.0,15838000000.0,44880000000.0,32324000000,14642000000.0,95783000000.0,-17807000000,27318000000.0,48024000000,51132000000,190680000000.0,,272903000000.0,387537000000,-7178000000,48024000000,387537000000.0,,374000000,6090000000.0,403375000000.0,9209000000,459646000000.0,52000000,41004000000.0,10207447713.0,45026000000,4683000000.0,,,,,,,,,,,,,,,
2016-02-29,15532000000.0,-344000000,39373000000,,387537000000,0.0,210665000000,200106000000.0,187245000000,685871000000.0,-0.0963,4559000000.0,4071000000,10195243000.0,125996000000.0,,-10000000,-0.0963,33422000000,631826000000.0,300306000000.0,,1027783000000.0,4374000000,,41990000000,85350000000,23420000000,491350000000,-8142000000,,1311064000000.0,48909000000.0,280684000000,283280000000.0,198715000000.0,38052000000.0,116465000000,13627000000.0,301111000000.0,-33000000,26463000000.0,-982000000,303000000,180048000000.0,,221800000000.0,504002000000,-194929000000,-981000000,504002000000.0,,19601000000,,702717000000.0,9447000000,601417000000.0,445000000,39702000000.0,10195243000.0,77208000000,4648000000.0,,,,,,,,,,,,,,,
2016-05-31,16996000000.0,-2668000000,2841000000,,504002000000,0.0,217439000000,187480000000.0,170951000000,668850000000.0,2.3474,4941000000.0,14794000000,10195830100.0,128030000000.0,45000000.0,341000000,2.3507,56028000000,636931000000.0,276394000000.0,,977488000000.0,40054000000,,-37370000000,-11388000000,46488000000,422962000000,-12183000000,,1272753000000.0,75147000000.0,205523000000,295265000000.0,199090000000.0,40600000000.0,-50074000000,14022000000.0,302779000000.0,-18833000000,26212000000.0,23967000000,25260000000,169749000000.0,,217806000000.0,453927000000,-16872000000,23967000000,453927000000.0,,6850000000,,653017000000.0,9124000000,579173000000.0,629000000,40531000000.0,10210019596.0,-23571000000,4767000000.0,,,,,,,,,,,,,,,
2016-08-31,17536000000.0,-104000000,-65690000000,442000000.0,453927000000,0.0,170623000000,189501000000.0,189160000000,574501000000.0,,3809000000.0,-9238000000,,121853000000.0,-1997000000.0,-250000000,,-8545000000,613974000000.0,338046000000.0,,924583000000.0,-31858000000,,-27940000000,-33708000000,-18537000000,351857000000,-9828000000,,1238119000000.0,45178000000.0,181235000000,313535000000.0,184239000000.0,31690000000.0,-68497000000,13868000000.0,302412000000.0,-27000000,17908000000.0,-22957000000,-22620000000,162477000000.0,,270004000000.0,385431000000,-26960000000,-22958000000,385431000000.0,,14296000000,-13137000000.0,569670000000.0,9017000000,640458000000.0,202000000,34205000000.0,,-43536000000,4456000000.0,,,,,,,,,,,,,,,
