date,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInAccountPayable,quarterlyStockBasedCompensation,quarterlyChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments
2001-09-30,,,5442639931.1,118425369.9,8493058007.8,1144407346.2,1157621536.7,,,136244385.9,9637465354.0,158300000.0,,,776218768.7,50953223.5,,,-14414762.5,116022646.2,780722493.4,6600261467.8,806250445.4,136244385.9,136244385.9,0.860779,1035191627.3,3631229535.1,,551181025.5,,,559490247.5,3037203886.2,,,,158300000.0,105511322.4,105511322.4,,287102576.5,,114621452.3,1113674282.7,,6806927.3,,472898992.0,899147863.3,229541467.9,,,1040698461.5,,7686807562.4,,,,,,0.860779,110116147.9,,149458576.4,7686807562.4,1517500892.2,13214190.5,315131193.6,,,,,,,,
2001-12-31,178314190.5,,5524900000.0,2084983587.2,8637500000.0,1215500000.0,1190600000.0,,,110784619.8,9853000000.0,,101107310.6,,0.0,66449165.7,94900000.0,287903716.0,-51063594.3,102300000.0,-1137184704.0,6715500000.0,607100000.0,110784619.8,110784619.8,,1095500000.0,3709000000.0,158383.5,1114964999.5,556900000.0,-194382755.5,464100000.0,3137500000.0,105511322.4,,31826279.2,,558457573.5,558457573.5,-1216994838.6,-1557573.5,,125500000.0,1114100000.0,1407644.4,38200000.0,,,947798883.2,-2252149703.5,,73272382.5,1028800000.0,46306785.7,12012065491.7,398320501.5,247579361.1,-4076565491.7,-220006311.0,-502418484.8,,0.0,,168001535.4,7935500000.0,1606800000.0,57216915.6,-2151042392.9,,451515527.4,,,,,,
2002-03-31,-27836539.2,,5112802311.0,612178911.0,8489592447.6,1239676852.8,1525736859.0,,,136574217.0,9729269300.4,159500000.0,93720177.6,,716813220.0,64382367.0,,1595.4,-16421452.2,121855056.6,264335444.4,6638539170.0,573227220.0,136574217.0,136574217.0,0.740585,1077269919.0,3318719172.0,-20226481.2,88211261.4,502739257.2,-62879500.2,523666119.0,3090730130.4,557608254.0,,-3503498.4,158400000.0,502739257.2,502739257.2,-4605919.8,91416420.0,,123456838.2,0.0,901401.0,453776431.2,400445.4,,876514355.4,176124183.0,,-98724947.4,1020497610.0,-43654930.2,11986741155.6,32440863.6,-24430360.2,-4070375928.0,-60277402.8,128262183.0,0.740585,51462817.8,,95321959.2,7916365227.6,1559883205.2,-41252257.8,269844360.6,,-54868996.8,,,,,,
2002-06-30,57745037.7,,4620766441.1,620953052.0,8502954945.1,998924078.2,1630918864.2,,,169314192.5,9501879023.3,159500000.0,-5498852.2,,682376119.4,62025343.8,,-188094154.3,63330276.0,125655237.1,304906990.2,6251685305.3,596665799.9,169314192.5,169314192.5,1.06387,1122673627.6,2815716694.1,-47115.8,85109564.0,321767687.6,-80942887.4,459466931.8,3250193718.0,502739257.2,,4005395.4,158400000.0,321767687.6,321767687.6,-395646291.4,92034221.7,,125956375.3,0.0,,621655707.8,502969.2,,925860042.2,219797426.2,,96817738.8,961488645.6,93134369.9,11986293507.7,141791919.5,-188141270.1,-4080004362.5,-84046881.8,-25989262.5,1.06387,47774510.8,,221102358.4,7906289145.2,1712614007.7,51788165.9,304906990.2,,-127292238.0,,,,,,
2002-09-30,-5125709.7,,4770087260.4,125712694.8,8657987184.0,857504478.6,1466781346.8,,479566949.4,65254681.8,9515491662.6,159000000.0,186387963.4,,666936824.4,58559331.6,,-190935817.7,-53562801.6,122215123.8,790950699.0,6236868607.2,602881309.8,65254681.8,65254681.8,0.409715,1169287950.6,2933862485.4,-40284346.6,567505877.4,127811237.4,-253201886.2,515342104.2,3278623055.4,321767687.6,,-11194471.2,158500000.0,127811237.4,127811237.4,-4866441.2,92136013.2,,122215123.8,0.0,,422806368.6,995266.8,,916663393.8,223444821.6,,-120607707.0,1004102668.8,-213653.9,12117484625.4,237881011.3,-231220164.3,-4062378751.2,-243006721.0,288146287.1,0.409715,39872309.4,,111322688.4,8055105874.2,1750284459.0,46068006.6,409832785.0,,-246541039.2,,,,,,
2002-12-31,183717211.2,,4776600000.0,945929240.4,8751500000.0,909300000.0,1497800000.0,,-310392081.0,125857057.6,9660800000.0,,93090711.2,,0.0,57628181.8,92200000.0,-20466149.0,-1504788.6,108900000.0,6355108.4,6274400000.0,510000000.0,125857057.6,125857057.6,,1200100000.0,2922100000.0,-20242056.4,1102585143.8,284900000.0,-174675726.2,443000000.0,3386400000.0,127811237.4,,18692574.2,,285983295.0,285983295.0,-581347.6,-1083295.0,,122300000.0,1116100000.0,3016545.6,400800000.0,101318.6,,952284348.8,-1096230035.4,,122514915.6,984200000.0,49734214.2,12336872700.4,372086205.6,-40708205.4,-4187572700.4,-188368994.4,-409112958.8,,0.0,,179296268.6,8149300000.0,1856900000.0,53439211.0,-1003139324.2,,156702274.0,,,,,,
2003-03-31,-126261935.15,,5024901998.35,222684178.6,8736731060.2,1141754331.9,1380658676.15,,445466910.85,102431074.2,9878485392.1,159100000.0,98825775.75,,643119933.3,59676441.5,,367868414.55,66383973.5,121554895.15,657236640.45,6405560674.5,623394493.8,102431074.2,102431074.2,0.650829,1252294753.45,3129487311.6,-20225562.5,538885474.4,506345118.5,-182833201.2,447270295.55,3472924717.6,285262804.45,,-1201766.15,158500000.0,506345118.5,506345118.5,-3605298.45,-1470.95,,122456587.5,0.0,901692.35,374677442.1,,,879920819.05,118351166.05,,-45058140.4,936493556.05,21227279.45,12290357978.6,56271192.25,347642852.05,-4177021412.2,-182533127.4,141980506.85,0.640816,69487678.0,,126361959.75,8113336566.4,1941473073.15,23930885.55,217176941.8,,221082314.05,,,,,,
2003-06-30,-62742907.35,,5006277688.75,633907148.75,8823501023.75,649398257.5,968765651.25,,,29070456.25,9472899281.25,159300000.0,99534060.5,,671225217.5,54216842.5,,-361028467.05,-139214807.5,122314675.0,285569846.25,5975043340.0,635214266.25,29070456.25,29070456.25,0.181059,1221241782.5,3113810688.75,-20411932.5,93746956.25,50093036.25,-183408350.05,403760715.0,3497855941.25,506345118.5,,-6241466.35,158500000.0,50093036.25,50093036.25,-370180032.8,1358.75,,123019866.25,0.0,,16898773.75,,,919476995.0,191822890.0,,-73937108.35,915554283.75,-31788843.2,12384527970.0,107285621.5,-381440399.55,-4196241212.5,-170028528.85,147009313.15,0.181059,36312593.75,,-1608760.0,8188286757.5,1959157167.5,-30679216.25,291356950.5,,-457565957.8,,,,,,
2003-09-30,27544499.45,,5370138973.9,123592077.15,8913862146.4,1003529288.1,997833259.65,,475686522.8,94717895.5,9917391434.5,159400000.0,99581180.9,-7350949.55,653732955.8,56150614.5,,314380431.6,-11290848.15,108305507.55,779924073.65,6367972233.55,661524680.1,94717895.5,94717895.5,0.59948,1272295196.25,3444110821.85,-19909627.6,571605428.8,359687800.8,-192673649.75,446512763.25,3549419200.95,50093036.25,,-3148600.55,158600000.0,359687800.8,359687800.8,-889461.25,89023216.5,,122194046.95,0.0,,10191046.4,497920.1,,903516150.8,208318644.85,,-7094660.35,947477183.45,43432816.3,12420420116.45,209718599.1,294470804.0,-4168082650.15,-182174099.65,170697124.9,0.58944,40165029.8,,140877182.2,8252337466.3,2020546328.95,46159286.7,307899825.75,,311518461.55,,,,,,
2003-12-31,-199239656.95,,5327300000.0,720316228.9,9232900000.0,724200000.0,954600000.0,,-69314501.6,172896531.5,9957100000.0,,103858982.85,-8312387.95,0.0,50446525.65,105600000.0,3979620.9,1109793.05,106400000.0,245522674.95,6281900000.0,907300000.0,172896531.5,172896531.5,,1307200000.0,3348900000.0,-20252877.4,1172499197.55,134700000.0,-161584799.0,395700000.0,3675200000.0,359687800.8,,-1408166.95,,135127998.0,135127998.0,-1925207.5,-427998.0,,87700000.0,1118100000.0,,13900000.0,1300984.9,,965838903.85,-926976522.6,,72489909.1,907000000.0,-871252.55,12534148195.5,-47375412.85,-16273256.5,-4314148195.5,-151864244.1,-1180612200.15,,0.0,,175130657.5,8220000000.0,2174800000.0,2234126.0,-823117539.75,,-225234817.8,,,,,,
