date,quarterlyOtherIncomeExpense,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyInventory
2013-09-30,-6462000,,9902000,,448824000.0,-22056000.0,-53954000.0,-8243000.0,192398000.0,329962000.0,180012000.0,367625000.0,80218000.0,198147000,57831000,47511000,201673000,192555000,0.0,9923000.0,36524000.0,126058000.0,803915000,3495303000,48884910000,-117452000,0.0,34391000.0,1537266000,1573790000,804000,1457048000.0,94530000.0,0.388,364335000.0,9000.0,236848000,337871000,11907000.0,44814240000,141315000,-77232000.0,337871000,1537266000.0,-18390000.0,44145809000,,45389607000,,-2519000.0,61294000.0,1982000.0,208219000,2938752000,2533000.0,-14861000.0,175826000,1961606000.0,0.0,42638000,0.384,-23287000.0,4041869000,341765000.0,141315000,129652000,145044000,43440692000.0,118880000.0,95261000,0.0,668431000,-12205000.0,,,,
2013-12-31,-370871000,,26249000,-286000000.0,1135000000.0,1494749000.0,-77091000.0,-41268000.0,2771000000.0,324000000.0,173166000.0,,-576071000.0,439000000,347000000,69541000,891000000,-100545000,-2191799000.0,76641000.0,74000000.0,96075000.0,9404000000,20559000000,64818000000,359000000,16000000.0,61375000.0,961000000,1035000000,1000000,1537266000.0,343000000.0,,,-5480000.0,-12921000,733623000,22205000.0,52203000000,-176080000,-2263885000.0,612623000,961000000.0,,44342000000,1177000000.0,44259000000,,-53450000.0,,-2257000.0,295697000,2482000000,37356000.0,18576000.0,482000000,9501000000.0,121000000.0,301000000,,-5515000.0,12583000000,3923000000.0,-176080000,316926000,-170086000,42216000000.0,433000000.0,255551000,0.0,7861000000,-2171089000.0,,,,
2014-03-31,-63000000,,27000000,,1297000000.0,-266000000.0,-51000000.0,5000000.0,2809000000.0,384000000.0,519000000.0,580000000.0,3000000.0,493000000,383000000,107000000,898000000,380000000,-142000000.0,-74000000.0,57000000.0,468000000.0,9410000000,20667000000,65921000000,464000000,10000000.0,88000000.0,964000000,1021000000,1000000,961000000.0,357000000.0,0.456,575000000.0,-6000000.0,495000000,1198000000,22000000.0,52975000000,262000000,-249000000.0,932000000,964000000.0,,45403000000,,45254000000,-76000000.0,-36000000.0,,-10000000.0,470000000,2704000000,186000000.0,-26000000.0,544000000,9482000000.0,266000000.0,192000000,0.454,-60000000.0,12915000000,3584000000.0,262000000,462000000,273000000,43174000000.0,497000000.0,374000000,0.0,7572000000,-161000000.0,,,,
2014-06-30,-21000000,,23000000,,1683000000.0,-1019000000.0,-47000000.0,-17000000.0,2197000000.0,557000000.0,372000000.0,580000000.0,1093000000.0,349000000,397000000,93000000,845000000,320000000,-8000000.0,-33000000.0,26000000.0,325000000.0,7957000000,18291000000,68482000000,582000000,18000000.0,73000000.0,2057000000,2083000000,1000000,964000000.0,293000000.0,0.392,575000000.0,4000000.0,424000000,1011000000,27000000.0,55203000000,226000000,1396000000.0,750000000,2057000000.0,,49670000000,,50191000000,-75000000.0,-1000000.0,,-19000000.0,364000000,2878000000,27000000.0,-2000000.0,432000000,8583000000.0,261000000.0,154000000,0.39,-51000000.0,13243000000,2248000000.0,226000000,386000000,227000000,47143000000.0,460000000.0,305000000,0.0,5533000000,-929000000.0,,,,
2014-09-30,-35000000,,22000000,,1889000000.0,-333000000.0,-63000000.0,-136000000.0,2137000000.0,496000000.0,82000000.0,570000000.0,-1419000000.0,348000000,315000000,90000000,839000000,313000000,0.0,-14000000.0,1241000000.0,19000000.0,7754000000,17908000000,67286000000,244000000,26000000.0,83000000.0,638000000,1879000000,1000000,2057000000.0,282000000.0,0.362,570000000.0,-1302000000.0,418000000,1006000000,24000000.0,54643000000,206000000,-1162000000.0,745000000,638000000.0,,49337000000,,49378000000,-74000000.0,-450000000.0,,-14000000.0,370000000,3000000000,-196000000.0,-29000000.0,446000000,8471000000.0,261000000.0,185000000,0.36,6000000.0,12614000000,2247000000.0,206000000,375000000,223000000,46666000000.0,458000000.0,292000000,0.0,5306000000,322000000.0,,,,
2014-12-31,8000000,,23000000,-427000000.0,2042000000.0,-55000000.0,-89000000.0,3000000.0,1938000000.0,379000000.0,541000000.0,565000000.0,14000000.0,466000000,291000000,118000000,874000000,412000000,-427000000.0,43000000.0,1200000000.0,452000000.0,7780000000,18034000000,68279000000,-46000000,0.0,89000000.0,652000000,1852000000,1000000,638000000.0,474000000.0,0.512,565000000.0,0.0,524000000,1132000000,24000000.0,55887000000,288000000,-453000000.0,800000000,652000000.0,,50539000000,1301000000.0,50245000000,-74000000.0,-203000000.0,,-58000000.0,427000000,3210000000,91000000.0,78000000.0,471000000,8535000000.0,332000000.0,205000000,0.508,-56000000.0,12360000000,2247000000.0,288000000,373000000,294000000,47527000000.0,482000000.0,284000000,47458000000.0,5348000000,216000000.0,,,,
2015-03-31,-17000000,,23000000,,1946000000.0,-268000000.0,-60000000.0,-2000000.0,1913000000.0,309000000.0,465000000.0,560000000.0,100000000.0,526000000,289000000,118000000,879000000,441000000,-60000000.0,-122000000.0,1073000000.0,405000000.0,7724000000,17942000000,66428000000,-153000000,0.0,89000000.0,752000000,1825000000,1000000,652000000.0,484000000.0,0.562,560000000.0,0.0,553000000,1156000000,24000000.0,54103000000,315000000,-86000000.0,850000000,752000000.0,-45000000.0,48798000000,,48486000000,-73000000.0,-232000000.0,,-27000000.0,481000000,3441000000,80000000.0,-24000000.0,608000000,8504000000.0,306000000.0,112000000,0.56,34000000.0,12297000000,2247000000.0,315000000,369000000,323000000,45967000000.0,474000000.0,280000000,45600000000.0,5305000000,0.0,,,,
2015-06-30,-16000000,,23000000,,1016000000.0,-1367000000.0,-76000000.0,-129000000.0,1902000000.0,341000000.0,305000000.0,560000000.0,-74000000.0,487000000,306000000,109000000,911000000,398000000,0.0,31000000.0,22000000.0,229000000.0,7700000000,17971000000,63104000000,-68000000,1084000000.0,93000000.0,678000000,700000000,1000000,752000000.0,492000000.0,0.51,555000000.0,0.0,514000000,1073000000,23000000.0,50661000000,283000000,985000000.0,797000000,678000000.0,76000000.0,45580000000,,45133000000,-85000000.0,-206000000.0,,-13000000.0,437000000,3641000000,-73000000.0,-14000000.0,541000000,8532000000.0,276000000.0,121000000,0.508,-23000000.0,12410000000,2247000000.0,283000000,360000000,289000000,43645000000.0,393000000.0,267000000,43351000000.0,5081000000,-918000000.0,,,,
2015-09-30,-4000000,,21000000,,1253000000.0,-57000000.0,-56000000.0,-5000000.0,1870000000.0,253000000.0,120000000.0,555000000.0,9000000.0,487000000,253000000,113000000,904000000,423000000,0.0,29000000.0,21000000.0,64000000.0,7653000000,17804000000,65856000000,-191000000,0.0,94000000.0,687000000,708000000,1000000,678000000.0,328000000.0,0.554,550000000.0,0.0,538000000,1151000000,32000000.0,53486000000,306000000,-53000000.0,816000000,687000000.0,-137000000.0,48458000000,,48052000000,-84000000.0,-209000000.0,,1000000.0,448000000,3863000000,-292000000.0,-25000000.0,490000000,8507000000.0,335000000.0,130000000,0.552,3000000.0,12340000000,2247000000.0,306000000,368000000,310000000,46494000000.0,395000000.0,274000000,0.0,5028000000,237000000.0,,,,
2015-12-31,-51000000,,30000000,-586000000.0,2591000000.0,3668000000.0,-85000000.0,-1000000.0,2837000000.0,299000000.0,421000000.0,560000000.0,-60000000.0,501000000,156000000,18000000,1037000000,391000000,-3751000000.0,17000000.0,29000000.0,336000000.0,10758000000,24674000000,77987000000,-188000000,5000000.0,98000000.0,627000000,656000000,1000000,687000000.0,514000000.0,0.662,560000000.0,-5000000.0,519000000,1219000000,32000000.0,63147000000,370000000,-4144000000.0,875000000,627000000.0,85000000.0,54743000000,1623000000.0,53313000000,-89000000.0,-58000000.0,,-1000000.0,472000000,4148000000,-36000000.0,-45000000.0,700000000,12079000000.0,344000000.0,215000000,0.658,-308000000.0,14808000000,4717000000.0,370000000,403000000,373000000,51267000000.0,337000000.0,305000000,0.0,8404000000,-347000000.0,,,,
2016-03-31,-25000000,,46000000,,2048000000.0,-697000000.0,-56000000.0,-5000000.0,2893000000.0,352000000.0,597000000.0,600000000.0,-159000000.0,502000000,227000000,163000000,1018000000,540000000,0.0,-229000000.0,25000000.0,541000000.0,10630000000,24606000000,79160000000,-208000000,,143000000.0,468000000,493000000,1000000,627000000.0,496000000.0,0.62,595000000.0,0.0,729000000,1554000000,29000000.0,64080000000,369000000,-59000000.0,1154000000,468000000.0,-19000000.0,55636000000,,54554000000,-102000000.0,-47000000.0,,3000000.0,611000000,4415000000,15000000.0,30000000.0,941000000,12104000000.0,400000000.0,107000000,0.616,-3000000.0,15048000000,4718000000.0,369000000,543000000,377000000,52758000000.0,329000000.0,400000000,0.0,8444000000,-543000000.0,,,,
2016-06-30,-11000000,,44000000,,1811000000.0,-334000000.0,-101000000.0,8000000.0,2903000000.0,427000000.0,506000000.0,600000000.0,-78000000.0,580000000,102000000,153000000,1048000000,516000000,,72000000.0,24000000.0,405000000.0,10493000000,24594000000,75224000000,-258000000,,146000000.0,390000000,414000000,1000000,468000000.0,545000000.0,0.6,595000000.0,,706000000,1504000000,31000000.0,59894000000,357000000,-243000000.0,1129000000,390000000.0,98000000.0,51438000000,,50630000000,-103000000.0,-1000000.0,,1000000.0,571000000,4669000000,-54000000.0,19000000.0,862000000,12046000000.0,375000000.0,149000000,0.596,-142000000.0,15292000000,4719000000.0,357000000,558000000,363000000,48831000000.0,331000000.0,412000000,0.0,8456000000,-238000000.0,,,,
2016-09-30,-1000000,,44000000,,1585000000.0,-335000000.0,-97000000.0,-5000000.0,2841000000.0,416000000.0,405000000.0,600000000.0,68000000.0,588000000,122000000,93000000,1080000000,443000000,,69000000.0,24000000.0,308000000.0,10359000000,24452000000,76296000000,-316000000,0.0,181000000.0,458000000,482000000,1000000,390000000.0,416000000.0,0.576,595000000.0,,668000000,1416000000,30000000.0,60752000000,344000000,-4000000.0,1078000000,458000000.0,-162000000.0,52354000000,,51844000000,-102000000.0,-3000000.0,,-2000000.0,488000000,4911000000,-125000000.0,-29000000.0,789000000,12009000000.0,338000000.0,182000000,0.572,93000000.0,15512000000,4720000000.0,344000000,590000000,350000000,50049000000.0,349000000.0,409000000,0.0,8398000000,-225000000.0,,,,
2016-12-31,-3000000,,44000000,-807000000.0,2493000000.0,-96000000.0,-111000000.0,2000000.0,2958000000.0,432000000.0,641000000.0,600000000.0,-51000000.0,598000000,111000000,171000000,1129000000,530000000,,23000000.0,23000000.0,530000000.0,10420000000,24870000000,82003000000,-344000000,0.0,140000000.0,407000000,430000000,6000000,458000000.0,519000000.0,0.59,595000000.0,,714000000,1484000000,34000000.0,66249000000,352000000,-592000000.0,1138000000,407000000.0,97000000.0,58617000000,1936000000.0,57133000000,-102000000.0,-53000000.0,,-8000000.0,577000000,4789000000,22000000.0,94000000.0,777000000,12291000000.0,346000000.0,230000000,0.59,-56000000.0,15717000000,3871000000.0,352000000,561000000,359000000,55264000000.0,337000000.0,421000000,0.0,7632000000,57000000.0,,,,
2017-03-31,172000000,,45000000,,2376000000.0,-551000000.0,-66000000.0,-8000000.0,2985000000.0,0.0,611000000.0,599000000.0,-47000000.0,600000000,191000000,213000000,1132000000,723000000,,-240000000.0,21000000.0,545000000.0,10356000000,24390000000,79463000000,-427000000,,134000000.0,360000000,381000000,6000000,407000000.0,541000000.0,0.84,594000000.0,,902000000,1469000000,34000000.0,63676000000,502000000,-108000000.0,1164000000,360000000.0,-40000000.0,56006000000,,55073000000,-120000000.0,-306000000.0,,-1000000.0,596000000,5171000000,82000000.0,28000000.0,999000000,12302000000.0,305000000.0,104000000,0.84,-64000000.0,15755000000,3872000000.0,502000000,568000000,510000000,52794000000.0,361000000.0,434000000,0.0,7670000000,-117000000.0,,,,
2017-06-30,-8000000,,45000000,,2023000000.0,-770000000.0,-84000000.0,-55000000.0,2915000000.0,0.0,487000000.0,595000000.0,38000000.0,611000000,137000000,139000000,1161000000,565000000,,70000000.0,17000000.0,403000000.0,10103000000,23876000000,80324000000,-367000000,,142000000.0,398000000,415000000,6000000,360000000.0,596000000.0,0.71,591000000.0,,752000000,1494000000,34000000.0,64391000000,418000000,317000000.0,1178000000,398000000.0,91000000.0,56819000000,,56448000000,-119000000.0,-244000000.0,,-6000000.0,618000000,5468000000,-132000000.0,-39000000.0,912000000,12001000000.0,316000000.0,140000000,0.7,-25000000.0,15898000000,3874000000.0,418000000,560000000,426000000,53923000000.0,376000000.0,418000000,0.0,7572000000,-352000000.0,,,,
2017-09-30,7000000,,47000000,,1197000000.0,-213000000.0,-90000000.0,-9000000.0,2989000000.0,0.0,312000000.0,592000000.0,21000000.0,615000000,131000000,185000000,1192000000,560000000,,17000000.0,16000000.0,222000000.0,10056000000,23879000000,79118000000,-322000000,,128000000.0,419000000,435000000,6000000,398000000.0,459000000.0,0.63,588000000.0,,735000000,1432000000,34000000.0,63099000000,369000000,-82000000.0,1143000000,419000000.0,-150000000.0,54600000000,,55239000000,-119000000.0,-244000000.0,,-6000000.0,600000000,5718000000,-288000000.0,69000000.0,897000000,12016000000.0,289000000.0,184000000,0.62,9000000.0,15992000000,4865000000.0,369000000,543000000,375000000,52629000000.0,381000000.0,415000000,0.0,8499000000,-826000000.0,,,,
2017-12-31,118000000,,50000000,-1030000000.0,1833000000.0,-437000000.0,-117000000.0,-111000000.0,2283000000.0,0.0,675000000.0,589000000.0,206000000.0,971000000,178000000,-562000000,1246000000,669000000,,18000000.0,16000000.0,558000000.0,10269000000,24702000000,78264000000,-223000000,,131000000.0,535000000,551000000,6000000,419000000.0,590000000.0,2.1,584000000.0,,850000000,1439000000,33000000.0,61312000000,1225000000,-35000000.0,1144000000,1568000000.0,11000000.0,54171000000,2276000000.0,53562000000,-118000000.0,-243000000.0,,-9000000.0,601000000,6825000000,108000000.0,-709000000.0,903000000,12216000000.0,295000000.0,227000000,2.08,-393000000.0,16924000000,4267000000.0,1225000000,543000000,1231000000,51343000000.0,348000000.0,412000000,0.0,7141000000,36000000.0,,,,
2018-03-31,7000000,,52000000,,2623000000.0,270000000.0,-51000000.0,-7000000.0,2292000000.0,,573000000.0,586000000.0,90000000.0,1353000000,176000000,143000000,1235000000,617000000,-400000000.0,-259000000.0,,522000000.0,10326000000,25428000000,82062000000,-190000000,,138000000.0,523000000,523000000,6000000,1568000000.0,596000000.0,0.8,582000000.0,-304000000.0,807000000,1580000000,29000000.0,65056000000,464000000,-755000000.0,1225000000,1658000000.0,-8000000.0,57946000000,,56634000000,-140000000.0,-372000000.0,,1000000.0,662000000,7182000000,-63000000.0,-6000000.0,1167000000,12514000000.0,355000000.0,104000000,0.79,,16978000000,4269000000.0,464000000,563000000,474000000,54447000000.0,309000000.0,425000000,,7110000000,,,,,
2018-06-30,-4000000,,55000000,,2645000000.0,-571000000.0,-57000000.0,8000000.0,2284000000.0,,663000000.0,581000000.0,22000000.0,1360000000,122000000,149000000,1220000000,611000000,-5000000.0,111000000.0,,606000000.0,10223000000,25287000000,82847000000,-265000000,,143000000.0,532000000,532000000,6000000,1658000000.0,614000000.0,0.79,578000000.0,-1000000.0,809000000,1556000000,32000000.0,66007000000,455000000,-63000000.0,1246000000,1680000000.0,88000000.0,58894000000,,57560000000,-139000000.0,-463000000.0,,-5000000.0,670000000,7498000000,32000000.0,-1000000.0,1049000000,12484000000.0,310000000.0,150000000,0.78,,16805000000,4271000000.0,455000000,576000000,462000000,55363000000.0,323000000.0,433000000,,7113000000,,,,,
2018-09-30,12000000,,66000000,,1198000000.0,282000000.0,-53000000.0,-44000000.0,2275000000.0,,499000000.0,576000000.0,-18000000.0,1362000000,130000000,89000000,1206000000,554000000,-746000000.0,29000000.0,,446000000.0,10445000000,25947000000,87242000000,-274000000,,148000000.0,515000000,515000000,6000000,1680000000.0,507000000.0,0.8,572000000.0,0.0,768000000,1463000000,32000000.0,70388000000,458000000,-799000000.0,1200000000,1662000000.0,-197000000.0,61065000000,,61295000000,-138000000.0,-302000000.0,,-7000000.0,608000000,7818000000,-144000000.0,5000000.0,1020000000,12934000000.0,263000000.0,217000000,0.79,,16832000000,6488000000.0,458000000,592000000,465000000,59013000000.0,325000000.0,444000000,,9323000000,,,,,
2018-12-31,125000000,,71000000,-1266000000.0,951000000.0,-444000000.0,-119000000.0,83000000.0,2337000000.0,,798000000.0,573000000.0,210000000.0,1311000000,161000000,119000000,1241000000,738000000,-95000000.0,75000000.0,,679000000.0,10462000000,26099000000,92791000000,-315000000,,157000000.0,724000000,724000000,6000000,1662000000.0,626000000.0,1.07,569000000.0,-1000000.0,966000000,1677000000,37000000.0,75560000000,611000000,-138000000.0,1308000000,1872000000.0,84000000.0,66108000000,2507000000.0,66692000000,-138000000.0,-141000000.0,,-13000000.0,677000000,8317000000,79000000.0,29000000.0,953000000,13085000000.0,369000000.0,280000000,1.07,,17201000000,6490000000.0,611000000,631000000,619000000,64090000000.0,350000000.0,474000000,,9452000000,-248000000.0,,,,
2019-03-31,23000000,,71000000,,1005000000.0,-596000000.0,-65000000.0,4000000.0,2308000000.0,,654000000.0,570000000.0,19000000.0,1330000000,283000000,134000000,1538000000,626000000,-19000000.0,-227000000.0,,589000000.0,10406000000,26372000000,93857000000,-290000000,44000000.0,158000000.0,653000000,653000000,6000000,1872000000.0,579000000.0,0.85,568000000.0,0.0,855000000,1583000000,29000000.0,76727000000,484000000,-40000000.0,1270000000,1891000000.0,-35000000.0,67035000000,,67485000000,-157000000.0,-497000000.0,,-21000000.0,665000000,8644000000,24000000.0,-28000000.0,1181000000,13098000000.0,313000000.0,125000000,0.85,,17106000000,6492000000.0,484000000,605000000,492000000,65043000000.0,312000000.0,447000000,,9692000000,,,,,
2019-06-30,8000000,,71000000,,1303000000.0,-186000000.0,-69000000.0,19000000.0,2296000000.0,,728000000.0,566000000.0,180000000.0,1279000000,253000000,150000000,1525000000,628000000,-333000000.0,131000000.0,,659000000.0,10446000000,26558000000,90930000000,-309000000,40000000.0,157000000.0,837000000,837000000,6000000,1891000000.0,685000000.0,0.84,563000000.0,0.0,856000000,1634000000,35000000.0,73784000000,472000000,-362000000.0,1298000000,2071000000.0,98000000.0,64131000000,,64372000000,-155000000.0,-343000000.0,,-5000000.0,681000000,8961000000,77000000.0,-14000000.0,1062000000,13308000000.0,336000000.0,177000000,0.84,,17115000000,6494000000.0,472000000,617000000,478000000,61713000000.0,293000000.0,460000000,,9653000000,,,,,
2019-09-30,-2000000,,72000000,,1329000000.0,-469000000.0,-69000000.0,-1000000.0,2281000000.0,,500000000.0,563000000.0,-82000000.0,1323000000,165000000,103000000,1505000000,640000000,0.0,-1000000.0,,431000000.0,10330000000,26468000000,95339000000,-348000000,-40000000.0,158000000.0,655000000,655000000,6000000,2071000000.0,577000000.0,0.95,559000000.0,0.0,870000000,1663000000,36000000.0,78154000000,529000000,-110000000.0,1336000000,1989000000.0,-133000000.0,68534000000,,68871000000,-155000000.0,-344000000.0,,-8000000.0,706000000,9335000000,-213000000.0,-10000000.0,1056000000,13310000000.0,327000000.0,228000000,0.94,,17161000000,6496000000.0,529000000,630000000,537000000,66235000000.0,287000000.0,472000000,,9620000000,,,,,
