date,quarterlySellingGeneralAndAdministration,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyInventory,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses
2016-09-30,9855000,10505000,1736000,330000,0.0,259041000,-107000,3789000,2326000.0,1090822000.0,472135000.0,0.0,20616000,,263825000.0,6624000,12826000.0,1387000,-2829000,3318000.0,0.0,598178000.0,0.02,,1466000.0,182591000.0,-2350000.0,1077996000.0,,9233197000.0,3789000,8424578000.0,6497000.0,3789000,12000.0,,1655000,2910000,477492000.0,,259041000.0,259041000.0,3902000.0,13992000,,9436000.0,169000,2384000.0,169000,0.0,-119000.0,1577000.0,2669000,5444000,868000.0,0.0,2731000,2289000.0,2550000,0.0,9251575000.0,9515400000.0,6635000.0,1817000.0,256310000,971000,4090000.0,,181621000.0,7656000.0,0.02,,,,,,
2016-12-31,6911000,77100000,1131000,330000,0.0,205728000,-113000,45601000,2596000.0,1117868000.0,517736000.0,0.0,3173000,9030000.0,258419000.0,-7707000,412116000.0,27152000,1041000,2794000.0,0.0,198512000.0,,,878000.0,,-166000.0,705752000.0,,9315253000.0,45601000,8473092000.0,6497000.0,45601000,0.0,,26020000,83737000,504644000.0,-8320000.0,205728000.0,205728000.0,2171000.0,10880000,,8596000.0,-46335000,2200000.0,-46335000,0.0,-113000.0,1485000.0,-6865000,71621000,710000.0,0.0,-53313000,2014000.0,-6978000,0.0,9332541000.0,9590960000.0,7931000.0,1817000.0,259041000,1070000,4409000.0,400000000.0,,7656000.0,,,,,,,
2017-03-31,5544000,-17307000,1448000,87000,0.0,247872000,0,-14445000,2556000.0,1118895000.0,520651000.0,,3140000,,251572000.0,-6362000,609358000.0,-8380000,-1499000,2545000.0,0.0,0.0,-0.08,,1155000.0,183045000.0,-1502000.0,509537000.0,,9330239000.0,-14445000,8479219000.0,6497000.0,-14445000,,,-8370000,-11898000,506981000.0,,247872000.0,247872000.0,1422000.0,9502000,,7752000.0,51745000,2390000.0,51745000,,,1453000.0,-9601000,-22815000,601000.0,,42144000,1876000.0,-9601000,0.0,9346542000.0,9598114000.0,7218000.0,1818000.0,205728000,953000,4555000.0,598842000.0,181771000.0,7780000.0,-0.08,,,,,,
2017-06-30,6366000,256000,1429000,42000,,196753000,-3000,-2977000,2405000.0,1124656000.0,517675000.0,,3073000,,253195000.0,-7333000,617658000.0,-2541000,7563000,3901000.0,0.0,0.0,-0.02,,1455000.0,183149000.0,8008000.0,506998000.0,,9335451000.0,-2977000,8478143000.0,6497000.0,-2977000,,,-2542000,6640000,504593000.0,,196753000.0,196753000.0,8604000.0,10406000,,6898000.0,-49403000,2384000.0,-49403000,,,243000.0,-1713000,-5519000,515000.0,,-51119000,1698000.0,-1722000,,9349604000.0,9602799000.0,8184000.0,1818000.0,247872000,949000,4826000.0,599172000.0,181798000.0,8030000.0,-0.02,,,,,,
2017-09-30,6189000,-10737000,1499000,951000,,135425000,-10000,-9864000,3765000.0,1011659000.0,507811000.0,,3430000,,141977000.0,-5787000,12200000.0,-7338000,-4795000,4319000.0,1305000.0,496975000.0,-0.05,,2233000.0,183331000.0,-3782000.0,999459000.0,,9326871000.0,-9864000,8470235000.0,6497000.0,-9864000,8000.0,,-7333000,-5892000,497414000.0,,135425000.0,135425000.0,6684000.0,9217000,,6063000.0,50964000,1440000.0,-49036000,,-18000.0,61000.0,-12282000,-17197000,425000.0,,-61328000,553000.0,-12300000,,9339917000.0,9481894000.0,4963000.0,1818000.0,196753000,942000,5518000.0,,181846000.0,8290000.0,-0.05,,,,,,
2017-12-31,5966000,2501728000,916000,425000,0.0,81257000,-43000,2060953000,,1444888000.0,2568764000.0,,3449000,,84054000.0,-5996000,10549000.0,435097000,1845000,2797000.0,4376000.0,497370000.0,,,,,-1920000.0,1434339000.0,,11835613000.0,2060953000,10486901000.0,,2060953000,0.0,0.0,435178000,2506798000,932593000.0,,81257000.0,81257000.0,5168000.0,9445000,,12073000.0,-47690000,1939000.0,-47690000,0.0,-43000.0,49000.0,-6435000,2496131000,,0.0,-54168000,0.0,-6478000,0.0,11847735000.0,11931789000.0,5381000.0,1813000.0,135425000,926000,4671000.0,0.0,,8424000.0,,,,,,,
2018-03-31,6727000,-14075000,1405000,394000,,78088000,-14000,-15070000,,1446152000.0,2560719000.0,,11791000,,79885000.0,2246000,5218000.0,-4950000,-3839000,1797000.0,3349000.0,497764000.0,-0.08,,,182714000.0,-5121000.0,1440934000.0,,11866434000.0,-15070000,10511395000.0,,-15070000,,,-4951000,-17230000,939821000.0,,78088000.0,78088000.0,2515000.0,9545000,,11179000.0,541000,1443000.0,541000,,-14000.0,49000.0,-3696000,-20021000,,,-3169000,,-3710000,,11877662000.0,11957547000.0,2703000.0,1814000.0,81257000,909000,5037000.0,,181316000.0,8424000.0,-0.08,,,,,,
2018-06-30,5514000,21708000,1396000,53000,,52462000,-10000,10580000,,1481445000.0,2571299000.0,,3371000,,100985000.0,-5071000,11909000.0,4194000,5668000,2776000.0,2976000.0,523159000.0,0.06,,,182471000.0,6615000.0,1469536000.0,,11891637000.0,10580000,10521483000.0,,10580000,,,4194000,25880000,943401000.0,,52462000.0,52462000.0,9224000.0,8442000,,10289000.0,-47719000,1528000.0,-22719000,,-10000.0,17000.0,-2897000,14774000,,,-25626000,,-2907000,,11901943000.0,12002928000.0,2685000.0,1814000.0,78088000,899000,6035000.0,,181323000.0,8252000.0,0.06,,,,,,
2018-09-30,5187000,83869000,1397000,736000,,43268000,-11000,59639000,,1497379000.0,2635865000.0,,3518000,,95478000.0,-4096000,9999000.0,17406000,-1951000,2210000.0,2928000.0,522617000.0,0.33,,,182572000.0,-2477000.0,1487380000.0,,11977368000.0,59639000,10585295000.0,,59639000,,,17762000,87464000,961835000.0,,43268000.0,43268000.0,6908000.0,7614000,,9779000.0,303000,1421000.0,303000,,-11000.0,49000.0,-9486000,77401000,,,-9194000,,-9497000,,11987196000.0,12082674000.0,3091000.0,1814000.0,52462000,501000,5967000.0,,181328000.0,7778000.0,0.33,,,,,,
2018-12-31,6069000,26456000,1509000,313000,,83103000,-6000,14804000,,1499819000.0,2650669000.0,,3576000,,84574000.0,-5093000,8195000.0,4919000,-1412000,1471000.0,2867000.0,522928000.0,,,,,-2027000.0,1491624000.0,,12004376000.0,14804000,10598618000.0,,14804000,,0.0,4919000,31079000,965829000.0,,83103000.0,83103000.0,4691000.0,8669000,,,50022000,1564000.0,50022000,,-6000.0,9487000.0,-10181000,19723000,,,39835000,,-10187000,,12013863000.0,12098437000.0,3504000.0,1814000.0,43268000,470000,6263000.0,,,7778000.0,,,,,,,
2019-03-31,6938000,-11864000,2616000,302000,,73178000,-17000,-14301000,,1493623000.0,2636368000.0,,3458000,,74299000.0,-6201000,5824000.0,-4574000,-2626000,1121000.0,2896000.0,523238000.0,-0.08,,,182665000.0,-2975000.0,1487799000.0,,11999494000.0,-14301000,10589755000.0,,-14301000,,,-4574000,-6131000,961665000.0,,73178000.0,73178000.0,2902000.0,9659000,,,1653000,,1653000,,-17000.0,9585000.0,-11561000,-18875000,,,-9925000,,-11578000,,12009079000.0,12083378000.0,2922000.0,1814000.0,83103000,468000,6543000.0,,181366000.0,7778000.0,-0.08,,,,,,
2019-06-30,8217000,22787000,2523000,274000,,67134000,-33000,12052000,,1520109000.0,2648420000.0,,3747000,,74315000.0,-7166000,29381000.0,3924000,1323000,7181000.0,2595000.0,523549000.0,0.07,,,182832000.0,7436000.0,1490728000.0,,12023742000.0,12052000,10587060000.0,,12052000,,,3924000,29484000,964584000.0,,67134000.0,67134000.0,9952000.0,10913000,,,2502000,,2502000,,-33000.0,9112000.0,-8513000,15976000,,,-6044000,,-8546000,,12032854000.0,12107169000.0,19429000.0,1816000.0,73178000,469000,6342000.0,,181450000.0,7778000.0,0.07,,,,,,
2019-09-30,8507000,43214000,2531000,440000,,46546000,-25000,27496000,,1559875000.0,2675916000.0,,3713000,,94951000.0,-7588000,11804000.0,9124000,2761000,2508000.0,3447000.0,572619000.0,0.15,,,182973000.0,,1548071000.0,,12067329000.0,27496000,10612172000.0,,27496000,,,9124000,50331000,972005000.0,,46546000.0,46546000.0,7734000.0,11301000,,,-63405000,,-13405000,,-25000.0,9767000.0,-7158000,36620000,,,-20588000,,-7183000,,12077096000.0,12172047000.0,4070000.0,1816000.0,67134000,471000,6123000.0,,181522000.0,7778000.0,0.15,,,,,,
2019-12-31,9149000,128062000,2841000,455000,,49724000,-425000,91969000,,1588396000.0,2767885000.0,,3941000,,52133000.0,-8322000,12139000.0,29466000,208000,2409000.0,3556000.0,572944000.0,,,,,,1576257000.0,,12194674000.0,91969000,10667946000.0,,91969000,,0.0,29468000,135917000,999757000.0,,49724000.0,49724000.0,5971000.0,12263000,,,13934000,,13934000,,-425000.0,9535000.0,-10331000,121437000,,,3178000,,-10756000,,12204209000.0,12256342000.0,,1819000.0,46546000,467000,6158000.0,,,8158000.0,,,,,,,
