date,quarterlySellingGeneralAndAdministration,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyInventory,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses
2013-03-31,6783000,3709000,327000,14000,,17834000,-38433000,11116000,,,,,24001000,,,2535000,,-15273000,63229000,,,,0.124157,6940000.0,,89531713.0,63730000.0,,17061000.0,,11116000,,,11116000,-38296000.0,,5799000,14380000,,,,,,21466000,,,-1537000,4347000.0,-1537000,,-137000.0,,47773000,16915000,,0.0,7803000,,47636000,,,,,,10031000,1174000,,,89531713.0,,0.124157,,,,,,
2013-06-30,9040000,-784000,388000,-704000,,16732000,-2610339000,8025000,,,,,18821000,,,-1919000,,11034000,-18140000,,,,,4296000.0,,,-20958000.0,,14525000.0,,8025000,,,8025000,14682000.0,,7616000,17560000,,,,,,20740000,,,2623225000,4341000.0,2623225000,,-260000.0,,-13988000,15641000,,-2565149000.0,-1102000,,-14248000,,,,,,17834000,1135000,,,,,,,,,,,
2013-09-30,9779000,-1415000,367000,10000,0.0,12619000,12180000,-52020000,,,,,17627000,,,-2480000,,-25105000,-20469000,,,,-0.581023,2896000.0,,89531713.0,-22383000.0,,14731000.0,,-52020000,,,-52020000,12272000.0,,-30098000,-79638000,,,,,,20107000,,,-1537000,4430000.0,-1537000,,-92000.0,,-14756000,-82118000,,0.0,-4113000,,-14848000,,,,,,16732000,1065000,,,89531713.0,,-0.581023,,,,,,
2013-12-31,8466000,2784000,-86000,-46000,0.0,9251000,11724000,-8849000,35740000.0,130185000.0,-214775000.0,0.0,16914000,40352000.0,154794000.0,1776000,70107000.0,-1580000,-22308000,6000000.0,0.0,,,1861000.0,523000.0,,-25806000.0,60078000.0,15053000.0,2728724000.0,-8849000,2779194000.0,20669000.0,-8849000,12363000.0,,-6015000,-16640000,24338000.0,-35692000.0,9251000.0,9251000.0,3260000.0,15138000,441000.0,429000.0,-1538000,2439000.0,-1538000,,-638000.0,103000.0,-13554000,-14864000,4660000.0,-1000.0,-3368000,57512000.0,-14192000,,2754585000.0,2909379000.0,9335000.0,2986079000.0,12619000,1008000,,,,7890000.0,,,,,,,
2014-03-31,13361000,-2913000,456000,2000,,13057000,-89555000,-57715000,35695000.0,176738000.0,-272490000.0,0.0,16921000,,205036000.0,-4536000,136467000.0,-45416000,58120000,6018000.0,961000.0,,-0.644632,342000.0,1626000.0,89531713.0,57880000.0,40271000.0,16579000.0,2654981000.0,-57715000,2768264000.0,45600000.0,-57715000,-41328000.0,,-33633000,-86812000,3615000.0,,13057000.0,13057000.0,50993000.0,21457000,,35133000.0,48100000,4412000.0,48100000,,-139000.0,84000.0,45261000,-91348000,4168000.0,-48088000.0,3806000,72041000.0,45122000,,2739966000.0,2945002000.0,13433000.0,3034179000.0,9251000,1623000,,,89531713.0,6575000.0,-0.644632,,,,,,
2014-06-30,16565000,8472000,89000,-11000,,16465000,-105410000,1904000,37339000.0,171884000.0,-270586000.0,0.0,17146000,,211532000.0,-8398000,134545000.0,7907000,-13929000,5998000.0,0.0,,0.021266,0.0,927000.0,89531713.0,-14666000.0,37339000.0,17146000.0,2768193000.0,1904000,2893978000.0,45600000.0,1904000,19702000.0,,4087000,14389000,0.0,,16465000.0,16465000.0,37455000.0,25544000,,33339000.0,123210000,4784000.0,123210000,,-620000.0,68000.0,-14392000,5991000,4077000.0,-124492000.0,3408000,81927000.0,-15012000,,2854330000.0,3065862000.0,15163000.0,3157389000.0,13057000,2481000,0.0,,89531713.0,7175000.0,0.021266,,,,,,
2014-09-30,8006000,2843000,190000,-707000,0.0,47411000,40322000,-31990000,37617000.0,146812000.0,-302576000.0,0.0,17445000,,190688000.0,364000,109195000.0,-16918000,-19462000,5797000.0,0.0,,-0.368109,207000.0,478000.0,86903693.0,-20108000.0,37617000.0,17238000.0,2714453000.0,-31990000,2861492000.0,45600000.0,-31990000,40680000.0,,-18437000,-50791000,0.0,,47411000.0,47411000.0,21329000.0,17081000,,31527000.0,-995000,4688000.0,-995000,,-358000.0,73000.0,-8381000,-50427000,3775000.0,0.0,30946000,75018000.0,-8739000,,2817616000.0,3008304000.0,12848000.0,3156394000.0,16465000,2479000,,,86903693.0,7674000.0,-0.368109,,,,,,
2014-12-31,9846000,-186123000,264000,2000,115491000.0,44809000,-55343000,-46804000,37567000.0,509163000.0,-349380000.0,9001000.0,17533000,39914000.0,80430000.0,-1183000,99596000.0,-12276000,-28784000,10639000.0,0.0,372000000.0,,-247000.0,617000.0,,-27607000.0,409567000.0,17780000.0,2859566000.0,-46804000,2494769000.0,27166000.0,-46804000,5304000.0,,-19703000,-64186000,0.0,-36324000.0,44809000.0,53810000.0,5947000.0,18716000,0.0,12915000.0,-299499000,4593000.0,72501000,,-281000.0,725000.0,-19760000,-66507000,3590000.0,-51365000.0,-2602000,77696000.0,-20041000,,2923502000.0,3003932000.0,15953000.0,858000.0,47411000,2460000,,,,7918000.0,,,,,,,
2015-03-31,11916000,9938000,1355000,-586000,,763127000,-78000,5318000,37659000.0,569349000.0,-344062000.0,9004000.0,13316000,,885055000.0,-10034000,155933000.0,-22721000,-14476000,1877000.0,3757000.0,372000000.0,0.05,0.0,90455000.0,100943000.0,75126000.0,413416000.0,13316000.0,2811061000.0,5318000,3200862000.0,27166000.0,5318000,-3000.0,,-385000,16728000,,,763127000.0,772131000.0,34575000.0,23350000,,12081000.0,6165000,5701000.0,703474000,697309000.0,-75000.0,676000.0,14922000,4933000,1254000.0,0.0,718318000,84427000.0,14847000,,2885156000.0,3770211000.0,36931000.0,1032000.0,44809000,3244000,1761000.0,,100359000.0,7993000.0,0.05,,,,,,
2015-06-30,10660000,-9476000,1976000,-622000,,766259000,-160000,-7809000,37749000.0,535812000.0,-351871000.0,9008000.0,12645000,,814243000.0,-3414000,44931000.0,553000,46058000,1389000.0,41132000.0,412000000.0,-0.08,0.0,1739000.0,103686000.0,-43170000.0,490881000.0,12645000.0,2858737000.0,-7809000,3194555000.0,27166000.0,-7809000,-4000.0,,-4442000,-6918000,,,766259000.0,775267000.0,27555000.0,16059000,,11401000.0,-84916000,3675000.0,-44916000,0.0,-156000.0,627000.0,48208000,-12251000,1200000.0,0.0,3132000,7680000.0,48052000,,2916124000.0,3730367000.0,9696000.0,1032000.0,763127000,856000,1919000.0,,103024000.0,8201000.0,-0.08,,,,,,
2015-09-30,9515000,-26243000,1451000,-1357000,,643384000,-2266000,-19295000,38381000.0,436705000.0,-371166000.0,9011000.0,15225000,,665466000.0,288000,26324000.0,-4238000,-18852000,2284000.0,0.0,372000000.0,-0.19,0.0,919000.0,103686000.0,-20130000.0,410381000.0,15225000.0,2857057000.0,-19295000,3174812000.0,27166000.0,-19295000,119000.0,,-9584000,-27351000,,,643384000.0,652395000.0,13431000.0,14937000,,12744000.0,-67888000,3512000.0,-107888000,0.0,-2385000.0,570000.0,-12721000,-28879000,1421000.0,,-122875000,1981000.0,-15106000,,2946051000.0,3611517000.0,10912000.0,1032000.0,766259000,820000,1816000.0,,103024000.0,8414000.0,-0.19,,,,,,
2015-12-31,10701000,-30762000,1598000,-143000,,655079000,25000,-28401000,2443000.0,417522000.0,-399567000.0,9014000.0,49996000,26051000.0,678247000.0,32334000,15376000.0,1442000,-58260000,11660000.0,0.0,399703000.0,,0.0,2462000.0,,-56118000.0,402146000.0,49996000.0,2812259000.0,-28401000,3148219000.0,6497000.0,-28401000,-1847000.0,0.0,-5457000,-64264000,,-24803000.0,655079000.0,664093000.0,2629000.0,17662000,,11887000.0,12000,4144000.0,28007000,0.0,1885000.0,235000.0,-16337000,-33858000,1248000.0,,11695000,2254000.0,-14452000,,2887494000.0,3565741000.0,10493000.0,1033000.0,643384000,1168000,1928000.0,,,8905000.0,,,,,,,
2016-03-31,8806000,-33091000,1622000,59000,-77685000.0,785140000,-68438000,-22241000,2611000.0,612025000.0,-421808000.0,77685000.0,3831000,,867180000.0,-9340000,11685000.0,-12732000,4491000,3482000.0,0.0,597729000.0,-0.22,,873000.0,103668000.0,-3811000.0,600340000.0,,2785294000.0,-22241000,3128863000.0,6497000.0,-22241000,253000.0,,-14277000,-24737000,,,785140000.0,862825000.0,2090000.0,13171000,,11029000.0,-683000,2711000.0,199317000,,-20000.0,1730000.0,-818000,-36518000,1137000.0,,130061000,2406000.0,-838000,9014000.0,2873708000.0,3740888000.0,7189000.0,1034000.0,655079000,986000,2441000.0,,103279000.0,9035000.0,-0.22,,,,,,
2016-06-30,9131000,1440119000,1224000,-277000,-77759000.0,256310000,-4922142000,890154000,2635000.0,1091086000.0,468346000.0,0.0,2966000,,260466000.0,-10737000,14464000.0,544971000,3590000,3150000.0,0.0,598032000.0,6.28,,1006000.0,141779000.0,3459000.0,1076622000.0,,9230084000.0,890154000,8418850000.0,6497000.0,890154000,188000.0,,544971000,1449878000,475955000.0,,256310000.0,256310000.0,4906000.0,13703000,,10176000.0,196000,2945000.0,4400196000,,-15000.0,1726000.0,-6884000,1435125000,987000.0,,-528830000,1887000.0,-6899000,155444000.0,9249470000.0,9509936000.0,7671000.0,1817000.0,785140000,978000,4016000.0,,141174000.0,7409000.0,6.31,,,,,,
