date,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyBasicEPS,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyDilutedEPS,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue
1995-09-30,1588600000.0,66300000.0,7800000,166100000.0,6600000.0,32900000.0,1263900000.0,321654988.0,58600000.0,,232400000.0,24100000,,0.074925,24100000,5100000.0,24100000,2400000.0,,224600000.0,16700000.0,16700000.0,,,25400000.0,,,,-31000000,16700000,16200000.0,-6600000,311900000.0,199100000.0,-100000.0,-23200000,,24800000.0,,,,45800000.0,0.0,47700000.0,496700000.0,9000000,321654988.0,1276700000.0,-8400000,,-584000000.0,1064800000.0,-40500000.0,600000.0,38600000,,,,39100000,305000000.0,,300000.0,,80600000,-400000,0.074925,24700000.0,-22800000,,324700000.0,79500000.0,,22300000,1648800000.0,,,
1995-12-31,1667400000.0,71900000.0,-2100000,196400000.0,29200000.0,65600000.0,1321600000.0,,60400000.0,,268300000.0,30700000,,,30700000,7100000.0,30700000,5400000.0,,220200000.0,14600000.0,46200000.0,,,33400000.0,,,,-82200000,14600000,19600000.0,-6500000,365700000.0,205800000.0,-1500000.0,6600000,,19000000.0,,,,68200000.0,0.0,61300000.0,496700000.0,16700000,,1301700000.0,-31800000,,-642000000.0,1115800000.0,,1200000.0,47500000,,,,23100000,329100000.0,31600000.0,800000.0,,126900000,57000000,,31900000.0,-50400000,,345800000.0,97400000.0,,27900000,1757800000.0,,,
1996-03-31,1690307794.0,74224694.0,-4888454,210004008.0,22546749.0,,1334847328.0,334698966.0,71730585.0,,284228702.0,22019845,,0.07032,22019845,,22019845,,,256693735.0,9677144.0,9677144.0,,,,,,,-8779265,9677144,17458766.0,-6584449,373916875.0,200725921.0,1197173.0,-48784779,,17359002.0,,,,67141424.0,0.0,,495529647.0,14565599,313137728.0,1316390919.0,30926956,,-640487283.0,1134121407.0,-46190907.0,,124159867,,,,10974081,343788034.0,,2394345.0,,106701101,-7083271,0.06579,,-41701508,,355460466.0,89688173.0,,106701101,1774608690.0,,,
1996-06-30,1725204532.0,69611414.0,1093284,208734368.0,24768480.0,,1344688771.0,324112400.0,80897052.0,,278345782.0,45690125,,0.14325,45690125,,45690125,,,266860398.0,10886146.0,10886146.0,,,,,,,-40458076,10886146,27484041.0,-6598774,365934318.0,193154195.0,1399522.0,4740829,,21872166.0,,,,62820056.0,0.0,,496068711.0,9677144,318953752.0,1359270214.0,533009,,-641184039.0,1151534576.0,-26216948.0,,201379295,,,,-4182724,383112457.0,,2499427.0,,173895254,45734085,0.14097,,-40993256,,380515762.0,87588536.0,,173895254,1792718615.0,,,
1996-09-30,1734655729.0,70857343.0,-12994722,198480514.0,24785080.0,,1369275689.0,328362932.0,111133097.0,,269337857.0,37985024,,0.12022,37985024,,37985024,,,230761081.0,,,,,,,,,-46804841,-2198676,29412431.0,-6604864,341794238.0,203877265.0,801258.0,11563503,,23485861.0,,,,45472625.0,0.0,,496401164.0,10886146,315962602.0,1392861490.0,-9773021,,-641613745.0,1165398424.0,-19236975.0,,205450552,,,,-14886484,414750318.0,,1302498.0,,176038121,48696602,0.11568,,-37133099,,365380039.0,72456381.0,,176038121,1807012169.0,,,
1996-12-31,1778599424.0,74899274.0,16789892,200000000.0,21300534.0,,1423500069.0,,88399342.0,,274899274.0,31714094,,,31714094,,31714094,,,227600384.0,14600521.0,14600521.0,,,,,,,-66057311,14600521,20645447.0,-6611803,358899548.0,220900370.0,-1098379.0,40079461,,24499109.0,,,,62699740.0,0.0,,496700014.0,-2198676,,1419699877.0,-17885382,,-710600247.0,1202599699.0,90743090.0,,-294092310,,,,-5605024,440200082.0,,703826.0,,134263202,88352187,,,-48272726,,355099356.0,84000274.0,,-314737757,1913199946.0,,,
1997-03-31,2022899474.0,99900305.0,-6899751,397299917.0,20798948.0,54800609.0,1647299917.0,321080111.0,76999446.0,,511499585.0,14400443,,0.04485,14400443,8399335.0,14400443,1800055.0,14299363.0,261999446.0,7700083.0,7700083.0,,,34399058.0,,,,-195000000,7700083,19900305.0,-6600665,594399058.0,374000277.0,10401552.0,-170800333,,28900582.0,,,,62100526.0,0.0,59399059.0,496700360.0,14599834,321080111.0,1428500415.0,-38399335,,-710599557.0,1273299640.0,-59699530.0,12500692.0,44900306,,,11899751.0,202200222,448000554.0,,1099418.0,,114199668,-14199668,0.04485,26901135.0,-156600665,,375599557.0,82899474.0,,25000001,1983899197.0,,,
1997-06-30,2109599724.0,93599724.0,4499475,303399586.0,29601104.0,75000690.0,1694699793.0,318587063.0,85900621.0,,429799862.0,28099379,,0.0882,28099379,6899931.0,28099379,299517.0,32800552.0,281199448.0,12299517.0,12999310.0,,,40699793.0,,,,-44599724,12299517,26900247.0,-6699542,659100069.0,393399586.0,-3602380.0,-30900150,,34800552.0,,,,61599724.0,0.0,86499655.0,496699793.0,7700083,318587063.0,1450499655.0,999749,,-710600414.0,1301300207.0,-59701436.0,18000000.0,72700109,,,18800042.0,34499571,469300207.0,699793.0,601065.0,,161500345,14699323,0.0882,46099379.0,-45599473,,414899931.0,229300207.0,,45799862,2011900621.0,,,
1997-09-30,2161200110.0,91998343.0,27300152,139200387.0,24199696.0,94399945.0,1646700732.0,322975423.0,139500069.0,,280599365.0,20999862,,0.06502,20999862,6599917.0,20999862,-1999724.0,49400635.0,297300097.0,39500069.0,40200249.0,,,53199834.0,,,,-44700787,39500069,38299572.0,-6699793,500499931.0,339200387.0,3399696.0,4001270,,37498964.0,,,,57500345.0,0.0,92699903.0,496699351.0,12299517,322975423.0,1660700180.0,-5700815,,-710599365.0,1307500345.0,-25699158.0,16399669.0,77800028,,,13400469.0,28999696,483100400.0,700180.0,196399227.0,,187099848,43100676,0.06502,37399531.0,-39099406,,514499379.0,219900566.0,,39500069,2018099710.0,,,
1997-12-31,2270700500.0,107102215.0,70199481,129099357.0,33699785.0,91900375.0,1712900643.0,,111599714.0,,293300929.0,18599917,,,18599917,7099633.0,18599917,11699680.0,57099357.0,298700500.0,109699786.0,109699786.0,,,55400465.0,,,,-40500061,109699786,37600376.0,-7000715,578500357.0,370200143.0,-10298939.0,77699213,,37799857.0,,,,93799857.0,0.0,88200931.0,512800572.0,39500069,,1692200143.0,-5900314,,-857399571.0,1342700500.0,161600481.0,18098943.0,70400842,,,14700310.0,-7899632,494600429.0,,100433.0,,180101306,118499740,,36698860.0,-40800527,,557799857.0,285199428.0,,32800466,2200100071.0,,,
1998-03-31,2239000000.0,105497873.0,-7800000,271300709.0,29499291.0,69300709.0,1717600000.0,343961353.0,86300709.0,,441899291.0,17800000,,0.05175,17800000,7400000.0,17800000,2200000.0,65100709.0,294400000.0,102000000.0,102000000.0,,,39100709.0,,,,-20700709,102000000,25700709.0,-7200000,538499291.0,373899291.0,99291.0,-3600000,,38699291.0,,,,53200000.0,0.0,62600000.0,509401418.0,109700709,343961353.0,1700500709.0,4600000,,-857400000.0,1343700709.0,-29800000.0,7900709.0,49200000,,,8000000.0,-8800000,505200000.0,,1100709.0,,131900709,21700709,0.05175,25700709.0,-25300709,,521400000.0,96600000.0,,23499291,2201100709.0,,,
1998-06-30,2292300456.0,107301190.0,25999324,268400706.0,25900338.0,81800676.0,1727701014.0,342579287.0,68600617.0,,453901220.0,19400265,,0.05663,19400265,8199324.0,19400265,1299427.0,78199324.0,326200206.0,127899456.0,127899456.0,,,42998677.0,,,,-37098791,127899456,28199041.0,-7099574,567800970.0,366801411.0,-100761.0,20100074,,41899162.0,,,,61599294.0,0.0,75199177.0,520199912.0,102000000,342579287.0,1724499486.0,299309,,-857399677.0,1360899603.0,-1099603.0,14099662.0,60499780,,,13099515.0,3499397,517399677.0,,999835.0,,156999853,59598718,0.05663,33499927.0,-39498644,,564599441.0,113899750.0,,32200500,2218299280.0,,,
1998-09-30,2938099464.0,120400919.0,-77899401,558699311.0,22099464.0,114699311.0,2342699311.0,342500169.0,150299923.0,,857300689.0,18200459,,0.05314,18200459,7199694.0,18200459,-2000000.0,178200459.0,342599847.0,50000000.0,50000000.0,,,52000000.0,,,,-548000041,50000000,35000020.0,-7301038,1195700077.0,408999234.0,102464.0,-562299615,,52500383.0,,,,75900536.0,0.0,87900536.0,526699311.0,127899456,342500169.0,1742399388.0,-798314,,-857400153.0,1933700077.0,-80500549.0,15799541.0,70901301,,,12501097.0,484901215,528399388.0,,399839.0,,202599847,-14799044,0.05314,34000000.0,-547500571,,595400153.0,338399388.0,,35900536,2791100230.0,,,
1998-12-31,2938600619.0,125100619.0,-13600233,540100619.0,21599070.0,134900542.0,2382000000.0,,124199690.0,,836100619.0,-9799534,,,-9799534,19399384.0,-9799534,-8700463.0,170899381.0,344500000.0,36500000.0,36500000.0,,,65400536.0,,,,-88000769,36500000,37799920.0,-7298769,1035300310.0,393000000.0,-17802232.0,74198921,,51400929.0,,,,116300310.0,187000000.0,92499222.0,519300310.0,50000000,,1903300310.0,6499624,,-960199690.0,1989000000.0,81702010.0,9500769.0,64898606,,,4500007.0,-94201231,509300310.0,,177100236.0,,227399764,168699307,,-298765.0,-94500386,,556600619.0,199199690.0,,27098686,2949199690.0,,,
1999-03-31,2944800000.0,121100377.0,12400000,574899623.0,12599245.0,80099623.0,2398800000.0,443482901.0,94400000.0,,876400000.0,11100377,,0.02503,11100377,7400755.0,11100377,102642.0,180400000.0,351000755.0,48899623.0,48899623.0,,,43101887.0,,1400755.0,,-51100377,48899623,29900377.0,-7200000,1042499623.0,386599245.0,-2298868.0,-17400754,,51699622.0,,,,92600755.0,184400000.0,66901132.0,518300377.0,36499623,443482901.0,1902300377.0,0,,-960200755.0,2012200755.0,-18600754.0,11400755.0,53699622,,,11299623.0,29800755,511000755.0,,899623.0,,147000755,33699623,0.02503,22501132.0,-51100377,,546000000.0,166099623.0,,23799245,2972401510.0,,,
1999-06-30,3224300381.0,118201819.0,-28699501,599699325.0,12298328.0,97299795.0,2684900264.0,391490911.0,100300675.0,,1200701085.0,17100323,,0.04368,17100323,11600176.0,17100323,1.0,482799941.0,364800528.0,20199472.0,20199472.0,,,46500440.0,,3100616.0,,-56500092,20199472,30400298.0,-7200117,1320400411.0,351300968.0,-2302188.0,-21698689,,54099442.0,,,,79800528.0,179800528.0,84100909.0,516399237.0,48899623,391490911.0,1903899971.0,-1466,,-960199472.0,2333599296.0,-26000302.0,17399531.0,68000880,,,13700377.0,-7401224,518700499.0,,501081.0,,181400704,35200348,0.04368,34499854.0,-56899037,,539400117.0,119699325.0,,37600469,3293798768.0,,,
1999-09-30,2945000734.0,115000734.0,15799134,350899486.0,10500366.0,106699927.0,2392801174.0,369046246.0,91100514.0,,890900954.0,32000000,,0.08671,32000000,6699927.0,32000000,-37399853.0,425000734.0,372099780.0,36000000.0,36000000.0,,,44801174.0,,1000734.0,,172200616,36000000,31198958.0,-13899223,1018101247.0,270001467.0,4499810.0,34100176,,52999266.0,,,,89100514.0,179499633.0,62500366.0,516699927.0,20199472,369046246.0,1926899486.0,-124798240,,-960199560.0,2122799707.0,95302450.0,-52799707.0,48898150,,,-57600147.0,-257299017,541200293.0,,399736.0,,169200293,100900469,0.08671,-20799707.0,-66800293,,552199560.0,127200293.0,,17699192,3082999267.0,,,
1999-12-31,2964100116.0,119000289.0,9500656,329000289.0,45300926.0,144800683.0,2375400752.0,,138699363.0,,860400752.0,19800440,,,19800440,12299919.0,19800440,-10100147.0,412400174.0,356799769.0,45500579.0,45500579.0,,,63099413.0,,-1999969.0,,-28000031,45500579,45399962.0,-400023,1041801215.0,239600694.0,-12398754.0,42798746,,47699652.0,,,,105899884.0,176199363.0,99200020.0,510199653.0,36000000,,1922298900.0,129899533,,-1008200231.0,2135800058.0,-50801221.0,21300347.0,81500569,,,20600726.0,-42099935,552200521.0,,699560.0,,244000703,79599155,,41100787.0,-36800409,,588699363.0,181400463.0,,36100607,3144000289.0,,,
2000-03-31,2959399739.0,123798754.0,11799333,354900681.0,37699000.0,85599536.0,2388199217.0,409340014.0,95699580.0,,897899087.0,11600696,,0.02834,11600696,8399304.0,11600696,1100478.0,419199652.0,374900681.0,57300275.0,57300275.0,,,37100188.0,,,,-41400609,57300275,24600551.0,-7200232,1044999275.0,227699000.0,-2099463.0,8699434,,43299986.0,,-13400029.0,,74500507.0,177600406.0,56800058.0,506099754.0,45499493,409340014.0,1914400464.0,0,,-1008200667.0,2160500217.0,-101494.0,10500217.0,44300421,,,9199652.0,3099899,554500507.0,,700304.0,,142399594,50100043,0.02834,22100913.0,-41400609,,571200522.0,147100188.0,,19699870,3168700884.0,,,
2000-06-30,2924599674.0,121499186.0,-35099614,321700459.0,40498742.0,98200385.0,2393699867.0,407347521.0,94900104.0,,873500074.0,12900696,,0.03167,12900696,8700607.0,12900696,100636.0,430300429.0,365099896.0,22200681.0,22200681.0,,,41900252.0,,,,-29400042,22200681,27499493.0,-6999857,1024799467.0,219899364.0,-5901129.0,35999397,,48699127.0,,-23799912.0,,80000000.0,180800651.0,65299689.0,498198905.0,57300275,407347521.0,1899800207.0,0,,-1008200385.0,2173800503.0,100014.0,11799615.0,50998963,,,10600555.0,-70999855,558200385.0,,800362.0,,163500074,65399439,0.03167,24700311.0,-29400042,,530899808.0,151299393.0,,23399437,3182000888.0,,,
2000-09-30,2794975954.0,118563270.0,-4155385,323964533.0,36632100.0,79743012.0,2244050195.0,329932462.0,104813646.0,,871704238.0,-108351368,,-0.33506,-108351368,9014127.0,-108351368,-126935678.0,429176435.0,374298167.0,18013225.0,18013225.0,,,39307183.0,,,,-10518856,18013225,24700377.0,-6955607,1017052901.0,196937180.0,-4243170.0,13765251,,53800721.0,,-9283378.0,,77363992.0,184329726.0,58337842.0,495599639.0,22200681,329932462.0,1777923054.0,0,,-1008199579.0,2047113015.0,-23.0,1280433.0,43731036,,-15768928.0,344067.0,-18021294,440763451.0,,144961.0,,138080854,24284107,-0.33506,-107070935.0,-10518856,,550925759.0,145348662.0,,19030659,3055312594.0,,,
2000-12-31,2801981104.0,147576485.0,15117634,269677564.0,32329034.0,150317957.0,2230863827.0,,144853029.0,,862577984.0,5579608,,,5579608,14634870.0,5579608,-20218689.0,445323935.0,347141572.0,33131374.0,33131374.0,,,60374376.0,,,,-3801969,33131374,40204678.0,-6866200,1021451710.0,186043791.0,-4120965.0,70864052,,45991302.0,,-1384.0,,101874625.0,183519796.0,94618148.0,494029694.0,18013225,,1780529394.0,9610078,,-991361728.0,2044820036.0,-9664063.0,10934324.0,74448450,,24381787.0,,-65600946,437327534.0,,-735309.0,,244936105,84522050,,16513932.0,-13657998,,571117277.0,158873725.0,,34243772,3036181764.0,,,
2001-03-31,2776610437.0,150044143.0,17854328,276561564.0,38507016.0,37988334.0,2231040517.0,333508348.0,39697304.0,,859954280.0,3124704,,0.00166,3124704,8617373.0,767776,296390.0,433348573.0,408160177.0,50985338.0,50985338.0,,,30100899.0,,,,-11787798,50985338,16988807.0,-11220243,989678386.0,196396027.0,-1576.0,15828472,,46727101.0,,,,65278259.0,193209838.0,32304903.0,496112250.0,33131011,333508348.0,1786932051.0,0,,-991362131.0,2034644490.0,1577.0,438278.0,19192811,,10417783.0,-856062.0,2025855,431155605.0,,802459.0,,70293237,27616270,0.00166,3562982.0,-11787798,,545569920.0,129724105.0,,2204004,3026006621.0,,,
2001-06-30,2854553707.0,147527987.0,-22807429,352487141.0,42054463.0,84098336.0,2240826021.0,334134474.0,117945537.0,,932812405.0,14258699,,0.03675,14258699,9128593.0,12087746,1513.0,432797277.0,423605144.0,28178517.0,28178517.0,,,35302572.0,,,,-98709933,28178517,22505898.0,-11129227,1071078669.0,228753404.0,1576.0,-1536490,,43998487.0,,,,71254160.0,185786687.0,54323752.0,491780635.0,50985338,334134474.0,1783475038.0,-84980333,,-991361573.0,2012072617.0,-3090.0,5133132.0,41527078,,-25534273.0,3665442.0,63709395,436287443.0,,3206618.0,,138422088,12193110,0.03675,19391831.0,-13729600,,613727685.0,138266263.0,,19021180,3003434190.0,,,
2001-09-30,2876056494.0,149084740.0,2177340,354118668.0,9296197.0,107877545.0,2253705223.0,334252792.0,147738678.0,,942581663.0,17677134,,0.045,17677134,9567619.0,15240650,12919362.0,439378255.0,382439640.0,30355058.0,30355058.0,,,49452422.0,,,,5372277,30355058,35853251.0,-11286320,1075886066.0,247604544.0,0.0,-623054,,47680290.0,,,,67934354.0,193489033.0,62599021.0,491806849.0,28178517,334252792.0,1800170428.0,-75978772,,-991361843.0,2006100679.0,,8387249.0,49001104,,-32033581.0,7460464.0,-17052908,444571564.0,,644545.0,,170476566,13857970,0.045,26064384.0,-14481024,,622351270.0,133304403.0,,13146599,2997462522.0,,,
