date,quarterlyDilutedAverageShares,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyEbitda,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyNetPPE,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyResearchAndDevelopment,quarterlyRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyRepurchaseOfCapitalStock,quarterlyGoodwill,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable
2000-06-30,,,,,,102201000.0,7833862000,11518662000,-110000000.0,,400000000.0,,,294424000,,305000000.0,0.0,,1154807000.0,,,,,2746892000,,,,8718376000,394596000.0,,,1797578000.0,,1797578000.0,,,,535889000.0,-120499000,4000000000,,,,,,,,,300000000,,,,7397364000,7397364000,3684800000,,2452468000,,,,,,522519000,,,,,,,,,,,,,,
2000-12-31,,0.0,,,,101274000.0,7753548000,11361088000,-110000000.0,,450000000.0,,,344911000,,80000000.0,0.0,,1116843000.0,,,,,2483757000,,,,8821079000,383907000.0,,,1959831000.0,,1959831000.0,,,,498672000.0,-127499000,4000000000,,,,,,,,,350000000,,,,7329354000,7329354000,3607540000,,2138846000,,,,,,450952000,,,,,,,,,,,,,,
2001-06-30,,,,,,93762000.0,8100029000,11546207000,57768000.0,,300000000.0,,,305346000,,230000000.0,0.0,,1184842000.0,,,,,2656174000,,,,8832265000,373225000.0,,,1534219000.0,,1534219000.0,,,,520595000.0,0,4000000000,,,,,,,,,430000000,,,,7687453000,7687453000,3446178000,,2350828000,,,,,,462138000,,,,,,,,,,,,,,
2001-12-31,,0.0,,,,92403000.0,8382721000,11201494000,53920000.0,,500000000.0,,,500000000,,580020000.0,0.0,,998164000.0,,,,,2345706000,,,,8801868000,55304000.0,,,1233771000.0,,1233771000.0,,,,266122000.0,0,4000000000,,,,,,,,,150000000,,,,8288875000,8288875000,2818773000,,1845706000,,,,,,388806000,,,,,,,,,,,,,,
2002-03-31,,0.0,,1427101000.0,,145320000.0,8440744000,11283449000,56252000.0,143636000.0,480000000.0,-52565000.0,-55507000.0,480000000,4500000.0,652604000.0,0.0,,982294000.0,,-55507000.0,,,2480836000,100163000.0,,-0.009251,8746361000,51763000.0,,152854000.0,1275049000.0,,1275049000.0,,,,343501000.0,0,4000000000,,-52691000.0,,,1527264000.0,-47651000.0,-0.009251,,150000000,,,,8350944000,8350944000,2842705000,-52151000.0,2000836000,,,,414000.0,,333299000,,,,,,,,,,,,,,
2002-06-30,,0.0,,1857639000.0,,169535000.0,8560325000,11502105000,56731000.0,159873000.0,500000000.0,111016000.0,109547000.0,500000000,14813000.0,576455000.0,0.0,,1079088000.0,,109547000.0,,,2589466000,296071000.0,,,8855908000,48249000.0,,170547000.0,1201128000.0,,1201128000.0,,,,639626000.0,0,4000000000,,125524000.0,,,2153710000.0,134095000.0,,,755000,,,,8474418000,8474418000,2941780000,119282000.0,2089466000,,,,8266000.0,,442846000,,,,,,,,,,,,,,
2002-09-30,,0.0,,1853843000.0,,138969000.0,8884832000,11815231000,58690000.0,109222000.0,600000000.0,20299000.0,18230000.0,600000000,601000.0,512450000.0,0.0,,936870000.0,,18230000.0,,,2882403000,146444000.0,,,8874138000,44514000.0,,115517000.0,1336952000.0,,1336952000.0,,,,705711000.0,0,4000000000,,30927000.0,,,2000287000.0,25179000.0,,,5111000,,,,8803057000,8803057000,2930399000,24578000.0,2282403000,,,,4279000.0,,461076000,,,,,,,,,,,,,,
2002-12-31,,0.0,,2124841000.0,,93428000.0,9155054000,12179002000,57478000.0,117504000.0,300000000.0,66351000.0,67563000.0,300000000,33062000.0,685776000.0,0.0,,1186850000.0,,67563000.0,,,3239823000,201910000.0,,,8881701000,41194000.0,,123706000.0,1205374000.0,,1205374000.0,,,,1032932000.0,0,4000000000,,78204000.0,,,2326751000.0,92818000.0,,,400000000,,,,9077340000,9077340000,3023948000,59756000.0,2939823000,,,,-6595000.0,,442063000,,,,,,,,,,,,,,
2003-03-31,,0.0,-207726000.0,2001376000.0,198670000.0,183649000.0,9210702000,12473997000,60199000.0,162132000.0,400000000.0,68092000.0,63048000.0,400000000,15415000.0,759590000.0,0.0,,1415875000.0,-228294000.0,63048000.0,445707000.0,-28036000.0,3469049000,272832000.0,,0.010508,8944749000,37400000.0,-246665000.0,174461000.0,1142247000.0,,1142247000.0,-1054845000.0,,16479000.0,1161768000.0,0,4000000000,490804000.0,98371000.0,-245145000.0,,2274208000.0,295858000.0,0.010508,,400000000,-45097000.0,15254000.0,37419000.0,9134828000,9134828000,3263295000,81773000.0,3069049000,,-261246000.0,,13681000.0,,505111000,,,,,,,,,,,,,,
2003-06-30,,0.0,-197242000.0,2397531000.0,197842000.0,146889000.0,9200514000,12058987000,60700000.0,88344000.0,550000000.0,-56770000.0,-58445000.0,550000000,24178000.0,801799000.0,0.0,,1209398000.0,-147941000.0,-58445000.0,395537000.0,-27182000.0,3111983000,29610000.0,,,8886304000,34139000.0,224117000.0,89040000.0,1069654000.0,,1069654000.0,-762687000.0,,28274000.0,761604000.0,0,4000000000,445707000.0,-59430000.0,-179986000.0,,2427141000.0,151706000.0,,,350000000,-50170000.0,17607000.0,-17256000.0,9129863000,9129863000,2858473000,-70314000.0,2561983000,,-153818000.0,,-13544000.0,,446666000,,,,,,,,,,,,,,
2003-09-30,,0.0,421075000.0,2285754000.0,198963000.0,190315000.0,9177560000,12212590000,54478000.0,177658000.0,490000000.0,134521000.0,134887000.0,490000000,21853000.0,723371000.0,0.0,,1305940000.0,-181148000.0,134887000.0,363785000.0,0.0,3132994000,375974000.0,-90936000.0,0.022481,9025118000,30612000.0,-96542000.0,194325000.0,1051289000.0,,1051289000.0,-2793330000.0,2158000.0,-11004000.0,991950000.0,0,4000000000,395537000.0,181649000.0,-172685000.0,,2661728000.0,381943000.0,0.022481,,135000000,-31752000.0,22313000.0,593760000.0,9112509000,9112509000,3035030000,161127000.0,2642994000,,235522000.0,,26606000.0,,581553000,,,,,,,,,,,,,,
2003-12-31,,0.0,385409000.0,2591568000.0,231994000.0,123861000.0,9278138000,12078960000,53455000.0,189066000.0,340000000.0,99976000.0,100714000.0,340000000,31405000.0,718820000.0,0.0,,990715000.0,-306097000.0,100714000.0,563761000.0,0.0,2899673000,398771000.0,-23277000.0,,9125832000,303127000.0,331639000.0,205859000.0,1228730000.0,,1228730000.0,-1573053000.0,-2158000.0,32858000.0,803105000.0,0,4000000000,363785000.0,192912000.0,-333492000.0,,2990339000.0,381944000.0,,,100000000,199976000.0,17969000.0,718901000.0,8941548000,8941548000,2800822000,118545000.0,2559673000,,380456000.0,,18569000.0,,633644000,,,,,,,,,,,,,,
2004-03-31,,0.0,-45503000.0,2384053000.0,240908000.0,171864000.0,9092064000,12146751000,55636000.0,179215000.0,290000000.0,119706000.0,116335000.0,290000000,25354000.0,615060000.0,0.0,,1360223000.0,-86158000.0,116335000.0,388973000.0,0.0,2948948000,362052000.0,-25539000.0,0.019389,9142167000,292599000.0,-392148000.0,188325000.0,1057112000.0,,1057112000.0,-1683622000.0,,-24000.0,942841000.0,0,4000000000,563761000.0,173727000.0,-86172000.0,,2746105000.0,410696000.0,0.019389,,150000000,-174788000.0,21185000.0,40669000.0,8766023000,8766023000,3054687000,144434000.0,2658948000,,-363832000.0,,24728000.0,,649979000,,,,,,,,,,,,,,
2004-06-30,,0.0,11052000.0,2919538000.0,240210000.0,183257000.0,8950965000,12043938000,55132000.0,154018000.0,290000000.0,78308000.0,78182000.0,290000000,21586000.0,574703000.0,0.0,,1421147000.0,-107691000.0,78182000.0,997336000.0,0.0,2768457000,274506000.0,-23680000.0,,9220349000,282071000.0,-60924000.0,164952000.0,1008976000.0,,1008976000.0,-805577000.0,,-7124000.0,935029000.0,0,4000000000,388973000.0,109554000.0,-104070000.0,,3194044000.0,354826000.0,,,150000000,-56606000.0,17892000.0,115122000.0,8635473000,8635473000,3092973000,93030000.0,2478457000,,-218025000.0,,14722000.0,,728161000,,,,,,,,,,,,,,
2004-09-30,,0.0,222897000.0,3214589000.0,239507000.0,190428000.0,8820528000,11449518000,54463000.0,160681000.0,190000000.0,91982000.0,91451000.0,190000000,13343000.0,165111000.0,0.0,,1405820000.0,-239395000.0,91451000.0,643329000.0,0.0,2072613000,402340000.0,-122469000.0,0.015242,9322442000,271544000.0,16127000.0,175338000.0,654969000.0,,654969000.0,-1670665000.0,0.0,5401000.0,644044000.0,0,4000000000,997336000.0,227002000.0,-244552000.0,,3616929000.0,362290000.0,0.015242,,200000000,-354007000.0,16787000.0,467449000.0,8515605000,8515605000,2628990000,109440000.0,1882613000,,26766000.0,,17458000.0,,819612000,,,,,,,,,,,,,,
2004-12-31,,0.0,-428899000.0,3631925000.0,231751000.0,175537000.0,8782989000,11382534000,52529000.0,152297000.0,190000000.0,-56210000.0,-54731000.0,190000000,27556000.0,309726000.0,0.0,,1626564000.0,-85535000.0,-54731000.0,347951000.0,0.0,2061850000,167900000.0,-21393000.0,,9268155000,261017000.0,-225014000.0,163144000.0,358986000.0,,358986000.0,-1148861000.0,0.0,2528000.0,453831000.0,0,4000000000,643329000.0,4756000.0,-95834000.0,,3799825000.0,178972000.0,,,200000000,-295378000.0,18570000.0,-333065000.0,8460057000,8460057000,2599545000,-80335000.0,1871850000,,-559088000.0,,-24125000.0,,718313000,,,,,,,,,,,,,,
2005-03-31,,0.0,-110994000.0,3653896000.0,231713000.0,297656000.0,8575562000,11303412000,51963000.0,135026000.0,190000000.0,2751000.0,2867000.0,190000000,21653000.0,444942000.0,0.0,,1625818000.0,-69971000.0,2867000.0,311572000.0,0.0,2080427000,169962000.0,-22641000.0,0.000478,9171022000,251282000.0,746000.0,140175000.0,311572000.0,,311572000.0,-1910984000.0,,1005000.0,578539000.0,0,4000000000,358986000.0,29787000.0,-70976000.0,,3823858000.0,257343000.0,0.000478,,150000000,-47414000.0,21178000.0,-40018000.0,8262365000,8262365000,2727850000,3977000.0,1890427000,,-295660000.0,,1226000.0,,621180000,,,,,,,,,,,,,,
2005-06-30,,0.0,423987000.0,3761708000.0,225695000.0,275963000.0,8030477000,10488480000,49983000.0,173731000.0,190000000.0,-465178000.0,-465298000.0,190000000,19090000.0,83421000.0,0.0,,1423744000.0,-39425000.0,-465298000.0,306286000.0,0.0,1732773000,93864000.0,-22688000.0,,8705724000,239962000.0,174695000.0,180086000.0,306286000.0,,306286000.0,-1834358000.0,,12195000.0,620541000.0,0,4000000000,311572000.0,-86222000.0,-55396000.0,,3855572000.0,-261755000.0,,,100000000,5749000.0,19203000.0,479383000.0,7684200000,7684200000,2458003000,-506540000.0,1542773000,,324933000.0,,-41362000.0,,155882000,,,,,,,,,,,,,,
2005-09-30,,0.0,140094000.0,3775622000.0,208684000.0,311175000.0,7324477000,9911365000,51064000.0,162428000.0,100000000.0,-208882000.0,-209963000.0,100000000,11242000.0,45409000.0,0.0,,1360312000.0,92584000.0,-209963000.0,320252000.0,0.0,1354896000,263054000.0,-112461000.0,-0.034994,8505405000,230750000.0,56843000.0,179402000.0,320252000.0,0.0,320252000.0,-210037000.0,,908000.0,362595000.0,0,4000000000,306286000.0,83652000.0,-31760000.0,,4038676000.0,1360000.0,-0.034994,,90000000,13966000.0,11029000.0,171854000.0,6977001000,6977001000,2586888000,-218566000.0,1254896000,,-120525000.0,,-9684000.0,,-54081000,,,,,,,,,,,,,,
2005-12-31,,0.0,-20506000.0,4054926000.0,191008000.0,189407000.0,7159059000,9984875000,52104000.0,133709000.0,50000000.0,-283455000.0,-281885000.0,62834000,8144000.0,82591000.0,0.0,,1287936000.0,1614000.0,-281885000.0,398533000.0,4397101000.0,1709196000,27921000.0,-6214000.0,,8223575000,247655000.0,94006000.0,143786000.0,398533000.0,,398533000.0,-1035699000.0,60792000.0,1436000.0,513230000.0,0,4000000000,320252000.0,-115865000.0,-55548000.0,,4082847000.0,-76968000.0,,,97431000,78281000.0,4430000.0,35042000.0,6765494000,6765494000,2825816000,-276120000.0,1646362000,,27797000.0,,7335000.0,,-335966000,,,,,,,,,,,,,,
2006-03-31,,0.0,82647000.0,3613523000.0,188165000.0,367251000.0,6917477000,10031647000,53038000.0,132609000.0,0.0,-31428000.0,-33111000.0,10808000,2381000.0,27500000.0,0.0,,1313324000.0,65673000.0,-33111000.0,507116000.0,0.0,1785648000,87620000.0,-3691000.0,-0.005519,8192961000,239761000.0,-23070000.0,139254000.0,507116000.0,,507116000.0,-70200000.0,82000000.0,1689000.0,817592000.0,0,4000000000,398533000.0,-51634000.0,-19045000.0,,3701143000.0,159982000.0,-0.005519,,147431000,108583000.0,2754000.0,101692000.0,6594306000,6594306000,3114170000,-30564000.0,1774840000,,-33527000.0,,864000.0,,-369077000,,,,,,,,,,,,,,
2006-06-30,,0.0,430553000.0,4147797000.0,172622000.0,314733000.0,6753223000,10159661000,49731000.0,116953000.0,,72065000.0,75800000.0,9456000,2001000.0,60000000.0,0.0,,1169001000.0,5286000.0,75800000.0,961212000.0,7304000.0,1839258000,197492000.0,-5101000.0,,8270672000,180470000.0,140206000.0,130995000.0,961212000.0,,961212000.0,-80447000.0,1541000.0,-5937000.0,819343000.0,0,4000000000,507116000.0,66497000.0,7999000.0,,4345289000.0,261347000.0,,,146756000,454096000.0,1997000.0,422554000.0,6499107000,6499107000,3406438000,86724000.0,1829802000,,157557000.0,,14659000.0,,-293277000,,,,,,,,,,,,,,
2006-09-30,,0.0,-16334000.0,4496388000.0,171749000.0,425769000.0,6441454000,10252660000,50314000.0,140411000.0,0.0,85295000.0,84712000.0,8105000,1672000.0,50000000.0,0.0,,1294149000.0,13923000.0,84712000.0,870279000.0,-7304000.0,1843058000,239581000.0,-3986000.0,0.014119,8359288000,174820000.0,-188884000.0,148119000.0,870279000.0,,870279000.0,-386553000.0,9590000.0,13059000.0,958809000.0,0,4000000000,961212000.0,91462000.0,-14321000.0,,4735969000.0,259878000.0,0.014119,,56418000,-90933000.0,-2162000.0,-2013000.0,6192988000,6192988000,3811206000,86457000.0,1834953000,,-275425000.0,,1162000.0,,-208565000,,,,,,,,,,,,,,
2006-12-31,,0.0,208531000.0,4193030000.0,162789000.0,302635000.0,6239559000,10115603000,47652000.0,111831000.0,0.0,-88102000.0,-89986000.0,6755000,13000.0,82500000.0,0.0,,1383553000.0,-59307000.0,-89986000.0,1059263000.0,32044000.0,1793690000,51092000.0,-1628000.0,,8274261000,168925000.0,,114606000.0,1059263000.0,,1059263000.0,242500000.0,62000.0,-10020000.0,1144022000.0,0,4000000000,870279000.0,-63514000.0,-61844000.0,,4244122000.0,80927000.0,,,6079000,188984000.0,33172000.0,270375000.0,5996988000,5996988000,3876044000,-81875000.0,1786935000,,336497000.0,,6227000.0,,-298551000,,,,,,,,,,,,,,
2007-03-31,7732500000.0,,281685000.0,3847099000.0,,585275000.0,6027317000,9804412000,,153099000.0,,6757000.0,5155000.0,0,3877000.0,,0.0,,1200208000.0,-6260000.0,5155000.0,1337658000.0,0.0,1445657000,174700000.0,-2793000.0,0.000667,8309741000,450529000.0,,159397000.0,1337658000.0,,1337658000.0,,,5948000.0,966786000.0,0,4000000000,1051153000.0,15303000.0,-13873000.0,,4021799000.0,13530000.0,0.000667,7732500000.0,0,286505000.0,,,5321838000,5321838000,3777095000,9653000.0,1445657000,,,,2896000.0,,-276797000,,,,,,,,,,,,,,
2007-06-30,,,87243000.0,4151756000.0,,381128000.0,5865029000,10175005000,48882000.0,265735000.0,,44741000.0,44874000.0,4671000,4524000.0,,0.0,,1461794000.0,13718000.0,44874000.0,1448432000.0,0.0,1781013000,309102000.0,-2760000.0,,8345110000,438438000.0,,280349000.0,1448432000.0,4671000.0,1448432000.0,,,7024000.0,1390066000.0,0,4000000000,1337658000.0,28753000.0,-12812000.0,,4460858000.0,9777000.0,,,0,110774000.0,,,5141411000,5141411000,4309976000,5253000.0,1776342000,,,,-39488000.0,,-231923000,,,,,,,,,,,,,,
2007-09-30,5654357143.0,,130934000.0,4243913000.0,,406600000.0,5709140000,10016232000,23091000.0,166577000.0,,25949000.0,26387000.0,4671000,12094000.0,,0.0,,932005000.0,-8079000.0,26387000.0,1591900000.0,0.0,1621644000,200462000.0,-66000.0,0.004667,8371497000,436856000.0,,181022000.0,1591900000.0,4671000.0,1591900000.0,,-21171000.0,11929000.0,956328000.0,0,4000000000,1448432000.0,19440000.0,-26414000.0,,4444375000.0,40110000.0,0.004667,5654357143.0,0,143468000.0,,,4991500000,4991500000,4307092000,28016000.0,1616973000,,,,2067000.0,,-205536000,,,,,,,,,,,,,,
2007-12-31,,,-664700000.0,4032502000.0,,199910000.0,5608961000,9877221000,0.0,246003000.0,,-58686000.0,-58599000.0,4460000,7556000.0,,0.0,,1257187000.0,52803000.0,-58599000.0,1034747000.0,0.0,1568544000,216122000.0,-624000.0,,8308677000,436102000.0,,254787000.0,1034747000.0,4460000.0,1034747000.0,-329000000.0,,8251000.0,1279510000.0,0,4000000000,1591900000.0,-38665000.0,-49633000.0,,4248624000.0,-30709000.0,,,0,-557153000.0,,,4921226000,4921226000,4268260000,-38265000.0,1564084000,,,,20421000.0,,-254491000,,,,,,,,,,,,,,
2008-03-31,5816571429.0,,199931000.0,3962725000.0,,405866000.0,5445263000,9955576000,0.0,185822000.0,,-27144000.0,-27144000.0,4460000,14076000.0,,0.0,,1385642000.0,-37985000.0,-27144000.0,1239743000.0,0.0,1674043000,156858000.0,-1719000.0,-0.004667,8281533000,428506000.0,,185854000.0,1239743000.0,4460000.0,1239743000.0,-716000000.0,,5846000.0,1523286000.0,0,4000000000,1034747000.0,-28996000.0,-44769000.0,,4119583000.0,-13078000.0,-0.004667,5816571429.0,0,204996000.0,,,4772947000,4772947000,4510313000,-27154000.0,1669583000,,,,-10000.0,,-281635000,,,,,,,,,,,,,,
2008-06-30,,,-506877000.0,4342667000.0,,289076000.0,5233090000,10265644000,11000000.0,205202000.0,,-236605000.0,-236605000.0,15249000,-12357000.0,,0.0,,1348884000.0,-54938000.0,-236605000.0,753318000.0,0.0,2220716000,86359000.0,0.0,,8044928000,420793000.0,,211407000.0,1601636000.0,4249000.0,1601636000.0,0.0,,15299000.0,2060453000.0,0,4000000000,1239743000.0,-125048000.0,-75390000.0,,4429026000.0,-201789000.0,,,0,-486425000.0,,,4684597000,4684597000,5032554000,-189432000.0,2205467000,,,11000000.0,47173000.0,,-518240000,,,,,,,,,,,,,,
2008-09-30,5981758065.0,,-251964000.0,4044839000.0,,254795000.0,5113398000,9666567000,12500000.0,191039000.0,,-247246000.0,-247246000.0,16749000,9309000.0,,0.0,,1367723000.0,41713000.0,-247246000.0,508834000.0,0.0,1866385000,-43018000.0,-1704000.0,-0.041333,7800182000,413164000.0,,193589000.0,1175404000.0,4249000.0,1175404000.0,0.0,,6702000.0,1633477000.0,0,4000000000,753318000.0,-236607000.0,32529000.0,,4001821000.0,-237937000.0,-0.041333,5981758065.0,0,-244484000.0,,,4584796000,4584796000,4553169000,-247246000.0,1849636000,,,12500000.0,0.0,,-765486000,,,,,,,,,,,,,,
2008-12-31,,,381132000.0,2943857000.0,,190378000.0,4574298000,8417284000,20198000.0,266472000.0,,-1134290000.0,-1134290000.0,20198000,-27487000.0,115000000.0,0.0,,831453000.0,-25606000.0,-1134290000.0,906294000.0,0.0,1753892000,-269763000.0,-171000.0,,6663392000,405774000.0,,287040000.0,1203755000.0,,1203755000.0,-25000000.0,,13276000.0,1119018000.0,195245000,4000000000,508834000.0,-556803000.0,-42105000.0,,2674094000.0,-1118247000.0,,,0,397460000.0,,,4142721000,4142721000,3842986000,-1090760000.0,1733694000,,,,43530000.0,,-1899776000,,,,,,,,,,,,,,
