date,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyBasicEPS,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossProfit,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyOtherNonCashItems,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments
2011-03-31,-397000000.0,,22000000.0,2324000000.0,0.0,383000000.0,-126000000.0,567000000,556000000.0,753000000.0,,0.0,100000000.0,4353000000.0,,266000000.0,3303000000.0,1416000000.0,0.73,,2582000000.0,3548000000.0,1493000000.0,627000000.0,477000000.0,1593000000.0,1593000000.0,556000000.0,23535000000.0,14737000000.0,-150000000.0,752100000.0,2146000000.0,,216000000.0,,771000000.0,63000000.0,,890000000,12730000000.0,174000000.0,0.74,,-17000000.0,2306000000.0,,2463000000.0,118000000.0,8583000000.0,5854000000,1045000000.0,-67000000.0,1593000000.0,-290000000.0,-261000000.0,1112000000,-125000000.0,16383000000.0,6796000000.0,-17000000.0,833000000.0,-147000000.0,5934000000.0,8798000000.0,757300000.0,8905000000.0,10645000000.0,1315000000.0,2443000000.0,-5280000000.0,650000000.0,-24000000.0,,,,
2011-06-30,-486000000.0,,1000000.0,2422000000.0,0.0,391000000.0,-195000000.0,698000000,683000000.0,903000000.0,784000000.0,0.0,188000000.0,4353000000.0,,294000000.0,3382000000.0,1450000000.0,0.9,,2657000000.0,3790000000.0,1593000000.0,708000000.0,477000000.0,1781000000.0,1781000000.0,683000000.0,24104000000.0,14821000000.0,-74000000.0,748700000.0,2074000000.0,,215000000.0,,862000000.0,70000000.0,,1048000000,13105000000.0,134000000.0,0.91,,-22000000.0,2498000000.0,,2633000000.0,156000000.0,8738000000.0,6288000000,-946000000.0,-76000000.0,1781000000.0,-246000000.0,-259000000.0,1277000000,-319000000.0,16807000000.0,6797000000.0,-9000000.0,992000000.0,-42000000.0,6308000000.0,9283000000.0,753300000.0,8974000000.0,10844000000.0,1363000000.0,13000000.0,-5356000000.0,637000000.0,0.0,,,,
2011-09-30,-723000000.0,,-10000000.0,2100000000.0,-375000000.0,339000000.0,-244000000.0,748000000,761000000.0,1255000000.0,,0.0,271000000.0,4324000000.0,,345000000.0,3437000000.0,1073000000.0,,4606000000.0,2772000000.0,3955000000.0,1781000000.0,1011000000.0,477000000.0,2052000000.0,2052000000.0,761000000.0,23861000000.0,14516000000.0,-562000000.0,,1969000000.0,,217000000.0,,877000000.0,44000000.0,,1517000000,13310000000.0,69000000.0,,,168000000.0,2590000000.0,,2677000000.0,139000000.0,8731000000.0,6545000000,138000000.0,252000000.0,2052000000.0,-175000000.0,-258000000.0,1354000000,-440000000.0,17310000000.0,6845000000.0,-30000000.0,1093000000.0,-4000000.0,6465000000.0,9345000000.0,,8771000000.0,10399000000.0,1339000000.0,2521000000.0,-5294000000.0,691000000.0,-2000000.0,,,,
2011-12-31,-170000000.0,,-48000000.0,2317000000.0,-90000000.0,338000000.0,-130000000.0,381000000,371000000.0,334000000.0,735000000.0,0.0,24000000.0,4041000000.0,,172000000.0,3415000000.0,1354000000.0,0.5,4040000000.0,2484000000.0,3254000000.0,2052000000.0,204000000.0,477000000.0,2076000000.0,2076000000.0,371000000.0,23444000000.0,14369000000.0,-629000000.0,734300000.0,1893000000.0,,204000000.0,,1578000000.0,63000000.0,,701000000,13111000000.0,-319000000.0,0.5,,-293000000.0,2055000000.0,,2302000000.0,170000000.0,8746000000.0,5309000000,42000000.0,-239000000.0,2076000000.0,-140000000.0,-294000000.0,820000000,-244000000.0,17387000000.0,6577000000.0,-10000000.0,553000000.0,0.0,6534000000.0,9075000000.0,738300000.0,8723000000.0,10190000000.0,1354000000.0,708000000.0,-5331000000.0,642000000.0,-250000000.0,,,,
2012-03-31,-134000000.0,,19000000.0,2402000000.0,-105000000.0,339000000.0,-157000000.0,556000000,545000000.0,562000000.0,,0.0,77000000.0,4018000000.0,,258000000.0,3449000000.0,1359000000.0,0.74,,2500000000.0,3583000000.0,2076000000.0,405000000.0,477000000.0,2153000000.0,2153000000.0,545000000.0,24134000000.0,14590000000.0,-496000000.0,733605355.0,1936000000.0,,202000000.0,,1828000000.0,64000000.0,,977000000,13479000000.0,88000000.0,0.742906,,-189000000.0,2336000000.0,,2419000000.0,178000000.0,8831000000.0,5919000000,-7000000.0,-57000000.0,2153000000.0,-357000000.0,-294000000.0,1080000000,-85000000.0,17638000000.0,6554000000.0,-33000000.0,814000000.0,-167000000.0,6925000000.0,9544000000.0,736800000.0,8866000000.0,10511000000.0,1359000000.0,2536000000.0,-5382000000.0,670000000.0,1000000.0,,,,
2012-06-30,-494000000.0,,-8000000.0,2367000000.0,-84000000.0,310000000.0,-141000000.0,787000000,770000000.0,846000000.0,,0.0,139000000.0,3789000000.0,,368000000.0,3418000000.0,1338000000.0,1.04,,2561000000.0,3856000000.0,2153000000.0,705000000.0,477000000.0,2292000000.0,2292000000.0,770000000.0,24326000000.0,14323000000.0,-767000000.0,729345876.0,1856000000.0,,211000000.0,,2060000000.0,57000000.0,,1290000000,13661000000.0,239000000.0,1.055741,,-134000000.0,2628000000.0,,2617000000.0,158000000.0,8821000000.0,6484000000,104000000.0,-8000000.0,2292000000.0,-149000000.0,-293000000.0,1423000000,-198000000.0,18115000000.0,6265000000.0,3000000.0,1155000000.0,-11000000.0,7396000000.0,10003000000.0,734300000.0,8739000000.0,10519000000.0,1338000000.0,2476000000.0,-5403000000.0,743000000.0,-6000000.0,,,,
2012-09-30,-1101000000.0,,16000000.0,2125000000.0,-714000000.0,319000000.0,-237000000.0,300000000,282000000.0,1311000000.0,337000000.0,0.0,75000000.0,3787000000.0,,293000000.0,3509000000.0,1385000000.0,,5087000000.0,2732000000.0,3951000000.0,2292000000.0,1074000000.0,477000000.0,2367000000.0,2367000000.0,282000000.0,23818000000.0,13692000000.0,-731000000.0,,1838000000.0,,206000000.0,,1506000000.0,57000000.0,,1364000000,13376000000.0,135000000.0,,,276000000.0,2749000000.0,,2767000000.0,128000000.0,8934000000.0,6700000000,42000000.0,255000000.0,2367000000.0,-160000000.0,-290000000.0,856000000,-270000000.0,18107000000.0,6243000000.0,-39000000.0,593000000.0,-9000000.0,7133000000.0,10126000000.0,,8026000000.0,10295000000.0,1385000000.0,709000000.0,-5425000000.0,651000000.0,-7000000.0,,,,
2012-12-31,-258000000.0,,-8000000.0,2308000000.0,-11000000.0,316000000.0,-115000000.0,466000000,454000000.0,554000000.0,641000000.0,0.0,160000000.0,3542000000.0,,207000000.0,3503000000.0,1469000000.0,0.62,4556000000.0,2648000000.0,3346000000.0,2367000000.0,439000000.0,477000000.0,2527000000.0,2527000000.0,454000000.0,23771000000.0,13685000000.0,-617000000.0,722641142.0,1798000000.0,447000000.0,206000000.0,,1912000000.0,58000000.0,,738000000,13153000000.0,-341000000.0,0.628251,,-204000000.0,2207000000.0,,2431000000.0,212000000.0,9027000000.0,5553000000,86000000.0,-171000000.0,2527000000.0,-134000000.0,-297000000.0,937000000,-113000000.0,18264000000.0,5950000000.0,-19000000.0,673000000.0,,7203000000.0,10086000000.0,726900000.0,8068000000.0,10478000000.0,1394000000.0,636000000.0,-5524000000.0,695000000.0,-264000000.0,,,,
2013-03-31,-342000000.0,,22000000.0,2327000000.0,11000000.0,313000000.0,-120000000.0,578000000,561000000.0,597000000.0,629000000.0,0.0,88000000.0,4059000000.0,,253000000.0,3481000000.0,1496000000.0,0.77,4559000000.0,2651000000.0,3587000000.0,2527000000.0,477000000.0,477000000.0,2615000000.0,2615000000.0,561000000.0,23724000000.0,13535000000.0,-708000000.0,720709585.0,1734000000.0,-29000000.0,205000000.0,,1485000000.0,60000000.0,,877000000,13050000000.0,40000000.0,0.7784,,-195000000.0,2373000000.0,,2460000000.0,48000000.0,9083000000.0,5960000000,9000000.0,-31000000.0,2615000000.0,-146000000.0,-296000000.0,1096000000,-158000000.0,18529000000.0,6406000000.0,-26000000.0,831000000.0,,6644000000.0,10189000000.0,725300000.0,8007000000.0,10532000000.0,1426000000.0,668000000.0,-5602000000.0,688000000.0,-6000000.0,,,,
2013-06-30,-598000000.0,,-2000000.0,2304000000.0,-524000000.0,320000000.0,-145000000.0,214000000,194000000.0,995000000.0,591000000.0,0.0,195000000.0,4059000000.0,,297000000.0,3475000000.0,1482000000.0,0.27,4725000000.0,2783000000.0,3776000000.0,2615000000.0,850000000.0,477000000.0,2810000000.0,2810000000.0,194000000.0,23513000000.0,13007000000.0,-745000000.0,715829171.0,1698000000.0,-214000000.0,201000000.0,,1486000000.0,56000000.0,,1086000000,13249000000.0,181000000.0,0.271014,,83000000.0,2568000000.0,,2614000000.0,67000000.0,9117000000.0,6344000000,131000000.0,6000000.0,2810000000.0,-193000000.0,-295000000.0,768000000,-302000000.0,18428000000.0,6299000000.0,-28000000.0,511000000.0,-20000000.0,6950000000.0,10506000000.0,722200000.0,7514000000.0,10116000000.0,1396000000.0,671000000.0,-5642000000.0,667000000.0,-251000000.0,,,,
2013-09-30,-735000000.0,,-3000000.0,1895000000.0,-68000000.0,926000000.0,-298000000.0,808000000,795000000.0,1503000000.0,823000000.0,0.0,465000000.0,4055000000.0,402000000.0,373000000.0,3605000000.0,1499000000.0,1.1,4808000000.0,3184000000.0,4008000000.0,2810000000.0,1205000000.0,477000000.0,3275000000.0,3275000000.0,795000000.0,24711000000.0,13712000000.0,-189000000.0,706660259.0,1672000000.0,-288000000.0,207000000.0,,1587000000.0,60000000.0,,1305000000,13993000000.0,134000000.0,1.12501,,358000000.0,2804000000.0,,2725000000.0,129000000.0,9092000000.0,6812000000,160000000.0,279000000.0,3275000000.0,-316000000.0,-293000000.0,1448000000,-537000000.0,18930000000.0,6368000000.0,-22000000.0,1181000000.0,1000000.0,7625000000.0,10999000000.0,717300000.0,7509000000.0,10585000000.0,1432000000.0,688000000.0,-5487000000.0,1021000000.0,0.0,,,,
2013-12-31,-675000000.0,,-54000000.0,2162000000.0,-25000000.0,776000000.0,-236000000.0,477000000,462000000.0,691000000.0,922000000.0,0.0,-538000000.0,3834000000.0,437000000.0,166000000.0,3639000000.0,1514000000.0,0.65,4429000000.0,2526000000.0,3370000000.0,3275000000.0,455000000.0,477000000.0,2737000000.0,2737000000.0,462000000.0,24124000000.0,14125000000.0,-146000000.0,704388012.0,1839000000.0,446000000.0,209000000.0,,1958000000.0,61000000.0,,722000000,13241000000.0,-151000000.0,0.655889,,-54000000.0,2236000000.0,,2425000000.0,199000000.0,9194000000.0,5606000000,59000000.0,-161000000.0,2737000000.0,-555000000.0,-304000000.0,913000000,-390000000.0,19088000000.0,6133000000.0,-11000000.0,643000000.0,-576000000.0,7108000000.0,9999000000.0,708100000.0,7871000000.0,10741000000.0,1444000000.0,602000000.0,-5555000000.0,671000000.0,-314000000.0,,,,
2014-03-31,-369000000.0,,-557000000.0,2233000000.0,-58000000.0,766000000.0,-161000000.0,554000000,547000000.0,575000000.0,774000000.0,0.0,-13000000.0,3836000000.0,,263000000.0,3692000000.0,1473000000.0,0.77,4563000000.0,2583000000.0,3417000000.0,2737000000.0,414000000.0,477000000.0,2724000000.0,2724000000.0,547000000.0,24346000000.0,14143000000.0,-128000000.0,701571074.0,1810000000.0,-148000000.0,210000000.0,,2661000000.0,51000000.0,,922000000,13821000000.0,76000000.0,0.779679,,-219000000.0,2395000000.0,,2522000000.0,66000000.0,9304000000.0,5812000000,30000000.0,-74000000.0,2724000000.0,-205000000.0,-302000000.0,1078000000,-206000000.0,19333000000.0,5989000000.0,-44000000.0,817000000.0,0.0,7832000000.0,10203000000.0,705200000.0,7875000000.0,10477000000.0,1394000000.0,601000000.0,-5612000000.0,683000000.0,-8000000.0,,,,
2014-06-30,-431000000.0,,18000000.0,2253000000.0,-30000000.0,880000000.0,-176000000.0,738000000,728000000.0,1018000000.0,747000000.0,0.0,325000000.0,3565000000.0,,334000000.0,3737000000.0,1490000000.0,1.03,4772000000.0,2736000000.0,3674000000.0,2724000000.0,842000000.0,477000000.0,3049000000.0,3049000000.0,728000000.0,25115000000.0,14302000000.0,-52000000.0,699153376.0,1768000000.0,-191000000.0,204000000.0,,2975000000.0,53000000.0,,1148000000,14242000000.0,128000000.0,1.041259,,116000000.0,2638000000.0,,2645000000.0,177000000.0,9413000000.0,6312000000,50000000.0,-19000000.0,3049000000.0,-266000000.0,-304000000.0,1329000000,-187000000.0,19757000000.0,5709000000.0,-52000000.0,1072000000.0,-34000000.0,8533000000.0,10813000000.0,703300000.0,7917000000.0,10820000000.0,1424000000.0,626000000.0,-5676000000.0,739000000.0,-1000000.0,,,,
2014-09-30,-1084000000.0,,-2000000.0,2057000000.0,-508000000.0,637000000.0,-194000000.0,415000000,410000000.0,1408000000.0,572000000.0,0.0,100000000.0,3559000000.0,,401000000.0,3802000000.0,1518000000.0,0.58,5019000000.0,2876000000.0,3918000000.0,3049000000.0,1214000000.0,477000000.0,3149000000.0,3149000000.0,410000000.0,24177000000.0,13310000000.0,-575000000.0,696605222.0,1689000000.0,-370000000.0,208000000.0,,2465000000.0,53000000.0,,1371000000,14010000000.0,241000000.0,0.588569,,271000000.0,2889000000.0,,2951000000.0,162000000.0,9411000000.0,6807000000,46000000.0,122000000.0,3149000000.0,-133000000.0,-300000000.0,1077000000,-265000000.0,19867000000.0,5556000000.0,-38000000.0,816000000.0,0.0,8454000000.0,10867000000.0,699600000.0,7182000000.0,10119000000.0,1453000000.0,628000000.0,-5609000000.0,642000000.0,-2516000000.0,,,,
2014-12-31,-146000000.0,,-59000000.0,2121000000.0,6000000.0,1021000000.0,-207000000.0,529000000,525000000.0,571000000.0,555000000.0,0.0,-27000000.0,3289000000.0,,236000000.0,3631000000.0,1469000000.0,0.75,4404000000.0,2640000000.0,3307000000.0,3149000000.0,364000000.0,477000000.0,3122000000.0,3122000000.0,525000000.0,23724000000.0,13241000000.0,-875000000.0,688677106.0,1649000000.0,434000000.0,207000000.0,,3484000000.0,53000000.0,,811000000,14168000000.0,-277000000.0,0.762331,,-192000000.0,2280000000.0,,2468000000.0,285000000.0,8986000000.0,5587000000,27000000.0,-195000000.0,3122000000.0,-376000000.0,-326000000.0,1025000000,-509000000.0,20066000000.0,5291000000.0,-26000000.0,765000000.0,-143000000.0,8877000000.0,10483000000.0,694700000.0,6940000000.0,9513000000.0,1405000000.0,664000000.0,-5355000000.0,836000000.0,-1209000000.0,,,,
2015-03-31,-1269000000.0,,39000000.0,2107000000.0,893000000.0,694000000.0,-152000000.0,979000000,973000000.0,358000000.0,543000000.0,0.0,134000000.0,3272000000.0,466000000.0,625000000.0,3570000000.0,1415000000.0,1.42,4299000000.0,2595000000.0,3234000000.0,3122000000.0,206000000.0,477000000.0,3256000000.0,3256000000.0,973000000.0,22968000000.0,12624000000.0,-1273000000.0,673858557.0,1555000000.0,-26000000.0,205000000.0,,3358000000.0,49000000.0,,751000000,14000000000.0,-33000000.0,1.443923,,-338000000.0,2166000000.0,,2407000000.0,410000000.0,8911000000.0,5400000000,40000000.0,-56000000.0,3256000000.0,1177000000.0,-321000000.0,1858000000,-842000000.0,20718000000.0,5230000000.0,-60000000.0,1604000000.0,-2000000.0,8770000000.0,10344000000.0,684100000.0,6805000000.0,8918000000.0,1318000000.0,661000000.0,-5341000000.0,682000000.0,-1710000000.0,,,,
2015-06-30,-157000000.0,,8000000.0,2144000000.0,-34000000.0,705000000.0,-157000000.0,574000000,564000000.0,499000000.0,637000000.0,0.0,137000000.0,4290000000.0,,222000000.0,3610000000.0,1364000000.0,0.84,4272000000.0,2678000000.0,3269000000.0,3256000000.0,342000000.0,477000000.0,3393000000.0,3393000000.0,564000000.0,23464000000.0,12820000000.0,-1056000000.0,663311878.0,1575000000.0,65000000.0,201000000.0,,3179000000.0,49000000.0,,870000000,14665000000.0,23000000.0,0.850279,,0.0,2234000000.0,,2402000000.0,53000000.0,9052000000.0,5503000000,105000000.0,-14000000.0,3393000000.0,-254000000.0,-313000000.0,1046000000,-690000000.0,20969000000.0,6353000000.0,0.0,796000000.0,-105000000.0,8312000000.0,10644000000.0,668900000.0,6930000000.0,8749000000.0,1276000000.0,667000000.0,-5442000000.0,835000000.0,-655000000.0,,,,
2015-09-30,-1376000000.0,,-7000000.0,1847000000.0,34000000.0,275000000.0,-169000000.0,651000000,648000000.0,1101000000.0,408000000.0,0.0,-339000000.0,4289000000.0,,345000000.0,3585000000.0,1361000000.0,0.98,4319000000.0,2803000000.0,3446000000.0,3393000000.0,932000000.0,477000000.0,3054000000.0,3054000000.0,648000000.0,22088000000.0,12039000000.0,-1617000000.0,654608521.0,1526000000.0,-169000000.0,202000000.0,,2553000000.0,49000000.0,,1007000000,13960000000.0,0.0,0.989905,-64000000.0,388000000.0,2368000000.0,,2358000000.0,86000000.0,8931000000.0,5814000000,39000000.0,249000000.0,3054000000.0,44000000.0,-309000000.0,1247000000,-460000000.0,21308000000.0,6160000000.0,-126000000.0,996000000.0,-74000000.0,7800000000.0,10049000000.0,658100000.0,6653000000.0,8081000000.0,1185000000.0,602000000.0,-5346000000.0,829000000.0,-216000000.0,,,,
2015-12-31,-211000000.0,,-4000000.0,1903000000.0,-50000000.0,270000000.0,-145000000.0,352000000,349000000.0,487000000.0,453000000.0,0.0,55000000.0,4043000000.0,,151000000.0,3520000000.0,1290000000.0,0.53,3842000000.0,2616000000.0,2824000000.0,3054000000.0,342000000.0,477000000.0,3109000000.0,3109000000.0,349000000.0,21552000000.0,11858000000.0,-1738000000.0,643099581.0,1467000000.0,433000000.0,202000000.0,,3409000000.0,54000000.0,,599000000,14055000000.0,-270000000.0,0.542684,,-145000000.0,1889000000.0,,2075000000.0,102000000.0,8905000000.0,4713000000,78000000.0,-78000000.0,3109000000.0,-163000000.0,-310000000.0,759000000,-507000000.0,21347000000.0,5853000000.0,-12000000.0,503000000.0,-6000000.0,8202000000.0,9694000000.0,652500000.0,6601000000.0,7456000000.0,1226000000.0,533000000.0,-5385000000.0,840000000.0,-251000000.0,,,,
2016-03-31,-514000000.0,,-1000000.0,1950000000.0,-61000000.0,249000000.0,-102000000.0,377000000,369000000.0,719000000.0,453000000.0,0.0,213000000.0,4062000000.0,,231000000.0,3523000000.0,1279000000.0,0.57,3874000000.0,2722000000.0,2934000000.0,3109000000.0,617000000.0,477000000.0,3322000000.0,3322000000.0,369000000.0,21764000000.0,11851000000.0,-1582000000.0,643261142.0,1437000000.0,3000000.0,195000000.0,,3232000000.0,54000000.0,,715000000,14021000000.0,95000000.0,0.57364,,88000000.0,1994000000.0,,2140000000.0,88000000.0,9034000000.0,4928000000,59000000.0,-22000000.0,3322000000.0,-25000000.0,-306000000.0,857000000,-48000000.0,21410000000.0,5839000000.0,82000000.0,608000000.0,-5000000.0,8182000000.0,9913000000.0,644700000.0,6642000000.0,7692000000.0,1218000000.0,548000000.0,-5511000000.0,767000000.0,-829000000.0,,,,
2016-06-30,-325000000.0,,-8000000.0,1949000000.0,-41000000.0,263000000.0,-107000000.0,490000000,479000000.0,718000000.0,461000000.0,0.0,194000000.0,4062000000.0,,254000000.0,3521000000.0,1264000000.0,0.74,4014000000.0,2797000000.0,3032000000.0,3322000000.0,611000000.0,477000000.0,3516000000.0,3516000000.0,479000000.0,22082000000.0,11862000000.0,-1564000000.0,643402613.0,1411000000.0,-152000000.0,192000000.0,,3220000000.0,53000000.0,,830000000,14127000000.0,88000000.0,0.744479,,22000000.0,2094000000.0,514000000.0,2230000000.0,79000000.0,9115000000.0,5126000000,44000000.0,6000000.0,3516000000.0,-185000000.0,-306000000.0,989000000,0.0,21583000000.0,5801000000.0,-27000000.0,744000000.0,-51000000.0,8326000000.0,10220000000.0,645200000.0,6667000000.0,7901000000.0,1203000000.0,547000000.0,-5594000000.0,741000000.0,-346000000.0,,,,
2016-09-30,-995000000.0,,-6000000.0,1208000000.0,-58000000.0,4041000000.0,-93000000.0,400000000,438000000.0,957000000.0,210000000.0,1601000000.0,-334000000.0,4062000000.0,,61000000.0,2931000000.0,-285000000.0,0.68,2701000000.0,2126000000.0,-530000000.0,3516000000.0,864000000.0,477000000.0,3182000000.0,3182000000.0,438000000.0,21743000000.0,11783000000.0,-1999000000.0,642796490.0,902000000.0,-122000000.0,-21000000.0,,2584000000.0,54000000.0,,570000000,14125000000.0,65000000.0,0.681398,0.0,128000000.0,285000000.0,,1517000000.0,180000000.0,7327000000.0,-245000000,104000000.0,152000000.0,3182000000.0,-253000000.0,-305000000.0,494000000,-46000000.0,21716000000.0,6117000000.0,-13000000.0,461000000.0,-70000000.0,8008000000.0,9960000000.0,645100000.0,3909000000.0,7568000000.0,-183000000.0,482000000.0,-4396000000.0,669000000.0,-36000000.0,,,,
2016-12-31,-2920000000.0,,-43000000.0,1278000000.0,-11000000.0,993000000.0,-100000000.0,370000000,309000000.0,238000000.0,213000000.0,289000000.0,969000000.0,3815000000.0,,94000000.0,2861000000.0,844000000.0,0.479297,2426000000.0,1872000000.0,1851000000.0,3182000000.0,138000000.0,477000000.0,4151000000.0,4151000000.0,309000000.0,17471000000.0,8594000000.0,-2030000000.0,644694794.0,879000000.0,212000000.0,143000000.0,,254000000.0,52000000.0,,521000000,9717000000.0,-119000000.0,0.479297,,-138000000.0,1365000000.0,,1335000000.0,396000000.0,7293000000.0,3216000000,35000000.0,-103000000.0,4151000000.0,3758000000.0,-311000000.0,659000000,0.0,21714000000.0,5571000000.0,-20000000.0,464000000.0,-16000000.0,4146000000.0,8877000000.0,644694794.0,3861000000.0,7713000000.0,822000000.0,468000000.0,-4432000000.0,552000000.0,-2566000000.0,,,,
2017-03-31,-362000000.0,,72000000.0,1331000000.0,-62000000.0,191000000.0,-94000000.0,384000000,292000000.0,172000000.0,182000000.0,0.0,888000000.0,3816000000.0,,181000000.0,2880000000.0,889000000.0,0.45,2479000000.0,1952000000.0,2017000000.0,4151000000.0,78000000.0,477000000.0,5039000000.0,5039000000.0,292000000.0,17277000000.0,7831000000.0,-1690000000.0,644380547.0,869000000.0,-22000000.0,140000000.0,,252000000.0,50000000.0,,668000000,9220000000.0,19000000.0,0.453148,,12000000.0,1557000000.0,,1368000000.0,199000000.0,7405000000.0,3574000000,65000000.0,-34000000.0,5039000000.0,1033000000.0,-310000000.0,755000000,-120000000.0,21696000000.0,5449000000.0,-30000000.0,565000000.0,0.0,3771000000.0,9446000000.0,644800000.0,3891000000.0,8006000000.0,868000000.0,499000000.0,-4525000000.0,597000000.0,-4000000.0,,,,
2017-06-30,505000000.0,,3000000.0,1891000000.0,-53000000.0,380000000.0,-106000000.0,419000000,413000000.0,648000000.0,426000000.0,0.0,-1899000000.0,3797000000.0,,202000000.0,3304000000.0,965000000.0,0.64,2926000000.0,2175000000.0,2361000000.0,5039000000.0,542000000.0,477000000.0,3140000000.0,3140000000.0,413000000.0,19402000000.0,10848000000.0,-1575000000.0,639966841.0,1868000000.0,-71000000.0,171000000.0,,1363000000.0,49000000.0,,713000000,11380000000.0,93000000.0,0.645346,,142000000.0,1678000000.0,,1613000000.0,219000000.0,7921000000.0,4039000000,56000000.0,12000000.0,3140000000.0,-3100000000.0,-309000000.0,841000000,-280000000.0,21800000000.0,6010000000.0,-30000000.0,621000000.0,-2975000000.0,5370000000.0,8554000000.0,643800000.0,5296000000.0,7966000000.0,931000000.0,846000000.0,-4617000000.0,597000000.0,1091000000.0,,,,
2017-09-30,-814000000.0,,-5000000.0,1696000000.0,-24000000.0,810000000.0,-176000000.0,502000000,504000000.0,854000000.0,425000000.0,56000000.0,-78000000.0,3794000000.0,,183000000.0,3321000000.0,1056000000.0,0.78,3072000000.0,2286000000.0,2631000000.0,3140000000.0,678000000.0,477000000.0,3062000000.0,3062000000.0,504000000.0,19589000000.0,11337000000.0,-1019000000.0,641691971.0,1890000000.0,-144000000.0,182000000.0,,862000000.0,50000000.0,,748000000,10819000000.0,142000000.0,0.785424,,144000000.0,1804000000.0,,1776000000.0,65000000.0,7873000000.0,4435000000,108000000.0,157000000.0,3062000000.0,-177000000.0,-309000000.0,917000000,0.0,21995000000.0,5774000000.0,-26000000.0,685000000.0,1000000.0,5045000000.0,8252000000.0,641691971.0,5316000000.0,8718000000.0,997000000.0,886000000.0,-4552000000.0,349000000.0,-500000000.0,,,,
2017-12-31,-31000000.0,,-30000000.0,1845000000.0,-32000000.0,693000000.0,-96000000.0,394000000,392000000.0,447000000.0,244000000.0,0.0,34000000.0,3375000000.0,,109000000.0,3279000000.0,1048000000.0,0.61,2881000000.0,2286000000.0,2195000000.0,3062000000.0,351000000.0,477000000.0,3096000000.0,3096000000.0,392000000.0,19858000000.0,11706000000.0,-992000000.0,634221544.0,2118000000.0,216000000.0,187000000.0,,2093000000.0,49000000.0,,573000000,11470000000.0,-129000000.0,0.618081,,-160000000.0,1621000000.0,,1596000000.0,217000000.0,7930000000.0,3816000000,26000000.0,-149000000.0,3096000000.0,-392000000.0,-311000000.0,739000000,-500000000.0,22079000000.0,5278000000.0,-18000000.0,503000000.0,-513000000.0,6192000000.0,8152000000.0,640500000.0,5616000000.0,8349000000.0,992000000.0,1000000000.0,-4651000000.0,330000000.0,-251000000.0,,,,
