date,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
2012-12-31,0.0,2189661000,-18884000.0,29979000,-27504000.0,75543000.0,68180000.0,22773000.0,,2004872000.0,1761000.0,468000.0,2749580000.0,730177000.0,1542728000.0,,258887000.0,-669711000.0,,-1098000.0,28522000,219000.0,906371000.0,2114118000.0,283540000.0,1274695000.0,,0.0,386444000.0,45564000.0,29102000.0,0.09,,1148870000.0,125825000.0,45564000.0,22350000,-257703000.0,27042000.0,-28217000.0,15886000.0,-2103000.0,0.0,26496000.0,950296000.0,-1968000.0,22773000.0,45523000.0,0.0,-1559659000.0,258726000.0,,13150000.0,43663000.0,,-20324000.0,1189921000.0,2026000.0,0.0,1530000.0,15446000.0,0.0,-10965000.0,2913869000.0,38266000.0,1371141000.0,68180000.0,68180000.0,0.09,0.0,39003000.0,-68511000.0,325801000.0,55030000.0,2590000.0,,
2013-03-31,0.0,2036929000,-63149000.0,74442000,-24118000.0,118434000.0,43560000.0,54582000.0,-30629000.0,1944152000.0,114000.0,0.0,2771013000.0,702622000.0,1559742000.0,,258953000.0,-615129000.0,,,119593000,548000.0,971911000.0,1918495000.0,205814000.0,1241530000.0,,0.0,394235000.0,43992000.0,-17061000.0,0.21,,1126477000.0,115053000.0,43992000.0,54228000,-311005000.0,26832000.0,-25778000.0,74358000.0,-22505000.0,0.0,24821000.0,972358000.0,7145000.0,54582000.0,42789000.0,,-1589495000.0,258823000.0,,-24620000.0,20639000.0,,2754000.0,1181518000.0,56982000.0,0.0,2820000.0,-5139000.0,,-5183000.0,2918335000.0,36831000.0,1358593000.0,43560000.0,43560000.0,0.21,,37790000.0,-58101000.0,238289000.0,68180000.0,2590000.0,,
2013-06-30,0.0,2184119000,50773000.0,238409000,-21968000.0,282508000.0,78231000.0,190705000.0,37726000.0,1732494000.0,114000.0,10592000.0,2771120000.0,733524000.0,1585159000.0,,259158000.0,-424424000.0,,,229640000,1055000.0,1189062000.0,1901611000.0,285075000.0,998970000.0,,0.0,394353000.0,44099000.0,16482000.0,0.74,,911939000.0,87031000.0,44099000.0,190791000,-447246000.0,28830000.0,-23191000.0,393000.0,-230146000.0,0.0,22965000.0,952191000.0,-9476000.0,190705000.0,38941000.0,,-1604135000.0,258826000.0,,34671000.0,290288000.0,,15884000.0,1166985000.0,206675000.0,0.0,766000.0,267097000.0,,-2471000.0,2923914000.0,35395000.0,1338755000.0,78231000.0,78231000.0,0.74,,38149000.0,-32710000.0,332978000.0,43560000.0,2590000.0,,
2013-09-30,0.0,2142815000,79757000.0,192776000,-26877000.0,236573000.0,330316000.0,160917000.0,62798000.0,1755852000.0,114000.0,0.0,2790649000.0,759267000.0,1817652000.0,,259386000.0,-263507000.0,,,224929000,812000.0,1351104000.0,1906242000.0,302095000.0,996585000.0,,0.0,411456000.0,43797000.0,40000000.0,0.62,,912019000.0,84566000.0,43797000.0,161024000,-32000.0,25320000.0,-27324000.0,396000.0,-5038000.0,-5006000.0,20413000.0,911086000.0,-6332000.0,160917000.0,38831000.0,,-1631291000.0,258826000.0,,252085000.0,285789000.0,,5578000.0,1159358000.0,166602000.0,0.0,3545000.0,258465000.0,,-17804000.0,3109421000.0,33960000.0,1291769000.0,330316000.0,330316000.0,0.62,0.0,37914000.0,-32397000.0,375927000.0,78231000.0,2590000.0,,
2013-12-31,-96902000.0,2047285000,102333000.0,158897000,-108825000.0,207924000.0,508206000.0,143351000.0,-20270000.0,1679800000.0,114000.0,0.0,2769603000.0,1083398000.0,1928982000.0,,259466000.0,-120156000.0,,,199158000,930000.0,1489818000.0,1839361000.0,283355000.0,596402000.0,,0.0,379066000.0,49027000.0,103254000.0,0.55,,501999000.0,80459000.0,49027000.0,143670000,-295000.0,7033000.0,-39930000.0,410234000.0,7475000.0,7770000.0,18807000.0,808832000.0,2960000.0,143351000.0,40163000.0,0.0,-1617792000.0,258826000.0,13944000.0,177890000.0,281817000.0,,11000.0,1151811000.0,143681000.0,0.0,1729000.0,241887000.0,96902000.0,32693000.0,3172402000.0,32525000.0,1243420000.0,605108000.0,508206000.0,0.55,0.0,36670000.0,-45735000.0,374294000.0,330316000.0,2590000.0,,
2014-03-31,-37000000.0,2018065000,56660000.0,169905000,13701000.0,215106000.0,514975000.0,98117000.0,5833000.0,1484428000.0,114000.0,,2811656000.0,884471000.0,1823950000.0,,259446000.0,-22039000.0,,,207932000,1022000.0,1583135000.0,1802959000.0,180988000.0,599957000.0,,0.0,369503000.0,45201000.0,14310000.0,0.38,,502077000.0,87428000.0,45201000.0,98187000,-204913000.0,5849000.0,-47760000.0,251457000.0,-204913000.0,0.0,19473000.0,793516000.0,-1044000.0,98117000.0,33895000.0,,-1646222000.0,258923000.0,10452000.0,6769000.0,195701000.0,,52012000.0,1165434000.0,150199000.0,,6638000.0,147941000.0,37005000.0,2145000.0,3070417000.0,31089000.0,1246467000.0,551980000.0,514975000.0,0.38,96950000.0,38260000.0,-51557000.0,339977000.0,508206000.0,2590000.0,,
2014-06-30,0.0,2186816000,73656000.0,300868000,-3208000.0,349475000.0,527412000.0,190360000.0,19085000.0,1411926000.0,114000.0,120846000.0,2827764000.0,819682000.0,1863695000.0,,259574000.0,168321000.0,,,304234000,1355000.0,1771228000.0,1837341000.0,290859000.0,592244000.0,,0.0,409242000.0,48607000.0,-42567000.0,0.73,,502039000.0,90205000.0,48607000.0,190445000,-205252000.0,5415000.0,-43054000.0,257000.0,-204920000.0,332000.0,14562000.0,837333000.0,2374000.0,190360000.0,31664000.0,,-1653896000.0,258977000.0,0.0,12437000.0,220490000.0,,99227000.0,1173868000.0,289672000.0,,8562000.0,177436000.0,0.0,-31847000.0,3186425000.0,29654000.0,1322730000.0,527412000.0,527412000.0,0.73,37000000.0,38261000.0,-55179000.0,392098000.0,514975000.0,2590000.0,,
2014-09-30,-18100000.0,2268048000,83266000.0,405636000,-36470000.0,450265000.0,868597000.0,255984000.0,11768000.0,1474989000.0,114000.0,176153000.0,2865239000.0,884384000.0,2181170000.0,,259522000.0,424305000.0,,0.0,437087000,1127000.0,2027703000.0,1817783000.0,307153000.0,590605000.0,,0.0,413642000.0,44629000.0,17918000.0,0.99,,502115000.0,88490000.0,44629000.0,255803000,-34000.0,1419000.0,-40535000.0,260000.0,-34000.0,0.0,11372000.0,817892000.0,-5939000.0,255984000.0,30766000.0,,-1684825000.0,258999000.0,0.0,341185000.0,386217000.0,,133693000.0,1180414000.0,389496000.0,0.0,6362000.0,345682000.0,0.0,-6083000.0,3505782000.0,28219000.0,1324612000.0,868597000.0,868597000.0,0.99,18100000.0,36219000.0,-55815000.0,385748000.0,527412000.0,2590000.0,,
2014-12-31,0.0,2110436000,-136988000.0,328992000,-37408000.0,379149000.0,576143000.0,167187000.0,8147000.0,922262000.0,1901000.0,3068000.0,2873069000.0,744858000.0,1885079000.0,,,591492000.0,,158562000.0,352798000,1424000.0,2193895000.0,1731287000.0,165701000.0,177404000.0,,0.0,376518000.0,50157000.0,20977000.0,,,3980000.0,97208000.0,50157000.0,167003000,-500035000.0,1419000.0,-40094000.0,47582000.0,-495728000.0,4307000.0,36690000.0,790305000.0,-21130000.0,167187000.0,24406000.0,,-1690274000.0,,76216000.0,-292454000.0,264284000.0,,106021000.0,1182795000.0,273024000.0,0.0,22683000.0,224190000.0,0.0,26259000.0,3119063000.0,26783000.0,1233984000.0,576143000.0,576143000.0,,0.0,43084000.0,-62541000.0,351969000.0,868597000.0,2590000.0,,
2015-03-31,0.0,2052919000,46159000.0,327613000,-31724000.0,377120000.0,478037000.0,204215000.0,-28702000.0,2082813000.0,797000.0,41475000.0,2902676000.0,756189000.0,1753636000.0,-1498470000.0,259929000.0,-702763000.0,,-2408000.0,356694000,797000.0,906183000.0,1675799000.0,173499000.0,1326624000.0,,0.0,361820000.0,49507000.0,-2313000.0,0.79,,1150441000.0,102275000.0,49507000.0,204193000,-533669000.0,1419000.0,-32591000.0,41224000.0,-353167000.0,-1028000.0,4855000.0,788722000.0,-8561000.0,204215000.0,31488000.0,,-1721268000.0,259653000.0,73908000.0,-98106000.0,296086000.0,,111494000.0,1181408000.0,315687000.0,,4522000.0,263495000.0,,13289000.0,2991880000.0,25348000.0,1238244000.0,478037000.0,478037000.0,0.79,0.0,36152000.0,-64629000.0,370815000.0,576143000.0,2597000.0,,
2015-06-30,0.0,2053876000,21088000.0,383186000,-53855000.0,432020000.0,574194000.0,241489000.0,82662000.0,1987288000.0,471000.0,22902000.0,2896416000.0,818565000.0,1903719000.0,0.0,259897000.0,-461274000.0,,-2373000.0,421160000,471000.0,1156934000.0,1621856000.0,187148000.0,1168723000.0,,0.0,341883000.0,48834000.0,5505000.0,0.93,,1000420000.0,87467000.0,48834000.0,241624000,-150036000.0,6580000.0,-55103000.0,37069000.0,-151306000.0,-1270000.0,11514000.0,787113000.0,-2221000.0,241489000.0,30489000.0,,-1707295000.0,259685000.0,80836000.0,96157000.0,292017000.0,,129104000.0,1189121000.0,370728000.0,,21205000.0,236914000.0,,21725000.0,3147241000.0,23912000.0,1243522000.0,574194000.0,574194000.0,0.93,0.0,38918000.0,-55838000.0,432405000.0,478037000.0,2597000.0,,
2015-09-30,0.0,2112529000,99756000.0,231924000,-404248000.0,284544000.0,396719000.0,137062000.0,38199000.0,2099190000.0,864000.0,20874000.0,3079846000.0,906099000.0,1756198000.0,0.0,259503000.0,-324400000.0,,-2433000.0,262164000,864000.0,1239616000.0,1827985000.0,194234000.0,1193091000.0,174431000.0,-373532000.0,359267000.0,52620000.0,13970000.0,0.53,,1000398000.0,103104000.0,52620000.0,137095000,-37000.0,6555000.0,-42154000.0,43782000.0,-41438000.0,-2190000.0,10501000.0,841273000.0,-11494000.0,137062000.0,31813000.0,,-1732607000.0,259280000.0,89589000.0,-177475000.0,268211000.0,,73153000.0,1347239000.0,210248000.0,0.0,11337000.0,226057000.0,,5680000.0,3341858000.0,32177000.0,1585660000.0,396719000.0,396719000.0,0.53,0.0,41415000.0,-66002000.0,490557000.0,574194000.0,2597000.0,,
2015-12-31,0.0,1960780000,-22040000.0,107773000,-44859000.0,160693000.0,439638000.0,63148000.0,-30277000.0,2056633000.0,843000.0,13228000.0,3100144000.0,846960000.0,1746224000.0,0.0,255478000.0,-261252000.0,-54153000.0,36726000.0,106773000,843000.0,1258856000.0,1800087000.0,314966000.0,1209673000.0,156565000.0,0.0,351662000.0,52920000.0,39916000.0,0.25,,985509000.0,92282000.0,52920000.0,63050000,-38000.0,6555000.0,-45916000.0,28812000.0,-32736000.0,-1402000.0,10678000.0,801357000.0,-1587000.0,63148000.0,15672000.0,,-1747615000.0,255216000.0,131882000.0,42919000.0,120514000.0,0.0,33045000.0,1352529000.0,96095000.0,0.0,5436000.0,74598000.0,0.0,20600000.0,3318443000.0,47453000.0,1572219000.0,439638000.0,439638000.0,0.25,0.0,42490000.0,-58930000.0,489954000.0,396719000.0,2597000.0,,
2016-03-31,,1962937000,16925000.0,188774000,-36464000.0,237562000.0,574888000.0,118371000.0,-55990000.0,2015561000.0,880000.0,20810000.0,3133344000.0,795330000.0,1813842000.0,0.0,255147000.0,-142881000.0,-2657000.0,-215000.0,235039000,880000.0,1368595000.0,1725375000.0,194972000.0,1220231000.0,161578000.0,0.0,340080000.0,48788000.0,22829000.0,0.46,,986400000.0,101076000.0,48788000.0,118011000,-16055000.0,6555000.0,-37074000.0,80309000.0,-6149000.0,3678000.0,12033000.0,778528000.0,3181000.0,118371000.0,15982000.0,,-1782454000.0,254807000.0,132755000.0,135250000.0,177863000.0,,62604000.0,1350890000.0,180615000.0,,4866000.0,140789000.0,,-1894000.0,3386750000.0,44458000.0,1572908000.0,574888000.0,574888000.0,0.46,,42391000.0,-65785000.0,411204000.0,439638000.0,2597000.0,,
2016-06-30,,2028315000,-82091000.0,236611000,-49417000.0,286131000.0,41047000.0,152886000.0,32962000.0,2189257000.0,989000.0,38771000.0,3213456000.0,824622000.0,1408991000.0,-699915000.0,254944000.0,-689910000.0,-4671000.0,-485000.0,289280000,989000.0,815943000.0,1742184000.0,198537000.0,1364635000.0,125607000.0,0.0,335062000.0,49520000.0,-54037000.0,0.6,,1117979000.0,101780000.0,49520000.0,153042000,-269321000.0,6549000.0,-56904000.0,55483000.0,-595545000.0,-680000.0,11548000.0,832565000.0,5694000.0,152886000.0,15954000.0,,-1798561000.0,254554000.0,144876000.0,-533841000.0,111121000.0,,78398000.0,1414895000.0,231440000.0,,20038000.0,54217000.0,,8504000.0,3007950000.0,42503000.0,1598959000.0,41047000.0,41047000.0,0.6,,46292000.0,-67726000.0,411359000.0,574888000.0,2597000.0,,
2016-09-30,,2031721000,95242000.0,164101000,-77243000.0,210217000.0,85994000.0,98657000.0,15216000.0,2085482000.0,3535000.0,43258000.0,3271589000.0,844329000.0,1369895000.0,0.0,254920000.0,-591253000.0,-13078000.0,-585000.0,207318000,3535000.0,906935000.0,1821504000.0,188693000.0,1241153000.0,125607000.0,0.0,339256000.0,46116000.0,35756000.0,0.39,,1004840000.0,91890000.0,46116000.0,98527000,-278312000.0,6049000.0,-79462000.0,67881000.0,-119935000.0,7252000.0,11959000.0,796808000.0,-2680000.0,98657000.0,15887000.0,,-1821237000.0,254460000.0,144423000.0,44947000.0,242125000.0,,51060000.0,1450352000.0,149587000.0,,13313000.0,162663000.0,,-9249000.0,3002289000.0,40548000.0,1632394000.0,85994000.0,85994000.0,0.39,,45772000.0,-65848000.0,431886000.0,41047000.0,2597000.0,,
2016-12-31,,1908150000,108903000.0,125093000,-98538000.0,180450000.0,120328000.0,70618000.0,46239000.0,2111471000.0,698000.0,20990000.0,3354504000.0,868301000.0,1322368000.0,0.0,251395000.0,-520635000.0,-97551000.0,-2139000.0,121374000,698000.0,887344000.0,1727700000.0,290699000.0,1243170000.0,125607000.0,0.0,321083000.0,55357000.0,-16453000.0,0.28,,1011858000.0,88661000.0,55357000.0,70149000,-58534000.0,5259000.0,-99027000.0,94000.0,-91502000.0,-1000.0,10381000.0,813262000.0,-3942000.0,70618000.0,15710000.0,,-1848564000.0,250853000.0,142651000.0,34334000.0,224374000.0,,40844000.0,1505940000.0,110993000.0,,6827000.0,125347000.0,,38256000.0,3008218000.0,38593000.0,1685850000.0,120328000.0,120328000.0,0.28,,46060000.0,-64243000.0,556518000.0,85994000.0,2597000.0,,
2017-03-31,,2020492000,-100452000.0,152352000,-474004000.0,215205000.0,35177000.0,93921000.0,-18072000.0,2510994000.0,1460000.0,50993000.0,3598809000.0,916793000.0,1419335000.0,,248926000.0,-426714000.0,-14641000.0,13330000.0,205140000,1460000.0,969406000.0,1805287000.0,188169000.0,1594201000.0,222778000.0,0.0,356385000.0,62853000.0,-54448000.0,0.38,,1346990000.0,88717000.0,62853000.0,94463000,-330772000.0,5015000.0,-114487000.0,78586000.0,322420000.0,5038000.0,12386000.0,924169000.0,2096000.0,93921000.0,16509000.0,,-1888966000.0,248692000.0,158494000.0,-90130000.0,61454000.0,-359698000.0,47901000.0,1709843000.0,142364000.0,,4839000.0,-53033000.0,,-33681000.0,3490345000.0,121880000.0,2071010000.0,30762000.0,30762000.0,0.38,,50390000.0,-62921000.0,483717000.0,125307000.0,2602000.0,,
2017-06-30,,2251604000,-56842000.0,363751000,-58378000.0,425387000.0,324285000.0,233641000.0,-16493000.0,2646905000.0,487000.0,93910000.0,3626007000.0,982177000.0,1788271000.0,,248973000.0,-193073000.0,0.0,13574000.0,420507000,487000.0,1199720000.0,1826217000.0,205174000.0,1664728000.0,175444000.0,0.0,398269000.0,61636000.0,-43409000.0,0.94,,1404264000.0,89422000.0,61636000.0,234073000,-255284000.0,5542000.0,-59663000.0,87062000.0,92806000.0,-2777000.0,15935000.0,967577000.0,-1569000.0,233641000.0,17484000.0,,-1904059000.0,248753000.0,171042000.0,289108000.0,254680000.0,0.0,113218000.0,1721948000.0,347291000.0,,11922000.0,195017000.0,,-40003000.0,3857002000.0,153855000.0,2068731000.0,303937000.0,303937000.0,0.94,,57281000.0,-66735000.0,461574000.0,35177000.0,2602000.0,,
2017-09-30,,2793885000,-52497000.0,376393000,-381917000.0,478584000.0,406630000.0,232680000.0,-1540000.0,4353049000.0,1920000.0,191432000.0,4590433000.0,1420338000.0,2350656000.0,0.0,248988000.0,39606000.0,0.0,-1136000.0,473299000,507000.0,1700319000.0,2315301000.0,243755000.0,2932711000.0,995582000.0,0.0,613953000.0,102191000.0,-51949000.0,0.94,,2548575000.0,98098000.0,102191000.0,238313000,-23622000.0,2777000.0,-84214000.0,139000000.0,-25395000.0,-1773000.0,24636000.0,1196201000.0,-2176000.0,238773000.0,20007000.0,,-2514086000.0,248753000.0,286038000.0,-89871000.0,302357000.0,-298822000.0,113396000.0,2076347000.0,351709000.0,,4170000.0,218143000.0,,-72793000.0,6063285000.0,620693000.0,3712629000.0,401789000.0,401789000.0,0.93,,96954000.0,-36517000.0,660339000.0,324285000.0,2602000.0,,
2017-12-31,,2742352000,59072000.0,156296000,-77773000.0,261804000.0,589531000.0,134337000.0,13278000.0,4392991000.0,775000.0,222073000.0,4665472000.0,1452523000.0,2516288000.0,0.0,248994000.0,173943000.0,0.0,-75731000.0,160646000,566000.0,1846156000.0,2480548000.0,417342000.0,2940468000.0,1001889000.0,1845000.0,568429000.0,105508000.0,-57593000.0,0.54,,2635617000.0,96359000.0,105508000.0,133925000,-772511000.0,708000.0,-81508000.0,47775000.0,76564000.0,-9081000.0,40868000.0,1255070000.0,220000.0,134337000.0,18165000.0,,-2570325000.0,248753000.0,208492000.0,182901000.0,182830000.0,0.0,-14147000.0,2095147000.0,119778000.0,,4059000.0,101322000.0,,64308000.0,6248652000.0,617163000.0,3732364000.0,581510000.0,581510000.0,0.54,,73167000.0,-31140000.0,765333000.0,406630000.0,2602000.0,,
2018-03-31,,2746678000,-194429000.0,202382000,-75660000.0,287665000.0,591468000.0,119418000.0,-29171000.0,4363868000.0,-91000.0,122613000.0,4771832000.0,1441096000.0,2592561000.0,,248989000.0,293361000.0,0.0,-4735000.0,275722000,1273000.0,2024456000.0,2459013000.0,200735000.0,2922772000.0,1033126000.0,,608627000.0,85283000.0,19541000.0,0.48,29304000.0,2625698000.0,84758000.0,85283000.0,119224000,-433550000.0,,-76681000.0,197894000.0,70288000.0,1497000.0,50300000.0,1242352000.0,2549000.0,119418000.0,18629000.0,,-2650202000.0,248838000.0,212316000.0,1937000.0,640000.0,0.0,36997000.0,2121630000.0,156221000.0,,10240000.0,-76041000.0,,-61945000.0,6397635000.0,628414000.0,3805074000.0,580811000.0,580811000.0,0.48,,69201000.0,26469000.0,724463000.0,589531000.0,2604000.0,,
2018-06-30,,2836713000,129759000.0,186247000,-78323000.0,274222000.0,674027000.0,106541000.0,133162000.0,4248151000.0,78000.0,60174000.0,4767311000.0,1387059000.0,2590880000.0,,249057000.0,399902000.0,,-7192000.0,255411000,4360000.0,2045304000.0,2562491000.0,230226000.0,2861092000.0,982560000.0,,560957000.0,87975000.0,40762000.0,0.43,32200000.0,2584486000.0,80045000.0,87975000.0,106344000,-239902000.0,,-78507000.0,105463000.0,-139828000.0,-1647000.0,40267000.0,1190017000.0,-5948000.0,106541000.0,18276000.0,,-2653358000.0,248981000.0,196561000.0,82559000.0,303349000.0,,38522000.0,2113953000.0,144866000.0,,42839000.0,224842000.0,,30032000.0,6302569000.0,593751000.0,3711689000.0,640842000.0,640842000.0,0.43,,70278000.0,-63584000.0,767884000.0,591468000.0,2604000.0,,
2018-09-30,,2697604000,5649000.0,85603000,-75185000.0,169741000.0,415840000.0,29310000.0,-25884000.0,3908895000.0,79000.0,42369000.0,4758505000.0,1323136000.0,2282733000.0,,249179000.0,429212000.0,,9780000.0,167616000,3626000.0,2058276000.0,2527863000.0,236700000.0,2585759000.0,971611000.0,,526715000.0,84138000.0,4484000.0,0.12,28873000.0,2302194000.0,70230000.0,84138000.0,29463000,-397989000.0,,-76687000.0,86825000.0,-304334000.0,-5373000.0,35334000.0,1182962000.0,5801000.0,29310000.0,17162000.0,,-2637859000.0,248981000.0,205604000.0,-258187000.0,121291000.0,,30848000.0,2120646000.0,60311000.0,,13739000.0,44604000.0,,28476000.0,5976438000.0,581119000.0,3693705000.0,401306000.0,401306000.0,0.12,,71971000.0,-83548000.0,747530000.0,674027000.0,2604000.0,,
2018-12-31,,2656789000,-44264000.0,26219000,-109723000.0,111848000.0,361578000.0,-7324000.0,8727000.0,3911617000.0,78000.0,8221000.0,4841046000.0,1296223000.0,2234657000.0,,249366000.0,421888000.0,-236000.0,34687000.0,7740000,3894000.0,2009800000.0,2544941000.0,386941000.0,2615394000.0,949750000.0,,562880000.0,85629000.0,18387000.0,-0.03,33328000.0,2295190000.0,75051000.0,85629000.0,-8227000,-55349000.0,,-116791000.0,30405000.0,-10372000.0,-79000.0,36911000.0,1159519000.0,-21625000.0,-7324000.0,16717000.0,,-2679344000.0,248980000.0,237422000.0,-54262000.0,66370000.0,0.0,-20944000.0,2161702000.0,-29171000.0,,11440000.0,-50421000.0,,-7481000.0,5931202000.0,564128000.0,3696545000.0,338386000.0,338386000.0,-0.03,,68207000.0,-127834000.0,837328000.0,415840000.0,2604000.0,,
2019-03-31,,2724675000,-28853000.0,137015000,-87402000.0,218939000.0,398891000.0,84011000.0,,4228427000.0,1280000.0,7884000.0,2525746000.0,1357730000.0,2286230000.0,,249557000.0,505899000.0,,-4089000.0,205285000,1882000.0,2134601000.0,2505736000.0,472365000.0,2870697000.0,970640000.0,,564909000.0,81924000.0,-1368000.0,0.34,25812000.0,2303735000.0,70019000.0,81924000.0,84125000,-62293000.0,,-87941000.0,27637000.0,3917000.0,-983000.0,33562000.0,1166002000.0,-2252000.0,84011000.0,16275000.0,,-2747943000.0,249167000.0,236931000.0,37313000.0,120369000.0,0.0,20416000.0,2525746000.0,104541000.0,,13150000.0,32428000.0,,2381000.0,6372927000.0,569870000.0,4086697000.0,378518000.0,378518000.0,0.34,,67182000.0,-88926000.0,824032000.0,361578000.0,2609000.0,,
2019-06-30,,2843085000,34826000.0,279507000,-88467000.0,367864000.0,571606000.0,170068000.0,,4254654000.0,1278000.0,8930000.0,5248654000.0,1392629000.0,2477342000.0,,249636000.0,675967000.0,,735000.0,350569000,3335000.0,2263353000.0,2475221000.0,255752000.0,2862025000.0,949869000.0,,541946000.0,88357000.0,-25844000.0,0.68,23016000.0,2283847000.0,91299000.0,88357000.0,170080000,-50786000.0,,-89668000.0,93703000.0,-21379000.0,-138000.0,33594000.0,1186655000.0,-3730000.0,170068000.0,15289000.0,,-2720479000.0,249400000.0,235487000.0,172715000.0,282995000.0,,75547000.0,2528175000.0,245627000.0,,20801000.0,193327000.0,,,6527918000.0,552922000.0,4050576000.0,538227000.0,538227000.0,0.68,,71348000.0,-130679000.0,742901000.0,398891000.0,2609000.0,,
2019-09-30,,2777970000,-50379000.0,188165000,-67688000.0,282197000.0,625004000.0,109765000.0,,4273029000.0,1287000.0,25762000.0,5259666000.0,1437745000.0,2613518000.0,,249729000.0,785732000.0,0.0,5750000.0,260340000,2105000.0,2319862000.0,2495773000.0,245523000.0,2835284000.0,924766000.0,,551486000.0,94032000.0,-80905000.0,0.44,39743000.0,2279871000.0,81307000.0,94032000.0,110096000,-10197000.0,,-81116000.0,101602000.0,-10251000.0,-56000.0,32028000.0,1261362000.0,-4374000.0,109765000.0,15211000.0,,-2748047000.0,249467000.0,235357000.0,53398000.0,132140000.0,,46365000.0,2511619000.0,156461000.0,,14350000.0,51024000.0,,,6603133000.0,533733000.0,3989615000.0,598054000.0,598054000.0,0.44,,71851000.0,-186040000.0,758730000.0,571606000.0,2611000.0,,
