date,quarterlyStockholdersEquity,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyGoodwill,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyNetIncome,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyCashDividendsPaid,quarterlyOtherIncomeExpense,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable
2004-06-30,5725998360.6,22627010.92,395286973.35,1042179376.49,72033170.46,-2265923.99,83527383.73,-74990465.64,0.0,1042179376.49,130762072.85,,2180700000,1245370621.13,-80101358.54,-37847392.33,,114551406.26,172255095.43,,-526764759.6,91652840.81,4076004684.37,2048571657.58,118368393.87,,4076004684.37,1118597708.08,155540456.52,594220.46,18747469.13,,417364171.15,0.0,3081930.39,,610512406.76,,35076678.25,5186733.8,30309096.07,,,7479335949.05,5430764291.47,11551482.27,13832175.31,132360266.42,334847410.06,97367588.95,,144079731.31,0.0,6862966.58,580000000.0,718605861.53,97367588.95,6856090.56,99620924.74,-675099758.45,137178417.18,1729110114.84,-176712.31,-401594710.96,,,,,,,,,,,,,
2004-09-30,5834554628.66,28007443.12,390877407.3,816835366.7,74676599.68,-5742400.15,15858574.5,0.0,0.0,816835366.7,137109044.76,0.04113,2180700000,718605861.53,-83666862.34,26037046.67,,138352241.64,204548671.87,,-97444437.45,178484121.36,4124363294.13,1821456458.43,131055795.43,,4124363294.13,990278858.4,169274805.42,6475521.98,20308392.59,,525763761.39,0.0,3081930.39,,616793862.69,,38188987.11,1548037.73,31731109.53,0.04113,,7468047433.21,5646590974.78,94817259.02,18096126.76,130819301.22,327347414.76,108554792.99,-184535000.0,134124047.0,0.0,6487900.46,580000000.0,621161424.08,108554792.99,6689981.23,110747402.84,-252343287.84,166359684.76,1607072721.09,166109.33,-17851178.64,,,,,,,,,,,,,
2004-12-31,6023099835.53,38450062.16,386467841.25,1297810765.64,77212155.02,-213361923.59,-60955962.01,754203591.53,0.0,1297810765.64,156538411.91,,2180700000,621161424.08,-85440450.52,9168300.36,,104544960.36,194594119.09,,620661732.64,129259189.42,4206417008.78,1727363071.42,210514632.56,,4206417008.78,876806038.86,260166235.05,5193978.29,19889724.83,,594075873.79,0.0,3081893.16,,597074848.75,,51599096.57,2056803.17,32919750.88,,,7518609524.83,5791246453.41,43818738.9,28482454.19,130818928.85,318764135.69,188525890.11,-81000000.0,123359437.76,0.0,16731851.61,580000000.0,1241823156.72,188525890.11,7366833.93,190624907.73,527055811.0,142995022.52,1473880887.61,-676852.7,-15545466.24,,,,,,,,,,,,,
2005-03-31,6123476476.95,28263320.32,382058275.2,595175179.22,79925184.66,-229020334.57,6042104.56,-404075353.21,0.0,595175179.22,151753769.58,0.038043,2180700000,1241823156.72,-108412393.95,-2741573.98,,120407553.61,189001470.67,,-653835729.56,132556825.57,4281237609.51,1437356574.47,123070715.05,,4281237609.51,827620743.56,160376142.59,5887241.84,20603541.86,,694483196.05,0.0,3081893.16,,583374634.92,,40330596.74,3321139.17,31514763.48,0.038043,,7558160508.05,6120803933.58,24144431.62,18661663.12,129277982.27,309551006.14,100407322.26,-262520000.0,119895248.07,0.0,5790664.06,580000000.0,587987427.16,100407322.26,7254735.96,102467173.19,-768934029.64,148670873.93,1410995378.48,112097.97,-8415843.94,,,,,,,,,,,,,
2005-06-30,5990788721.26,30787314.03,377648709.15,1140165916.17,82218949.14,-260783023.56,9469025.36,28720853.21,0.0,1140165916.17,148237309.06,,2180700000,587987427.16,-108157501.62,2947020.8,,139349333.86,215425394.96,,36185054.19,155021469.11,4359869698.36,1606760520.97,132819461.94,,4359869698.36,2124810042.63,182906314.58,11261624.41,23242296.26,,561747153.19,0.0,103081893.16,,1491442917.99,,45288747.07,4724362.11,34528343.72,,,9633166543.04,8026406022.07,46863967.49,21259559.74,1044277982.27,302928768.94,107140957.14,-1447485900.0,1073325855.59,0.0,15558508.92,1220000000.0,624172481.35,107140957.14,6895486.68,109577165.68,-1517410191.86,170136647.89,3616252960.62,359249.28,-255659324.04,,,,,,,,,,,,,
2005-09-30,6089629535.04,29974107.13,602360684.65,567969902.37,84122387.19,-999568752.56,13428250.37,417965624.35,0.0,567969902.37,149904963.06,0.037669,2180700000,624172481.35,-117129894.53,-22484062.88,,174485010.04,257091478.06,,-69540642.42,176752632.8,4454294256.18,1059082013.24,129210519.16,,4454294256.18,1137255711.99,212024127.79,42387791.0,27059961.42,,661168517.32,0.0,3013563.86,,2611286437.79,,52632360.89,7631042.9,40004190.64,0.037669,,9867025739.59,8807943726.35,59622738.27,22078987.74,2146747762.12,298004768.1,99421364.13,-663973985.35,1055840215.4,0.0,42809417.99,440545000.0,554631838.93,99421364.13,7563303.4,102150557.74,-349761307.31,204459117.17,3748542149.78,-667816.72,-33470452.72,,,,,,,,,,,,,
2005-12-31,6269421377.23,-1390896.3,594577906.45,924084472.05,86049064.16,-213587087.49,11152647.16,-19802067.97,0.0,924084472.05,141760014.58,,2180700000,554631838.93,-91571662.55,-61924027.92,,252874564.65,319728592.82,,337837884.43,180768604.93,4506548745.64,1125452105.3,191809079.58,,4506548745.64,953976404.93,254925673.46,31632222.53,11373275.3,,711317372.8,0.0,16208058.41,,2681039345.4,,68244924.47,39693765.16,38667695.8,,,9927504042.6,8802051937.3,89196942.38,-9322142.53,2221037677.96,291407855.96,178073632.66,5734806.87,1042150170.68,-4323438.08,24448898.08,253900000.0,892469723.36,178073632.66,3539540.36,180435804.28,291490081.51,251483668.35,3635015750.33,4023763.04,-31323046.54,,,,,,,,,,,,,
2006-03-31,6400090529.89,25281246.09,586795128.25,451588065.63,88595199.21,-1958319536.95,14174063.99,44897408.69,0.0,451588065.63,1140771226.43,0.058981,2180700000,892469723.36,-100072637.95,-22066304.23,,192313894.13,268936508.02,,-457955576.67,183803063.9,4569632207.74,690437117.13,157169376.25,,4569632207.74,1828180436.07,220183685.26,26326232.64,26144939.64,1000000000.0,839937449.71,0.0,16176422.13,,1267582030.28,,51341367.8,60397949.69,36871777.42,0.058981,,9521324270.99,8830887153.86,83730425.95,17556606.45,809803583.17,284797827.86,128620076.91,-138868170.02,1031589206.16,998578442.4,26142531.59,227100000.0,434514146.69,128620076.91,2770578.14,131024436.61,-179869335.29,217595140.22,3095762466.35,768962.22,-25169125.31,,,,,,,,,,,,,
2006-06-30,6283443444.8,36085543.84,579012350.05,359415651.38,91083622.79,-45632717.05,12036160.27,-20167686.25,0.0,359415651.38,238806461.27,,2180700000,434514146.69,-207075565.2,1904733.1,,184297919.56,285117078.91,,-84832373.33,204077903.98,4852103167.67,583121445.29,152438581.37,,4852103167.67,2127839164.94,211815718.46,17163072.39,24862392.1,0.0,703092824.27,0.0,1019546412.02,,1307674281.02,,64733615.51,51934475.55,40520803.67,,,9747164980.21,9164043534.92,-2997661.22,27364606.11,879000630.85,279794100.84,124839374.56,-240165581.73,1019553619.34,-678679.01,18856333.42,604000000.0,349681773.36,124839374.56,3061243.3,127576189.27,-455303373.21,220383463.4,3435513445.96,-290665.16,-260341996.53,,,,,,,,,,,,,
2006-09-30,6445361851.94,30327214.64,571229571.85,544699357.76,93254968.49,-389308836.06,39016305.84,134195637.22,0.0,544699357.76,329283304.23,0.073058,2180700000,349681773.36,-164850566.89,88185851.04,,232508885.16,334234913.49,,188343506.52,343428978.23,5060928951.27,686996289.96,193154243.59,,5060928951.27,2254750213.66,267527255.52,22333836.35,30898109.71,0.0,862411231.41,0.0,1027232720.41,,1269272076.01,,71398813.69,56229220.86,51720371.75,0.073058,,10000529957.8,9313533667.84,178578411.34,20138650.41,845487329.07,276004198.36,159318407.14,-51165000.0,1005219573.98,1664534.53,22652640.18,547250000.0,538035279.88,159318407.14,2767911.26,162256133.88,-42803623.83,262836099.8,3524022289.67,293332.04,-32771399.29,,,,,,,,,,,,,
2006-12-31,6591828869.6,43525039.53,563446793.65,388695553.45,43651507.82,-1279485130.02,22569428.68,1322743.79,0.0,388695553.45,535844692.07,,2180700000,538035279.88,-216526663.51,36446666.67,,208022607.51,336907511.43,,-156201862.96,273565738.31,5429275014.52,533202158.74,123447806.94,,5429275014.52,2119369001.02,204407323.61,26987846.62,-26623193.35,0.0,924047185.28,0.0,8541715.44,,1483424692.07,,85359864.39,64688634.38,46986160.18,,,10194622562.69,9661420403.95,57039074.8,33354992.47,1114988982.04,270784202.21,146467017.66,-113584929.35,129490411.69,-210712.95,33973356.49,1218100000.0,381823416.92,146467017.66,2969325.28,150071000.29,-305976937.58,251547647.04,3602793693.09,-201414.02,-68733889.22,,,,,,,,,,,,,
2007-03-31,6802167719.0,17873635.21,224033178.0,469187291.3,384713931.5,-888417626.16,99602412.87,-17851266.51,0.0,469187291.3,810326705.96,0.079,2180700000,328494300.57,-471503709.26,,,147227815.66,231879142.59,2175345785.0,132119340.58,,9251181630.81,560785798.31,192191621.51,-451089469.22,9251181630.81,2169176914.16,220333374.93,,19077448.34,,1177427551.74,,6336063.3,,3186934954.29,2175345785.0,66777691.72,53718458.69,,0.079,,12878446659.06,12317660860.75,-250991838.0,9722781.55,2482679408.02,265541614.77,171852317.04,,0.0,-55473.91,28141753.42,990000000.0,460613641.15,171852317.04,4432735.59,173114173.17,-840842032.12,165101450.87,5356111868.45,,-33819514.41,,,,,,,,,,,,,
2007-06-30,6664025007.77,19801281.19,221197311.0,259217644.82,401255193.89,-731084634.43,71610360.34,66920902.86,0.0,259217644.82,845147197.37,,2180700000,460613641.15,-727335225.84,,,180716614.95,286569598.9,,-209917616.28,,9920289262.26,415826399.03,183995569.01,0.0,9920289262.26,2231591990.05,227673906.62,,40396863.24,,1192745352.59,,6238821.09,,3745152557.65,,86051702.76,89319859.19,,,,13359187044.07,12943360645.04,-551567156.69,10035614.32,3028566935.8,261330427.96,145348288.77,,0.0,-87230.68,43678337.61,990000000.0,250696024.87,145348288.77,4123755.1,143598705.77,-588803962.64,200517896.14,5976744547.7,,-342720549.83,,,,,,,,,,,,,
2007-09-30,6863006497.59,18032353.84,218361444.0,644087788.1,401053996.31,-1116682989.55,138434364.59,-53671431.44,80000000.0,644087788.1,543804886.67,0.091,2180700000,250696024.87,-1002590885.02,,,158916675.45,270995318.59,2186609778.0,464885140.83,,10673394204.5,883615791.84,218598907.83,0.0,10673394204.5,2259878792.19,251410795.29,,24603777.49,,1391726842.41,,6153048.05,,4691304705.5,2186609778.0,94046289.3,95450121.71,,0.091,,14527621124.4,13644005332.56,-798243366.25,8932002.53,3978231248.58,258019460.61,198981489.82,,0.0,787738379.86,32811887.46,1280000000.0,715581165.7,198981489.82,2404834.26,193995130.34,-917827951.87,176949029.29,6951183497.69,,-61156730.59,,,,,,,,,,,,,
2007-12-31,7275144390.9,31951742.25,215525577.0,483021797.72,474235006.0,-1437154111.41,89903620.11,-19464844.87,0.0,483021797.72,331832594.84,,2180700000,715581165.7,-1171952878.1,,,190268810.39,314010510.98,,-248591099.97,,11618003993.1,709863812.5,179020468.43,-18459203.27,11618003993.1,1173444239.39,226653106.22,,22551634.66,,1481082281.56,,5983977.41,,6038529305.54,,91789958.34,152559704.28,,,,15199598168.29,14489734355.79,-960856261.27,21541993.06,5251962879.38,253331420.16,157419730.43,,0.0,1466247031.81,47632637.79,385000000.0,466990065.73,157419730.43,2956134.08,156468833.77,-1109144044.51,222220552.64,7211973544.93,,-50542608.32,,,,,,,,,,,,,
2008-03-31,7428544537.92,16965044.8,225457554.82,464772299.31,471815641.68,-371966178.13,113007903.48,-33574028.48,0.0,464772299.31,313545638.56,0.07,2180700000,466990065.73,-851837740.71,,,138608750.07,232105191.98,2191430672.0,-14045849.6,,12433297443.83,658896818.61,169131212.17,,12433297443.83,1095497680.09,218355565.18,,17093683.99,,1634482428.58,,5750011.97,,6699337050.08,2191430672.0,76531397.11,158106948.98,,0.07,,15934496881.72,15275600063.11,-666782253.25,8964135.3,5920083330.25,248438078.15,153400147.02,,0.0,-380874.56,49224353.01,366587300.0,452944216.13,153400147.02,2941964.14,152037528.18,-772403865.71,155573794.87,7794834730.17,,-65450807.3,,,,,,,,,,,,,
2008-06-30,7244282341.38,17178613.08,222995623.65,457357509.69,469379098.35,-98349203.37,76202714.41,6237800.41,0.0,457357509.69,337590704.47,,2180700000,452944216.13,-596142297.49,,,143754524.94,262459271.73,,-129867559.44,,13022829847.91,714875898.19,177755787.61,,13022829847.91,1446740111.67,242100898.79,,15981890.56,,1450220232.04,,5619020.81,,7186732739.69,,101526133.71,161929680.69,,,,16585996899.95,15871121001.76,-480896682.07,8426666.85,6414012659.14,244340982.2,164649803.46,,0.0,-117457409.86,64345111.18,667579999.95,323076656.69,164649803.46,3589597.27,161773897.05,-513696082.67,160933138.02,8633472851.36,,-401736414.32,,,,,,,,,,,,,
2008-09-30,6930165431.43,16787621.24,12443924947.27,463830405.5,479345513.83,-292706293.52,88556134.74,-20277019.29,0.0,463830405.5,365539586.2,0.069,2180700000,323076656.69,-615981167.06,,,157669550.91,285225673.33,2177878296.0,21998185.75,,989655910.77,736668488.54,164489062.26,,989655910.77,1706506790.88,232787224.2,,16820749.6,,1162103322.09,,335585597.18,,7441679522.47,2177878296.0,110768501.18,161961728.63,,0.069,,16783988162.24,16047319673.7,-417552094.79,7105859.09,6674803610.72,287530397.92,150273602.42,,0.0,-87657.05,68298161.94,637102292.76,345074842.44,150273602.42,2916416.33,147668312.66,-577699168.61,174457172.15,9148186313.35,,-145821386.01,,,,,,,,,,,,,
2008-12-31,7004892599.77,39780114.64,13735467623.31,683164282.35,375800391.27,-1782214117.08,122099703.04,4320748.82,0.0,676872367.35,991118589.94,,2180700000,345074842.44,-633304142.38,,,104475268.78,283271437.14,,191217721.83,,963826612.65,1009865455.01,97566474.26,-7500000.0,963826612.65,2913294904.13,151686535.73,,24662639.76,,1228857198.53,6291915.0,335598950.25,,7583663368.04,,139016053.72,166882707.15,,,,18205663955.55,17195798500.54,-186162745.19,29515968.0,6903729615.38,304133361.39,74727168.34,,0.0,-1346907.97,54120061.47,783376707.15,536292564.27,74727168.34,3074822.88,72903834.5,-514382740.52,144255383.42,10496958272.17,,-99987813.25,,,,,,,,,,,,,
2009-03-31,7126151312.06,20702786.46,13783660440.11,765203228.74,371986811.07,-367355082.85,57517946.79,59990552.0,0.0,760895037.55,850779853.38,0.06,2180700000,536292564.27,-278394953.83,,,125837318.68,262011370.3,2020978538.0,79055543.35,,1007475645.33,1126620748.71,132056302.37,-45000000.0,1007475645.33,2805663982.98,199335226.48,,10133834.96,,1350115910.82,4308191.19,324842124.7,,7842733612.66,2020978538.0,115471265.16,183073460.93,,0.06,,18479025746.43,17352404997.72,-117641439.15,11184378.65,7147284187.79,323462613.8,121258712.29,,0.0,1442992.77,67278924.11,783390016.67,615348107.62,121258712.29,2686957.07,121922467.41,-205886455.04,146540105.14,10648397595.64,,-95497852.84,,,,,,,,,,,,,
2009-06-30,7056617205.17,25839328.07,14051716258.78,781448576.91,371986637.31,-513940238.57,72485325.33,-47981051.61,0.0,781448576.91,1024922392.18,,2180700000,615348107.62,-186217340.8,,,127153488.94,293877186.18,,155920826.33,,1073150791.14,1890849915.22,202858914.42,-50000000.0,1073150791.14,3751346668.3,256713447.29,,9085921.35,,1280581803.93,,465354752.25,,8143273317.83,,140884369.17,170078677.55,,,,19657337129.99,17766487214.77,224216845.63,15419566.03,7406763225.4,364523455.12,192149893.11,,0.0,114610582.08,53854532.87,506000000.0,771268933.95,192149893.11,3558609.24,193772993.07,-211708057.08,152992817.01,11894619986.13,,-270479637.62,,,,,,,,,,,,,
2009-09-30,8091543490.34,21059033.35,17503859239.19,1082328745.32,899080255.98,-1028892605.76,71332706.02,-7984869.83,0.0,1082328745.32,1086316278.73,0.065,2180700000,771268933.95,-370285876.95,,,168833034.04,353132377.8,2181447176.0,-170469684.79,,1131938976.21,2555305456.35,147624367.55,-875044937.14,1131938976.21,4816136140.86,269318511.66,,15154170.64,,1422375870.36,,202971497.2,,9831774823.84,2181447176.0,163240310.41,205629631.59,,0.065,,23436230524.21,20880925067.86,-514307931.79,9391169.45,8275369584.14,657324983.72,141794066.43,,0.0,3635844143.42,121694144.11,1759766700.0,600799249.16,141794066.43,2863604.54,132470196.91,-1181984097.9,189892067.39,14647910964.7,,-236902405.65,,,,,,,,,,,,,
2009-12-31,8177489879.64,47940736.95,17617588483.68,969357723.52,855659919.48,-406356577.53,40359766.73,943041.35,0.0,969357723.52,1125758605.13,,2180770326,600799249.16,-194077173.99,,,197732329.18,532652612.94,,-121698364.97,,1128737137.25,1191901099.78,87618701.22,-97986631.97,1128737137.25,3451079845.02,202456706.24,,10452038.4,-4084946374.47,1456439118.37,,223410572.89,,9891212458.76,,286979546.81,176713368.4,,,,22208708939.09,21016807839.31,158702155.15,31724116.12,8333197478.45,702355060.83,85015976.32,,0.0,-4085042432.37,114838005.02,1569457400.0,479100884.19,85015976.32,3436321.38,77166662.82,-250737117.88,245673066.13,13342292303.78,,-93225260.83,,,,,,,,,,,,,
