date,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyInventory,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyBasicEPS,quarterlyChangeInAccountPayable,quarterlyChangesInAccountReceivables
2009-12-31,,-172938000.0,-163613000.0,0.0,197944000.0,547366000.0,-1250000.0,1354906000,1354906000,770600000.0,341121000.0,1381765000.0,-2002005000.0,,1441959000.0,0.0,0.0,1314328000.0,1592800000.0,237894000.0,50730000.0,943986000.0,597662000.0,767812000.0,9948112000.0,76601000.0,18408320000.0,1354906000,200784000.0,818104000.0,-673727000.0,1486000.0,2557859000.0,4943804000.0,3999818000.0,180622000,2370932000,300808000.0,192412000.0,,3999818000.0,1700237000.0,4620672000.0,210522000.0,3316333000.0,3641968000.0,,882200000.0,0.0,381406000,8359117000.0,92038000.0,112228000.0,13787648000.0,978704000.0,981784000.0,407507000.0,670695000.0,8460208000.0,-128057000.0,6143086000.0,1519615000.0,,99305000.0,1146823000.0,49561000.0,-761709000.0,328106000.0,,,,,,,,,
2010-03-31,,-152256000.0,-7390000.0,,210139000.0,-206722000.0,-8569000.0,397653000,397653000,418262000.0,255014000.0,1977567000.0,,,-406815000.0,0.0,,1346850000.0,494655000.0,97002000.0,42117000.0,934898000.0,266006000.0,703153000.0,10412740000.0,259446000.0,18690178000.0,397653000,188022000.0,674500000.0,-944393000.0,1495000.0,3999818000.0,4527901000.0,3593003000.0,497178000,2196057000,-375511000.0,144266000.0,,3593003000.0,1589502000.0,4565069000.0,58581000.0,,3587011000.0,,-700969000.0,,685200000,8756770000.0,102069000.0,106029000.0,14125109000.0,978058000.0,970881000.0,393414000.0,606555000.0,8277438000.0,136234000.0,6130156000.0,1092324000.0,,98123000.0,722904000.0,49598000.0,0.0,445695000.0,,,,,,,,,
2010-06-30,,-207201000.0,57753000.0,,225317000.0,157446000.0,-8863000.0,412192000,412192000,726379000.0,283099000.0,1827886000.0,,,444439000.0,0.0,-7000000.0,1429210000.0,499386000.0,87194000.0,57522000.0,860440000.0,519178000.0,610224000.0,10072271000.0,493460000.0,18747584000.0,412192000,187817000.0,161133000.0,-349808000.0,1500000.0,3593003000.0,4897882000.0,4037442000.0,493428000,2215379000,-57645000.0,191919000.0,,4037442000.0,1600008000.0,4578293000.0,44848000.0,,3564261000.0,,-134666000.0,,681245000,9168962000.0,91983000.0,92032000.0,14169291000.0,1014032000.0,977958000.0,388925000.0,615371000.0,8675313000.0,-64117000.0,5921852000.0,1106580000.0,,92551000.0,740336000.0,46855000.0,0.0,484205000.0,,,,,,,,,
2010-09-30,,-166988000.0,-309449000.0,,226803000.0,-31000000.0,-3005000.0,431929000,431929000,747114000.0,218068000.0,2101405000.0,,,143465000.0,0.0,0.0,1466047000.0,517001000.0,85072000.0,19213000.0,1181615000.0,580126000.0,586533000.0,10493534000.0,430617000.0,19948062000.0,431929000,194338000.0,858074000.0,-728441000.0,1505000.0,4037442000.0,5362522000.0,4180907000.0,493181000,2249488000,-70897000.0,116114000.0,,4180907000.0,1609220000.0,4914110000.0,48550000.0,,3808909000.0,,-555097000.0,,687519000,9600891000.0,93780000.0,97964000.0,15033952000.0,1105201000.0,1057281000.0,409807000.0,640268000.0,9454528000.0,-90285000.0,6121481000.0,1116039000.0,,94108000.0,745315000.0,50202000.0,0.0,463761000.0,,,,,,,,,
2010-12-31,,-197467000.0,1493492000.0,300000000.0,246175000.0,301521000.0,-1000000.0,559187000,559187000,854005000.0,189205000.0,2492012000.0,-2439448000.0,645457000.0,1396504000.0,0.0,-83568000.0,1523333000.0,587405000.0,28218000.0,116675000.0,1045403000.0,656538000.0,540711000.0,10938424000.0,252684000.0,22003762000.0,559187000,192288000.0,751314000.0,-620872000.0,1513000.0,4180907000.0,6622814000.0,5577411000.0,591221000,2495350000,-395049000.0,184963000.0,,5577411000.0,1792877000.0,6701583000.0,40468000.0,3962781000.0,4516514000.0,,-891738000.0,-413406000.0,783509000,10160078000.0,93660000.0,96215000.0,15302179000.0,2185069000.0,1343888000.0,454366000.0,702473000.0,11065338000.0,-242515000.0,6193163000.0,1201656000.0,1494227000.0,96464000.0,817643000.0,45385000.0,0.0,481238000.0,,,,,,,,,
2011-03-31,,-148568000.0,-338592000.0,300000000.0,274782000.0,-54791000.0,149000.0,475865000,475865000,699610000.0,189205000.0,2492012000.0,,645457000.0,-112829000.0,0.0,-190537000.0,1523333000.0,568346000.0,92481000.0,72742000.0,1045403000.0,551042000.0,540711000.0,10938424000.0,230358000.0,22003762000.0,475865000,193089000.0,751314000.0,-484951000.0,1513000.0,5577411000.0,6622814000.0,5577411000.0,564505000,2545609000,-195292000.0,184963000.0,,5464582000.0,1816631000.0,6701583000.0,40468000.0,,4516514000.0,,-596573000.0,-356543000.0,757594000,10160078000.0,118857000.0,107091000.0,15302179000.0,2185069000.0,1343888000.0,454366000.0,728978000.0,11065338000.0,-2875000.0,6193163000.0,1252126000.0,1494227000.0,96464000.0,826157000.0,45385000.0,,481238000.0,,,,,,,,,
2011-06-30,,-239783000.0,172252000.0,1015484000.0,297035000.0,-395000.0,-256401000.0,283407000,283407000,782736000.0,459846000.0,3078398000.0,,894797000.0,-2198756000.0,0.0,-2656349000.0,1727081000.0,290974000.0,7567000.0,83717000.0,1131100000.0,542953000.0,1443832000.0,14972862000.0,630140000.0,24833954000.0,283407000,207595000.0,1291101000.0,-744394000.0,1528000.0,5464582000.0,4396926000.0,3265826000.0,518799000,2760274000,-185062000.0,246472000.0,,3265826000.0,1986812000.0,8624072000.0,47084000.0,,6143272000.0,,-3209062000.0,-424837000.0,726394000,10919350000.0,118853000.0,877769000.0,16209882000.0,2480800000.0,1366636000.0,568860000.0,773462000.0,9861092000.0,-198676000.0,8263705000.0,1468013000.0,1530211000.0,105387000.0,999205000.0,55792000.0,,493210000.0,,,,,,,,,
2011-09-30,,-283500000.0,-24145000.0,1015830000.0,318902000.0,-705676000.0,233000.0,490503000,490503000,809068000.0,465773000.0,3018596000.0,,1005732000.0,-266876000.0,0.0,-308236000.0,1859190000.0,615525000.0,125022000.0,31261000.0,1013924000.0,525568000.0,1452723000.0,15138192000.0,437094000.0,24900537000.0,490503000,266716000.0,673390000.0,-654254000.0,1531000.0,3265826000.0,4012874000.0,2998950000.0,536588000,2965761000,-146081000.0,269031000.0,,2998950000.0,2046064000.0,8735211000.0,29196000.0,,6145152000.0,,-963260000.0,-32752000.0,803304000,11409853000.0,108222000.0,490503000.0,16165326000.0,2590059000.0,1427706000.0,595716000.0,919697000.0,9762345000.0,-154364000.0,8341910000.0,1509476000.0,1528158000.0,108274000.0,959915000.0,56169000.0,750115000.0,671770000.0,,,,,,,,,
2011-12-31,,-291647000.0,-648011000.0,564601000.0,344250000.0,-675088000.0,1707342000.0,1979612000,1979612000,982260000.0,448416000.0,2452763000.0,-2890566000.0,1072951000.0,1692151000.0,533818000.0,-67933000.0,1986216000.0,2435201000.0,455589000.0,54490000.0,1238301000.0,690613000.0,1406380000.0,14658764000.0,2567618000.0,27320218000.0,1979612000,272553000.0,549468000.0,-406584000.0,1535000.0,2998950000.0,5929402000.0,4691101000.0,753108000,3380010000,206304000.0,283102000.0,,4691101000.0,2345578000.0,9390339000.0,297686000.0,4876782000.0,6734204000.0,,1462033000.0,-249854000.0,2587737000,13389465000.0,111256000.0,1979612000.0,17929879000.0,2656135000.0,388562000.0,681593000.0,1034432000.0,12661454000.0,-339421000.0,8364989000.0,1592470000.0,1525047000.0,110429000.0,1017809000.0,58137000.0,0.0,207685000.0,,,,,,,,,
2012-03-31,,-242000000.0,-219000000.0,564000000.0,374000000.0,-64000000.0,0.0,570000000,570000000,531000000.0,392000000.0,2861000000.0,,946000000.0,-527000000.0,0.0,-3000000.0,2109000000.0,684000000.0,114000000.0,85000000.0,1707000000.0,289000000.0,1316000000.0,15118000000.0,408000000.0,28207000000.0,570000000,281000000.0,864000000.0,-1016000000.0,2000000.0,4691000000.0,5871000000.0,4164000000.0,653000000,3277000000,-565000000.0,325000000.0,,4164000000.0,2294000000.0,9498000000.0,71000000.0,,6965000000.0,,-893000000.0,-240000000.0,934000000,13959000000.0,111000000.0,570000000.0,18709000000.0,2533000000.0,1530000000.0,633000000.0,983000000.0,13089000000.0,-40000000.0,8440000000.0,1641000000.0,1521000000.0,135000000.0,1049000000.0,66000000.0,-373000000.0,728000000.0,,,,,,,,,
2012-06-30,,-357000000.0,-215000000.0,564000000.0,394000000.0,0.0,118000000.0,692000000,692000000,768000000.0,423000000.0,2630000000.0,,956000000.0,-126000000.0,0.0,-130000000.0,2238000000.0,851000000.0,159000000.0,140000000.0,1716000000.0,411000000.0,1272000000.0,14980000000.0,221000000.0,28258000000.0,692000000,290000000.0,464000000.0,-328000000.0,2000000.0,4164000000.0,5754000000.0,4038000000.0,695000000,3398000000,-354000000.0,257000000.0,,4038000000.0,2411000000.0,9346000000.0,79000000.0,,6800000000.0,,-581000000.0,-355000000.0,985000000,14651000000.0,127000000.0,692000000.0,18912000000.0,2546000000.0,1468000000.0,648000000.0,987000000.0,13278000000.0,-131000000.0,8417000000.0,1716000000.0,1518000000.0,137000000.0,1107000000.0,72000000.0,45000000.0,960000000.0,,,,,,,,,
2012-09-30,,-362000000.0,2516000000.0,12000000.0,389000000.0,3000000.0,0.0,597000000,597000000,1154000000.0,473000000.0,2500000000.0,,945000000.0,3293000000.0,0.0,-10000000.0,2393000000.0,672000000.0,75000000.0,134000000.0,1804000000.0,792000000.0,1234000000.0,15092000000.0,309000000.0,32502000000.0,597000000,311000000.0,649000000.0,-126000000.0,2000000.0,4038000000.0,9135000000.0,7331000000.0,667000000,3404000000,-24000000.0,271000000.0,,7331000000.0,2382000000.0,12589000000.0,63000000.0,,7061000000.0,,-430000000.0,-47000000.0,978000000,15248000000.0,122000000.0,597000000.0,19913000000.0,5528000000.0,1776000000.0,694000000.0,1022000000.0,17410000000.0,-241000000.0,8492000000.0,1715000000.0,4506000000.0,132000000.0,1095000000.0,77000000.0,328000000.0,982000000.0,,,,,,,,,
2012-12-31,,-296000000.0,-131000000.0,402000000.0,416000000.0,1000000.0,7000000.0,750000000,750000000,1385000000.0,476000000.0,3044000000.0,-3466000000.0,972000000.0,-514000000.0,570000000.0,0.0,2491000000.0,877000000.0,127000000.0,124000000.0,2591000000.0,1089000000.0,1128000000.0,15676000000.0,483000000.0,37074000000.0,750000000,318000000.0,856000000.0,-1658000000.0,2000000.0,7331000000.0,9408000000.0,6817000000.0,873000000,3993000000,187000000.0,301000000.0,,6817000000.0,2769000000.0,16209000000.0,63000000.0,5957000000.0,10924000000.0,,-1859000000.0,-256000000.0,1450000000,15998000000.0,128000000.0,127000000.0,20865000000.0,5285000000.0,515000000.0,822000000.0,1224000000.0,21398000000.0,-388000000.0,8537000000.0,1896000000.0,4100000000.0,137000000.0,1229000000.0,207000000.0,-550000000.0,303000000.0,,,,,,,,,
2013-03-31,,-299000000.0,-411000000.0,402000000.0,434000000.0,-37000000.0,0.0,677000000,677000000,937000000.0,439000000.0,3172000000.0,,832000000.0,-287000000.0,0.0,-8000000.0,2575000000.0,809000000.0,132000000.0,102000000.0,2872000000.0,638000000.0,1023000000.0,15664000000.0,1048000000.0,38000000000.0,677000000,329000000.0,724000000.0,-1426000000.0,2000000.0,6817000000.0,9402000000.0,6530000000.0,800000000,3748000000,-355000000.0,308000000.0,,6530000000.0,2596000000.0,16888000000.0,70000000.0,,11720000000.0,,-719000000.0,-476000000.0,1129000000,16675000000.0,111000000.0,111000000.0,21112000000.0,5168000000.0,1885000000.0,743000000.0,1152000000.0,22336000000.0,-34000000.0,8455000000.0,1796000000.0,4100000000.0,149000000.0,1105000000.0,231000000.0,-803000000.0,1144000000.0,,,,,,,,,
2013-06-30,,-353000000.0,-352000000.0,410000000.0,451000000.0,-28000000.0,0.0,640000000,640000000,1011000000.0,581000000.0,2506000000.0,,889000000.0,325000000.0,0.0,-7000000.0,2697000000.0,756000000.0,116000000.0,142000000.0,3581000000.0,658000000.0,926000000.0,15104000000.0,750000000.0,38550000000.0,640000000,347000000.0,826000000.0,-598000000.0,2000000.0,6530000000.0,10436000000.0,6855000000.0,750000000,3877000000,-330000000.0,313000000.0,,6855000000.0,2666000000.0,16899000000.0,70000000.0,,11670000000.0,,-371000000.0,-466000000.0,1097000000,17315000000.0,161000000.0,161000000.0,21651000000.0,5229000000.0,1711000000.0,743000000.0,1211000000.0,23446000000.0,-163000000.0,8394000000.0,1916000000.0,4123000000.0,154000000.0,1190000000.0,217000000.0,,982000000.0,,,,,,,,,
2013-09-30,,-317000000.0,-91000000.0,408000000.0,433000000.0,-2000000.0,0.0,689000000,689000000,1334000000.0,261000000.0,4138000000.0,,914000000.0,-1575000000.0,0.0,-70000000.0,2763000000.0,873000000.0,184000000.0,57000000.0,4991000000.0,1017000000.0,863000000.0,16591000000.0,912000000.0,40067000000.0,689000000,357000000.0,1205000000.0,-3702000000.0,2000000.0,6855000000.0,10271000000.0,5280000000.0,799000000,3892000000,38000000.0,288000000.0,,5280000000.0,2668000000.0,17300000000.0,87000000.0,,12028000000.0,,-2904000000.0,-146000000.0,1156000000,18004000000.0,140000000.0,140000000.0,22767000000.0,5272000000.0,2008000000.0,772000000.0,1224000000.0,23476000000.0,273000000.0,8566000000.0,1869000000.0,4123000000.0,164000000.0,1170000000.0,235000000.0,0.0,926000000.0,,,,,,,,,
2013-12-31,,-281000000.0,-500000000.0,6000000.0,450000000.0,19000000.0,0.0,850000000,850000000,1713000000.0,266000000.0,4971000000.0,-4360000000.0,841000000.0,-786000000.0,0.0,-784000000.0,2760000000.0,1028000000.0,178000000.0,136000000.0,4531000000.0,1432000000.0,941000000.0,18205000000.0,1233000000.0,41488000000.0,850000000,367000000.0,1156000000.0,-1779000000.0,2000000.0,5280000000.0,9025000000.0,4494000000.0,1022000000,4530000000,293000000.0,309000000.0,,4494000000.0,3081000000.0,17841000000.0,107000000.0,7120000000.0,12639000000.0,,-2018000000.0,-255000000.0,1584000000,18854000000.0,197000000.0,197000000.0,23647000000.0,5202000000.0,2799000000.0,899000000.0,1449000000.0,23283000000.0,-407000000.0,9267000000.0,2059000000.0,4117000000.0,158000000.0,1298000000.0,244000000.0,-400000000.0,1310000000.0,,,,,,,,,
2014-03-31,,-206000000.0,-1793000000.0,4000000.0,480000000.0,-37000000.0,0.0,-2326000000,-2326000000,1174000000.0,227000000.0,5211000000.0,,828000000.0,-79000000.0,0.0,-4000000.0,2686000000.0,873000000.0,3199000000.0,55000000.0,3429000000.0,968000000.0,805000000.0,18186000000.0,2006000000.0,40545000000.0,-2326000000,382000000.0,1084000000.0,-1261000000.0,2000000.0,4494000000.0,7844000000.0,4415000000.0,878000000,4262000000,-343000000.0,277000000.0,3108000000.0,4415000000.0,2911000000.0,20936000000.0,120000000.0,,15741000000.0,,532000000.0,-1811000000.0,1260000000,16528000000.0,149000000.0,149000000.0,19609000000.0,5195000000.0,5523000000.0,810000000.0,1351000000.0,22359000000.0,-3000000.0,9257000000.0,2033000000.0,4124000000.0,169000000.0,1270000000.0,243000000.0,,1313000000.0,,,,,,,,,
2014-06-30,,-269000000.0,-445000000.0,1203000000.0,500000000.0,-87000000.0,0.0,676000000,676000000,1494000000.0,279000000.0,6217000000.0,,774000000.0,-581000000.0,0.0,-35000000.0,2685000000.0,803000000.0,127000000.0,99000000.0,3535000000.0,1225000000.0,714000000.0,19262000000.0,1258000000.0,41640000000.0,676000000,373000000.0,1231000000.0,-2380000000.0,2000000.0,4415000000.0,7369000000.0,3834000000.0,794000000,4366000000,95000000.0,312000000.0,-48000000.0,3834000000.0,2974000000.0,22670000000.0,110000000.0,,17538000000.0,,-1661000000.0,-1657000000.0,1167000000,17204000000.0,166000000.0,166000000.0,18970000000.0,5132000000.0,5693000000.0,765000000.0,1392000000.0,22378000000.0,-235000000.0,9367000000.0,2180000000.0,4118000000.0,183000000.0,1375000000.0,240000000.0,,1268000000.0,,,,,,,,,
2014-09-30,,-427000000.0,2281000000.0,250000000.0,511000000.0,-17000000.0,0.0,673000000,673000000,1368000000.0,260000000.0,5875000000.0,,709000000.0,956000000.0,0.0,-20000000.0,2825000000.0,801000000.0,128000000.0,24000000.0,5601000000.0,941000000.0,642000000.0,18822000000.0,1330000000.0,44476000000.0,673000000,365000000.0,1223000000.0,-3238000000.0,2000000.0,3834000000.0,10391000000.0,4790000000.0,781000000,4353000000,-28000000.0,339000000.0,-64000000.0,4790000000.0,2964000000.0,24666000000.0,138000000.0,,16491000000.0,,-2616000000.0,-8000000.0,1146000000,17877000000.0,173000000.0,173000000.0,19810000000.0,8175000000.0,5617000000.0,755000000.0,1389000000.0,25654000000.0,-261000000.0,9220000000.0,2183000000.0,7346000000.0,185000000.0,1365000000.0,120000000.0,,1384000000.0,,,,,,,,,
2014-12-31,,-369000000.0,-1065000000.0,850000000.0,509000000.0,-5000000.0,0.0,1023000000,1023000000,1641000000.0,264000000.0,5777000000.0,-5344000000.0,792000000.0,1538000000.0,0.0,0.0,2902000000.0,1054000000.0,31000000.0,122000000.0,3770000000.0,1272000000.0,564000000.0,18601000000.0,3930000000.0,45132000000.0,1023000000,370000000.0,1171000000.0,-1955000000.0,2000000.0,4790000000.0,10098000000.0,6328000000.0,1061000000,4921000000,91000000.0,401000000.0,-188000000.0,6328000000.0,3321000000.0,25226000000.0,154000000.0,8246000000.0,17531000000.0,,1072000000.0,-1182000000.0,1571000000,18900000000.0,187000000.0,187000000.0,19906000000.0,7695000000.0,5393000000.0,797000000.0,1600000000.0,26531000000.0,-534000000.0,9094000000.0,2260000000.0,6777000000.0,188000000.0,1420000000.0,126000000.0,,1491000000.0,,,,,,,,,
2015-03-31,,-322000000.0,-985000000.0,868000000.0,485000000.0,-23000000.0,0.0,626000000,626000000,1151000000.0,287000000.0,5647000000.0,,768000000.0,-855000000.0,0.0,0.0,2947000000.0,740000000.0,114000000.0,38000000.0,4206000000.0,829000000.0,481000000.0,18327000000.0,2034000000.0,44841000000.0,626000000,381000000.0,980000000.0,-2423000000.0,2000000.0,6328000000.0,9679000000.0,5473000000.0,732000000,4448000000,-218000000.0,393000000.0,-87000000.0,5473000000.0,2998000000.0,25303000000.0,124000000.0,,17611000000.0,,-724000000.0,-1000000000.0,1113000000,19526000000.0,185000000.0,185000000.0,19538000000.0,7692000000.0,5145000000.0,703000000.0,1450000000.0,26514000000.0,-13000000.0,8965000000.0,2266000000.0,6795000000.0,190000000.0,1459000000.0,129000000.0,,1663000000.0,,,,,,,,,
2015-06-30,,-398000000.0,7000000.0,865000000.0,485000000.0,-101000000.0,0.0,83000000,682000000,1156000000.0,262000000.0,5881000000.0,,1913000000.0,-486000000.0,381000000.0,-273000000.0,2781000000.0,867000000.0,185000000.0,108000000.0,5583000000.0,758000000.0,283000000.0,17109000000.0,3049000000.0,45658000000.0,83000000,253000000.0,942000000.0,-3696000000.0,2000000.0,5473000000.0,10554000000.0,4971000000.0,741000000,4379000000,-200000000.0,368000000.0,59000000.0,4987000000.0,3031000000.0,25853000000.0,101000000.0,,17060000000.0,,-1696000000.0,0.0,994000000,19609000000.0,185000000.0,4000000.0,19805000000.0,8793000000.0,3868000000.0,662000000.0,1348000000.0,28549000000.0,-308000000.0,7902000000.0,2290000000.0,6757000000.0,125000000.0,1519000000.0,123000000.0,,1643000000.0,,,,,,,,,
2015-09-30,,-242000000.0,-755000000.0,625000000.0,241000000.0,-20000000.0,0.0,539000000,545000000,686000000.0,419000000.0,3572000000.0,,511000000.0,-2572000000.0,336000000.0,249000000.0,1535000000.0,665000000.0,120000000.0,27000000.0,2914000000.0,867000000.0,90000000.0,10058000000.0,496000000.0,18338000000.0,539000000,-118000000.0,443000000.0,1667000000.0,2000000.0,4987000000.0,5301000000.0,2387000000.0,578000000,2099000000,56000000.0,175000000.0,-87000000.0,2415000000.0,1666000000.0,11846000000.0,57000000.0,,4436000000.0,,-868000000.0,-512000000.0,588000000,7255000000.0,-69000000.0,93000000.0,6492000000.0,7410000000.0,3106000000.0,595000000.0,433000000.0,8280000000.0,306000000.0,4442000000.0,1088000000.0,6814000000.0,137000000.0,772000000.0,85000000.0,-250000000.0,1152000000.0,,,,,,,,,
2015-12-31,,-129000000.0,-1227000000.0,0.0,229000000.0,-38000000.0,0.0,477000000,523000000,1040000000.0,395000000.0,3391000000.0,-3524000000.0,2092000000.0,-583000000.0,0.0,0.0,1554000000.0,650000000.0,127000000.0,48000000.0,4299000000.0,911000000.0,90000000.0,9881000000.0,1202000000.0,17785000000.0,477000000,171000000.0,526000000.0,-2292000000.0,2000000.0,2415000000.0,6131000000.0,1832000000.0,662000000,2322000000,256000000.0,349000000.0,83000000.0,1832000000.0,1829000000.0,11209000000.0,72000000.0,5078000000.0,2263000000.0,,-323000000.0,-637000000.0,1186000000,7713000000.0,78000000.0,78000000.0,6576000000.0,8946000000.0,1736000000.0,619000000.0,493000000.0,7904000000.0,-3000000.0,4451000000.0,1167000000.0,6779000000.0,106000000.0,855000000.0,75000000.0,-600000000.0,1154000000.0,,,,,,,,,
2016-03-31,,-158000000.0,1222000000.0,6000000.0,239000000.0,0.0,0.0,482000000,482000000,641000000.0,437000000.0,3370000000.0,,2080000000.0,854000000.0,0.0,,1497000000.0,591000000.0,109000000.0,7000000.0,5327000000.0,483000000.0,82000000.0,9905000000.0,2030000000.0,19608000000.0,482000000,167000000.0,685000000.0,-2935000000.0,2000000.0,1832000000.0,8013000000.0,2686000000.0,614000000,2137000000,-148000000.0,275000000.0,,2686000000.0,1660000000.0,13291000000.0,60000000.0,,2107000000.0,,-1075000000.0,-1001000000.0,781000000,8207000000.0,88000000.0,88000000.0,6317000000.0,11184000000.0,1651000000.0,599000000.0,477000000.0,9703000000.0,-12000000.0,4519000000.0,1046000000.0,9030000000.0,115000000.0,747000000.0,74000000.0,,1091000000.0,,,,,,,,,
2016-06-30,,-147000000.0,-537000000.0,,295000000.0,-76000000.0,0.0,435000000,437000000,763000000.0,475000000.0,3541000000.0,,2204000000.0,-685000000.0,0.0,,1502000000.0,523000000.0,86000000.0,45000000.0,6085000000.0,616000000.0,74000000.0,10079000000.0,1489000000.0,19993000000.0,435000000,167000000.0,829000000.0,-2193000000.0,2000000.0,2686000000.0,8086000000.0,2001000000.0,531000000,2230000000,-11000000.0,304000000.0,,2001000000.0,1737000000.0,13540000000.0,68000000.0,,2206000000.0,,-898000000.0,-500000000.0,698000000,8642000000.0,113000000.0,113000000.0,6453000000.0,11334000000.0,1718000000.0,628000000.0,493000000.0,9914000000.0,-47000000.0,4487000000.0,1206000000.0,9054000000.0,116000000.0,840000000.0,76000000.0,-6000000.0,1200000000.0,,,,,,,,,
2016-09-30,,-185000000.0,-503000000.0,1449000000.0,288000000.0,-6000000.0,0.0,413000000,418000000,802000000.0,428000000.0,3921000000.0,,2268000000.0,-248000000.0,0.0,-173000000.0,1526000000.0,533000000.0,115000000.0,15000000.0,6292000000.0,617000000.0,117000000.0,10719000000.0,2410000000.0,20502000000.0,413000000,172000000.0,1204000000.0,-2654000000.0,2000000.0,2001000000.0,8045000000.0,1753000000.0,542000000,2217000000,20000000.0,278000000.0,,1753000000.0,1719000000.0,13683000000.0,107000000.0,,3763000000.0,,-595000000.0,-501000000.0,714000000,9036000000.0,105000000.0,105000000.0,6819000000.0,9920000000.0,1813000000.0,626000000.0,498000000.0,9783000000.0,35000000.0,4727000000.0,1177000000.0,7582000000.0,116000000.0,824000000.0,70000000.0,-11000000.0,1112000000.0,,,,,,,,,
2016-12-31,,-136000000.0,-926000000.0,1451000000.0,292000000.0,-17000000.0,0.0,5936000000,5948000000,620000000.0,276000000.0,3969000000.0,-3968000000.0,1888000000.0,63000000.0,0.0,-11000000.0,1516000000.0,2004000000.0,-3944000000.0,35000000.0,5333000000.0,484000000.0,102000000.0,14972000000.0,4134000000.0,23847000000.0,5936000000,176000000.0,-124000000.0,-3430000000.0,2000000.0,1753000000.0,7149000000.0,1816000000.0,638000000,2395000000,159000000.0,283000000.0,-4433000000.0,1816000000.0,1856000000.0,13308000000.0,110000000.0,5484000000.0,3847000000.0,,560000000.0,-941000000.0,2365000000,14959000000.0,110000000.0,110000000.0,10539000000.0,9461000000.0,1893000000.0,592000000.0,539000000.0,8875000000.0,3000000.0,4501000000.0,1218000000.0,7509000000.0,110000000.0,857000000.0,64000000.0,-3000000.0,1134000000.0,,,,,,,,,
2017-03-31,,-135000000.0,-418000000.0,2210000000.0,278000000.0,-19000000.0,0.0,1035000000,1035000000,582000000.0,282000000.0,4540000000.0,,1958000000.0,163000000.0,0.0,0.0,1496000000.0,558000000.0,-477000000.0,11000000.0,4775000000.0,447000000.0,86000000.0,16315000000.0,2770000000.0,24808000000.0,1035000000,163000000.0,165000000.0,-2750000000.0,2000000.0,1816000000.0,6754000000.0,1979000000.0,546000000,2217000000,-214000000.0,296000000.0,-565000000.0,1979000000.0,1702000000.0,13213000000.0,122000000.0,,4433000000.0,,-115000000.0,-410000000.0,709000000,15994000000.0,101000000.0,101000000.0,11595000000.0,8780000000.0,1693000000.0,592000000.0,515000000.0,8493000000.0,0.0,4648000000.0,1156000000.0,6756000000.0,112000000.0,807000000.0,66000000.0,,1147000000.0,,,,,,,,,
