date,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInInventory,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
2001-09-30,62005000,0.0,-47413000,3969000.0,0.27,67465000,15179000,15179000,-4976000,3368000,309486000,93000,15838000,1078000.0,316305000,,508313000,27797000.0,281805000.0,575176000,210417000,383634000.0,608000.0,56218519.0,62489000,24325000,15179000,1930663000,27693000,27693000,,,58667000,1103788000,10330000.0,,20522000,,31044000,1223932000,248945000,476000.0,,251673000,-68724000.0,,747639000.0,41256000,826849000,37341000,-5372000,61778000,0.27,,,27693000,-16903000,0.0,606718000,,429257000,732297000.0,31017000,,704836000,826875000,210417000,617214000,0.0,,52972000,-438153000.0,97327000,56218519.0,,,
2001-12-31,84379000,0.0,-51256000,-1241000.0,,67331000,-40318000,-40318000,-3849000,6700000,291531000,-35319000,-11695000,673000.0,281170000,,465163000,9870000.0,249546000.0,529276000,207422000,291485000.0,607000.0,,63482000,27693000,-40318000,1793988000,34393000,34393000,,,52596000,1080623000,8536000.0,704713000.0,19474000,,57069000,1137697000,242534000,,,199254000,-71988000.0,,745874000.0,-8168000,728530000,28913000,0,11306000,,,,34393000,-9132000,0.0,583151000,,383566000,,-52013000,,654640000,713365000,207422000,554546000,-1872000.0,,63655000,-454343000.0,117315000,,,,
2002-03-31,119012000,0.0,1354000,2933000.0,-4.38,-6435000,571000,-248653000,-4685000,-9325000,281371000,-568000,402000,630000.0,297586000,,462385000,14007000.0,247462000.0,466899000,199385000,339748000.0,611000.0,56770091.0,-11120000,34393000,-248653000,1583859000,25068000,25068000,,,61532000,815299000,7883000.0,,15411000,,-27157000,1175314000,271251000,4196000.0,,208875000,-68440000.0,,735714000.0,9490000,675774000,-15451000,-5374000,24901000,-4.38,,,25068000,-4258000,-244000.0,581062000,,129496000,414916000.0,973000,,406807000,768560000,199385000,594252000,0.0,,62022000,-454343000.0,118047000,56770091.0,,,
2002-06-30,125811000,-4949000.0,-28011000,9159000.0,0.45,50809000,25626000,25626000,-8274000,16679000,278558000,-776000,17877000,893000.0,301046000,,438609000,29579000.0,261783000.0,559607000,218403000,414499000.0,617000.0,59595349.0,42535000,25068000,25626000,1688241000,41747000,41747000,,,72044000,828302000,8258000.0,423933000.0,16192000,,19412000,1237115000,311498000,,,271001000,-54970000.0,,732901000.0,52598000,830608000,343000,-10851000,68790000,0.43,,,41747000,-6789000,-51000.0,562211000,,149688000,,43503000,,449576000,859939000,218403000,674904000,225000.0,,58288000,-454343000.0,122709000,56946667.0,,,
2002-09-30,146954000,-369000.0,-101434000,-2150000.0,0.48,69290000,27578000,27578000,-6937000,14178000,238017000,2477000,16312000,876000.0,250340000,,369992000,35387000.0,278620000.0,562737000,196741000,364252000.0,626000.0,59952174.0,62353000,41747000,27578000,1581497000,55925000,55925000,,,40056000,802974000,8945000.0,418003000.0,14080000,,30882000,1111654000,261614000,,,256107000,-70014000.0,,692360000.0,59366000,818844000,31440000,-5486000,73446000,0.46,,,55925000,45940000,0.0,495977000,,171780000,,43890000,,468431000,778523000,205672000,615677000,51881000.0,,62725000,-454343000.0,125109000,57454167.0,,,
2002-12-31,194819000,-603000.0,-32040000,77000.0,,54223000,5026000,5026000,-2834000,20444000,231042000,128000,1288000,,219682000,,356747000,12808000.0,253929000.0,483422000,208922000,307334000.0,630000.0,,51389000,55925000,5026000,1521718000,76369000,76369000,,,23126000,846663000,6756000.0,420802000.0,10969000,,66453000,1067328000,247598000,-21029000.0,,220942000,-93154000.0,,656559000.0,12020000,704364000,33192000,-2000,22989000,,,,76369000,-2222000,1000.0,529867000,,171316000,,6314000,,452799000,675055000,207883000,537461000,324000.0,,38400000,-425517000.0,173120000,,,,
2003-03-31,119235000,0.0,4930000,2387000.0,0.04,-26211000,2488000,2488000,-5242000,-22224000,226852000,589000,1588000,,272154000,,364805000,23405000.0,283311000.0,437246000,201955000,321294000.0,633000.0,62200000.0,-31453000,76369000,2488000,1594319000,54145000,54145000,,2425000.0,23916000,853716000,7020000.0,427253000.0,12536000,,-53099000,1118730000,245529000,7732000.0,,212552000,-71107000.0,,652369000.0,10597000,649798000,-50852000,-5489000,23133000,0.04,,,54145000,-2237000,-434000.0,542569000,,168277000,,4076000,,473760000,740603000,201955000,576161000,0.0,,60159000,-425517000.0,177764000,62200000.0,,,
2003-06-30,126800000,-500000.0,-11330000,213000.0,0.52,17211000,30400000,30400000,-5058000,10524000,222500000,1400000,19400000,,272200000,,362900000,41200000.0,274400000.0,541000000,221900000,388900000.0,600000.0,59607843.0,12153000,54145000,30400000,1682800000,64700000,64700000,,,26700000,867800000,7900000.0,439400000.0,11964000,,-13001000,1148500000,257200000,-6432000.0,,278200000,-37500000.0,,648017000.0,56300000,819200000,6152000,-11011000,68264000,0.51,,,64700000,2837000,34000.0,549000000,,193100000,,49800000,,532400000,815000000,221800000,599500000,-2425000.0,,55300000,-425517000.0,186100000,58461538.0,,,
2003-09-30,133900000,-1300000.0,-16800000,6600000.0,0.47,26900000,27700000,27700000,-11900000,-300000,221700000,-1600000,17700000,,242800000,,357400000,56200000.0,303900000.0,561400000,224800000,451000000.0,600000.0,60217391.0,15000000,64700000,27700000,1721300000,64400000,64400000,,,15400000,873900000,6900000.0,439900000.0,11200000,,-17700000,1160300000,237800000,600000.0,,277700000,-37600000.0,,647217000.0,52900000,839100000,29700000,-5600000,64100000,0.46,,,64400000,-3900000,0.0,547000000,,215200000,,45400000,,561000000,847400000,223800000,613300000,8700000.0,,55600000,-425517000.0,189600000,58936170.0,,,
2003-12-31,139400000,-900000.0,-8700000,3300000.0,,38800000,23900000,23900000,-19000000,13700000,234600000,1300000,6600000,,226600000,,337300000,35300000.0,292100000.0,528300000,212800000,463400000.0,600000.0,,19800000,64400000,23900000,1726600000,76100000,76100000,,,25000000,881100000,6700000.0,447300000.0,13000000,,-7300000,1142400000,262900000,3100000.0,,248700000,-24600000.0,,691100000.0,35900000,777000000,15900000,0,48900000,,,,76100000,-19100000,0.0,527100000,,218900000,,30500000,,584200000,845500000,212800000,615300000,-9400000.0,,46000000,-456500000.0,189800000,,,,
2004-03-31,142400000,-200000.0,8300000,10800000.0,-3.28,6600000,-178500000,-162100000,-6400000,8300000,224400000,-208600000,-19100000,,274200000,,317200000,62700000.0,259400000.0,438400000,415400000,362200000.0,700000.0,49420732.0,200000,76100000,-162100000,1531000000,84400000,84400000,,,48200000,675000000,7500000.0,224200000.0,11500000,,-22500000,1131300000,255300000,-23900000.0,,225600000,-22200000.0,,680900000.0,-189800000,664000000,-64000000,-5600000,-178300000,-3.28,,,84400000,-8400000,,505700000,,18300000,,-197600000,,399700000,856000000,207100000,625600000,-2100000.0,,102600000,-456500000.0,188500000,49420732.0,,,
2004-06-30,140800000,0.0,-59700000,100000.0,0.57,48500000,36500000,39000000,-8200000,-12000000,221100000,700000,22300000,,285900000,,274200000,66100000.0,267200000.0,530100000,208300000,389300000.0,700000.0,72222222.0,40300000,84400000,39000000,1542800000,72400000,72400000,,,42800000,668200000,8900000.0,221600000.0,11100000,,15800000,1124300000,285500000,-1600000.0,,275300000,-30500000.0,,677600000.0,67000000,805400000,-15100000,-11400000,78100000,0.54,,,72400000,-2000000,,462700000,,46500000,,58800000,,418500000,874600000,208300000,661600000,0.0,,93200000,-456500000.0,188500000,68421053.0,,,
2004-09-30,142000000,0.0,-3200000,400000.0,0.31,31200000,28000000,18800000,-9800000,21900000,222700000,200000,15300000,,278600000,,276300000,66200000.0,297000000.0,513500000,209200000,389400000.0,700000.0,62666667.0,21400000,72400000,18800000,1559600000,94300000,94300000,,,43000000,676100000,6100000.0,226600000.0,10300000,,-6900000,1116300000,247700000,1100000.0,,258400000,-17600000.0,,679200000.0,49200000,771900000,10500000,-5800000,59500000,0.3,,,94300000,-5600000,,462400000,,59700000,,43300000,,443300000,883500000,209200000,653900000,-200000.0,,88000000,-456500000.0,186100000,60645161.0,,,
2004-12-31,131700000,-100000.0,-500000,9100000.0,,-30400000,20500000,7700000,-15900000,-33400000,234000000,500000,12000000,,247200000,,268100000,18300000.0,286300000.0,503200000,201200000,472500000.0,700000.0,,-46300000,94300000,7700000,1518600000,60900000,60900000,,,42400000,673900000,4700000.0,225400000.0,9700000,,-90100000,1045700000,237000000,27600000.0,,238200000,-17500000.0,,687800000.0,37000000,741400000,40300000,0,46700000,,,,60900000,-400000,,461700000,,66800000,,32500000,,472900000,844700000,201500000,584000000,1400000.0,,51000000,-453800000.0,193600000,,,,
2005-03-31,137300000,0.0,-300000,1000000.0,0.1,36000000,7500000,6400000,-13600000,23300000,236300000,-100000,4400000,,275800000,,269100000,19100000.0,259900000.0,478500000,204300000,450200000.0,700000.0,64000000.0,22400000,60900000,6400000,1545100000,84200000,84200000,,,40100000,678200000,5500000.0,222500000.0,9600000,,22900000,1068200000,281600000,400000.0,,221800000,-23400000.0,,690100000.0,17500000,700300000,-31300000,-6200000,27100000,0.1,,,84200000,-11700000,-1200000.0,467500000,,66900000,,11900000,,476900000,866900000,204300000,600700000,0.0,,43600000,-453800000.0,198400000,64000000.0,,,
2005-06-30,111800000,-1300000.0,-44600000,8500000.0,0.72,30000000,45000000,44800000,-13900000,9400000,238100000,7100000,26600000,,257500000,,263000000,39800000.0,282700000.0,573800000,216200000,541900000.0,700000.0,72800000.0,16100000,84200000,44800000,1600200000,93600000,93600000,,,12300000,649400000,4600000.0,219100000.0,9300000,,-13800000,1098900000,294700000,-1500000.0,,294000000,-36500000.0,,691900000.0,77800000,867800000,15200000,-12300000,87100000,0.64,,,93600000,26200000,,469400000,,105600000,,71600000,,501300000,950800000,224900000,629500000,0.0,,41800000,-453800000.0,206400000,62000000.0,,,
2005-09-30,121400000,-400000.0,2800000,11000000.0,0.77,88500000,48600000,48400000,-14500000,82600000,244600000,-3800000,28500000,,254000000,,119300000,42500000.0,311600000.0,612100000,230300000,567400000.0,700000.0,74200000.0,74000000,93600000,48400000,1739100000,176200000,176200000,,,116800000,676900000,4300000.0,225600000.0,9500000,,36800000,1105200000,312900000,-2500000.0,,315400000,,,698400000.0,85100000,927500000,6000000,-6300000,94600000,0.68,,,176200000,-13600000,,321400000,,148100000,,77100000,,633900000,1062200000,230200000,783800000,41800000.0,,50600000,-453800000.0,202100000,62900000.0,,,
2005-12-31,138900000,5100000.0,-14800000,5300000.0,,74200000,50900000,50900000,-21300000,37300000,255700000,41600000,23500000,,242400000,,108000000,25500000.0,321700000.0,593800000,201400000,508400000.0,700000.0,,52900000,176200000,50900000,1737600000,213500000,213500000,,-2500000.0,12500000,690400000,1000000.0,223900000.0,9000000,,-5600000,943200000,296800000,15500000.0,,276800000,400000.0,,720300000.0,75400000,870600000,10200000,0,84400000,,,,213500000,-21700000,-12900000.0,286700000,,191000000,,74400000,,794400000,1047200000,243000000,656500000,0.0,,62600000,-464600000.0,178700000,,,,
2006-03-31,141700000,5600000.0,-5300000,6800000.0,0.29,-50300000,21000000,21000000,-14900000,-73700000,260900000,10800000,12500000,,342700000,,108000000,21100000.0,288200000.0,546100000,212000000,495300000.0,700000.0,75400000.0,-65200000,213500000,21000000,1768300000,139800000,139800000,-4300000.0,,14900000,701500000,600000.0,,9400000,,-89300000,951700000,339600000,5000000.0,,253400000,1000000.0,,725500000.0,41400000,799500000,-99000000,-7800000,50800000,0.28,6900000.0,,139800000,-18400000,-12200000.0,287900000,,204100000,226400000.0,33500000,,816600000,1066800000,230100000,663800000,0.0,,74600000,-464600000.0,179900000,71300000.0,,,
2006-06-30,145100000,2900000.0,-38200000,7500000.0,0.9,13800000,64000000,64000000,-16500000,-39700000,269300000,24900000,24300000,,348400000,,121000000,43000000.0,309900000.0,686200000,223400000,611000000.0,800000.0,75200000.0,-2700000,139800000,64000000,1888200000,100100000,100100000,,,15400000,733900000,1800000.0,,10000000,,-44600000,1030500000,353300000,-17900000.0,,315800000,15700000.0,,733900000.0,92400000,1002000000,-900000,-15700000,102400000,0.85,14100000.0,,100100000,-16300000,-46100000.0,308900000,,260300000,232400000.0,88300000,,857700000,1154300000,250600000,721600000,500000.0,,76300000,-464600000.0,187900000,71500000.0,,,
2006-09-30,150600000,0.0,-93600000,800000.0,0.51,120000000,35600000,35600000,-18400000,9300000,273100000,-1600000,20100000,,348100000,,108100000,61100000.0,329200000.0,696200000,250500000,602700000.0,800000.0,72900000.0,101600000,100100000,35600000,1883900000,109400000,109400000,,,11800000,744600000,1200000.0,,13400000,,59500000,1062300000,362200000,-8700000.0,,311000000,16200000.0,,737700000.0,60500000,1007200000,3000000,-7700000,73900000,0.49,11100000.0,,109400000,-18400000,-70500000.0,298000000,,288300000,232400000.0,55700000,,821600000,1139300000,252500000,764300000,-1200000.0,,53200000,-464600000.0,189900000,69500000.0,,,
2006-12-31,65900000,2500000.0,-38400000,4700000.0,,116200000,45400000,45400000,-24000000,34900000,288200000,6700000,-4500000,,305500000,,96800000,33800000.0,326300000.0,587400000,233600000,502600000.0,800000.0,,92200000,109400000,45400000,1719800000,144300000,144300000,,,12400000,701400000,800000.0,3200000.0,11500000,,39400000,915400000,278600000,-4700000.0,,275000000,-5100000.0,,777000000.0,41400000,862400000,49600000,-100000,52900000,,200000.0,,144300000,-41400000,-34600000.0,264300000,,312500000,239800000.0,40900000,,804400000,1018400000,240000000,651100000,-20100000.0,,43800000,-488800000.0,167500000,,,,
2007-03-31,74000000,11000000.0,33100000,12000000.0,0.13,-75100000,8600000,8600000,-9900000,-50700000,288000000,1100000,5100000,,398100000,,132300000,0.0,285700000.0,586900000,187700000,502300000.0,800000.0,70900000.0,-85000000,144300000,8600000,1781700000,93600000,93600000,,,12200000,706300000,900000.0,,11800000,,-103000000,949700000,342200000,2800000.0,,204600000,7700000.0,,776800000.0,16900000,791500000,-93200000,-8700000,28700000,0.12,5900000.0,,93600000,-9800000,-16500000.0,309600000,,313500000,242200000.0,13700000,,832000000,1075400000,191100000,640100000,0.0,,60100000,-488800000.0,177300000,67500000.0,,,
2007-06-30,76300000,-11000000.0,-21000000,3200000.0,0.89,69800000,60300000,60300000,-15100000,26500000,294700000,-900000,28600000,,377900000,,161800000,15200000.0,314500000.0,752700000,190500000,637200000.0,800000.0,71200000.0,54700000,93600000,60300000,1960800000,144000000,120100000,,,16300000,729100000,2000000.0,,11700000,,-20000000,1069600000,381000000,1300000.0,,289100000,33700000.0,,783500000.0,98600000,1041800000,21100000,-17700000,110300000,0.85,6300000.0,,120100000,-38800000,-29100000.0,342600000,23900000.0,365000000,252300000.0,88900000,,891200000,1231700000,197300000,727000000,-23900000.0,,52400000,-488800000.0,180800000,68000000.0,,,
2007-09-30,78400000,14200000.0,-113500000,3400000.0,0.92,115800000,61200000,61200000,-19500000,-26600000,306400000,-600000,35600000,,358700000,,95400000,25400000.0,346400000.0,736200000,190400000,630800000.0,800000.0,69800000.0,96300000,120100000,61200000,1934800000,118600000,93500000,-6700000.0,5600000.0,65100000,755500000,1900000.0,,12400000,,35800000,1065100000,349400000,1000000.0,,293600000,61800000.0,,795200000.0,103200000,1029800000,27000000,-8600000,115600000,0.88,13500000.0,,93500000,-20400000,-104900000.0,278800000,25100000.0,417600000,262400000.0,96800000,,869700000,1179300000,194300000,786300000,0.0,,51100000,-488800000.0,183400000,66600000.0,,,
2007-12-31,69200000,1900000.0,-51300000,2900000.0,,127600000,38900000,38900000,-23900000,52000000,317900000,-8500000,19900000,,325700000,,166700000,1100000.0,352100000.0,621300000,210100000,492500000.0,800000.0,,103700000,93500000,38900000,1814600000,173200000,145500000,-10900000.0,7700000.0,41200000,743900000,2000000.0,,12900000,,70200000,1006100000,289800000,600000.0,,265300000,63600000.0,,839700000.0,55200000,886600000,38400000,0,68100000,,7000000.0,,145500000,-26800000,-103100000.0,321900000,27700000.0,447400000,262800000.0,58800000,,808500000,1070700000,196000000,684200000,0.0,,48400000,-521800000.0,155200000,,,,
2008-03-31,72700000,10800000.0,24800000,12300000.0,0.1,-32900000,6300000,6300000,-9500000,-25200000,318800000,3600000,3700000,,379500000,,359700000,0.0,319200000.0,564300000,187300000,490800000.0,800000.0,62700000.0,-42400000,145500000,6300000,1880400000,155000000,120300000,-21700000.0,14900000.0,41900000,744100000,2700000.0,,12700000,,-65800000,1211400000,330400000,7200000.0,,202800000,81500000.0,,840600000.0,15500000,767100000,-54700000,-8700000,28200000,0.1,100000.0,,120300000,-16000000,-183100000.0,519900000,34700000.0,445400000,264500000.0,10000000,,669000000,1136300000,193700000,691500000,0.0,,85900000,-521800000.0,160200000,60300000.0,,,
2008-06-30,72500000,100000.0,-70900000,500000.0,0.91,55700000,51200000,51200000,-12200000,-25000000,320700000,-2800000,32900000,,367800000,,448600000,0.0,332000000.0,715600000,191600000,604700000.0,800000.0,58000000.0,43500000,120300000,51200000,1934900000,130200000,95300000,-13300000.0,13000000.0,21500000,746000000,3800000.0,,12900000,,-11600000,1338100000,377500000,3600000.0,,287300000,85500000.0,,842500000.0,95700000,1002900000,13500000,-15900000,108600000,0.88,-300000.0,,95300000,-12400000,-123900000.0,607100000,34900000.0,488900000,268300000.0,84100000,,596800000,1188900000,196600000,731000000,0.0,,60300000,-521800000.0,158500000,56200000.0,,,
