date,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyEbitda,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyInventory,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment
2013-03-31,-33325000.0,3085322000.0,1228119000.0,2005235000.0,3641501000.0,1654244000.0,299698000.0,104401000.0,0.8,3230230000.0,6871731000.0,406000.0,23297000.0,8658000.0,-4620000.0,2882363000.0,,464901000.0,13099000.0,107089000,104401000.0,-1359000.0,129096000.0,866149000.0,447213000.0,,1166207000.0,-33841000.0,1143753000.0,,2370183000.0,1038333000.0,130720000.0,1241745000.0,,0.0,299698000.0,0.81,3386000.0,257775000.0,3955547000.0,84395000.0,-55890000.0,-87607000.0,-287689000.0,0.0,1166207000.0,1166207000.0,3035000.0,3600000.0,165203000,350777000.0,4120000.0,-129031000.0,883093000.0,3759000.0,2835084000,5986000.0,-524247000.0,-39746000.0,-39311000.0,257775000.0,54819000.0,188240000,161908000.0,,358846000.0,-4928000.0,14340000.0,-75538000.0,130730000.0,9580000.0,,,,,
2013-06-30,157490000.0,3190981000.0,1194585000.0,2015371000.0,3800257000.0,1733323000.0,298645000.0,108871000.0,0.83,3249492000.0,7049749000.0,-5000.0,24383000.0,0.0,-2727000.0,2927908000.0,,467004000.0,-7485000.0,112089000,108871000.0,1518000.0,129536000.0,872855000.0,432701000.0,,1295517000.0,-46743000.0,1186261000.0,,2613991000.0,1082571000.0,131410000.0,1166207000.0,,-22313000.0,298645000.0,0.84,945000.0,289207000.0,4091606000.0,79300000.0,-26425000.0,-53254000.0,-300705000.0,0.0,1295517000.0,1295517000.0,2786000.0,12275000.0,168359000,344524000.0,1798000.0,39517000.0,883732000.0,4746000.0,3080995000,184525000.0,-522466000.0,-922000.0,-27035000.0,289207000.0,56334000.0,195592000,168423000.0,,361266000.0,-1966000.0,11426000.0,129310000.0,131295000.0,9854000.0,,,,,
2013-09-30,-24432000.0,3300961000.0,1138190000.0,2022831000.0,4039558000.0,1887619000.0,299543000.0,110811000.0,0.84,3234586000.0,7274144000.0,-8000.0,26719000.0,0.0,79000.0,3025809000.0,295035000.0,474691000.0,110063000.0,116481000,110811000.0,1275000.0,129896000.0,26025000.0,415086000.0,,1256405000.0,-51146000.0,1389278000.0,,2667965000.0,924262000.0,131639000.0,1295517000.0,217904000.0,-17116000.0,299543000.0,0.85,1013000.0,345097000.0,4213097000.0,103077000.0,-50240000.0,-202313000.0,-304127000.0,0.0,1256405000.0,1256405000.0,3391000.0,22783000.0,175148000,457893000.0,-7283000.0,-130733000.0,919170000.0,32030000.0,3142656000,11318000.0,-539874000.0,-8527000.0,-35750000.0,345097000.0,58425000.0,205016000,174906000.0,,379296000.0,-2485000.0,10852000.0,-39112000.0,132013000.0,11025000.0,,,,,
2013-12-31,288532000.0,3394616000.0,1917954000.0,2778981000.0,3944244000.0,2162119000.0,308644000.0,93732000.0,0.71,4496908000.0,8441152000.0,-25476000.0,28286000.0,0.0,-2053000.0,4080073000.0,,453691000.0,-104583000.0,98949000,93732000.0,-113000.0,130121000.0,680432000.0,1041480000.0,,1011236000.0,-1196286000.0,1517309000.0,,2615200000.0,1188781000.0,131863000.0,1256405000.0,569160000.0,-1132933000.0,308644000.0,0.72,0.0,449928000.0,4322993000.0,110640000.0,-54419000.0,191263000.0,-314766000.0,0.0,1011236000.0,1011236000.0,191000.0,53075000.0,145047000,406630000.0,-3739000.0,178515000.0,1110023000.0,63705000.0,3068891000,326480000.0,-641688000.0,628084000.0,-37948000.0,449928000.0,47972000.0,175398000,146921000.0,,468335000.0,11223000.0,9587000.0,-245169000.0,132180000.0,15263000.0,,,,,
2014-03-31,-159749000.0,3460619000.0,1789412000.0,2910998000.0,3648773000.0,1982803000.0,394119000.0,83460000.0,0.63,4587276000.0,8236049000.0,36000.0,38419000.0,0.0,-1335000.0,3772215000.0,,516553000.0,-83513000.0,90800000,83460000.0,12072000.0,130384000.0,718151000.0,932154000.0,,691256000.0,-92158000.0,1368162000.0,,2659480000.0,1214384000.0,132179000.0,1011236000.0,486225000.0,-64604000.0,394119000.0,0.64,0.0,378504000.0,4419479000.0,104768000.0,-175693000.0,-18812000.0,-319513000.0,0.0,691256000.0,691256000.0,5116000.0,64183000.0,122434000,321388000.0,-4444000.0,-226998000.0,1133185000.0,4344000.0,3176033000,-130745000.0,-661283000.0,-89707000.0,-29004000.0,378504000.0,41594000.0,175929000,132394000.0,,471902000.0,-20620000.0,12532000.0,-319980000.0,132579000.0,7419000.0,,,,,
2014-06-30,264397000.0,3504788000.0,1629983000.0,2938686000.0,3753116000.0,2169938000.0,437802000.0,64842000.0,0.49,4579463000.0,8332579000.0,-99000.0,39325000.0,0.0,-2795000.0,3799921000.0,,561739000.0,100343000.0,71309000,64842000.0,-2950000.0,130738000.0,707029000.0,789416000.0,,772613000.0,-54514000.0,1350511000.0,,2670052000.0,1319652000.0,133010000.0,691256000.0,478122000.0,-28815000.0,437802000.0,0.5,0.0,366980000.0,4501027000.0,96537000.0,-261764000.0,-590000.0,-303992000.0,0.0,772613000.0,772613000.0,5565000.0,41351000.0,123937000,421132000.0,-4310000.0,172484000.0,1133436000.0,20823000.0,3231791000,289478000.0,-677810000.0,-158206000.0,-25081000.0,366980000.0,46737000.0,162936000,118046000.0,,455626000.0,945000.0,12056000.0,81357000.0,132611000.0,9864000.0,,,,,
2014-09-30,196390000.0,3527193000.0,1598153000.0,3026349000.0,3892071000.0,2349846000.0,405151000.0,86074000.0,,4561588000.0,8453659000.0,402000.0,39382000.0,0.0,-1242000.0,3947999000.0,343314000.0,541800000.0,195994000.0,91054000,86074000.0,6834000.0,,38570000.0,764075000.0,,732647000.0,-175824000.0,1425341000.0,,2676642000.0,1131054000.0,131753000.0,772613000.0,440192000.0,-157990000.0,405151000.0,,12371000.0,410683000.0,4469255000.0,121976000.0,-189641000.0,-63917000.0,-363549000.0,58000.0,732647000.0,732647000.0,947000.0,36732000.0,136649000,622875000.0,43292000.0,53803000.0,1092369000.0,0.0,3218442000,236503000.0,-635572000.0,-75251000.0,-40113000.0,410683000.0,53750000.0,185133000,144804000.0,,456797000.0,4506000.0,10529000.0,-39966000.0,,10854000.0,,,,,
2014-12-31,105196000.0,3539510000.0,1531310000.0,3046706000.0,3685784000.0,2238655000.0,361223000.0,100079000.0,0.77,4556864000.0,8242648000.0,0.0,38987000.0,0.0,-6951000.0,3769965000.0,,519446000.0,-80520000.0,106195000,100079000.0,-486000.0,128652000.0,648900000.0,706610000.0,,670081000.0,-30388000.0,1431225000.0,,2667559000.0,1226985000.0,129476000.0,732647000.0,414114000.0,0.0,361223000.0,0.78,0.0,417407000.0,4438203000.0,0.0,-448847000.0,65538000.0,-401504000.0,13000.0,670081000.0,670081000.0,5318000.0,44332000.0,158223000,532964000.0,-2602000.0,-6063000.0,1084681000.0,16967000.0,3187005000,138971000.0,-637537000.0,-140393000.0,-33775000.0,417407000.0,48500000.0,199000000,154695000.0,-113708000.0,447144000.0,-9133000.0,8029000.0,-62566000.0,129973000.0,16504000.0,,,,,
2015-03-31,-60192000.0,3514557000.0,1517894000.0,3046547000.0,3415950000.0,2004538000.0,357899000.0,81967000.0,0.64,4515360000.0,7931310000.0,0.0,37703000.0,0.0,0.0,3522432000.0,,490944000.0,-51247000.0,88110000,81967000.0,-1115000.0,125992000.0,638575000.0,712712000.0,,464950000.0,-23738000.0,1323920000.0,,2412388000.0,1148007000.0,126474000.0,670081000.0,396402000.0,0.0,357899000.0,0.65,0.0,343000000.0,4368638000.0,0.0,-535620000.0,-25035000.0,-428902000.0,0.0,464950000.0,464950000.0,4548000.0,42714000.0,133045000,470817000.0,7738000.0,-187652000.0,1064154000.0,,2903332000,-34790000.0,-630318000.0,-94453000.0,-25402000.0,343000000.0,40852000.0,171213000,128962000.0,-140501000.0,433836000.0,-781000.0,9128000.0,-205131000.0,127166000.0,7301000.0,,,,,
2015-06-30,272452000.0,3513867000.0,1466892000.0,3033786000.0,3473841000.0,2092638000.0,384163000.0,91062000.0,0.73,4485220000.0,7959061000.0,0.0,37118000.0,0.0,453000.0,3559530000.0,,484597000.0,37214000.0,97308000,91062000.0,566000.0,123392000.0,647154000.0,646391000.0,,553561000.0,-9620000.0,1293606000.0,,2422944000.0,1167448000.0,124143000.0,464950000.0,382966000.0,0.0,384163000.0,0.74,0.0,376083000.0,4352987000.0,0.0,-635978000.0,109137000.0,-420966000.0,0.0,553561000.0,553561000.0,5509000.0,38359000.0,100434000,510748000.0,-1366000.0,141358000.0,1057078000.0,,2907541000,282572000.0,-635764000.0,-192281000.0,-10120000.0,376083000.0,-120000.0,139815000,97188000.0,-118735000.0,421314000.0,237000.0,7899000.0,88611000.0,124601000.0,9120000.0,,,,,
2015-09-30,78712000.0,3496212000.0,1448302000.0,3048778000.0,3282976000.0,1981166000.0,419525000.0,29863000.0,,4502950000.0,7785926000.0,0.0,35484000.0,0.0,505000.0,3429468000.0,338381000.0,473351000.0,65610000.0,37269000,29863000.0,-2115000.0,,34622000.0,584434000.0,,460859000.0,-32377000.0,1213892000.0,,2643603000.0,944469000.0,123153000.0,553561000.0,353419000.0,-8101000.0,419525000.0,,0.0,309951000.0,4291745000.0,0.0,-668854000.0,23318000.0,-464764000.0,0.0,460859000.0,460859000.0,4129000.0,13364000.0,53826000,566866000.0,-34947000.0,-2166000.0,990618000.0,,3116954000,97819000.0,-609380000.0,-126187000.0,-19107000.0,309951000.0,12022000.0,88904000,49291000.0,-49372000.0,381238000.0,22223000.0,8166000.0,-92702000.0,,8487000.0,,,,,
2015-12-31,10730000.0,3511197000.0,1460616000.0,3059279000.0,3112296000.0,1784976000.0,381024000.0,46514000.0,0.38,4503555000.0,7615851000.0,,33893000.0,0.0,-2704000.0,3245592000.0,,440474000.0,-143971000.0,50306000,46514000.0,-340000.0,120888000.0,737500000.0,621899000.0,,443725000.0,-26354000.0,1289617000.0,,2407460000.0,1033906000.0,122777000.0,460859000.0,345770000.0,-10500000.0,381024000.0,0.38,0.0,327031000.0,4305508000.0,0.0,-559921000.0,90783000.0,-470476000.0,0.0,443725000.0,443725000.0,3543000.0,2833000.0,59450000,421206000.0,-2744000.0,-61320000.0,970347000.0,,2847934000,26717000.0,-609341000.0,-3498000.0,-15987000.0,327031000.0,7481000.0,95223000,57787000.0,-42097000.0,361006000.0,-2100000.0,8770000.0,-17134000.0,121959000.0,8134000.0,,,,,
2016-03-31,224261000.0,3554291000.0,1359416000.0,3054798000.0,3072828000.0,1918415000.0,357435000.0,65250000.0,0.54,4643977000.0,7716805000.0,,32784000.0,0.0,24000.0,3277831000.0,,444216000.0,59506000.0,63389000,65250000.0,3611000.0,120216000.0,528018000.0,530000000.0,,559722000.0,-16611000.0,1170483000.0,,2337547000.0,1054229000.0,122146000.0,443725000.0,342367000.0,0.0,357435000.0,0.54,0.0,373649000.0,4376018000.0,0.0,-493031000.0,43836000.0,-450196000.0,0.0,559722000.0,559722000.0,2200000.0,2727000.0,86781000,487810000.0,-10352000.0,158745000.0,947339000.0,,2781763000,237583000.0,-603789000.0,-119276000.0,-13322000.0,373649000.0,27067000.0,125440000,90456000.0,-30194000.0,343550000.0,-14621000.0,6965000.0,115997000.0,121143000.0,8973000.0,,,,,
2016-06-30,164354000.0,3600121000.0,1125070000.0,3079821000.0,2928589000.0,1806440000.0,341893000.0,69055000.0,0.57,4492203000.0,7420792000.0,0.0,32269000.0,0.0,148000.0,2931510000.0,,451449000.0,-7624000.0,70937000,69055000.0,-2801000.0,119850000.0,397200000.0,479000000.0,,616391000.0,-49823000.0,1086702000.0,,2242424000.0,1020762000.0,121704000.0,559722000.0,333608000.0,-39214000.0,341893000.0,0.58,0.0,297520000.0,4424626000.0,0.0,-385809000.0,157165000.0,-453263000.0,0.0,616391000.0,616391000.0,4572000.0,8941000.0,109556000,479217000.0,-12675000.0,81672000.0,928757000.0,,2693873000,181448000.0,-603627000.0,-58353000.0,-17094000.0,297520000.0,31870000.0,139648000,102807000.0,-30148000.0,325130000.0,-420000.0,10763000.0,56669000.0,121446000.0,8679000.0,,,,,
2016-09-30,203113000.0,3586647000.0,1247154000.0,3079628000.0,2864470000.0,1782686000.0,348881000.0,29644000.0,,4495552000.0,7360022000.0,3000.0,31025000.0,0.0,-2946000.0,3029840000.0,300620000.0,431692000.0,47875000.0,29883000,29644000.0,-44933000.0,,26843000.0,385330000.0,,655716000.0,-46833000.0,1110042000.0,,2208895000.0,832290000.0,120951000.0,616391000.0,336922000.0,-19268000.0,348881000.0,,-10027000.0,319460000.0,4265276000.0,0.0,-416070000.0,105484000.0,-610594000.0,,655716000.0,655716000.0,4945000.0,2421000.0,82811000,522427000.0,-1636000.0,139890000.0,897614000.0,,2640587000,234425000.0,-577941000.0,-135899000.0,-31312000.0,319460000.0,5790000.0,71643000,35673000.0,-50111000.0,319673000.0,-10943000.0,16642000.0,39325000.0,,6584000.0,,,,,
2016-12-31,84320000.0,3621528000.0,1224674000.0,2821995000.0,2923398000.0,1749666000.0,330684000.0,60536000.0,0.5,4186635000.0,7110033000.0,,28535000.0,0.0,1205000.0,2974340000.0,,419312000.0,-10782000.0,61153000,60536000.0,-716000.0,119438000.0,731968000.0,387000000.0,,736546000.0,-23086000.0,961519000.0,,2132292000.0,834028000.0,121166000.0,655716000.0,318266000.0,-2036000.0,330684000.0,0.5,0.0,409907000.0,4070226000.0,0.0,-303128000.0,-37472000.0,-878911000.0,,736546000.0,736546000.0,3518000.0,2899000.0,88628000,502832000.0,-565000.0,-688000.0,895069000.0,,2551604000,105374000.0,-580663000.0,20381000.0,-21054000.0,409907000.0,24727000.0,117933000,85880000.0,-30221000.0,314406000.0,5172000.0,37396000.0,80830000.0,121851000.0,10205000.0,,,,,
2017-03-31,70968000.0,3611953000.0,1178531000.0,2862364000.0,2821146000.0,1733216000.0,351111000.0,50018000.0,0.41,4264857000.0,7086003000.0,,29157000.0,0.0,228000.0,2911747000.0,,419284000.0,-36640000.0,44165000,50018000.0,-6015000.0,119484000.0,766595000.0,334925000.0,,674596000.0,-49443000.0,927500000.0,,1883283000.0,872858000.0,120454000.0,736546000.0,319821000.0,-24782000.0,351111000.0,0.41,0.0,389279000.0,4114647000.0,0.0,-383940000.0,97125000.0,-835008000.0,,674596000.0,674596000.0,3755000.0,2941000.0,68173000,468138000.0,-11155000.0,42379000.0,908696000.0,,2302567000,95675000.0,-592619000.0,-113459000.0,-24707000.0,389279000.0,16326000.0,93403000,60491000.0,-50957000.0,316077000.0,-5391000.0,9519000.0,-61950000.0,121714000.0,10953000.0,,,,,
2017-06-30,151747000.0,3664970000.0,1120028000.0,2900819000.0,2940235000.0,1839802000.0,330890000.0,89032000.0,0.74,4304524000.0,7244759000.0,0.0,29917000.0,0.0,-3250000.0,2959830000.0,,459365000.0,79104000.0,88629000,89032000.0,852000.0,119206000.0,764161000.0,282000000.0,,758296000.0,-26567000.0,934769000.0,-18048000.0,2055386000.0,886215000.0,120267000.0,674596000.0,310416000.0,0.0,330890000.0,0.74,0.0,396823000.0,4225655000.0,0.0,-483397000.0,-15490000.0,-783387000.0,,758296000.0,758296000.0,4054000.0,3020000.0,128475000,553744000.0,-8432000.0,55436000.0,939477000.0,,2514751000,179538000.0,-610349000.0,-92609000.0,-27791000.0,396823000.0,38767000.0,161367000,127396000.0,-16002000.0,329128000.0,3250000.0,6375000.0,83700000.0,121079000.0,10970000.0,,,,,
2017-09-30,149786000.0,3721698000.0,967281000.0,3009826000.0,2996180000.0,1926227000.0,367298000.0,91064000.0,,4384679000.0,7380859000.0,0.0,34904000.0,0.0,135000.0,2893508000.0,275480000.0,474291000.0,122279000.0,93428000,94141000.0,10114000.0,,30003000.0,235000000.0,177765000.0,774151000.0,-137102000.0,949060000.0,-18082000.0,2179575000.0,828751000.0,120386000.0,758296000.0,332920000.0,-125408000.0,367298000.0,,0.0,299864000.0,4428352000.0,0.0,-677034000.0,31278000.0,-653514000.0,,774151000.0,774151000.0,708000.0,3071000.0,106993000,683605000.0,56815000.0,-2992000.0,979714000.0,,2653866000,194294000.0,-629803000.0,-56893000.0,-44508000.0,299864000.0,26022000.0,155062000,119450000.0,0.0,349911000.0,8202000.0,9355000.0,15855000.0,,6636000.0,,,,,
2017-12-31,24199000.0,3728527000.0,3666954000.0,5720875000.0,4546955000.0,3063056000.0,439536000.0,2148000.0,0.02,8144802000.0,12691757000.0,-370000.0,39527000.0,0.0,-13780000.0,6730010000.0,,487180000.0,-38875000.0,2561000,2163000.0,-2470000.0,124122000.0,928893000.0,2587933000.0,,1059839000.0,-1388762000.0,1691229000.0,-18143000.0,2263131000.0,1472865000.0,141557000.0,774151000.0,921000000.0,-1365809000.0,439536000.0,0.02,0.0,637542000.0,5869111000.0,0.0,-1091050000.0,15749000.0,-628985000.0,,1059839000.0,1059839000.0,7092000.0,5450000.0,47644000,947199000.0,-11951000.0,-74441000.0,1231854000.0,,2750311000,46886000.0,-657820000.0,1625677000.0,-22687000.0,637542000.0,39355000.0,88535000,41916000.0,,574034000.0,66847000.0,14454000.0,285688000.0,125145000.0,24619000.0,,,,,
2018-03-31,-14840000.0,3755651000.0,3593157000.0,5916827000.0,4457271000.0,2983233000.0,627079000.0,48333000.0,0.34,8144595000.0,12601866000.0,,55660000.0,,-3329000.0,6576390000.0,,773365000.0,56847000.0,51932000,48587000.0,-6676000.0,141785000.0,977409000.0,2511800000.0,,835415000.0,-144765000.0,1587362000.0,-26090000.0,3161663000.0,1431032000.0,141715000.0,1059839000.0,745947000.0,-126704000.0,627079000.0,0.34,,582362000.0,5936567000.0,,-405536000.0,-187661000.0,-617064000.0,,835415000.0,835415000.0,19228000.0,5559000.0,146286000,964280000.0,18750000.0,-86306000.0,1189139000.0,,3935028000,7318000.0,-684727000.0,-101164000.0,-22158000.0,,70235000.0,197055000,122167000.0,,504412000.0,-63780000.0,12182000.0,-224424000.0,142833000.0,22707000.0,,,,,
2018-06-30,196183000.0,3880886000.0,3402710000.0,5955048000.0,4476045000.0,3096185000.0,563680000.0,149593000.0,1.05,8075767000.0,12551812000.0,,52023000.0,,-10866000.0,6498895000.0,,776409000.0,120741000.0,150071000,150222000.0,2564000.0,142015000.0,968951000.0,2336473000.0,,824370000.0,-6982000.0,1595644000.0,-20999000.0,3380254000.0,1455266000.0,141861000.0,835415000.0,680664000.0,3967000.0,563680000.0,1.05,,559898000.0,5965191000.0,,-2474243000.0,-144474000.0,-728176000.0,,824370000.0,824370000.0,23787000.0,8964000.0,212729000,1072057000.0,-14173000.0,10465000.0,1154321000.0,,4156663000,214746000.0,-683217000.0,-184727000.0,-18563000.0,,42712000.0,268593000,192783000.0,0.0,471104000.0,4900000.0,6952000.0,-11045000.0,143029000.0,14495000.0,,,,,
2018-09-30,180726000.0,3809991000.0,3555748000.0,6103856000.0,4556584000.0,3145693000.0,550105000.0,-37431000.0,,8089211000.0,12645795000.0,,51377000.0,,-3133000.0,6701441000.0,502588000.0,791417000.0,44344000.0,-31423000,-37541000.0,-18908000.0,,48425000.0,2146877000.0,,793358000.0,-37098000.0,1597297000.0,-21337000.0,3351228000.0,1324379000.0,142218000.0,824370000.0,655957000.0,210000.0,550105000.0,,,524439000.0,5854345000.0,,-604744000.0,-118812000.0,-806703000.0,,793358000.0,793358000.0,26654000.0,4954000.0,241312000,1127671000.0,295500000.0,-162781000.0,1156601000.0,,4142645000,212202000.0,-698895000.0,-197366000.0,-31476000.0,,229261000.0,275869000,197838000.0,1000.0,457706000.0,5918000.0,19996000.0,-31012000.0,,17421000.0,,,,,
2018-12-31,-245422000.0,3796864000.0,4009501000.0,4771086000.0,4898862000.0,3094724000.0,455390000.0,124037000.0,0.86,8046397000.0,12945259000.0,,39606000.0,,-18512000.0,7104225000.0,,568520000.0,18891000.0,69433000,124296000.0,2282000.0,142154000.0,2466793000.0,2668993000.0,,913902000.0,-22595000.0,1342846000.0,-28603000.0,2515268000.0,994111000.0,140400000.0,793358000.0,552030000.0,-1113000.0,455390000.0,0.87,-1113000.0,409764000.0,5753102000.0,,-324099000.0,-299061000.0,-856552000.0,,886707000.0,886707000.0,25325000.0,3136000.0,113130000,895434000.0,-26080000.0,-291279000.0,,,3083788000,-224701000.0,,345725000.0,-20721000.0,792279000.0,22758000.0,157122000,92191000.0,-141799000.0,256488000.0,-87331000.0,7582000.0,120544000.0,143578000.0,15594000.0,,,,,
2019-03-31,128710000.0,3620873000.0,4202064000.0,4774849000.0,4846470000.0,3188200000.0,514160000.0,56822000.0,0.41,8099375000.0,12945845000.0,,42169000.0,,-5546000.0,7390264000.0,,616841000.0,-25645000.0,119779000,56917000.0,36904000.0,138335000.0,2522088000.0,2841536000.0,,850638000.0,-36662000.0,1171636000.0,-27787000.0,2474755000.0,1177632000.0,136432000.0,913902000.0,533638000.0,-3904000.0,514160000.0,0.41,0.0,450864000.0,5465854000.0,,-629234000.0,,-860260000.0,,674548000.0,674548000.0,29423000.0,24000.0,102681000,828522000.0,-4928000.0,30884000.0,,,3091596000,169469000.0,,-193092000.0,-40759000.0,731158000.0,-7947000.0,183424000,111832000.0,-346636000.0,268800000.0,56664000.0,18363000.0,-63264000.0,139316000.0,13322000.0,,,,,
2019-06-30,-210271000.0,4053626000.0,2243697000.0,5370741000.0,4475945000.0,3289448000.0,536180000.0,523824000.0,3.8,7165317000.0,11641262000.0,,44234000.0,,-5870000.0,5533145000.0,,626134000.0,74532000.0,95380000,524442000.0,19025000.0,136747611.0,795193000.0,1025198000.0,,998242000.0,2241202000.0,1298631000.0,-25867000.0,2543488000.0,1673272000.0,135849000.0,850638000.0,694117000.0,-575110000.0,536180000.0,3.83,0.0,506394000.0,6060063000.0,,-2654249000.0,,-763589000.0,,998242000.0,998242000.0,18978000.0,222687000.0,89954000,884992000.0,83600000.0,60671000.0,,,3169622000,-165081000.0,,-1943681000.0,-45190000.0,2103000.0,-1981000.0,156611000,93399000.0,-36183000.0,305266000.0,11228000.0,20198000.0,147604000.0,137960823.0,18425000.0,,,,,
2019-09-30,-175430000.0,3939174000.0,2620347000.0,5432544000.0,4111768000.0,3073706000.0,566446000.0,142279000.0,,7350943000.0,11462711000.0,,43260000.0,,-628000.0,5694053000.0,377867000.0,665534000.0,227368000.0,29415000,142325000.0,-37743000.0,,52680000.0,1201245000.0,,631068000.0,-29596000.0,1222339000.0,-24139000.0,2727329000.0,1078428000.0,132879000.0,998242000.0,665076000.0,3904000.0,566446000.0,,,593416000.0,5714691000.0,,-417954000.0,,-916812000.0,0.0,631068000.0,631068000.0,10120000.0,199901000.0,99088000,1072645000.0,-158531000.0,-293108000.0,804931000.0,,3392863000,-146123000.0,-496788000.0,-177964000.0,-29307000.0,2573000.0,24125000.0,106920000,53540000.0,-329058000.0,308143000.0,23192000.0,18815000.0,-367174000.0,,21796000.0,,,,,
