date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyAccountsPayable,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation
2002-12-31,11741463507649.22,1386107136445.36,,,0.0,3200341635922.56,1997378409759.8,,1997378409759.8,990699459545.72,61300633431115.08,,,5810864766707.58,551543856416.0,,-11962472119301.68,,3834475680784.06,73263105550416.77,,8756669036168.64,,,,,,,,,1666244364795.28,5810864766707.58,-29897983382.48,3202419575651.52,,10105640565959.1,4914241991211.72,,373993672535.06,,,17907151832582.98,,,65594288233925.7,3202419575651.52,5337170931348.14,,34840483973919.36,395407676899.64,2103941873543.26,70508530225137.42,395407676899.64,395407676899.64,7070387897951.94,350093712810.98,,1845250295932.52,2114733095366.4,-9606712151952.6,1997378409759.8,-5391934754987.62,35559978635596.44,,,,17664455510008.32,,1345975088510.34,,14943883083300.74,,721519572708.42,,-1319319245577.08,,
2003-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280201752.0,,,,5527653750000.0,,,,,,,,,,,,5527653750000.0,5527653750000.0,1062.5,,672212500000.0,,,672212500000.0,672212500000.0,,,,,,,,,,,,1280201752.0,,1062.5,,,,,,,,,
2003-06-30,1241426250000.0,1008825000000.0,,,,3353138750000.0,375321250000.0,,375321250000.0,244866250000.0,30361531250000.0,,,4150460000000.0,163555000000.0,,-7015516250000.0,,25115365000000.0,37377047500000.0,,,,,,,,,,1280201752.0,1682576250000.0,4150460000000.0,-164372500000.0,163515000000.0,,6865908750000.0,2251455000000.0,,243621250000.0,,,20098028750000.0,,,55572128750000.0,163515000000.0,5339452500000.0,606.25,19539566250000.0,763958750000.0,,57823583750000.0,763958750000.0,763958750000.0,2671725000000.0,208717500000.0,,1596140000000.0,1031038750000.0,3934511250000.0,,,38284017500000.0,,,1280201752.0,10001932500000.0,606.25,1574048750000.0,,1404941250000.0,,71276250000.0,,999372500000.0,,
2003-09-30,1188298887700.59,1447674442996.77,,,375321250000.0,3091736663574.93,753446665913.22,,753446665913.22,476025555079.53,28078561083032.55,,-466704997459.51,4696968884191.92,165124444279.32,-69212222063.82,-6847468882041.42,-57843333644.35,23746796642919.87,34926029965073.97,,903376248531.13,14711111285.11,-31807222759.27,,,427952083169.21,116623194172.48,107177917007.23,1258610912.0,1417825554137.73,4696968884191.92,-169392222052.83,1412798886679.23,41790972716.59,7448939992551.06,2656856664009.81,,243151110867.96,,,19502885536052.67,,1040833345.65,51911516614755.15,1092567776685.21,5909894438534.55,772.222221,18315524426128.92,971648887917.24,436671251071.62,54568373278764.96,971648887917.24,971648887917.24,2587427775190.35,270718888618.17,,1632691109478.42,1332462220889.76,3629027774148.75,753446665913.22,-417580831717.57,36252848852636.04,80422777407.11,17425972178.07,1258610912.0,8279156658387.51,772.222221,1580073331753.26,,2280866664385.8,,,,510634443933.81,,
2003-12-31,13657301808851.88,1142952780920.37,,,753446665913.22,3359630000000.0,2150415000000.0,,2150415000000.0,917739723153.55,64926686250000.0,,-4571500002540.49,7163836250000.0,411152917125.63,-30804027936.18,-17696647500000.0,-2266882916355.65,3939045000000.0,82623333750000.0,,7225851251468.87,-14884861285.11,-479291527240.73,,,-108380833169.21,-263331944172.48,-311852917007.23,,1705292500000.0,7163836250000.0,-341217500000.0,8026900975009.64,-42100972716.59,10633675000000.0,5810523750000.0,,630418056221.52,,,21215906250000.0,,-128418333345.65,69406832500000.0,3807649585003.66,7628662655142.98,,35597037500000.0,225213057766.82,2654351248928.38,75217356250000.0,225213057766.82,225213057766.82,8380793750000.0,547012500000.0,,2164130000000.0,1762108750000.0,-9836288738712.56,2150415000000.0,-5067349168282.43,39486542500000.0,96604722592.89,-89994722178.07,,16582568750000.0,,1516956250000.0,,17464951393855.54,,948966250000.0,,-2305454581430.63,,
2004-03-31,917437776860.34,1429782220792.44,,,353306666313.36,3085744441358.7,662053332671.28,,662053332671.28,420448888468.44,28194205527361.35,,-534442221687.78,4411086662255.58,146647777631.13,-78411111032.7,-7578684436865.76,87739999912.26,24351904420092.54,35772889964227.11,,637813332695.52,,7246666659.42,,,308746666357.92,179569999820.43,-99376666567.29,1259716046.0,1488755554066.8,4411086662255.58,-156326666510.34,1055359998944.64,,7483989992516.01,2765941108345.17,19429999980.57,213748888675.14,,,19843455535712.1,,-22222222.2,52680794391763.65,668533332664.8,5650137772127.64,799.999999,18832122203390.1,1009333332324.0,103371111007.74,55446735500108.82,1009333332324.0,1009333332324.0,2586899997413.1,205525555350.03,,1814764442629.68,944749999055.25,4064166662602.5,662053332671.28,-416806666249.86,36614613296718.72,109413333223.92,5556666661.11,1259716046.0,8761232213460.99,799.999999,1590164442854.28,,1585971109525.14,,83597777694.18,,898318887990.57,,
2004-06-30,-196019999803.98,793123332540.21,,,662053332671.28,3079337774698.44,1360705554194.85,,1360705554194.85,397305555158.25,59755685495799.87,,-2429157775348.62,5799821105311.29,231304444213.14,-6308888882.58,-18481089981518.91,-1739866664926.8,3814326662852.34,78236775477318.78,,2784732219437.49,,239591110871.52,,,-919048887969.84,-234764444209.68,-237984444206.46,1259716046.0,1347674443096.77,5799821105311.29,-326636666340.03,3437683329895.65,,8845716657820.95,4786434439658.01,-26253333307.08,347327777430.45,,,20215175535340.38,,-11865555543.69,64044271047066.84,1532517776245.26,5282929994717.07,300.0,31767361079343.75,395817777381.96,355574444088.87,68830705486724.85,395817777381.96,395817777381.96,8054565547500.99,460461110650.65,,1855372220366.85,1696509998303.49,3946432218275.79,1360705554194.85,-1963914442480.53,36944708851944.18,185355555370.2,-173495555382.06,1259716046.0,14867078874021.81,316.666666,1418737776359.04,,1336497776441.28,,1109895554445.66,,-537712221684.51,,
2004-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278877888.0,,,,6098888882790.0,,,,,,,,,,,,6098888882790.0,6098888882790.0,538.666666,,688888888200.0,,,688888888200.0,688888888200.0,,,,,,,,,,,,1260931462.0,,546.333333,,,,,,,,,
2004-12-31,,,,,,3095105000000.0,1612885000000.0,,1612885000000.0,,61178774000000.0,,,4483933000000.0,,,-23194602000000.0,,3620389000000.0,84373376000000.0,,,,,,,,,,,1553097000000.0,4483933000000.0,-394465000000.0,-12716239205190.0,,7979392000000.0,5765736000000.0,,,,,22355169000000.0,,,65390370000000.0,-12716239205190.0,6111108794810.0,,31930638000000.0,690331557650.0,,71156106000000.0,690331557650.0,690331557650.0,9389594000000.0,854839000000.0,,1647900000000.0,1939946000000.0,,,,39106544000000.0,,,,14561652000000.0,,1611286000000.0,,,,1650112000000.0,,,,
2005-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277703004.0,,,,5876444000000.0,,,,,,,,,,,,5876444000000.0,5876444000000.0,582.5,,744262000000.0,,,744262000000.0,744262000000.0,,,,,,,,,,,,1261461017.0,,590.0,,,,,,,,,
2005-06-30,2938000000000.0,1145000000000.0,,,,3127000000000.0,1666000000000.0,,1666000000000.0,401000000000.0,62445000000000.0,,,4311000000000.0,158000000000.0,,-26099000000000.0,,3998000000000.0,88544000000000.0,,,,,,,,,,1279415740.0,1295000000000.0,4311000000000.0,-380000000000.0,1120000000000.0,,7277000000000.0,6210000000000.0,,304000000000.0,,,23378000000000.0,,,66987000000000.0,1105000000000.0,5875000000000.0,582.4,32759000000000.0,744000000000.0,,73197000000000.0,744000000000.0,744000000000.0,10155000000000.0,900000000000.0,,1828000000000.0,1669000000000.0,1832000000000.0,,,40312000000000.0,,,1259416046.0,15327000000000.0,591.0,1933000000000.0,,4043000000000.0,,1816000000000.0,,184000000000.0,,
2005-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289930027.0,,,,6723382070940.0,,,,,,,,,,,,6723382070940.0,6723382070940.0,343.110648,,442588728160.0,,,442588728160.0,442588728160.0,,,,,,,,,,,,1289930027.0,,343.110648,,,,,,,,,
2005-12-31,,,,,,3182772060650.0,1388028380610.0,,1388028380610.0,,63513540543420.0,,,3589487360080.0,,,-29326471480030.0,,2814030179840.0,92840012023450.0,,,,,,,,,,,1934645748640.0,3589487360080.0,-63955231360.0,-14908350966190.0,,7083041873120.0,6955131410400.0,,,,,24436894182460.0,,,67206955154460.0,-14908350966190.0,6448699106090.0,,32150494664770.0,416467338990.0,,74162086564860.0,416467338990.0,416467338990.0,9692215452510.0,1269111622300.0,,2484261018140.0,1555910862930.0,,,,41865694028550.0,,,,15375237339140.0,,810432697390.0,,,,1813730389350.0,,,,
2006-06-30,5752567923439.48,724779679910.66,,,,3211788236519.06,2240389372370.6,,2240389372370.6,254933524250.9,64133490276045.3,,,4105788239969.9,180307693003.68,,-32124359098359.0,,2801643885458.22,96257849374404.3,,,,,,,,,,1280915970.0,1293461543454.3,4105788239969.9,-100814815203.96,753678065587.26,,6912398887080.72,7768147228465.58,,366616335698.14,,,24862393258362.0,,,67807453253189.76,753678065587.26,6506245989026.74,367.996203,33006493954565.56,469846155659.76,,75575600481655.34,469846155659.76,469846155659.76,9892614473133.26,1507977213798.0,,2051924984178.74,1510793927958.92,,,,42423084684170.96,,,1273919736.0,16201480594351.58,367.996203,664236469800.42,,6506245989026.74,,1967855658118.24,,123999050811.02,,
2006-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314572428.0,,,,7366948510590.6,,,,,,,,,,,,7366948510590.6,7366948510590.6,498.832103,,655694664289.2,,,655694664289.2,655694664289.2,,,,,,,,,,,,1276005826.0,,513.781182,,,,,,,,,
2006-12-31,,,,,,3059779108954.59,1760693687547.3,,1760693687547.3,,62254496395693.14,,,4481057380163.76,,,-33231763404796.77,,2406499593507.57,95486259800489.9,,,,,,,,,,,1952289535452.96,4481057380163.76,-724048609528.2,-16826137879980.12,,8222784504433.95,8385556614291.78,,,,,24913319360158.35,,,65475849175761.75,-16826137879980.12,5974633806295.98,,32621477768399.52,542639673998.97,,73861405790053.53,542639673998.97,542639673998.97,9683140217199.24,1993951914462.42,,2628814859398.53,1786504917842.37,,,,41096145532957.35,,,,14715553046766.33,,522394214682.45,,,,2002096152883.53,,,,
2007-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280915970.0,,,,6700047505574.99,,,,,,,,,,,,6700047505574.99,6700047505574.99,717.102904,,445017031028.43,,,445017031028.43,445017031028.43,,,,,,,,,,,,1273919736.0,,717.102904,,,,,,,,,
2007-06-30,5957122966472.26,732397504685.99,,,,3139746239666.85,1506768099321.65,,1506768099321.65,284085243557.72,64733147649792.16,,,6141583865123.3,169113237525.32,,-36729317169919.22,,798800791393.44,101462464819711.38,,,,,,,,,,1280915970.0,1550519227913.15,6141583865123.3,-718859487764.55,792536568915.85,,9905248288987.04,8669796785993.31,,343187645339.22,,,25853155032628.88,,,68114066003338.19,792536568915.85,6749659535388.11,708.867615,34152848876300.55,448312261128.27,,76783862789331.5,448312261128.27,448312261128.27,10193279712770.66,2456257891364.2,,2437731613672.08,2210550830781.48,,,,42480255380144.45,,,1273919736.0,14054320874542.85,722.412856,,,6749659535388.11,,2269039181635.38,,74006682016.85,,
2007-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260426945.0,,,,7373152058781.48,,,,,,,,,,,,7373152058781.48,7373152058781.48,192.037898,,242049740812.56,,,242049740812.56,242049740812.56,,,,,,,,,,,,1248580827.0,,193.859889,,,,,,,,,
2007-12-31,,,,,,3209654501186.49,1575220040792.65,,1575220040792.65,,67601388720093.97,,,5493681659586.68,,,-40405908325360.9,,5192250011007.57,108007297045454.88,,,,,,,,,,,2274599255758.48,5493681659586.68,-658281836601.55,-18168487629875.02,,9343242529170.97,9340081480475.13,,,,,26939463540257.73,,,73635442103672.69,-18168487629875.02,8161950628192.7,,38683618995866.95,280666614863.22,,82975523584147.81,280666614863.22,280666614863.22,13210732237744.58,2132844573810.02,,2997588957665.75,1572174160636.38,,,,44057330617746.11,,,,16129644228951.4,,2549217233868.76,,,,2634427908206.71,,,,
2008-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283155424.0,,,,7073565347242.01,,,,,,,,,,,,7073565347242.01,7073565347242.01,-164.944559,,-211649504971.66,,,-211649504971.66,-211649504971.66,,,,,,,,,,,,1283155424.0,,-164.944559,,,,,,,,,
2008-06-30,7605481683758.7,-305996858975.34,,801095288839.32,,3208820945938.08,1838090054377.92,,1838090054377.92,-71234555052.18,78392683855865.45,,,4912282727916.6,211348691331.96,,-43165430413974.12,,5906882729010.66,121558114269839.58,,,,,,,,,,1283135424.0,1787876441757.24,4912282727916.6,-551458639350.06,-321317277840.36,,8062457600491.74,9214899486576.18,,399421989968.16,,,25995837724930.5,,,85100661873715.44,-321317277840.36,7284164405918.34,-182.959881,50831185396228.44,-234762303923.16,,94315561360291.62,-234762303923.16,-234762303923.16,23878961282811.36,1302578011904.04,,2660427228057.36,1362298430817.9,,,,43216038790993.14,,,1283135424.0,18889766512925.34,-182.959881,2498905761911.1,,7284164405918.34,,3413804192236.86,,196748691315.9,,
2008-09-30,-10951961273276.56,-679007329169.74,,,,,,,,-358530889895.64,,,,,113302617336.08,,,,,,,,,,,,,,,,,,,-112366491439.7,,,,,,,,,,,,-852366491439.7,8772672235283.74,,,-319476439274.1,,,-319476439274.1,-319476439274.1,,,,,,,,,,,,,,,,,-11804327764716.26,,,,346503664488.62,,
2008-12-31,-1436248000000.0,-2552603000000.0,,946847000000.0,,3207839000000.0,1783233000000.0,,1452286000000.0,-428564000000.0,69795285000000.0,,,5802493000000.0,464773000000.0,,-44351255000000.0,,504408000000.0,114146540000000.0,461707000000.0,,,,,,,,,,3099089000000.0,772388000000.0,435064000000.0,-2087830000000.0,,10535863000000.0,10339224000000.0,,,,,23501924000000.0,330947000000.0,,77859386000000.0,-1303073000000.0,8219100000000.0,,46923796000000.0,-2166339000000.0,,88198610000000.0,-2125039000000.0,-2166339000000.0,0.0,188178000000.0,,3532552000000.0,386061000000.0,10958421000000.0,,,41274814000000.0,,,,36387933000000.0,,,,-2739321000000.0,,4272098000000.0,2717195000000.0,-955708000000.0,,
2009-03-31,3036000000000.0,-847000000000.0,,,,,,,,35000000000.0,,,,,423000000000.0,,,,,,,,,,,,,,,1283135424.0,,,,883000000000.0,,,,,,,,,,,,-317000000000.0,8431000000000.0,-687.378731,,-882000000000.0,,,-882000000000.0,-882000000000.0,,,,,,5712000000000.0,,,,,,1283135424.0,,-687.378731,,,2719000000000.0,,,,-108000000000.0,,
2009-06-30,-1749748000000.0,380306000000.0,,974078000000.0,,3207839000000.0,2260246000000.0,,1764095000000.0,139186000000.0,72821039000000.0,,,6322601000000.0,368959000000.0,,-47274233000000.0,,584557000000.0,120095272000000.0,110787000000.0,,,,,,,,,,1901476000000.0,935764000000.0,354779000000.0,749265000000.0,,9700862000000.0,10874130000000.0,,,,41645273000000.0,22838131000000.0,496151000000.0,,81033522000000.0,404682000000.0,7332969000000.0,,51346135000000.0,241120000000.0,,91907652000000.0,218207000000.0,241120000000.0,0.0,299807000000.0,,3173258000000.0,410133000000.0,8678035000000.0,,,40561517000000.0,,,,41645273000000.0,,,,-1345066000000.0,,4707879000000.0,3038872000000.0,288464000000.0,,
2009-09-30,8198748000000.0,1207694000000.0,,,,,,,,277814000000.0,,,,,442041000000.0,,,,,,,,,,,,,,,,,,,1649735000000.0,,,,,,,,,,,,1572318000000.0,9227031000000.0,,,929880000000.0,,,952793000000.0,929880000000.0,,,,,,-544035000000.0,,,,,,,,,,,9771066000000.0,,,,134536000000.0,,
2009-12-31,4270003000000.0,-418587000000.0,,682345000000.0,,3207839000000.0,2000374000000.0,,1489390000000.0,-81855000000.0,74033431000000.0,,,6463293000000.0,349863000000.0,,-50183508000000.0,,517888000000.0,124216939000000.0,82844000000.0,,,,,,,,,,2763509000000.0,870944000000.0,487211000000.0,1418117000000.0,,10747703000000.0,11028900000000.0,,,,41056521000000.0,23405208000000.0,510984000000.0,,82179131000000.0,54822000000.0,9002852000000.0,,51804224000000.0,-385716000000.0,,93208031000000.0,-336732000000.0,-385716000000.0,10189368000000.0,124588000000.0,,4531443000000.0,531167000000.0,4678027000000.0,,,41027234000000.0,,,,27855943000000.0,,972077000000.0,,4324825000000.0,,3894878000000.0,3542283000000.0,-237411000000.0,,
2010-03-31,1272000000000.0,-145000000000.0,,,,,,,,-63000000000.0,,,,,276000000000.0,,,,,,,,,,,,,,,1283135424.0,,,,627000000000.0,,,,,,,,,,,,-1080000000000.0,9577000000000.0,-63.905959,,-82000000000.0,,,-82000000000.0,-82000000000.0,,,,,,9385000000000.0,,,,,,1283135424.0,,-63.905959,,,192000000000.0,,,,1210000000000.0,,
2010-06-30,1558000000000.0,-1084000000000.0,,,,,,,,-269000000000.0,,,,,278000000000.0,,,,,,,,,,,,,,,,,,,-301000000000.0,,,,,,,,,,,,-1258000000000.0,8360000000000.0,,,-815000000000.0,,,-815000000000.0,-815000000000.0,,,,,,8060000000000.0,,,,,,,,,,,300000000000.0,,,,453000000000.0,,
2010-09-30,1441000000000.0,1059000000000.0,,,,,,,,213000000000.0,,,,,304000000000.0,,,,,,,,,,,,,,,,,,,1879000000000.0,,,,,,,,,,,,462000000000.0,10948000000000.0,,,846000000000.0,,,846000000000.0,846000000000.0,,,,,,9045000000000.0,,,,,,,,,,,1903000000000.0,,,,901000000000.0,,
