date,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCapitalStock,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOtherShortTermInvestments,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyNetIncome,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
2008-04-30,662000000.0,,662000000.0,-310000000.0,,,390000000.0,170000000,0.0,28000000.0,66000000,1096000000.0,19000000.0,27000000.0,-12000000.0,107000000.0,30000000.0,-306000000.0,0.96,,121000000.0,55000000.0,-434000000.0,13000000.0,,700000000.0,,103250000.0,-259000000.0,-23000000.0,-1000000.0,1138000000.0,,143000000,13000000.0,1688000000.0,,2878000000.0,196000000,,,173000000,,2369000000,-126000000.0,,23000000.0,4749000000.0,100000000,1871000000.0,2940000000.0,1000000.0,154000000.0,104000000,0.0,1809000000.0,1252000000.0,2053000000,1927000000.0,1180000000.0,465000000.0,8000000.0,289000000.0,662000000.0,8000000,-141000000.0,100000000,316000000,143000000,,-34000000.0,,100500000.0,1.0,1098000000.0,,
2008-07-31,692000000.0,,692000000.0,-321000000.0,,,392000000.0,174000000,0.0,22000000.0,70000000,662000000.0,21000000.0,15000000.0,-13000000.0,108000000.0,21000000.0,-128000000.0,1.08,,112000000.0,32000000.0,30000000.0,238000000.0,,713000000.0,,100750000.0,-157000000.0,-22000000.0,,1126000000.0,,167000000,-16000000.0,1740000000.0,,2873000000.0,208000000,,,186000000,,2555000000,118000000.0,,22000000.0,4800000000.0,109000000,1927000000.0,2988000000.0,225000000.0,149000000.0,104000000,0.0,1812000000.0,1248000000.0,2202000000,1885000000.0,1247000000.0,561000000.0,4000000.0,296000000.0,692000000.0,3000000,-80000000.0,109000000,353000000,167000000,,-12000000.0,,98000000.0,1.12,1099000000.0,,
2008-10-31,812000000.0,,812000000.0,-325000000.0,,,395000000.0,174000000,0.0,14000000.0,56000000,692000000.0,19000000.0,9000000.0,-20000000.0,90000000.0,18000000.0,8000000.0,1.2,,96000000.0,1000000.0,120000000.0,146000000.0,,720000000.0,,100500000.0,-13000000.0,-29000000.0,,1211000000.0,,149000000,30000000.0,1837000000.0,,3125000000.0,225000000,96000000.0,,205000000,,2631000000,18000000.0,,20000000.0,5039000000.0,120000000,1914000000.0,3080000000.0,126000000.0,144000000.0,118000000,4000000.0,1959000000.0,1243000000.0,2277000000,2010000000.0,1249000000.0,607000000.0,-1000000.0,299000000.0,812000000.0,-16000000,-22000000.0,120000000,354000000,149000000,,-13000000.0,,98000000.0,1.24,1099000000.0,,
2009-01-31,936000000.0,,936000000.0,-329000000.0,,,357000000.0,181000000,0.0,12000000.0,62000000,812000000.0,19000000.0,5000000.0,-14000000.0,51000000.0,17000000.0,-1000000.0,,,88000000.0,1000000.0,124000000.0,145000000.0,,686000000.0,,,-16000000.0,-49000000.0,,495000000.0,,147000000,40000000.0,1683000000.0,,3217000000.0,232000000,183000000.0,,208000000,,2518000000,-31000000.0,,24000000.0,5048000000.0,120000000,1831000000.0,2964000000.0,131000000.0,182000000.0,119000000,85000000.0,2084000000.0,1281000000.0,2163000000,1889000000.0,1249000000.0,1170000000.0,3000000.0,141000000.0,936000000.0,-10000000,-16000000.0,120000000,355000000,147000000,,,,,,1099000000.0,,
2009-04-30,898000000.0,,898000000.0,-340000000.0,-15000000.0,,357000000.0,189000000,0.0,,72000000,936000000.0,19000000.0,13000000.0,-12000000.0,50000000.0,2000000.0,-205000000.0,1.12,,79000000.0,0.0,-38000000.0,162000000.0,,697000000.0,18000000.0,99250000.0,-223000000.0,-43000000.0,,1238000000.0,,150000000,-1000000.0,1767000000.0,,3260000000.0,230000000,85000000.0,25000000.0,204000000,,2649000000,13000000.0,,22000000.0,5082000000.0,116000000,1822000000.0,3056000000.0,150000000.0,187000000.0,117000000,0.0,2026000000.0,1289000000.0,2295000000,,1252000000.0,509000000.0,11000000.0,346000000.0,898000000.0,3000000,4000000.0,116000000,354000000,150000000,,40000000.0,,98000000.0,1.16,1102000000.0,,
2009-07-31,951000000.0,,951000000.0,-359000000.0,-1000000.0,-9000000.0,385000000.0,202000000,0.0,,77000000,898000000.0,19000000.0,1000000.0,-16000000.0,59000000.0,3000000.0,-39000000.0,1.24,,75000000.0,0.0,53000000.0,109000000.0,,744000000.0,,97000000.0,-53000000.0,-42000000.0,,,,159000000,2000000.0,1653000000.0,,3242000000.0,243000000,173000000.0,26000000.0,221000000,,2749000000,-66000000.0,,22000000.0,5104000000.0,123000000,1862000000.0,2948000000.0,93000000.0,192000000.0,125000000,0.0,2156000000.0,1295000000.0,2369000000,,1260000000.0,477000000.0,7000000.0,327000000.0,951000000.0,0,-21000000.0,123000000,380000000,159000000,,-29000000.0,,96000000.0,1.24,1103000000.0,,
2009-10-31,991000000.0,,991000000.0,-370000000.0,-1000000.0,-148000000.0,392000000.0,217000000,0.0,,82000000,951000000.0,19000000.0,2000000.0,-18000000.0,70000000.0,3000000.0,-42000000.0,1.36,,92000000.0,0.0,38000000.0,250000000.0,,762000000.0,,97000000.0,-55000000.0,-42000000.0,,,,154000000,-3000000.0,1846000000.0,,3428000000.0,260000000,260000000.0,29000000.0,233000000,,2765000000,67000000.0,,24000000.0,5408000000.0,135000000,1980000000.0,3129000000.0,232000000.0,180000000.0,135000000,0.0,2279000000.0,1283000000.0,2378000000,,1353000000.0,631000000.0,-2000000.0,281000000.0,991000000.0,2000000,-170000000.0,135000000,387000000,154000000,,52000000.0,,96000000.0,1.36,1103000000.0,,
2010-01-31,861000000.0,,861000000.0,-383000000.0,-1000000.0,-101000000.0,389000000.0,191000000,0.0,,68000000,991000000.0,19000000.0,20000000.0,-12000000.0,70000000.0,3000000.0,-112000000.0,,,106000000.0,0.0,-130000000.0,102000000.0,,772000000.0,,,-143000000.0,-44000000.0,,511000000.0,,173000000,-5000000.0,1706000000.0,,3193000000.0,235000000,239000000.0,26000000.0,209000000,,2683000000,-57000000.0,,25000000.0,5295000000.0,123000000,2102000000.0,3004000000.0,90000000.0,195000000.0,123000000,0.0,2291000000.0,1298000000.0,2301000000,,1434000000.0,1037000000.0,-6000000.0,125000000.0,861000000.0,1000000,-118000000.0,123000000,382000000,173000000,,-9000000.0,155000000.0,,,1103000000.0,,
2010-04-30,568000000.0,,568000000.0,-385000000.0,0.0,-140000000.0,398000000.0,189000000,0.0,,64000000,861000000.0,18000000.0,14000000.0,-25000000.0,72000000.0,3000000.0,-264000000.0,1.28,,139000000.0,0.0,-293000000.0,139000000.0,,783000000.0,26000000.0,94500000.0,-291000000.0,-38000000.0,,1131000000.0,,126000000,1000000.0,1692000000.0,,2947000000.0,232000000,156000000.0,24000000.0,207000000,,2685000000,-22000000.0,,25000000.0,5190000000.0,125000000,2243000000.0,2982000000.0,114000000.0,187000000.0,125000000,0.0,2208000000.0,1290000000.0,2352000000,,1548000000.0,532000000.0,1000000.0,306000000.0,568000000.0,0,-166000000.0,125000000,333000000,126000000,,-17000000.0,,93750000.0,1.28,1103000000.0,,
2010-07-31,604000000.0,,604000000.0,-394000000.0,-1000000.0,0.0,382000000.0,253000000,0.0,,95000000,568000000.0,19000000.0,-1000000.0,-10000000.0,71000000.0,3000000.0,-147000000.0,2.0,,130000000.0,0.0,36000000.0,110000000.0,,776000000.0,14000000.0,91250000.0,-154000000.0,-38000000.0,,1118000000.0,,133000000,2000000.0,1619000000.0,,2956000000.0,298000000,241000000.0,27000000.0,273000000,,2794000000,-103000000.0,,26000000.0,5174000000.0,189000000,2218000000.0,2894000000.0,100000000.0,173000000.0,158000000,0.0,2280000000.0,1275000000.0,2388000000,,1548000000.0,484000000.0,0.0,320000000.0,604000000.0,-2000000,73000000.0,189000000,406000000,133000000,,1000000.0,,90750000.0,2.0,1102000000.0,,
2010-10-31,644000000.0,,644000000.0,-397000000.0,-1000000.0,-218000000.0,361000000.0,246000000,0.0,,92000000,604000000.0,19000000.0,0.0,-18000000.0,66000000.0,3000000.0,4000000.0,1.84,,216000000.0,0.0,40000000.0,293000000.0,,758000000.0,4000000.0,90000000.0,-3000000.0,-37000000.0,,1182000000.0,,130000000,-4000000.0,1807000000.0,,3171000000.0,294000000,410000000.0,27000000.0,258000000,,2869000000,107000000.0,,29000000.0,5538000000.0,172000000,2367000000.0,3053000000.0,275000000.0,145000000.0,154000000,0.0,2485000000.0,1246000000.0,2481000000,,1688000000.0,618000000.0,5000000.0,324000000.0,644000000.0,7000000,-258000000.0,172000000,388000000,130000000,,46000000.0,,89750000.0,1.84,1101000000.0,,
2011-01-31,1367000000.0,,1367000000.0,-406000000.0,-1000000.0,-24000000.0,362000000.0,195000000,0.0,,63000000,644000000.0,23000000.0,-2000000.0,-21000000.0,71000000.0,3000000.0,594000000.0,,,211000000.0,0.0,723000000.0,172000000.0,,768000000.0,,,-153000000.0,-33000000.0,,464000000.0,,138000000,-2000000.0,1748000000.0,,3849000000.0,249000000,434000000.0,24000000.0,220000000,,2769000000,-16000000.0,,31000000.0,6223000000.0,132000000,2374000000.0,3732000000.0,151000000.0,135000000.0,132000000,87000000.0,2491000000.0,1984000000.0,2411000000,,1678000000.0,1162000000.0,4000000.0,116000000.0,1367000000.0,-3000000,-43000000.0,132000000,358000000,138000000,,,119000000.0,,,1849000000.0,,
2011-04-30,1282000000.0,,1282000000.0,-413000000.0,-1000000.0,0.0,351000000.0,207000000,0.0,,77000000,1367000000.0,28000000.0,-2000000.0,-9000000.0,84000000.0,3000000.0,-242000000.0,1.44,,200000000.0,26000000.0,-85000000.0,148000000.0,,764000000.0,33000000.0,87000000.0,-246000000.0,-7000000.0,,1225000000.0,,101000000,124000000.0,1805000000.0,,3845000000.0,263000000,369000000.0,24000000.0,230000000,,2688000000,-21000000.0,,28000000.0,6183000000.0,131000000,2338000000.0,3788000000.0,139000000.0,135000000.0,130000000,53000000.0,2395000000.0,1983000000.0,2357000000,,1659000000.0,518000000.0,2000000.0,360000000.0,1282000000.0,4000000,8000000.0,131000000,331000000,101000000,,,,86750000.0,1.48,1848000000.0,,
2011-07-31,1336000000.0,,1336000000.0,-421000000.0,-1000000.0,-29000000.0,354000000.0,182000000,0.0,,70000000,1282000000.0,28000000.0,0.0,-21000000.0,91000000.0,553000000.0,-165000000.0,2.0,,196000000.0,0.0,54000000.0,42000000.0,,775000000.0,20000000.0,84750000.0,-171000000.0,-3000000.0,,1222000000.0,,129000000,186000000.0,2248000000.0,,3767000000.0,237000000,437000000.0,19000000.0,209000000,,2596000000,-82000000.0,,27000000.0,6113000000.0,178000000,2346000000.0,3690000000.0,21000000.0,143000000.0,112000000,0.0,2423000000.0,1442000000.0,2258000000,,1674000000.0,453000000.0,164000000.0,307000000.0,1336000000.0,1000000,177000000.0,178000000,338000000,129000000,,,,84500000.0,2.04,1299000000.0,,
2011-10-31,1463000000.0,,1463000000.0,-409000000.0,-1000000.0,-191000000.0,349000000.0,-46000000,0.0,,44000000,1336000000.0,29000000.0,0.0,-18000000.0,76000000.0,553000000.0,-47000000.0,-1.08,,186000000.0,0.0,127000000.0,376000000.0,,758000000.0,,82250000.0,-53000000.0,-3000000.0,,,,333000000,-90000000.0,2698000000.0,,3991000000.0,14000000,326000000.0,21000000.0,-17000000,,2811000000,447000000.0,,31000000.0,6463000000.0,-89000000,2472000000.0,4137000000.0,358000000.0,140000000.0,-90000000,0.0,2326000000.0,1439000000.0,2495000000,,1827000000.0,611000000.0,85000000.0,309000000.0,1463000000.0,-2000000,-202000000.0,-89000000,316000000,333000000,,5000000.0,,82250000.0,-1.08,1299000000.0,,
2012-01-31,1592000000.0,,1592000000.0,-424000000.0,0.0,-2000000.0,348000000.0,-136000000,0.0,,24000000,1463000000.0,29000000.0,0.0,-17000000.0,75000000.0,553000000.0,5000000.0,,,176000000.0,211000000.0,129000000.0,144000000.0,,772000000.0,,,-1000000.0,-11000000.0,,487000000.0,,107000000,-162000000.0,3025000000.0,,4205000000.0,-79000000,164000000.0,20000000.0,-111000000,,2492000000,251000000.0,,28000000.0,6667000000.0,-161000000,2462000000.0,4486000000.0,127000000.0,92000000.0,-160000000,37000000.0,2181000000.0,1461000000.0,2496000000,2174000000.0,1826000000.0,1266000000.0,1000000.0,168000000.0,1592000000.0,2000000,-20000000.0,-161000000,-4000000,107000000,,-131000000.0,,,,1299000000.0,,
2012-04-30,1167000000.0,,1167000000.0,-439000000.0,-1000000.0,,339000000.0,183000000,0.0,,66000000,1592000000.0,29000000.0,0.0,-8000000.0,75000000.0,553000000.0,-57000000.0,1.4,,166000000.0,0.0,-425000000.0,-361000000.0,,778000000.0,32000000.0,82500000.0,-19000000.0,-1000000.0,,1410000000.0,,126000000,118000000.0,2510000000.0,-41000000.0,3791000000.0,239000000,229000000.0,24000000.0,208000000,,2782000000,-529000000.0,,27000000.0,6220000000.0,117000000,2429000000.0,3954000000.0,-369000000.0,146000000.0,117000000,0.0,2266000000.0,1444000000.0,2448000000,2171000000.0,1826000000.0,515000000.0,1000000.0,453000000.0,1167000000.0,2000000,-7000000.0,117000000,334000000,126000000,,-16000000.0,,82500000.0,1.4,1298000000.0,,
2012-07-31,756000000.0,,756000000.0,-438000000.0,-551000000.0,,324000000.0,173000000,0.0,,63000000,1167000000.0,24000000.0,0.0,-25000000.0,74000000.0,3000000.0,-588000000.0,1.28,,156000000.0,0.0,-411000000.0,200000000.0,,762000000.0,9000000.0,83250000.0,-1000000.0,-1000000.0,,1296000000.0,,153000000,-117000000.0,1781000000.0,-42000000.0,3178000000.0,225000000,296000000.0,22000000.0,191000000,,2848000000,44000000.0,,28000000.0,5580000000.0,110000000,2402000000.0,3221000000.0,175000000.0,143000000.0,110000000,0.0,2359000000.0,1440000000.0,2504000000,,1826000000.0,473000000.0,1000000.0,430000000.0,756000000.0,4000000,-23000000.0,110000000,344000000,153000000,,43000000.0,,83250000.0,1.28,1297000000.0,,
2012-10-31,531000000.0,,531000000.0,-447000000.0,-1000000.0,-479000000.0,319000000.0,177000000,0.0,,65000000,756000000.0,20000000.0,0.0,-10000000.0,76000000.0,2000000.0,-38000000.0,1.32,,214000000.0,8000000.0,-225000000.0,300000000.0,,766000000.0,41000000.0,83500000.0,-1000000.0,-1000000.0,,1291000000.0,,168000000,2000000.0,1966000000.0,-41000000.0,3062000000.0,227000000,367000000.0,21000000.0,193000000,,2870000000,132000000.0,,30000000.0,5866000000.0,112000000,2804000000.0,3411000000.0,290000000.0,148000000.0,112000000,34000000.0,2455000000.0,1445000000.0,2509000000,,2195000000.0,624000000.0,1000000.0,554000000.0,531000000.0,2000000,-487000000.0,112000000,361000000,168000000,,-106000000.0,,83500000.0,1.32,1297000000.0,,
2013-01-31,736000000.0,25000000.0,736000000.0,-442000000.0,-1000000.0,-5000000.0,318000000.0,128000000,0.0,,-58000000,531000000.0,20000000.0,0.0,-5000000.0,79000000.0,2000000.0,-39000000.0,2.16,54000000.0,190000000.0,0.0,205000000.0,211000000.0,,760000000.0,,83750000.0,-1000000.0,-2000000.0,,1249000000.0,,163000000,1000000.0,1793000000.0,-41000000.0,3079000000.0,176000000,510000000.0,17000000.0,168000000,,2711000000,-33000000.0,,28000000.0,5875000000.0,182000000,2796000000.0,3257000000.0,206000000.0,168000000.0,186000000,18000000.0,2618000000.0,1464000000.0,2380000000,1889000000.0,2195000000.0,542000000.0,0.0,454000000.0,736000000.0,-23000000,40000000.0,186000000,331000000,163000000,-47000000.0,15000000.0,132000000.0,83500000.0,2.16,1296000000.0,,
2013-04-30,563000000.0,,563000000.0,-455000000.0,0.0,,315000000.0,127000000,0.0,4000000.0,46000000,736000000.0,20000000.0,0.0,-19000000.0,74000000.0,1000000.0,-53000000.0,0.92,-174000000.0,173000000.0,0.0,-173000000.0,-111000000.0,,770000000.0,,84000000.0,-16000000.0,-2000000.0,,1211000000.0,,154000000,-1000000.0,2017000000.0,-41000000.0,3019000000.0,177000000,182000000.0,24000000.0,175000000,,2707000000,-242000000.0,,30000000.0,5790000000.0,77000000,2771000000.0,3486000000.0,-130000000.0,172000000.0,127000000,0.0,2304000000.0,1469000000.0,2378000000,2063000000.0,2195000000.0,448000000.0,27000000.0,393000000.0,563000000.0,-32000000,8000000.0,81000000,329000000,154000000,-38000000.0,59000000.0,,84000000.0,0.92,1297000000.0,,
