date,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCapitalStock,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOtherShortTermInvestments,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyNetIncome,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
2005-10-31,,,,,,,,111000000,,,40000000,,23000000.0,,,,,,1.0,,,,,,,,,89500000.0,,,,,,125000000,,,,,106000000,,,106000000,,2024000000,,,,,91000000,,,,,71000000,,,,1793000000,,,,,,,1000000,,91000000,231000000,125000000,,,,86500000.0,1.04,,,
2006-01-31,2694000000.0,,1035000000.0,,-6000000.0,-7000000.0,356000000.0,130000000,2000000.0,36000000.0,-6000000,1162000000.0,22000000.0,-1000000.0,-15000000.0,112000000.0,47000000.0,-221000000.0,,,63000000.0,482000000.0,-36000000.0,239000000.0,1779000000.0,356000000.0,14000000.0,,-250000000.0,-32000000.0,5000000.0,471000000.0,1659000000.0,131000000,-106000000.0,1491000000.0,,4403000000.0,160000000,415000000.0,,138000000,,1977000000,182000000.0,-1795000000.0,22000000.0,5655000000.0,154000000,1252000000.0,2794000000.0,224000000.0,111000000.0,136000000,0.0,2807000000.0,1303000000.0,1708000000,,655000000.0,468000000.0,-17000000.0,,1035000000.0,-14000000,-54000000.0,154000000,269000000,131000000,,,,,,1192000000.0,,
2006-04-30,,,,,-20000000.0,-14000000.0,,147000000,,16000000.0,54000000,1010000000.0,23000000.0,-1000000.0,-18000000.0,,,-37000000.0,1.24,,,,1679000000.0,79000000.0,5917000000.0,,,86750000.0,-32000000.0,,-15000000.0,,,128000000,31000000.0,,,,157000000,,,142000000,,1954000000,-45000000.0,-4258000000.0,15000000.0,,106000000,,,61000000.0,,93000000,,,,1684000000,,,,10000000.0,,2690000000.0,-1000000,1637000000.0,106000000,270000000,128000000,,,,84000000.0,1.28,,,
2006-07-31,,,,,2000000.0,-18000000.0,,160000000,,34000000.0,60000000,2690000000.0,23000000.0,0.0,-13000000.0,,,-516000000.0,1.2,,,,-342000000.0,208000000.0,0.0,,,85500000.0,-552000000.0,,4000000.0,,,129000000,27000000.0,,,,170000000,,,151000000,,1994000000,60000000.0,0.0,19000000.0,,103000000,,,195000000.0,,100000000,,,,1714000000,,,,-4000000.0,,2342000000.0,-1000000,-35000000.0,103000000,280000000,129000000,,,,82750000.0,1.24,,,
2006-10-31,3636000000.0,,3636000000.0,-258000000.0,,,381000000.0,155000000,0.0,1251000000.0,65000000,2342000000.0,22000000.0,-46000000.0,-34000000.0,112000000.0,22000000.0,1123000000.0,1.12,,69000000.0,2470000000.0,1289000000.0,263000000.0,0.0,639000000.0,,86750000.0,-73000000.0,-30000000.0,16000000.0,946000000.0,,136000000,-16000000.0,3926000000.0,,5349000000.0,163000000,12000000.0,,144000000,,2142000000,87000000.0,0.0,19000000.0,6723000000.0,98000000,1374000000.0,5228000000.0,229000000.0,109000000.0,90000000,0.0,1440000000.0,1302000000.0,1862000000,1562000000.0,774000000.0,488000000.0,-40000000.0,151000000.0,3636000000.0,1000000,-141000000.0,98000000,280000000,136000000,,,,84000000.0,1.16,1193000000.0,,
2007-01-31,1113000000.0,,1113000000.0,-268000000.0,,,387000000.0,138000000,0.0,42000000.0,53000000,3636000000.0,24000000.0,53000000.0,-9000000.0,109000000.0,29000000.0,-2411000000.0,,,109000000.0,73000000.0,-2523000000.0,158000000.0,0.0,655000000.0,,,-67000000.0,-27000000.0,-2000000.0,613000000.0,,129000000,13000000.0,1663000000.0,,2945000000.0,163000000,6000000.0,,144000000,,2147000000,74000000.0,0.0,19000000.0,4558000000.0,84000000,1613000000.0,2966000000.0,149000000.0,104000000.0,85000000,57000000.0,1536000000.0,1303000000.0,1874000000,1641000000.0,951000000.0,948000000.0,37000000.0,50000000.0,1113000000.0,1000000,-225000000.0,84000000,273000000,129000000,,-35000000.0,,,,1199000000.0,,
2007-04-30,943000000.0,,943000000.0,-280000000.0,,,389000000.0,129000000,0.0,35000000.0,52000000,1113000000.0,22000000.0,28000000.0,-12000000.0,109000000.0,129000000.0,-32000000.0,0.76,,92000000.0,20000000.0,-170000000.0,-134000000.0,,669000000.0,,104500000.0,-94000000.0,-26000000.0,,916000000.0,,131000000,-1000000.0,1473000000.0,,2797000000.0,157000000,,,140000000,,2068000000,-227000000.0,,17000000.0,4427000000.0,80000000,1630000000.0,2758000000.0,-146000000.0,183000000.0,77000000,183000000.0,1610000000.0,1285000000.0,1797000000,1671000000.0,964000000.0,408000000.0,4000000.0,,943000000.0,-3000000,-4000000.0,80000000,271000000,131000000,,,,101000000.0,0.8,1102000000.0,,
2007-07-31,1131000000.0,,1131000000.0,-284000000.0,,,385000000.0,159000000,0.0,20000000.0,60000000,943000000.0,23000000.0,11000000.0,-11000000.0,102000000.0,131000000.0,-55000000.0,1.24,,95000000.0,0.0,188000000.0,261000000.0,,669000000.0,,104500000.0,-78000000.0,-24000000.0,,940000000.0,,139000000,17000000.0,1557000000.0,,2943000000.0,191000000,42000000.0,,173000000,,2222000000,122000000.0,,18000000.0,4548000000.0,131000000,1605000000.0,2829000000.0,250000000.0,174000000.0,99000000,0.0,1719000000.0,1272000000.0,1910000000,1583000000.0,955000000.0,486000000.0,-6000000.0,229000000.0,1131000000.0,-4000000,-18000000.0,131000000,312000000,139000000,,,,101250000.0,1.28,1098000000.0,,
2007-10-31,1011000000.0,,1011000000.0,-287000000.0,,,402000000.0,178000000,0.0,24000000.0,69000000,1131000000.0,22000000.0,11000000.0,-19000000.0,101000000.0,139000000.0,-63000000.0,1.0,,111000000.0,32000000.0,-120000000.0,93000000.0,,689000000.0,,103500000.0,-98000000.0,-24000000.0,-11000000.0,1108000000.0,,152000000,16000000.0,1785000000.0,,3072000000.0,208000000,48000000.0,,186000000,,2365000000,-39000000.0,,22000000.0,4830000000.0,105000000,1758000000.0,3039000000.0,74000000.0,155000000.0,109000000,0.0,1791000000.0,1254000000.0,2027000000,1844000000.0,1081000000.0,506000000.0,11000000.0,217000000.0,1011000000.0,2000000,-150000000.0,105000000,338000000,152000000,,4000000.0,,100500000.0,1.04,1099000000.0,,
2008-01-31,1096000000.0,,1096000000.0,-297000000.0,,,393000000.0,163000000,0.0,19000000.0,60000000,1011000000.0,23000000.0,16000000.0,-19000000.0,101000000.0,130000000.0,-7000000.0,,,102000000.0,29000000.0,85000000.0,122000000.0,,690000000.0,,,-39000000.0,-23000000.0,1000000.0,646000000.0,,151000000,17000000.0,1832000000.0,,3237000000.0,194000000,88000000.0,,171000000,,2337000000,-22000000.0,,23000000.0,4981000000.0,99000000,1744000000.0,3080000000.0,103000000.0,150000000.0,103000000,41000000.0,1901000000.0,1248000000.0,2015000000,1886000000.0,1077000000.0,1027000000.0,-6000000.0,99000000.0,1096000000.0,1000000,-30000000.0,99000000,322000000,151000000,,-23000000.0,,,,1098000000.0,,
