date,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyGoodwill
1991-07-31,5600000.0,2100000,2100000,,600000.0,,0.070035,,7100000.0,,360700000.0,,,-17700000,,4000000.0,3600000.0,6600000.0,,0.0,-100000.0,,36400000.0,,,,4600000.0,433600000,2100000,29985007.0,387500000,,,800000.0,,39200000,0.070035,,4000000.0,,,,13000000.0,,12800000.0,,-48300000,43200000,2100000.0,,,,,,-4500000.0,1700000,29985007.0,-8400000.0,6600000.0,,,342200000.0,-95900000,-1000000.0,21500000,-11600000.0,,,,,,,,,,,
1991-10-31,1500000.0,-2500000,-2500000,,-1300000.0,,-0.083375,,,,358700000.0,,,-17400000,,,,,,,,,35900000.0,,,,-1200000.0,436700000,-2500000,29985007.0,386300000,,,500000.0,,33800000,-0.083375,,,,,,-200000.0,,-2400000.0,,-50400000,33800000,,,,,,,12000000.0,1500000,29985007.0,-1200000.0,,,,341400000.0,-99500000,-2700000.0,16400000,-1700000.0,,,,,,,,,,,
1992-03-31,9800000.0,4000000,4000000,,1700000.0,,0.063365,,,,256300000.0,,,-14500000,-2200000.0,,5000000.0,,,,,,29900000.0,,,,8800000.0,307300000,4000000,63126332.0,405100000,-4800000.0,,,,34600000,0.063365,,,,,,,,-1000000.0,,97800000,34600000,,,,,,,5800000.0,1600000,63126332.0,-9600000.0,,,,356600000.0,-85000000,-1000000.0,20100000,-7000000.0,,,,,,,,,,,
1992-06-30,8100000.0,4300000,4300000,,-300000.0,,0.070035,,,,256300000.0,,,-14200000,-6100000.0,,,,,,,,29300000.0,,,,7100000.0,307500000,4300000,61397872.0,461000000,-1400000.0,,,,34300000,0.070035,,,,,,,,-1000000.0,,153500000,34300000,,,,,,,3800000.0,1600000,61397872.0,-600000.0,,,,365100000.0,-86700000,-1000000.0,20100000,-7500000.0,,,,,,,,,,,
1992-09-30,8400000.0,5300000,5300000,,2100000.0,,0.070035,,,,253400000.0,,,-13600000,-7200000.0,,,,,,,,,,,,-8900000.0,275600000,5300000,75676447.0,430000000,-400000.0,,,,34300000,0.070035,,,,,,,,-17300000.0,,154400000,34300000,,,,,,,3100000.0,1800000,75676447.0,-2800000.0,,,,378700000.0,-88700000,-17300000.0,20700000,10900000.0,,,,,,,,,,,
1992-12-31,300000.0,5400000,5400000,,100000.0,,,2300000.0,11900000.0,,258000000.0,,,-14400000,-7200000.0,,,5200000.0,,0.0,,,20000000.0,,,,-2000000.0,296500000,5400000,,453300000,600000.0,,,,36000000,,,,,,,,,-2300000.0,,154800000,36000000,,,,,,,-14700000.0,1900000,,-4600000.0,5200000.0,,,395000000.0,-90500000,-2300000.0,21600000,2300000.0,,,,,,,,,,,
1993-03-31,11000000.0,7200000,7000000,,-4500000.0,,0.096715,100000.0,,,244100000.0,,,-14900000,-7800000.0,,8700000.0,,,,,,53000000.0,,,,3900000.0,319600000,7200000,74445536.0,474500000,-4300000.0,,,,38700000,0.096715,,,,,,3700000.0,,-3400000.0,,154900000,38700000,,,,,,,4000000.0,1900000,74445536.0,-30000000.0,,,,422800000.0,-91100000,-7100000.0,23800000,-12100000.0,,,,,,,,,,,
1993-06-30,18400000.0,10200000,10200000,,3900000.0,,0.116725,110500000.0,,,240000000.0,,,-15300000,-9400000.0,,,,,,,,,,,,-40000000.0,264700000,10200000,87384879.0,530900000,53400000.0,,,,42800000,0.116725,,,,,,-100000.0,,-58500000.0,,266200000,42800000,,,,,,,8300000.0,2000000,87384879.0,-68500000.0,,,,477000000.0,-90300000,-58400000.0,27500000,44000000.0,,,,,,,,,,,
1993-09-30,10800000.0,8200000,8600000,,3300000.0,,0.090045,72200000.0,,,199900000.0,,,-15500000,-9400000.0,,,,,,,,,,,,3400000.0,224600000,8200000,91065578.0,561900000,9300000.0,,,,41500000,0.090045,,,,,,100000.0,,-7300000.0,,337300000,41500000,,,,,,,2200000.0,2000000,91065578.0,-87200000.0,,,,503200000.0,-91500000,-7400000.0,26000000,-100000.0,,,,,,,,,,,
1993-12-31,14700000.0,9000000,9500000,,41800000.0,,,300000.0,7300000.0,,190900000.0,,,-17700000,-10300000.0,,,,,,,,100000000.0,,,,-35900000.0,312900000,9000000,,652800000,87900000.0,,,,47100000,,,,,,,0.0,,-50600000.0,,336200000,47100000,,,,,,,-21500000.0,2000000,,-12400000.0,,,,550800000.0,-92800000,-50600000.0,29400000,77600000.0,,,,,,,,,,,
1994-03-31,12400000.0,9400000,10200000,,-32700000.0,,0.08671,200000.0,,,68700000.0,,,-14500000,-11500000.0,,53100000.0,,,,,,250000000.0,4600000.0,,,-49300000.0,347200000,9400000,108407335.0,681600000,28100000.0,,,,45900000,0.08671,,,,,,,,-61700000.0,,334400000,45900000,,,,,,,2200000.0,2100000,108407335.0,-122100000.0,,,,607700000.0,-94900000,-61700000.0,31400000,16600000.0,,,,,,,,,,,
1994-06-30,11400000.0,10100000,10100000,,-10700000.0,,0.096715,300000.0,,,68600000.0,,,-15200000,-11400000.0,,,,,,,,250000000.0,4800000.0,,,700000.0,348400000,10100000,104430543.0,681800000,0.0,,,,47500000,0.096715,,,,,,,,-10700000.0,,333400000,47500000,,,,,,,1300000.0,2200000,104430543.0,-200000.0,,,,613800000.0,-96300000,-10700000.0,32300000,-11400000.0,,,,,,,,,,,
1994-09-30,17900000.0,10300000,10300000,,2200000.0,,0.096715,100000.0,,,68000000.0,,,-14900000,-11500000.0,,,,,,,,275000000.0,5300000.0,,,-10900000.0,376200000,10300000,106498475.0,708500000,0.0,,,,47600000,0.096715,,,,,,,,-28800000.0,,332300000,47600000,,,,,,,7600000.0,2200000,106498475.0,-500000.0,,,,637300000.0,-97500000,-28800000.0,32700000,13100000.0,,,,,,,,,,,
1994-12-31,21200000.0,10500000,10500000,,-1000000.0,,,200000.0,7500000.0,,67800000.0,,,-35900000,-11500000.0,,,,,,,,305200000.0,,,,-11300000.0,411300000,10500000,,736700000,30200000.0,,,,69800000,,,,,,,,,-41000000.0,,320700000,69800000,,,,,,,-9100000.0,2000000,,-300000.0,,,,664100000.0,-109300000,-32500000.0,33900000,18700000.0,,,,,,,,,,,
1995-03-31,15300000.0,12000000,12000000,,5900000.0,,0.110055,69800000.0,,,73000000.0,,,-15400000,-12300000.0,,10900000.0,,,,,,271000000.0,6200000.0,-900000.0,,1500000.0,390300000,12000000,109036391.0,788600000,14400000.0,,,,51200000,0.110055,,,,,,3200000.0,,-11500000.0,,398300000,51200000,,,,,,,3300000.0,2100000,109036391.0,-55400000.0,,,,704200000.0,-110900000,-13800000.0,35800000,2100000.0,,,,,,,,,,,
1995-06-30,18600000.0,12900000,12900000,,-5000000.0,,0.11339,1200000.0,,,69400000.0,,,-16000000,-13500000.0,,,,,,,,286300000.0,6400000.0,-200000.0,,-12600000.0,400700000,12900000,113766646.0,799600000,12800000.0,,,,53500000,0.11339,,,,,,8600000.0,,-22800000.0,,398900000,53500000,,,,,,,5700000.0,2200000,113766646.0,11600000.0,,,,730000000.0,-111600000,-31200000.0,37500000,-700000.0,,,,,,,,,,,
1995-09-30,21400000.0,13900000,13900000,,1300000.0,,0.116725,49200000.0,,,69100000.0,,,-15900000,-13600000.0,,,,,,,,280300000.0,6400000.0,-23100000.0,,-5100000.0,400900000,13900000,119083315.0,848600000,43000000.0,,,,54400000,0.116725,,,,,,0.0,,-49600000.0,,447700000,54400000,,,,,,,7500000.0,2200000,119083315.0,-6300000.0,,,,750900000.0,-112000000,-26500000.0,38500000,29400000.0,,,,,,,,,,,
1995-12-31,18900000.0,13100000,13100000,,3000000.0,,,2100000.0,,,389300000.0,,,-16000000,-14500000.0,,,,,,,,,6600000.0,21700000.0,,-14700000.0,432700000,5500000,,884200000,41900000.0,,,,54200000,,,,,,,-31500000.0,,-43400000.0,,447200000,54200000,,,,,,,-21000000.0,2300000,,19800000.0,,,,776300000.0,-114700000,-33600000.0,38200000,27400000.0,,,,,,,,,,,
1996-03-31,27100000.0,15900000,15900000,,-300000.0,,0.12673,56900000.0,,,388800000.0,,900000.0,-18500000,-15700000.0,,16200000.0,,,,,,,6900000.0,,,-41200000.0,441500000,15900000,125463584.0,945000000,56500000.0,,,,62200000,0.12673,,,,,,,,-68300000.0,,503500000,62200000,,,,,,,11200000.0,2400000,125463584.0,-400000.0,,,,838500000.0,-115300000,-68300000.0,43700000,40800000.0,,,,,,,,,,,
1996-06-30,28600000.0,18400000,18400000,,79200000.0,,0.130065,98300000.0,,,373500000.0,,900000.0,-18000000,-16500000.0,,,,,,,,,6700000.0,,,15300000.0,429100000,18400000,125463584.0,1030800000,82900000.0,,,,63600000,0.130065,,,,,,,,-15700000.0,,601700000,63600000,,,,,,,10100000.0,2500000,125463584.0,-15400000.0,,,,846200000.0,-115300000,-13300000.0,45600000,66400000.0,,,,,,,,,,,
1996-09-30,23000000.0,19800000,19800000,,-40600000.0,,0.14007,1600000.0,,,372600000.0,,900000.0,-16300000,-18800000.0,,,,,,,,,6700000.0,-2500000.0,,-21700000.0,431100000,19800000,133958995.0,1035300000,600000.0,,,,61600000,0.14007,,,,,,,,-45400000.0,,604200000,61600000,,,,,,,3200000.0,2600000,133958995.0,-900000.0,,,,884000000.0,-114500000,-44700000.0,45300000,-18200000.0,,,,,,,,,,,
1996-12-31,23191811.0,19626893,19626893,,-17039460.0,,,914972.0,,,310250000.0,34137543.0,2064062.0,122659400,-18751755.0,,,37425206.0,1062151.0,37425206.0,,,,,-35008.0,,8575127.0,412602512,3492418,,1022566471,-6852824.0,1072055986.0,,,-89214981,,,,76388825.0,,,25000.0,,-14626692.0,,605304879,-89214981,,,,,,,-20294395.0,2833924,,7132204.0,,,,891503339.0,-115093138,-14616684.0,33444419,-25604579.0,-180552647.0,,,,,,,,,,
1997-03-31,29900000.0,20600000,20600000,,-10900000.0,,0.14674,500000.0,,,359700000.0,,900000.0,-18600000,-20200000.0,,37400000.0,,,,,,,6300000.0,-1000000.0,,14700000.0,417100000,20600000,140384353.0,1023700000,-4500000.0,,,,66900000,0.14674,,,,,,,,-16200000.0,,606600000,66900000,,,,,,,9300000.0,2800000,140384353.0,-5000000.0,,,,900800000.0,-114700000,-15200000.0,48300000,-24700000.0,,,,,,,,,,,
1997-06-30,26500000.0,21000000,21000000,,-3600000.0,,0.150075,1400000.0,,,419500000.0,,900000.0,-18400000,-20200000.0,,,,,,,,,6800000.0,0.0,,-39100000.0,474500000,21000000,139930035.0,1083400000,61200000.0,,,,67400000,0.150075,,,,,,,,-71000000.0,,608900000,67400000,,,,,,,5500000.0,2800000,139930035.0,-200000.0,,,,958500000.0,-113900000,-65600000.0,49000000,41000000.0,,,,,,,,,,,
1997-09-30,43800000.0,20600000,20600000,,99700000.0,,0.14674,136100000.0,,,518400000.0,,900000.0,-21400000,-20200000.0,,,,,,,,,9200000.0,-1000000.0,,-48900000.0,590800000,20600000,140384353.0,1334500000,175800000.0,,,,75600000,0.14674,,,,,,-6000000.0,,-99700000.0,,743700000,75600000,,,,,,,23100000.0,3000000,140384353.0,-400000.0,,,,1103300000.0,-115200000,-92700000.0,54200000,155600000.0,,,,,,,,,,,
1997-12-31,24907641.0,23536445,5098745,,-91647028.0,,,97895.0,,,410250000.0,25732183.0,3323813.0,141866227,-21961111.0,,,30978178.0,1303948.0,30978178.0,,,,,-23174247.0,,-67442963.0,596038979,5098745,,1343890124,-670360.0,1404196159.0,,,-94436824,,,,155652317.0,,,21601653.0,,-93923198.0,,743319211,-94436824,,,,,,,-28710254.0,3151341,,-100668255.0,,,,1196788068.0,-115642791,-92350604.0,47429403,-22631471.0,-207408091.0,,,,,,,,,,
1998-03-31,35000000.0,25500000,25500000,,3400000.0,,0.17342,500000.0,,,651400000.0,,,-27400000,-24000000.0,,31000000.0,,,,,,,11000000.0,-4200000.0,,-68500000.0,725800000,25500000,149925037.0,1471100000,100000.0,,,,94500000,0.170085,,,,,,500000.0,,-107200000.0,,745300000,94500000,,,,,,,9500000.0,3200000,147041864.0,-1000000.0,,,,1311300000.0,-114200000,-103500000.0,67100000,75600000.0,,,,,,,,,,,
1998-06-30,35300000.0,27500000,27500000,,-500000.0,,0.170085,107300000.0,,,930500000.0,,,-29200000,-24000000.0,,,,,,,,,12400000.0,100000.0,,-46600000.0,1043000000,27500000,164917541.0,2528800000,-200000.0,,,,102100000,0.16675,,,,,,-200000.0,,-82000000.0,,1485800000,102100000,,,,,,,7800000.0,3800000,161683864.0,-145900000.0,,,,2311100000.0,-133300000,-81900000.0,72900000,46200000.0,,,,,,,,,,,
1998-09-30,54900000.0,31200000,36100000,,-3100000.0,,0.136735,78600000.0,,,1132200000.0,,,-41500000,-27400000.0,,,,,,,,,19600000.0,-3800000.0,,-228500000.0,1314700000,31200000,157347069.0,2874600000,275500000.0,,,,144200000,0.136735,,,,,,-18900000.0,,-306100000.0,,1559900000,144200000,,,,,,,18800000.0,5500000,154291786.0,-113200000.0,,,,2650700000.0,-117900000,-283400000.0,102700000,248100000.0,,,,,,,,,,,
1998-12-31,33505869.0,38065970,38066331,,13142366.0,,,96480710.0,,,855250000.0,79435230.0,,240734342,-38508071.0,,,43920544.0,1930496.0,43920544.0,,,,21900000.0,-26887208.0,,-104987181.0,1453204299,13412123,,3051178421,153073090.0,3023901985.0,,,-144636713,,,,500490231.0,,,30451736.0,,-134928522.0,,1585018852,-144636713,,,,,,,-56862153.0,6082817,,-93359125.0,,,,2767952062.0,-124183281,-138493050.0,96097629,114565019.0,-255949923.0,,,,,,,,,,
1999-03-31,59700000.0,39500000,39500000,,-3100000.0,,0.183425,1600000.0,,,1382000000.0,,,-47900000,-40900000.0,,43900000.0,,,,,,,23200000.0,,,-39100000.0,1564100000,39500000,219334777.0,3147400000,-100000.0,,4100000.0,,164600000,0.18009,,,,,,1700000.0,,-93000000.0,,1583300000,164600000,,,,,,,20200000.0,6000000,215346872.0,-110400000.0,,,,2865300000.0,-127400000,-98800000.0,116700000,30200000.0,,,,,,,,,,,
1999-06-30,55100000.0,42400000,42400000,,-8500000.0,,0.196765,2600000.0,,,1110100000.0,,,-43900000,-42700000.0,,,,,,,,,20100000.0,,,14200000.0,1263100000,42400000,180746626.0,2848500000,23500000.0,,80400000.0,,156200000,0.196765,,,,,,-7900000.0,,19800000.0,,1585400000,156200000,,,,,,,12700000.0,5900000,180746626.0,-10600000.0,,,,2485000000.0,-128000000,-40900000.0,112300000,-83400000.0,,,,,,,,,,,
1999-09-30,65000000.0,45600000,45600000,,600000.0,,0.21344,1300000.0,,,1140900000.0,,,-43900000,-43100000.0,,32300000.0,,600000.0,,,,,19500000.0,-1000000.0,,35600000.0,1308700000,45600000,182101950.0,2913700000,5200000.0,,-73100000.0,,158700000,0.21344,,,,,,74200000.0,,-29300000.0,32900000.0,1605000000,158700000,,,,,,,19400000.0,6000000,182101950.0,-99600000.0,,,,2539000000.0,-125500000,-29400000.0,114800000,-35000000.0,,,,,,,,,,,
1999-12-31,57353000.0,49278000,49278000,,-4844000.0,,,8208000.0,,,1037250000.0,195479000.0,,314830000,-43008000.0,,32900000.0,28076000.0,1937000.0,28076000.0,,,,,-25104000.0,,-62835000.0,1388912000,22800000,,3007476000,47053000.0,2951050000.0,190000.0,,-224850000,,,,277275000.0,,,42383000.0,,-102719000.0,28076000.0,1605435000,-224850000,,,,,,,-64529000.0,6033000,,-66731000.0,,,,2627312000.0,-122959000,-120188000.0,89980000,40422000.0,-323738000.0,,,,,,,,,,
2000-03-31,63802000.0,48709000,42091000,,10488000.0,,0.23,137000.0,,,1082250000.0,192335000.0,4991000.0,45317000,-46743000.0,,28076000.0,38564000.0,1937000.0,38564000.0,,,,,-15122000.0,,25420000.0,1466601000,42091000,183004348.0,3074206000,191000.0,,3200000.0,,67039000,0.23,,,,,,2907000.0,,-47397000.0,38564000.0,1607605000,84113000,,,,,,,15093000.0,6221000,183004348.0,-4502000.0,,,,2672129000.0,-120998000,-38382000.0,112356000,-5917000.0,,,,,,,,,,,
2000-06-30,64899000.0,50946000,44376000,,-19822000.0,,0.243333,5761000.0,,,1072250000.0,190640000.0,5490000.0,46102000,-46748000.0,,38564000.0,18742000.0,1930000.0,18742000.0,,,,,-2010000.0,,10077000.0,1469831000,44376000,184900000.0,3093885000,31700000.0,,3758000.0,,68765000,0.24,,,,,,-390000.0,,-45500000.0,18742000.0,1624054000,86444000,,,,,,,13953000.0,6440000,182367123.0,-27429000.0,,,,2712682000.0,-117018000,-54822000.0,114867000,-39221000.0,,,,,,,,,,,
2000-09-30,77960000.0,51512000,44942000,,25048000.0,,0.24,73674000.0,,,1035250000.0,198179000.0,5750000.0,45307000,-46967000.0,,18742000.0,43790000.0,1948000.0,43790000.0,,,,,-26239000.0,,52784000.0,1446129000,44942000,189895775.0,3145981000,10000000.0,,1786000.0,0.0,70419000,0.236667,,,,,,450000.0,,-35947000.0,43790000.0,1699852000,88517000,,,,0.0,,,26448000.0,6405000,187258333.0,-163672000.0,,,,2707886000.0,-114944000,-25176000.0,115726000,-16965000.0,,,,,,,,,,,
2000-12-31,43885000.0,53858000,73616000,,-24693000.0,,,2608000.0,,,1080250000.0,215354000.0,3679000.0,46368000,-49438000.0,,43790000.0,19097000.0,1949000.0,19097000.0,,,,,-39177000.0,,3750000.0,1449296000,47288000,,3171348000,-2863000.0,3111708000.0,7311000.0,0.0,70090000,,,,309437000.0,,,30415000.0,,-62782000.0,19097000.0,1708285000,88367000,,,,,,,-85954000.0,6624000,,-101103000.0,,,,2719762000.0,-113110000,-40135000.0,116458000,-5796000.0,-391946000.0,,,,,,,,,,
2001-03-31,73182000.0,56053000,49484000,,6266000.0,,0.26,12464000.0,,,1090250000.0,222515000.0,6930000.0,51417000,-52023000.0,,19097000.0,25363000.0,1953000.0,25363000.0,,,,,-33809000.0,,29251000.0,1486107000,49484000,192794805.0,3206306000,4012000.0,,9761000.0,,70184000,0.256667,,,,-1122000.0,,-1600000.0,,-31369000.0,25363000.0,1720199000,88394000,,,57990000.0,,,,17129000.0,7791000,190323077.0,-5988000.0,,,1937000.0,2716874000.0,-109365000,-43931000.0,121601000,-35547000.0,,,,,,,,,,,
2001-06-30,74866000.0,59352000,52782000,,57930000.0,,0.276667,18369000.0,,,1035250000.0,230866000.0,8846000.0,47239000,-52310000.0,,25363000.0,148166000.0,1959000.0,83293000.0,,,,,-12048000.0,,33687000.0,1485968000,52782000,193104878.0,3234911000,-4848000.0,,12533000.0,,70628000,0.273333,,,,2633000.0,,27451000.0,,21853000.0,83293000.0,1748943000,89558000,,,60032000.0,,,,15513000.0,6636000,190778313.0,-56078000.0,64873000.0,,680000.0,2706830000.0,-102719000,-41179000.0,117867000,-38789000.0,,,,,,,,,,,
2001-09-30,105668000.0,59250000,52707000,,-49639000.0,,0.273333,2009000.0,,,1035250000.0,243709000.0,2406000.0,46483000,-52706000.0,,83293000.0,114638000.0,1954000.0,33654000.0,,,,,-40070000.0,,49354000.0,1526086000,52707000,195211111.0,3284205000,-1382000.0,,13043000.0,,67812000,0.27,,,,3324000.0,,-518000.0,,-103228000.0,33654000.0,1758119000,86302000,,,69771000.0,-27500000.0,,,46418000.0,7056000,192830488.0,-1382000.0,80984000.0,,10521000.0,2754423000.0,-96215000,-56314000.0,114295000,-52079000.0,,,,,,,,,,,
2001-12-31,33728000.0,61882000,57012000,,60193000.0,,,124925000.0,,,1035250000.0,279053000.0,1719000.0,47478000,-52746000.0,,33654000.0,176844000.0,2026000.0,93847000.0,,,,,-69256000.0,,4385000.0,1486320000,57012000,,3384779000,-1265000.0,3201364000.0,1090000.0,,67374000,,,,361152000.0,7310000.0,,-1690000.0,,-44449000.0,93847000.0,1890084000,85954000,,,68120000.0,,,,-146954000.0,7497000,,-1265000.0,82997000.0,,6238000.0,2748486000.0,-93131000,-29343000.0,114852000,70914000.0,-452878000.0,,,,,,,,,,
2002-03-31,77953000.0,60894000,56285000,,-67381000.0,,0.27,3525000.0,,,1035250000.0,301099000.0,3871000.0,50784000,-58798000.0,,93847000.0,112848000.0,1944000.0,26466000.0,,,,,-110611000.0,,45046000.0,1517622000,56285000,212396226.0,3412943000,11200000.0,,22963000.0,,65207000,0.265,,,,7045000.0,,7855000.0,,-99562000.0,26466000.0,1895321000,84053000,,,66244000.0,,,,17059000.0,7532000,208462963.0,-1699000.0,86382000.0,,5350000.0,2755819000.0,-91115000,-32907000.0,115991000,-45772000.0,,,,,,,,,,,
2002-06-30,66400000.0,61055000,60511000,,993000.0,,0.27,2709000.0,,,1175250000.0,354717000.0,13000.0,51312000,-58878000.0,,26466000.0,114918000.0,1945000.0,27459000.0,,,,,-22099000.0,,13169000.0,1641048000,56446000,209059259.0,3546527000,0.0,,23992000.0,,64166000,0.27,,,,12422000.0,,-85267000.0,,-136605000.0,27459000.0,1905479000,83304000,,,62661000.0,,,,5345000.0,7660000,209059259.0,-12633000.0,87459000.0,,2150000.0,2790607000.0,-89007000,-53231000.0,115478000,71198000.0,,,,,,,,,,,
2002-09-30,86404000.0,60756000,60115000,,16036000.0,,0.27,1508000.0,,,1256250000.0,436137000.0,2371000.0,49216000,-58946000.0,,27459000.0,108763000.0,1946000.0,43495000.0,,,,,-65694000.0,,10176000.0,1780539000,56147000,211875472.0,3688607000,-107899000.0,,9693000.0,,61885000,0.265,,,,11764000.0,,6727000.0,,-116146000.0,43495000.0,1908068000,80856000,,,62706000.0,-11419000.0,,,25647000.0,7933000,207951852.0,-8785000.0,65268000.0,,2591000.0,2807378000.0,-87230000,-76228000.0,111101000,45778000.0,,,,,,,,,,,
2002-12-31,48174000.0,62962000,66863000,,-7533000.0,,,1647000.0,,,1302250000.0,512214000.0,-3725000.0,-26854000,-58980000.0,,43495000.0,102954000.0,1946000.0,35962000.0,,,,,-125670000.0,,-143438000.0,1755610000,58353000,,3756878000,135572000.0,3398971000.0,9813000.0,,137054000,,,,369516000.0,7401000.0,,104692000.0,,-44342000.0,35962000.0,1907328000,154906000,,,69676000.0,0.0,,,-84364000.0,8781000,,-364604000.0,66992000.0,,2813000.0,2882413000.0,-85367000,-191612000.0,110200000,-11365000.0,-516558000.0,,,,,,,,,,
2003-03-31,84814000.0,70961000,66282000,,19691000.0,,0.315,8190000.0,,,1412250000.0,544993000.0,318000.0,34769000,-61100000.0,,35962000.0,133120000.0,1949000.0,55653000.0,,,,22724000.0,-69252000.0,,-37772000.0,1966372000,66352000,210641270.0,3895064000,23878000.0,,16254000.0,,89293000,0.315,,,,10892000.0,,29767000.0,,-132723000.0,55653000.0,1928692000,109160000,,,68104000.0,,,,18532000.0,8615000,210641270.0,-13368000.0,77467000.0,,1822000.0,2981492000.0,-75683000,-122586000.0,124062000,67600000.0,,,,,,,,,,,
2003-06-30,70145000.0,61346000,58305000,,2296000.0,,0.235,476693000.0,,,1502250000.0,556628000.0,-1419000.0,31829000,-63475000.0,,55653000.0,121179000.0,1773000.0,57949000.0,,,,24877000.0,-69007000.0,,-153379000.0,2054452000,49318000,214426087.0,4012332000,58622000.0,,49482000.0,,86506000,0.23,,,,14478000.0,,10874000.0,,-134173000.0,57949000.0,1957880000,107079000,,,59546000.0,,,,4120000.0,8900000,209863830.0,-16876000.0,63230000.0,,1241000.0,3091011000.0,-76774000,-223524000.0,118335000,66324000.0,,,,,,,,,,,
2003-09-30,82580000.0,91504000,57425000,,49011000.0,,0.41,118122000.0,,,1312250000.0,556720000.0,273000.0,31113000,-59238000.0,,57949000.0,150836000.0,1803000.0,106960000.0,,,,26419000.0,-35720000.0,,124583000.0,1880761000,88595000,221487500.0,3983661000,146496000.0,,56306000.0,0.0,89146000,0.4,,,,11085000.0,,-135205000.0,,98055000.0,106960000.0,2102900000,110739000,,,58596000.0,,,,34595000.0,11234000,216085366.0,-315644000.0,43876000.0,,1171000.0,3009301000.0,-48213000,42003000.0,120259000,-131624000.0,,,,,,,,,,,
2003-12-31,71093000.0,84069000,53489000,,-58672000.0,,,-215678000.0,,,1686250000.0,600479000.0,-2964000.0,30720000,-62488000.0,,106960000.0,93965000.0,1806000.0,48288000.0,,,,28689000.0,-67350000.0,,-730080000.0,2368162000,81159000,,4603925000,396925000.0,4136524000.0,34431000.0,225000000.0,91310000,,,,560937000.0,16866000.0,,128533000.0,,-473524000.0,48288000.0,2135846000,116466000,,,16911000.0,,,,-111373000.0,9931000,,-179895000.0,45677000.0,,-5202000.0,3568509000.0,-30112000,-801173000.0,122030000,343759000.0,-568015000.0,,,,,,,,,,
2004-03-31,107501000.0,71389000,70927000,,7399000.0,,0.31,10693000.0,,,1701250000.0,581243000.0,3912000.0,36548000,-65969000.0,26992000.0,48288000.0,101970000.0,1811000.0,55687000.0,-4552000.0,,,27443000.0,-36526000.0,,-19132000.0,2484176000,68480000,224524590.0,4767141000,5073000.0,,45269000.0,,103379000,0.305,,448000.0,,22837000.0,,13997000.0,,-49899000.0,55687000.0,2158865000,130371000,15016000.0,,61254000.0,,,,8672000.0,10231000,220903226.0,-26857000.0,46283000.0,,-2103000.0,3762166000.0,-24935000,-126633000.0,139927000,-50203000.0,,,,,,,,,,,
