date,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyOperatingIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyBasicEPS,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyIncomeTaxPayable,quarterlyGoodwill
2008-09-30,,-24009000.0,,20661000,-2238000,9627000,32339000.0,2243000.0,-116012000,,,77100000,,27214000,1329815000,13176000,2099498000,,15578000,15578000,,0.4,,-713000.0,,,-24821000,10055000.0,,21422000.0,,666920000,,774658000,,,,49379000,54044000.0,,12298000.0,4367000.0,10055000.0,38756000.0,-74633000,,,,-514712000.0,-24108000,9876000,-20813000,32535000.0,-171000,,0.0,2453538000.0,51322000,,27721000,5688000,,,,13178000,75012000.0,1938826000,0.41,,48382000,,,,,,,
2008-12-31,,-24007000.0,,21212000,217000,10210000,,1888000.0,-129319000,,,72437000,,9833000,1341512000,5892000,2099583000,,8294000,8166000,,,,980000.0,,,-18226000,9553000.0,,21421000.0,,656065000,,773466000,,,,50845000,53539000.0,,11441000.0,10055000.0,9553000.0,38756000.0,-2117000,,,,-532769000.0,-19206000,11478000,-11315000,,-163000,,-28000.0,2472013000.0,29039000,0.0,21592000,-502000,,,,-4497000,76219000.0,1939244000,,,42804000,,,,,,,
2009-03-31,102773000.0,-24006000.0,338238000.0,21185000,1424000,7450000,32827119.0,2392000.0,-148982000,1055746000.0,2000725000.0,72512000,,14090000,1393984000,7577000,2103498000,0.0,11376000,11773000,92784000.0,0.23,0.0,-56000.0,,,-15036000,16256000.0,72608000.0,,18532000.0,680352000,,888874000,,,53980000.0,30059000,52151000.0,,18648000.0,9553000.0,16256000.0,121913000.0,-15635000,,,275000000.0,-550868000.0,-15015000,12218000,-7366000,32879438.0,0,,-2725000.0,2485427000.0,29105000,35000.0,23921000,6703000,0.0,,41506000.0,-8084000,74088000.0,1934559000,0.23,,45106000,,,,,,,
2009-06-30,101793000.0,-23988000.0,120827000.0,23480000,-3757000,7308000,35965000.0,2801000.0,-155183000,1068752000.0,1985789000.0,71050000,,18129000,1189579000,9117000,2087582000,0.0,13343000,10993000,22038000.0,0.25,0.0,5141000.0,,,-8562000,13348000.0,2945000.0,17129000.0,12582000.0,868577000,71333000.0,973076000,,,58468000.0,36081000,49803000.0,,16149000.0,16256000.0,13348000.0,122013000.0,-227761000,,,,-568877000.0,-13668000,11897000,-26143000,35965000.0,-1044000,,0.0,2492814000.0,31797000,,22387000,-2908000,0.0,,32365000.0,-3579000,,1923937000,0.25,,45867000,,,,,,,
2009-09-30,101908000.0,-19504000.0,185698000.0,21968000,-7822000,8060000,42935000.0,3229000.0,-162391000,1000406000.0,1977094000.0,68494000,,25605000,1186104000,8111000,2079002000,0.0,11910000,12230000,92019000.0,0.17,0.0,-7241000.0,,3119000.0,-13801000,9265000.0,75762000.0,17133000.0,18687000.0,863665000,69252000.0,839135000,,,49807000.0,30271000,49627000.0,,12494000.0,13348000.0,9265000.0,122013000.0,-40936000,,,126000000.0,-587968000.0,-11493000,10926000,-27380000,42935000.0,1044000,,0.0,2504916000.0,37098000,,19536000,-4083000,0.0,16000.0,42565000.0,3218000,69252000.0,1916948000,0.17,,41504000,,,,,,,
2009-12-31,103701000.0,-19502000.0,69669000.0,21019000,608000,18285000,,3452000.0,-180722000,1130774000.0,1980580000.0,67379000,,12976000,1200443000,-3009000,2084281000,0.0,790000,671000,18230000.0,,0.0,914000.0,,1790000.0,-13075000,9883000.0,77628000.0,,-6162000.0,854948000,,972016000,,,73541000.0,63808000,51832000.0,,13335000.0,9265000.0,9883000.0,122013000.0,-184824000,,,,-605976000.0,-13989000,11078000,-13272000,,-21452000,,0.0,2520083000.0,26965000,,9733000,618000,0.0,6000.0,52533000.0,2260000,66890000.0,1914107000,,4339000.0,30752000,,,,,,,
2010-03-31,104954000.0,-19504000.0,249154000.0,20938000,570000,7037000,43012000.0,4226000.0,-191190000,989056000.0,2007288000.0,66819000,,-2961000,1238210000,4886000,2112242000,0.0,8685000,8877000,73638000.0,0.11,0.0,-973000.0,,-313000.0,-37464000,10736000.0,79319000.0,,18056000.0,845589000,,849763000,,,48763000.0,28001000,56570000.0,,14962000.0,9883000.0,10736000.0,122013000.0,-109129000,,,150000000.0,-623981000.0,-36529000,11956000,4749000,43015000.0,1420000,,-2121000.0,2556303000.0,33568000,38000.0,20762000,853000,23654000.0,,58333000.0,1477000,65655000.0,1932322000,0.11,1706000.0,41700000,,,,,,,
2010-06-30,51342000.0,-19486000.0,78187000.0,23722000,4008000,7098000,50297000.0,4087000.0,-211555000,1326256000.0,2505167000.0,72416000,,18643000,1404443000,-1783000,2556509000,0.0,2016000,1956000,25849000.0,-0.04,0.0,-371505000.0,,-5539000.0,-376644000,29428000.0,3739000.0,,21025000.0,1119266000,,1155118000,,,51391000.0,30808000,98466000.0,,33515000.0,10736000.0,29428000.0,122105000.0,-377072000,,,150000000.0,-644246000.0,-5177000,13088000,371516000,50297000.0,-4643000,,0.0,2953609000.0,23820000,38000.0,20583000,18692000,25849000.0,,57792000.0,-8686000,71651000.0,2309363000,-0.04,1813000.0,44305000,,,,,,,
2010-09-30,20114000.0,-22706000.0,87197000.0,30054000,3488000,7609000,52274316.0,4481000.0,-230215000,1241413000.0,2515570000.0,79804000,,-365402000,1328610000,-126000,2535684000,0.0,3673000,3669000,23776000.0,-0.01,0.0,382471000.0,,-17000.0,-20547000,8313000.0,,,15845000.0,1101563000,,1149386000,,,63959000.0,44420000,96691000.0,,12794000.0,29428000.0,8313000.0,122105000.0,-272549000,,,,-652675000.0,-402942000,15853000,-38108000,52274316.0,-7977000,,-1296000.0,2964429000.0,37540000,,19539000,-21115000,0.0,0.0,66814000.0,1186000,68251000.0,2311754000,-0.01,1809000.0,49593000,,,,,,,
2010-12-31,27461000.0,-22724000.0,197421000.0,29095000,7523000,7203000,,4902000.0,-247252000,1427776000.0,2789104000.0,82941000,,-261004000,1625197000,1535000,2816565000,0.0,5334000,4435000,73638000.0,,0.0,3806000.0,,-1327000.0,-267119000,14840000.0,6258000.0,,43153000.0,1086351000,108511000.0,1427776000,,,39788000.0,15946000,,,19742000.0,8313000.0,14840000.0,122105000.0,-154594000,,,,-672429000.0,-285903000,19044000,248747000,,-4317000,,0.0,3216871000.0,24899000,,23842000,6527000,0.0,0.0,68525000.0,-11149000,,2544442000,,,47089000,,,,,,,
2011-03-31,18848000.0,-22724000.0,204715000.0,29311000,2883000,6899000,52302075.0,5425000.0,-264848000,1461057000.0,2823085000.0,88125000,,-11902000,1665772000,1034000,2841933000,0.0,4833000,4867000,73638000.0,0.01,0.0,-5438000.0,,-472000.0,-61137000,6708000.0,4816000.0,,25858000.0,1071721000,105425000.0,1461057000,,,62267000.0,36236000,46826000.0,,12133000.0,14840000.0,6708000.0,122106000.0,-145598000,4867000.0,1416000.0,,-695548000.0,-55699000,20876000,9208000,52572956.0,867000,,-732000.0,3266197000.0,43797000,,26031000,-8132000,0.0,,78847000.0,6710000,,2570649000,0.01,,55054000,,,,,,,
2011-06-30,37147000.0,-22751000.0,207493000.0,32248000,2970000,7864000,57686000.0,5654000.0,-285916000,1680123000.0,3227640000.0,92064000,,-350764000,1887616000,-317000,3264787000,0.0,3482000,3472000,101755000.0,-0.01,0.0,-10950000.0,,-1194000.0,-374382000,25412000.0,4732000.0,,25996000.0,1270202000,118266000.0,1680123000,,,66068000.0,40232000,66054000.0,,31066000.0,6708000.0,25412000.0,122167000.0,-73805000,3472000.0,-36000.0,,-720864000.0,-363432000,21228000,380418000,57686000.0,-4041000,,0.0,3652846000.0,12668000,,25836000,18704000,0.0,,66664000.0,-26142000,90149000.0,2931982000,-0.01,,56948000,,,,,,,
2011-09-30,52990000.0,-24864000.0,240104000.0,36251000,2190000,6858000,58355127.0,5213000.0,-296476000,1759599000.0,3314694000.0,97337000,,-64794000,1999703000,10195000,3367684000,0.0,13994000,1427000,73638000.0,0.17,0.0,4698000.0,,-1163000.0,-117696000,15481000.0,6860000.0,,27721000.0,1261271000,124489000.0,1759599000,,,69616000.0,43005000,,,20694000.0,25412000.0,15481000.0,122167000.0,-246892000,1427000.0,-2402000.0,,-732162000.0,-122394000,24051000,50165000,58355127.0,-2551000,,-4000.0,3748262000.0,57600000,,26611000,-9931000,0.0,0.0,93050000.0,18059000,,3016100000,0.17,,61729000,,,,,,,
2011-12-31,19221000.0,-24862000.0,211103000.0,38787000,-21331000,8306000,58440000.0,5691000.0,-277450000,1834572000.0,3427574000.0,90697000,,-128841000,2045675000,39907000,3446795000,84156000.0,43706000,-3962000,100555000.0,0.68,0.0,7793000.0,,-1224000.0,-81068000,4777000.0,8395000.0,,25964000.0,1293717000,106698000.0,1821286000,,,64733000.0,44516000,155522000.0,,10468000.0,15481000.0,4777000.0,122170000.0,-188370000,-3962000.0,,,-742503000.0,-153032000,23254000,46173000,58440000.0,-476000,,-416000.0,3798690000.0,24191000,,20217000,-10704000,0.0,12297000.0,81713000.0,-1282000,93067000.0,3056187000,0.68,,58079000,,,,,,,
2012-03-31,430957000.0,-24990000.0,239794000.0,36752000,-951000,9569000,63649000.0,6459000.0,-234199000,1916059000.0,3528384000.0,99410000,,-144422000,2155853000,67540000,3959341000,0.0,76876000,4962000,73638000.0,1.06,0.0,-5636000.0,0.0,-1528000.0,-97084000,374368000.0,6990000.0,,25924000.0,1690315000,120598000.0,1789559000,,6459000.0,73486000.0,46317000,66570000.0,,380827000.0,4777000.0,374368000.0,96838000.0,-213546000,4962000.0,,,-770688000.0,-193164000,21163000,417933000,63649000.0,-1877000,,-603000.0,3993637000.0,48742000,,27169000,369591000,0.0,382063000.0,92574000.0,11087000,120598000.0,3222949000,1.06,,62877000,,,,,,,
2012-06-30,32397000.0,-28475000.0,265145000.0,40624000,-10575000,9866000,68345000.0,6546000.0,-259495000,1775673000.0,3815125000.0,103922000,,-194660000,2040818000,-800000,3847522000,0.0,2297000,2277000,105406000.0,-0.02,0.0,-22353000.0,,-1813000.0,-204508000,18111000.0,7643000.0,,30077000.0,1693780000,140230000.0,1775673000,,,73845000.0,50490000,72527000.0,,24657000.0,374368000.0,18111000.0,96844000.0,-370708000,2277000.0,,483097000.0,-801083000.0,-224551000,19155000,-181640000,68345000.0,-1767000,,-126500000.0,4271755000.0,29891000,,23355000,-356257000,0.0,26412000.0,98940000.0,-8120000,108462000.0,3470672000,-0.02,,62056000,,,,,,,
2012-09-30,35922000.0,-27904000.0,276724000.0,46274000,-5858000,9586000,71889000.0,6812000.0,-288765000,1877749000.0,4179919000.0,104293000,,-183899000,2154473000,-2753000,4215841000,166019000.0,2589000,-665000,31728000.0,-0.04,0.0,14213000.0,,-556000.0,-239731000,16113000.0,,,31183000.0,2019167000,120407000.0,1841566000,,,73110000.0,53695000,187307000.0,,22925000.0,18111000.0,16113000.0,193158000.0,-241324000,-665000.0,,,-725728000.0,-252593000,19854000,169039000,71889000.0,-1752000,,-75133000.0,4399353000.0,68694000,,19415000,-1998000,0.0,253896000.0,127472000.0,26469000,124862000.0,3673625000,-0.04,,65463000,,,,,,,
2012-12-31,283413000.0,-30182000.0,183658000.0,46250000,14930000,10335000,74596000.0,7435000.0,-129535000,2196493000.0,4332671000.0,111112000,,703705000,2380151000,185838000,4616084000,0.0,189151000,3912000,37654000.0,2.45,0.0,2168000.0,0.0,-1040000.0,-165183000,16700000.0,9220000.0,,30792000.0,2189630000,155558000.0,2040935000,,7435000.0,80320000.0,56571000,189968000.0,,16700000.0,16113000.0,16700000.0,193160000.0,-129684000,3912000.0,,2040935000.0,-756515000.0,-288162000,18942000,132373000,75721000.0,-2567000,,191486000.0,4757394000.0,33397000,,23749000,587000,0.0,9731000.0,154734000.0,-13413000,155558000.0,4000879000,2.49,-12243000.0,69104000,,,,,,,
2013-03-31,182378000.0,-30269000.0,200800000.0,50391000,-1029000,10516000,74977240.0,8029000.0,-157211000,2321947000.0,4572909000.0,117497000,,56499000,2522747000,-903000,4755287000,0.0,2410000,2388000,37251000.0,-0.02,0.0,228079000.0,,-655000.0,43447000,135676000.0,10666000.0,29106000.0,34110000.0,2185005000,155369000.0,2166578000,,8029000.0,83387000.0,61002000,196525000.0,,135676000.0,16700000.0,135676000.0,193164000.0,-269918000,2388000.0,,2166578000.0,-790878000.0,-184632000,19734000,19030000,74977240.0,-2870000,,-1209000.0,5016590000.0,56499000,,22385000,118976000,0.0,23395000.0,171694000.0,11191000,155369000.0,4225712000,-0.02,-2047000.0,72513000,,,,,,,
2013-06-30,153655000.0,-30355000.0,214057000.0,49304000,-1713000,10744000,75486000.0,8286000.0,-177484000,2323086000.0,4621867000.0,124478000,,50505000,2537143000,6633000,4775522000,0.0,9946000,9680000,39660000.0,0.08,0.0,672000.0,0.0,-164000.0,-64069000,107823000.0,10515000.0,29236000.0,35171000.0,2186351000,156961000.0,2166125000,,8286000.0,89307000.0,60048000,188702000.0,,107823000.0,135676000.0,107823000.0,193168000.0,-2310000,9680000.0,,2166125000.0,-815961000.0,-79150000,19434000,-14289000,77454000.0,-677000,,-469000.0,5096910000.0,50505000,,29259000,-27853000,0.0,19394000.0,184821000.0,-1421000,156961000.0,4280949000,0.08,-2030000.0,78418000,,,,,,,
2013-09-30,483580000.0,-31466000.0,241590000.0,50650000,-1244000,11155000,76769000.0,9192000.0,-201048000,2323592000.0,4605696000.0,115697000,,79306000,2565182000,5584000,5089276000,239411000.0,8896000,2683000,16751000.0,0.07,0.0,-2690000.0,239411000.0,-568000.0,-261042000,197150000.0,11769000.0,,35418000.0,2468608000,144659000.0,2162182000,,9192000.0,80279000.0,58848000,190085000.0,,197150000.0,107823000.0,197150000.0,193232000.0,-14070000,2683000.0,,2162182000.0,-781580000.0,-258352000,18853000,271063000,76769000.0,-428000,,-135000.0,5048531000.0,79306000,,21431000,89327000,41668000.0,307162000.0,210111000.0,26639000,161410000.0,4266951000,0.07,-1938000.0,72186000,,,,,,,
2013-12-31,324783000.0,-32677000.0,229957000.0,51142000,-1860000,10749000,82071000.0,10008000.0,-210896000,2364911000.0,4786245000.0,120602000,,54266000,2594868000,19316000,5111028000,213100000.0,22628000,5548000,44240000.0,0.23,0.0,1706000.0,213100000.0,-575000.0,-224856000,35377000.0,10743000.0,,35327000.0,2461312000,145526000.0,2204938000,,10008000.0,85275000.0,61854000,186622000.0,,35377000.0,197150000.0,35377000.0,193233000.0,-2390000,5548000.0,,2204938000.0,-818957000.0,-233331000,17849000,8817000,83761000.0,-409000,,-707000.0,5264947000.0,54266000,,23421000,-161773000,44240000.0,0.0,198467000.0,-887000,159973000.0,4445990000,0.23,-1762000.0,74539000,,,,,,,
2014-03-31,190084000.0,-32874000.0,219087000.0,49202000,-1097000,11573000,82125000.0,11001000.0,-143636000,2309846000.0,4924459000.0,125785000,,45081000,2528933000,96532000,5114543000,28272000.0,99845000,11440000,43952000.0,1.14,0.0,-779000.0,28272000.0,-228000.0,97278000,95534000.0,11092000.0,,36267000.0,2529337000,151521000.0,2157691000,,11001000.0,89518000.0,60775000,188466000.0,,95534000.0,35377000.0,95534000.0,193233000.0,-137414000,11440000.0,,2157691000.0,-854977000.0,-211767000,17252000,-82202000,84140000.0,-418000,,-1517000.0,5434024000.0,45081000,,28743000,60157000,0.0,0.0,187631000.0,-11650000,152155000.0,4579047000,1.17,-1734000.0,77894000,,,,,,,
2014-06-30,150510000.0,-32615000.0,247265000.0,50767000,-1483000,12630000,82277845.0,11747000.0,-145851000,2403187000.0,5123282000.0,129194000,,61781000,2650452000,27228000,5273792000,0.0,30540000,16454000,0.0,0.32,0.0,-42963000.0,0.0,2881000.0,-219142000,24571000.0,10588000.0,,36623000.0,2566657000,157755000.0,2245432000,,11747000.0,92571000.0,63397000,178841000.0,,24571000.0,95534000.0,24571000.0,193240000.0,-27445000,16454000.0,,2245432000.0,-885580000.0,-219936000,16020000,86398000,84602332.0,-3488000,,-1015000.0,5667027000.0,61781000,,29174000,-70963000,0.0,22136000.0,215535000.0,3140000,157755000.0,4781447000,0.33,-2716000.0,83241000,,,,,,,
2014-09-30,294574000.0,-32989000.0,275499000.0,50640000,-1552000,11909000,83161000.0,12076000.0,-159799000,2591596000.0,5192890000.0,129024000,,90402000,2867095000,15669000,5487464000,49815000.0,18982000,13168000,3099000.0,0.18,0.0,77035000.0,49815000.0,-431000.0,-67094000,200431000.0,6443000.0,,36809000.0,2563728000,159590000.0,2428907000,,12076000.0,92215000.0,61999000,183057000.0,,200431000.0,24571000.0,200431000.0,193245000.0,-372548000,13168000.0,,2428907000.0,-912623000.0,-158929000,16608000,152552000,85110000.0,-3801000,,-329000.0,5751097000.0,90402000,,30216000,175860000,0.0,0.0,243602000.0,33386000,162689000.0,4838474000,0.18,-1766000.0,80416000,,,,,,,
2014-12-31,134781000.0,-33235000.0,258729000.0,53869000,-2532000,13115000,84767000.0,11971000.0,-162964000,2651071000.0,5498955000.0,141765000,,47989000,2909800000,27540000,5633736000,8211000.0,30852000,19417000,56000.0,0.32,0.0,-60681000.0,8211000.0,-211000.0,-312478000,23781000.0,7229000.0,,37535000.0,2666210000,181602000.0,2469413000,,11971000.0,104230000.0,66885000,201926000.0,,23781000.0,200431000.0,23781000.0,193274000.0,-137938000,19417000.0,,2469413000.0,-947664000.0,-310960000,17691000,87839000,85956000.0,36000,,-672000.0,6057932000.0,47989000,,37345000,-176650000,43427000.0,80093000.0,225830000.0,-7876000,181658000.0,5110268000,0.32,-2112000.0,90977000,,,,,,,
2015-03-31,279775000.0,-34159000.0,250884000.0,51487000,-2559000,13544000,86897000.0,13337000.0,-154355000,2615390000.0,5445705000.0,146082000,,54979000,2866274000,39874000,5725480000,190751000.0,43187000,44002000,9768000.0,0.45,0.0,61718000.0,190751000.0,17140000.0,-77309000,50181000.0,8122000.0,,37429000.0,2800112000,175617000.0,2430005000,,13337000.0,108653000.0,65273000,182251000.0,,50181000.0,23781000.0,50181000.0,193291000.0,-188472000,44002000.0,,2430005000.0,-921279000.0,-164590000,16878000,48730000,87434000.0,-397000,,-1821000.0,5985469000.0,54979000,,43380000,26400000,0.0,113097000.0,217352000.0,-2876000,185385000.0,5064190000,0.45,-1928000.0,112367000,,,,,,,
2015-06-30,157550000.0,-34777000.0,232675000.0,51658000,-2856000,13446000,88126187.0,13803000.0,-131569000,2541145000.0,5529375000.0,146227000,,61849000,2773820000,54188000,5686925000,81699000.0,57500000,58590000,7086000.0,0.61,0.0,-10074000.0,81699000.0,31163000.0,-7711000,28142000.0,8956000.0,,39296000.0,2852952000,171253000.0,2362806000,,13803000.0,106931000.0,65151000,174387000.0,,28142000.0,50181000.0,28142000.0,193295000.0,-166299000,58590000.0,,2362806000.0,-960816000.0,-137871000,14864000,-76177000,88645868.0,-169000,,-15000.0,6109184000.0,61849000,,41780000,-22039000,0.0,24827000.0,199005000.0,-6257000,178339000.0,5148368000,0.61,-3101000.0,125112000,,,,,,,
2015-09-30,610751000.0,-34912000.0,284973000.0,49422000,-3130000,11661000,92150341.0,12638000.0,-62850000,2831357000.0,5742641000.0,141553000,,85784000,3116330000,101446000,6353392000,0.0,104759000,106704000,0.0,1.09,0.0,6332000.0,0.0,78518000.0,-51646000,567940000.0,11533000.0,,38771000.0,3172813000,174052000.0,2657305000,,12638000.0,102782000.0,61083000,173457000.0,,567940000.0,28142000.0,567940000.0,193333000.0,-102564000,106704000.0,,2657305000.0,-999557000.0,-211820000,12819000,505660000,92639065.0,-3494000,,-1285000.0,6354042000.0,85784000,,41699000,539798000,0.0,249585000.0,249980000.0,16383000,174052000.0,5354485000,1.1,-1740000.0,168945000,,,,,,,
2015-12-31,208667000.0,-36241000.0,281315000.0,51727000,-2940000,12710000,92160000.0,12882000.0,-70262000,2423568000.0,5730802000.0,147413000,,69396000,2704883000,25323000,5939469000,117666000.0,28635000,29308000,7543000.0,0.27,0.0,6232000.0,117666000.0,-252000.0,-126086000,56508000.0,11153000.0,,40105000.0,3170966000,177517000.0,2238508000,,12882000.0,107308000.0,64693000,176683000.0,,56508000.0,567940000.0,56508000.0,193334000.0,-417431000,29308000.0,,2238508000.0,-994241000.0,-132318000,13121000,-454742000,92791000.0,-280000,,-3960000.0,6328146000.0,69396000,,42615000,-511432000,0.0,-111000.0,246323000.0,-2839000,185060000.0,5333905000,0.27,-1680000.0,94156000,,,,,,,
2016-03-31,341061000.0,-36257000.0,301180000.0,50440000,-2279000,14266000,92225000.0,13418000.0,67981000,2478232000.0,5863049000.0,145446000,,44691000,2779412000,170995000,6204110000,0.0,174308000,178113000,0.0,1.84,0.0,-265989000.0,,145928000.0,-126733000,38645000.0,9540000.0,,36997000.0,3328308000,179839000.0,2298393000,,13418000.0,108449000.0,64706000,186271000.0,,38645000.0,56508000.0,38645000.0,193333000.0,-7377000,178113000.0,,2298393000.0,-1034315000.0,-33513000,11829000,30666000,92735000.0,-337000,,-5619000.0,6498443000.0,78204000,,43743000,-17863000,0.0,0.0,265863000.0,4271000,179839000.0,5464128000,1.85,-1603000.0,240382000,,,,,,,
2016-06-30,391772000.0,-36303000.0,248929000.0,53346000,-2515000,14747000,92210000.0,13388000.0,62647000,2622870000.0,5906661000.0,160133000,,59425000,2871799000,29535000,6298433000,30257000.0,32847000,33892000,321000.0,0.31,0.0,1429000.0,30257000.0,-1009000.0,-177798000,26332000.0,10112000.0,,43066000.0,3330489000,183057000.0,2439492000,,13388000.0,117067000.0,68093000,186903000.0,,26332000.0,38645000.0,26332000.0,193334000.0,-47431000,33892000.0,,2439492000.0,-1054828000.0,-193440000,14384000,106060000,92825000.0,-623000,,-264000.0,6553347000.0,59425000,,48974000,-12313000,0.0,0.0,211196000.0,-20198000,183378000.0,5498519000,0.32,-1640000.0,101622000,,,,,,,
2016-09-30,387925000.0,-38920000.0,289871000.0,56666000,-2886000,14442000,92227000.0,14121000.0,78107000,2400366000.0,5944214000.0,168348000,,114976000,2690237000,50582000,6332139000,9440000.0,53895000,56375000,74000.0,0.54,0.0,208657000.0,9440000.0,18124000.0,180324000,250523000.0,9709000.0,,44551000.0,3463159000,182954000.0,2217338000,,14121000.0,123797000.0,71108000,180613000.0,,250523000.0,26332000.0,250523000.0,193334000.0,-257446000,56375000.0,,2217338000.0,-1095562000.0,-76742000,14976000,-71109000,92920000.0,190012000,,-991000.0,6632838000.0,114976000,,52689000,224191000,0.0,,252122000.0,24108000,183028000.0,5537276000,0.54,-1885000.0,128017000,,,,,,,
2016-12-31,303219000.0,-39214000.0,424697000.0,56782000,-2844000,17013000,92706000.0,14773000.0,-107997000,2522619000.0,6403414000.0,168645000,,125962000,2947316000,29426000,6706633000,9417000.0,32738000,35418000,56000.0,0.29,0.0,-14310000.0,9417000.0,-938000.0,-511228000,193418000.0,13460000.0,,44524000.0,3542995000,202440000.0,2320123000,,14773000.0,124121000.0,73795000,208368000.0,,193418000.0,250523000.0,193418000.0,193343000.0,-66886000,35418000.0,,2320123000.0,-1139853000.0,-496918000,14614000,361674000,93590000.0,258623000,,-2001000.0,40395000.0,92449000,,50326000,-57105000,0.0,,202391000.0,6103000,202496000.0,40395000,0.29,-2038000.0,106814000,,,,,,,
2017-03-31,537637000.0,-221834000.0,254452000.0,60919000,-2957000,16575000,97388000.0,15163000.0,-120207000,2773072000.0,6456028000.0,179308000,,96375000,3027524000,26329000,6993665000,0.0,33525000,37281000,0.0,0.26,0.0,-8850000.0,0.0,2257000.0,-86388000,485590000.0,13740000.0,,49205000.0,3759323000,207046000.0,2566026000,,15163000.0,130103000.0,78792000,202499000.0,,478391000.0,250129000.0,478391000.0,97239000.0,-2705000,37281000.0,,2566026000.0,-1186246000.0,-89403000,17352000,225474000,98018000.0,-6344000,,-111014000.0,39371000.0,96375000,,51311000,235461000,0.0,308849000.0,215469000.0,7980000,207046000.0,39371000,0.27,-2412000.0,115552000,,,,,,,
2017-06-30,468769000.0,-39264000.0,263588000.0,62251000,-3817000,15850000,98275471.0,16010000.0,-132799000,2769308000.0,6526598000.0,180598000,,82041000,3032896000,29833000,6995367000,0.0,31448000,35306000,0.0,0.3,0.0,-17250000.0,0.0,-1547000.0,-129630000,395865000.0,13703000.0,,49847000.0,3756469000,204467000.0,2564841000,,16010000.0,130751000.0,78510000,195320000.0,,387616000.0,485590000.0,387616000.0,97240000.0,-1508000,35306000.0,,2564841000.0,-1234079000.0,-112380000,17973000,-42136000,98827378.0,-4248000,,-628000.0,39693000.0,82041000,,52241000,-89725000,0.0,-17000.0,219483000.0,-7823000,204467000.0,39693000,0.3,-1191000.0,115530000,,,,,,,
2017-09-30,331682000.0,-44304000.0,314729000.0,62567000,-3222000,16076000,98352139.0,18851000.0,-108667000,2627690000.0,6506617000.0,181534000,,98126000,2942419000,66558000,6838299000,0.0,71110000,75488000,0.0,0.67,0.0,-4390000.0,0.0,37699000.0,35306000,244230000.0,18626000.0,,49441000.0,3689863000,192481000.0,2435209000,,18851000.0,132093000.0,79679000,185420000.0,,64954000.0,395865000.0,64954000.0,984000.0,-200527000,75488000.0,,2435209000.0,-1216358000.0,-130931000,16151000,-285067000,98911612.0,-8872000,,-101344000.0,39889000.0,98126000,,52414000,-151635000,0.0,-20000.0,271405000.0,7728000,192481000.0,39889000,0.67,-2423000.0,154206000,,,,,,,
