date,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyInventory,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyOtherCurrentAssets,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyEbitda
2006-07-31,,,,,-951465098.0,19427537052,,1958366331,,0.54447,1101934608.0,,1864464306.0,1031790927.0,,235320738.0,13544518611.0,-1357820723.0,,1083833013.0,,,,3339744315.0,-341193319.0,,,-2379421293,,4825013597,0.549465,385844552551,1438200000.0,,,,,796470189,796470189,121558999887,6914809368,,790813440,-5337707886,,1449400000.0,209187406.0,,425387487,-4505972982,12194818418,-2778787737,,,2366783573.0,,9418486254.0,363988007693,,,,,,,,,,,,,,,,,,,
2006-10-31,156249277325.0,,,,-917760574.0,19631998205,1980253562.0,2019522046,8575043664.0,,1585401347.0,21776292.0,1862448110.0,937286225.0,,174830148.0,13724896219.0,1334223306.0,,984403204.0,-94294501.0,6689316890.0,,1783051301.0,-3290081833.0,-75659534.0,,499216781,,66912487,,392913721530,,,1980253562.0,1458543700.0,,762456077,762456077,152303377090,8694042410,,756987188,-7121621184,-252422612.0,,223694225.0,-171838811239.0,425221586,1958366331,10782003815,404922280,,-490460975.0,2516040242.0,,9342533378.0,370842589476,,,,,,,,,,,,,,,,,,,
2007-01-31,80217519106.0,,,,-266901822.0,21015873016,,2112874780,3124044679.0,0.632475,1269841270.0,-7054674.0,1876543210.0,1138154027.0,,217519106.0,14375073486.0,-2612580835.0,,1185185184.0,-96413874.0,10554967666.0,,3537918871.0,-2855967078.0,170487948.0,,-4248089359,,43503821,0.637495,408216343327,1436600000.0,,,,,920634921,920634921,157061728395,9208700764,,914756026,-6264550265,-331569665.0,1449800000.0,199882422.0,-49587301587.0,6841857731,2018812463,10837154615,-4344503233,,48206937.0,2708994709.0,,10071722516.0,384593768372,,,,,,,,,,,,,,,,,,,
2007-04-30,-9300159150.0,,,,-94287299.0,21774819745,,1994453688,-5558875516.0,0.597775,1280088741.0,,1904603439.0,1112590128.0,,234054354.0,14865224626.0,-87363701.0,,1140321686.0,-122110807.0,-10241046424.0,,3564059900.0,9358462918.0,188913050.0,,10359015593,,-55705707,0.602755,396734331669,1438200000.0,,,,,878535774,878535774,118509151414,9210205214,,871880200,-172499097,-368374872.0,1451800000.0,204998332.0,-20975094420.0,424847476,2112874780,11790349418,10236904786,,-16038330.0,2674431503.0,,11307820300.0,374946200777,,,,,,,,,,,,,,,,,,,
2007-07-31,27864452418.0,,,,-1442870834.0,21003088063,,1985943989,-9332819040.0,0.757055,1267170695.0,,1824086892.0,1351293791.0,,248109892.0,15377489085.0,2094045271.0,,1363007135.0,-5093677.0,4166964713.0,,3719518688.0,-5879558986.0,-263564559.0,,-2851422454,,33498872,0.767085,403889894580,1439000000.0,,,,,1103183899,1103183899,148948993717,10005324247,,1101054201,-1282043386,-360645390.0,1453800000.0,218056100.0,-19808171558.0,424874880,1994453688,13328718986,-2856516131,,-266435457.0,2652539666.0,,10670855074.0,382349057608,,,,,,,,,,,,,,,,,,,
2007-10-31,7783318645.0,,,,-1670608268.0,21403840696,1960079463.0,1789802289,-7357314648.0,,1233125334.0,1663122793.0,1821965755.0,1247676226.0,,153671830.0,15954025163.0,149934834.0,,1254011027.0,-98016303.0,5273158128.0,,3721013566.0,-747806781.0,148227510.0,,794038931,,-79002028,,422123734746,,,-1.0,,,1094004396,1094004396,123035663608,9449437139,,1089046617,-6147145072,-391495968.0,,237908856.0,-6475520790.0,424746949,1985943989,16535805506,696022628,,-204669865.0,2892657597.0,,10021757639.0,400195818750,,,,,,,,,,,,,,,,,,,
2008-01-31,39214859438.0,,,,-1186746988.0,22940763052,,2036144578,2993975903.0,0.66777,1281124498.0,,1817269076.0,1204819277.0,,234939759.0,16498995984.0,-4603413655.0,,1212851405.0,-77309237.0,14404618474.0,,3744979919.0,476907631.0,282128514.0,,-2822289157,,183734940,0.67279,435152610442,1448380120.0,,,,,969879518,969879518,119713855422,11938755020,,961847390,-11398594378,-396586345.0,1461083440.0,203815261.0,-15836345382.0,875502008,1790160643,15135542169,-2899598394,,-1004017.0,2956827310.0,,9849397590.0,411690763053,,,,,,,,,,,,,,,,,,,
2008-04-30,54385703150.0,,,,-594735785.0,30594735785,,2519590115,-3846899350.0,0.56138,1239702632.0,,3715089411.0,1011653607.0,,159734780.0,16863572433.0,3384808069.0,,1020695198.0,-84434786.0,11949610981.0,,3458910991.0,-4164872268.0,-335373441.0,,-232764088,,479315090,0.56138,503620655013,1506017340.0,,,,,851918827,851918827,147837050432,12466345188,,840867993,-11237531802,-462364830.0,1518102540.0,202051727.0,-97626584094.0,1125175809,2036144578,18118344384,-317198874,,-3014469.0,2712477396.0,,17985734378.0,472491460719,,,,,,,,,,,,,,,,,,,
2008-07-31,-23100050817.0,,,,-1139000000.0,31293000000,,2783009212,-23502245437.0,0.589928,1473000000.0,,3687000000.0,1119000000.0,,122000000.0,17362000000.0,2804071296.0,,1127000000.0,-106423838.0,7909844240.0,,4116000000.0,7664423184.0,-577256608.0,,10978287636,,204913123,0.594803,508839000000,1608000000.0,,,,,997000000,997000000,143136000000,13478000000,,980000000,-18683218753,-341662950.0,1622000000.0,317776820.0,28068866016.0,1625000000,2519590115,15164000000,10871863798,,275256971.0,2693000000.0,,17530000000.0,477010000000,,,,,,,,,,,,,,,,,,,
2008-10-31,159141142871.0,,,,-1648629149.0,31673881674,2334054834.0,2516835017,8895813425.0,,1387986951.0,,3833573834.0,956557584.0,,8347107.0,17857142857.0,-719664844.0,,971854087.0,-263337671.0,17134435204.0,,3440816756.0,10554565984.0,738726643.0,,12058728091,,-400190185,,563214285714,,,2334054834.0,,,948210477,948210477,144125781626,12436267436,,926135410,-29593353480,-434787510.0,,291267207.0,-197410169345.0,1874699375,2783009212,17946127946,11795390420,,-235163449.0,2493334918.0,,17983405483.0,529980759980,,,,,,,,,,,,,,,,,,,
2009-01-31,22002212389.0,,,,2173058014.0,38050639135,,2850294985,40618239921.0,0.41,1615044248.0,-18436578.0,4202310718.0,653883972.0,,-57767945.0,17985496559.0,2783923305.0,,682153393.0,-507620452.0,11941986234.0,,4239183874.0,-1336037365.0,31956735.0,,2708947886,,302359882,0.41,585365044248,1665200000.0,,,,,711651917,711651917,155244591937,12495083579,,682153392,-14348574238,-416666667.0,1668400000.0,312192724.0,-27182890855.0,2770403147,2517207473,19684119961,2201327434,,77433628.0,2475417896.0,,19970501475.0,545688298918,,,,,,,,,,,,,,,,,,,
2009-04-30,74418787611.0,,,,2968000000.0,39627000000,,2437000000,-12161239921.0,0.34,1922000000.0,436578.0,4166000000.0,618000000.0,,35000000.0,18039000000.0,-2727923305.0,,618000000.0,-78379548.0,-3384986234.0,,4325000000.0,9470037365.0,40043265.0,,8782052114,,-193359882,0.34,574882000000,1697600000.0,,,,16384000000.0,590000000,618000000,206805000000,12469000000,,577000000,-5575425762,-409333333.0,1699600000.0,309807276.0,-32567109145.0,18270000000,2850294985,13242000000,8703672566,,-4793433628.0,1960000000.0,,3062000000.0,533634000000,,,,,,,,,,,,,,,,,,,
2009-07-31,55752000000.0,,,-60000000.0,598000000.0,37788000000,,2477000000,0.0,0.505,1823000000.0,0.0,3887000000.0,1065000000.0,-36283000000.0,209000000.0,18383000000.0,28000000.0,-1332000000.0,1065000000.0,123000000.0,-12812000000.0,,4667000000.0,11407000000.0,-32000000.0,,13147000000,,40000000,0.505,544590000000,1703000000.0,,,,14951000000.0,884000000,912000000,189172000000,12419000000,,863000000,-143000000,-403000000.0,1710800000.0,314000000.0,-20301000000.0,18468000000,2437000000,17959000000,13270000000,,-7000000.0,1679000000.0,,2678000000.0,505241000000,,,,,,,,,,,,,,,,,,,
2009-10-31,-76050000000.0,,4078000000.0,93000000.0,1015000000.0,38720000000,,2414000000,0.0,,2142000000.0,-879000000.0,4078000000.0,893000000.0,120749000000.0,55000000.0,18632000000.0,27000000.0,1482000000.0,893000000.0,-357000000.0,16468000000.0,,4718000000.0,-2047000000.0,296000000.0,,5000000,,-252000000,,557219000000,,,,,15015000000.0,851000000,878000000,154288000000,12383000000,,830000000,-16544000000,-562000000.0,,317000000.0,-12280000000.0,18752000000,2477000000,21517000000,-352000000,,4723000000.0,1447000000.0,,2546000000.0,516940000000,,,,,,,,,,,,,,,,,,,
2010-01-31,13580000000.0,,,-896000000.0,867000000.0,39474000000,,2481000000,0.0,0.72,1934000000.0,0.0,3961000000.0,1539000000.0,,270000000.0,19356000000.0,27000000.0,56000000.0,1539000000.0,-26000000.0,12379000000.0,,5037000000.0,-329000000.0,138000000.0,,1805000000,,67000000,0.725,567454000000,1718600000.0,,,,14855000000.0,1324000000,1297000000,157351000000,12382000000,,1248000000,-14099000000,-447000000.0,1728400000.0,292000000.0,-17417000000.0,18941000000,2414000000,25639000000,1779000000,,1550000000.0,1478000000.0,,2457000000.0,526446000000,,,,,,,,,,,,,,,,,,,
2010-04-30,17735000000.0,,,-64000000.0,-1181000000.0,38424000000,,2629000000,899000000.0,0.65,1946000000.0,0.0,3862000000.0,1449000000.0,,308000000.0,19956000000.0,26000000.0,253000000.0,1449000000.0,-33000000.0,6534000000.0,,4767000000.0,-1341000000.0,-136000000.0,,175000000,,148000000,0.655,573905000000,1727600000.0,,,,14280000000.0,1202000000,1176000000,167371000000,12328000000,95000000.0,1128000000,-6485000000,-444000000.0,1738800000.0,281000000.0,-23167000000.0,19397000000,2481000000,24672000000,142000000,,-1550000000.0,1401000000.0,,2287000000.0,533990000000,,,,,,,,,,,,,,,,,,,
2010-07-31,15129000000.0,447000000.0,,-1616000000.0,725000000.0,41336000000,,2969000000,0.0,0.645,1596000000.0,0.0,3934000000.0,1439000000.0,,310000000.0,20548000000.0,43000000.0,1932000000.0,1439000000.0,-213000000.0,20473000000.0,140000000.0,4744000000.0,942000000.0,-224000000.0,,2396000000,,340000000,0.65,603467000000,1740400000.0,,,,14442000000.0,1203000000,1177000000,176882000000,12384000000,317000000.0,1128000000,-22549000000,-437000000.0,1750200000.0,288000000.0,-23534000000.0,19838000000,2629000000,23446000000,2183000000,,5419000000.0,1455000000.0,,2165000000.0,560630000000,,,,,,,,,,,,,,,,,,,
2010-10-31,17797000000.0,352000000.0,,-508000000.0,1005000000.0,42302000000,,2574000000,0.0,,3021000000.0,-35000000.0,4247000000.0,1350000000.0,,374000000.0,20959000000.0,10000000.0,770000000.0,1350000000.0,-498000000.0,393000000.0,,5017000000.0,-3079000000.0,320000000.0,,-1127000000,,-395000000,,619545000000,,,,,14460000000.0,1021000000,994000000,177097000000,12506000000,460000000.0,946000000,348000000,-438000000.0,,332000000.0,-16660000000.0,20125000000,2969000000,21710000000,-1625000000,,-5419000000.0,1510000000.0,,2093000000.0,575750000000,,,,,,,,,,,,,,,,,,,
2011-01-31,14969000000.0,0.0,,-578000000.0,-971000000.0,41524000000,,2609000000,0.0,0.845,2138000000.0,-1000000000.0,3837000000.0,1853000000.0,,343000000.0,21914000000.0,26000000.0,688000000.0,1853000000.0,,8566000000.0,,5460000000.0,-5505000000.0,-55000000.0,,-3470000000,,35000000,0.85,616368000000,1758600000.0,,,,14212000000.0,1515000000,1541000000,183510000000,12534000000,0.0,1492000000,-5030000000,-434000000.0,1767400000.0,288000000.0,-17418000000.0,20370000000,2574000000,20242000000,-3470000000,,0.0,1459000000.0,,2344000000.0,573380000000,,,,,,,,,,,,,,,,,,,
2011-04-30,16075000000.0,0.0,,-507000000.0,-2153000000.0,41330000000,,3086000000,-3212000000.0,0.73,1948000000.0,-4000000.0,4354000000.0,1578000000.0,,287000000.0,22623000000.0,25000000.0,584000000.0,1578000000.0,,-4407000000.0,,5122000000.0,-1230000000.0,73000000.0,,691000000,,477000000,0.73,629867000000,1766200000.0,,,,13685000000.0,1357000000,1332000000,182784000000,12504000000,2000000.0,1292000000,4280000000,-460000000.0,1776600000.0,293000000.0,-12338000000.0,3395000000,2609000000,16758000000,349000000,,0.0,1365000000.0,,2164000000.0,587076000000,,,,,,,,,,,,,,,,,,,
2011-07-31,15494000000.0,36000000.0,,-372000000.0,-1241000000.0,43275000000,,2899000000,0.0,0.79,1945000000.0,-308000000.0,4061000000.0,1766000000.0,,348000000.0,23445000000.0,27000000.0,406000000.0,1766000000.0,187000000.0,29991000000.0,,5347000000.0,2675000000.0,-147000000.0,,4424000000,,-187000000,0.795,664812000000,1773200000.0,,,,13814000000.0,1477000000,1450000000,183119000000,21493000000,144000000.0,1407000000,-34617000000,-456000000.0,1782400000.0,284000000.0,-17808000000.0,20893000000,3086000000,19308000000,4611000000,,441000000.0,1398000000.0,-232000000.0,2041000000.0,620085000000,,,,,,,,,,,,,,,,,,,
2011-10-31,13317000000.0,0.0,6256000000.0,-766000000.0,536000000.0,46852000000,,3096000000,0.0,0.845,2354000000.0,-502000000.0,4084000000.0,1849000000.0,,321000000.0,24339000000.0,26000000.0,1461000000.0,1849000000.0,-149000000.0,15648000000.0,,5665000000.0,-4309000000.0,13000000.0,7815000000.0,-2404000000,-2172000000.0,197000000,0.85,686360000000,1787600000.0,,,,14376000000.0,1592000000,1566000000,197963000000,11670000000,215000000.0,1518000000,-13112000000,-485000000.0,1794200000.0,317000000.0,-24744000000.0,21812000000,2899000000,24111000000,-2553000000,,-993000000.0,1406000000.0,,2068000000.0,638025000000,,,,,,,,,,,,,,,,,,,
2012-01-31,12165000000.0,97000000.0,,-895000000.0,3877000000.0,44059000000,,2870000000,0.0,0.775,2058000000.0,0.0,4186000000.0,1689000000.0,-6839000000.0,272000000.0,19003000000.0,1750000000.0,894000000.0,1689000000.0,-237000000.0,6510000000.0,,5642000000.0,5119000000.0,42000000.0,7606000000.0,7000000000,,-226000000,0.78,773666000000,1802200000.0,5512000000.0,,,12438000000.0,1478000000,1452000000,191939000000,11589000000,510000000.0,1403000000,-13748000000,-483000000.0,1818400000.0,244000000.0,-15865000000.0,3395000000,3096000000,15876000000,6763000000,,20000000.0,1797000000.0,-345000000.0,2274000000.0,728118000000,,,,,,,,,,,,,,,,,,,
2012-04-30,21250000000.0,82000000.0,,-716000000.0,2959000000.0,44434000000,,3087000000,0.0,0.89,2316000000.0,0.0,4174000000.0,1990000000.0,0.0,351000000.0,19970000000.0,2044000000.0,805000000.0,1990000000.0,-109000000.0,2244000000.0,,5750000000.0,-4555000000.0,117000000.0,,-2302000000,,217000000,0.895,773186000000,1808200000.0,5511000000.0,,,12283000000.0,1693000000,1667000000,185704000000,11575000000,459000000.0,1618000000,305000000,-469000000.0,1825200000.0,242000000.0,-13593000000.0,3395000000,2870000000,21363000000,-2411000000,,-40000000.0,1803000000.0,125000000.0,2189000000.0,727267000000,,,,,,,,,,,,,,,,,,,
2012-07-31,13998000000.0,250000000.0,,-607000000.0,3872000000.0,46585000000,,2989000000,0.0,0.89,2090000000.0,-201000000.0,4267000000.0,1932000000.0,0.0,291000000.0,20943000000.0,1994000000.0,599000000.0,1932000000.0,-216000000.0,-3754000000.0,,5841000000.0,5122000000.0,-4000000.0,,7487000000,,-98000000,0.895,806283000000,1817400000.0,5871000000.0,,,12463000000.0,1703000000,1677000000,197338000000,20778000000,518000000.0,1628000000,-3860000000,-449000000.0,1832000000.0,236000000.0,-19874000000.0,21746000000,3087000000,20249000000,7271000000,,-59000000.0,1832000000.0,-219000000.0,2174000000.0,758216000000,,,,,,,,,,,,,,,,,,,
2012-10-31,13517000000.0,167000000.0,6644000000.0,-1061000000.0,3645000000.0,47523000000,,3436000000,0.0,0.83,1979000000.0,-24000000.0,4402000000.0,1718000000.0,0.0,178000000.0,21763000000.0,1503000000.0,1096000000.0,1718000000.0,-265000000.0,3869000000.0,221000000.0,5889000000.0,63000000.0,-43000000.0,7223000000.0,2116000000,-2242000000.0,447000000,0.835,811106000000,1824800000.0,6173000000.0,,,12311000000.0,1597000000,1571000000,204624000000,11318000000,327000000.0,1522000000,-5531000000,-469000000.0,1840000000.0,263000000.0,-15529000000.0,22086000000,2989000000,25128000000,1851000000,,-20000000.0,1780000000.0,203000000.0,2217000000.0,762106000000,,,,,,,,,,,,,,,,,,,
2013-01-31,19641000000.0,124000000.0,,-1177000000.0,3058000000.0,48295000000,12096000000.0,3136000000,0.0,0.93,2113000000.0,-2500000000.0,4353000000.0,2091000000.0,0.0,360000000.0,22772000000.0,2150000000.0,891000000.0,2091000000.0,-79000000.0,-4753000000.0,,5895000000.0,-1397000000.0,9000000.0,,898000000,,-300000000,0.935,818482000000,1833600000.0,88715000000.0,1339000000.0,7879000000.0,12292000000.0,1790000000,1764000000,198356000000,8834000000,326000000.0,1715000000,3601000000,-485000000.0,1845200000.0,246000000.0,-10462000000.0,3395000000,3436000000,33473000000,819000000,,-10000000.0,1686000000.0,-260000000.0,2212000000.0,768702000000,,,,,,,,,,,,,,,,,,,
2013-04-30,10666000000.0,65000000.0,,-865000000.0,3401000000.0,49667000000,11037000000.0,3042000000,0.0,0.89,2123000000.0,0.0,4421000000.0,1957000000.0,-6569000000.0,291000000.0,23674000000.0,2014000000.0,790000000.0,1957000000.0,-197000000.0,-8122000000.0,171000000.0,5917000000.0,9327000000.0,226000000.0,,11696000000,,-94000000,0.895,826407000000,1841800000.0,81077000000.0,1599000000.0,8095000000.0,12897000000.0,1723000000,1697000000,199992000000,8864000000,355000000.0,1648000000,-3673000000,-718000000.0,1847400000.0,253000000.0,-15665000000.0,3395000000,3136000000,22793000000,11499000000,,4000000.0,1566000000.0,-26000000.0,2472000000.0,775248000000,,,,,,,,,,,,,,,,,,,
2013-07-31,12796000000.0,51000000.0,,-1413000000.0,2650000000.0,49419000000,14890000000.0,3067000000,0.0,0.79,2160000000.0,-900000000.0,4523000000.0,1704000000.0,,252000000.0,24122000000.0,1779000000.0,1109000000.0,1704000000.0,-233000000.0,-137000000.0,,5866000000.0,9492000000.0,-316000000.0,,11472000000,,25000000,0.795,835101000000,1842800000.0,90315000000.0,1885000000.0,8066000000.0,13121000000.0,1527000000,1501000000,214859000000,7984000000,305000000.0,1463000000,-11353000000,-702000000.0,1848200000.0,257000000.0,-26455000000.0,3395000000,3042000000,24821000000,11239000000,,-6000000.0,1639000000.0,-213000000.0,2490000000.0,784183000000,,,,,,,,,,,,,,,,,,,
2013-10-31,19856000000.0,134000000.0,7057000000.0,-1446000000.0,3166000000.0,50465000000,12847000000.0,3581000000,0.0,,5248000000.0,0.0,4635000000.0,1781000000.0,,240000000.0,24565000000.0,3493000000.0,1112000000.0,1781000000.0,-242000000.0,1523000000.0,,9267000000.0,5605000000.0,-281000000.0,6399000000.0,7629000000,-2422000000.0,514000000,,862532000000,,79541000000.0,2286000000.0,8075000000.0,13297000000.0,1622000000,1595000000,223262000000,7982000000,321000000.0,1546000000,-8673000000,-742000000.0,,283000000.0,-20933000000.0,3395000000,3067000000,32436000000,7387000000,,-29000000.0,1647000000.0,,2493000000.0,810559000000,,,,,,,,,,,,,,,,,,,
2014-01-31,15743000000.0,212000000.0,,-1606000000.0,4874000000.0,52366000000,14622000000.0,2874000000,0.0,1.07,3013000000.0,0.0,4840000000.0,2330000000.0,-2881000000.0,365000000.0,25108000000.0,2407000000.0,1170000000.0,2330000000.0,-338000000.0,3960000000.0,,7484000000.0,15222000000.0,61000000.0,9011000000.0,18211000000,,-707000000,1.07,908896000000,1835300000.0,56139000000.0,1620000000.0,7386000000.0,14079000000.0,2042000000,2015000000,224464000000,7987000000,302000000.0,1969000000,-23002000000,-746000000.0,1841100000.0,283000000.0,-12116000000.0,2925000000,3581000000,47036000000,17873000000,,-22000000.0,1631000000.0,-86000000.0,2691000000.0,854987000000,,,,,,,,,,,,,,,,,,,
2014-04-30,12374000000.0,203000000.0,,-1621000000.0,4206000000.0,52235000000,17258000000.0,2873000000,0.0,1.04,2980000000.0,0.0,4758000000.0,2355000000.0,,447000000.0,26134000000.0,2435000000.0,1050000000.0,2355000000.0,-54000000.0,3722000000.0,,7355000000.0,-14499000000.0,-38000000.0,,-12056000000,,-1000000,1.05,896468000000,1838900000.0,56751000000.0,2028000000.0,7351000000.0,13879000000.0,1988000000,1962000000,224306000000,7974000000,302000000.0,1922000000,8364000000,-831000000.0,1844800000.0,276000000.0,-14336000000.0,2250000000,2874000000,36599000000,-12110000000,,-39000000.0,1539000000.0,-44000000.0,2656000000.0,842699000000,,,,,,,,,,,,,,,,,,,
2014-07-31,7942000000.0,60000000.0,,-1947000000.0,3834000000.0,53224000000,14340000000.0,3099000000,0.0,1.11,3178000000.0,0.0,4742000000.0,2360000000.0,,330000000.0,26970000000.0,2437000000.0,1195000000.0,2360000000.0,-105000000.0,6318000000.0,182000000.0,7428000000.0,11725000000.0,148000000.0,,14812000000,,226000000,1.12,921750000000,1840200000.0,61818000000.0,2506000000.0,7364000000.0,13822000000.0,2107000000,2080000000,230451000000,7915000000,287000000.0,2055000000,-20894000000,-795000000.0,1846500000.0,261000000.0,-13758000000.0,2625000000,2873000000,39807000000,14707000000,,-86000000.0,1567000000.0,-106000000.0,2662000000.0,866995000000,,,,,,,,,,,,,,,,,,,
2014-10-31,8191000000.0,34000000.0,7524000000.0,-1590000000.0,4936000000.0,54682000000,14993000000.0,2781000000,0.0,,3152000000.0,-195000000.0,4930000000.0,2030000000.0,,370000000.0,27585000000.0,2116000000.0,1244000000.0,2030000000.0,-340000000.0,-7435000000.0,,7373000000.0,2439000000.0,-140000000.0,,5000000000,-2594000000.0,-318000000,,944742000000,,63008000000.0,2653000000.0,7870000000.0,14233000000.0,1746000000,1719000000,231472000000,7785000000,287000000.0,1687000000,2057000000,-816000000.0,,320000000.0,-7972000000.0,2200000000,3099000000,46554000000,4660000000,,-5000000.0,1607000000.0,32000000.0,2680000000.0,888511000000,,,,,,,,,,,,,,,,,,,
2015-01-31,12660000000.0,226000000.0,,-1195000000.0,9956000000.0,61009000000,29171000000.0,2899000000,0.0,1.09,3166000000.0,,5317000000.0,2388000000.0,,418000000.0,28373000000.0,2478000000.0,1117000000.0,2388000000.0,-530000000.0,6103000000.0,,7532000000.0,16919000000.0,-344000000.0,,19253000000,,118000000,1.09,1080155000000,1844200000.0,67424000000.0,1832000000.0,8908000000.0,15848000000.0,2060000000,2033000000,255903000000,7777000000,351000000.0,2009000000,-25447000000,-796000000.0,1849700000.0,15000000.0,-19871000000.0,2700000000,2781000000,53523000000,18723000000,,-27000000.0,1608000000.0,-52000000.0,2793000000.0,1017526000000,,,,,,,,,,,,,,,,,,,
2015-04-30,9290000000.0,41000000.0,,-2064000000.0,7569000000.0,60008000000,21967000000.0,2945000000,0.0,0.97,3123000000.0,-875000000.0,5100000000.0,2115000000.0,,344000000.0,29362000000.0,375000000.0,1816000000.0,2115000000.0,,-1622000000.0,,7673000000.0,-3123000000.0,313000000.0,15199000000.0,-335000000,,46000000,0.98,1030954000000,1848300000.0,70448000000.0,2124000000.0,8655000000.0,15122000000.0,1859000000,1831000000,252977000000,6951000000,308000000.0,1807000000,2098000000,-886000000.0,1853400000.0,18000000.0,-16398000000.0,2800000000,2899000000,48599000000,-335000000,,-28000000.0,1487000000.0,,2636000000.0,969357000000,,,,,,,,,,,,,,,,,,,
2015-07-31,13906000000.0,122000000.0,,-1816000000.0,10477000000.0,64326000000,19907000000.0,3542000000,0.0,1.19,3121000000.0,0.0,5304000000.0,2677000000.0,,502000000.0,30764000000.0,2768000000.0,1569000000.0,2677000000.0,-352000000.0,15032000000.0,,7927000000.0,2116000000.0,-229000000.0,,5302000000,,597000000,1.2,1099202000000,1851100000.0,77586000000.0,2386000000.0,8967000000.0,16342000000.0,2266000000,2238000000,270301000000,8456000000,347000000.0,2213000000,-19885000000,-873000000.0,1855700000.0,315000000.0,-16931000000.0,2700000000,2945000000,52623000000,4950000000,,-28000000.0,1569000000.0,,2695000000.0,1033237000000,,,,,,,,,,,,,,,,,,,
2015-10-31,8393000000.0,69000000.0,8261000000.0,-1155000000.0,10209000000.0,65418000000,22664000000.0,3154000000,0.0,0.96,3134000000.0,-800000000.0,5314000000.0,1990000000.0,,259000000.0,32053000000.0,2098000000.0,1147000000.0,1990000000.0,-159000000.0,-7597000000.0,,7970000000.0,8337000000.0,-92000000.0,,11053000000,-2947000000.0,-388000000,0.96,1104373000000,1853100000.0,88782000000.0,2601000000.0,9373000000.0,16337000000.0,1839000000,1810000000,269450000000,8637000000,323000000.0,1784000000,-3843000000,-889000000.0,1857200000.0,320000000.0,-20718000000.0,2700000000,3542000000,45637000000,10894000000,,-29000000.0,1442000000.0,,2671000000.0,1037345000000,,,,,,,,,,,,,,,,,,,
2016-01-31,11152000000.0,378000000.0,,-2118000000.0,13467000000.0,69990000000,28002000000.0,3204000000,0.0,1.17,3223000000.0,-1000000000.0,5557000000.0,2660000000.0,,546000000.0,32585000000.0,2769000000.0,1736000000.0,2660000000.0,-392000000.0,-3326000000.0,,8529000000.0,12684000000.0,-121000000.0,,16201000000,,50000000,1.17,1173584000000,1854100000.0,94372000000.0,1680000000.0,10058000000.0,17386000000.0,2223000000,2194000000,287684000000,7695000000,315000000.0,2169000000,-12963000000,-890000000.0,1857500000.0,324000000.0,-13890000000.0,3400000000,3154000000,51943000000,15809000000,,-29000000.0,1572000000.0,,2723000000.0,1101910000000,,,,,,,,,,,,,,,,,,,
