date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyAccountsPayable,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
2008-03-31,904448000.0,377162000.0,0.0,6543604000.0,1656200000.0,1.82,1312000.0,,3117108000.0,130131000.0,1194180000.0,270607000.0,-344579000.0,-24594000.0,300000000.0,17378000.0,,-71148000.0,-204642000.0,,270607000.0,-35692000.0,-130333000.0,27402000.0,128904253.0,-462020000.0,-42457000.0,-542785000.0,6376000.0,,,91620000.0,,483389000,,-104178000.0,,212983000.0,87699000.0,,125539000.0,1922928000.0,1759534000.0,-138079000.0,,1.87,1300138000,395690000,9422699000.0,241671000,21816404000.0,-154927000.0,241671000,241671000,,,5500414000.0,1490837000.0,419486000.0,,1194180000.0,-133701000.0,11814209000.0,1570000.0,1058752000.0,2018569000.0,-283804000.0,,132876553.0,1922928000.0,-19489000.0,,,,,,
2008-06-30,276389000.0,401727000.0,,6507087000.0,1194180000.0,2.05,1312000.0,,3369047000.0,147569000.0,1427522000.0,265399000.0,20814000.0,-15309000.0,300000000.0,16720000.0,,108024000.0,-192321000.0,,265399000.0,-7544000.0,611806000.0,32824000.0,129569325.0,233342000.0,-23866000.0,258381000.0,-3503000.0,,,91504000.0,,488441000,,-103866000.0,,206395000.0,27647000.0,,-126296000.0,1941525000.0,1929726000.0,-147142000.0,,2.12,1386951000,404990000,9343155000.0,274058000,22017252000.0,596497000.0,254158000,274058000,,,5535174000.0,1569116000.0,666190000.0,705572000.0,1427522000.0,-185555000.0,12129709000.0,-55928000.0,946552000.0,1993398000.0,,681379000.0,133526713.0,,-467000.0,,,,,,
2008-09-30,859684000.0,313852000.0,,6476773000.0,1427522000.0,1.62,1312000.0,-303941000.0,3939037000.0,117237000.0,1793293000.0,274295000.0,338013000.0,-31873000.0,200000000.0,16737000.0,-240506000.0,35043000.0,-167755000.0,,514801000.0,-623000.0,674739000.0,19457000.0,129793939.0,365771000.0,-19676000.0,185361000.0,1771000.0,,,-53615000.0,71100000.0,401003000,,-104859000.0,,170917000.0,60139000.0,,-30440000.0,2145744000.0,2042520000.0,-71103000.0,,1.68,1313220000,453536000,8640516000.0,217726000,21696672000.0,642866000.0,196615000,217726000,,,5543993000.0,1208577000.0,825561000.0,618353000.0,1793293000.0,-52407000.0,12187164000.0,36567000.0,946693000.0,2039467000.0,,694867000.0,134012819.0,,-142552000.0,,,,,,
2008-12-31,2038518000.0,-73741000.0,,6441000000.0,1793293000.0,,1000000.0,206085000.0,2032000000.0,-6937000.0,2032000000.0,260000000.0,324752000.0,-5224000.0,200000000.0,15165000.0,-259000000.0,-422919000.0,-322282000.0,2884000000.0,519000000.0,-2141000.0,759788000.0,42317000.0,,238907000.0,-146001000.0,210043000.0,1356000.0,545000000.0,0.0,-186000000.0,73829000.0,-2061000,1674000000.0,-106097000.0,3242000000.0,1969703000.0,56515000.0,5693000000.0,-237803000.0,,1991000000.0,-63676000.0,16682000000.0,,1063690000,376784000,7367000000.0,52545000,19924000000.0,754564000.0,-66804000,52545000,2922000000.0,0.0,5533000000.0,901000000.0,826000000.0,-1351612000.0,2032000000.0,-22337000.0,12066000000.0,32791000.0,946000000.0,1825000000.0,,2415302000.0,,1429000000.0,-448492000.0,,,,,,
2009-03-31,214000000.0,92000000.0,,6405000000.0,2032000000.0,0.62,1000000.0,,1793000000.0,30000000.0,1793000000.0,256000000.0,-51000000.0,-16000000.0,200000000.0,15000000.0,-277000000.0,-131000000.0,-201000000.0,2713000000.0,533000000.0,-39000000.0,-126000000.0,126000000.0,130216218.0,-239000000.0,-44000000.0,-609000000.0,1000000.0,,0.0,-192000000.0,82000000.0,164000000,1088000000.0,-105000000.0,2856000000.0,151000000.0,57000000.0,5861000000.0,2000000.0,,1961000000.0,-9000000.0,16367000000.0,0.63,987000000,293000000,6949000000.0,84000000,19223000000.0,-142000000.0,62000000,84000000,3132000000.0,0.0,5736000000.0,953000000.0,221000000.0,480000000.0,1793000000.0,104000000.0,12073000000.0,3000000.0,946000000.0,1783000000.0,,507000000.0,131797189.0,1137000000.0,-194000000.0,,,,,,
2009-06-30,253.0,338.0,,6371000000.0,1793000000.0,1.59,2000000.0,,2305000000.0,94.0,2305000000.0,252000000.0,-113000000.0,-17000000.0,200000000.0,15.0,-295000000.0,-110000000.0,96000000.0,3519000000.0,547000000.0,-1000000.0,400000000.0,78000000.0,130928926.0,512000000.0,-15000000.0,-10000000.0,303000000.0,,0.0,-81000000.0,77000000.0,389,1333000000.0,-103000000.0,3476000000.0,191.0,58000000.0,6118000000.0,0.0,,2076000000.0,-5000000.0,16933000000.0,1.62,1029,261,7451000000.0,218,20409000000.0,383000000.0,270,244,3407000000.0,0.0,5723000000.0,1067000000.0,386000000.0,515.0,2305000000.0,-86000000.0,12745000000.0,16000000.0,944000000.0,1767000000.0,,514.0,133364611.0,957000000.0,88.0,,,,,,
2009-09-30,220000000.0,435000000.0,0.0,6335000000.0,2305000000.0,2.27,2000000.0,-1000000.0,2763000000.0,101000000.0,2763000000.0,250000000.0,-143000000.0,-19000000.0,200000000.0,15000000.0,-316000000.0,40000000.0,-66000000.0,3857000000.0,566000000.0,-1000000.0,557000000.0,29000000.0,133266379.0,458000000.0,-40000000.0,197000000.0,0.0,,0.0,-88000000.0,73000000.0,486000000,1603000000.0,-108000000.0,4073000000.0,161000000.0,60000000.0,6486000000.0,0.0,,2286000000.0,-46000000.0,17307000000.0,2.31,1140000000,357000000,8089000000.0,317000000,21380000000.0,538000000.0,334000000,317000000,3813000000.0,0.0,5718000000.0,1219000000.0,584000000.0,563000000.0,2763000000.0,-7000000.0,13060000000.0,29000000.0,944000000.0,1729000000.0,,577000000.0,135902241.0,1041000000.0,89000000.0,,,,,,
2009-12-31,2234000000.0,407000000.0,-5597000000.0,17648000000.0,2763000000.0,,2000000.0,-5000000.0,4708000000.0,150000000.0,4708000000.0,445000000.0,84000000.0,-15000000.0,2234000000.0,23000000.0,-333000000.0,-21000000.0,6920000000.0,139552000000.0,778000000.0,-5000000.0,568000000.0,54000000.0,,1945000000.0,10000000.0,142000000.0,2500000000.0,845000000.0,0.0,-96000000.0,85000000.0,494000000,5000000000.0,-81000000.0,6627000000.0,2171000000.0,64000000.0,148392000000.0,1000000.0,,2436000000.0,-13000000.0,171367000000.0,,1544000000,389000000,153392000000.0,256000000,177994000000.0,553000000.0,257000000,256000000,139432000000.0,0.0,12570000000.0,1730000000.0,1482000000.0,-1079000000.0,4708000000.0,-5530000000.0,24329000000.0,41000000.0,3434000000.0,5526000000.0,,2623000000.0,,1049000000.0,37000000.0,,,,,,
2010-03-31,1341000000.0,656000000.0,-8000000.0,17626000000.0,4708000000.0,2.17,2000000.0,-1502000000.0,2703000000.0,228000000.0,2703000000.0,450000000.0,-157000000.0,-44000000.0,880000000.0,40000000.0,-366000000.0,50000000.0,-1755000000.0,131406000000.0,816000000.0,-114000000.0,-164000000.0,51000000.0,189676023.0,-2005000000.0,55000000.0,-815000000.0,1000000.0,,0.0,-165000000.0,108000000.0,736000000,2924000000.0,-196000000.0,4741000000.0,1162000000.0,78000000.0,140268000000.0,-7000000.0,,2777000000.0,-28000000.0,163319000000.0,2.2,1995000000,654000000,143192000000.0,423000000,168060000000.0,-208000000.0,428000000,423000000,131405000000.0,0.0,12641000000.0,1868000000.0,616000000.0,0.0,2703000000.0,-30000000.0,24648000000.0,-1000000.0,3286000000.0,5577000000.0,,1995000000.0,192152251.0,1096000000.0,38000000.0,,,,,,
2010-06-30,1335000000.0,622000000.0,0.0,17586000000.0,2703000000.0,2.21,2000000.0,-460000000.0,2183000000.0,233000000.0,2183000000.0,433000000.0,-129000000.0,-22000000.0,444000000.0,38000000.0,-372000000.0,38000000.0,-617000000.0,125723000000.0,805000000.0,-3000000.0,474000000.0,28000000.0,190975161.0,-520000000.0,34000000.0,-210000000.0,1000000.0,,0.0,-186000000.0,113000000.0,727000000,2519000000.0,-193000000.0,4330000000.0,1146000000.0,79000000.0,134593000000.0,30000000.0,,2991000000.0,-380000000.0,157936000000.0,2.23,2032000000,697000000,137112000000.0,432000000,162266000000.0,452000000.0,389000000,432000000,125730000000.0,0.0,12640000000.0,1989000000.0,798000000.0,0.0,2183000000.0,-372000000.0,24954000000.0,2000000.0,3262000000.0,5601000000.0,,2032000000.0,192569539.0,1463000000.0,-42000000.0,,,,,,
2010-09-30,506000000.0,785000000.0,-8000000.0,17546000000.0,2183000000.0,2.83,2000000.0,-348000000.0,2636000000.0,201000000.0,2636000000.0,429000000.0,-48000000.0,-30000000.0,100000000.0,37000000.0,-393000000.0,53000000.0,-632000000.0,137445000000.0,822000000.0,-147000000.0,1105000000.0,91000000.0,190494905.0,453000000.0,-47000000.0,455000000.0,2000000.0,1234000000.0,0.0,-95000000.0,114000000.0,862000000,2631000000.0,-193000000.0,4856000000.0,440000000.0,74000000.0,146193000000.0,-66000000.0,,3354000000.0,-131000000.0,169648000000.0,2.85,2092000000,707000000,148824000000.0,551000000,174504000000.0,1075000000.0,584000000,551000000,137387000000.0,0.0,12641000000.0,2052000000.0,1146000000.0,879000000.0,2636000000.0,-78000000.0,25400000000.0,0.0,3258000000.0,,,1213000000.0,192326841.0,1512000000.0,105000000.0,,,,,,
2010-12-31,1447000000.0,958000000.0,-7000000.0,17512000000.0,2636000000.0,,2000000.0,0.0,3460000000.0,309000000.0,3460000000.0,428000000.0,-30000000.0,-36000000.0,100000000.0,35000000.0,-426000000.0,23000000.0,-166000000.0,139091000000.0,854000000.0,0.0,1073000000.0,64000000.0,,731000000.0,-39000000.0,276000000.0,2000000.0,1068000000.0,0.0,-96000000.0,110000000.0,1072000000,2745000000.0,-194000000.0,5705000000.0,1384000000.0,79000000.0,149380000000.0,-29000000.0,,3798000000.0,-169000000.0,172754000000.0,,2493000000,940000000,152125000000.0,657000000,178459000000.0,1037000000.0,649000000,657000000,139366000000.0,0.0,12805000000.0,2095000000.0,1520000000.0,106000000.0,3367000000.0,-147000000.0,26094000000.0,-1000000.0,4537000000.0,5477000000.0,,2387000000.0,,2852000000.0,43000000.0,,,,,,
2011-03-31,545000000.0,813000000.0,0.0,17472000000.0,3367000000.0,2.89,2000000.0,-104000000.0,2779000000.0,249000000.0,2779000000.0,479000000.0,-130000000.0,-83000000.0,0.0,38000000.0,-460000000.0,7000000.0,-465000000.0,140941000000.0,939000000.0,-106000000.0,-156000000.0,121000000.0,191797365.0,-588000000.0,48000000.0,-967000000.0,1000000.0,1366000000.0,0.0,-52000000.0,137000000.0,891000000,1930000000.0,-272000000.0,5138000000.0,483000000.0,73000000.0,149776000000.0,17000000.0,,4077000000.0,-53000000.0,173284000000.0,2.92,2282000000,798000000,151706000000.0,568000000,178422000000.0,-239000000.0,564000000,568000000,140995000000.0,0.0,12804000000.0,2223000000.0,538000000.0,939000000.0,2779000000.0,-15000000.0,26479000000.0,0.0,3255000000.0,5526000000.0,,1343000000.0,194296504.0,1528000000.0,44000000.0,,,,,,
2011-06-30,557000000.0,842000000.0,0.0,17434000000.0,2779000000.0,3.21,1000000.0,-63000000.0,4192000000.0,220000000.0,2861000000.0,521000000.0,144000000.0,-76000000.0,600000000.0,41000000.0,-494000000.0,-13000000.0,-771000000.0,146212000000.0,1015000000.0,-2548000000.0,873000000.0,25000000.0,187870001.0,17000000.0,-86000000.0,107000000.0,1000000.0,1128000000.0,0.0,-40000000.0,105000000.0,921000000,2625000000.0,-248000000.0,6427000000.0,498000000.0,73000000.0,157753000000.0,20000000.0,1331000000.0,4441000000.0,-38000000.0,178621000000.0,3.26,2347000000,866000000,160378000000.0,619000000,185048000000.0,797000000.0,622000000,619000000,147625000000.0,0.0,12802000000.0,2084000000.0,874000000.0,924000000.0,2796000000.0,-89000000.0,24424000000.0,0.0,4688000000.0,5440000000.0,,1423000000.0,190579963.0,1598000000.0,13000000.0,,,,,,
2011-09-30,587000000.0,665000000.0,0.0,17395000000.0,2796000000.0,3.23,1000000.0,-500000000.0,2983000000.0,95000000.0,2983000000.0,545000000.0,-8000000.0,-59000000.0,100000000.0,49000000.0,-518000000.0,-62000000.0,-939000000.0,136774000000.0,1063000000.0,-129000000.0,1236000000.0,28000000.0,179034837.0,187000000.0,-70000000.0,358000000.0,1000000.0,,0.0,-110000000.0,133000000.0,753000000,2399000000.0,-249000000.0,5201000000.0,528000000.0,76000000.0,146944000000.0,81000000.0,,4815000000.0,-51000000.0,169081000000.0,3.28,2225000000,777000000,149343000000.0,595000000,174282000000.0,1177000000.0,570000000,595000000,136888000000.0,0.0,12797000000.0,2073000000.0,1105000000.0,861000000.0,2983000000.0,-82000000.0,24727000000.0,0.0,4690000000.0,5366000000.0,,1364000000.0,181825329.0,1525000000.0,-75000000.0,,,,,,
2011-12-31,1300000000.0,815000000.0,0.0,17356000000.0,2983000000.0,,1000000.0,-125000000.0,3560000000.0,232000000.0,3560000000.0,537000000.0,118000000.0,-29000000.0,100000000.0,48000000.0,-483000000.0,157000000.0,-310000000.0,140241000000.0,1020000000.0,-102000000.0,873000000.0,73000000.0,,523000000.0,-29000000.0,119000000.0,2000000.0,923000000.0,0.0,-127000000.0,122000000.0,940000000,2428000000.0,-245000000.0,5662000000.0,1243000000.0,77000000.0,152106000000.0,36000000.0,,5118000000.0,-62000000.0,174234000000.0,,2227000000,840000000,154534000000.0,555000000,179896000000.0,844000000.0,583000000,555000000,140519000000.0,0.0,12792000000.0,1960000000.0,1383000000.0,87000000.0,3506000000.0,-18000000.0,25048000000.0,0.0,6264000000.0,5323000000.0,,2140000000.0,,3270000000.0,14000000.0,,,,,,
2012-03-31,514000000.0,838000000.0,-210000000.0,17480000000.0,3506000000.0,3.14,1000000.0,0.0,2647000000.0,263000000.0,2647000000.0,545000000.0,-344000000.0,-41000000.0,1647000000.0,49000000.0,-514000000.0,113000000.0,-393000000.0,145957000000.0,1059000000.0,-262000000.0,-102000000.0,88000000.0,179022840.0,-954000000.0,65000000.0,-927000000.0,2000000.0,,9000000.0,-90000000.0,114000000.0,926000000,3491000000.0,-285000000.0,5098000000.0,459000000.0,73000000.0,156424000000.0,93000000.0,,5390000000.0,-324000000.0,180420000000.0,3.19,2249000000,815000000,159915000000.0,572000000,185518000000.0,-143000000.0,575000000,572000000,146305000000.0,0.0,12899000000.0,2312000000.0,551000000.0,920000000.0,2552000000.0,-487000000.0,25303000000.0,0.0,4690000000.0,5429000000.0,,1329000000.0,181917864.0,3505000000.0,63000000.0,,,,,,
2012-06-30,521000000.0,789000000.0,-2000000.0,17441000000.0,2552000000.0,3.08,2000000.0,-174000000.0,3639000000.0,229000000.0,3639000000.0,571000000.0,222000000.0,-57000000.0,1539000000.0,52000000.0,-544000000.0,133000000.0,158000000.0,142368000000.0,1115000000.0,-1043000000.0,967000000.0,153000000.0,177010239.0,1043000000.0,-32000000.0,122000000.0,2000000.0,,9000000.0,-126000000.0,121000000.0,880000000,3438000000.0,-260000000.0,5794000000.0,468000000.0,72000000.0,154120000000.0,87000000.0,,5697000000.0,-154000000.0,176686000000.0,3.13,2229000000,829000000,157558000000.0,554000000,182480000000.0,910000000.0,560000000,554000000,142550000000.0,0.0,12888000000.0,2084000000.0,848000000.0,879000000.0,3595000000.0,-60000000.0,24672000000.0,0.0,6185000000.0,5385000000.0,,1350000000.0,179590702.0,3387000000.0,4000000.0,,,,,,
2012-09-30,1351000000.0,905000000.0,-55000000.0,17442000000.0,3595000000.0,3.65,2000000.0,-29000000.0,4515000000.0,250000000.0,4515000000.0,560000000.0,-371000000.0,-23000000.0,1943000000.0,57000000.0,-564000000.0,27000000.0,-426000000.0,151245000000.0,1124000000.0,-170000000.0,1021000000.0,201000000.0,172359141.0,628000000.0,-75000000.0,299000000.0,2000000.0,1427000000.0,9000000.0,-58000000.0,109000000.0,1001000000,4598000000.0,-259000000.0,7100000000.0,1299000000.0,74000000.0,162921000000.0,20000000.0,,6066000000.0,-127000000.0,185728000000.0,3.72,2320000000,875000000,167519000000.0,642000000,192828000000.0,998000000.0,655000000,642000000,151424000000.0,0.0,12908000000.0,2464000000.0,1204000000.0,94000000.0,4223000000.0,-4000000.0,25057000000.0,0.0,6186000000.0,5311000000.0,,2226000000.0,175450532.0,3547000000.0,77000000.0,,,,,,
2012-12-31,441000000.0,938000000.0,-215000000.0,17402000000.0,4223000000.0,3.93,2000000.0,-297000000.0,4903000000.0,288000000.0,4903000000.0,557000000.0,201000000.0,-29000000.0,100000000.0,57000000.0,-572000000.0,108000000.0,-283000000.0,158314000000.0,1129000000.0,-170000000.0,354000000.0,253000000.0,171518278.0,383000000.0,-19000000.0,-53000000.0,1000000.0,1055000000.0,0.0,-59000000.0,107000000.0,1035000000,1169000000.0,-256000000.0,7230000000.0,401000000.0,76000000.0,173697000000.0,-338000000.0,,6473000000.0,203000000.0,193221000000.0,4.02,2539000000,1005000000,174866000000.0,690000000,200451000000.0,325000000.0,650000000,690000000,158736000000.0,0.0,12910000000.0,2250000000.0,1547000000.0,1093000000.0,4606000000.0,285000000.0,25403000000.0,0.0,8089000000.0,5293000000.0,,1446000000.0,175176037.0,4014000000.0,-19000000.0,,,,,,
2013-03-31,371000000.0,950000000.0,-3000000.0,17362000000.0,4606000000.0,3.62,2000000.0,-180000000.0,4232000000.0,284000000.0,4232000000.0,529000000.0,-376000000.0,-18000000.0,0.0,54000000.0,-593000000.0,139000000.0,-805000000.0,158868000000.0,1122000000.0,-461000000.0,190000000.0,117000000.0,171301800.0,-664000000.0,93000000.0,-676000000.0,1000000.0,1657000000.0,0.0,-166000000.0,127000000.0,1044000000,1657000000.0,-309000000.0,6850000000.0,331000000.0,72000000.0,173450000000.0,-49000000.0,,6822000000.0,-90000000.0,193888000000.0,3.69,2449000000,909000000,175107000000.0,632000000,200738000000.0,172000000.0,666000000,632000000,159414000000.0,0.0,12904000000.0,2618000000.0,602000000.0,1169000000.0,3942000000.0,31000000.0,25345000000.0,22000000.0,8019000000.0,5379000000.0,597000000.0,1280000000.0,174561132.0,4225000000.0,89000000.0,,,,,,
2013-06-30,505000000.0,918000000.0,0.0,17322000000.0,3942000000.0,4.19,2000000.0,-931000000.0,3793000000.0,212000000.0,3793000000.0,524000000.0,361000000.0,-28000000.0,0.0,53000000.0,-614000000.0,71000000.0,-1388000000.0,153025000000.0,1138000000.0,-254000000.0,1140000000.0,86000000.0,170648731.0,-274000000.0,-56000000.0,107000000.0,2000000.0,1271000000.0,0.0,-198000000.0,104000000.0,1011000000,1271000000.0,-286000000.0,6042000000.0,465000000.0,72000000.0,166719000000.0,214000000.0,,7233000000.0,-92000000.0,187703000000.0,4.27,2482000000,849000000,167990000000.0,729000000,193745000000.0,1112000000.0,706000000,729000000,153300000000.0,0.0,12899000000.0,2249000000.0,948000000.0,1128000000.0,3668000000.0,-21000000.0,25589000000.0,13000000.0,7083000000.0,5318000000.0,-390000000.0,1354000000.0,173873583.0,3933000000.0,118000000.0,,,,,,
2013-09-30,374000000.0,948000000.0,-300000000.0,17513000000.0,3668000000.0,4.21,2000000.0,-82000000.0,4080000000.0,219000000.0,4080000000.0,523000000.0,-2046000000.0,-14000000.0,0.0,52000000.0,-649000000.0,17000000.0,-619000000.0,169367000000.0,1172000000.0,-269000000.0,1146000000.0,22000000.0,169811633.0,319000000.0,-81000000.0,219000000.0,2000000.0,3322000000.0,0.0,-79000000.0,109000000.0,1040000000,3322000000.0,-287000000.0,8391000000.0,334000000.0,71000000.0,183250000000.0,99000000.0,,7678000000.0,-6000000.0,204326000000.0,4.3,2472000000,966000000,186572000000.0,730000000,212717000000.0,1132000000.0,729000000,730000000,169644000000.0,0.0,12938000000.0,4311000000.0,1322000000.0,1132000000.0,3987000000.0,-285000000.0,25999000000.0,-47000000.0,7006000000.0,5237000000.0,2057000000.0,1340000000.0,173371508.0,3985000000.0,26000000.0,,,,,,
2013-12-31,451000000.0,1157000000.0,-43000000.0,17501000000.0,3987000000.0,4.86,2000000.0,-67000000.0,4551000000.0,307000000.0,4551000000.0,525000000.0,2075000000.0,-34000000.0,0.0,52000000.0,-611000000.0,17000000.0,-580000000.0,177593000000.0,1136000000.0,-259000000.0,1166000000.0,61000000.0,169010606.0,403000000.0,-149000000.0,344000000.0,2000000.0,1084000000.0,0.0,-35000000.0,108000000.0,1250000000,1084000000.0,-286000000.0,6798000000.0,410000000.0,76000000.0,192173000000.0,88000000.0,,8230000000.0,-224000000.0,213075000000.0,4.98,2777000000,1133000000,193257000000.0,841000000,219873000000.0,1132000000.0,850000000,841000000,177979000000.0,0.0,12980000000.0,2247000000.0,1747000000.0,1193000000.0,4390000000.0,-208000000.0,26460000000.0,47000000.0,7308000000.0,5085000000.0,-2257000000.0,1584000000.0,172999529.0,4476000000.0,72000000.0,,,,,,
2014-03-31,354000000.0,1068000000.0,-3000000.0,17459000000.0,4390000000.0,4.4,2000000.0,-120000000.0,4585000000.0,324000000.0,4585000000.0,508000000.0,-624000000.0,-15000000.0,,53000000.0,-641000000.0,127000000.0,64000000.0,173627000000.0,1149000000.0,-575000000.0,-206000000.0,266000000.0,169081421.0,4000000.0,165000000.0,-1452000000.0,1000000.0,1615000000.0,0.0,-35000000.0,127000000.0,1162000000,1615000000.0,-366000000.0,7453000000.0,313000000.0,73000000.0,188069000000.0,154000000.0,,8604000000.0,-123000000.0,208844000000.0,4.47,2670000000,1051000000,189684000000.0,756000000,216297000000.0,-221000000.0,744000000,756000000,173892000000.0,0.0,12975000000.0,2868000000.0,668000000.0,1265000000.0,4394000000.0,133000000.0,26478000000.0,5000000.0,8180000000.0,5241000000.0,521000000.0,1405000000.0,171933803.0,4275000000.0,60000000.0,,,,,,
2014-06-30,418000000.0,1138000000.0,0.0,17418000000.0,4394000000.0,4.72,2000000.0,120000000.0,5497000000.0,297000000.0,5497000000.0,496000000.0,-1340000000.0,-19000000.0,,60000000.0,-671000000.0,124000000.0,9000000.0,186476000000.0,1167000000.0,-257000000.0,732000000.0,71000000.0,168712221.0,733000000.0,-63000000.0,412000000.0,,3091000000.0,0.0,1000000.0,109000000.0,1239000000,3091000000.0,-326000000.0,9704000000.0,377000000.0,72000000.0,201583000000.0,-477000000.0,,9113000000.0,-116000000.0,221989000000.0,4.79,2778000000,1122000000,204674000000.0,808000000,231693000000.0,713000000.0,841000000,808000000,186645000000.0,0.0,12971000000.0,4207000000.0,1079000000.0,1238000000.0,5127000000.0,-39000000.0,26881000000.0,25000000.0,8635000000.0,5177000000.0,1490000000.0,1540000000.0,171150153.0,4628000000.0,73000000.0,,,,,,
2014-09-30,416000000.0,1105000000.0,-30000000.0,17378000000.0,5127000000.0,5.37,2000000.0,0.0,6324000000.0,232000000.0,6324000000.0,468000000.0,1538000000.0,-6000000.0,,61000000.0,-680000000.0,57000000.0,-336000000.0,178211000000.0,1148000000.0,-256000000.0,1284000000.0,167000000.0,167933040.0,1022000000.0,-133000000.0,497000000.0,,1576000000.0,0.0,-169000000.0,100000000.0,1206000000,1576000000.0,-324000000.0,8955000000.0,376000000.0,70000000.0,194001000000.0,-122000000.0,,9660000000.0,-65000000.0,213857000000.0,5.46,2849000000,1157000000,195577000000.0,917000000,222812000000.0,1278000000.0,873000000,917000000,178583000000.0,0.0,12966000000.0,2631000000.0,1487000000.0,1276000000.0,6149000000.0,163000000.0,27106000000.0,67000000.0,8826000000.0,5056000000.0,-1538000000.0,1573000000.0,170778766.0,4834000000.0,-1000000.0,,,,,,
2014-12-31,422000000.0,1084000000.0,-90000000.0,17344000000.0,6149000000.0,4.77,2000000.0,-488000000.0,6001000000.0,278000000.0,6001000000.0,467000000.0,504000000.0,-26000000.0,,58000000.0,-587000000.0,6000000.0,-1592000000.0,195642000000.0,1054000000.0,-256000000.0,1271000000.0,150000000.0,167197844.0,-426000000.0,-73000000.0,223000000.0,,1035000000.0,0.0,-273000000.0,117000000.0,1177000000,1035000000.0,-322000000.0,8121000000.0,387000000.0,63000000.0,211288000000.0,116000000.0,,10145000000.0,-65000000.0,231687000000.0,4.86,2784000000,1144000000,212323000000.0,813000000,239808000000.0,1245000000.0,806000000,813000000,196072000000.0,0.0,12961000000.0,2120000000.0,1865000000.0,1218000000.0,5723000000.0,-18000000.0,27366000000.0,-77000000.0,8327000000.0,4989000000.0,-542000000.0,1566000000.0,170367445.0,5273000000.0,-8000000.0,,,,,,
2015-03-31,374000000.0,1118000000.0,-61000000.0,17429000000.0,5723000000.0,4.84,2000000.0,-29000000.0,4572000000.0,258000000.0,4572000000.0,537000000.0,-750000000.0,-98000000.0,,51000000.0,-605000000.0,168000000.0,-748000000.0,198266000000.0,1142000000.0,-498000000.0,-490000000.0,152000000.0,167089037.0,-1430000000.0,87000000.0,-1621000000.0,,1714000000.0,0.0,-439000000.0,143000000.0,1204000000,1714000000.0,-389000000.0,7408000000.0,339000000.0,63000000.0,213524000000.0,-30000000.0,,10613000000.0,-101000000.0,235306000000.0,4.92,2723000000,1067000000,215238000000.0,822000000,242714000000.0,-588000000.0,860000000,822000000,198681000000.0,0.0,12975000000.0,2836000000.0,684000000.0,1282000000.0,4293000000.0,-99000000.0,27375000000.0,36000000.0,8902000000.0,5077000000.0,654000000.0,1441000000.0,169723167.0,6099000000.0,98000000.0,,,,,,
