date,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
2013-03-31,6305000.0,49688000,,-18636000,1246415000,-35578000,923698000,4256466000.0,,-63239000,346764000,,2253161000.0,1428806000.0,2319769000.0,5861000.0,,,249724000,-3229000.0,-971657000.0,-0.33,1328348000.0,486173000.0,572312000.0,576934000,1282539000.0,7247000,1671202000.0,-63239000,-64187000,188827190.0,279522000,2003305000.0,92996000.0,-96674000.0,49935000.0,-0.33,61368000.0,-25687000,28151000,-1704000,-727493000.0,196845000.0,13221000,232171000.0,890755000.0,,47730000.0,1333000,382342000,-60628000,-1963000.0,270460000,245360000,3559000,,15519000.0,701313000.0,-63146000.0,3368514000.0,188827190.0,5688283000.0,244773000,1058952000.0,82165000,,1001055000,1915000.0,1246415000.0,1246415000.0,713207000.0,-45102000.0,,,,
2013-06-30,7814000.0,180145000,,-2106000,1385260000,69376000,1679513000,4537573000.0,,58130000,469595000,,2516549000.0,1422709000.0,2687357000.0,6028000.0,,,-9754000,-3076000.0,-913527000.0,0.3,1369062000.0,634509000.0,631216000.0,1209918000,1392271000.0,72771000,1662035000.0,58130000,59015000,193069783.0,295719000,2021024000.0,87409000.0,-9714000.0,60212000.0,0.3,61658000.0,-51015000,30041000,-715000,-730014000.0,192821000.0,40790000,236901000.0,1018135000.0,,52438000.0,27191000,400219000,67416000,-24835000.0,109887000,138845000,8401000,,15274000.0,692695000.0,-142215000.0,3395454000.0,196770405.0,6082811000.0,58872000,1044358000.0,82688000,,1246415000,1959000.0,1385260000.0,1385260000.0,790266000.0,-51959000.0,,,,
2013-09-30,9105000.0,186950000,-4473000.0,-21748000,1302578000,119329000,2262236000,4122978000.0,,43774000,563505000,,2233751000.0,1464082000.0,2364550000.0,4096000.0,,,-299804000,-1925000.0,-869753000.0,0.22,1397471000.0,578426000.0,784761000.0,1698731000,1489707000.0,1905000,1540763000.0,43774000,50418000,196396704.0,325005000,1889227000.0,92288000.0,-747889000.0,47777000.0,0.22,263689000.0,-26892000,29393000,-10521000,-767079000.0,189496000.0,29689000,255558000.0,395763000.0,,40128000.0,-26655000,444176000,64828000,-7125000.0,-115809000,-82682000,14410000,,16350000.0,697003000.0,76000000.0,3411010000.0,202109783.0,5775560000.0,-142701000,1020850000.0,92729000,,1385260000,1973000.0,1302578000.0,1302578000.0,773188000.0,-11261000.0,,,,
2013-12-31,5191000.0,58662000,-2123000.0,-101173000,1299184000,-45287000,1613100000,4093715000.0,,-82043000,418176000,,2255518000.0,1502526000.0,2160104000.0,1323000.0,,5102000.0,111311000,-7658000.0,-951796000.0,,1466983000.0,439151000.0,515656000.0,1194924000,1409228000.0,-920000,1530484000.0,-82043000,-81261000,,326646000,1838197000.0,26940000.0,-32320000.0,7829000.0,,278403000.0,-31796000,24074000,-55768000,-795726000.0,161637000.0,-50716000,90289000.0,486433000.0,12270000.0,39778000.0,-8258000,463463000,-76753000,-69242000.0,152934000,-3394000,4508000,,50801000.0,706800000.0,140905000.0,3523417000.0,,5683521000.0,121138000,1053300000.0,111341000,,1302578000,1978000.0,1299184000.0,1299184000.0,767573000.0,-2370000.0,,,,
2014-03-31,10018000.0,74928000,-823000.0,-36623000,1629142000,-10002000,1127316000,4686747000.0,,-32448000,396165000,,2836417000.0,1497181000.0,2711757000.0,2401000.0,,,311816000,-8729000.0,-984244000.0,-0.16,1493536000.0,509119000.0,622021000.0,731151000,1394727000.0,-479000,1523657000.0,-32448000,-30097000,197857662.0,302405000,1850330000.0,104227000.0,-6547000.0,59385000.0,-0.16,284059000.0,-24598000,24492000,-6167000,-799203000.0,161437000.0,-4752000,316524000.0,1020775000.0,,,1676000,406167000,-32152000,-12457000.0,365697000,329958000,-2055000,,51377000.0,697978000.0,-77980000.0,3548418000.0,197857662.0,6260175000.0,341099000,1040380000.0,82588000,,1299184000,1989000.0,1629142000.0,1629142000.0,858185000.0,7493000.0,,,,
2014-06-30,12550000.0,134341000,-689000.0,-57022000,2041686000,53228000,1665785000,5240686000.0,,22934000,481089000,,2872818000.0,1541020000.0,3311346000.0,8647000.0,,,-142383000,-3335000.0,-961310000.0,0.11,1502707000.0,563394000.0,709490000.0,1184696000,1461784000.0,91000,2038845000.0,22934000,25822000,198701762.0,325925000,2367868000.0,105673000.0,-8579000.0,59179000.0,0.11,269628000.0,-44465000,27590000,-20857000,-831678000.0,167179000.0,488951000,324845000.0,1001097000.0,,,3748000,427861000,30532000,-13573000.0,-27227000,412544000,4710000,,41851000.0,709342000.0,-48548000.0,3560774000.0,205989271.0,6872120000.0,-71692000,1023880000.0,76219000,,1629142000,1993000.0,2041686000.0,2041686000.0,850752000.0,16828000.0,,,,
2014-09-30,8963000.0,238728000,-9812000.0,-66047000,1358300000,151241000,2502008000,4366486000.0,,103965000,625489000,,1991933000.0,1530391000.0,2497935000.0,-352000.0,,,-561648000,-9399000.0,-856147000.0,0.49,1484677000.0,607150000.0,763800000.0,1876519000,1504725000.0,-5833000,2027209000.0,105163000,115827000,199261810.0,349676000,2374553000.0,107684000.0,-229888000.0,47882000.0,0.52,47947000.0,-31860000,28113000,-6109000,-834450000.0,165224000.0,-232946000,379867000.0,399534000.0,,,-11302000,474248000,112690000,-33821000.0,-352302000,-683386000,-3137000,,37734000.0,695941000.0,-67177000.0,3549796000.0,221581583.0,6047731000.0,-384162000,989311000.0,97925000,,2041686000,1998000.0,1358300000.0,1358300000.0,742918000.0,-37577000.0,,,,
2014-12-31,7498000.0,-73362000,-8276000.0,-224602000,1382029000,-46775000,1571855000,4504514000.0,,-188414000,444252000,,2010781000.0,1550776000.0,2267691000.0,-12526000.0,,4768000.0,251907000,3799000.0,-1042603000.0,,1479037000.0,419301000.0,536055000.0,1127603000,1296954000.0,-13157000,2015915000.0,-186456000,-216002000,,352154000,2493733000.0,27161000.0,-8759000.0,11396000.0,,47485000.0,-42014000,26117000,-9412000,-855439000.0,196759000.0,-10389000,100420000.0,543122000.0,12824000.0,127222000.0,-138928000,491027000,-210890000,-169992000.0,283241000,23729000,5112000,,10332000.0,695337000.0,179349000.0,3720670000.0,,5988361000.0,241227000,1052193000.0,111411000,,1358300000,2004000.0,1382029000.0,1382029000.0,732259000.0,-70010000.0,,,,
2015-03-31,9497000.0,44123000,-3913000.0,-50583000,1606658000,-24423000,1120312000,4949849000.0,,-62168000,399023000,,2506981000.0,1546259000.0,2653113000.0,-898000.0,,,311593000,4371000.0,-1100882000.0,-0.31,1421618000.0,434543000.0,544471000.0,721289000,1195948000.0,-1426000,1968771000.0,-58279000,-66526000,200155435.0,314545000,2442868000.0,111894000.0,-8682000.0,38069000.0,-0.31,64104000.0,-29365000,25363000,-14160000,-870467000.0,195387000.0,-19200000,553556000.0,1081883000.0,,,-17560000,423446000,-65781000,-19792000.0,342546000,224629000,745000,,22221000.0,675792000.0,-47700000.0,3685288000.0,200155435.0,6338401000.0,313181000,1034322000.0,84541000,,1382029000,2009000.0,1606658000.0,1606658000.0,794302000.0,-114478000.0,,,,
2015-06-30,8065000.0,139343000,-7110000.0,-113358000,1525819000,44926000,1765777000,5268951000.0,,11951000,486678000,,2727280000.0,1609705000.0,2752748000.0,2010000.0,,,-102191000,-5786000.0,-1085826000.0,0.06,1619123000.0,524227000.0,635490000.0,1279099000,1251396000.0,-14904000,1973173000.0,15056000,20212000,200767811.0,326839000,2541671000.0,128346000.0,-8488000.0,46897000.0,0.06,57289000.0,-37979000,25650000,-8826000,-907942000.0,194607000.0,-7840000,485274000.0,1201446000.0,,,5452000,441752000,25122000,-60475000.0,14608000,-80839000,4910000,,24248000.0,701763000.0,-74358000.0,3960768000.0,208778589.0,6713516000.0,-23371000,1154608000.0,88571000,,1606658000,2016000.0,1525819000.0,1525819000.0,808807000.0,-87931000.0,,,,
2015-09-30,8032000.0,242857000,-6107000.0,-63183000,1061383000,157578000,2622917000,4717561000.0,,78931000,648595000,,2131764000.0,1604708000.0,2296595000.0,1522000.0,,,-589887000,-5766000.0,-996777000.0,0.38,1629510000.0,631344000.0,785861000.0,1974322000,1331438000.0,-8787000,1993963000.0,89049000,104382000,201392591.0,361975000,2585797000.0,135972000.0,-5740000.0,48477000.0,0.39,42131000.0,-30162000,25844000,-4534000,-885185000.0,208758000.0,1244000,477832000.0,521648000.0,,,-14235000,491017000,117959000,-24234000.0,-379730000,-464436000,13577000,,33192000.0,719523000.0,-110048000.0,3968759000.0,208738780.0,6265354000.0,-409892000,1141894000.0,99054000,,1525819000,2019000.0,1061383000.0,1061383000.0,748932000.0,-94234000.0,,,,
2015-12-31,7767000.0,80152000,-4868000.0,-63861000,1303125000,-31766000,1736725000,4709322000.0,,-94402000,514962000,,2101206000.0,1626220000.0,2288315000.0,3891000.0,,6128000.0,239154000,-2430000.0,-1075111000.0,,1604315000.0,452600000.0,529651000.0,1221763000,1236953000.0,-1599000,2002662000.0,-78334000,-73837000,,394549000,2608116000.0,34703000.0,-40659000.0,20240000.0,,42352000.0,-44985000,26024000,-18936000,-894938000.0,199472000.0,-10673000,111127000.0,618640000.0,14388000.0,81811000.0,-14266000,546728000,-70947000,-17277000.0,322778000,241742000,2890000,,15589000.0,731282000.0,164871000.0,3867926000.0,,6156241000.0,277793000,1147080000.0,125075000,,1061383000,2020000.0,1303125000.0,1303125000.0,721548000.0,-111657000.0,,,,
2016-03-31,8923000.0,71360000,-5165000.0,-85744000,1699281000,-32129000,1207716000,5522516000.0,,-57854000,423513000,,2926237000.0,1650212000.0,2966254000.0,7212000.0,,,463960000,-1698000.0,-1120919000.0,-0.29,1619552000.0,480681000.0,620142000.0,784203000,1184388000.0,-6520000,1992851000.0,-44518000,-55954000,201696142.0,336181000,2596279000.0,135308000.0,-9764000.0,38631000.0,-0.29,43990000.0,-30681000,25432000,-43525000,-927422000.0,204032000.0,-53289000,464058000.0,1354101000.0,,,7978000,455642000,-49027000,-48543000.0,517398000,396156000,6927000,,29082000.0,722790000.0,-16878000.0,3960920000.0,201696142.0,6927174000.0,486717000,1154520000.0,94955000,,1303125000,2023000.0,1699281000.0,1699281000.0,878922000.0,-112905000.0,,,,
2016-06-30,8221000.0,162575000,-8343000.0,-133666000,1512099000,73880000,2179258000,5627644000.0,,26449000,573570000,,3023434000.0,1662253000.0,2969952000.0,-168000.0,,,-145351000,-1010000.0,-1083176000.0,0.13,1670676000.0,634562000.0,778101000.0,1605688000,1188507000.0,1816000,1985190000.0,37741000,36461000,201896009.0,374826000,2604210000.0,127887000.0,-8876000.0,43548000.0,0.13,44918000.0,-48199000,25284000,-7672000,-949441000.0,198617000.0,-15805000,510567000.0,1347953000.0,,,-7379000,499690000,41867000,-87283000.0,-6423000,-187182000,5406000,,38653000.0,712812000.0,-154792000.0,4073474000.0,208601733.0,7043426000.0,-54622000,1179419000.0,95424000,,1699281000,2024000.0,1512099000.0,1512099000.0,813809000.0,-136404000.0,,,,
2016-09-30,8093000.0,276696000,-5120000.0,-40764000,1039706000,191539000,3170416000,4897981000.0,,102503000,742413000,,2280997000.0,1694877000.0,2407205000.0,-5315000.0,,,-658957000,-11388000.0,-972100000.0,0.49,1671629000.0,785418000.0,905729000.0,2428003000,1280758000.0,-4037000,1984511000.0,111079000,132761000,202118412.0,414412000,2616984000.0,125040000.0,-10155000.0,48798000.0,0.51,46693000.0,-40860000,25249000,-35384000,-974287000.0,198660000.0,-40606000,489489000.0,518678000.0,,,-20330000,550874000,146585000,4133000.0,-391459000,-472393000,13824000,,34314000.0,720590000.0,-173673000.0,4009824000.0,217690217.0,6417029000.0,-432319000,1128116000.0,104862000,,1512099000,2027000.0,1039706000.0,1039706000.0,775583000.0,-144273000.0,,,,
2016-12-31,7486000.0,47852000,-10294000.0,-166303000,1526591000,-37090000,1797544000,5414750000.0,,-118108000,532730000,,2460344000.0,1745311000.0,2673551000.0,1563000.0,,5506000.0,422538000,6205000.0,-1073457000.0,,1747088000.0,568936000.0,589327000.0,1264814000,1126016000.0,2871000,2259736000.0,-101360000,-92971000,,421998000,2954406000.0,36775000.0,-578036000.0,31677000.0,,53317000.0,-60321000,30541000,-72126000,-993775000.0,197811000.0,208912000,120285000.0,804973000.0,15114000.0,82032000.0,-24210000,569820000,-91099000,-108853000.0,477974000,486885000,1872000,,15754000.0,751536000.0,199215000.0,4090715000.0,,6764266000.0,417653000,1180797000.0,108410000,,1039706000,2034000.0,1526591000.0,1526591000.0,781505000.0,-176707000.0,,,,
2017-03-31,7936000.0,85356000,-10608000.0,-75027000,2227555000,-22025000,1413181000,6482950000.0,,-45570000,487681000,,3539331000.0,1801614000.0,3601449000.0,3613000.0,,,697530000,-1203000.0,-1106450000.0,-0.22,1724113000.0,584638000.0,707811000.0,925500000,1116743000.0,-838000,2258820000.0,-32993000,-47770000,203730897.0,383308000,2943619000.0,143277000.0,-11775000.0,49463000.0,-0.22,59943000.0,-58881000,26010000,-14919000,-1019448000.0,203206000.0,-5066000,526264000.0,1796015000.0,,,5841000,509706000,-41249000,-15308000.0,760701000,700964000,6521000,,51141000.0,782166000.0,-6558000.0,4222068000.0,203730897.0,7823517000.0,701820000,1189525000.0,100595000,,1526591000,2047000.0,2227555000.0,2227555000.0,924421000.0,-165231000.0,,,,
2017-06-30,8165000.0,214336000,-7601000.0,-96913000,2216812000,113548000,2818693000,6794203000.0,,62641000,675819000,,3836657000.0,1873443000.0,3984278000.0,13608000.0,,,-148520000,-6740000.0,-1024972000.0,0.29,1754974000.0,865107000.0,1000778000.0,2142874000,1226639000.0,-7667000,2249157000.0,81478000,80555000,204688374.0,434385000,2957546000.0,155788000.0,-62432000.0,52019000.0,0.31,66430000.0,-69726000,27927000,-23217000,-1056070000.0,205770000.0,-19099000,527791000.0,1737491000.0,,,3887000,562271000,90539000,-19520000.0,42938000,-10743000,9984000,,49929000.0,817373000.0,-275517000.0,4267148000.0,213879152.0,8251426000.0,-26788000,1167010000.0,95870000,,2227555000,2054000.0,2216812000.0,2216812000.0,982029000.0,-136134000.0,,,,
2017-09-30,7820000.0,310434000,-3948000.0,-63559000,1801013000,201384000,3559418000,6195982000.0,,114996000,826492000,,3212877000.0,1937824000.0,3563629000.0,7971000.0,,,-670891000,-1958000.0,-888579000.0,0.53,1764512000.0,991215000.0,1227613000.0,2732926000,1378974000.0,-1529000,2240461000.0,136393000,148770000,205287843.0,475864000,2983105000.0,170318000.0,-10401000.0,57225000.0,0.56,71674000.0,-55892000,26627000,-6978000,-1093010000.0,202049000.0,-1498000,511657000.0,909037000.0,,,-1773000,625108000,174455000,-6138000.0,-386377000,-415799000,25685000,,51086000.0,844814000.0,-112678000.0,4246895000.0,223132186.0,7810524000.0,-442269000,1125912000.0,109352000,,2216812000,2060000.0,1801013000.0,1801013000.0,953467000.0,-117866000.0,,,,
2017-12-31,18834000.0,-57250000,-3013000.0,-92087000,1825322000,-202479000,2546156000,6086119000.0,,-229713000,598665000,,3577000000.0,2013729000.0,3152742000.0,6060000.0,,9569000.0,250870000,-61638000.0,-1079472000.0,,1754589000.0,725304000.0,875787000.0,1947491000,1181196000.0,4976000,1952366000.0,-190893000,-173781000,,614166000,2509119000.0,122876000.0,-26247000.0,31308000.0,,347593000.0,-64913000,26158000,-83095000,-1127793000.0,137635000.0,-101420000,147909000.0,925220000.0,17467000.0,105271000.0,-6758000,801144000,-233125000,-32150000.0,205744000,24309000,-59344000,,16829000.0,885936000.0,261733000.0,4351521000.0,,7504263000.0,140831000,1098288000.0,149717000,,1801013000,2069000.0,1825322000.0,1825322000.0,1034303000.0,-108542000.0,,,,
2018-03-31,10870000.0,83468000,,-88726000,2948783000,-5992000,1482384000,7745327000.0,,-50291000,550300000,,4438713000.0,2052874000.0,4644690000.0,26111000.0,,,691674000,,-1113378000.0,-0.24,1772671000.0,783807000.0,1020621000.0,932084000,1137671000.0,5532000,2747399000.0,-33906000,-41028000,206728167.0,434611000,3306614000.0,155998000.0,-321850000.0,44164000.0,-0.24,119414000.0,-71039000,29741000,-138582000,-1165973000.0,138517000.0,404150000,684820000.0,2039018000.0,,,406000,556292000,-34144000,-23219000.0,775498000,1119961000,6884000,,58825000.0,886901000.0,-53080000.0,4472858000.0,206728167.0,9117548000.0,704459000,1128466000.0,87871000,,1828822000,2076000.0,2942407000.0,2942407000.0,1200835000.0,-92280000.0,,,,
2018-06-30,12076000.0,220932000,,-225669000,2300313000,134833000,2868315000,7547289000.0,,52187000,733208000,,4206751000.0,2080322000.0,4263356000.0,25166000.0,,,-466055000,,-1044019000.0,0.24,1823948000.0,949422000.0,1180102000.0,2135107000,1163049000.0,-60209000,2743104000.0,69359000,83356000,207331781.0,476438000,3340538000.0,169266000.0,-50800000.0,59655000.0,0.25,84946000.0,-57222000,35992000,-42012000,-1189883000.0,134974000.0,-89419000,869218000.0,1846156000.0,,,-6391000,598375000,95155000,-108238000.0,-255672000,-648470000,11799000,,60966000.0,890439000.0,-175936000.0,4689453000.0,215105119.0,8952809000.0,-312894000,1105848000.0,89785000,,2948783000,2079000.0,2293264000.0,2293264000.0,1034581000.0,-125837000.0,,,,
2018-09-30,11369000.0,335827000,,-64461000,1909798000,244537000,3835246000,6960770000.0,,151894000,910890000,,3608798000.0,2143873000.0,3881047000.0,24465000.0,,,-620273000,,-871336000.0,0.7,1835353000.0,1252585000.0,1409170000.0,2924356000,1317389000.0,13578000,2731985000.0,172683000,183197000,207614413.0,524654000,3351972000.0,180626000.0,-18446000.0,49764000.0,0.73,81832000.0,-68628000,35993000,-33752000,-1230516000.0,130911000.0,-46605000,843454000.0,890783000.0,,,-10576000,666353000,200228000,-9411000.0,-264250000,-390515000,17031000,,66330000.0,913357000.0,-316856000.0,4630652000.0,216788983.0,8511699000.0,-332878000,1038488000.0,99606000,,2300313000,2083000.0,1900305000.0,1900305000.0,1160683000.0,-134918000.0,,,,
2018-12-31,11267000.0,15912000,,-118053000,2378203000,-90473000,2601855000,7154143000.0,,-171440000,625470000,,3749866000.0,2216930000.0,3848074000.0,32458000.0,,27504000.0,660982000,,-1019223000.0,,1822943000.0,829320000.0,980397000.0,1976385000,1098981000.0,-13622000,2732878000.0,-147887000,-135185000,,561325000,3404277000.0,147140000.0,-9300000.0,14910000.0,,82142000.0,-78574000,36779000,-77709000,-1270337000.0,137067000.0,-79342000,178593000.0,1227797000.0,12575000.0,137211000.0,-5695000,715943000,-130134000,-25857000.0,686010000,468405000,5051000,,22118000.0,946593000.0,410443000.0,4648812000.0,,8496886000.0,607436000,1030305000.0,109267000,,1909798000,2091000.0,2371540000.0,2371540000.0,1127415000.0,-145231000.0,,,,
2019-03-31,13205000.0,84144000,,-84870000,2684192000,-24010000,1727828000,9062139000.0,,-64756000,576224000,,4688882000.0,3373659000.0,4424874000.0,20387000.0,,,391787000,,-1071667000.0,-0.31,1841234000.0,920035000.0,1140215000.0,1151604000,1043208000.0,-8852000,2715966000.0,-52444000,-55241000,208908323.0,464866000,4373257000.0,100177000.0,-13573000.0,48351000.0,-0.31,80838000.0,-66136000,36515000,-58475000,-1315697000.0,142710000.0,-71491000,422966000.0,2068792000.0,,,6694000,600234000,-51283000,-9882000.0,469050000,305989000,3958000,,58631000.0,2057962000.0,-90637000.0,5877659000.0,208908323.0,10302533000.0,402914000,1023734000.0,98912000,,2378203000,2099000.0,2670538000.0,2670538000.0,1227526000.0,-148120000.0,,,,
2019-06-30,11721000.0,285488000,,-196784000,2284979000,171485000,3157009000,9121631000.0,,89840000,829595000,,4605723000.0,3557234000.0,4284887000.0,36610000.0,,,-444004000,,-968312000.0,0.41,1925725000.0,1096754000.0,1339881000.0,2327414000,1174143000.0,278000,2708642000.0,103355000,116120000,209998048.0,513497000,4515908000.0,113060000.0,-8360000.0,44685000.0,0.43,55409000.0,-90418000,36792000,-28259000,-1344857000.0,169985000.0,-26419000,408275000.0,1890997000.0,,,6359000,658110000,144870000,-106644000.0,-175727000,-399213000,28750000,,39527000.0,2212377000.0,-165938000.0,6244500000.0,219977612.0,10529387000.0,-266145000,1122336000.0,103826000,,2684192000,2101000.0,2270341000.0,2270341000.0,1159844000.0,-148791000.0,,,,
2019-09-30,11998000.0,384145000,,-121703000,1808794000,259736000,3773684000,8444301000.0,,155345000,973255000,,3959372000.0,3576206000.0,3849723000.0,11163000.0,,,-624226000,,-789387000.0,0.71,1915215000.0,1215465000.0,1511883000.0,2800429000,1287273000.0,-3191000,2694934000.0,155345000,193972000,210621971.0,542547000,4484929000.0,112336000.0,-8558000.0,53268000.0,0.74,64274000.0,-92221000,36587000,-36229000,-1382580000.0,166305000.0,-41700000,397208000.0,1115874000.0,,,-7760000,713519000,221252000,-26291000.0,-260401000,-476185000,27280000,,39918000.0,2193626000.0,-135490000.0,6117410000.0,218957376.0,9967133000.0,-352622000,1047546000.0,126306000,,2284979000,2111000.0,1795166000.0,1795166000.0,1105124000.0,-181047000.0,,,,
