date,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyResearchAndDevelopment,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyGoodwill,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInInventory
2002-06-30,84000000.0,,-1525000000.0,-793000000.0,163000000.0,14520000000.0,3833000000.0,7270000000.0,19403000000.0,6486000000.0,-132000000.0,1730400000.0,,21395000000.0,5288000000.0,150000000.0,14712000000.0,,2318000000,,,,0.03,784000000,1198000000.0,30742000000.0,1140000000.0,,595000000.0,,32597000000.0,36379000000.0,36723000000.0,19651000000,2701000000.0,-21667000000.0,-950000000.0,-2164000000.0,16270000000.0,3623000000.0,47488000000.0,84211000000.0,9769000000.0,12381000000.0,,114000000.0,1705000000.0,-380000000.0,13949000000.0,,30219000000.0,56000000.0,,3842000000.0,445000000,-156000000.0,,56000000.0,-1061000000.0,3453000000.0,-142000000.0,-256000000.0,1534000000.0,3453000000.0,3567000000.0,33000000.0,9571000000.0,0.0,62816000000.0,1751000000.0,0.03,1729000000.0,31047000000.0,,,,
2002-09-30,83000000.0,,-367000000.0,-811000000.0,213000000.0,14572000000.0,3453000000.0,7323000000.0,18435000000.0,5200000000.0,-148000000.0,1711700000.0,,22092000000.0,3987000000.0,710000000.0,14451000000.0,,3204000000,,,,0.78,2123000000,1213000000.0,31653000000.0,867000000.0,,2404000000.0,,30239000000.0,36056000000.0,37316000000.0,19821000000,3471000000.0,-21605000000.0,-790000000.0,-889000000.0,17773000000.0,3833000000.0,46640000000.0,83956000000.0,9748000000.0,12498000000.0,,6000000.0,1690500000.0,1763000000.0,13852000000.0,,31625000000.0,1313000000.0,,3424000000.0,1694000000,315000000.0,,1313000000.0,-786000000.0,5216000000.0,-61000000.0,-254000000.0,1081000000.0,5216000000.0,5222000000.0,34000000.0,7971000000.0,0.0,61864000000.0,2681000000.0,0.76,1717000000.0,30472000000.0,,,,
2002-12-31,0.0,,240000000.0,-3418000000.0,742000000.0,14858000000.0,5216000000.0,9191000000.0,7630000000.0,6644000000.0,-177000000.0,,5276000000.0,22782000000.0,5440000000.0,801000000.0,14440000000.0,,3144000000,,,,,2547000000,1204000000.0,31555000000.0,646000000.0,,2712000000.0,,34550000000.0,36083000000.0,41652000000.0,23684000000,4239000000.0,-21643000000.0,-1902000000.0,-534000000.0,19986000000.0,9200000000.0,54832000000.0,96484000000.0,11362000000.0,14493000000.0,6413000000.0,593000000.0,,166000000.0,17716000000.0,,39152000000.0,1018000000.0,,3148000000.0,1911000000,213000000.0,1450000000.0,1018000000.0,-3593000000.0,5382000000.0,-1106000000.0,-254000000.0,597000000.0,5382000000.0,5975000000.0,48000000.0,6031000000.0,0.0,73702000000.0,2337000000.0,,4677000000.0,31401000000.0,,,,
2003-03-31,212000000.0,,,-3079000000.0,703000000.0,15257000000.0,5382000000.0,7233000000.0,21346000000.0,5410000000.0,-136000000.0,1758500000.0,,24573000000.0,4215000000.0,594000000.0,14363000000.0,,2939000000,,305000000.0,,0.8,1823000000,1195000000.0,32314000000.0,-228000000.0,,1981000000.0,,31786000000.0,36261000000.0,39737000000.0,20065000000,2153000000.0,-21898000000.0,-658000000.0,-689000000.0,20036000000.0,4673000000.0,55983000000.0,95720000000.0,11099000000.0,12832000000.0,,1382000000.0,1725300000.0,-1187000000.0,19325000000.0,,39361000000.0,1384000000.0,,3318000000.0,1387000000,198000000.0,,1384000000.0,-2675000000.0,4195000000.0,-1436000000.0,-259000000.0,1116000000.0,4195000000.0,5577000000.0,40000000.0,5767000000.0,0.0,71147000000.0,1495000000.0,0.79,6394000000.0,35226000000.0,,,,
2003-06-30,218000000.0,,,-2599000000.0,2468000000.0,15413000000.0,4195000000.0,7998000000.0,22008000000.0,5686000000.0,-161000000.0,1763700000.0,,26573000000.0,4460000000.0,741000000.0,14560000000.0,,3488000000,,-25000000.0,,0.99,2312000000,1226000000.0,33699000000.0,856000000.0,,2466000000.0,,31511000000.0,36705000000.0,39795000000.0,21631000000,3656000000.0,-22145000000.0,-1015000000.0,-2442000000.0,18972000000.0,4630000000.0,57143000000.0,96938000000.0,10684000000.0,13633000000.0,,979000000.0,1729800000.0,647000000.0,19882000000.0,,38854000000.0,1705000000.0,,3361000000.0,1725000000,195000000.0,,1705000000.0,-633000000.0,4842000000.0,-1885000000.0,-277000000.0,1176000000.0,4842000000.0,5821000000.0,41000000.0,4873000000.0,0.0,70365000000.0,2641000000.0,0.97,7042000000.0,35541000000.0,,,,
2003-09-30,209000000.0,,,-2477000000.0,2578000000.0,15674000000.0,4842000000.0,7812000000.0,22178000000.0,5610000000.0,-134000000.0,1756400000.0,,27326000000.0,4303000000.0,764000000.0,14489000000.0,,3379000000,,,,1.04,2202000000,1307000000.0,35197000000.0,947000000.0,,2549000000.0,,32596000000.0,36721000000.0,40566000000.0,21522000000,3844000000.0,-22232000000.0,-770000000.0,-2139000000.0,17089000000.0,4483000000.0,56624000000.0,97190000000.0,10998000000.0,13710000000.0,,720000000.0,1722600000.0,609000000.0,20179000000.0,,37268000000.0,1785000000.0,,3282000000.0,1785000000,380000000.0,,1785000000.0,-1208000000.0,5451000000.0,-2297000000.0,-275000000.0,1177000000.0,5451000000.0,6171000000.0,33000000.0,5935000000.0,0.0,69864000000.0,3074000000.0,1.02,7325000000.0,34810000000.0,,,,
2003-12-31,336000000.0,,-2612000000.0,-1896000000.0,1274000000.0,16269000000.0,5451000000.0,9975000000.0,8460000000.0,6223000000.0,-150000000.0,,6492000000.0,27864000000.0,4874000000.0,1162000000.0,14689000000.0,,4984000000,,,,,3752000000,1349000000.0,37525000000.0,-221000000.0,,3878000000.0,,37900000000.0,37122000000.0,44998000000.0,25913000000,4754000000.0,-22433000000.0,-1950000000.0,-2528000000.0,16986000000.0,9146000000.0,59459000000.0,104457000000.0,11340000000.0,15938000000.0,7156000000.0,357000000.0,,1839000000.0,19873000000.0,,38693000000.0,2709000000.0,,2942000000.0,2716000000,157000000.0,1834000000.0,2709000000.0,-606000000.0,7290000000.0,-853000000.0,-274000000.0,1232000000.0,7290000000.0,7647000000.0,31000000.0,6646000000.0,0.0,76593000000.0,2804000000.0,,7495000000.0,32987000000.0,,,,
2004-03-31,313000000.0,,-1246000000.0,-1793000000.0,1462000000.0,16951000000.0,7290000000.0,8009000000.0,22745000000.0,5851000000.0,-155000000.0,1730100000.0,,28185000000.0,4484000000.0,687000000.0,14612000000.0,,3340000000,,,,0.95,2158000000,1367000000.0,38733000000.0,947000000.0,,2290000000.0,,35385000000.0,37188000000.0,42619000000.0,22250000000,3592000000.0,-22576000000.0,-771000000.0,-1710000000.0,16098000000.0,5072000000.0,59206000000.0,101825000000.0,10884000000.0,14241000000.0,,1051000000.0,1691700000.0,160000000.0,22157000000.0,,38255000000.0,1602000000.0,,3049000000.0,1603000000,167000000.0,,1602000000.0,-1707000000.0,7450000000.0,-2181000000.0,-271000000.0,1182000000.0,7450000000.0,8501000000.0,35000000.0,7568000000.0,0.0,73640000000.0,2821000000.0,0.93,7371000000.0,37223000000.0,,,,
2004-06-30,307000000.0,,-977000000.0,-1896000000.0,2642000000.0,17406000000.0,7450000000.0,8525000000.0,22537000000.0,6058000000.0,-176000000.0,1713400000.0,,28830000000.0,4632000000.0,853000000.0,14569000000.0,,3594000000,,,,1.18,2467000000,1426000000.0,40309000000.0,767000000.0,,2843000000.0,,34357000000.0,36812000000.0,41409000000.0,23153000000,3813000000.0,-22243000000.0,-635000000.0,-2510000000.0,14421000000.0,0.0,58173000000.0,99582000000.0,10807000000.0,14628000000.0,,478000000.0,1679600000.0,265000000.0,21974000000.0,,36395000000.0,1988000000.0,,3182000000.0,1990000000,368000000.0,,1988000000.0,-932000000.0,7715000000.0,-2004000000.0,-303000000.0,1127000000.0,7715000000.0,8193000000.0,33000000.0,7505000000.0,0.0,70752000000.0,3178000000.0,1.16,8055000000.0,35549000000.0,,,,
2004-09-30,306000000.0,,-985000000.0,-1564000000.0,1988000000.0,17691000000.0,7715000000.0,8646000000.0,22445000000.0,6397000000.0,-178000000.0,1700400000.0,,29702000000.0,4978000000.0,731000000.0,14608000000.0,,3410000000,,,,1.08,2249000000,1419000000.0,41829000000.0,1022000000.0,,2531000000.0,,35167000000.0,37156000000.0,42430000000.0,23429000000,3871000000.0,-22548000000.0,-841000000.0,-1452000000.0,13524000000.0,4295000000.0,58246000000.0,100676000000.0,10829000000.0,14783000000.0,,493000000.0,1669600000.0,1463000000.0,22283000000.0,,35807000000.0,1800000000.0,,3331000000.0,1800000000,266000000.0,,1800000000.0,-1080000000.0,9178000000.0,-1898000000.0,-300000000.0,1161000000.0,9178000000.0,9671000000.0,32000000.0,8427000000.0,0.0,70974000000.0,3030000000.0,1.06,8172000000.0,35466000000.0,,,,
2004-12-31,-20394000000.0,,,-2061000000.0,2738000000.0,18355000000.0,9178000000.0,10852000000.0,9444000000.0,6751000000.0,-179000000.0,,7175000000.0,29747000000.0,5290000000.0,1309000000.0,15175000000.0,,6738000000,,,,,4101000000,1461000000.0,44525000000.0,-2374000000.0,2222000000.0,4364000000.0,,39798000000.0,36385000000.0,46970000000.0,27461000000,4130000000.0,-21210000000.0,-2809000000.0,-1947000000.0,14828000000.0,0.0,62213000000.0,109183000000.0,12335000000.0,16609000000.0,6548000000.0,517000000.0,,553000000.0,2034000000.0,5468000000.0,39638000000.0,3040000000.0,8437000000.0,3316000000.0,3055000000,430000000.0,1879000000.0,3040000000.0,-1627000000.0,10053000000.0,-2635000000.0,-300000000.0,1445000000.0,10053000000.0,10570000000.0,39000000.0,8099000000.0,0.0,79436000000.0,1321000000.0,,1789000000.0,20394000000.0,,,,
2005-03-31,0.0,,,-2163000000.0,1111000000.0,27296000000.0,10053000000.0,8254000000.0,23655000000.0,6392000000.0,0.0,1660600000.0,,29920000000.0,4933000000.0,603000000.0,14708000000.0,-1649000000.0,3341000000,286000000.0,,286000000.0,0.86,1862000000,1459000000.0,39219000000.0,-887000000.0,,2010000000.0,-242000000.0,33822000000.0,35506000000.0,41343000000.0,22908000000,2078000000.0,-20798000000.0,-956000000.0,-2587000000.0,17083000000.0,0.0,63556000000.0,104899000000.0,11246000000.0,14654000000.0,,14000000.0,1628700000.0,-1416000000.0,8478000000.0,6938000000.0,41157000000.0,1402000000.0,8593000000.0,3417000000.0,1407000000,197000000.0,,1402000000.0,-680000000.0,8637000000.0,-593000000.0,-294000000.0,1282000000.0,8637000000.0,8651000000.0,49000000.0,6329000000.0,0.0,74979000000.0,1122000000.0,0.84,1739000000.0,9799000000.0,,,,
2005-06-30,0.0,,,-2324000000.0,881000000.0,27725000000.0,8637000000.0,8775000000.0,22233000000.0,7974000000.0,0.0,1627900000.0,,30125000000.0,6497000000.0,882000000.0,14212000000.0,-363000000.0,4138000000,259000000.0,,259000000.0,1.14,801000000,1477000000.0,40717000000.0,841000000.0,,2733000000.0,-880000000.0,32197000000.0,34648000000.0,40510000000.0,22270000000,3128000000.0,-20436000000.0,-1070000000.0,-1344000000.0,17584000000.0,0.0,62878000000.0,103388000000.0,11639000000.0,13495000000.0,,11000000.0,1603900000.0,11000000.0,8326000000.0,7029000000.0,41066000000.0,1829000000.0,9165000000.0,3248000000.0,1851000000,1999000000.0,,1829000000.0,-1338000000.0,8648000000.0,-755000000.0,-321000000.0,1338000000.0,8648000000.0,8659000000.0,67000000.0,6134000000.0,0.0,73263000000.0,2058000000.0,1.12,1801000000.0,9198000000.0,,,,
2005-09-30,0.0,,,-2211000000.0,1132000000.0,28191000000.0,8648000000.0,8738000000.0,22016000000.0,6079000000.0,-198000000.0,1617200000.0,,30235000000.0,4632000000.0,1399000000.0,14042000000.0,,3898000000,,,,0.95,2659000000,1447000000.0,41897000000.0,1327000000.0,,2915000000.0,,29964000000.0,34334000000.0,39143000000.0,21529000000,4280000000.0,-20292000000.0,-429000000.0,-3712000000.0,17372000000.0,3898000000.0,61866000000.0,101009000000.0,10890000000.0,12791000000.0,,2000000.0,1591300000.0,-396000000.0,23438000000.0,,40810000000.0,1516000000.0,,3290000000.0,1516000000,312000000.0,,1516000000.0,-974000000.0,8252000000.0,-1070000000.0,-319000000.0,1239000000.0,8252000000.0,8254000000.0,56000000.0,4050000000.0,0.0,70774000000.0,3851000000.0,0.94,11061000000.0,36763000000.0,,,,
2005-12-31,0.0,,,-2016000000.0,1056000000.0,28926000000.0,8252000000.0,10765000000.0,7349000000.0,6711000000.0,-191000000.0,,7319000000.0,33098000000.0,5252000000.0,1348000000.0,13756000000.0,,8453000000,,,,,4054000000,1459000000.0,44734000000.0,-1225000000.0,2437000000.0,4568000000.0,,35152000000.0,34261000000.0,45661000000.0,24427000000,5428000000.0,-20505000000.0,-2179000000.0,496000000.0,15425000000.0,0.0,60087000000.0,105748000000.0,10678000000.0,13662000000.0,5233000000.0,1118000000.0,,5145000000.0,2423000000.0,4974000000.0,37498000000.0,3187000000.0,9441000000.0,2841000000.0,3220000000,562000000.0,1616000000.0,3187000000.0,-1431000000.0,12568000000.0,-2108000000.0,-316000000.0,1329000000.0,12568000000.0,13686000000.0,48000000.0,7216000000.0,0.0,72650000000.0,3249000000.0,,1663000000.0,9628000000.0,,,,
2006-03-31,0.0,,,-1758000000.0,4523000000.0,29431000000.0,12568000000.0,8088000000.0,22213000000.0,6058000000.0,0.0,1587200000.0,,32731000000.0,4602000000.0,732000000.0,13712000000.0,-297000000.0,3714000000,-1000000.0,,200000000.0,1.09,2030000000,1456000000.0,46096000000.0,4000000.0,,2440000000.0,-748000000.0,33268000000.0,34378000000.0,41583000000.0,20659000000,3106000000.0,-20666000000.0,-976000000.0,-2553000000.0,15325000000.0,0.0,60885000000.0,102468000000.0,9789000000.0,12571000000.0,,3167000000.0,1564500000.0,-3433000000.0,8252000000.0,4975000000.0,36469000000.0,1708000000.0,10121000000.0,2952000000.0,1708000000,475000000.0,,1708000000.0,-4008000000.0,9135000000.0,-6807000000.0,-313000000.0,1208000000.0,9135000000.0,12302000000.0,66000000.0,7160000000.0,0.0,69737000000.0,2130000000.0,1.08,1715000000.0,-1000000.0,,,,
2006-06-30,0.0,,,-354000000.0,7068000000.0,29823000000.0,9135000000.0,9014000000.0,22395000000.0,6438000000.0,0.0,1560100000.0,,33549000000.0,4916000000.0,867000000.0,13963000000.0,-991000000.0,4208000000,0.0,,209000000.0,1.31,2576000000,1522000000.0,47647000000.0,-875000000.0,,2889000000.0,-61000000.0,34118000000.0,35237000000.0,39591000000.0,21890000000,2564000000.0,-21274000000.0,-1126000000.0,-3693000000.0,13872000000.0,0.0,63786000000.0,103377000000.0,10273000000.0,12876000000.0,,2890000000.0,1538100000.0,-2035000000.0,8789000000.0,5046000000.0,35710000000.0,2022000000.0,10324000000.0,3111000000.0,2022000000,384000000.0,,2022000000.0,-963000000.0,7100000000.0,-6844000000.0,-463000000.0,1247000000.0,7100000000.0,9990000000.0,72000000.0,7907000000.0,0.0,69828000000.0,1438000000.0,1.3,1657000000.0,-1000000.0,,,,
2006-09-30,-1000000.0,,,-315000000.0,7124000000.0,30257000000.0,7100000000.0,9492000000.0,22249000000.0,6664000000.0,0.0,1534300000.0,,34248000000.0,5121000000.0,952000000.0,14059000000.0,-160000000.0,4472000000,212000000.0,,212000000.0,1.47,2827000000,1543000000.0,49402000000.0,388000000.0,,3174000000.0,-73000000.0,34929000000.0,35645000000.0,40668000000.0,22617000000,4006000000.0,-21586000000.0,-1259000000.0,-1655000000.0,13436000000.0,0.0,63487000000.0,104155000000.0,10283000000.0,13126000000.0,,2417000000.0,1513200000.0,1384000000.0,8530000000.0,4855000000.0,34978000000.0,2222000000.0,10337000000.0,3134000000.0,2222000000,416000000.0,,2222000000.0,-945000000.0,8484000000.0,-6737000000.0,-455000000.0,1228000000.0,8484000000.0,10901000000.0,70000000.0,8555000000.0,0.0,69907000000.0,2747000000.0,1.45,1599000000.0,-1000000.0,,,,
2006-12-31,-10628000000.0,,,-8901000000.0,6827000000.0,31271000000.0,8484000000.0,11701000000.0,7964000000.0,7207000000.0,-220000000.0,,8587000000.0,28506000000.0,5620000000.0,1350000000.0,14439000000.0,-1952000000.0,6185000000,225000000.0,,225000000.0,,4495000000,1587000000.0,52432000000.0,-1297000000.0,2502000000.0,4814000000.0,-2917000000.0,40091000000.0,36521000000.0,44660000000.0,26258000000,5343000000.0,-22082000000.0,-1805000000.0,-303000000.0,13780000000.0,1000000.0,58574000000.0,103234000000.0,11753000000.0,14556000000.0,5372000000.0,2634000000.0,,-650000000.0,2563000000.0,8381000000.0,34637000000.0,3540000000.0,12854000000.0,2810000000.0,3464000000,391000000.0,665000000.0,3540000000.0,-5633000000.0,8022000000.0,-8167000000.0,-452000000.0,1300000000.0,8022000000.0,10656000000.0,71000000.0,8902000000.0,0.0,74728000000.0,3538000000.0,,2203000000.0,10629000000.0,,,,
2007-03-31,-1000000.0,,,-8607000000.0,7362000000.0,32264000000.0,8022000000.0,8245000000.0,6859000000.0,6598000000.0,0.0,1522800000.0,9380000000.0,27809000000.0,5089000000.0,735000000.0,14414000000.0,-104000000.0,3892000000,-1000000.0,,178000000.0,1.23,1647000000,1509000000.0,53878000000.0,-157000000.0,,2579000000.0,-205000000.0,36763000000.0,36722000000.0,42446000000.0,21408000000,3013000000.0,-22308000000.0,-1132000000.0,-1717000000.0,14285000000.0,0.0,59173000000.0,101619000000.0,11070000000.0,13163000000.0,5152000000.0,3829000000.0,1499500000.0,-1070000000.0,9611000000.0,8383000000.0,37047000000.0,1844000000.0,13103000000.0,2912000000.0,1844000000,385000000.0,,1844000000.0,-2418000000.0,6953000000.0,-8443000000.0,-452000000.0,1240000000.0,6953000000.0,10782000000.0,73000000.0,9661000000.0,1000000.0,73810000000.0,1881000000.0,1.21,2157000000.0,-1000000.0,,,,
2007-06-30,0.0,,,-7997000000.0,9240000000.0,33374000000.0,6953000000.0,9336000000.0,6653000000.0,7165000000.0,0.0,1460800000.0,9359000000.0,16756000000.0,5631000000.0,881000000.0,14479000000.0,-1858000000.0,4556000000,183000000.0,,183000000.0,1.57,2171000000,1534000000.0,55503000000.0,-117000000.0,2907000000.0,3142000000.0,-36000000.0,48084000000.0,37126000000.0,42293000000.0,23170000000,3440000000.0,-22647000000.0,-1110000000.0,-3291000000.0,14179000000.0,0.0,60255000000.0,102548000000.0,10897000000.0,13834000000.0,5392000000.0,3179000000.0,1437200000.0,58000000.0,7405000000.0,8865000000.0,37708000000.0,2260000000.0,13201000000.0,2848000000.0,2261000000,499000000.0,,2260000000.0,-151000000.0,7010000000.0,-8555000000.0,-592000000.0,1284000000.0,7010000000.0,10189000000.0,130000000.0,20543000000.0,-2000000.0,85792000000.0,2330000000.0,1.55,2090000000.0,-1000000.0,,,,
2007-09-30,0.0,,-152000000.0,-7513000000.0,5922000000.0,34705000000.0,7010000000.0,9327000000.0,6732000000.0,6848000000.0,0.0,1405800000.0,8826000000.0,20546000000.0,5324000000.0,918000000.0,14837000000.0,-2064000000.0,4813000000,178000000.0,1466000000.0,178000000.0,1.72,2479000000,1524000000.0,57298000000.0,650000000.0,2980000000.0,3280000000.0,-477000000.0,45011000000.0,38316000000.0,46588000000.0,23490000000,4481000000.0,-23479000000.0,-1297000000.0,889000000.0,18775000000.0,1000000.0,62021000000.0,108609000000.0,11272000000.0,14163000000.0,5948000000.0,4528000000.0,1371400000.0,2285000000.0,7678000000.0,9007000000.0,43052000000.0,2361000000.0,13843000000.0,2855000000.0,2362000000,365000000.0,,2361000000.0,-3204000000.0,9295000000.0,-7352000000.0,-549000000.0,1340000000.0,9295000000.0,13823000000.0,193000000.0,16546000000.0,1000000.0,88063000000.0,3184000000.0,1.68,2162000000.0,-1000000.0,,,,
2007-12-31,0.0,,-471000000.0,-3414000000.0,8917000000.0,35188000000.0,9295000000.0,14821000000.0,8054000000.0,7601000000.0,-206000000.0,,9802000000.0,28470000000.0,6016000000.0,1537000000.0,15081000000.0,-7280000000.0,7040000000,2000000.0,690000000.0,174000000.0,,7220000000,1585000000.0,60640000000.0,-1266000000.0,3060000000.0,5488000000.0,-291000000.0,44310000000.0,38584000000.0,53177000000.0,30718000000,5160000000.0,-23503000000.0,-1966000000.0,-621000000.0,23039000000.0,0.0,67254000000.0,120431000000.0,12500000000.0,15897000000.0,5901000000.0,1155000000.0,,5406000000.0,2705000000.0,6761000000.0,47651000000.0,3952000000.0,14285000000.0,2664000000.0,3951000000,335000000.0,1064000000.0,3952000000.0,1098000000.0,14991000000.0,-6099000000.0,-554000000.0,1337000000.0,14991000000.0,16146000000.0,215000000.0,12235000000.0,0.0,91961000000.0,3194000000.0,,2107000000.0,11603000000.0,,,,
2008-03-31,0.0,,-2427000000.0,-3282000000.0,4076000000.0,36252000000.0,14991000000.0,9526000000.0,7329000000.0,7189000000.0,1000000.0,1404300000.0,11079000000.0,28728000000.0,5620000000.0,879000000.0,15470000000.0,-4894000000.0,4723000000,-1000000.0,965000000.0,171000000.0,1.68,2337000000,1569000000.0,62378000000.0,251000000.0,3235000000.0,3198000000.0,-4962000000.0,47048000000.0,40009000000.0,48425000000.0,23862000000,4202000000.0,-24539000000.0,-1212000000.0,-2796000000.0,19951000000.0,0.0,73398000000.0,121823000000.0,12151000000.0,14336000000.0,6553000000.0,1241000000.0,1383000000.0,-4205000000.0,8600000000.0,6262000000.0,46047000000.0,2319000000.0,18624000000.0,2976000000.0,2319000000,265000000.0,,2319000000.0,-5778000000.0,10786000000.0,-3710000000.0,-554000000.0,1347000000.0,10786000000.0,12027000000.0,178000000.0,15235000000.0,0.0,93095000000.0,2990000000.0,1.65,3122000000.0,11460000000.0,,,,
2008-06-30,2000000.0,,-4737000000.0,-3006000000.0,5541000000.0,37882000000.0,10786000000.0,10957000000.0,7531000000.0,7949000000.0,-1000000.0,1395800000.0,10815000000.0,28264000000.0,6289000000.0,1049000000.0,15386000000.0,-1030000000.0,5362000000,2000000.0,1739000000.0,169000000.0,2.02,3008000000,1660000000.0,64456000000.0,102000000.0,3171000000.0,3814000000.0,-929000000.0,44683000000.0,40320000000.0,46312000000.0,26178000000,4251000000.0,-24934000000.0,-1168000000.0,-4287000000.0,21522000000.0,0.0,74616000000.0,120928000000.0,11986000000.0,15221000000.0,6508000000.0,221000000.0,1366300000.0,-1160000000.0,9045000000.0,5829000000.0,47981000000.0,2765000000.0,19624000000.0,2915000000.0,2765000000,232000000.0,,2765000000.0,-1131000000.0,9626000000.0,-4574000000.0,-685000000.0,1403000000.0,9626000000.0,9847000000.0,145000000.0,12710000000.0,0.0,92664000000.0,3083000000.0,1.98,3277000000.0,11473000000.0,,,,
2008-09-30,0.0,,-2674000000.0,-4384000000.0,-4514000000.0,38874000000.0,9626000000.0,10960000000.0,6770000000.0,7223000000.0,204000000.0,1379100000.0,9555000000.0,27519000000.0,5644000000.0,1071000000.0,14659000000.0,-1673000000.0,5433000000,161000000.0,954000000.0,161000000.0,2.09,3737000000,1579000000.0,66600000000.0,-346000000.0,2881000000.0,3895000000.0,-126000000.0,44752000000.0,39012000000.0,44187000000.0,25302000000,3738000000.0,-24353000000.0,-1126000000.0,-1881000000.0,18232000000.0,-1000000.0,71723000000.0,115910000000.0,11027000000.0,14342000000.0,5324000000.0,1000000.0,1350700000.0,187000000.0,8944000000.0,5526000000.0,43639000000.0,2824000000.0,18861000000.0,3000000000.0,2824000000,244000000.0,,2824000000.0,-1496000000.0,9755000000.0,4024000000.0,-677000000.0,1379000000.0,9755000000.0,9756000000.0,159000000.0,16181000000.0,1000000.0,88391000000.0,2612000000.0,2.05,3050000000.0,-1000000.0,,,,
2008-12-31,0.0,,-740000000.0,-21845000000.0,997000000.0,39129000000.0,9755000000.0,12936000000.0,7014000000.0,7361000000.0,-220000000.0,,10239000000.0,13465000000.0,5833000000.0,1382000000.0,14304000000.0,-2651000000.0,7320000000,158000000.0,,158000000.0,,5575000000,1528000000.0,70353000000.0,-1200000000.0,3171000000.0,5808000000.0,-296000000.0,42435000000.0,38444000000.0,49004000000.0,27007000000,6621000000.0,-24140000000.0,-1381000000.0,-2870000000.0,22689000000.0,2742000000.0,60520000000.0,109524000000.0,12078000000.0,14071000000.0,6580000000.0,166000000.0,,2871000000.0,2369000000.0,5058000000.0,53624000000.0,4427000000.0,18226000000.0,2701000000.0,4427000000,710000000.0,270000000.0,4427000000.0,-880000000.0,12741000000.0,-330000000.0,-669000000.0,1321000000.0,12741000000.0,12907000000.0,191000000.0,11237000000.0,3772000000.0,96059000000.0,5240000000.0,,2876000000.0,2000000.0,,,,
2009-03-31,0.0,,-1765000000.0,-21649000000.0,912000000.0,39430000000.0,12741000000.0,9431000000.0,5878000000.0,6744000000.0,387000000.0,1349500000.0,10407000000.0,13601000000.0,5094000000.0,827000000.0,13727000000.0,-3478000000.0,4487000000,-1000000.0,242000000.0,137000000.0,1.71,2687000000,1480000000.0,71968000000.0,1024000000.0,3230000000.0,3122000000.0,-21000000.0,37425000000.0,37592000000.0,43995000000.0,21711000000,4386000000.0,-23865000000.0,-760000000.0,-4583000000.0,21106000000.0,0.0,57949000000.0,101944000000.0,10511000000.0,12280000000.0,5870000000.0,1000000.0,1344300000.0,-447000000.0,8214000000.0,4928000000.0,50826000000.0,2295000000.0,18070000000.0,2759000000.0,2295000000,546000000.0,,2295000000.0,-48000000.0,12294000000.0,-922000000.0,-675000000.0,1229000000.0,12294000000.0,12295000000.0,136000000.0,9870000000.0,-1000000.0,88251000000.0,3626000000.0,1.7,2721000000.0,-1000000.0,,,,
