date,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyOtherCurrentLiabilities,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalRevenue
2014-12-31,979200000,1033740000,51194000,-532252000.0,1136213000,128629000.0,961107000,549113000.0,833663000,604746000.0,341545000,,1668465000.0,54540000,,790065000.0,1142482000,4279899000,3000242000,10297350000,5422381000,7297108000,,4227858000,0.0,0.0,4662648000,2951897000.0,971149000,,840940000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,711917000,748113000,53173000,-558799000.0,1158456000,914775000.0,961107000,518699000.0,808335000,935723000.0,935723000,,1717255000.0,36196000,0.0,980871000.0,1947723000,3341026000,2845397000,9948217000,5288749000,7102820000,0.0,3286821000,0.0,0.0,4464033000,2870253000.0,998989000,,1062658000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,840751000,865792000,52889000,-585885000.0,1129781000,1431864000.0,961107000,479927000.0,742504000,910958000.0,305904000,,1715666000.0,25041000,,1074977000.0,2444571000,2812981000,2918519000,9596136000,5257552000,6677617000,,2759000000,0.0,0.0,4178595000,2792777000.0,923382000,,961366000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,768768000,791290000,50715000,-700229000.0,1542010000,1882316000.0,961107000,0.0,753576000,931420000.0,931420000,,2242239000.0,22522000,0.0,1196341000.0,2897195000,2378716000,3072668000,9754167000,5275911000,6681499000,0.0,2327000000,0.0,0.0,4322870000,2822392000.0,1050230000,,1218658000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,859432000,877519000,61442000,-690842000.0,1551258000,3102055000.0,961107000,0.0,691664000,887355000.0,336574000,,2242100000.0,18087000,,1260893000.0,4097012000,986318000,2880951000,9535705000,5083330000,6654754000,,924000000,0.0,0.0,4310585000,2806254000.0,937503000,,914537000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,816833000,832120000,67584000,-768220000.0,1590935000,2862980000.0,961107000,0.0,695463000,752813000.0,752813000,,2359155000.0,15287000,0.0,1430666000.0,3707382000,1460346000,2967950000,9785087000,5167728000,6817137000,0.0,1392000000,0.0,0.0,4471279000,2836706000.0,981346000,,1144226000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,1037772000,1054130000,162291000,-917009000.0,1958017000,1193135000.0,961107000,,729983000,,407197000,,2875026000.0,16358000,,,2261929000,3565030000,3451958000,10583664000,5826959000,7131706000,,3402073000,,,4617043000,2858728000.0,1066929000,,1062059000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,1052652000,1065505000,166328000,-964929000.0,1920479000,924000000.0,961107000,,719528000,,904536000,,2885408000.0,12853000,0.0,,1894369000,4087982000,3555084000,10585470000,5982351000,7030386000,0.0,3921094000,,,4460756000,2831462000.0,1211001000,,1258297000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,773374000,784959000,171583000,-999534000.0,1900640000,924000000.0,961107000,,791498000,,358831000,,2900174000.0,11585000,,,1948089000,4070519000,3257127000,10438451000,6018608000,7181324000,,3892249000,,,4263908000,2800738000.0,1227181000,,1044078000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,677746000,688635000,171415000,-1044325000.0,2124201000,468000000.0,961107000,,784072000,,728137000,,3168526000.0,10889000,0.0,,1339044000,4783066000,3092607000,10444938000,6122110000,7352331000,0.0,4339602000,,,4175322000,2788114000.0,1227004000,,1161607000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
