date,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyOtherCurrentLiabilities,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalRevenue
2009-12-31,636895000,800066000,31273000,-319845000.0,458923000,385000.0,961107000,399362000.0,953802000,23087000.0,621545000,15553000.0,778768000.0,163171000,,-218845000.0,694292000,1127713000,2035288000,6898573000,1822005000,4863285000,,1095633000,1096440000.0,809301000.0,4905413000,3018381000.0,425921000,360782000.0,805906000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,499979000,621853000,91474000,,443500000,118164000.0,961107000,-731000.0,3926444000,0.0,499898000,,,121874000,0.0,,696639000,1065736000,1760235000,7039122000,1762375000,5278887000,0.0,973546000,0.0,1462000.0,5108977000,,404773000,,731416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,575209000,738209000,27077000,-382226000.0,523312000,1067956000.0,961107000,93480000.0,891968000,24692000.0,543123000,413017000.0,905538000.0,163000000,,-10141000.0,1702067000,64007000,2174775000,7388527000,1766074000,5213752000,,36531000,36930000.0,55309000.0,5511526000,3127268000.0,508603000,534544000.0,872654000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,566564000,781823000,24407000,-416627000.0,543348000,943800000.0,961107000,497261000.0,4240713000,0.0,687550000,,959975000.0,215259000,0.0,,1765567000,1370688000,2298978000,9096187000,3136255000,6797209000,0.0,1344614000,0.0,12796000.0,5676542000,,572020000,,921663000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,380415000,456498000,26314000,-438028000.0,575962000,0.0,961107000,537571000.0,1017361000,37151000.0,822767000,191347000.0,1013990000.0,76083000,,116817000.0,922279000,2255398000,2185713000,8810235000,3177677000,6624522000,,2227807000,2229084000.0,91200000.0,5368759000,3116035000.0,650886000,540373000.0,983985000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,578610000,674398000,27394000,-445618000.0,585930000,,961107000,539270000.0,4271609000,0.0,1004366000,,1031548000.0,95788000,0.0,232457000.0,1127840000,2514868000,2533747000,9245321000,3642708000,6711574000,0.0,2486249000,0.0,2378000.0,5340111000,,781554000,,1069489000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,572113000,636831000,41008000,-475532000.0,561604000,124414000.0,961107000,542218000.0,1045490000,923122000.0,291792000,,1037136000.0,64718000,,293333000.0,1178104000,2398161000,2429873000,9299963000,3576265000,6870090000,,2356005000,1409100000.0,0.0,5463812000,3256990000.0,796031000,,823171000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,553791000,613447000,43527000,-495716000.0,1100151000,577546000.0,961107000,489514000.0,986976000,937502000.0,937502000,,1595867000.0,59656000,0.0,434907000.0,1608255000,3037538000,2566378000,9851757000,4645793000,7285379000,0.0,2993039000,0.0,0.0,4976688000,3134214000.0,913789000,,1017563000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,767661000,811585000,42568000,-464193000.0,1177459000,1025758000.0,961107000,539502000.0,925195000,1089290000.0,392563000,,1641652000.0,43924000,,524005000.0,2215741000,2803742000,2886780000,10219778000,5019483000,7332998000,,2760931000,0.0,0.0,4976937000,3077452000.0,952912000,,861473000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,658362000,702405000,44962000,-508651000.0,1221528000,961269000.0,961107000,750992000.0,923009000,1023254000.0,1023254000,,1730179000.0,44043000,0.0,673115000.0,2075995000,3068750000,2793407000,10660713000,5144745000,7867306000,0.0,3022760000,0.0,0.0,5282295000,3121480000.0,1026269000,,1027251000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
