date,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyBasicEPS,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1995-06-30,,,1090700000,0.0575,220100000,1296900000.0,-167300000.0,417000000.0,106200000.0,0.0,,-17100000.0,1480700000.0,806100000.0,1527400000.0,,1800000.0,,-58500000.0,179600000,1503100000.0,-2400000.0,673700000.0,469328000.0,,-142100000.0,,,1750100000.0,-15400000.0,282800000.0,237400000.0,106200000,,196900000.0,208000000.0,106200000.0,,154800000.0,490800000.0,146600000.0,1700000.0,-31400000.0,37600000.0,7900000.0,,-5100000.0,-850100000.0,419800000.0,,-400000.0,519900000.0,82200000.0,-44700000.0,448900000.0,65100000.0,0.0575,,677300000.0,171300000.0,,50800000.0,3047000000.0,469200000.0,1566300000.0,,40500000.0,73900000.0,73900000.0,469328000.0,0.0,,210600000.0,,,,
1995-09-30,,,1045100000,0.05375,197900000,1280700000.0,-75500000.0,382100000.0,100000000.0,0.0,,-17600000.0,1495200000.0,794300000.0,1548300000.0,,-9400000.0,,1500000.0,164100000,1583600000.0,-8800000.0,663000000.0,470220000.0,,94100000.0,,,1825500000.0,6800000.0,281800000.0,218000000.0,100000000,,184200000.0,204600000.0,100000000.0,,151600000.0,486400000.0,147400000.0,2100000.0,-180400000.0,-26000000.0,8400000.0,,-700000.0,-868900000.0,456300000.0,,5700000.0,511800000.0,131300000.0,28300000.0,447300000.0,61300000.0,0.05375,,679400000.0,161300000.0,,-49100000.0,3106200000.0,475300000.0,1611000000.0,,33800000.0,102200000.0,102200000.0,470220000.0,0.0,,199600000.0,,,,
1995-12-31,,,1087300000,,190700000,1688900000.0,-159000000.0,412300000.0,106300000.0,0.0,,-20000000.0,1532500000.0,850900000.0,1620500000.0,,7200000.0,,7700000.0,151500000,1673300000.0,-11800000.0,675000000.0,,,-154100000.0,,,1924200000.0,7300000.0,615600000.0,260800000.0,106300000,,221600000.0,222400000.0,106300000.0,,155600000.0,838000000.0,176200000.0,1100000.0,103200000.0,28500000.0,9100000.0,,-2100000.0,-925600000.0,867000000.0,,27600000.0,519000000.0,145400000.0,14300000.0,453200000.0,63700000.0,,,694900000.0,170000000.0,,248600000.0,3613100000.0,518700000.0,2080600000.0,,39200000.0,116600000.0,116600000.0,,0.0,,221500000.0,,,,
1996-03-31,-300000.0,,1136900000,0.05,205300000,1770600000.0,-6200000.0,416400000.0,98800000.0,0.0,,-19600000.0,1630900000.0,911900000.0,838200000.0,,,,-500000.0,161500000,1784400000.0,-500000.0,720500000.0,489784000.0,,-20400000.0,,,2037800000.0,-1000000.0,611500000.0,254900000.0,98800000,,211100000.0,247200000.0,98800000.0,,174400000.0,858700000.0,121100000.0,2100000.0,-40000000.0,-122900000.0,6800000.0,,-200000.0,-101600000.0,905700000.0,,2100000.0,536200000.0,129300000.0,2100000.0,549700000.0,58000000.0,0.05,,736600000.0,156800000.0,,89300000.0,3808400000.0,535200000.0,2177500000.0,30500000.0,43800000.0,118700000.0,118700000.0,489784000.0,116600000.0,,241100000.0,,,,
1996-06-30,-4300000.0,,1324800000,0.06625,262000000,1850900000.0,-102400000.0,491400000.0,130400000.0,0.0,,-21300000.0,1726300000.0,991600000.0,1801500000.0,,,,-64400000.0,215000000,1895300000.0,,833400000.0,495140000.0,,-60600000.0,,,2168000000.0,15200000.0,616800000.0,276400000.0,130400000,,229400000.0,242500000.0,130400000.0,,188100000.0,859300000.0,203200000.0,600000.0,-39500000.0,28300000.0,8100000.0,,3100000.0,-1053400000.0,988400000.0,,100000.0,548400000.0,96600000.0,18500000.0,555800000.0,76600000.0,0.065,,748100000.0,207000000.0,,57100000.0,4018900000.0,556100000.0,2292600000.0,8800000.0,47000000.0,137200000.0,137200000.0,495140000.0,0.0,,232600000.0,,,,
1996-09-30,-6300000.0,,1238300000,0.0625,243300000,1777900000.0,-48000000.0,455800000.0,122800000.0,0.0,,-21100000.0,1747200000.0,939600000.0,1844800000.0,,,,51300000.0,198900000,2247300000.0,,782500000.0,495416000.0,,-14300000.0,,,2278700000.0,18300000.0,597600000.0,256900000.0,122800000,,212500000.0,240700000.0,122800000.0,,206100000.0,838300000.0,137400000.0,1300000.0,-37900000.0,-127300000.0,5400000.0,,0.0,-1080800000.0,936300000.0,,1600000.0,541100000.0,200200000.0,25500000.0,558500000.0,72200000.0,0.06125,,764000000.0,195000000.0,,162300000.0,4056600000.0,609100000.0,2309400000.0,7000000.0,44400000.0,162700000.0,162700000.0,495416000.0,0.0,,243700000.0,,,,
1996-12-31,-93300000.0,,1296700000,,268400000,2410200000.0,-364800000.0,490800000.0,134300000.0,0.0,,-23500000.0,1701100000.0,1219300000.0,1941100000.0,,,,39500000.0,225400000,2105100000.0,-7400000.0,805900000.0,,,-224000000.0,,,2396000000.0,26400000.0,818900000.0,265400000.0,134300000,,222400000.0,372000000.0,134300000.0,,197300000.0,1190900000.0,390400000.0,1500000.0,-51300000.0,130000000.0,7500000.0,,0.0,-1132800000.0,1585600000.0,,-6300000.0,526000000.0,203300000.0,-25000000.0,580800000.0,77200000.0,,,808300000.0,211500000.0,,152000000.0,4806200000.0,711200000.0,3105100000.0,3700000.0,43000000.0,137700000.0,137700000.0,,0.0,,248100000.0,,,,
1997-03-31,-2400000.0,,1229800000,0.06125,245700000,2311800000.0,19100000.0,461400000.0,123300000.0,0.0,,-23500000.0,1673100000.0,1156300000.0,1936500000.0,,100000.0,,-22300000.0,196500000,2216500000.0,-43600000.0,768400000.0,498424000.0,,52700000.0,,,2459500000.0,-16200000.0,788700000.0,264900000.0,123300000,,215700000.0,366800000.0,123300000.0,,204200000.0,1155500000.0,309100000.0,2200000.0,-39700000.0,-118600000.0,6000000.0,,1500000.0,-1136800000.0,1660800000.0,,3600000.0,515300000.0,86700000.0,-21900000.0,618000000.0,70800000.0,0.06125,,799700000.0,194100000.0,,47000000.0,4771300000.0,637700000.0,3098200000.0,5600000.0,49200000.0,115800000.0,115800000.0,498424000.0,137700000.0,,229200000.0,,,,
1997-06-30,-3400000.0,,1326300000,0.155,293800000,2347700000.0,-141800000.0,509700000.0,154400000.0,0.0,,-23700000.0,1759900000.0,1210000000.0,1952200000.0,,100000.0,,-91300000.0,245700000,2343000000.0,40600000.0,816600000.0,498816000.0,,-113100000.0,,,2580800000.0,7000000.0,777100000.0,264000000.0,154400000,,215900000.0,360600000.0,154400000.0,,213900000.0,1137700000.0,368300000.0,2700000.0,-41800000.0,37600000.0,5600000.0,,300000.0,-1157100000.0,1730800000.0,,3100000.0,506500000.0,147800000.0,41700000.0,601400000.0,88900000.0,0.1525,,795100000.0,243300000.0,,106000000.0,4928500000.0,642700000.0,3168600000.0,12500000.0,48100000.0,157500000.0,157500000.0,498816000.0,0.0,,240300000.0,,,,
1997-09-30,-3600000.0,,1315400000,0.15,285100000,2223100000.0,-38300000.0,495800000.0,149100000.0,0.0,,-29900000.0,1746700000.0,1092400000.0,1988700000.0,,29300000.0,,2800000.0,235800000,2462200000.0,15300000.0,819600000.0,498908000.0,,67200000.0,,,2666000000.0,3500000.0,765800000.0,260000000.0,149100000,,210700000.0,364900000.0,149100000.0,,185000000.0,1130700000.0,259400000.0,500000.0,-221800000.0,-131000000.0,4300000.0,,1400000.0,-1195700000.0,1608800000.0,,3400000.0,503400000.0,202300000.0,25700000.0,590800000.0,85700000.0,0.1475,,793000000.0,234800000.0,,-19500000.0,4889100000.0,740600000.0,3142400000.0,8800000.0,49300000.0,183200000.0,183200000.0,498908000.0,0.0,,242200000.0,,,,
1997-12-31,-80300000.0,,1348900000,,288000000,2588300000.0,-93600000.0,516100000.0,160200000.0,0.0,,-30000000.0,1858600000.0,1157900000.0,2117400000.0,,-30000000.0,,59100000.0,249200000,2592400000.0,-20100000.0,832800000.0,,,-53900000.0,,,2806500000.0,11900000.0,854300000.0,266900000.0,160200000,,228100000.0,576100000.0,160200000.0,,247700000.0,1430400000.0,298300000.0,2400000.0,124600000.0,-124500000.0,3500000.0,,1500000.0,-1233300000.0,1877800000.0,,6400000.0,523000000.0,223500000.0,2700000.0,590500000.0,92000000.0,,,884100000.0,252200000.0,,348100000.0,5394800000.0,774300000.0,3536200000.0,16900000.0,38800000.0,185900000.0,185900000.0,,0.0,,269100000.0,,,,
1998-03-31,-4200000.0,,1341000000,0.15,287800000,2600300000.0,-119100000.0,508900000.0,148700000.0,0.0,,-30000000.0,1904300000.0,1183400000.0,2192100000.0,,100000.0,,-21300000.0,234300000,2711100000.0,-2900000.0,832100000.0,499774000.0,,-71000000.0,,,2908900000.0,-13500000.0,848700000.0,274600000.0,148700000,,221100000.0,568200000.0,148700000.0,,250600000.0,1416900000.0,308300000.0,2500000.0,-51500000.0,-16300000.0,2900000.0,,1700000.0,-1310100000.0,1919400000.0,,2800000.0,530400000.0,159700000.0,20700000.0,604800000.0,85500000.0,0.1475,,882000000.0,234200000.0,,108200000.0,5509200000.0,803500000.0,3604900000.0,6200000.0,53500000.0,206500000.0,206500000.0,499774000.0,185900000.0,,270300000.0,,,,
1998-06-30,-3600000.0,,1420500000,0.175,337600000,2520900000.0,-182800000.0,551300000.0,176000000.0,0.0,,-29900000.0,1816900000.0,1118700000.0,2213800000.0,,0.0,,-108100000.0,283700000,2857100000.0,3200000.0,869200000.0,499932000.0,,77100000.0,,,3048100000.0,3700000.0,841800000.0,267600000.0,176000000,,213700000.0,560400000.0,176000000.0,,241200000.0,1402200000.0,307900000.0,2200000.0,-282900000.0,-31900000.0,2300000.0,,-1700000.0,-1326700000.0,2014900000.0,,-4300000.0,532200000.0,114600000.0,-98100000.0,549200000.0,101100000.0,0.175,,887100000.0,277100000.0,,-168300000.0,5569000000.0,850100000.0,3752100000.0,16000000.0,53900000.0,108400000.0,108400000.0,499932000.0,0.0,,261600000.0,,,,
1998-09-30,-1400000.0,,1377200000,0.165,316400000,2806300000.0,-386700000.0,527400000.0,163900000.0,0.0,,-30000000.0,1948000000.0,1289400000.0,2321600000.0,,37900000.0,,5800000.0,264600000,2983500000.0,19900000.0,849800000.0,500128000.0,,300000.0,,,3160100000.0,19700000.0,952200000.0,262800000.0,163900000,,211000000.0,564700000.0,163900000.0,,239500000.0,1516900000.0,401900000.0,600000.0,-413500000.0,169000000.0,3700000.0,,2200000.0,-1370600000.0,1948900000.0,,-2800000.0,603100000.0,221600000.0,-300000.0,601200000.0,94200000.0,0.1625,,951000000.0,258100000.0,,-191900000.0,5966400000.0,1118500000.0,4018400000.0,11500000.0,51800000.0,108100000.0,108100000.0,500128000.0,0.0,,286300000.0,,,,
1998-12-31,-4000000.0,,1509200000,,349300000,2780200000.0,-201800000.0,594100000.0,184300000.0,0.0,,-37500000.0,1834500000.0,1222000000.0,2417400000.0,,-33200000.0,,-29000000.0,296700000,3130200000.0,39700000.0,915100000.0,,,8700000.0,,,3338000000.0,8600000.0,947000000.0,297400000.0,184300000,,244800000.0,611200000.0,184300000.0,,170100000.0,1558200000.0,406700000.0,2100000.0,-212000000.0,-40800000.0,5300000.0,,-1300000.0,-1429900000.0,2106900000.0,,-1100000.0,581800000.0,225600000.0,-14700000.0,546400000.0,106000000.0,,,987500000.0,290300000.0,,13600000.0,6118200000.0,1189300000.0,4283700000.0,11800000.0,52600000.0,93500000.0,93500000.0,,0.0,,268900000.0,,,,
1999-03-31,-5600000.0,,1473800000,0.165,322800000,3027400000.0,-155500000.0,576100000.0,164300000.0,0.0,,-37500000.0,2068400000.0,1199100000.0,2500000000.0,,9500000.0,,-5500000.0,262500000,3257000000.0,4500000.0,897700000.0,500934000.0,,3700000.0,,,3434300000.0,-400000.0,1230800000.0,313600000.0,164300000,,253300000.0,597500000.0,164300000.0,,188300000.0,1828300000.0,305000000.0,2500000.0,-180900000.0,125200000.0,8400000.0,,1700000.0,-1467600000.0,2021500000.0,,4700000.0,598200000.0,192200000.0,157100000.0,611600000.0,94500000.0,0.1625,,1032400000.0,258800000.0,,11300000.0,6461700000.0,1339400000.0,4393300000.0,15200000.0,60300000.0,250600000.0,250600000.0,500934000.0,93500000.0,,282500000.0,,,,
1999-06-30,-1400000.0,,1624200000,0.2,387300000,3148400000.0,-368900000.0,645700000.0,199800000.0,0.0,,-37600000.0,2032300000.0,1331900000.0,2586500000.0,,,,-78400000.0,323600000,3419300000.0,-3100000.0,978500000.0,501206000.0,,3100000.0,,,3590500000.0,4500000.0,1223900000.0,322100000.0,199800000,,258400000.0,592600000.0,199800000.0,,211300000.0,1816500000.0,434700000.0,3200000.0,-413300000.0,86200000.0,11600000.0,,100000.0,-1502200000.0,2079400000.0,,2800000.0,613700000.0,153900000.0,-131000000.0,589200000.0,114900000.0,0.1975,,1084300000.0,314700000.0,,-259400000.0,6738900000.0,1542900000.0,4706600000.0,28500000.0,63700000.0,119500000.0,119500000.0,501206000.0,0.0,,308000000.0,,,,
1999-09-30,-28700000.0,,1593800000,0.1875,374600000,3149400000.0,-143600000.0,629200000.0,187200000.0,151500000.0,,-37500000.0,2084500000.0,1353300000.0,2616000000.0,,,,-4300000.0,309700000,3561400000.0,-4900000.0,964600000.0,501400000.0,,400000.0,,,3741600000.0,-13900000.0,1212400000.0,319500000.0,187200000,,254600000.0,583700000.0,187200000.0,,211100000.0,1796100000.0,424900000.0,2000000.0,-140000000.0,-49100000.0,12000000.0,,-300000.0,-1528000000.0,2140800000.0,,-2900000.0,625000000.0,224200000.0,31900000.0,639000000.0,107600000.0,0.185,,1088000000.0,294800000.0,,84200000.0,6891000000.0,1577700000.0,4806500000.0,22700000.0,64900000.0,151500000.0,151500000.0,501400000.0,0.0,2500000.0,289400000.0,-130900000.0,,,
1999-12-31,,,4641400000,,745100000,4244900000.0,-260400000.0,1705200000.0,289700000.0,232900000.0,,-71000000.0,3272900000.0,2045400000.0,3912300000.0,,-30800000.0,,-63500000.0,590700000,4485500000.0,108800000.0,2936200000.0,,,37900000.0,,,4815400000.0,17200000.0,1360700000.0,1114500000.0,289700000,,960100000.0,838800000.0,289700000.0,,324800000.0,2199500000.0,553700000.0,14200000.0,-407300000.0,-138700000.0,35600000.0,,-17000000.0,-2278400000.0,2123500000.0,,-70700000.0,1084200000.0,466300000.0,65400000.0,1021500000.0,194600000.0,,,1633900000.0,484300000.0,,59000000.0,9060300000.0,2030000000.0,5787400000.0,66600000.0,154400000.0,233000000.0,233000000.0,,151500000.0,3000000.0,470200000.0,-188500000.0,,,
2000-03-31,-6943000.0,,2404960000,0.365,447490000,4181565000.0,-133530000.0,901661000.0,219129000.0,247902000.0,,-54102000.0,3340708000.0,1960201000.0,4024552000.0,,,,-69455000.0,358303000,4650440000.0,-908000.0,1503299000.0,608038000.0,,5372000.0,,,4960049000.0,-19110000.0,1350069000.0,543358000.0,219129000,,454171000.0,871295000.0,219129000.0,,349027000.0,2221364000.0,549513000.0,6612000.0,-71894000.0,-57412000.0,16083000.0,,1548000.0,-2378857000.0,2012552000.0,,209000.0,1118504000.0,215896000.0,14949000.0,960582000.0,123300000.0,0.36,,1645695000.0,342429000.0,,144002000.0,9141614000.0,2142659000.0,5800906000.0,18386000.0,89187000.0,247902000.0,247902000.0,601492000.0,232953000.0,3014000.0,450106000.0,-221719000.0,,,
2000-06-30,-8285000.0,,2577446000,0.455,545483000,4182412000.0,-291867000.0,1001384000.0,273272000.0,212153000.0,,-54204000.0,3307640000.0,1971953000.0,4012836000.0,,,,-92388000.0,446503000,4869407000.0,-8559000.0,1576062000.0,608968000.0,,-3501000.0,,,5127499000.0,12800000.0,1340305000.0,554881000.0,273272000,,455901000.0,870154000.0,273272000.0,,341923000.0,2210459000.0,616236000.0,6395000.0,-82747000.0,31045000.0,17725000.0,,-898000.0,-2391580000.0,2214009000.0,,-1806000.0,1099866000.0,249962000.0,-35749000.0,907366000.0,153700000.0,0.45,,1621256000.0,426972000.0,,167215000.0,9309911000.0,2167006000.0,6002271000.0,23452000.0,98980000.0,212153000.0,212153000.0,603032000.0,247902000.0,3020000.0,448351000.0,-279632000.0,,,
2000-09-30,-3987000.0,,2472342000,0.435,531576000,4265816000.0,-260314000.0,948525000.0,264085000.0,267591000.0,,-54306000.0,3437320000.0,1835819000.0,4034009000.0,,149000.0,,-39628000.0,434263000,5073094000.0,2828000.0,1523817000.0,608950000.0,,118000.0,,,5289721000.0,-11852000.0,1581787000.0,514262000.0,264085000,,416949000.0,848210000.0,264085000.0,,365609000.0,2429997000.0,482348000.0,4227000.0,-80884000.0,13888000.0,18567000.0,,-829000.0,-2407574000.0,2172122000.0,,-3111000.0,1152183000.0,304926000.0,55438000.0,922707000.0,148500000.0,0.435,,1626435000.0,412585000.0,,224042000.0,9555537000.0,2319660000.0,6118217000.0,20742000.0,97146000.0,267591000.0,267591000.0,603714000.0,212153000.0,3022000.0,430764000.0,-331406000.0,,,
2000-12-31,-2845000.0,,2528829000,,452425000,4202469000.0,-325653000.0,938859000.0,201494000.0,151295000.0,,-60397000.0,3329061000.0,1817610000.0,4199610000.0,,-340000.0,,60689000.0,324368000,5214098000.0,-14467000.0,1589970000.0,,,-119000.0,,,5400987000.0,22107000.0,1549038000.0,614491000.0,201494000,,486434000.0,835821000.0,201494000.0,,341749000.0,2384859000.0,425789000.0,8175000.0,-78388000.0,-147342000.0,20002000.0,,-314000.0,-2477086000.0,2067989000.0,,-8172000.0,1181385000.0,351626000.0,-116296000.0,936404000.0,94700000.0,,,1722524000.0,296194000.0,,273238000.0,9603456000.0,2483882000.0,6274395000.0,21522000.0,128057000.0,151295000.0,151295000.0,,267591000.0,3027000.0,455417000.0,-398712000.0,,,
2001-03-31,-9518000.0,,2396834000,0.3,399524000,4041800000.0,-98473000.0,783792000.0,182758000.0,149492000.0,,-60490000.0,3316197000.0,1810704000.0,4266995000.0,,-9000.0,,-24913000.0,297479000,5337503000.0,178000.0,1613042000.0,611462000.0,,666000.0,1644660000.0,731615000.0,5583917000.0,6178000.0,1393347000.0,486313000.0,182758000,,461774000.0,837749000.0,182758000.0,,0.0,2231096000.0,466665000.0,27146000.0,-72293000.0,-143340000.0,18711000.0,,116000.0,-2537638000.0,1592256000.0,,2390000.0,1192882000.0,237367000.0,-1803000.0,60752000.0,98400000.0,0.3,,1729357000.0,281158000.0,,165074000.0,9625717000.0,2506828000.0,6309520000.0,24095000.0,102045000.0,149492000.0,149492000.0,606302000.0,151295000.0,3038000.0,429665000.0,-366781000.0,,,
2001-06-30,-14301000.0,,2510113000,0.385,483324000,4177170000.0,-302316000.0,845710000.0,232776000.0,176931000.0,,-60751000.0,3295734000.0,1849809000.0,4312403000.0,,-3269000.0,,-20844000.0,378808000,5509381000.0,-19270000.0,1664403000.0,612954000.0,2624540000.0,10330000.0,1635693000.0,762172000.0,5694096000.0,36717000.0,1390434000.0,466902000.0,232776000,,440799000.0,936927000.0,232776000.0,,0.0,2327361000.0,559484000.0,18058000.0,-68106000.0,55404000.0,17859000.0,,1704000.0,-2600621000.0,1735624000.0,,-2773000.0,1154948000.0,283753000.0,27439000.0,119080000.0,125400000.0,0.38,,1711782000.0,358176000.0,,215647000.0,9871266000.0,,6575532000.0,25351000.0,104516000.0,176931000.0,176931000.0,608320000.0,149492000.0,3047000.0,409073000.0,-446587000.0,,,
2001-09-30,-53820000.0,,2395645000,0.325,429356000,4262722000.0,-316042000.0,798496000.0,199055000.0,229313000.0,,-60899000.0,3349215000.0,1956350000.0,4415303000.0,,29684000.0,,117193000.0,327616000,5641435000.0,3292000.0,1597149000.0,612926000.0,2812254000.0,-9619000.0,1629559000.0,790893000.0,5890842000.0,43980000.0,1380371000.0,470880000.0,199055000,,442430000.0,926001000.0,199055000.0,,0.0,2306372000.0,584130000.0,1446000.0,-60268000.0,-45855000.0,18308000.0,,-356000.0,-2678904000.0,1752182000.0,,-3153000.0,1153220000.0,405232000.0,52382000.0,176182000.0,107100000.0,0.325,,1736399000.0,306155000.0,,344964000.0,10153564000.0,,6804349000.0,19728000.0,101740000.0,229313000.0,229313000.0,609044000.0,176931000.0,3048000.0,405145000.0,-383389000.0,,,
2001-12-31,-23690000.0,,1990199000,,380207000,3781611000.0,54857000.0,673540000.0,191070000.0,282224000.0,,-67001000.0,3163244000.0,1518158000.0,4103960000.0,,-26392000.0,,119286000.0,302200000,5765421000.0,54412000.0,1316659000.0,,,16226000.0,1450029000.0,737456000.0,6040738000.0,71627000.0,1267141000.0,371340000.0,187860000,,345847000.0,996312000.0,191070000.0,,100181000.0,2263453000.0,313447000.0,,-55895000.0,-422977000.0,13173000.0,,-134000.0,-2470270000.0,1847443000.0,,-3667000.0,994156000.0,424674000.0,52911000.0,100006000.0,97500000.0,,,1633690000.0,285360000.0,,368779000.0,9822349000.0,2738694000.0,6659105000.0,145339000.0,78007000.0,282224000.0,282224000.0,,229313000.0,3052000.0,367249000.0,-401925000.0,,,
2002-03-31,-115049000.0,,2204654000,-0.04,386258000,3736810000.0,-194305000.0,729535000.0,-23443000.0,281026000.0,,-67084000.0,3157233000.0,1556023000.0,4108505000.0,,3353000.0,,33778000.0,309899000,5674625000.0,-11870000.0,1475119000.0,586075000.0,,1165000.0,1486807000.0,765004000.0,5945936000.0,24768000.0,1249744000.0,419636000.0,194372000,,414764000.0,931043000.0,-23443000.0,,95754000.0,2180787000.0,276498000.0,30997000.0,-64051000.0,-77413000.0,17503000.0,,-453000.0,-2503325000.0,1937121000.0,,2076000.0,964958000.0,282894000.0,-1198000.0,123657000.0,100100000.0,-0.04,,1605180000.0,294472000.0,,218843000.0,9682746000.0,2490427000.0,6525513000.0,14580000.0,76359000.0,281026000.0,281026000.0,586075000.0,282224000.0,3063000.0,390864000.0,-437016000.0,,,
2002-06-30,-60723000.0,,2434625000,0.435,503717000,3911299000.0,-163237000.0,858622000.0,267511000.0,485339000.0,,-67352000.0,3450249000.0,1490712000.0,4227442000.0,,,,-14918000.0,429008000,5874734000.0,-21158000.0,1576003000.0,616880000.0,,402000.0,1584827000.0,813688000.0,6260263000.0,33369000.0,1485064000.0,429614000.0,265245000,,424368000.0,935523000.0,267511000.0,,90699000.0,2420587000.0,171338000.0,8478000.0,-68656000.0,57890000.0,18421000.0,,594000.0,-2593950000.0,2031494000.0,,2058000.0,957518000.0,281292000.0,204313000.0,105274000.0,147400000.0,0.435,,1633492000.0,412645000.0,,212636000.0,10171562000.0,2540364000.0,6721313000.0,13590000.0,74709000.0,485339000.0,485339000.0,612606000.0,281026000.0,3066000.0,400412000.0,-331324000.0,,,
2002-09-30,-15040000.0,,2401038000,0.4,473966000,3929560000.0,-53947000.0,839490000.0,245536000.0,720421000.0,,-67403000.0,3707334000.0,1518879000.0,4285494000.0,,,,55858000.0,396936000,6049789000.0,19268000.0,1561548000.0,615786000.0,,1091000.0,1574888000.0,847831000.0,6498240000.0,-15786000.0,1474666000.0,442554000.0,244260000,,437526000.0,936015000.0,245536000.0,,99248000.0,2410681000.0,132804000.0,1413000.0,-59840000.0,-123527000.0,14652000.0,,1293000.0,-2648767000.0,1988555000.0,,-6524000.0,981949000.0,379958000.0,235082000.0,122201000.0,131500000.0,0.4,,1636727000.0,375760000.0,,320118000.0,10427800000.0,2594978000.0,6720466000.0,22895000.0,77030000.0,720421000.0,720421000.0,612816000.0,485339000.0,3067000.0,416043000.0,-269864000.0,,,
2002-12-31,-3929000.0,,2427423000,,447582000,3974030000.0,78232000.0,826302000.0,222988000.0,1057687000.0,,-70480000.0,3878809000.0,1567162000.0,4205657000.0,,-30000.0,,109826000.0,369928000,6202263000.0,-46711000.0,1601121000.0,,,421000.0,1500031000.0,833689000.0,6649071000.0,29493000.0,1460381000.0,456374000.0,227933000,,443587000.0,946487000.0,222988000.0,,4044000.0,2406868000.0,121604000.0,3493000.0,-78877000.0,-85593000.0,17879000.0,,1356000.0,-2574408000.0,1946608000.0,,-1366000.0,962746000.0,344612000.0,337266000.0,194911000.0,122750000.0,,,1631249000.0,350683000.0,,265735000.0,10623101000.0,2624810000.0,6744292000.0,26715000.0,77654000.0,1057687000.0,1057687000.0,,720421000.0,3068000.0,416958000.0,-302376000.0,,,
2003-03-31,-29138000.0,,2313790000,0.32,398185000,3927327000.0,-82573000.0,799998000.0,195377000.0,1125550000.0,,-70514000.0,4051406000.0,1484821000.0,4329294000.0,,39000.0,,-42344000.0,321000000,6327105000.0,-4853000.0,1513792000.0,615544000.0,,-885000.0,1562330000.0,709926000.0,6919082000.0,-6070000.0,1451785000.0,478998000.0,199484000,,469688000.0,990721000.0,195377000.0,,0.0,2442506000.0,100998000.0,2597000.0,-56173000.0,-100137000.0,17432000.0,,458000.0,-2671832000.0,1938403000.0,,3316000.0,1008967000.0,217174000.0,67863000.0,248106000.0,107400000.0,0.315,,1657462000.0,306884000.0,,161001000.0,10846409000.0,2640513000.0,6795003000.0,15665000.0,77185000.0,1125550000.0,1125550000.0,613244000.0,1057687000.0,3077000.0,425791000.0,-163575000.0,,,
