date,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyDeferredIncomeTax,quarterlyStockBasedCompensation,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyIncomeTaxPayable
1988-03-31,,,,740000000.0,,,,,,,0.085992,,,,,,,480480300,,,,,,,,,,,,,,,,480480300,480480300,,,,,0.085992,,,,,,,,,,126193260,740000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,0.0,,,,,370000000.0,,95000000.0,,,1784000000.0,,-302072760.0,,,829000000.0,-561030950,,,,,,,1413431748.0,1132000000.0,869000000.0,1131282936.0,,1985000000.0,,,,-1414030950,644969050,12000000.0,138006936.0,,2867000000.0,,617174964.0,343000000.0,,,882000000.0,195000000.0,,,,176782140,,,33000000.0,,1172000000.0,40000000.0,,310000000.0,,,,,,,,252000000.0,,,,1064000000.0,-40000000.0,,,,,,
1988-09-30,,,,740000000.0,,,,,,,0.11859,,,,,,,600539760,,,,,,,,,,,,,,,,600539760,600539760,,,,,0.11859,,,,,,,,,,169939470,740000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,,740451136.0,,,,,,,0.110992,,,,,,,562063488,,,,,,,,,,,,,,,,562063488,562063488,,,,,0.110992,,,,,,,,,,159051536,740451136.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,744864000.0,,,,,,,0.094718,,,,,,,581807772,,,,,,,,,,,,,,,,581807772,581807772,,,,,0.094718,,,,,,,,,,146576724,744864000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,220120208.0,,,,,372000000.0,,113000000.0,,,2291000000.0,,-388303388.0,,,1124000000.0,-748883517,,,,,,,1883329426.0,719000000.0,863000000.0,1513133116.0,,2282000000.0,,,,-1780883517,789116483,32000000.0,230236974.0,,3469000000.0,,721512286.0,417000000.0,,,1187000000.0,293000000.0,,,,204035409,,,53000000.0,,1294000000.0,575000000.0,,351000000.0,,,,,,,,142000000.0,,,,1156000000.0,-575000000.0,,,,,,
1989-09-30,,,,744864000.0,,,,,,,0.135478,,,,,,,743775318,,,,,,,,,,,,,,,,743775318,743775318,,,,,0.135478,,,,,,,,,,205126311,744864000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,,740451136.0,,,,,,,0.143336,,,,,,,752700960,,,,,,,,,,,,,,,,752700960,752700960,,,,,0.143336,,,,,,,,,,207587920,740451136.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,,,,1494249000.0,,,,,,,0.146112,,,,,,,784134400,,,,,,,,,,,,,,,,784134400,784134400,,,,,0.146112,,,,,,,,,,219411520,1494249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,313925550.0,,,,,747000000.0,,134000000.0,,,2732000000.0,,-473325190.0,,,1611000000.0,-1028751680,,,,,,,1981601280.0,1326000000.0,1406000000.0,2046794586.0,,2864000000.0,,,,-2254751680,924248320,44000000.0,177518448.0,,4492000000.0,,954677700.0,527000000.0,,,1628000000.0,281000000.0,,,,200005920,,,83000000.0,,1592000000.0,266000000.0,,417000000.0,,,,,,,,425000000.0,,,,1687000000.0,-266000000.0,,,,,,
1990-09-30,,,,1494249000.0,,,,,,,0.133285,,,,,,,735306688,,,,,,,,,,,,,,,,735306688,735306688,,,,,0.133285,,,,,,,,,,197421742,1494249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,,,,1494500571.0,,,,,,,0.129605,,,,,,,715004864,,,,,,,,,,,,,,,,715004864,715004864,,,,,0.129605,,,,,,,,,,191970926,1494500571.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,,,,1499602000.0,,,,,,,0.143803,,,,,,,793329632,,,,,,,,,,,,,,,,793329632,793329632,,,,,0.143803,,,,,,,,,,213000263,1499602000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,2102865798.0,,,,,750000000.0,,146000000.0,,,3208000000.0,,-642442746.0,,,2081000000.0,-1021931375,,,,,,,2428166565.0,2095000000.0,2027000000.0,2731277901.0,,3635000000.0,,,,-2379931375,1017068625,140000000.0,440698170.0,,5744000000.0,,1160340357.0,655000000.0,,,2109000000.0,435000000.0,,,,285056732,,,141000000.0,,2129000000.0,34000000.0,,494000000.0,,,,,,,,871000000.0,,,,2462000000.0,-34000000.0,,,,,,
1991-09-30,,,,1489696970.0,,,,,,,0.188212,,,,,,,1111706728,,,,,,,,,,,,,,,,1111706728,1111706728,,,,,0.188212,,,,,,,,,280379144.0,280379144,1489696970.0,,,280379144.0,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,,,1489696970.0,,,,,,,0.176359,,,,,,,1041691464,,,,,,,,,,,,,,,,1041691464,1041691464,,,,,0.176359,,,,,,,,,262720872.0,262720872,1489696970.0,,,262720872.0,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,,,1489696970.0,,,,,,,0.189602,,,,,,,1119912860,,,,,,,,,,,,,,,,1119912860,1119912860,,,,,0.189602,,,,,,,,,282448780.0,282448780,1489696970.0,,,282448780.0,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,1558979330.0,,,,,753000000.0,,162000000.0,,,3572000000.0,,-751916920.0,,,2341000000.0,-1869738580,,,,,,,2749057980.0,1725000000.0,1568000000.0,3098944790.0,,3309000000.0,,,,-2066738580,736261420,137000000.0,159432090.0,,5682000000.0,,1042655320.0,720000000.0,,,2373000000.0,475000000.0,,,185653660.0,193653660,,,179000000.0,185653660.0,1749000000.0,24000000.0,,475000000.0,,,,,,,,366000000.0,,,,2043000000.0,-24000000.0,,,,,,
1992-09-30,,,,1532758621.0,,,,,,,0.163012,,,,,,,977284446,,,,,,,,,,,,,,,,977284446,977284446,,,,,0.163012,,,,,,,,,249857895.0,249857895,1532758621.0,,,249857895.0,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,,,1532758621.0,,,,,,,0.191206,,,,,,,1146311138,,,,,,,,,,,,,,,,1146311138,1146311138,,,,,0.191206,,,,,,,,,293072185.0,293072185,1532758621.0,,,293072185.0,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,,,1522857143.0,,,,,,,0.234224,,,,,,,1509001629,,,,,,,,,,,,,,,,1509001629,1509001629,,,,,0.234224,,,,,,,,,356688930.0,356688930,1522857143.0,,,356688930.0,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,2833632195.0,,,,,758000000.0,,178000000.0,,,4546000000.0,,-992371600.0,,,2959000000.0,-2104978641,,,,,,,3598408410.0,2434000000.0,2200000000.0,3919934155.0,,4438000000.0,,,,-2315978641,1094021359,212000000.0,193830870.0,,7458000000.0,,1409884090.0,916000000.0,,,3020000000.0,601000000.0,,,255383380.0,262383380,,,193000000.0,255383380.0,2497000000.0,63000000.0,,595000000.0,,,,,,,,597000000.0,,,,2801000000.0,-63000000.0,,,,,,
1993-09-30,,,,1524285714.0,,,,,,,0.231865,,,,,,,1392843175,,,,,,,,,,,,,,,,1392843175,1392843175,,,,,0.231865,,,,,,,,,353427745.0,353427745,1524285714.0,,,353427745.0,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,,1524285714.0,,,,,,,0.236614,,,,,,,1421374100,,,,,,,,,,,,,,,,1421374100,1421374100,,,,,0.236614,,,,,,,,,360667340.0,360667340,1524285714.0,,,360667340.0,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,,,1522903226.0,,,,,,,0.208165,,,,,,,1519268750,,,,,,,,,,,,,,,,1519268750,1519268750,,,,,0.208165,,,,,,,,,317015150.0,317015150,1522903226.0,,,317015150.0,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,2686751332.0,,,,,762000000.0,,188000000.0,,,5026000000.0,,-1236796810.0,,,3184000000.0,-2463926250,,,,,,,4074426278.0,2708000000.0,2130000000.0,4438396980.0,,4648000000.0,,,,-2529926250,1313073750,272000000.0,180975588.0,,7887000000.0,,1550539946.0,908000000.0,,,3239000000.0,608000000.0,,,265494350.0,277494350,,,130000000.0,265494350.0,2763000000.0,55000000.0,,575000000.0,,,,,,,,400000000.0,,,,2738000000.0,-55000000.0,,,,,,
1994-09-30,,,,1591538462.0,,,,,,,0.164609,,,,,,,1633360489,,,,,,,,,,,,,,,,1633360489,1633360489,,,,,0.164609,,,,,,,,,261980918.0,261980918,1591538462.0,,,261980918.0,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,,,1591538462.0,,,,,,,0.166304,,,,,,,1650181437,,,,,,,,,,,,,,,,1650181437,1650181437,,,,,0.166304,,,,,,,,,264678894.0,264678894,1591538462.0,,,264678894.0,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,1591538462.0,,,,,,,0.161039,,,,,,,1597938462,,,,,,,,,,,,,,,,1597938462,1597938462,,,,,0.161039,,,,,,,,,256299444.0,256299444,1591538462.0,,,256299444.0,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,870136458.0,,,,,,,2248778728.0,,,410484378.0,,-330422028.0,,,4242299846.0,-3340008698,,,,,,,4098124822.0,,3167957300.0,4572721874.0,,3735677854.0,,,,-3340008698,1686274238,3260076098.0,1099397352.0,,8102121438.0,,0.0,,,,4366443584.0,4359473450.0,,,270467100.0,270467100,,,,270467100.0,75101624.0,75101624.0,,757923580.0,,,,,,,,919178572.0,,,,7527430750.0,124143738.0,,,,,,
1995-09-30,,,,1591538462.0,,,,,,,0.164245,,,,,,,1629748629,,,,,,,,,,,,,,,,1629748629,1629748629,,,,,0.164245,,,,,,,,,261401598.0,261401598,1591538462.0,,,261401598.0,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,,1759565217.0,,,,,,,0.301341,,,,,,,2127404775,,,,,,,,,,,,,,,,2127404775,2127404775,,,,,0.301341,,,,,,,,,530229846.0,530229846,1759565217.0,,,530229846.0,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,1759565217.0,,,,,,,0.29624,,,,,,,2091390000,,,,,,,,,,,,,,,,2091390000,2091390000,,,,,0.29624,,,,,,,,,521253600.0,521253600,1759565217.0,,,521253600.0,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,1825000000.0,,,,,,,0.063906,,,,,,,2488819170,,,,,,,,,,,,,,,,2488819170,2488819170,,,,,0.063906,,,,,,,,,116628450.0,116628450,1825000000.0,,,116628450.0,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,1108551696.0,,,,,886000000.0,,270000000.0,,,1225000000.0,,-1858000000.0,,,3853000000.0,-1737638340,,,,,,,-281984626.0,1001000000.0,4154000000.0,5711000000.0,,4368000000.0,,,,-1850638340,3363361660,1699000000.0,1047004420.0,,8314000000.0,,0.0,1442000000.0,,,3946000000.0,2893000000.0,,,845925128.0,879925128,,,,845925128.0,1262000000.0,261000000.0,,804000000.0,,,,,,,,1546000000.0,,,,7047000000.0,-261000000.0,,,,,,
1997-03-31,,,,1773958333.0,,,,,,,0.293078,,,,,,,2044832420,,,,,,,,,,,,,,,,2044832420,2044832420,,,,,0.293078,,,,,,,,,519908870.0,519908870,1773958333.0,,,519908870.0,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,1773958333.0,,,,,,,0.288446,,,,,,,2012514570,,,,,,,,,,,,,,,,2012514570,2012514570,,,,,0.288446,,,,,,,,,511691895.0,511691895,1773958333.0,,,511691895.0,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,,1779736842.0,,,,,,,0.234756,,,,,,,2002410314,,,,,,,,,,,,,,,,2002410314,2002410314,,,,,0.234756,,,,,,,,,417804614.0,417804614,1779736842.0,,,417804614.0,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,,39017340.0,,,,,894000000.0,,299000000.0,,,1843000000.0,,-1969000000.0,,,3583000000.0,-3227300754,,,,,,,4979761932.0,1447000000.0,3886000000.0,5552000000.0,,4802000000.0,,,,-3243300754,1839699246,1841000000.0,819303648.0,,8437000000.0,,1456707852.0,1343000000.0,,,3635000000.0,2661000000.0,,,380116046.0,397116046,,,,380116046.0,1662000000.0,215000000.0,,855000000.0,,,,,,,,1181000000.0,,,,6547000000.0,-215000000.0,,,,,,
1998-03-31,,,,1818947368.0,,,,,,,0.227206,,,,,,,1931608046,,,,,,,,,,,,,,,,1931608046,1931608046,,,,,0.227206,,,,,,,,,413275392.0,413275392,1818947368.0,,,413275392.0,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,1195521716.0,,1813684211.0,,,,1638309758.0,1154499500.0,,0.227901,2247045858.0,,-1950474428.0,,183400492.0,3527550732.0,698697100,,275880400.0,,,,,394808842.0,,3530549432.0,5478025160.0,596741300.0,4743043790.0,,,,611255008,1931702566,1794242158.0,749734974.0,,8499515280.0,0.227901,1119594632.0,,,293392808.0,3756471490.0,2663925132.0,,,413340808.0,413340808,1813684211.0,663732258.0,119948000.0,413340808.0,213927258.0,213927258.0,,947589200.0,12474592.0,1027054750.0,,,117968858.0,,,1256455300.0,,22490250.0,,6194474564.0,110951900.0,,,,,,
1998-09-30,,,,1785625000.0,,,,,,,0.282302,,,,,,,2057278740,,,,,,,,,,,,,,,,2057278740,2057278740,,,,,0.282302,,,,,,,,,504086223.0,504086223,1785625000.0,,,504086223.0,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,1644568010.0,,,,,906000000.0,,293000000.0,,,2702000000.0,,-2207000000.0,,,3633000000.0,-3046116759,,,,,,,646850565.0,1645000000.0,4145000000.0,5840000000.0,,5509000000.0,,,,-3265116759,2063883241,1804000000.0,628897555.0,,9346000000.0,,2534386660.0,1613000000.0,,,3837000000.0,2433000000.0,,,505591127.0,525591127,,,,505591127.0,1885000000.0,240000000.0,,1154000000.0,,,,,106000000.0,,,1317000000.0,,,,6578000000.0,-240000000.0,,,,,,
1999-03-31,,,,1839000000.0,,,,,,,0.254549,,,,,,,2011988595,,,,,,,,,,,,,,,,2011988595,2011988595,,,,,0.24834,,,,,,,,,456697260.0,456697260,1794146341.0,,,456697260.0,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,1840375200.0,,1839000000.0,,,909726600.0,1742358800.0,299248000.0,1848427000.0,0.25994,3145400800.0,,-188171200.0,,192165400.0,3742882400.0,752558000,,290245200.0,,,,,387310600.0,,4540517800.0,3931053600.0,658535800.0,6059645200.0,,,,662466600,2054603800,1620250400.0,666524200.0,,10026710000.0,0.2536,2277771800.0,,,312245000.0,3967064800.0,2286774600.0,,,466370400.0,466370400,1794146341.0,699555600.0,,466370400.0,262222400.0,262222400.0,,1403105400.0,50086000.0,1079892200.0,,,157105200.0,,,1963498000.0,,49515400.0,,6827292400.0,67077200.0,,,,,,
1999-09-30,,,,1798095238.0,,,,,,,0.255011,,,,,,,2275855311,,,,,,,,,,,,,,,,2275855311,2275855311,,,,,0.255011,,,,,,,,,458534784.0,458534784,1798095238.0,,,458534784.0,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,51987256.0,,,,,910000000.0,,367000000.0,,,3142000000.0,,-2511000000.0,,,3720000000.0,-3430106232,,,,,,,981823528.0,1749000000.0,5263000000.0,6231000000.0,,6080000000.0,,,,-3412106232,2278893768,1260000000.0,710142208.0,,10427000000.0,,2642881264.0,1682000000.0,,,4347000000.0,1971000000.0,,,459196712.0,477196712,,,,459196712.0,1966000000.0,217000000.0,,1537000000.0,,,,,144000000.0,,,2250000000.0,,,,7234000000.0,-217000000.0,,,,,,
2000-03-31,,4707000000.0,,3036500000.0,16000000.0,,1551000000.0,3225000000.0,5312000000.0,,0.256,6068000000.0,22000000.0,,,309000000.0,6393000000.0,1351000000,-8000000.0,541000000.0,,,-145000000.0,34000000.0,,1612000000.0,8330000000.0,6393000000.0,1131000000.0,9193000000.0,-22000000.0,-246000000.0,,2321000000,4091000000,1888000000.0,,-439000000.0,19314000000.0,0.256,,,,866000000.0,10121000000.0,3801000000.0,,0.0,793000000.0,822000000,3036500000.0,1560000000.0,,793000000.0,2180000000.0,568000000.0,,2306000000.0,,904000000.0,-147000000.0,-852000000.0,1126000000.0,-1033000000.0,-439000000.0,3018000000.0,177000000.0,43000000.0,148000000.0,12131000000.0,,,,,,,
2000-06-30,,7021000000.0,,,,,1552000000.0,3514000000.0,5593000000.0,,,6365000000.0,249000000.0,-201440300.0,,359000000.0,6597000000.0,1309000000,-886000000.0,617000000.0,,,-55000000.0,10000000.0,1612843320.0,68000000.0,8693000000.0,6597000000.0,1273000000.0,9926000000.0,-499000000.0,,,2447000000,4530000000,1953000000.0,721222320.0,254000000.0,20124000000.0,,2639858620.0,,,1016000000.0,10198000000.0,3870000000.0,,0.0,879000000.0,914000000,,1808000000.0,,879000000.0,560000000.0,492000000.0,,2345000000.0,110296820.0,1067000000.0,-649000000.0,,1162000000.0,876000000.0,-185000000.0,3100000000.0,-34000000.0,36000000.0,615000000.0,12563000000.0,951062400.0,,,,,,
2000-09-30,,7585000000.0,,,,,1555000000.0,3486000000.0,5687000000.0,,,6888000000.0,,,,294000000.0,6628000000.0,1123000000,1182000000.0,639000000.0,,,,,,68000000.0,8737000000.0,6628000000.0,1064000000.0,10468000000.0,,,,2308000000,4429000000,1978000000.0,,3930000000.0,20681000000.0,,,,,943000000.0,10213000000.0,3821000000.0,,0.0,748000000.0,770000000,,1729000000.0,,748000000.0,550000000.0,482000000.0,,2333000000.0,,1178000000.0,,,1161000000.0,157000000.0,3745000000.0,3050000000.0,,59000000.0,,12558000000.0,,,,,,,
2000-12-31,,172066640.0,,,,,1556000000.0,3892000000.0,812000000.0,,,7711000000.0,,-4913000000.0,,785000000.0,6642000000.0,2740000000,,729000000.0,,,,,4276000000.0,2309000000.0,9084000000.0,11555000000.0,2561000000.0,11268000000.0,,,,-3655000000,5029000000,1751000000.0,1802347840.0,-2923000000.0,21590000000.0,,3848400960.0,3336000000.0,2148489680.0,1137000000.0,10322000000.0,3551000000.0,,,1742000000.0,1776000000,,,,1742000000.0,3592000000.0,1283000000.0,,2277000000.0,,7547000000.0,,,1136000000.0,-484000000.0,1311000000.0,2281000000.0,,179000000.0,,12635000000.0,-1283000000.0,,,,,,
2001-03-31,,6196000000.0,-457000000.0,3033500000.0,52000000.0,2723180530.0,1558000000.0,3712000000.0,7265000000.0,,0.226,7854000000.0,729000000.0,-4979913190.0,,319000000.0,6849000000.0,1209000000,140000000.0,595000000.0,,-515844770.0,-289000000.0,45000000.0,4374000000.0,829000000.0,9618000000.0,6849000000.0,1042000000.0,11155000000.0,-800000000.0,-251000000.0,587823110.0,2417000000,4757000000,1636000000.0,2058439390.0,-993000000.0,22495000000.0,0.226,7266989660.0,5787905340.0,,1045000000.0,11340000000.0,4225000000.0,,0.0,700000000.0,723000000,3033500000.0,2093000000.0,,700000000.0,2559000000.0,1730000000.0,,2400000000.0,14819070.0,1295000000.0,-163000000.0,-119000000.0,1818000000.0,-336000000.0,-993000000.0,2353000000.0,147000000.0,20000000.0,222000000.0,13843000000.0,2673783630.0,393763860.0,,,,,
2001-06-30,,7423000000.0,0.0,,195000000.0,1730302840.0,1559000000.0,4010000000.0,6830000000.0,,,8353000000.0,-124000000.0,-4980971740.0,,400000000.0,6860000000.0,1646000000,-13000000.0,656000000.0,,-964965590.0,410000000.0,45000000.0,4828000000.0,154000000.0,8813000000.0,6860000000.0,1449000000.0,10836000000.0,0.0,-220000000.0,1385649610.0,2898000000,5122000000,1568000000.0,1967120340.0,462000000.0,22048000000.0,,6112401200.0,5526570600.0,,1112000000.0,11212000000.0,4074000000.0,,0.0,1027000000.0,1049000000,,2065000000.0,,1027000000.0,1089000000.0,935000000.0,,2324000000.0,116460300.0,1112000000.0,-1067000000.0,-39000000.0,1781000000.0,-33000000.0,-531000000.0,1983000000.0,174000000.0,23000000.0,1070000000.0,12887000000.0,2564949880.0,1166804160.0,,,,,
