date,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInventory,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyResearchAndDevelopment
1996-09-30,,,,,,,,,,,-0.070856,,2714153100.0,,,,,,,,,,,,,,,,,,,,,,,2714153100.0,2714153100.0,618000000.0,,,,,-43788840.0,-43788840.0,,,,-0.070856,,,,,,,,,,,,,,,618000000.0,,,,,,,-43788840.0,,,,,,,
1996-12-31,,,,13350972750.0,891954250.0,,,963594000.0,,,,9312380250.0,-7212941730.0,,,,,,,,,,,5538303750.0,,13238396000.0,,3981123250.0,,9075418000.0,13596594750.0,,,,,-7212941730.0,4058116520.0,,-4275554750.0,6782158750.0,,,130277970.0,130277970.0,1346984750.0,,,,,,,,4719563750.0,6764052000.0,,50384000.0,,2664054000.0,2664054000.0,,,,,,3299364750.0,,,,29320339000.0,130277970.0,2905739750.0,16081943000.0,,4100785250.0,19134898500.0,,
1997-03-31,,,,,,,,,,,282.428933,,3544904550.0,,,,,,,,,,,,,,,,,,,,,,,3544904550.0,3544904550.0,618000000.0,,,,,1493466150.0,1493466150.0,,,,282.428933,,,,,,,,,,,,,,,618000000.0,,,,,,,1493466150.0,,,,,,,
1997-06-30,,,,,,,,,,,283.849196,,3553981240.0,,,,,,,,,,,,,,,,,,,,,,,3553981240.0,3553981240.0,618000000.0,,,,,1496999260.0,1496999260.0,,,,283.849196,,,,,,,,,,,,,,,618000000.0,,,,,,,1496999260.0,,,,,,,
1997-09-30,,,,,,,,,,,282.017385,,3547960650.0,,,,,,,,,,,,,,,,,,,,,,,3547960650.0,3547960650.0,618000000.0,,,,,1494451100.0,1494451100.0,,,,282.017385,,,,,,,,,,,,,,,618000000.0,,,,,,,1494451100.0,,,,,,,
1997-12-31,,,,14310856200.0,1164152800.0,,,827161200.0,,,,15478233800.0,-8618192500.0,,,,,,,,,,,2680615000.0,,14435011000.0,,3920550600.0,,9846926800.0,14964684400.0,,,,,-8618192500.0,3653783900.0,,-4463929400.0,7745163400.0,,,1535285500.0,1535285500.0,1377795800.0,,,,,,,,6343181600.0,7215490000.0,,4031000.0,,2433111600.0,2433111600.0,,,,,,138666400.0,,,,34150632000.0,1535285500.0,3173203200.0,19715621000.0,,6695491000.0,17645299400.0,,
1998-03-31,,,,15069193800.0,1295587800.0,,,880761200.0,,,154.47393,17092218800.0,441232400.0,,1240220800.0,0.0,,0.0,1000865000.0,,,,798988400.0,3151660000.0,,13983148800.0,100512400.0,12012935400.0,,10352777200.0,14961015200.0,909722400.0,,,,239355800.0,3157622600.0,618000000.0,-4716416600.0,7280334600.0,0.0,,809210000.0,809210000.0,1699341000.0,,,154.47393,,1917401800.0,,,7061422000.0,7680680600.0,,,1030678000.0,1368842600.0,1368842600.0,,,0.0,618000000.0,,156731200.0,318573200.0,,,36323307400.0,809210000.0,3322871800.0,22340158600.0,,8664509600.0,18112675200.0,0.0,
1998-06-30,,,,15535030950.0,1324462700.0,,,918318100.0,,,-152.439008,16910711000.0,549912600.0,,1342433700.0,0.0,,0.0,992897750.0,,,,792521100.0,3846692550.0,,18679057400.0,124898450.0,11666773200.0,,10559759600.0,13822394650.0,-675709600.0,,,,349535950.0,3746054950.0,618000000.0,-4975271350.0,5654575150.0,0.0,,-800608050.0,-800608050.0,1929186850.0,,,-152.439008,,2403621250.0,,,7304312950.0,8167819500.0,,,-635274850.0,6146980550.0,6146980550.0,,,0.0,618000000.0,,593043000.0,292028750.0,,,35632898800.0,-800608050.0,3412692900.0,16953841400.0,,2981388900.0,17669087200.0,0.0,
1998-09-30,,,,16822671000.0,1417429000.0,,,617514000.0,,,-166.9122,17442223000.0,962955000.0,,1784269000.0,0.0,,0.0,1052627000.0,,,,821314000.0,7660842000.0,,22367050000.0,587963000.0,12015029000.0,,11180468000.0,13365204000.0,-303662000.0,,,,731642000.0,4171786000.0,618000000.0,-5642203000.0,4079057000.0,0.0,,-891625000.0,-891625000.0,3027449000.0,,,-166.9122,,2387517000.0,,,8154038000.0,9286147000.0,,,118204000.0,9228064000.0,9228064000.0,,,0.0,618000000.0,,3215964000.0,341365000.0,,,40258652000.0,-891625000.0,3540006000.0,17891602000.0,,3171128000.0,21026046000.0,0.0,
1998-12-31,,,,17483331600.0,1358034300.0,,,535103100.0,,,,19734523200.0,1521798400.0,,2760119900.0,6381673200.0,,0.0,1750242500.0,,,,968297200.0,3410416800.0,,21544576200.0,-524643800.0,9556684200.0,,11757431700.0,17842374900.0,-591544000.0,,,,1009877400.0,5385775400.0,,-5725899900.0,8749578600.0,-2900041200.0,,1615558900.0,-66900200.0,1909952100.0,,,,,2625655500.0,,,7872246900.0,9092796300.0,,,-867130800.0,5658641100.0,5658641100.0,,,0.0,,,142430400.0,483470400.0,,,42074335800.0,1615558900.0,3696266700.0,20529759600.0,,5076061200.0,21252791700.0,-3833751600.0,
1999-03-31,,,,,,,,,,,2.82882,,3931334670.0,,,,,,,,,,,,,,,,,,,,,,,3931334670.0,3931334670.0,618000000.0,,,,,32882012.0,32882012.0,,,,2.82882,,,,,,,,,,,,,,,618000000.0,,,,,,,32882012.0,,,,,,,
1999-06-30,,,,,,,,,,,5.516263,,3920790258.0,,,,,,,,,,,,,,,,,,,,,,,3920790258.0,3920790258.0,618000000.0,,,,,79207884.0,79207884.0,,,,5.516263,,,,,,,,,,,,,,,618000000.0,,,,,,,79207884.0,,,,,,,
1999-09-30,,,,,,,,,,,30.08414,,4974752628.0,,,,,,,,,,,,,,,,,,,,,,,4974752628.0,4974752628.0,618000000.0,,,,,468508467.12,520336404.0,,,,30.08414,,,,,,,,,,,,,,,618000000.0,,,,,,,468508467.12,,,,,,,
1999-12-31,,,,18300020829.18,1976595498.84,,,5263933528.8,,,,19282254705.78,-9116367198.42,,,,,,,,,,,4916221033.68,,23166945698.64,,13170410124.36,,11964267034.38,17546378875.86,,,,,-9116367198.42,5183030092.8,,-6335753794.8,8926446491.94,,,480390150.24,533435995.08,2206852385.64,,,,,,,,8014888424.76,8619932383.92,,,,1286874900.66,1286874900.66,,,,,6105950988.96,732773149.2,,,,43063439503.02,480390150.24,3617880588.78,19896493804.38,,4314346181.22,22462599909.54,,
2000-03-31,,,,,,,,,,,-39.579108,,5214021820.14,,,,,,,,,,,,,,,,,,,,,,,5214021820.14,5214021820.14,615175200.0,,,,,-198106676.04,-198106676.04,,,,-39.579108,,,,,,,,,,,,,,,615175200.0,,,,,,,-198106676.04,,,,,,,
2000-06-30,,,,,,,,,,,-39.353511,,5505253406.32,,,,,,,,,,,,,,,,,,,,,,,5505253406.32,5505253406.32,615175200.0,,,,,-209172015.52,-209172015.52,,,,-39.353511,,,,,,,,,,,,,,,615175200.0,,,,,,,-209172015.52,,,,,,,
2000-09-30,,,,,,,,,,,-39.487491,,5300102501.56,,,,,,,,,,,,,,,,,,,,,,,5300102501.56,5300102501.56,615175200.0,,,,,-201377310.16,-201377310.16,,,,-39.487491,,,,,,,,,,,,,,,615175200.0,,,,,,,-201377310.16,,,,,,,
2000-12-31,,,,19422584273.7,2180827961.55,,,1677098061.45,,,,16710479436.15,-10689712504.68,,,,,,,,,,,4252778862.3,,25894909152.9,,9775436687.1,,12617488455.75,23220934419.15,,,,,-10689712504.68,5681528495.32,,-6805095817.95,10473296622.75,,,-268123069.52,-100255069.52,749744250.3,,6583332059.55,,,,975652585.2,8162830163.7,8411726440.35,10899706074.75,,1847931721.65,,1059922427.85,7643254487.4,,,,,6738772955.4,346554065.25,,,,45103026050.55,-268123069.52,5598966225.15,19208116897.65,,991662216.75,27473713281.45,,
2001-03-31,,,,,,,,,,,-8.008761,,4511775051.24,,,,,,,,,,,,,,,,,,,,,,,4511775051.24,4511775051.24,608866666.0,,,,,-125153917.8,-125153917.8,,,,-8.008761,,,,,,,,,,,,,,,608866666.0,,,,,,,-125153917.8,,,,,,,
2001-06-30,,,,,,,,,,,15.152524,,4748287150.0,,,,,,,,,,,,,,,,,,,,,,,4748287150.0,4748287150.0,608866666.0,,,,,236852100.0,236852100.0,,,,15.152524,,,,,,,,,,,,,,,608866666.0,,,,,,,236852100.0,,,,,,,
2001-09-30,,,,,,,,,,,20.918196,,5225069790.0,,,,,,,,,,,,,,,,,,,,,,,5225069790.0,5225069790.0,608866666.0,,,,,326782620.0,326782620.0,,,,20.918196,,,,,,,,,,,,,,,608866666.0,,,,,,,326782620.0,,,,,,,
2001-12-31,,,,22771413000.0,2083571000.0,-4070648862.72,,3644661000.0,,0.0,,18765070000.0,-10572080660.0,,,,,,,,,11416678000.0,,15196205000.0,,21539591000.0,,11173723000.0,,14736497000.0,17012526000.0,,,,,-10122451660.0,6977505340.0,,-8034916000.0,1591698000.0,,,1040306270.0,1131992270.0,179824000.0,,5432399000.0,,,,876456000.0,2726892000.0,562871000.0,13550537000.0,5342799000.0,1830814000.0,,513376000.0,5945775000.0,,,,,0.0,353889000.0,,,,52005230000.0,1040306270.0,3053495000.0,30465639000.0,,5606367000.0,32208731000.0,,
2002-03-31,,,,,,,,,,,13.124417,,5374915500.0,,,,,,,,,,,,,,,,,,,,,,,5374915500.0,5374915500.0,590417304.0,,,,,184164400.0,184164400.0,,,,13.124417,,,,,,,,,,,,,,,590417304.0,,,,,,,184164400.0,,,,,,,
2002-06-30,,,,,,,,,,,13.148285,,5387405400.0,,,,,,,,,,,,,,,,,,,,,,,5387405400.0,5387405400.0,590417304.0,,,,,184599090.0,184599090.0,,,,13.148285,,,,,,,,,,,,,,,590417304.0,,,,,,,184599090.0,,,,,,,
2002-09-30,,,,,,,,,,,0.666478,,1438700000.0,,2320000000.0,,,,1116100000.0,,,,738700000.0,,,,167900000.0,,,,,702500000.0,,,,1203900000.0,5444000000.0,590417304.0,,,,,393500000.0,401500000.0,,,,0.666478,,3124000000.0,,,,,,,-288200000.0,,,,,,590417304.0,,,358800000.0,,,,393500000.0,,,,,,,
2002-12-31,,,,24639691000.0,2228507000.0,-5236206000.0,,3850272000.0,,203668000.0,,20184911000.0,2648217000.0,,2679382000.0,,,,1163452000.0,,,11549427000.0,811865000.0,17087710000.0,,23577252000.0,119147000.0,12599747000.0,,15343222000.0,18061274000.0,-266982000.0,,,,1515930000.0,6012869000.0,,-9296469000.0,2405693000.0,,,-976464000.0,-1014247000.0,0.0,,7173633000.0,,,3333487000.0,1124797000.0,3090017000.0,508684000.0,13345215000.0,3033092000.0,2035860000.0,-1723740000.0,1613176000.0,8786809000.0,,,,,0.0,1239880000.0,,,,56473471000.0,-976464000.0,9694681000.0,32896219000.0,,5195990000.0,35148984000.0,,
2003-03-31,,,,,,,,,,,180.416991,,5907746710.54,,,,,,,,,,,,,,,,,,,,,,,5907746710.54,5907746710.54,589892958.0,,,,,901734740.66,901734740.66,,,,180.416991,,,,,,,,,,,,,,,589892958.0,,,,,,,901734740.66,,,,,,,
2003-06-30,,,,,,,,,,,180.086983,,5897457759.76,,,,,,,,,,,,,,,,,,,,,,,5897457759.76,5897457759.76,4998512.0,,,,,900167012.78,900167012.78,,,,180.086983,,,,,,,,,,,,,,,4998512.0,,,,,,,900167012.78,,,,,,,
2003-09-30,,,,,1956600000.0,,,3861300000.0,,214800000.0,1.162923,22018200000.0,1872600000.0,,2561000000.0,,,,1124900000.0,,,6197900000.0,728200000.0,10060800000.0,,18639000000.0,155900000.0,14319600000.0,,15324600000.0,18739500000.0,1155200000.0,,,,1436100000.0,5626100000.0,4998289.0,,2568500000.0,,,686000000.0,689000000.0,1144900000.0,,9441700000.0,1.162923,,3065100000.0,204100000.0,3303400000.0,480200000.0,14500200000.0,3379600000.0,1296500000.0,-116000000.0,245500000.0,9687200000.0,,,,4998289.0,0.0,284300000.0,320700000.0,,,52005400000.0,686000000.0,8112500000.0,33366400000.0,,5403200000.0,28800300000.0,,
2003-12-31,,,,26906757000.0,2348579000.0,-2243519000.0,,4042431000.0,,419560000.0,,26447683000.0,1733815000.0,,3325250000.0,,,,1292813000.0,,,13584683000.0,921173000.0,18952166000.0,,28758127000.0,-30617000.0,17228065000.0,,15600698000.0,18280747000.0,964705000.0,,,,2032437000.0,7290913000.0,,-11306059000.0,2002509000.0,,,1379603000.0,1327310000.0,0.0,,11891774000.0,,,3965663000.0,1446671000.0,3334883000.0,513458000.0,14704222000.0,6321780000.0,1154456000.0,-917205000.0,371754000.0,12263528000.0,,,,,0.0,285193000.0,397470000.0,,,64759240000.0,1379603000.0,9200158000.0,36001113000.0,,4878477000.0,37232913000.0,,
2004-03-31,,,,,,,,,,,216.13606,,7318017320.0,,,,,,,,,,,,,,,,,,,,,,,7318017320.0,7318017320.0,583573561.0,,,,,1077629200.0,1077629200.0,,,,216.13606,,,,,,,,,,,,,,,583573561.0,,,,,,,1077629200.0,,,,,,,
2004-06-30,,,,,,,,,,,1.843311,,7304972081.0,,,,,,,,,,,,,,,,,,,,,,,7304972081.0,7304972081.0,,,,,,1075707803.0,1075707803.0,,,,1.843311,,,,,,,,,,,,,,,,,,,,,,1075707803.0,,,,,,,
2004-09-30,,,,,2079500000.0,,,4216100000.0,,319800000.0,2.463271,26163000000.0,2737700000.0,,3765900000.0,,,,1588400000.0,,,6224100000.0,986700000.0,13047200000.0,,20056000000.0,436000000.0,18875200000.0,,18733100000.0,20781200000.0,1535900000.0,,,,2177500000.0,7630300000.0,583995867.0,,720700000.0,,,1437500000.0,1503200000.0,1639100000.0,,10142500000.0,2.463271,,3864400000.0,232300000.0,3703700000.0,549500000.0,17088700000.0,6880700000.0,1279200000.0,-107000000.0,398400000.0,10540900000.0,,,,583995867.0,0.0,2406600000.0,600100000.0,,,59794700000.0,1437500000.0,9396900000.0,39738700000.0,,4728000000.0,33828400000.0,,
2004-12-31,,,,31944576000.0,2135250000.0,-2562063000.0,,4304866000.0,,,,27724573000.0,3449800000.0,,4612102000.0,,,,1672066000.0,,,14930323000.0,1091662000.0,23712300000.0,,34049482000.0,100622000.0,22934216000.0,,19159567000.0,22567328000.0,2155912000.0,,,,2940036000.0,8775853000.0,,-12785009000.0,2289507000.0,,,1929343000.0,2116384000.0,1270755000.0,,16250816000.0,,7520966000.0,4163751000.0,449376000.0,3794584000.0,662760000.0,18943799000.0,6757722000.0,1334022000.0,-621666000.0,390525000.0,16641341000.0,,,,,9570506000.0,3297091000.0,713484000.0,,,73883656000.0,1929343000.0,1635630000.0,39834174000.0,,4760289000.0,46279628000.0,,
2005-03-31,57247333.5,,,36058486999.5,2338780710.0,-2580728545.5,1623763858.5,735007098.0,,,1.016812,28546127809.5,2185890483.0,-529122069.0,2748675636.0,-840751149.0,,16817389218.0,1104642493.5,164766063.0,259393260.0,,1104642493.5,6798815656.5,,30001576248.0,310959390.0,17377573741.5,,19177410262.5,34926911806.5,1141620543.0,,-2204016759.0,-429349420.5,1644033142.5,6367055352.0,583995867.0,-16881076737.0,13803002913.0,3096222423.0,51454515.0,593814123.0,771639141.0,2138264362.5,,16556522640.0,1.016812,7593280065.0,3618379716.0,,7101325791.0,4303606524.0,19796806543.5,,1327102350.0,-239369529.0,260866578.0,16817389218.0,,541857340.5,16765945864.5,583995867.0,0.0,2321770584.0,537152628.9,,,70151724048.0,593814123.0,,40150147800.0,19655401.5,13379457472.5,41725727463.0,2666873002.5,
2005-06-30,15964860.0,,,35811681642.0,2831107685.0,-2943830198.5,-144843193.0,790861326.5,,,2.180775,24875439796.0,3237068564.5,-461781725.5,3844278980.5,-1060854785.0,,14649653628.0,1152949789.0,502614777.0,-32047872.5,,1152949789.0,7910309632.0,,25977960244.5,449097058.5,14101125843.0,,19044468119.0,33004290885.5,1771093040.0,,-2894875929.0,-626037793.0,2691329191.5,7834864246.5,,-16767213523.0,10544370332.5,1825936738.5,-2129793975.5,1273563630.0,1273563630.0,2749767961.0,,14199150088.0,2.180775,7474740563.5,3990585266.0,,5470032020.0,3843022810.0,21194828021.5,,1265092531.5,-507460672.5,450503540.0,14649653628.0,,545739373.0,16817389218.0,,0.0,2329433986.0,539570110.37,,,65846321046.5,1273563630.0,,39868360802.0,-322102606.5,13349152119.5,40914600517.5,1199898945.5,
2005-09-30,9345479.91,,,,2300100000.0,,-2427345751.63,3990200000.0,,279800000.0,2.849164,26524400000.0,3333700000.0,132698651.99,4518400000.0,-260635756.86,,11587044852.86,1709600000.0,161400276.88,,7008600000.0,1089900000.0,12552900000.0,,20889600000.0,428600000.0,19343800000.0,,19071300000.0,22063700000.0,2239400000.0,,-4151885899.16,-571331044.39,2808800000.0,8116000000.0,581095608.0,,1656500000.0,477800354.71,,1663900000.0,1828500000.0,1961600000.0,,10721400000.0,2.849164,,3597600000.0,92200000.0,4053300000.0,613900000.0,18459100000.0,6596600000.0,1489900000.0,-167000000.0,421400000.0,11142800000.0,-214815350.07,700140887.25,14663857781.52,581095608.0,0.0,184100000.0,474600000.0,,,61352100000.0,1663900000.0,10575200000.0,40462500000.0,-11261990356.6,4219400000.0,34616600000.0,-93530689.68,
2005-12-31,22386340.8,,,36903090000.0,2954723000.0,3996601000.0,2788492139.86,3698569000.0,,2508200000.0,,29013052000.0,4381296000.0,527391912.64,5642045000.0,-1685121531.58,,14777954000.0,2031258000.0,-782860202.48,,15538229000.0,1332489000.0,22336249000.0,,33581713000.0,-445757000.0,17959692000.0,,19728547000.0,22651564000.0,3122628000.0,,,-2768964449.52,3610787000.0,10008541000.0,,-17174543000.0,461374000.0,5892254008.88,,2573442000.0,3554043000.0,1580931000.0,,14233372000.0,,7200018000.0,4366496000.0,334609000.0,2693762000.0,638280000.0,18137240000.0,7587509000.0,165657000.0,85071000.0,544582000.0,14777954000.0,101707601.46,630176876.66,11587044852.86,,0.0,340457000.0,559899000.0,,,74851737000.0,2573442000.0,1953764000.0,41270024000.0,10688486811.3,3940695000.0,44987813000.0,3123289559.36,
2006-03-31,,,,37449755928.0,3057170832.0,-5243029722.0,2513153676.0,930640302.0,,,2.319756,31091157450.0,3149900000.0,-1047895308.0,4157100000.0,-2402820312.0,,17601148842.0,1889100000.0,126175992.0,-65565444.0,,1233500000.0,5936910750.0,,32935280640.0,532900000.0,29259052056.0,,19706001702.0,37525600608.0,2003200000.0,,657490794.0,-513527160.0,2268000000.0,7776200000.0,581095608.0,-17743754226.0,17272093764.0,4482094608.0,2736775956.0,1348000000.0,1470300000.0,2576719776.0,,17174028114.0,2.319756,7402853676.0,3619100000.0,,9322441236.0,3778727562.0,20078325192.0,,175181652.0,-62300000.0,427120728.0,17601148842.0,,627446304.0,14864383752.0,581095608.0,0.0,303020142.0,491100000.0,,-1029662160.0,75787503108.0,1348000000.0,,42852222468.0,657490794.0,15743367090.0,43462511358.0,3968567448.0,
2006-06-30,,,,38687770230.0,3561490770.0,-4296793110.0,64247910.0,1005126720.0,,,4.128925,32739227118.0,4533000000.0,-838740132.0,5979300000.0,-1170211884.0,,18805590534.0,2035400000.0,-306062658.0,212165154.0,,1352800000.0,7678801782.0,,31298290758.0,967900000.0,28316984214.0,,20130056262.0,34174993998.0,3343500000.0,,-816261258.0,-664417524.0,3943900000.0,10189300000.0,,-18557713968.0,13918532712.0,3209428590.0,1222944582.0,2399300000.0,2375600000.0,3042935736.0,,18001320588.0,4.128925,8427140202.0,4210000000.0,,7698569424.0,3789004080.0,20148037062.0,,108424224.0,-398400000.0,804269946.0,18805590534.0,,654461118.0,17601148842.0,,0.0,1074375276.0,506900000.0,,330748464.0,75877526298.0,2399300000.0,,44579235540.0,-3228509196.0,16022039076.0,41853795780.0,2545011066.0,
