date,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOperatingExpense,quarterlyInventory,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyDepreciationAndAmortization,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid
2015-07-31,61000000.0,1992000000.0,27000000,0,171000000.0,370000000,56000000.0,665000000,,-376000000.0,100000000,2000000,-8000000,183000000,7000000,7000000,,122000000,169000000.0,1000000000,-42000000,1372000000.0,337000000.0,1105000000.0,,372000000.0,,0.0,87000000,620000000.0,1983000000.0,,,119000000.0,52000000.0,0.41,70000000.0,172000000.0,86000000.0,1000000,90000000,-35000000,12000000.0,,16000000,15000000.0,70000000,70000000,135000000,462000000.0,17000000,-1000000,106000000,0.0,161000000.0,1099000000.0,88000000.0,295000000,313000000.0,270000000,478000000.0,2000000.0,894000000,0.41,23000000,100000000,1000000000.0,1000000000.0,0.0,-7000000.0,36000000,12000000.0,3097000000.0,1114000000.0,70000000,,
2015-10-31,61000000.0,2206000000.0,-71000000,17000000,209000000.0,418000000,50000000.0,750000000,1629000000.0,-479000000.0,111000000,-178000000,0,206000000,17000000,6000000,,142000000,170000000.0,483000000,-599000000,1520000000.0,614000000.0,1302000000.0,,700000000.0,-574000000.0,-574000000.0,101000000,686000000.0,1579000000.0,,-1111000000.0,137000000.0,80000000.0,1.61,70000000.0,172000000.0,100000000.0,0,105000000,-26000000,11000000.0,,3000000,3000000.0,277000000,277000000,81000000,518000000.0,-176000000,1000000,-517000000,0.0,175000000.0,1099000000.0,84000000.0,332000000,398000000.0,307000000,487000000.0,2000000.0,1000000000,1.63,30000000,55000000,483000000.0,483000000.0,0.0,0.0,-51000000,246000000.0,3508000000.0,1929000000.0,277000000,,
2016-01-31,62000000.0,2099000000.0,-24000000,-22000000,175000000.0,392000000,33000000.0,721000000,,-497000000.0,98000000,4000000,-4000000,200000000,10000000,16000000,,129000000,171000000.0,572000000,-24000000,1497000000.0,678000000.0,1382000000.0,,696000000.0,,0.0,84000000,602000000.0,1626000000.0,,,138000000.0,81000000.0,0.37,56000000.0,172000000.0,100000000.0,1000000,108000000,-34000000,12000000.0,,25000000,24000000.0,64000000,64000000,92000000,514000000.0,20000000,-3000000,89000000,0.0,185000000.0,1099000000.0,79000000.0,329000000,361000000.0,294000000,481000000.0,2000000.0,483000000,0.37,33000000,58000000,572000000.0,572000000.0,,,33000000,233000000.0,3481000000.0,1855000000.0,64000000,,
2016-04-30,69000000.0,2155000000.0,-21000000,-5000000,168000000.0,406000000,39000000.0,731000000,,-437000000.0,95000000,-1000000,-7000000,207000000,3000000,13000000,,133000000,170000000.0,620000000,-38000000,1503000000.0,766000000.0,1500000000.0,,731000000.0,,-10000000.0,87000000,652000000.0,1737000000.0,,,159000000.0,84000000.0,0.51,58000000.0,172000000.0,108000000.0,-1000000,108000000,-28000000,12000000.0,,-41000000,0.0,88000000,88000000,117000000,531000000.0,-1000000,4000000,48000000,0.0,198000000.0,1100000000.0,73000000.0,325000000,408000000.0,311000000,475000000.0,2000000.0,572000000,0.52,34000000,89000000,620000000.0,620000000.0,,,-36000000,226000000.0,3655000000.0,1918000000.0,88000000,,
2016-07-31,73000000.0,2078000000.0,-78000000,-11000000,156000000.0,406000000,33000000.0,715000000,,-433000000.0,106000000,2000000,-12000000,200000000,5000000,10000000,-22000000.0,142000000,170000000.0,664000000,-14000000,1477000000.0,857000000.0,1597000000.0,,738000000.0,0.0,-1000000.0,97000000,601000000.0,1711000000.0,,,153000000.0,69000000.0,0.53,56000000.0,172000000.0,114000000.0,-5000000,104000000,-14000000,11000000.0,,-9000000,18000000.0,91000000,91000000,68000000,522000000.0,6000000,1000000,44000000,0.0,192000000.0,1100000000.0,62000000.0,309000000,415000000.0,300000000,479000000.0,2000000.0,620000000,0.54,34000000,54000000,664000000.0,664000000.0,1000000.0,,-13000000,217000000.0,3675000000.0,1964000000.0,91000000,,
2016-10-31,72000000.0,2290000000.0,-12000000,30000000,189000000.0,420000000,41000000.0,751000000,1676000000.0,-618000000.0,107000000,12000000,1000000,211000000,3000000,10000000,0.0,143000000,,783000000,-14000000,1646000000.0,949000000.0,1513000000.0,,736000000.0,0.0,1000000.0,98000000,644000000.0,1854000000.0,0.0,-1164000000.0,160000000.0,69000000.0,,55000000.0,,46000000.0,-1000000,105000000,-15000000,12000000.0,,0,1000000.0,92000000,92000000,139000000,512000000.0,6000000,2000000,119000000,0.0,180000000.0,1100000000.0,51000000.0,331000000,437000000.0,313000000,474000000.0,2000000.0,664000000,,33000000,124000000,783000000.0,783000000.0,,0.0,-26000000,208000000.0,3803000000.0,1949000000.0,92000000,,
2017-01-31,74000000.0,2221000000.0,-90000000,-12000000,172000000.0,404000000,19000000.0,726000000,,-611000000.0,162000000,40000000,-10000000,213000000,3000000,18000000,,196000000,171000000.0,896000000,-8000000,1625000000.0,1048000000.0,1648000000.0,,721000000.0,,0.0,152000000,596000000.0,1932000000.0,,,162000000.0,74000000.0,0.63,60000000.0,173000000.0,123000000.0,2000000,108000000,-16000000,12000000.0,,21000000,19000000.0,109000000,109000000,102000000,494000000.0,43000000,1000000,113000000,0.0,191000000.0,1093000000.0,68000000.0,322000000,395000000.0,242000000,479000000.0,2000000.0,783000000,0.64,32000000,86000000,896000000.0,896000000.0,,,40000000,197000000.0,3869000000.0,1937000000.0,109000000,,
2017-04-30,91000000.0,3842000000.0,-21000000,-5000000,180000000.0,413000000,22000000.0,753000000,,-595000000.0,42000000,-53000000,0,256000000,13000000,13000000,,87000000,177000000.0,983000000,-1634000000,2966000000.0,1097000000.0,2172000000.0,40000000.0,1702000000.0,,-1617000000.0,22000000,876000000.0,2314000000.0,,,188000000.0,345000000.0,0.27,60000000.0,179000000.0,130000000.0,-16000000,119000000,-17000000,24000000.0,170000000.0,1669000000,446000000.0,49000000,49000000,49000000,545000000.0,-27000000,2000000,87000000,0.0,235000000.0,2156000000.0,57000000.0,340000000,518000000.0,371000000,585000000.0,2000000.0,896000000,0.28,41000000,32000000,1023000000.0,983000000.0,,,-30000000,918000000.0,6014000000.0,3700000000.0,49000000,,
2017-07-31,92000000.0,3621000000.0,49000000,0,181000000.0,411000000,,832000000,,-572000000.0,-4000000,-30000000,20000000,286000000,6000000,13000000,0.0,77000000,186000000.0,873000000,-4000000,2837000000.0,1079000000.0,2219000000.0,3000000.0,1861000000.0,-20000000.0,-1000000.0,-25000000,784000000.0,2158000000.0,,,200000000.0,327000000.0,-0.1,60000000.0,186000000.0,134000000.0,2000000,132000000,-21000000,22000000.0,40000000.0,-208000000,0.0,-18000000,-18000000,98000000,546000000.0,-7000000,-1000000,-110000000,0.0,265000000.0,2047000000.0,77000000.0,421000000,521000000.0,415000000,561000000.0,2000000.0,983000000,-0.1,80000000,77000000,876000000.0,873000000.0,38000000.0,,4000000,865000000.0,5840000000.0,3682000000.0,-18000000,,
2017-10-31,101000000.0,3623000000.0,77000000,32000000,211000000.0,474000000,28000000.0,878000000,1749000000.0,-457000000.0,39000000,-4000000,-14000000,294000000,13000000,12000000,0.0,124000000,186000000.0,818000000,-76000000,2804000000.0,1041000000.0,2310000000.0,,1882000000.0,-60000000.0,0.0,30000000,819000000.0,2177000000.0,-83000000.0,-1219000000.0,224000000.0,356000000.0,-0.2,63000000.0,186000000.0,240000000.0,-1000000,139000000,-18000000,22000000.0,10000000.0,-42000000,0.0,-38000000,-38000000,64000000,530000000.0,68000000,11000000,-55000000,0.0,291000000.0,2038000000.0,62000000.0,404000000,547000000.0,435000000,588000000.0,2000000.0,873000000,-0.2,72000000,46000000,818000000.0,818000000.0,3000000.0,,-25000000,854000000.0,5933000000.0,3755000000.0,-38000000,,
2018-01-31,105000000.0,3566000000.0,207000000,14000000,229000000.0,427000000,35000000.0,837000000,,-412000000.0,-5000000,-235000000,-20000000,289000000,8000000,19000000,,77000000,187000000.0,980000000,-27000000,2680000000.0,1141000000.0,2484000000.0,,1894000000.0,-3000000.0,0.0,-23000000,886000000.0,2275000000.0,-40000000.0,,232000000.0,232000000.0,0.5,61000000.0,189000000.0,270000000.0,-15000000,146000000,-24000000,22000000.0,20000000.0,9000000,24000000.0,94000000,94000000,171000000,539000000.0,-117000000,1000000,162000000,0.0,354000000.0,2028000000.0,78000000.0,410000000,454000000.0,432000000,609000000.0,2000000.0,818000000,0.5,78000000,147000000,980000000.0,980000000.0,,,99000000,806000000.0,6050000000.0,3774000000.0,94000000,,
2018-04-30,119000000.0,3400000000.0,-45000000,6000000,240000000.0,543000000,,990000000,,-419000000.0,100000000,-2000000,2000000,299000000,8000000,15000000,,183000000,188000000.0,784000000,-22000000,2447000000.0,1205000000.0,2523000000.0,,1891000000.0,0.0,,83000000,953000000.0,2189000000.0,-260000000.0,,229000000.0,230000000.0,0.34,59000000.0,190000000.0,281000000.0,-1000000,156000000,-34000000,21000000.0,,-280000000,,64000000,64000000,111000000,546000000.0,19000000,2000000,-196000000,,347000000.0,1789000000.0,78000000.0,447000000,579000000.0,443000000,597000000.0,2000000.0,980000000,0.34,79000000,77000000,784000000.0,784000000.0,,,-130000000,754000000.0,5923000000.0,3734000000.0,64000000,,
2018-07-31,122000000.0,3233000000.0,-196000000,-7000000,231000000.0,565000000,,1004000000,,-449000000.0,128000000,10000000,-25000000,289000000,13000000,14000000,-52000000.0,209000000,188000000.0,742000000,-48000000,2333000000.0,1326000000.0,2613000000.0,,1888000000.0,-8000000.0,,113000000,900000000.0,2182000000.0,0.0,,234000000.0,201000000.0,0.63,54000000.0,191000000.0,285000000.0,-2000000,151000000,-40000000,20000000.0,,-25000000,0.0,121000000,121000000,38000000,549000000.0,-8000000,2000000,-42000000,,333000000.0,1790000000.0,78000000.0,439000000,597000000.0,437000000,609000000.0,2000000.0,784000000,0.64,76000000,-2000000,742000000.0,742000000.0,0.0,,-24000000,702000000.0,5846000000.0,3664000000.0,121000000,,
2018-10-31,127000000.0,3391000000.0,114000000,9000000,242000000.0,587000000,,1047000000,1832000000.0,-488000000.0,140000000,-562000000,-18000000,308000000,11000000,11000000,-40000000.0,-487000000,,913000000,-19000000,1929000000.0,1212000000.0,2433000000.0,,1171000000.0,0.0,,-584000000,1462000000.0,2378000000.0,0.0,-1277000000.0,222000000.0,287000000.0,,46000000.0,,279000000.0,-1000000,154000000,-34000000,20000000.0,499000000.0,-39000000,0.0,-114000000,-114000000,235000000,555000000.0,-470000000,-708000000,171000000,,334000000.0,1291000000.0,69000000.0,460000000,624000000.0,447000000,619000000.0,2000000.0,742000000,,77000000,201000000,913000000.0,913000000.0,0.0,,-34000000,645000000.0,5824000000.0,3446000000.0,-114000000,,
2019-01-31,126000000.0,3320000000.0,32000000,-10000000,222000000.0,578000000,,1006000000,,-449000000.0,121000000,-12000000,-26000000,288000000,7000000,27000000,-40000000.0,216000000,187000000.0,1102000000,-29000000,1920000000.0,1402000000.0,2658000000.0,,1181000000.0,,,120000000,1400000000.0,2544000000.0,0.0,,225000000.0,284000000.0,0.6,52000000.0,190000000.0,308000000.0,-23000000,173000000,-31000000,20000000.0,499000000.0,-33000000,,114000000,114000000,240000000,558000000.0,6000000,15000000,185000000,,317000000.0,1291000000.0,96000000.0,428000000,580000000.0,457000000,641000000.0,2000000.0,917000000,0.61,76000000,209000000,1098000000.0,1098000000.0,,,56000000,594000000.0,5978000000.0,3434000000.0,114000000,,
2019-04-30,150000000.0,3392000000.0,-47000000,11000000,236000000.0,648000000,,1090000000,,-461000000.0,185000000,10000000,-27000000,300000000,4000000,23000000,-29000000.0,288000000,188000000.0,1280000000,-20000000,1907000000.0,1555000000.0,2798000000.0,,1174000000.0,,,193000000,1485000000.0,2824000000.0,0.0,,227000000.0,251000000.0,0.8,42000000.0,191000000.0,317000000.0,-1000000,171000000,-29000000,20000000.0,500000000.0,-21000000,,153000000,153000000,221000000,563000000.0,40000000,22000000,178000000,,333000000.0,1292000000.0,74000000.0,442000000,660000000.0,463000000,660000000.0,2000000.0,1102000000,0.81,75000000,192000000,1277000000.0,1277000000.0,,,-84000000,543000000.0,6190000000.0,3366000000.0,153000000,,
2019-07-31,177000000.0,3410000000.0,0,9000000,247000000.0,643000000,,1087000000,,-460000000.0,197000000,16000000,-25000000,281000000,5000000,16000000,-61000000.0,297000000,188000000.0,1396000000,-120000000,1978000000.0,1714000000.0,2938000000.0,,1209000000.0,,0.0,199000000,1432000000.0,2935000000.0,0.0,,227000000.0,297000000.0,0.83,46000000.0,191000000.0,341000000.0,-2000000,168000000,-30000000,20000000.0,500000000.0,-37000000,,159000000,159000000,274000000,568000000.0,40000000,15000000,116000000,,324000000.0,1292000000.0,90000000.0,444000000,618000000.0,446000000,696000000.0,2000000.0,1280000000,0.85,78000000,244000000,1394000000.0,1394000000.0,0.0,,53000000,546000000.0,6348000000.0,3413000000.0,159000000,,
2019-10-31,176000000.0,3619000000.0,-20000000,3000000,253000000.0,665000000,,1120000000,1923000000.0,-578000000.0,208000000,-16000000,-14000000,286000000,7000000,16000000,-29000000.0,302000000,187000000.0,1600000000,-27000000,2616000000.0,1909000000.0,3004000000.0,,1209000000.0,2000000.0,3000000.0,203000000,1003000000.0,3215000000.0,-500000000.0,-1347000000.0,244000000.0,295000000.0,1.02,46000000.0,191000000.0,332000000.0,-4000000,176000000,-30000000,20000000.0,,-31000000,,195000000,195000000,263000000,576000000.0,8000000,9000000,204000000,,334000000.0,1788000000.0,83000000.0,455000000,668000000.0,457000000,705000000.0,2000000.0,1396000000,1.04,79000000,233000000,1598000000.0,1598000000.0,0.0,,-51000000,490000000.0,6623000000.0,3408000000.0,195000000,,
