date,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyEbitda,quarterlyOtherCurrentAssets,quarterlyOperatingExpense,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2010-03-31,3234190000.0,7711636000.0,-3008787000.0,0.0,,4494055000.0,58027462000.0,506707000.0,205115000.0,578019179000.0,-335447000.0,-23526994000.0,-13297123000.0,9948266098.0,8103585000.0,,23805287000.0,4588103000.0,10622270000.0,15219688000.0,46789792000.0,,36550458000.0,225350302000.0,0.323293,,3234190000.0,3484119000.0,52974532000.0,5560141000.0,111954000.0,,9948266098.0,-6194853000.0,1060948000.0,29463914000.0,4427417000.0,,,16194067000.0,3558756000.0,8270323000.0,-120452000.0,455378000.0,,-12839426000.0,4607559000.0,-457697000.0,,634663189000.0,-7889993000.0,7819655000.0,0.0,0.323293,45000000000.0,7540092000.0,,65917455000.0,,,,,,,,,,,,,,,,,,,
2010-06-30,2171810000.0,-7749636000.0,-3682213000.0,-2871000000.0,,-73410055000.0,54743000000.0,2509293000.0,,559715000000.0,-775553000.0,32973994000.0,36662123000.0,,16319000000.0,,18059000000.0,3025897000.0,11696000000.0,19896312000.0,68970000000.0,2759000000.0,14592000000.0,132300000000.0,,14716000000.0,2171810000.0,2376881000.0,74125000000.0,6886859000.0,-26390954000.0,,,-6924000000.0,692052000.0,131421000000.0,4772000000.0,,,98956000000.0,20196000000.0,7281677000.0,-292548000.0,33307622000.0,,37279426000.0,3006441000.0,-617303000.0,,646951000000.0,-2823007000.0,1999345000.0,,,45254000000.0,123000000.0,-283000000.0,58027462000.0,,,,,,,,,,,,,,,,,,,
2010-09-30,4027161000.0,15099629000.0,-3970118000.0,-1281051000.0,,68402175000.0,52871987000.0,-1346708000.0,236560000.0,625365200000.0,1072816000.0,-51986714000.0,-41833986000.0,,0.0,,,6638050000.0,6834473000.0,13555402000.0,57802507000.0,,66242707000.0,256588497000.0,,74467000.0,4027161000.0,4285396000.0,57225072000.0,8271433000.0,26613604000.0,,,-6584122000.0,2205488000.0,11063416000.0,250351000.0,,,18474040000.0,3272570000.0,9895708000.0,-172491000.0,-29050581000.0,,-41243057000.0,6659384000.0,-590929000.0,,686248444000.0,-1891463000.0,1521788000.0,,,45000000000.0,8280995000.0,12367662000.0,54743000000.0,,,,,,,,,,,,,,,,,,,
2010-12-31,1633839000.0,-15012629000.0,-7739882000.0,-162949000.0,,-112737175000.0,37933000000.0,4398708000.0,,656879000000.0,912184000.0,-24780286000.0,-21109014000.0,,19066000000.0,,,2575950000.0,12470000000.0,25803598000.0,84768000000.0,,,190742000000.0,,14664000000.0,1633839000.0,1744604000.0,76625000000.0,8071567000.0,-111003978000.0,,,-7319000000.0,978512000.0,148924000000.0,5151000000.0,,,123041000000.0,18148000000.0,9376292000.0,14082491000.0,117917581000.0,,-20098943000.0,2554616000.0,-1010071000.0,,746580000000.0,-14918537000.0,6831212000.0,0.0,,24208000000.0,,-239000000.0,52871987000.0,,,,,,,,,,,,,,,,,,,
2011-03-31,3530301000.0,5933369000.0,-3493390000.0,-2877040000.0,,838648000.0,33207265000.0,523014000.0,847050000.0,711316665000.0,-618072000.0,-14059041000.0,-5049891000.0,9986434788.0,0.0,,27421966000.0,5169505000.0,11554023000.0,17053023000.0,60909143000.0,,94474760000.0,217309727000.0,0.355167,67617000.0,3530301000.0,3707831000.0,63730536000.0,6164999000.0,21923000.0,,9986434788.0,-6746994000.0,1469675000.0,26602128000.0,4807029000.0,,,25448338000.0,2890836000.0,10480769000.0,-265017000.0,-2312301000.0,,-4449972000.0,5212596000.0,-599919000.0,,778472489000.0,-5923625000.0,4862490000.0,,0.355167,45000000000.0,7965342000.0,18697311000.0,39148018000.0,,,,,,,,,,,,,,,,,,,
2011-06-30,3322000000.0,6731478000.0,-13285659000.0,-163710000.0,,3290251000.0,28626235000.0,544748000.0,828714000.0,723108287000.0,-718912000.0,-18685165000.0,-8598049000.0,9998555133.0,,,28671206000.0,4429000000.0,11474533000.0,18879000000.0,63431004000.0,,96244822000.0,212738136000.0,0.3324,67617000.0,3322000000.0,3504000000.0,66082796000.0,8048000000.0,47553000.0,,9970769261.0,-6693168000.0,925000000.0,32637470000.0,4781365000.0,,,26726437000.0,3123748000.0,12046000000.0,-326681000.0,100205000.0,,-7760651000.0,4429000000.0,-837398000.0,,792500390000.0,-4370195000.0,17278580000.0,,0.3324,45000000000.0,8518754000.0,21543542000.0,33207265000.0,,,,,,,,,,,,,,,,,,,
2011-09-30,3391000000.0,6305399000.0,-7299974000.0,-1385310000.0,,-1739619000.0,30643924000.0,549548000.0,862055000.0,766784399000.0,-2630137000.0,1469195000.0,6007165000.0,9947964046.0,,,25083930000.0,2903000000.0,11852876000.0,17367000000.0,64649331000.0,,101875994000.0,221802594000.0,0.341507,95087000.0,3391000000.0,3590000000.0,68205713000.0,7515000000.0,19442000.0,-3841694000.0,9920152484.0,-6932189000.0,-687000000.0,36407270000.0,4920687000.0,,,30860511000.0,3286315000.0,19433000000.0,-1495665000.0,-5262241000.0,,6864098000.0,2903000000.0,-856933000.0,,836994304000.0,-137762000.0,6256851000.0,-744647000.0,0.341507,45000000000.0,8623620000.0,24520164000.0,28626235000.0,,,,,,,,,,,,,,,,,,,
2011-12-31,2897119000.0,-2394246000.0,-9580977000.0,-161940000.0,,-3700280000.0,38105000000.0,550690000.0,,742800000000.0,652121000.0,-19346989000.0,-3674225000.0,,,,3089000000.0,5341865000.0,12090000000.0,23621310000.0,78139000000.0,,,215488000000.0,,,2897119000.0,3091467000.0,73941000000.0,14236420000.0,-67333000.0,-332155000.0,,-6732000000.0,2224376000.0,136542000000.0,5358000000.0,,4319000000.0,67166000000.0,3825000000.0,14940460000.0,1385363000.0,6553337000.0,,-2093475000.0,5152487000.0,-1580750000.0,,818136000000.0,759582000.0,7382079000.0,-362000.0,,,,29866000000.0,30643924000.0,,,,,,,,,,,,,,,,,,,
2012-03-31,3285000000.0,4446000000.0,-13928000000.0,-3343000000.0,,-6732000000.0,73743000000.0,513000000.0,,751469000000.0,-855000000.0,31592000000.0,44167000000.0,9950340926.0,,,1940000000.0,5333000000.0,12082000000.0,20836000000.0,81647000000.0,,,219215000000.0,0.3324,,3285000000.0,3479000000.0,74966000000.0,8407000000.0,18000000.0,-4328000000.0,9920196143.0,-6855000000.0,1854000000.0,34850000000.0,5227000000.0,,3406000000.0,65173000000.0,3956000000.0,26766000000.0,164000000.0,-1963000000.0,,44912000000.0,5333000000.0,-745000000.0,,827623000000.0,36217000000.0,7713000000.0,,0.3324,45000000000.0,,30681000000.0,38105000000.0,,,,,,,,,,,,,,,,,,,
2012-06-30,3122000000.0,3949000000.0,-7666000000.0,-204000000.0,56000000.0,-5204000000.0,56934000000.0,575000000.0,,754189000000.0,-2058000000.0,-22675000000.0,-12781000000.0,9977628692.0,,,,3374000000.0,12410000000.0,19241000000.0,89793000000.0,,,234195000000.0,0.314186,,3122000000.0,3328000000.0,77875000000.0,8898000000.0,40000000.0,-6774000000.0,9923954834.0,-7063000000.0,46000000.0,38495000000.0,5347000000.0,,6099000000.0,63433000000.0,4283000000.0,12707000000.0,-375000000.0,-763000000.0,,-11802000000.0,3374000000.0,-979000000.0,-17000000.0,833083000000.0,-17769000000.0,3420000000.0,-99000000.0,0.314186,45000000000.0,,33606000000.0,73743000000.0,,,,,,,,,,,,,,,,,,,
2012-09-30,3308000000.0,4186000000.0,-6114000000.0,-1456000000.0,53000000.0,-2963000000.0,59023000000.0,539000000.0,,803904000000.0,-745000000.0,-1747000000.0,9487000000.0,9949762919.0,,,3980000000.0,4696000000.0,13986000000.0,19883000000.0,95356000000.0,,,243337000000.0,0.3324,,3308000000.0,3454000000.0,74610000000.0,6945000000.0,13000000.0,290000000.0,9922053364.0,-7217000000.0,1242000000.0,31265000000.0,6769000000.0,,3100000000.0,67545000000.0,3126000000.0,10924000000.0,-10820000000.0,-6108000000.0,,10294000000.0,4696000000.0,-807000000.0,0.0,878838000000.0,1223000000.0,3937000000.0,0.0,0.3324,45000000000.0,,30284000000.0,56934000000.0,,,,,,,,,,,,,,,,,,,
2012-12-31,2919000000.0,1383000000.0,-24904000000.0,-203000000.0,,-22684000000.0,45790000000.0,563000000.0,,881156000000.0,167000000.0,-7671000000.0,4110000000.0,,,90869000000.0,4470000000.0,4013000000.0,12634000000.0,17065000000.0,103489000000.0,,,287304000000.0,,,2919000000.0,2930000000.0,75902000000.0,9473000000.0,335000000.0,-3205000000.0,,-7006000000.0,1083000000.0,101494000000.0,5628000000.0,1110000000.0,3038000000.0,65612000000.0,4671000000.0,11053000000.0,-11980000000.0,3921000000.0,,5231000000.0,4013000000.0,-1121000000.0,,957154000000.0,-13532000000.0,2974000000.0,10686000000.0,,45888000000.0,,31537000000.0,59023000000.0,,,,,,,,,,,,,,,,,,,
2013-03-31,3482000000.0,5000000000.0,-5454000000.0,-3343000000.0,54000000.0,8074000000.0,46854000000.0,562000000.0,,870478000000.0,-548000000.0,-13791000000.0,-948000000.0,9960308037.0,,81245000000.0,7144000000.0,4810000000.0,12929000000.0,18909000000.0,105922000000.0,,,261844000000.0,0.350614,,3482000000.0,3490000000.0,76255000000.0,7611000000.0,29000000.0,-3612000000.0,9929774902.0,-7269000000.0,1320000000.0,93492000000.0,5660000000.0,1067000000.0,2766000000.0,62668000000.0,4839000000.0,8494000000.0,298000000.0,-6458000000.0,,-270000000.0,4810000000.0,-678000000.0,,947655000000.0,1346000000.0,14165000000.0,,0.350614,45924000000.0,,31717000000.0,45775000000.0,,,,,,,,,,,,,,,,,,,
2013-06-30,3748000000.0,3435000000.0,-14443000000.0,-204000000.0,55000000.0,-12145000000.0,67604000000.0,594000000.0,,890400000000.0,-1933000000.0,22274000000.0,30697000000.0,9967593332.0,,93425000000.0,7862000000.0,4019000000.0,13422000000.0,17973000000.0,111688000000.0,,,279127000000.0,0.375657,,3748000000.0,3767000000.0,77736000000.0,7861000000.0,16000000.0,-1413000000.0,9929176296.0,-7530000000.0,252000000.0,102327000000.0,5892000000.0,1081000000.0,331000000.0,65031000000.0,4934000000.0,11590000000.0,-7000000.0,-208000000.0,,31608000000.0,4019000000.0,-911000000.0,0.0,969069000000.0,19256000000.0,3130000000.0,-256000000.0,0.375657,60976000000.0,,18376000000.0,46854000000.0,,,,,,,,,,,,,,,,,,,
2013-09-30,4286000000.0,888000000.0,-2770000000.0,-1600000000.0,57000000.0,7375000000.0,74260000000.0,576000000.0,,908906000000.0,-1004000000.0,-6946000000.0,552000000.0,9928728648.0,,85607000000.0,8942000000.0,5961000000.0,13745000000.0,19575000000.0,111358000000.0,,,278106000000.0,0.430754,,4286000000.0,4319000000.0,80340000000.0,7964000000.0,44000000.0,-1265000000.0,9897616917.0,-7578000000.0,1724000000.0,102048000000.0,6167000000.0,1061000000.0,315000000.0,67568000000.0,5421000000.0,12501000000.0,-6000000.0,-2938000000.0,,1963000000.0,6043000000.0,-1411000000.0,-2000000.0,990206000000.0,6400000000.0,11404000000.0,-406000000.0,0.430754,60933000000.0,,21324000000.0,67604000000.0,,,,,,,,,,,,,,,,,,,
2013-12-31,4908000000.0,3441000000.0,-17037000000.0,-223000000.0,47000000.0,-17803000000.0,55790000000.0,601000000.0,,943105000000.0,4286000000.0,-16711000000.0,-288000000.0,,,96626000000.0,3671000000.0,6201000000.0,14458000000.0,20146000000.0,116158000000.0,,,307496000000.0,,1905000000.0,4908000000.0,4946000000.0,83223000000.0,8903000000.0,22000000.0,-475000000.0,,-7894000000.0,1047000000.0,119246000000.0,6564000000.0,1099000000.0,328000000.0,67273000000.0,5797000000.0,13776000000.0,-29000000.0,-1003000000.0,,-772000000.0,5993000000.0,645000000.0,-376000000.0,1027297000000.0,-19577000000.0,1301000000.0,0.0,,60984000000.0,,24093000000.0,74260000000.0,,,,,,,,,,,,,,,,,,,
2014-03-31,4551000000.0,11987000000.0,-27843000000.0,-3830000000.0,52000000.0,9013000000.0,90027000000.0,615000000.0,,939798000000.0,-456000000.0,16610000000.0,38357000000.0,9941043394.0,,76299000000.0,8428000000.0,7194000000.0,14668000000.0,21924000000.0,115900000000.0,,,276409000000.0,0.460806,1928000000.0,4551000000.0,4601000000.0,84481000000.0,8079000000.0,10000000.0,-9038000000.0,9913174765.0,-7992000000.0,2593000000.0,125702000000.0,6676000000.0,1107000000.0,288000000.0,64902000000.0,5819000000.0,14185000000.0,-13000000.0,-12671000000.0,,39181000000.0,7194000000.0,-824000000.0,-88000000.0,1025285000000.0,35524000000.0,37749000000.0,,0.455798,60960000000.0,,25089000000.0,55790000000.0,,,,,,,,,,,,,,,,,,,
2014-06-30,4766000000.0,5945000000.0,-9432000000.0,-223000000.0,51000000.0,-3009000000.0,74507000000.0,606000000.0,,950400000000.0,208000000.0,-25185000000.0,-7330000000.0,9959044600.0,,72149000000.0,8540000000.0,7370000000.0,14995000000.0,22560000000.0,116866000000.0,,,304002000000.0,0.479339,1928000000.0,4766000000.0,4843000000.0,88250000000.0,8571000000.0,10000000.0,-3876000000.0,9923387555.0,-8168000000.0,2527000000.0,127678000000.0,6827000000.0,1135000000.0,309000000.0,61634000000.0,5723000000.0,15310000000.0,-2000000.0,-3881000000.0,,-6427000000.0,7370000000.0,-903000000.0,0.0,1039731000000.0,-13318000000.0,6899000000.0,0.0,0.479339,76013000000.0,,13782000000.0,90027000000.0,,,,,,,,,,,,,,,,,,,
2014-09-30,5893000000.0,1134000000.0,-13713000000.0,-2019000000.0,54000000.0,-2016000000.0,71874000000.0,641000000.0,,982906000000.0,-1008000000.0,-11328000000.0,-2967000000.0,9981946383.0,,76625000000.0,10601000000.0,6772000000.0,15789000000.0,21286000000.0,115820000000.0,,,291457000000.0,0.595041,1934000000.0,5893000000.0,5984000000.0,93457000000.0,8941000000.0,17000000.0,-168000000.0,9931904940.0,-8318000000.0,788000000.0,98591000000.0,7471000000.0,1291000000.0,311000000.0,71719000000.0,5999000000.0,21621000000.0,176000000.0,-832000000.0,,-1562000000.0,6772000000.0,-1405000000.0,0.0,1077711000000.0,-4410000000.0,13082000000.0,0.0,0.589532,76097000000.0,,18705000000.0,74507000000.0,,,,,,,,,,,,,,,,,,,
2014-12-31,6345000000.0,2700000000.0,-6523000000.0,-247000000.0,393000000.0,-1312000000.0,125318000000.0,682000000.0,,1026586000000.0,994000000.0,51396000000.0,63443000000.0,,,78360000000.0,4490000000.0,7472000000.0,17200000000.0,21457000000.0,119956000000.0,,,304210000000.0,,1961000000.0,6345000000.0,6433000000.0,99260000000.0,9042000000.0,30000000.0,-10052000000.0,,-8489000000.0,1039000000.0,103714000000.0,8711000000.0,1386000000.0,201000000.0,75872000000.0,6134000000.0,21861000000.0,-79000000.0,-11279000000.0,,65509000000.0,7472000000.0,-2066000000.0,0.0,1127203000000.0,52918000000.0,5705000000.0,-35000000.0,,76508000000.0,,24080000000.0,71874000000.0,,,,,,,,,,,,,,,,,,,
2015-03-31,5673000000.0,27000000.0,-3486000000.0,-4457000000.0,-138000000.0,-50000000.0,86468000000.0,667000000.0,,1067379000000.0,-422000000.0,-46020000000.0,-38938000000.0,9966616811.0,,83527000000.0,7766000000.0,2873000000.0,17416000000.0,18943000000.0,130206000000.0,,,318331000000.0,0.573003,1999000000.0,5673000000.0,5783000000.0,100365000000.0,8733000000.0,28000000.0,-945000000.0,9925685510.0,-8757000000.0,-2910000000.0,107825000000.0,8659000000.0,1468000000.0,327000000.0,80712000000.0,6214000000.0,15793000000.0,228000000.0,-4834000000.0,,-38352000000.0,2873000000.0,-586000000.0,0.0,1169439000000.0,-43237000000.0,3869000000.0,-568000000.0,0.567493,76412000000.0,,25620000000.0,125318000000.0,,,,,,,,,,,,,,,,,,,
2015-06-30,5845000000.0,4204000000.0,-3094000000.0,-246000000.0,114000000.0,1855000000.0,77192000000.0,714000000.0,,1028163000000.0,680000000.0,-30850000000.0,-13074000000.0,9963054890.0,,81274000000.0,7789000000.0,9150000000.0,17324000000.0,25978000000.0,127398000000.0,,,339386000000.0,0.587879,1987000000.0,5845000000.0,5934000000.0,103959000000.0,8956000000.0,19000000.0,-878000000.0,9914323943.0,-8789000000.0,3216000000.0,109137000000.0,8535000000.0,1439000000.0,305000000.0,81430000000.0,6219000000.0,19199000000.0,-8000000.0,2491000000.0,,-12464000000.0,9150000000.0,-610000000.0,0.0,1133898000000.0,-8118000000.0,5508000000.0,-679000000.0,0.587879,86675000000.0,,19626000000.0,86468000000.0,,,,,,,,,,,,,,,,,,,
2015-09-30,9202000000.0,2217000000.0,-3888000000.0,-2037000000.0,80000000.0,-3349000000.0,88375000000.0,704000000.0,,1130320000000.0,-3316000000.0,992000000.0,9451000000.0,9924585775.0,,88267000000.0,9798000000.0,-1354000000.0,18361000000.0,16078000000.0,139729000000.0,,,357739000000.0,0.933333,2065000000.0,9202000000.0,9298000000.0,109743000000.0,9899000000.0,41000000.0,-2158000000.0,9846579273.0,-9558000000.0,-10652000000.0,115000000000.0,8803000000.0,1862000000.0,297000000.0,95401000000.0,6285000000.0,18095000000.0,-2000000.0,-2854000000.0,,10065000000.0,-1354000000.0,-614000000.0,0.0,1241933000000.0,3862000000.0,1009000000.0,-1273000000.0,0.927273,86757000000.0,,26535000000.0,77192000000.0,,,,,,,,,,,,,,,,,,,
2015-12-31,5020000000.0,6608000000.0,-3183000000.0,-268000000.0,124000000.0,1183000000.0,91649000000.0,743000000.0,,1162356000000.0,1189000000.0,-15462000000.0,5475000000.0,,,86045000000.0,4840000000.0,7596000000.0,18350000000.0,26771000000.0,154398000000.0,,,351088000000.0,,2057000000.0,5020000000.0,5141000000.0,112252000000.0,9832000000.0,34000000.0,-1260000000.0,,-9809000000.0,2455000000.0,115625000000.0,8541000000.0,1909000000.0,370000000.0,96406000000.0,6295000000.0,21977000000.0,-184000000.0,-3331000000.0,,6292000000.0,7596000000.0,-817000000.0,0.0,1276415000000.0,4143000000.0,4990000000.0,-804000000.0,,86881000000.0,,29724000000.0,88375000000.0,,,,,,,,,,,,,,,,,,,
2016-03-31,5711000000.0,4739000000.0,-2560000000.0,-4826000000.0,-290000000.0,1002000000.0,116987000000.0,728000000.0,,1088434000000.0,952000000.0,18343000000.0,33256000000.0,9782329334.0,,85679000000.0,6969000000.0,10675000000.0,18239000000.0,28857000000.0,150734000000.0,,,355695000000.0,0.581818,2669000000.0,5711000000.0,5698000000.0,113087000000.0,9048000000.0,111000000.0,-7727000000.0,9782329334.0,-10058000000.0,4977000000.0,114574000000.0,8181000000.0,1801000000.0,310000000.0,81458000000.0,6238000000.0,22686000000.0,-30000000.0,-12412000000.0,,33573000000.0,10675000000.0,-317000000.0,-714000000.0,1203294000000.0,22162000000.0,4334000000.0,-200000000.0,0.581818,86553000000.0,,30678000000.0,91649000000.0,,,,,,,,,,,,,,,,,,,
2016-06-30,5999000000.0,6919000000.0,-16740000000.0,-267000000.0,116000000.0,-1640000000.0,106146000000.0,847000000.0,1714374000.0,1185222000000.0,8411000000.0,-35222000000.0,13174000000.0,9784047477.0,,85501000000.0,6974000000.0,12289000000.0,18825000000.0,30733000000.0,147040000000.0,,,365232000000.0,0.612121,9384000000.0,5999000000.0,6322000000.0,117583000000.0,10045000000.0,104000000.0,-6192000000.0,9784047477.0,-10639000000.0,5967000000.0,115912000000.0,8186000000.0,1679000000.0,428000000.0,87777000000.0,7564000000.0,22707000000.0,-96000000.0,-1660000000.0,,13252000000.0,12289000000.0,-78000000.0,0.0,1316342000000.0,9951000000.0,8992000000.0,0.0,0.612121,86673000000.0,,32357000000.0,116987000000.0,,,,,,,,,,,,,,,,,,,
2016-09-30,5561000000.0,5868000000.0,-3528000000.0,-2303000000.0,113000000.0,1339000000.0,119442000000.0,821000000.0,,1188557000000.0,343000000.0,-2586000000.0,17008000000.0,10273035036.0,,86602000000.0,8169000000.0,7154000000.0,18831000000.0,26959000000.0,145079000000.0,,,374326000000.0,0.566667,9375000000.0,5561000000.0,5622000000.0,121942000000.0,11033000000.0,25000000.0,-2127000000.0,10273035036.0,-10911000000.0,1532000000.0,119672000000.0,7920000000.0,1657000000.0,759000000.0,89635000000.0,7772000000.0,25009000000.0,25000000.0,-4194000000.0,,17876000000.0,7154000000.0,-868000000.0,0.0,1324122000000.0,15021000000.0,5652000000.0,200000.0,0.566667,98800000000.0,,24392000000.0,106146000000.0,,,,,,,,,,,,,,,,,,,
2016-12-31,5992000000.0,6855000000.0,-3308000000.0,-277000000.0,130000000.0,-696000000.0,96119000000.0,837000000.0,,1218427000000.0,2030000000.0,-40869000000.0,-20975000000.0,,,88277000000.0,5193000000.0,8074000000.0,19114000000.0,28214000000.0,137317000000.0,,,393601000000.0,,9675000000.0,5992000000.0,5940000000.0,122582000000.0,10399000000.0,96000000.0,-2152000000.0,,-11072000000.0,2134000000.0,126934000000.0,8042000000.0,,643000000.0,94405000000.0,7381000000.0,24724000000.0,-1005000000.0,-4063000000.0,,-19966000000.0,8074000000.0,-1009000000.0,0.0,1353241000000.0,-24724000000.0,3332000000.0,-747000000.0,,98933000000.0,,25531000000.0,119442000000.0,,,,,,,,,,,,,,,,,,,
2017-03-31,6001000000.0,6235000000.0,-4994000000.0,-7274000000.0,-318000000.0,3689000000.0,90974000000.0,820000000.0,,1189836000000.0,1330000000.0,-20526000000.0,-1297000000.0,9786906204.0,,88655000000.0,9145000000.0,9405000000.0,19134000000.0,28406000000.0,131087000000.0,,,394579000000.0,0.613333,9573000000.0,6001000000.0,5878000000.0,122163000000.0,9742000000.0,18000000.0,-4570000000.0,9786906204.0,-11335000000.0,3527000000.0,131395000000.0,7799000000.0,1977000000.0,580000000.0,96784000000.0,7236000000.0,24177000000.0,-113000000.0,-8196000000.0,,-1036000000.0,9405000000.0,-261000000.0,0.0,1323995000000.0,-5543000000.0,8739000000.0,-286000000.0,0.613333,98609000000.0,,25171000000.0,96119000000.0,,,,,,,,,,,,,,,,,,,
2017-06-30,6369000000.0,4039000000.0,-2060000000.0,-293000000.0,106000000.0,2350000000.0,84131000000.0,771000000.0,2181000000.0,1222730000000.0,1431000000.0,-25158000000.0,-6538000000.0,9841601934.0,,89175000000.0,8394000000.0,7779000000.0,19218000000.0,25451000000.0,133489000000.0,,,410583000000.0,0.66,9834000000.0,6369000000.0,6792000000.0,125944000000.0,10090000000.0,114000000.0,-3444000000.0,9760718133.0,-11594000000.0,987000000.0,140022000000.0,7624000000.0,2011000000.0,514000000.0,100889000000.0,7301000000.0,19470000000.0,129000000.0,-2222000000.0,,-5707000000.0,7779000000.0,-831000000.0,0.0,1361222000000.0,-5579000000.0,4934000000.0,-996000000.0,0.66,98698000000.0,,29817000000.0,90974000000.0,,,,,,,,,,,,,,,,,,,
2017-09-30,6048000000.0,5741000000.0,-5600000000.0,-2522000000.0,121000000.0,-4754000000.0,93744000000.0,810000000.0,,1229827000000.0,931000000.0,4267000000.0,21569000000.0,9829142550.0,,95914000000.0,11285000000.0,10143000000.0,19300000000.0,28431000000.0,122169000000.0,,,435434000000.0,0.62,9937000000.0,6048000000.0,5918000000.0,131410000000.0,10190000000.0,36000000.0,-5479000000.0,9750111832.0,-11879000000.0,4225000000.0,142144000000.0,7421000000.0,1990000000.0,476000000.0,103862000000.0,7641000000.0,19195000000.0,-137000000.0,-7936000000.0,,22189000000.0,10143000000.0,-620000000.0,0.0,1373518000000.0,9499000000.0,1391000000.0,-95000000.0,0.613333,98859000000.0,,34960000000.0,84131000000.0,,,,,,,,,,,,,,,,,,,
2017-12-31,5485000000.0,14223000000.0,-11158000000.0,-293000000.0,172000000.0,-5123000000.0,83314000000.0,768000000.0,,1286963000000.0,1409000000.0,-33307000000.0,-8688000000.0,,,102284000000.0,7723000000.0,4884000000.0,19656000000.0,24156000000.0,128658000000.0,,2843000000.0,424078000000.0,,10716000000.0,5485000000.0,5680000000.0,134840000000.0,11045000000.0,33000000.0,-2227000000.0,,-12297000000.0,-796000000.0,146639000000.0,7359000000.0,2326000000.0,441000000.0,99440000000.0,8667000000.0,15483000000.0,690000000.0,1431000000.0,,-6804000000.0,4884000000.0,-1884000000.0,-245000000.0,1434969000000.0,-10496000000.0,7891000000.0,-1712000000.0,,99078000000.0,,38505000000.0,93744000000.0,,,,,,,,,,,,,,,,,,,
2018-03-31,6389000000.0,6573000000.0,-9315000000.0,-14560000000.0,-630000000.0,3389000000.0,77306000000.0,859000000.0,,1305018000000.0,1846000000.0,-111377000000.0,-97047000000.0,9761612799.0,,60283000000.0,9715000000.0,,19936000000.0,25891000000.0,141635000000.0,,,511317000000.0,0.66,10870000000.0,6389000000.0,6557000000.0,123031000000.0,10089000000.0,41000000.0,-5307000000.0,9714380920.0,-12764000000.0,3006000000.0,146001000000.0,7172000000.0,2337000000.0,387000000.0,93378000000.0,8475000000.0,16431000000.0,212000000.0,-16093000000.0,,-96397000000.0,9563000000.0,-650000000.0,,1441407000000.0,-109101000000.0,13148000000.0,0.0,0.653333,98804000000.0,,25723000000.0,186478000000.0,,,,,,,,,,,,,,,,,,,
