date,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyTotalNonCurrentAssets,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit
2010-06-30,336557000.0,513126944000.0,2777321000.0,,1761967000.0,,,8359789000.0,3519620000.0,19282927000.0,2318996000.0,-142417000.0,0.0,82779856000.0,-17602819000.0,6501463539.0,15798598000.0,,3519620000.0,0.369966,,44295323000.0,7607792000.0,-13093741000.0,,-4932838000.0,4178848000.0,,131264842000.0,2423039000.0,2405318000.0,9079484000.0,6501463539.0,-711724000.0,62156272000.0,,,1096581000.0,3426951000.0,,,71905297000.0,28500000000.0,8367760000.0,2405318000.0,558100216000.0,13920548000.0,0.369966,-58311000.0,-5571495000.0,5252187000.0,8990991000.0,7850720000.0,525201000.0,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,312056000.0,565106465000.0,2451263000.0,,-49183915000.0,,,8289042000.0,4199332000.0,14751714000.0,2259680000.0,-705705000.0,0.0,66493625000.0,-15271406000.0,6023837416.0,17455598000.0,,4176367000.0,0.419484,,46113663000.0,5219273000.0,-335138000.0,,-4887992000.0,-5246777000.0,,,2590214000.0,2526904000.0,-40223787000.0,6023837416.0,-949135000.0,34827558000.0,,,1586153000.0,3401050000.0,,,82779856000.0,28500000000.0,-41172922000.0,2526904000.0,611903426000.0,16830599000.0,0.419484,,-14314854000.0,5706416000.0,,9274254000.0,536444000.0,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,568780000000.0,,,45396298000.0,2082000000.0,,10597000000.0,4553925000.0,26456505000.0,5240037000.0,-427653000.0,-10260000.0,36494000000.0,-93785187000.0,,19231000000.0,1183000000.0,4794317000.0,,,52715000000.0,15003297000.0,-92150281000.0,,-5171000000.0,2480000000.0,,142743000000.0,2618369000.0,2627072000.0,43400573000.0,,-759940000.0,75237000000.0,,,2175948000.0,5426000000.0,,,66493625000.0,14250000000.0,42640633000.0,2627072000.0,621612000000.0,90182000000.0,,,-11050804000.0,3652000000.0,7735000000.0,1031719000.0,606094000.0,10108318000.0,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,447122000.0,623515671000.0,2421312000.0,,21165715000.0,,,8947769000.0,4073480000.0,22001358000.0,4590000.0,-2141134000.0,-53042000.0,56841295000.0,-5678218000.0,5994023182.0,21223006000.0,,4073480000.0,0.450789,,51296963000.0,8602726000.0,-112393000.0,,-5284998000.0,1540219000.0,,219156289000.0,2775703000.0,2702039000.0,28839885000.0,5994023182.0,-589497000.0,35919153000.0,,,1297777000.0,3662771000.0,66784463000.0,,36240382000.0,30100000000.0,28250388000.0,2702039000.0,675386612000.0,12835957000.0,0.450789,-1627451000.0,-5026580000.0,6447200000.0,19438244000.0,10789613000.0,580244000.0,41854000.0,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,505228000.0,635266519000.0,3036754000.0,,-23285911000.0,,,8936846000.0,4530565000.0,27379297000.0,1377000.0,-159164000.0,0.0,42279824000.0,-3317636000.0,6011923393.0,23055876000.0,,4530565000.0,0.463311,,53441631000.0,8910898000.0,-124713000.0,,-5280835000.0,849000.0,,180703323000.0,2809425000.0,2785389000.0,-11241082000.0,6011923393.0,-481221000.0,24387725000.0,,,1721140000.0,3656011000.0,351747000.0,,56841295000.0,30100000000.0,-11722303000.0,2785389000.0,689307013000.0,73882131000.0,0.463311,133706000.0,-2774711000.0,6379228000.0,20791710000.0,10635559000.0,590741000.0,63009000.0,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,622272000.0,667933827000.0,2974222000.0,,-32075423000.0,,,9115950000.0,3084744000.0,17017597000.0,146914000.0,-783351000.0,-120018000.0,30113628000.0,12717434000.0,5995154088.0,24908925000.0,,2349238000.0,0.469572,,53742101000.0,6692880000.0,471514000.0,,-5303310000.0,-1154000.0,,160701339000.0,2830886000.0,2815155000.0,-25595856000.0,5995154088.0,-912814000.0,48823659000.0,,,-481648000.0,3812640000.0,71429907000.0,,42279824000.0,30100000000.0,-26508670000.0,2815155000.0,722289368000.0,18174800000.0,0.469572,-435579000.0,5649783000.0,6517687000.0,,16633786000.0,610225000.0,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,,662704798000.0,,,-66797263000.0,1751059000.0,,9863310000.0,1803764000.0,95284000.0,8148396000.0,-484688000.0,0.0,36853126000.0,12961121000.0,,632096000.0,723526000.0,3730186000.0,,,59139046000.0,4765089000.0,7585847000.0,,-5596092000.0,-3828846000.0,,148346928000.0,2673428000.0,2655471000.0,-29063577000.0,,-2947792000.0,68541060000.0,2246508000.0,,1056758000.0,4267218000.0,,,30113628000.0,,-32011369000.0,2655471000.0,722086892000.0,93777577000.0,,,-17015925000.0,6493171000.0,,8697028000.0,339125000.0,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,646106000.0,730860201000.0,,,62129827000.0,,,10136743000.0,4609274000.0,26043831000.0,3298274000.0,-2364275000.0,-1826000.0,58541258000.0,-53100748000.0,6109915752.0,,,4596638000.0,0.45705,,58059059000.0,6316153000.0,-89631000.0,,-5585270000.0,-2712000.0,,86766623000.0,2810254000.0,2792536000.0,73938507000.0,6109915752.0,-974861000.0,31182950000.0,,,1786384000.0,4551473000.0,,,36860152000.0,30100000000.0,72963646000.0,2792536000.0,789549524000.0,25068657000.0,0.45705,,-1409000.0,9026675000.0,10292348000.0,12372742000.0,654696000.0,33096000.0,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,615363000.0,766013445000.0,,,9016178000.0,,,10330009000.0,2898213000.0,26657045000.0,3650406000.0,-186518000.0,0.0,65783698000.0,-10790746000.0,6113310146.0,,,2898213000.0,0.46341,,63920088000.0,9628110000.0,-218060000.0,,-5806672000.0,-59418000.0,,314908351000.0,2849017000.0,2832968000.0,14310253000.0,6113310146.0,-763009000.0,31201679000.0,,,49196000.0,4523337000.0,,,58541258000.0,30100000000.0,13547244000.0,2832968000.0,830520428000.0,13997224000.0,0.46341,,-824000.0,9045146000.0,11312452000.0,13502828000.0,673855000.0,140339000.0,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,619391000.0,789654832000.0,,,-13383715000.0,,,10542357000.0,4254891000.0,22745394000.0,3551857000.0,-969327000.0,-12366000.0,84780435000.0,21020311000.0,6124551976.0,,,4254891000.0,0.467361,,66047078000.0,10587537000.0,-213074000.0,,-6042761000.0,-21115000.0,,361811736000.0,2882670000.0,2862377000.0,-1436387000.0,6124551976.0,-1280653000.0,31012582000.0,,,1372221000.0,4499596000.0,,,65783698000.0,30100000000.0,-2717040000.0,2862377000.0,856287983000.0,12943991000.0,0.467361,,-7247000.0,9585455000.0,9248622000.0,12113885000.0,700276000.0,98091000.0,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,657647000.0,809044719000.0,5667229000.0,,-37215427000.0,6396736000.0,3354128000.0,10952512000.0,1873899000.0,29524046000.0,3432286000.0,-226273000.0,0.0,47555069000.0,-10923305000.0,6112740283.0,34218777000.0,723526000.0,2585073000.0,0.473333,,70635653000.0,19977740000.0,-192355000.0,,-6274654000.0,-11324000.0,,448420035000.0,2906808000.0,2893363000.0,-26409436000.0,6112740283.0,-1354245000.0,42962815000.0,3091667000.0,,-321735000.0,4677858000.0,49206267000.0,281900000.0,84780435000.0,30100000000.0,-27763681000.0,2893363000.0,879092178000.0,12632776000.0,0.473333,,-24511428000.0,8270129000.0,68539000.0,10984826000.0,1876902000.0,15067154000.0,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,824420077000.0,3814143000.0,,-12821632000.0,,,11062638000.0,4753771000.0,27359416000.0,3475063000.0,-2547149000.0,0.0,24054234000.0,-19616755000.0,6055086840.0,28110194000.0,,4695287000.0,0.482094,,69442098000.0,7064052000.0,36118000.0,,-6512840000.0,-11220000.0,,173200189000.0,2946747000.0,2919119000.0,-1531335000.0,6055086840.0,-1359238000.0,8131636000.0,,,1748540000.0,4549798000.0,954193000.0,,47555069000.0,38100000000.0,-2890573000.0,2919119000.0,894466777000.0,11909204000.0,0.482094,,-39749397000.0,8858615000.0,92385000.0,9281473000.0,723939000.0,21347879000.0,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,830087853000.0,3792532000.0,,89246764000.0,,,11223666000.0,-1791476000.0,24197564000.0,3607925000.0,-241354000.0,0.0,107997318000.0,-15170556000.0,6030338011.0,30020791000.0,,3042164000.0,0.488981,,66027513000.0,7346863000.0,-37432000.0,,-6759658000.0,-51495000.0,,149405076000.0,2977614000.0,2948719000.0,98241721000.0,6030338011.0,-941427000.0,11087727000.0,,,64550000.0,4464008000.0,649691000.0,,24054234000.0,38100000000.0,97300294000.0,2948719000.0,896697368000.0,16748791000.0,0.488981,,-21423544000.0,9191740000.0,136862000.0,13150003000.0,706599000.0,6885469000.0,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,840069094000.0,4805357000.0,,-3491573000.0,,,11396400000.0,-3291796000.0,20536680000.0,3260373000.0,-1078882000.0,-64948000.0,125602454000.0,10930548000.0,6094402027.0,32006076000.0,,4587070000.0,0.502755,,67033392000.0,7558997000.0,-365374000.0,,-7004326000.0,-12624000.0,,146876254000.0,3086252000.0,3063990000.0,7917825000.0,6094402027.0,-549813000.0,11989866000.0,,,1500818000.0,4392074000.0,614459000.0,,107997318000.0,38100000000.0,7368012000.0,3063990000.0,907694126000.0,17002869000.0,0.502755,,-6383719000.0,9028896000.0,163889000.0,30027923000.0,710277000.0,18201832000.0,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,676733000.0,836594048000.0,6863668000.0,,-12041971000.0,,,11688241000.0,1982222000.0,24377595000.0,739251000.0,-425987000.0,-6844000.0,117824922000.0,-2152405000.0,6108899888.0,,,1825768000.0,2.004132,,70939802000.0,8031419000.0,-107100000.0,,-7020996000.0,-4868000.0,,137286726000.0,3097863000.0,3079200000.0,-4937108000.0,6108899888.0,-1122991000.0,15048003000.0,,,-1272095000.0,4667245000.0,881453000.0,,125602454000.0,38100000000.0,-6060099000.0,3079200000.0,908139285000.0,12779935000.0,2.004132,,-47619499000.0,9145939000.0,182853000.0,13888845000.0,739047000.0,46677928000.0,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,560099000.0,848353488000.0,5343414000.0,,2889960000.0,,,11828383000.0,6017810000.0,29343023000.0,0.0,-2346657000.0,-28922000.0,124909995000.0,-6812842000.0,6107275681.0,,,5908365000.0,2.086777,,73325996000.0,7482349000.0,-57941000.0,,-7231588000.0,-85967000.0,,128884618000.0,3472977000.0,3443176000.0,16404552000.0,6107275681.0,-432759000.0,15493397000.0,,,2435388000.0,4596795000.0,548957000.0,,117824922000.0,38100000000.0,15971793000.0,3443176000.0,922228753000.0,12701935000.0,2.086777,,-17133225000.0,9000605000.0,173694000.0,12828904000.0,679403000.0,10634822000.0,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,223400000.0,853845289000.0,5673313000.0,,-1912745000.0,,,11815612000.0,6638011000.0,26447308000.0,3644559000.0,-248665000.0,0.0,133914669000.0,-1438289000.0,6027800888.0,,,6503417000.0,0.626722,,76800278000.0,10602639000.0,28833000.0,,-7236705000.0,-92343000.0,,139540422000.0,3807035000.0,3777754000.0,11239887000.0,6027800888.0,-517753000.0,13727690000.0,,,2696382000.0,4578907000.0,320342000.0,,124909995000.0,38100000000.0,10722134000.0,3777754000.0,931131774000.0,11534602000.0,0.626722,,-13312387000.0,8680101000.0,212745000.0,13532428000.0,699889000.0,12548029000.0,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,265732000.0,907632656000.0,4540838000.0,,38991451000.0,,,11811698000.0,3742728000.0,22161285000.0,4373087000.0,-1077664000.0,0.0,181356329000.0,-581418000.0,5985029694.0,,,3648655000.0,0.647383,,79242116000.0,13231975000.0,14036000.0,,-7220413000.0,-26397000.0,,183266040000.0,3904436000.0,3874606000.0,48046738000.0,5985029694.0,-698989000.0,15072362000.0,,,-255781000.0,4591285000.0,257849000.0,,133914669000.0,38100000000.0,47347749000.0,3874606000.0,987364412000.0,11315727000.0,0.647383,,-15261452000.0,8527856000.0,237093000.0,18559412000.0,744703000.0,15970758000.0,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,950139189000.0,,,23449369000.0,-491311000.0,3602333000.0,12216215000.0,4654989000.0,25153855000.0,4482627000.0,-248665000.0,0.0,204811698000.0,-10304357000.0,5856813600.0,44918788000.0,723526000.0,4477337000.0,0.681818,,81508250000.0,11985234000.0,-109547000.0,,-7329070000.0,-121008000.0,,204124521000.0,4017162000.0,3993282000.0,34772129000.0,5856813600.0,-1367221000.0,51040259000.0,808178000.0,,460175000.0,4887145000.0,,,181356329000.0,38100000000.0,33404908000.0,3993282000.0,1032039951000.0,14645611000.0,0.681818,,-16795817000.0,8470994000.0,,19502193000.0,809063000.0,8176252000.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,309218000.0,876673467000.0,,,-703243000.0,,,11837353000.0,1294070000.0,29368906000.0,3829477000.0,-3151529000.0,0.0,201086425000.0,-5518976000.0,6107275681.0,,,1260127000.0,0.694907,,83937476000.0,13489826000.0,40154000.0,,-7135751000.0,-6195000.0,,201266228000.0,4272662000.0,4243986000.0,2817070000.0,6107275681.0,-730716000.0,57753160000.0,,,-3012535000.0,4701602000.0,,,204504469000.0,43100000000.0,2086354000.0,4243986000.0,961025980000.0,13353553000.0,0.694907,,-19869605000.0,7117852000.0,,22279877000.0,751330000.0,15479649000.0,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,398521000.0,941310000000.0,,,-38851451000.0,,,11968608000.0,7922356000.0,29128432000.0,4126239000.0,-265242000.0,-72997000.0,177260479000.0,-1144879000.0,6104146747.0,,,7832576000.0,0.732841,,86971566000.0,12997074000.0,-7580000.0,,-7028180000.0,-60773000.0,,177936810000.0,4515146000.0,4473368000.0,-22047166000.0,6104146747.0,-585074000.0,57890073000.0,,,3317430000.0,4940428000.0,,,201415594000.0,43100000000.0,-22632240000.0,4473368000.0,1029762111000.0,11676561000.0,0.732841,,-19066404000.0,12554464000.0,,19037164000.0,806081000.0,18384182000.0,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,459168000.0,963270035000.0,,,-19934729000.0,,,12236359000.0,-6821940000.0,23226370000.0,7943998000.0,-1185375000.0,-50029000.0,155299919000.0,-3085934000.0,,,,-6952814000.0,,,86232739000.0,15481674000.0,-235413000.0,,-7236157000.0,-31623000.0,,155080041000.0,4151002000.0,4119622000.0,-21682934000.0,,-811009000.0,66503753000.0,,,-11103816000.0,5000202000.0,,,177260479000.0,43100000000.0,-22493943000.0,4119622000.0,1050983076000.0,12917355000.0,,,-11294282000.0,12384833000.0,,31698492000.0,851912000.0,10478415000.0,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,935788760000.0,,,-58727561000.0,-4002724000.0,2781104000.0,12188744000.0,5530067000.0,-7539075000.0,20370959000.0,-405450000.0,-10007000.0,147261434000.0,598396000.0,,2096710000.0,723526000.0,7314393000.0,,,90789427000.0,-11756670000.0,15028851000.0,,-6684309000.0,7119557000.0,,323137784000.0,5295419000.0,5295930000.0,-22465740000.0,,2606572000.0,50282936000.0,,,2018974000.0,5504435000.0,,,155299919000.0,,-19859168000.0,5295930000.0,1026703522000.0,17299879000.0,,,-16440284000.0,6686109000.0,,-5195454000.0,495517000.0,-1697975000.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,487785000.0,930222395000.0,,,-8791499000.0,,,12384451000.0,10237956000.0,42597970000.0,5883595000.0,-3805108000.0,-9466000.0,174170797000.0,18441733000.0,6390018506.0,,,10333648000.0,0.644976,,93330128000.0,15416251000.0,-146356000.0,,-6861914000.0,-7574000.0,,171897945000.0,4155622000.0,4121411000.0,15752011000.0,6390018506.0,-958225000.0,61391277000.0,,,6178026000.0,5522537000.0,,,147261434000.0,51100000000.0,14793786000.0,4121411000.0,1023974238000.0,18527203000.0,0.644976,,-12507676000.0,6885629000.0,,16820886000.0,797639000.0,32471128000.0,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,502970000.0,945042648000.0,,,-11889750000.0,,,12380129000.0,9683954000.0,26702926000.0,4615888000.0,-282331000.0,0.0,162870746000.0,-19377066000.0,,,,9571802000.0,,,96357886000.0,16171646000.0,-165163000.0,,-6934114000.0,-32951000.0,,145106482000.0,4159482000.0,4133898000.0,10305657000.0,,-740717000.0,60856272000.0,,,5412320000.0,5446015000.0,,,174170797000.0,51100000000.0,9564940000.0,4133898000.0,1041814882000.0,32363576000.0,,,-35046940000.0,6807596000.0,,19945011000.0,819091000.0,17569749000.0,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,1086868734000.0,,,20269050000.0,-769447000.0,,14438467000.0,3827073000.0,35917892000.0,7468222000.0,-1173047000.0,0.0,185987217000.0,-8818994000.0,,,11502631000.0,3455788000.0,,,98549887000.0,14066119000.0,-6066151000.0,,-7742409000.0,-10785000.0,,392352053000.0,3250930000.0,3236523000.0,35218801000.0,,-1113593000.0,211867114000.0,,,204858000.0,6696058000.0,,,162870746000.0,51100000000.0,34105208000.0,3236523000.0,1185854682000.0,13307857000.0,,,-30747670000.0,5304884000.0,,28111310000.0,1342122000.0,29940610000.0,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,1086550449000.0,,,-38046073000.0,-398708000.0,2130286000.0,15514262000.0,6456748000.0,-8846858000.0,35957424000.0,-350864000.0,0.0,181230427000.0,18906668000.0,,4907381000.0,4945313000.0,8544218000.0,,0.0,105302444000.0,-3241285000.0,13115047000.0,,-7117146000.0,-21058187000.0,,531549783000.0,6426692000.0,6402417000.0,-7317251000.0,,-2310283000.0,52611064000.0,,,2117526000.0,8397116000.0,,,185987217000.0,51100000000.0,-9627534000.0,6402417000.0,1192029656000.0,14518120000.0,,,-30370327000.0,10852213000.0,,26160179000.0,698294000.0,35742605000.0,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,1084335337000.0,,,-7518328000.0,,,14966721000.0,7056221000.0,38507332000.0,8281361000.0,-4451737000.0,0.0,190538836000.0,2646855000.0,6085073607.0,,11498665000.0,6923295000.0,0.668963,,104558450000.0,16111796000.0,350689000.0,,-7399448000.0,2459000.0,,407389167000.0,4106500000.0,4070687000.0,13251290000.0,6085073607.0,-640667000.0,57134730000.0,,,2816795000.0,7567273000.0,,,181230427000.0,59100000000.0,12610623000.0,4070687000.0,1189380868000.0,11831164000.0,0.668963,,-43478332000.0,3973677000.0,,24117539000.0,1489895000.0,46307397000.0,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,428713000.0,1081843750000.0,,,-16935660000.0,,,15009233000.0,3884067000.0,33456387000.0,6509166000.0,-268940000.0,0.0,181890951000.0,-9045769000.0,,,11499438000.0,3724532000.0,,,106807513000.0,16453259000.0,319073000.0,,-7650364000.0,-41537000.0,,390846444000.0,3938808000.0,3911483000.0,-2845542000.0,,-616277000.0,87121372000.0,,,-214276000.0,7358869000.0,,,190538836000.0,59100000000.0,-3461819000.0,3911483000.0,1189124132000.0,13377562000.0,,,-30775717000.0,3150038000.0,92990981000.0,21143325000.0,1503713000.0,21125074000.0,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,1105835700000.0,,,10414261000.0,,,15133183000.0,5759365000.0,36798781000.0,5860205000.0,-1389579000.0,0.0,184919805000.0,-19753817000.0,,,11498909000.0,5819751000.0,,,110300602000.0,18894183000.0,716483000.0,,-7883754000.0,-49037000.0,,409480118000.0,3014777000.0,2883987000.0,27420159000.0,,-1996666000.0,47839268000.0,,,2804974000.0,7249429000.0,,,181890951000.0,59100000000.0,25423493000.0,2883987000.0,1216690924000.0,16706203000.0,,,-31918676000.0,3642464000.0,,20933968000.0,1531604000.0,9714135000.0,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,1106659736000.0,,,-31052783000.0,1817659000.0,2416345000.0,16405492000.0,7043906000.0,-17568866000.0,17019549000.0,-401846000.0,0.0,156054442000.0,7922768000.0,,7338990000.0,4945313000.0,7275981000.0,,,117403831000.0,-12615455000.0,13074638000.0,,-7973017000.0,-34632477000.0,,632361438000.0,6254518000.0,6223207000.0,-2274119000.0,,-2387739000.0,50179401000.0,,,1021463000.0,8432475000.0,,,184919805000.0,,-4661858000.0,6223207000.0,1224353440000.0,81742951000.0,,,-8301616000.0,11233994000.0,,9394583000.0,43356000.0,9832891000.0,,,,,,,,,,,,,,,,,,,,,,
