date,quarterlyGoodwill,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,quarterlyCurrentDebt,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyInventory,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyEbitda,quarterlyNetPPE,quarterlyCapitalExpenditure,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyOtherIncomeExpense,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyAccumulatedDepreciation
2015-06-30,103293000.0,131596000.0,2526539000.0,648229246000,111991735000,113404627000.0,129211948000.0,-4557688000.0,3153694000.0,3325528000.0,3970000,82903457000.0,90473748000,6624466000.0,50418735000,,-555936000.0,2322045000.0,240648536000.0,537316168000,3153694000.0,16605970000.0,445484000.0,87240935000.0,-282771000.0,28012000,94802802000,79843668000.0,12337542000.0,27217126000.0,,,193355000.0,11064976000.0,98165047000.0,656752000.0,98033451000.0,220425372000.0,-27441918000.0,14908726000,5583348000.0,145817918000.0,6438934000.0,43863079000.0,-6217980000.0,,3543710000.0,4116889000.0,42749073000,7088257000.0,,235510000.0,791361000.0,47421667000.0,,5540994000.0,446842420000,43863079000.0,536237511000,,,,,,,,,,,,,,,,,,
2015-09-30,103293000.0,226895000.0,-1453420000.0,679175470000,115679816000,117377501000.0,133583773000.0,-1529279000.0,2783716000.0,2978852000.0,4073000,70709311000.0,80393851000,7145766000.0,51023865000,0.23,56819000.0,1884467000.0,254366592000.0,555512212000,2783716000.0,16571675000.0,10205186000.0,95303051000.0,-4277194000.0,26319000,107233588000,87240935000.0,13579542000.0,31153863000.0,0.23,12103113043.0,-21397000.0,10893414000.0,105424289000.0,599341000.0,105197394000.0,227446325000.0,-18351565000.0,14288152000,96339000.0,150155448000.0,5700213000.0,43485895000.0,-4547994000.0,,9776702000.0,3815746000.0,51316234000,8062116000.0,,246521000.0,836894000.0,50205383000.0,,5678261000.0,475118361000,43485895000.0,563495654000,,,,,,,,,,,,,,,,,,
2015-12-31,103293000.0,218437000.0,29039007000.0,696096330000,120848098000,128028443000.0,164081164000.0,-3088103000.0,4531059000.0,4801485000.0,1749333000,78457396000.0,83398001000,7887329000.0,43370880000,,-1198700000.0,1510213000.0,245591139000.0,567277165000,4531059000.0,23407854000.0,1218063000.0,108470553000.0,-12047647000.0,1649823000,111664991000,95303051000.0,13579542000.0,35865150000.0,,,1014059000.0,14583944000.0,122152446000.0,430459000.0,121934009000.0,252255352000.0,-39723270000.0,13215674000,1484840000.0,187489018000.0,7809306000.0,45004096000.0,-11352382000.0,,1633715000.0,6299093000.0,47272649000,13167502000.0,,332869000.0,1497608000.0,54411072000.0,-2316423000.0,8823910000.0,483879164000,45004096000.0,575248232000,,,,,,,,,,,,,,,,,,
2016-03-31,188521000.0,185369000.0,-17348272000.0,696043496000,122556713000,123209932000.0,106123037000.0,-2196414000.0,2571787000.0,2686797000.0,32057000,91180756000.0,95932405000,5261639000.0,44612536000,0.186,-57000000.0,819005000.0,254901844000.0,563947487000,2571787000.0,12554963000.0,1020000000.0,103324179000.0,-7240303000.0,1649167000,114838290000,108470552000.0,13579542000.0,39576203000.0,0.189,13607338624.0,29157000.0,8303530000.0,111187794000.0,300532000.0,111002425000.0,232087685000.0,-21480737000.0,11299777000,-690000000.0,118678000000.0,4251049000.0,44430848000.0,-6488084000.0,,1020000000.0,3432044000.0,39491159000,-5146373000.0,13826811828.0,327861000.0,745247000.0,56982858000.0,-104081000.0,4251433000.0,468015082000,44430848000.0,573486783000,,,,,,,,,,,,,,,,,,
2016-06-30,189756000.0,197823000.0,-9397903000.0,731478201000,126067098000,131158522000.0,133276353000.0,-1857214000.0,3250396000.0,3512392000.0,1069910000,105523847000.0,112445676000,7464799000.0,43826416000,,-1964953000.0,1419023000.0,271432984000.0,590108769000,3250396000.0,14772846000.0,8038001000.0,104847123000.0,-2810654000.0,2053512000,123046414000,103324179000.0,13579542000.0,41340293000.0,,,524335000.0,8820323000.0,115833882000.0,282276000.0,115636059000.0,258151036000.0,-25724291000.0,12798802000,4135434000.0,148049199000.0,5753028000.0,44942764000.0,-6518296000.0,,8038001000.0,4334005000.0,24333444000,1522943000.0,,339154000.0,821613000.0,58196324000.0,,5952523000.0,477663093000,44942764000.0,605411103000,,,,,,,,,,,,,,,,,,
2016-09-30,189226000.0,217986000.0,-1968461000.0,750306952000,127887460000,133986313000.0,143063375000.0,-4138762000.0,3301148000.0,3502359000.0,886829000,115258341000.0,120834043000,8110824000.0,39338062000,0.24,-490584000.0,1223605000.0,278250743000.0,604910824000,3301148000.0,14094550000.0,562137000.0,99205940000.0,-5436300000.0,1690327000,126254416000,104847123000.0,13579542000.0,44450572000.0,0.25,13204592000.0,47184000.0,8808949000.0,117502614000.0,246917000.0,117284628000.0,263400582000.0,-23583131000.0,11940500000,1221942000.0,157157925000.0,5638614000.0,45591796000.0,-6167592000.0,,700280000.0,4415009000.0,17736103000,-5641182000.0,13754783333.0,356202000.0,912650000.0,61497473000.0,,5285601000.0,484076781000,45591796000.0,622419492000,,,,,,,,,,,,,,,,,,
2016-12-31,194662000.0,323376000.0,36035819000.0,759345034000,148044722000,133427609000.0,188914767000.0,-2144245000.0,4876279000.0,5149283000.0,1223882000,113934469000.0,119629714000,7430028000.0,30428522000,,-3174096000.0,1634511000.0,265780672000.0,610629048000,4876279000.0,16527199000.0,1499549000.0,117534022000.0,-10785346000.0,6271957000,131187072000,99205940000.0,13579542000.0,45679534000.0,,,637416000.0,10478696000.0,129025370000.0,276491000.0,128701994000.0,289977474000.0,-32093468000.0,12839357000,1597770000.0,205441966000.0,8423028000.0,45234990000.0,-10642424000.0,,1361406000.0,6788517000.0,16989433000,18328081000.0,,659569000.0,1639234000.0,66099855000.0,,6048503000.0,490999334000,45234990000.0,611300312000,,,,,,,,,,,,,,,,,,
2017-03-31,194662000.0,254782000.0,-26291894000.0,774765464000,157548810000,128188704000.0,111718083000.0,-2048925000.0,2878644000.0,2998500000.0,1432184000,123304618000.0,129117136000,5902950000.0,35706885000,0.203,-2846860000.0,563297000.0,283331098000.0,623430526000,2878644000.0,11346936000.0,20000000.0,101482737000.0,-9662490000.0,5833445000,134001675000,117534021000.0,13579542000.0,48529694000.0,0.212,13578509434.0,75337000.0,6661774000.0,110163190000.0,286643000.0,109908408000.0,272937388000.0,-21582128000.0,12412705000,-68779000.0,123065019000.0,4408418000.0,46518154000.0,-6719459000.0,,20000000.0,3845121000.0,16655175000,-16051284000.0,14180512315.0,661445000.0,846621000.0,68978499000.0,-122751000.0,4685162000.0,494313390000,46518154000.0,617216654000,,,,,,,,,,,,,,,,,,
2017-06-30,194651000.0,233477000.0,-12006989000.0,805563099000,164460505000,139806926000.0,151692044000.0,-3324003000.0,3644395000.0,3921137000.0,1142626000,134612972000.0,139451339000,8089193000.0,38248993000,,435764000.0,1986919000.0,295215696000.0,652114812000,3644395000.0,14203846000.0,581431000.0,99046250000.0,-7121385000.0,5101954000,135302636000,101482737000.0,13579542000.0,50547483000.0,,,108566000.0,8916462000.0,111419149000.0,306393000.0,111185672000.0,294584609000.0,-8451970000.0,13892131000,-2077783000.0,165895890000.0,6906460000.0,47247683000.0,-6122566000.0,,581431000.0,4919541000.0,18759722000,-2436488000.0,,596754000.0,998404000.0,70167767000.0,,5287384000.0,512663473000,47247683000.0,641102594000,,,,,,,,,,,,,,,,,,
2017-09-30,194651000.0,251832000.0,-1419000.0,829643329000,172227606000,144061760000.0,156474330000.0,-3314132000.0,4005744000.0,4203469000.0,1003795000,131926551000.0,136671134000,8693075000.0,39531792000,0.28,-1985138000.0,1013948000.0,302432713000.0,670532809000,4005744000.0,14949296000.0,1218569000.0,100859478000.0,-7699451000.0,5157642000,139449638000,99046250000.0,13579542000.0,51450765000.0,0.29,13812910345.0,1866000.0,9363434000.0,111000427000.0,304062000.0,110748595000.0,300993665000.0,-10355743000.0,16516287000,-209822000.0,171423626000.0,6041619000.0,47862910000.0,-5615049000.0,,1218569000.0,5027671000.0,25504627000,1813229000.0,14306228571.0,733765000.0,824202000.0,74173511000.0,,5585862000.0,533861675000,47862910000.0,657415723000,,,,,,,,,,,,,,,,,,
2017-12-31,200506000.0,489712000.0,33473474000.0,821887459000,168989340000,146503891000.0,198174929000.0,-3083954000.0,5528452000.0,5796084000.0,787842000,94504716000.0,99583775000,7903649000.0,29499098000,,-4560122000.0,3592676000.0,266604158000.0,643238614000,5528452000.0,22421663000.0,14999530000.0,129392720000.0,-12204324000.0,4327327000,149411983000,100859478000.0,13579542000.0,40155864000.0,,,198639000.0,10445522000.0,141695897000.0,289431000.0,141206185000.0,323491509000.0,-20109639000.0,17006278000,445862000.0,220596592000.0,11056107000.0,49845428000.0,-11773932000.0,,14999530000.0,7463431000.0,39060232000,28533241000.0,,831482000.0,1667347000.0,79204629000.0,,11976141000.0,543654839000,49845428000.0,652898119000,,,,,,,,,,,,,,,,,,
2018-03-31,200506000.0,2555396000.0,-47105737000.0,825050249000,172808406000,147105070000.0,118603202000.0,-2220793000.0,3421661000.0,3617896000.0,794628000,101867165000.0,106737309000,6551438000.0,31503279000,0.236,-6023902000.0,979362000.0,288307823000.0,639461821000,3421661000.0,13045526000.0,6729489000.0,90366046000.0,-11063659000.0,12906213000,155267858000,129360990000.0,13579542000.0,40833108000.0,0.252,13578019841.0,46612000.0,7127558000.0,103402266000.0,278894000.0,100846870000.0,295434747000.0,-14747164000.0,20388999000,1352723000.0,131648728000.0,5653471000.0,50514104000.0,-6442163000.0,,4529489000.0,4674109000.0,39754913000,-38994944000.0,14498563559.0,835018000.0,1056213000.0,82414212000.0,-11050000.0,5917968000.0,532724512000,50514104000.0,652241843000,,,,,,,,,,,,,,,,,,
2018-06-30,228713000.0,2748585000.0,-11314637000.0,864658524000,184707941000,155678068000.0,160421509000.0,-2886795000.0,4587039000.0,5275985000.0,504187000,104886961000.0,109370337000,3339534000.0,49525769000,,-1157413000.0,2057753000.0,154290002000.0,672362322000,4587039000.0,16910693000.0,3502924000.0,100791330000.0,-7176106000.0,10768231000,160011029000,90366046000.0,13579542000.0,44188697000.0,,,1046122000.0,9545100000.0,115058419000.0,329610000.0,112309834000.0,309917019000.0,-17278942000.0,165265385000,-1440597000.0,177332202000.0,8767067000.0,51417738000.0,-6090067000.0,,5702924000.0,6709314000.0,135884631000,10393554000.0,,1022355000.0,1433329000.0,83530167000.0,-28583000.0,7365593000.0,562991985000,51417738000.0,679950583000,,,,,,,,,,,,,,,,,,
2018-09-30,228713000.0,3686513000.0,-9283951000.0,899442587000,198877553000,153426539000.0,161926592000.0,-4175644000.0,4637422000.0,5260314000.0,990730000,107552803000.0,112853240000,4762236000.0,60727810000,0.34,-4746925000.0,1319790000.0,166816406000.0,699081721000,4637422000.0,18963095000.0,5552426000.0,95594782000.0,-12230339000.0,6482729000,164482270000,100791330000.0,13579542000.0,46882265000.0,0.34,13639476471.0,18734000.0,10587056000.0,112235560000.0,225205000.0,108549047000.0,312199569000.0,-11009905000.0,169242820000,9896000.0,180889687000.0,7646943000.0,52857358000.0,-7533846000.0,5100247000.0,3337996000.0,6327153000.0,148565530000,-5196548000.0,13639476471.0,1560580000.0,1066839000.0,87976891000.0,-9338000.0,8376039000.0,586228481000,52857358000.0,700565034000,,,,,,,,,,,,,,,,,,
2018-12-31,228713000.0,3344458000.0,40813198000.0,917670582000,267393232000,99382305000.0,217759963000.0,-3366522000.0,5289159000.0,5684213000.0,1228275000,107298899000.0,112993472000,7013754000.0,61781084000,,-9116526000.0,3197490000.0,159891368000.0,710335727000,5289159000.0,22492465000.0,3860727000.0,130087717000.0,-18774122000.0,56988881000,169889912000,95594782000.0,13579542000.0,50667006000.0,,,2519922000.0,10524771000.0,147146056000.0,233522000.0,143801598000.0,334707334000.0,-39772183000.0,152011143000,-1254539000.0,240252428000.0,10592176000.0,54728981000.0,-12272912000.0,1033898000.0,1375157000.0,7394686000.0,127131720000,34492935000.0,,2263783000.0,1710473000.0,92768356000.0,31437000.0,11967694000.0,597342255000,54728981000.0,650277350000,,,,,,,,,,,,,,,,,,
2019-03-31,228713000.0,3397672000.0,-46576259000.0,940523476000,278328871000,96513463000.0,141407933000.0,-1626281000.0,3885577000.0,4366989000.0,1063449000,99462410000.0,109543074000,5287802000.0,73315702000,0.257,-4075983000.0,1219034000.0,176244372000.0,730391181000,3885577000.0,15681354000.0,192203000.0,99850793000.0,-7540904000.0,56629466000,174123600000,130087715000.0,13579542000.0,52509058000.0,0.281,13827676157.0,3461417000.0,8780800000.0,114904807000.0,368905000.0,111507135000.0,319671795000.0,-36219534000.0,168422074000,-22239000.0,157089287000.0,6815335000.0,59779623000.0,-6945756000.0,2744680000.0,25310000.0,5596301000.0,161272702000,-30236922000.0,15118976654.0,2779805000.0,1229312000.0,96482082000.0,,6900554000.0,620848107000,59779623000.0,662194605000,,,,,,,,,,,,,,,,,,
2019-06-30,228713000.0,2458088000.0,987198000.0,999747999000,287726144000,112896006000.0,176956525000.0,-5495679000.0,5398601000.0,5949473000.0,892472000,107856054000.0,124374069000,5147835000.0,72561209000,,-3337458000.0,2093189000.0,191148183000.0,784228998000,5398601000.0,18889067000.0,5185134000.0,108695536000.0,-7484772000.0,58620065000,172677478000,99850793000.0,13579542000.0,54797175000.0,,,1690166000.0,10012962000.0,124335368000.0,368557000.0,121877280000.0,352626574000.0,-30744287000.0,187943248000,-258341000.0,195845592000.0,9406775000.0,59674286000.0,-6171392000.0,4257341000.0,10749417000.0,7313586000.0,154018109000,8844741000.0,,2889919000.0,1364113000.0,98570791000.0,,8876105000.0,659854929000,59674286000.0,712021855000,,,,,,,,,,,,,,,,,,
2019-09-30,228713000.0,3467612000.0,4789971000.0,1028425527000,299081465000,116427610000.0,188197911000.0,-5587838000.0,5404386000.0,6067125000.0,665734000,124173227000.0,141163849000,6474845000.0,74459143000,0.33,-7500116000.0,1023634000.0,200003091000.0,806576002000,5404386000.0,20224084000.0,1554555000.0,108425523000.0,-15332031000.0,57681678000,183619877000,108695536000.0,13579542000.0,58633496000.0,0.33,16376927273.0,1067374000.0,11610606000.0,124096463000.0,409545000.0,120628851000.0,365554857000.0,-9598098000.0,190763899000,-1432886000.0,208421995000.0,8531906000.0,59938845000.0,-7740341000.0,4503714000.0,,7508272000.0,147804850000,-270011000.0,16376927273.0,2848895000.0,1441147000.0,103736143000.0,,8613478000.0,665412153000,59938845000.0,729344062000,,,,,,,,,,,,,,,,,,
