date,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCurrentDeferredRevenue,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyGrossPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAssets,quarterlyCostOfRevenue,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment
2010-06-30,1171200000,961300000.0,407200000,2481000000.0,2027900000,1213800000.0,1035200000.0,100200000,339100000.0,8116900000,1129600000,-1239300000.0,,-102600000.0,256100000.0,441100000.0,0.0,50160000000,153500000.0,-1498300000.0,1.791437,2879300000.0,,25800000.0,2634300000.0,140700000,3526200000.0,4000000,441100000.0,2027900000,43000000.0,-3137200000.0,1900000.0,,,2027900000.0,722400000,-511800000.0,27500000.0,-1493000000.0,9997500000.0,26369500000,,1129600000.0,14457200000,0.0,-654200000.0,-153600000.0,7334800000,1.71,3499500000.0,,722400000,16804800000,23790500000,2181500000,722400000,13265500000.0,-102300000.0,,,,,,,,,,,,,,,,,,
2010-09-30,1206700000,964500000.0,397700000,2621600000.0,2246200000,806500000.0,989400000.0,106300000,2200000.0,8056500000,1136800000,167500000.0,,-110800000.0,896500000.0,402200000.0,100000.0,51032400000,785700000.0,218300000.0,1.87205,3073200000.0,,24800000.0,2752700000.0,372400000,2027900000.0,4000000,394807753.0,2246200000,39500000.0,-3626900000.0,59000000.0,,,2246200000.0,739100000,-849000000.0,43300000.0,-463700000.0,10581800000.0,26670700000,,1136800000.0,14598200000,62100000.0,-20500000.0,-185200000.0,8217200000,1.84,3176400000.0,,739100000,18071000000,24361700000,2090000000,739100000,13265400000.0,-543800000.0,,,,,,,,,,,,,,,,,,
2010-12-31,1155500000,-2857400000.0,203300000,2586900000.0,19115600000,805900000.0,891400000.0,113000000,3000000.0,7996800000,752100000,-939800000.0,,-117800000.0,587000000.0,,-100000.0,50166900000,469200000.0,-457400000.0,,2589400000.0,,522600000.0,2942200000.0,224600000,2246200000.0,3800000,,1788800000,39400000.0,-2537100000.0,600000.0,,,1788800000.0,548800000,-102600000.0,-9200000.0,-1015200000.0,10721600000.0,26354300000,17326800000.0,752100000.0,14647900000,0.0,-206000000.0,-31800000.0,8147800000,,3041600000.0,,548800000,17582000000,23812600000,2367300000,548800000,13264900000.0,-43100000.0,,,,,,,,,,,,,,,,,,
2011-03-31,1186100000,970700000.0,500500000,2637300000.0,2402000000,459200000.0,1048000000.0,105900000,-89100000.0,7940100000,1427100000,-785800000.0,47500000.0,-101900000.0,1114900000.0,379300000.0,0.0,50918000000,1013000000.0,613200000.0,2.513369,3418800000.0,,150700000.0,2667400000.0,251400000,1788800000.0,3700000,368668482.0,2402000000,22600000.0,-3133000000.0,600000.0,-92800000.0,,2402000000.0,926600000,282100000.0,44700000.0,-741600000.0,11199900000.0,26939900000,17141000000.0,1427100000.0,14894300000,392800000.0,47000000.0,98200000.0,8542000000,2.44,3303400000.0,,926600000,17371900000,23978100000,2076500000,926600000,13264500000.0,-800800000.0,,,,,,,,,,,,,,,,,,
2011-06-30,1212900000,8500000.0,305800000,2639300000.0,19558800000,556300000.0,1038100000.0,103600000,106600000.0,7883400000,1007400000,-723500000.0,,-104700000.0,771800000.0,371500000.0,0.0,50877200000,667100000.0,-702200000.0,1.92,2855300000.0,,154800000.0,,343700000,2402000000.0,3600000,366100000.0,1699800000,38300000.0,-3474300000.0,1200000.0,-91100000.0,,1699800000.0,701600000,-752300000.0,66600000.0,-714700000.0,11418100000.0,26695900000,17859000000.0,1007400000.0,15100700000,,-144100000.0,-31600000.0,8292100000,1.89,3100900000.0,,701600000,18116400000,24181300000,2011100000,701600000,13263700000.0,-29800000.0,,,,,,,,,,,,,,,,,,
2011-09-30,1316900000,10400000.0,362000000,2754700000.0,20168400000,1374100000.0,1638600000.0,108200000,-107500000.0,7994200000,1045200000,234100000.0,,-127800000.0,1429800000.0,360400000.0,-602300000.0,52549900000,1302000000.0,808600000.0,1.92,3615700000.0,,151900000.0,,132200000,1699800000.0,3500000,356000000.0,2508400000,37200000.0,-3768800000.0,700000.0,-88200000.0,,2508400000.0,683200000,-853000000.0,40000000.0,-897900000.0,11572800000.0,28831800000,17660000000.0,1045200000.0,15398000000,,591100000.0,31900000.0,8622300000,1.9,3309800000.0,,683200000,17956200000,23718100000,2119600000,683200000,13846900000.0,-1100000.0,,,,,,,,,,,,,,,,,,
2011-12-31,1418100000,13400000.0,142900000,2724000000.0,19317600000,1374500000.0,926500000.0,112600000,103200000.0,7931700000,478200000,-744000000.0,,-185100000.0,57900000.0,,2300000.0,52018800000,-127200000.0,-306800000.0,,2764500000.0,,179800000.0,,114900000,2508400000.0,3400000,,2201600000,36700000.0,-2102200000.0,800000.0,-85700000.0,,2201600000.0,335300000,381200000.0,-77000000.0,-685600000.0,11490700000.0,28730600000,17116000000.0,478200000.0,15317700000,,-431900000.0,-100700000.0,8420900000,,3402900000.0,,335300000,17391600000,23288200000,2228400000,335300000,13858700000.0,-1300000.0,,,,,,,,,,,,,,,,,,
2012-03-31,1454600000,1011700000.0,453300000,2773200000.0,2279100000,1010800000.0,1624100000.0,109100000,80300000.0,7878100000,1309800000,-1167000000.0,,-123800000.0,1223100000.0,339000000.0,-1200000.0,52496500000,1099300000.0,77500000.0,2.581317,3376600000.0,,178700000.0,2809900000.0,235000000,2201600000.0,3300000,331807383.0,2279100000,32500000.0,-3387500000.0,300000.0,-95800000.0,,2279100000.0,856500000,20100000.0,59900000.0,-679800000.0,11921100000.0,28968100000,17442500000.0,1309800000.0,15415200000,265800000.0,210500000.0,156000000.0,8462500000,2.53,3722100000.0,,856500000,17695500000,23528400000,2165700000,856500000,13858600000.0,-350800000.0,,,,,,,,,,,,,,,,,,
2012-06-30,1478400000,34800000.0,405000000,2868400000.0,20314600000,1013700000.0,1707800000.0,117600000,53900000.0,8126200000,1048600000,1141800000.0,,-102200000.0,521500000.0,331200000.0,-904100000.0,54535000000,419300000.0,-326000000.0,1.96,3243300000.0,,182000000.0,,212200000,2279100000.0,3200000,327700000.0,1953100000,39000000.0,-4173800000.0,1300000.0,-93500000.0,,1953100000.0,643600000,-1987300000.0,27700000.0,-493800000.0,12224000000.0,30891200000,18361500000.0,1048600000.0,15407300000,,-304100000.0,-50800000.0,10135600000,1.94,3890700000.0,,643600000,18637700000,23643800000,2081800000,643600000,14534300000.0,-234700000.0,,,,,,,,,,,,,,,,,,
2012-09-30,1536500000,1096600000.0,334500000,2841500000.0,2442100000,192200000.0,823700000.0,133600000,-159500000.0,8210500000,1025700000,1566300000.0,,-149100000.0,240200000.0,321900000.0,-87000000.0,55817900000,91100000.0,489000000.0,2.201187,3499000000.0,,186900000.0,2648500000.0,386900000,1953100000.0,3100000,314012463.0,2442100000,52200000.0,-4646300000.0,0.0,-90700000.0,,2442100000.0,691200000,-1317900000.0,167700000.0,-655200000.0,12556800000.0,32001400000,19689800000.0,1025700000.0,15353100000,,-806500000.0,65400000.0,13395700000,2.15,3645700000.0,,691200000,19946400000,23816500000,2078600000,691200000,14469100000.0,-865700000.0,,,,,,,,,,,,,,,,,,
2012-12-31,1738300000,106000000.0,17200000,3381000000.0,20624700000,807100000.0,968300000.0,151500000,271700000.0,9102800000,481400000,547800000.0,,-169800000.0,759800000.0,,-3604700000.0,58955400000,590000000.0,42500000.0,,5796700000.0,,193100000.0,9307000000.0,299100000,2442100000.0,3000000,,2484600000,22800000.0,-3429100000.0,101200000.0,-87100000.0,,2484600000.0,464200000,-1266500000.0,-127800000.0,-668000000.0,12647100000.0,35152700000,18140100000.0,481400000.0,15536100000,,228900000.0,140400000.0,14170800000,,3687400000.0,,464200000,18601700000,23802700000,2412200000,464200000,17510500000.0,-438700000.0,,,,,,,,,,,,,,,,,,
2013-03-31,1738100000,120600000.0,401900000,3287900000.0,20856800000,749400000.0,865700000.0,153500000,4200000.0,9055800000,1287100000,-579100000.0,,-107500000.0,956900000.0,305900000.0,0.0,59408600000,849400000.0,-819300000.0,2.92,3117600000.0,-397700000.0,212000000.0,9152200000.0,342500000,2484600000.0,3000000,303200000.0,1665300000,21500000.0,-4192800000.0,55200000.0,-113400000.0,,1665300000.0,885200000,-1195600000.0,9100000.0,-340200000.0,13275100000.0,35090600000,19191500000.0,1287100000.0,17687200000,204800000.0,-188500000.0,-12900000.0,14030000000,2.89,4098900000.0,,885200000,19690300000,24318000000,2365000000,885200000,17489500000.0,-556900000.0,,,,,,,,,,,,,,,,,,
2013-06-30,1769500000,115700000.0,410400000,3320800000.0,20452900000,749600000.0,823600000.0,151900000,9600000.0,8988100000,1210500000,123900000.0,,-142000000.0,425200000.0,303200000.0,0.0,59612300000,283200000.0,-318000000.0,2.67,2315000000.0,-222000000.0,228000000.0,9444900000.0,-27200000,1665300000.0,3000000,299500000.0,1347300000,41600000.0,-2943900000.0,41000000.0,-112700000.0,,1347300000.0,800100000,-867800000.0,5300000.0,-275300000.0,13817900000.0,35079800000,19105600000.0,1210500000.0,17795600000,,-596700000.0,-96900000.0,14091500000,2.64,4330000000.0,,800100000,19595800000,24532500000,2470500000,800100000,17488600000.0,0.0,,,,,,,,,,,,,,,,,,
2013-09-30,1806500000,124300000.0,226600000,3322900000.0,21223600000,350100000.0,939700000.0,151500000,9700000.0,8921600000,882800000,-536800000.0,,-158600000.0,1397400000.0,304500000.0,0.0,60263500000,1238800000.0,838400000.0,2.215484,5442000000.0,251700000.0,231100000.0,9418500000.0,-4800000,1347300000.0,3000000,296188115.0,2185700000,40600000.0,-5139700000.0,57100000.0,-111400000.0,,2185700000.0,656200000,-23400000.0,-26400000.0,-554900000.0,14040500000.0,35455400000,19037900000.0,882800000.0,17969800000,,426800000.0,-167100000.0,14514000000,2.16,4014000000.0,,656200000,19506000000,24808100000,2580000000,656200000,17497600000.0,-1745000000.0,,,,,,,,,,,,,,,,,,
2013-12-31,1801500000,-320200000.0,167000000,3325200000.0,20372100000,918000000.0,822700000.0,145800000,-19200000.0,8441000000,459800000,-725800000.0,,-238400000.0,272800000.0,,0.0,59574500000,34400000.0,-598800000.0,,2788200000.0,-50300000.0,237700000.0,9553500000.0,183200000,2185700000.0,2900000,,1582100000,42300000.0,-2609700000.0,0.0,-110500000.0,,1586900000.0,148200000,-147600000.0,71100000.0,-449700000.0,13813900000.0,34809300000,18790000000.0,459800000.0,17570900000,,-408500000.0,-126900000.0,13573600000,,3968700000.0,,148200000,19271200000,24765200000,2537400000,292800000,16917200000.0,-641700000.0,,,,,,,,,,,,,,,,,,
2014-03-31,1811700000,9500000.0,438700000,3343100000.0,21964600000,1108700000.0,1073000000.0,146200000,22400000.0,8387300000,1130100000,-258600000.0,,-135700000.0,1387500000.0,292600000.0,,61685500000,1251800000.0,384300000.0,2.486589,2401400000.0,-616000000.0,216700000.0,10820200000.0,327400000,1586900000.0,2900000,281912262.0,1971200000,38800000.0,-3395000000.0,3000000.0,-123400000.0,,1971200000.0,701000000,-744300000.0,85200000.0,-1262800000.0,14011500000.0,37340200000,19993400000.0,1130100000.0,17859400000,97700000.0,397100000.0,-355000000.0,13932100000,2.4,4457500000.0,,701000000,20526800000,24345300000,2861500000,691400000,16916700000.0,-24200000.0,,,,,,,,,,,,,,,,,,
2014-06-30,1829200000,9500000.0,532600000,3216900000.0,22024500000,759400000.0,953500000.0,145600000,6900000.0,8071000000,1263700000,-474100000.0,,-135500000.0,1071000000.0,286000000.0,,62303600000,935500000.0,-186600000.0,2.66367,2560000000.0,-223000000.0,212700000.0,11208900000.0,475000000,1971200000.0,2700000,274470910.0,1784600000,50100000.0,-2585500000.0,3000000.0,-120500000.0,,1784600000.0,731100000,-783000000.0,-36500000.0,-814400000.0,13744400000.0,37926700000,20239900000.0,1263700000.0,18473400000,,171700000.0,-622000000.0,14037800000,2.56,4547200000.0,,731100000,20778200000,24376900000,2885800000,731100000,17082900000.0,-170900000.0,,,,,,,,,,,,,,,,,,
2014-09-30,1848900000,10300000.0,456300000,3284200000.0,21869900000,725000000.0,1003500000.0,155300000,10600000.0,8010600000,1087200000,-560900000.0,,-139400000.0,605700000.0,270512468.0,,62058200000,466300000.0,-66700000.0,2.33224,2038200000.0,-181700000.0,213500000.0,10241800000.0,333100000,1784600000.0,2700000,270512468.0,1717900000,36800000.0,-2254800000.0,74800000.0,-119200000.0,,1717900000.0,630900000,-107700000.0,59400000.0,-578600000.0,13863800000.0,37764200000,20152000000.0,1087200000.0,18557000000,,-392500000.0,248300000.0,14538300000,2.22,4438100000.0,,630900000,20685000000,24294000000,2968300000,630900000,17082000000.0,-1862900000.0,,,,,,,,,,,,,,,,,,
2014-12-31,1944300000,12000000.0,380400000,3226000000.0,21545900000,1025000000.0,1078100000.0,153600000,6500000.0,7958100000,887100000,-528900000.0,,-304000000.0,305100000.0,,,62065000000,1100000.0,433800000.0,,3256300000.0,-879000000.0,208100000.0,10513000000.0,171900000,1717900000.0,2700000,,2151700000,43200000.0,-2563200000.0,300000.0,-117600000.0,,2151700000.0,506700000,660100000.0,-77400000.0,-343000000.0,14014400000.0,37813700000,19394200000.0,887100000.0,18984300000,,-340900000.0,183000000.0,14127200000,,4825500000.0,,506700000,19930100000,24251300000,3032800000,506700000,17082000000.0,-351300000.0,,,,,,,,,,,,,,,,,,
2015-03-31,1915900000,13800000.0,703900000,3357700000.0,22330500000,1075000000.0,1079800000.0,154400000,68700000.0,8293600000,1569100000,311900000.0,109300000.0,-88800000.0,1650500000.0,280400000.0,-635800000.0,65546000000,1561700000.0,-754700000.0,3.25,2925900000.0,-429600000.0,214300000.0,11631800000.0,237900000,2151700000.0,2600000,266600000.0,1397000000,27100000.0,-4404900000.0,3400000.0,-166600000.0,,1397000000.0,865200000,-2711600000.0,70600000.0,-774100000.0,14150100000.0,41211700000,20933500000.0,1569100000.0,19051500000,283800000.0,570300000.0,-508000000.0,14764400000,3.09,4964600000.0,,865200000,21494300000,24334300000,3145200000,865200000,17570900000.0,-922300000.0,,,,,,,,,,,,,,,,,,
2015-06-30,1931400000,12500000.0,698900000,3226200000.0,21518300000,1164900000.0,950500000.0,154100000,20200000.0,8275500000,1558000000,-1703000000.0,,-140900000.0,1173000000.0,274300000.0,-5800000.0,64263800000,1032100000.0,156000000.0,3.27,3234800000.0,111100000.0,491500000.0,11611700000.0,400000,1397000000.0,2600000,263100000.0,1553000000,41500000.0,-2708300000.0,-2900000.0,-163900000.0,,1553000000.0,859100000,684900000.0,-23100000.0,-636500000.0,14352200000.0,41201200000,19965300000.0,1558000000.0,20015500000,,-102700000.0,305100000.0,15468400000,3.13,4940800000.0,,859100000,20610700000,23062600000,3040800000,859100000,17541700000.0,-3220800000.0,,,,,,,,,,,,,,,,,,
2015-09-30,1930800000,8800000.0,474800000,3169400000.0,20979100000,540000000.0,945100000.0,164800000,3500000.0,8215500000,1129600000,-593900000.0,,-178600000.0,343400000.0,269200000.0,5400000.0,62335600000,164800000.0,-5200000.0,2.51,2703300000.0,772500000.0,-29200000.0,10403400000.0,-216200000,1553000000.0,2600000,261300000.0,1547800000,42400000.0,-2514500000.0,-2300000.0,-163000000.0,,1547800000.0,654800000,244500000.0,-60300000.0,-105200000.0,14761800000.0,39099500000,19431300000.0,1129600000.0,19901600000,3600000.0,-302100000.0,193600000.0,15719600000,2.43,4401400000.0,,654800000,20031000000,23236100000,3080400000,654800000,17550600000.0,-950500000.0,,,,,,,,,,,,,,,,,,
2015-12-31,2019800000,8000000.0,193400000,2630600000.0,20494400000,540000000.0,1145500000.0,179700000,3300000.0,8158000000,374300000,-1012400000.0,,-229900000.0,949100000.0,268000000.0,-2700000.0,61717800000,719200000.0,565700000.0,0.692472,2915800000.0,-496900000.0,231300000.0,10888600000.0,-292600000,1547800000.0,2600000,261238188.0,2113500000,37200000.0,-2268000000.0,-7500000.0,-163100000.0,,2113500000.0,180900000,630700000.0,-53100000.0,0.0,14778500000.0,38673700000,18380900000.0,374300000.0,20187900000,,561700000.0,215500000.0,15324500000,0.68,4602800000.0,,180900000,18970100000,23044100000,3268400000,180900000,17562200000.0,-467400000.0,,,,,,,,,,,,,,,,,,
2016-03-31,1998300000,9500000.0,609000000,2663600000.0,21644600000,939200000.0,1021300000.0,187100000,-197300000.0,8107600000,1312000000,-353200000.0,50900000.0,-117500000.0,1304300000.0,267500000.0,0.0,63858700000,1186800000.0,-437500000.0,2.674622,3062100000.0,-170500000.0,225300000.0,11567600000.0,-382400000,2113500000.0,2600000,262840916.0,1676000000,37600000.0,-4181200000.0,64700000.0,-170700000.0,,1676000000.0,703000000,-1391000000.0,73300000.0,0.0,15310400000.0,40311600000,19968600000.0,1312000000.0,20288500000,163500000.0,112700000.0,-154400000.0,14864500000,2.63,4998400000.0,,703000000,20506100000,23547100000,3200200000,703000000,17562200000.0,-190500000.0,,,,,,,,,,,,,,,,,,
2016-06-30,1989800000,10700000.0,667700000,2704900000.0,21798200000,1367900000.0,832800000.0,185700000,-224200000.0,8059700000,1448300000,-437100000.0,20800000.0,-133700000.0,662000000.0,268200000.0,0.0,64062600000,528300000.0,-93300000.0,2.97,2495200000.0,-162300000.0,225800000.0,11770800000.0,-364900000,1676000000.0,2600000,263000000.0,1582700000,44800000.0,-2621500000.0,64300000.0,-170900000.0,,1582700000.0,780600000,-316800000.0,26400000.0,0.0,15918400000.0,39829000000,20215500000.0,1448300000.0,21456200000,,-423000000.0,-56800000.0,14202400000,2.91,5260900000.0,,780600000,20758400000,24233600000,2969100000,780600000,17562200000.0,-574700000.0,,,,,,,,,,,,,,,,,,
2016-09-30,2006600000,9100000.0,518700000,2688900000.0,22259000000,1367900000.0,1613400000.0,172900000,-563800000.0,8012300000,1136500000,-524100000.0,19500000.0,-164400000.0,963500000.0,268100000.0,,64399900000,799100000.0,963300000.0,2.35,2906500000.0,156600000.0,228300000.0,11190100000.0,-363900000,1582700000.0,2600000,263200000.0,2546000000,41900000.0,-2368900000.0,50200000.0,-171100000.0,,2546000000.0,617800000,523000000.0,-18100000.0,,16364100000.0,39655700000,19713000000.0,1136500000.0,21403900000,60400000.0,171200000.0,149800000.0,14242300000,2.3,5212800000.0,,617800000,20283100000,24744200000,3124600000,617800000,17562200000.0,-392300000.0,,,,,,,,,,,,,,,,,,
2016-12-31,1977900000,5800000.0,290200000,2779900000.0,22722700000,1368400000.0,971900000.0,177300000,678400000.0,7964900000,658600000,581500000.0,28200000.0,-168000000.0,274700000.0,268700000.0,,65083100000,106700000.0,1529300000.0,1.396791,3488500000.0,-1204300000.0,232400000.0,11907500000.0,-267900000,2546000000.0,2600000,263747395.0,4075300000,40300000.0,-2930000000.0,92100000.0,-171300000.0,,4075300000.0,368400000,670900000.0,45300000.0,,16560600000.0,39982700000,18647400000.0,658600000.0,21714400000,,-435800000.0,280400000.0,14358500000,1.37,5860800000.0,,368400000,19203200000,25100400000,3264000000,368400000,17561200000.0,-415700000.0,,,,,,,,,,,,,,,,,,
2017-03-31,1957600000,5000000.0,505100000,2663900000.0,26555000000,1692800000.0,1926100000.0,235000000,-49900000.0,7923000000,1515000000,1234300000.0,103500000.0,-127900000.0,2688200000.0,270400000.0,,68943500000,2560300000.0,2697100000.0,3.82,3514400000.0,276300000.0,220700000.0,11542700000.0,-161800000,4075300000.0,2600000,264400000.0,6772400000,42700000.0,-4470800000.0,700000.0,-172200000.0,,6772400000.0,1009900000,-1227000000.0,-157200000.0,-50700000.0,17357700000.0,42851600000,19782600000.0,1515000000.0,22525900000,491000000.0,1570600000.0,-142700000.0,15449900000,3.73,5773000000.0,,1009900000,20374700000,26091900000,3191300000,1009900000,17561200000.0,-1640000000.0,,,,,,,,,,,,,,,,,,
2017-06-30,1975700000,6000000.0,350400000,2632700000.0,25352300000,1204400000.0,1837800000.0,189900000,-124100000.0,7882400000,1205700000,-1563800000.0,47500000.0,-169600000.0,393100000.0,270800000.0,,68237600000,223500000.0,-2211200000.0,3.23,2941400000.0,-411000000.0,218800000.0,11785200000.0,-134900000,6772400000.0,2600000,264600000.0,4561200000,44400000.0,-3836600000.0,-300000.0,-171800000.0,,4561200000.0,855300000,-1041800000.0,-52700000.0,-458300000.0,17667000000.0,41805900000,20791100000.0,1205700000.0,22407200000,113000000.0,-663400000.0,19700000.0,15088000000,3.16,6105700000.0,,855300000,21348200000,26431700000,3053800000,855300000,17561200000.0,-1486100000.0,,,,,,,,,,,,,,,,,,
2017-09-30,2049200000,10500000.0,372000000,2609300000.0,26264000000,2453400000.0,1950200000.0,150500000,-46700000.0,7840600000,1118900000,-1676800000.0,26600000.0,-218700000.0,2404700000.0,267000000.0,,68309900000,2186000000.0,1536000000.0,2.901656,3449500000.0,746300000.0,223400000.0,12418100000.0,-126000000,4561200000.0,2600000,257404755.0,6097200000,43600000.0,-2697200000.0,3100000.0,-181400000.0,,6097200000.0,746900000,807100000.0,-27600000.0,-1126400000.0,17306600000.0,42361600000,20166800000.0,1118900000.0,22426000000,187500000.0,1524400000.0,307400000.0,13777300000,2.8,5692000000.0,,746900000,20732400000,25948300000,3011100000,746900000,17587800000.0,-1040300000.0,,,,,,,,,,,,,,,,,,
2017-12-31,2174900000,11600000.0,-1106500000,1726500000.0,24602600000,2549600000.0,860300000.0,163600000,26100000.0,8368400000,124200000,2432300000.0,47700000.0,-277300000.0,-1301200000.0,263300000.0,-2045700000.0,70540000000,-1578500000.0,-2488300000.0,4.805828,3620400000.0,-633800000.0,227500000.0,13015900000.0,-101500000,6097200000.0,2600000,256084913.0,3608900000,38900000.0,-5370100000.0,278900000.0,-179500000.0,,3608900000.0,1230700000,-3620700000.0,-1034600000.0,-362300000.0,18054400000.0,44037100000,20993700000.0,124200000.0,22680300000,,-2063700000.0,452000000.0,17382200000,4.67,6184900000.0,,1230700000,21587300000,26502900000,3393400000,1230700000,19231200000.0,-3648700000.0,,,,,,,,,,,,,,,,,,
2018-03-31,2237600000,30700000.0,467800000,1812900000.0,24088300000,1775800000.0,2115900000.0,184200000,-48800000.0,9076000000,1780300000,-627700000.0,,-218200000.0,2214900000.0,262800000.0,-1346100000.0,73300400000,1996700000.0,1021700000.0,5.136087,4026200000.0,36700000.0,269700000.0,13457000000.0,-720600000,3608900000.0,2600000,255544728.0,4630600000,42200000.0,-2874000000.0,19100000.0,-191900000.0,,4630600000.0,1312500000,-565900000.0,-51500000.0,-394700000.0,19241100000.0,46288000000,19457700000.0,,22537500000,194900000.0,588900000.0,-153800000.0,18110100000,4.99,6255900000.0,,1312500000,19992100000,27012400000,3428500000,1312500000,20185500000.0,-382400000.0,,,,,,,,,,,,,,,,,,
2018-06-30,2392200000,,450100000,1902200000.0,24222700000,1770200000.0,2089900000.0,191700000,-4600000.0,9224300000,1503500000,288300000.0,,-314300000.0,542200000.0,264500000.0,-376400000.0,74367400000,227900000.0,51400000.0,4.07,2829800000.0,-606800000.0,286000000.0,13476700000.0,-782800000,4630600000.0,2600000,258700000.0,4682000000,35900000.0,-2916400000.0,-900000.0,-196400000.0,,4682000000.0,1053400000,-778300000.0,53400000.0,-400300000.0,19757300000.0,45642400000,19540700000.0,,22943700000,,-886500000.0,-1000000.0,17515400000,3.98,6918300000.0,,1053400000,20061100000,28725000000,3428000000,1053400000,20414500000.0,-2301600000.0,,,,,,,,,,,,,,,,,,
2018-09-30,2592000000,,282000000,2063000000.0,23943000000,2119000000.0,896000000.0,188000000,-1600000.0,9101000000,1242000000,-340600000.0,0.0,-355500000.0,606900000.0,265400000.0,-9500000.0,74445000000,251400000.0,-422100000.0,3.7,1927000000.0,-252900000.0,288300000.0,13944000000.0,-811000000,4682000000.0,3000000,259500000.0,4260000000,56900000.0,-2135600000.0,-1200000.0,-194700000.0,,4260000000.0,960000000,-687800000.0,139100000.0,-397000000.0,20182000000.0,45351000000,19683000000.0,,23251000000,,-815400000.0,-114200000.0,17300000000,3.62,6943000000.0,,960000000,20213000000,29094000000,3546000000,960000000,20468000000.0,-1900300000.0,,,,,,,,,,,,,,,,,,
2018-12-31,2735000000,,118000000,1960000000.0,22140000000,1994000000.0,902000000.0,189000000,-2000000.0,9007000000,543000000,-1561000000.0,0.0,-320000000.0,463000000.0,,-28000000.0,71571000000,143000000.0,-326000000.0,,2817000000.0,128000000.0,288000000.0,12413000000.0,-986000000,4260000000.0,3000000,,3934000000,91000000.0,-1745000000.0,-6000000.0,-193000000.0,,3934000000.0,425000000,773000000.0,-50000000.0,-493000000.0,19988000000.0,43030000000,18206000000.0,,23373000000,,-489000000.0,49000000.0,17217000000,,6743000000.0,,425000000,18726000000,28541000000,3618000000,425000000,20504000000.0,-4499000000.0,,,,,,,,,,,,,,,,,,
2019-03-31,2799000000,,394000000,2116000000.0,23508000000,1946000000.0,998000000.0,187000000,-78000000.0,8925000000,1945000000,-429000000.0,,-234000000.0,1630000000.0,262300000.0,0.0,74523000000,1396000000.0,548000000.0,6.026709,5629000000.0,-753000000.0,289000000.0,12193000000.0,-623000000,3934000000.0,3000000,257354383.0,4482000000,70000000.0,-6069000000.0,-1000000.0,-206000000.0,,4482000000.0,1551000000,-652000000.0,55000000.0,-294000000.0,21136000000.0,44525000000,19026000000.0,,24666000000,105000000.0,-266000000.0,22000000.0,17396000000,5.91,7540000000.0,,1551000000,19551000000,29998000000,3166000000,1551000000,20500000000.0,-111000000.0,,,,,,,,,,,,,,,,,,
