date,quarterlyNetIncomeContinuousOperations,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings
2012-03-31,21979000,9133000.0,4635000.0,21979000,28223000.0,1893000.0,1808000.0,256498000.0,34784000.0,,16988000,25382000.0,597956000.0,54722000.0,-1765000.0,,12402000.0,-29716000.0,12402000.0,10264000.0,,3269000.0,0.3,-1176000.0,10405000.0,27239000.0,,7319000.0,16472000,651365000.0,99806000.0,21896000.0,972838000.0,923249000.0,-853000.0,,697449000.0,-1283000.0,,54722000.0,-7764000.0,12593000.0,-5544000.0,0.0,,0.0,42723000,0.0,433000.0,-6327000.0,12402000.0,46527000,12303000,3440000.0,48774000.0,49589000.0,2882000.0,2039000.0,602591000.0,-311661000.0,0.3,,75000.0,22054000.0,534244000.0,63515000,-6327000.0,34224000,-12763000.0,-163205000.0,,,,,,,
2012-06-30,23162000,-8186000.0,6195000.0,23162000,45277000.0,2581000.0,9655000.0,256498000.0,30169000.0,,17923000,25427000.0,613195000.0,54722000.0,411000.0,,4216000.0,-30261000.0,4216000.0,9132000.0,,12402000.0,0.315,4615000.0,11324000.0,,,9360000.0,17245000,646834000.0,98070000.0,39596000.0,959698000.0,921903000.0,-2032000.0,,700698000.0,-3250000.0,,54722000.0,10718000.0,9695000.0,-5779000.0,0.0,,0.0,43693000,0.0,-1616000.0,-5681000.0,4216000.0,45769000,11619000,3603000.0,27444000.0,37795000.0,1623000.0,2487000.0,619390000.0,-75239000.0,0.315,,75000.0,23237000.0,532548000.0,63692000,-5681000.0,34150000,-47782000.0,-168150000.0,,,,,,,
2012-09-30,24929000,-5323000.0,19988000.0,24493000,29827000.0,2489000.0,2506000.0,256498000.0,42832000.0,,21324000,25179000.0,874434000.0,56536000.0,877000.0,,1993000.0,-31086000.0,1993000.0,20503000.0,,4216000.0,0.34,-8076000.0,12540000.0,,,9021000.0,19194000,925040000.0,96333000.0,9748000.0,1379773000.0,1330635000.0,-244599000.0,,1133652000.0,-386000.0,,56536000.0,-13075000.0,11303000.0,-5886000.0,0.0,,0.0,58109000,0.0,-6747000.0,-20079000.0,1993000.0,51172000,14443000,9280000.0,30618000.0,49138000.0,1911000.0,1399000.0,894422000.0,-163000000.0,0.34,,137000.0,25066000.0,943604000.0,72496000,-20079000.0,36729000,-15071000.0,-190048000.0,,,,,,,
2012-12-31,26328000,3244000.0,29336000.0,20318000,58084000.0,1905000.0,10226000.0,256498000.0,38720000.0,,85348000,25041000.0,864674000.0,,872000.0,,5237000.0,-292636000.0,5237000.0,17562000.0,,1993000.0,,640000.0,5251000.0,,,9864000.0,18792000,941254000.0,94596000.0,47310000.0,1394110000.0,1346534000.0,260905000.0,,1164391000.0,0.0,11494000.0,,9168000.0,12030000.0,-4279000.0,0.0,,0.0,49225000,0.0,-1073000.0,-10774000.0,5237000.0,223000,-38230000,8901000.0,35750000.0,47576000.0,7120000.0,1669000.0,905504000.0,-76335000.0,,,84000.0,26412000.0,960535000.0,85571000,-10774000.0,38453000,-44066000.0,-203856000.0,,,,,,,
2013-03-31,21289000,12956000.0,30141000.0,18399000,30879000.0,2421000.0,2366000.0,256498000.0,37128000.0,73444000.0,40019000,25011000.0,811913000.0,56990000.0,2679000.0,,18193000.0,-32709000.0,18193000.0,14154000.0,,5237000.0,0.21,1053000.0,10981000.0,,,9101000.0,12168000,884004000.0,92860000.0,24234000.0,1398186000.0,1339390000.0,1225000.0,2481000.0,1169605000.0,-2719000.0,15469000.0,56990000.0,-5428000.0,12346000.0,-2868000.0,0.0,,2481000.0,46480000,0.0,-1808000.0,-4164000.0,18193000.0,34279000,3232000,6627000.0,26481000.0,58796000.0,2856000.0,3232000.0,857523000.0,-110000000.0,0.21,,56000.0,21345000.0,955920000.0,74298000,-6645000.0,31047000,-13759000.0,-213685000.0,,,,,,,
2013-06-30,21297000,-9477000.0,30485000.0,20167000,51323000.0,2042000.0,10314000.0,256498000.0,36121000.0,0.0,39665000,24882000.0,799152000.0,58657000.0,746000.0,,8716000.0,-34710000.0,8716000.0,15127000.0,,18193000.0,0.23,1523000.0,11629000.0,,,10925000.0,13487000,885544000.0,91123000.0,40744000.0,1386711000.0,1337560000.0,-1976000.0,0.0,1180105000.0,-535000.0,17581000.0,58657000.0,13501000.0,13720000.0,545000.0,0.0,,0.0,48397000,0.0,1290000.0,-10579000.0,8716000.0,35620000,3100000,8601000.0,38326000.0,49151000.0,1269000.0,3100000.0,847218000.0,-110500000.0,0.23,,344000.0,21641000.0,954132000.0,75285000,-10579000.0,32520000,-50221000.0,-225973000.0,,,,,,,
2013-09-30,23057000,2504000.0,32167000.0,21885000,45486000.0,2408000.0,2280000.0,256498000.0,35876000.0,0.0,41135000,24966000.0,809391000.0,58657000.0,737000.0,,11220000.0,-35597000.0,11220000.0,19449000.0,,8716000.0,0.25,-385000.0,11816000.0,,,9523000.0,14757000,896718000.0,89386000.0,29171000.0,1382372000.0,1330937000.0,-624000.0,0.0,1189090000.0,-446000.0,19835000.0,58657000.0,1582000.0,13001000.0,-552000.0,0.0,,0.0,54362000,0.0,1339000.0,-16315000.0,11220000.0,36588000,2415000,12427000.0,35325000.0,51435000.0,1323000.0,2415000.0,861393000.0,-92000000.0,0.25,,40000.0,23097000.0,950564000.0,77723000,-16315000.0,34173000,-26667000.0,-238526000.0,,,,,,,
2013-12-31,20438000,-4868000.0,34709000.0,18998000,55392000.0,1845000.0,10239000.0,256498000.0,34736000.0,0.0,44048000,24741000.0,807630000.0,,535000.0,,6352000.0,-36470000.0,6352000.0,16693000.0,,11220000.0,,-126000.0,10345000.0,,,10843000.0,11513000,915574000.0,87650000.0,36830000.0,1382508000.0,1337546000.0,-1844000.0,250000.0,1210913000.0,-1934000.0,21669000.0,,16398000.0,22898000.0,-144000.0,0.0,,250000.0,47369000,0.0,2544000.0,-18012000.0,6352000.0,33828000,3002000,13981000.0,51566000.0,44962000.0,1885000.0,3002000.0,864008000.0,-56100000.0,,,-107000.0,20331000.0,957814000.0,77876000,-18562000.0,30826000,-42248000.0,-253099000.0,,,,,,,
2014-03-31,27780000,-1473000.0,35565000.0,24143000,39016000.0,2149000.0,1776000.0,256498000.0,34425000.0,0.0,38400000,24701000.0,833790000.0,58657000.0,-7147000.0,,4879000.0,-37342000.0,4879000.0,15588000.0,,6352000.0,0.27,-302000.0,9741000.0,,,10067000.0,16142000,923154000.0,85913000.0,18412000.0,1378731000.0,1335928000.0,-759000.0,40000.0,1224306000.0,-336000.0,23939000.0,58657000.0,-12930000.0,15753000.0,-49000.0,0.0,,40000.0,53184000,0.0,2568000.0,-20564000.0,4879000.0,48604000,3151000,6854000.0,29860000.0,42803000.0,901000.0,3151000.0,893294000.0,-402788000.0,0.27,,75000.0,27855000.0,958749000.0,87004000,-20604000.0,45453000,-19925000.0,-265557000.0,,,,,,,
2014-06-30,24450000,1187000.0,36707000.0,23034000,53347000.0,2998000.0,6688000.0,256498000.0,34359000.0,0.0,40449000,24637000.0,839253000.0,58657000.0,774000.0,,6066000.0,-38235000.0,6066000.0,15882000.0,,4879000.0,0.25,-1144000.0,8329000.0,,,8797000.0,14641000,945833000.0,84177000.0,35377000.0,1384744000.0,1340573000.0,-1250000.0,65000.0,1245660000.0,-70000.0,25640000.0,58657000.0,12048000.0,17706000.0,-795000.0,0.0,,65000.0,48689000,0.0,-1288000.0,-17905000.0,6066000.0,34549000,2516000,12327000.0,44233000.0,44171000.0,967000.0,2516000.0,901600000.0,-50500000.0,0.25,,28000.0,24478000.0,966464000.0,74998000,-17970000.0,32033000,-34255000.0,-279196000.0,,,,,,,
2014-09-30,31189000,-4399000.0,38456000.0,29680000,44290000.0,2862000.0,1823000.0,256498000.0,35972000.0,0.0,40939000,24579000.0,851416000.0,58657000.0,891000.0,,1667000.0,-39103000.0,1667000.0,15483000.0,,6066000.0,0.35,746000.0,8585000.0,,,9034000.0,20740000,956814000.0,82440000.0,24551000.0,1386169000.0,1344111000.0,-1247000.0,58000.0,1263389000.0,-658000.0,26432000.0,58657000.0,-3514000.0,15085000.0,314000.0,0.0,,58000.0,55299000,0.0,-672000.0,-19681000.0,1667000.0,41191000,2266000,14271000.0,40510000.0,42058000.0,1132000.0,2266000.0,916304000.0,-49500000.0,0.35,,42000.0,31231000.0,971560000.0,82130000,-19739000.0,38925000,-29008000.0,-291829000.0,,,,,,,
2014-12-31,30394000,1163000.0,44938000.0,28668000,49987000.0,4571000.0,6615000.0,256498000.0,40129000.0,0.0,47179000,24478000.0,867579000.0,,874000.0,,2830000.0,-39990000.0,2830000.0,15213000.0,,1667000.0,,-976000.0,6462000.0,,,12055000.0,19335000,986111000.0,80703000.0,28341000.0,1401555000.0,1354213000.0,-775000.0,100000.0,1280479000.0,-2513000.0,29392000.0,,2185000.0,17881000.0,-46000.0,0.0,,100000.0,52159000,0.0,1861000.0,-21546000.0,2830000.0,41234000,2891000,12432000.0,44202000.0,47342000.0,2195000.0,2891000.0,941909000.0,-87700000.0,,,90000.0,30484000.0,980479000.0,88413000,-21646000.0,38343000,-27278000.0,-300000000.0,,,,,,,
2015-03-31,35830000,2972000.0,50627000.0,31803000,60891000.0,4402000.0,1804000.0,256498000.0,39855000.0,,42660000,24462000.0,890742000.0,58657000.0,893000.0,,5802000.0,-40865000.0,5802000.0,14694000.0,,2830000.0,0.37,-5065000.0,8255000.0,,,10638000.0,21993000,1017280000.0,78967000.0,49600000.0,1424599000.0,1374553000.0,-1250000.0,16000.0,1316384000.0,-247000.0,30649000.0,58657000.0,5023000.0,28492000.0,-795000.0,0.0,,218000.0,58880000,0.0,1748000.0,-38557000.0,5802000.0,47096000,3290000,7819000.0,45262000.0,50046000.0,5503000.0,3290000.0,972018000.0,-130500000.0,0.37,-27500000.0,101000.0,35931000.0,1003988000.0,89756000,-11291000.0,43806000,-19362000.0,-312396000.0,,,,,,,
2015-06-30,32144000,4622000.0,51437000.0,30401000,49573000.0,4826000.0,6783000.0,256498000.0,40044000.0,,40352000,24280000.0,900905000.0,58657000.0,702000.0,,10424000.0,-41749000.0,10424000.0,15063000.0,,5802000.0,0.34,551000.0,9056000.0,,,11172000.0,20205000,1029838000.0,77279000.0,37921000.0,1425243000.0,1370037000.0,-2479000.0,182000.0,1325242000.0,0.0,35484000.0,58657000.0,1337000.0,16128000.0,-573000.0,0.0,,747000.0,56199000,0.0,-3358000.0,-10723000.0,10424000.0,43127000,2696000,9940000.0,42012000.0,55206000.0,1079000.0,2696000.0,987826000.0,-90600000.0,0.34,0.0,-64000.0,32080000.0,1000808000.0,83479000,-11652000.0,40431000,-34228000.0,-324434000.0,,,,,,,
2015-09-30,36566000,432000.0,53639000.0,34485000,55442000.0,4302000.0,1851000.0,256498000.0,33968000.0,,40421000,79378000.0,951067000.0,58657000.0,1445000.0,,10856000.0,-42628000.0,10856000.0,16326000.0,,10424000.0,0.4,3420000.0,9486000.0,,,14647000.0,23655000,1077488000.0,75542000.0,47462000.0,1466029000.0,1416632000.0,0.0,-40000.0,1327810000.0,0.0,37242000.0,58657000.0,1469000.0,11236000.0,-834000.0,0.0,,279000.0,62447000,0.0,-1333000.0,-62382000.0,10856000.0,47968000,3673000,11674000.0,35540000.0,49397000.0,1639000.0,3673000.0,1041948000.0,-138900000.0,0.4,-54641000.0,69000.0,36635000.0,990567000.0,88389000,-7980000.0,44295000,7372000.0,-337243000.0,,,,,,,
2015-12-31,43789000,4157000.0,54616000.0,40520000,67088000.0,3809000.0,6752000.0,256498000.0,41075000.0,,42726000,79438000.0,1008752000.0,58657000.0,2249000.0,,15013000.0,-105821000.0,15013000.0,16769000.0,,10856000.0,0.49,-726000.0,10107000.0,,-391000.0,13703000.0,29018000,1245784000.0,73805000.0,30995000.0,1534456000.0,1473314000.0,24611000.0,36000.0,1399973000.0,-3308000.0,39063000.0,58657000.0,5498000.0,22583000.0,190000.0,0.0,,35000.0,54019000,288672000.0,947000.0,-36413000.0,15013000.0,54525000,2897000,12016000.0,48924000.0,61142000.0,763000.0,2897000.0,1102431000.0,-472900000.0,0.49,-391000.0,123000.0,43912000.0,1049870000.0,97251000,-36093000.0,51628000,-26518000.0,-350103000.0,,,,,,,
2016-03-31,47685000,-5979000.0,52204000.0,42758000,48302000.0,2945000.0,1972000.0,256498000.0,41056000.0,,43473000,124134000.0,1061944000.0,58657000.0,2757000.0,,9034000.0,-84460000.0,9034000.0,16551000.0,,15013000.0,0.52,657000.0,9741000.0,,,11819000.0,30872000,1188143000.0,72067000.0,30429000.0,1572561000.0,1517290000.0,-4275000.0,99000.0,1396935000.0,-784000.0,39441000.0,58657000.0,-16518000.0,18480000.0,-263000.0,0.0,,12000.0,74072000,0.0,-1082000.0,-17762000.0,9034000.0,58537000,3091000,7050000.0,34554000.0,55271000.0,949000.0,3091000.0,1153589000.0,-469000000.0,0.52,0.0,95000.0,47780000.0,1052772000.0,102010000,-17873000.0,55446000,-36519000.0,-344163000.0,,,,,,,
2016-06-30,41475000,-4152000.0,54895000.0,39120000,65890000.0,3298000.0,6661000.0,256498000.0,50133000.0,,42964000,165362000.0,1083136000.0,58865000.0,3623000.0,,4882000.0,-47394000.0,4882000.0,15709000.0,,9034000.0,0.45,1907000.0,11276000.0,,,11324000.0,26443000,1226618000.0,70330000.0,51096000.0,1617329000.0,1557676000.0,-1447000.0,1397000.0,1406784000.0,0.0,42474000.0,58865000.0,7511000.0,21427000.0,-405000.0,0.0,,6000.0,68514000,0.0,445000.0,-55891000.0,4882000.0,51933000,2863000,9553000.0,46113000.0,59653000.0,1239000.0,2863000.0,1180505000.0,304000000.0,0.45,-42500000.0,54000.0,41529000.0,1054162000.0,94897000,-14794000.0,49070000,-14151000.0,-352622000.0,,,,,,,
2016-09-30,35951000,2326000.0,56379000.0,34785000,70819000.0,2791000.0,7193000.0,256498000.0,36583000.0,9101000.0,43474000,166531000.0,1070615000.0,59223000.0,3879000.0,,7208000.0,-47689000.0,7208000.0,15520000.0,,4882000.0,0.33,-1043000.0,14447000.0,,-50000.0,10688000.0,19563000,1219560000.0,68593000.0,55262000.0,1604497000.0,1556468000.0,-2328000.0,189000.0,1420080000.0,0.0,45440000.0,59223000.0,19053000.0,18252000.0,-109000.0,0.0,,-159000.0,65979000,0.0,-5120000.0,-15577000.0,7208000.0,49136000,2664000,11927000.0,47126000.0,48029000.0,1377000.0,2664000.0,1172434000.0,-477500000.0,0.33,-50000.0,61000.0,36012000.0,1054158000.0,92610000,-15557000.0,46472000,-52916000.0,-365922000.0,,,,,,,
2016-12-31,32479000,-3551000.0,56764000.0,30921000,57737000.0,3225000.0,18069000.0,256498000.0,50408000.0,103079000.0,64503000,165609000.0,1243912000.0,62781000.0,4631000.0,,3657000.0,-331239000.0,3657000.0,22648000.0,,7208000.0,0.4,-1242000.0,14692000.0,,-77000.0,9926000.0,24189000,1412446000.0,66856000.0,2138000.0,1884237000.0,1827284000.0,50409000.0,1308000.0,1714021000.0,-2737000.0,47035000.0,62781000.0,825000.0,26942000.0,91000.0,0.0,,568000.0,69894000,0.0,5392000.0,-53800000.0,3657000.0,48023000,3914000,11102000.0,64735000.0,56953000.0,2476000.0,3914000.0,1347711000.0,-70500000.0,0.4,-77000.0,75000.0,32554000.0,1328395000.0,112526000,-55599000.0,44109000,-7488000.0,-385626000.0,,,,,,,
2017-03-31,27879000,3350000.0,57521000.0,25563000,43600000.0,2779000.0,4518000.0,256498000.0,45745000.0,37563000.0,51266000,162319000.0,1240565000.0,63113000.0,-10312000.0,,7007000.0,-54908000.0,7007000.0,18777000.0,,3657000.0,0.13,375000.0,12415000.0,,,9297000.0,8425000,1387418000.0,65118000.0,35335000.0,1870135000.0,1814213000.0,-2330000.0,3016000.0,1723183000.0,0.0,46881000.0,63113000.0,-16558000.0,17940000.0,154000.0,0.0,,424000.0,59177000,0.0,-1122000.0,-4825000.0,7007000.0,54368000,2634000,11807000.0,42451000.0,55922000.0,1062000.0,2634000.0,1344967000.0,-395750000.0,0.13,0.0,106000.0,27985000.0,1320981000.0,105634000,-8265000.0,51734000,-35425000.0,-402202000.0,,,,,,,
2017-06-30,42856000,9332000.0,57399000.0,41335000,70001000.0,3189000.0,10550000.0,256498000.0,44738000.0,15071000.0,54042000,163360000.0,1236739000.0,64086000.0,4142000.0,,16339000.0,-57390000.0,16339000.0,19945000.0,,7007000.0,0.36,-660000.0,13748000.0,,,8687000.0,23007000,1387991000.0,63381000.0,57742000.0,1867891000.0,1803692000.0,-940000.0,-1362000.0,1730461000.0,0.0,46245000.0,64086000.0,5739000.0,15928000.0,63000.0,0.0,,211000.0,76676000,0.0,1226000.0,-13410000.0,16339000.0,55101000,2615000,13545000.0,47608000.0,64199000.0,1215000.0,2615000.0,1340383000.0,-103000000.0,0.36,0.0,127000.0,42983000.0,1311766000.0,109143000,-12259000.0,52486000,-47259000.0,-418695000.0,,,,,,,
2017-09-30,43061000,-8863000.0,57889000.0,42071000,63858000.0,3492000.0,5527000.0,256498000.0,50083000.0,-349000.0,55005000,163873000.0,1245066000.0,64319000.0,5227000.0,,7476000.0,-59365000.0,7476000.0,19007000.0,,16339000.0,0.66,801000.0,14072000.0,,,16880000.0,42490000,1403836000.0,61644000.0,53707000.0,1865842000.0,1805988000.0,-11335000.0,-430000.0,1742221000.0,0.0,46405000.0,64319000.0,808000.0,23143000.0,0.0,0.0,,159000.0,76071000,0.0,3289000.0,-10422000.0,7476000.0,55359000,3623000,14827000.0,54476000.0,59854000.0,1198000.0,3623000.0,1349360000.0,-242000000.0,0.66,0.0,-69000.0,42992000.0,1307093000.0,110364000,-10151000.0,51736000,-62299000.0,-435128000.0,,,,,,,
2017-12-31,88114000,300000.0,58984000.0,86070000,61028000.0,5707000.0,13256000.0,266716000.0,64304000.0,-175000.0,56570000,85279000.0,1507308000.0,89422000.0,37904000.0,,7776000.0,-62912000.0,7776000.0,21549000.0,,7476000.0,0.96,-554000.0,15832000.0,,,28794000.0,86070000,1669049000.0,129463000.0,46893000.0,2154114000.0,2079723000.0,-2025000.0,1910000.0,2023232000.0,,47272000.0,89422000.0,-14978000.0,22272000.0,,0.0,,55000.0,125580000,0.0,-5368000.0,-257616000.0,7776000.0,72650000,5451000,9598000.0,55485000.0,74391000.0,-37064000.0,5451000.0,1613564000.0,-79000000.0,0.96,-245446000.0,85000.0,88199000.0,1569471000.0,129220000,-14135000.0,67199000,196888000.0,-453761000.0,,,,,,,
2018-03-31,48635000,789000.0,59581000.0,46168000,80520000.0,7602000.0,6079000.0,268166000.0,56165000.0,114529000.0,61344000,84678000.0,1390952000.0,103836000.0,1365000.0,,8565000.0,-63496000.0,8565000.0,25142000.0,,7776000.0,0.44,-1731000.0,16347000.0,,,27726000.0,46168000,1550541000.0,125427000.0,67908000.0,2134789000.0,2067051000.0,-2032000.0,358000.0,2035723000.0,,47740000.0,103836000.0,5013000.0,23954000.0,,,837000.0,22000.0,90206000,0.0,-814000.0,-12232000.0,8565000.0,67540000,3122000,8497000.0,52268000.0,67738000.0,672000.0,3122000.0,1498273000.0,-343500000.0,0.44,,82000.0,48717000.0,1561054000.0,128884000,-12612000.0,64418000,-67499000.0,-474669000.0,,,,,,,
2018-06-30,41499000,-1909000.0,60126000.0,40143000,80443000.0,3593000.0,13189000.0,270336000.0,50166000.0,302000.0,59141000,84752000.0,1395599000.0,105429000.0,1681000.0,,6656000.0,-66579000.0,6656000.0,24608000.0,,8565000.0,0.38,1033000.0,17626000.0,,,27363000.0,40143000,1557695000.0,121935000.0,68316000.0,2116063000.0,2056095000.0,-1732000.0,-59000.0,2041562000.0,,48405000.0,105429000.0,12906000.0,20398000.0,,,713000.0,174000.0,83761000,0.0,-614000.0,-18843000.0,6656000.0,59619000,2673000,10845000.0,53565000.0,59968000.0,893000.0,2673000.0,1504130000.0,-74000000.0,0.38,,28000.0,41527000.0,1551709000.0,118760000,-12127000.0,56946000,-63509000.0,-489853000.0,,,,,,,
2018-09-30,46534000,-281000.0,60635000.0,45003000,56449000.0,3694000.0,5730000.0,270336000.0,57410000.0,56000.0,60363000,83911000.0,1416748000.0,105440000.0,1152000.0,,6375000.0,-67225000.0,6375000.0,24367000.0,,6656000.0,0.43,3200000.0,18042000.0,,,26753000.0,45003000,1571375000.0,118831000.0,46918000.0,2107042000.0,2040544000.0,-2103000.0,1069000.0,2051240000.0,,48408000.0,105440000.0,-15464000.0,16402000.0,,,709000.0,14000.0,88982000,0.0,219000.0,-8458000.0,6375000.0,65421000,2498000,12360000.0,45584000.0,66498000.0,544000.0,2498000.0,1525791000.0,70500000.0,0.43,-10000.0,39000.0,46573000.0,1540713000.0,125784000,-9531000.0,62923000,-48272000.0,-510527000.0,,,,,,,
2018-12-31,49719000,-3330000.0,61468000.0,47533000,77801000.0,3462000.0,13302000.0,270336000.0,59118000.0,-116000.0,64074000,83840000.0,1418900000.0,105440000.0,1748000.0,,3045000.0,-67679000.0,3045000.0,24375000.0,,6375000.0,0.45,-2031000.0,17432000.0,,,27906000.0,47533000,1586979000.0,115329000.0,64771000.0,2102540000.0,2036066000.0,-2526000.0,,2069706000.0,,48714000.0,105440000.0,3853000.0,30657000.0,,,944000.0,0.0,91403000,0.0,880000.0,-12810000.0,3045000.0,68718000,2747000,8697000.0,57897000.0,66474000.0,-941000.0,2747000.0,1529082000.0,-79000000.0,0.45,0.0,-123000.0,49596000.0,1538655000.0,132792000,-13030000.0,65971000,-68321000.0,-531051000.0,,,,,,,
2019-03-31,53794000,8495000.0,60303000.0,51182000,71155000.0,2656000.0,5686000.0,270336000.0,50623000.0,0.0,61343000,83556000.0,1438054000.0,105440000.0,1790000.0,,11540000.0,-67975000.0,11540000.0,23824000.0,,3045000.0,0.49,-2253000.0,19022000.0,,,30445000.0,51182000,1750103000.0,111828000.0,60437000.0,2162220000.0,2095991000.0,-3119000.0,,2150338000.0,,48131000.0,105440000.0,-4424000.0,16755000.0,,,406000.0,9000.0,72852000,412117000.0,-2199000.0,-10314000.0,11540000.0,73154000,2620000,7858000.0,44388000.0,66229000.0,-2324000.0,2620000.0,1618757000.0,-85252000.0,0.49,,36000.0,53830000.0,1599826000.0,134497000,-10718000.0,70534000,-52346000.0,-550512000.0,,,,,,,
2019-06-30,47159000,-4599000.0,60995000.0,45690000,73834000.0,2525000.0,13329000.0,270336000.0,61156000.0,0.0,64849000,83015000.0,1437710000.0,105440000.0,1894000.0,,6941000.0,-68232000.0,6941000.0,24247000.0,,11540000.0,0.43,-489000.0,19230000.0,,,30038000.0,45690000,1672425000.0,108326000.0,66800000.0,2147843000.0,2075863000.0,-2250000.0,,2154563000.0,,48345000.0,105440000.0,767000.0,18115000.0,,,840000.0,185000.0,66359000,0.0,2619000.0,-6945000.0,6941000.0,65902000,1988000,8216000.0,53825000.0,71980000.0,126000.0,1988000.0,1618600000.0,-71751000.0,0.43,,-30000.0,47129000.0,1584148000.0,130751000,-7034000.0,63914000,-71488000.0,-570415000.0,,,,,,,
2019-09-30,84184000,528000.0,61459000.0,82345000,83228000.0,2926000.0,5884000.0,270336000.0,51952000.0,0.0,69045000,82884000.0,1431869000.0,105440000.0,36642000.0,,7469000.0,-68494000.0,7469000.0,24121000.0,,6941000.0,0.78,-1108000.0,18807000.0,,,13233000.0,82345000,1749691000.0,104824000.0,77152000.0,2154275000.0,2090075000.0,-2318000.0,,2193351000.0,0.0,46862000.0,105440000.0,8546000.0,19355000.0,,,528000.0,71000.0,103021000,404584000.0,2202000.0,-5611000.0,7469000.0,66850000,2714000,9774000.0,53438000.0,64200000.0,1345000.0,2714000.0,1612353000.0,-100777000.0,0.78,0.0,30000.0,84214000.0,1618798000.0,135895000,-6076000.0,64136000,-77089000.0,-574553000.0,,,,,,,
