date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDilutedEPS,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyCashDividendsPaid
2014-03-31,208778000,10489000,-20000.0,93587000.0,,5655000,310364000,47520000.0,935895000,46000,1779569000,1083369000,183713000.0,-17788000,13822000,-39297000.0,-37242000.0,-35932000,,39730000.0,147370000.0,210897000,,0.1,,158711000,-670000,406414000.0,-382000.0,0.0,147474000,0.0,1330000.0,57305000,3060000.0,188087000,2281231000.0,1555944000.0,32994000,839817000.0,557627000,5596000.0,696200000,2067614000,-156526000.0,22638000,1012250000.0,4498000,46021000.0,3293481000,193109000,2395761000,4498000,4834000,0.0,27736000.0,897720000,230738000.0,-6262000,338232000.0,1836198000.0,-27491000,1083369000,0.09,102217000.0,1673000.0,231416000.0,421004000.0,92964000.0,0.0,146276000.0,,,,,,
2014-06-30,216141000,18443000,-27000.0,88493000.0,,10702000,317630000,48003000.0,1083369000,46000,1768225000,1027351000,185451000.0,-19882000,13993000,-135282000.0,-11996000.0,-5736000,,45654000.0,179278000.0,24563000,,0.17,,-44556000,2362000,475358000.0,40000.0,0.0,-56018000,0.0,6287000.0,65096000,7497000.0,193239000,2371845000.0,1630936000.0,32660000,904023000.0,565438000,4860000.0,740874000,2310094000,-227400000.0,30482000,1080184000.0,7811000,46279000.0,3452029000,4681000,2534959000,7811000,7741000,0.0,28719000.0,917070000,230738000.0,-7933000,473514000.0,2063471000.0,-74845000,1027351000,0.16,75280000.0,1954000.0,246623000.0,425709000.0,95465000.0,0.0,45945000.0,,,,,,
2014-09-30,203121000,24497000,47000.0,85035000.0,,8427000,328547000,48644000.0,1027351000,48000,2441279000,1598596000,11927000.0,-34101000,14419000,47831000.0,1006000.0,124451000,,51108000.0,147188000.0,605738000,,0.34,,544605000,-12397000,609444000.0,-617000.0,0.0,571245000,0.0,11000.0,72726000,13513000.0,178879000,2987520000.0,1936073000.0,33810000,1155776000.0,581560000,5659000.0,842683000,2482310000,-256699000.0,37738000,1068620000.0,16122000,46911000.0,4056140000,571637000,3091849000,16122000,16070000,0.0,28300000.0,964291000,236635000.0,-1025000,425683000.0,2241451000.0,-158944000,1598596000,0.33,136894000.0,1178000.0,240859000.0,697210000.0,93119000.0,7719000.0,190856000.0,,,,,,
2014-12-31,229570000,81875000,-11211000.0,89273000.0,-36633000.0,47942000,340778000,49727000.0,1598596000,50000,2558525000,1539063000,341000.0,-43163000,14577000,-170773000.0,656000.0,-4143000,-277614000.0,44326000.0,158964000.0,219059000,618392000.0,0.67955,8987000.0,110165000,8353000,241654000.0,-1019000.0,0.0,-59533000,527193000.0,6412000.0,131392000,9531000.0,204488000,3245397000.0,2174773000.0,34940000,1292000000.0,615352000,5612000.0,1019462000,2798490000,-346391000.0,93966000,1231818000.0,33792000,49727000.0,4477215000,175896000,3466773000,33792000,33933000,0.0,33487000.0,1010442000,271964000.0,-7226000,596456000.0,2474954000.0,-274449000,1539063000,0.67955,37481000.0,2486000.0,323536000.0,704097000.0,102479000.0,24271000.0,196076000.0,,,,,,
2015-03-31,281082000,67364000,,84702000.0,-8006000.0,39223000,344727000,50071000.0,1539063000,50000,3073890000,1870024000,440632000.0,-24974000,14876000,105026000.0,4029000.0,5118000,,34064000.0,255609000.0,553633000,,0.58,10836000.0,473431000,1097000,427644000.0,297000.0,,330961000,473983000.0,1089000.0,114814000,10854000.0,256090000,4275570000.0,3593196000.0,32574000,534600000.0,643505000,5675000.0,1203866000,3168108000,-443203000.0,79215000,894219000.0,28153000,48685000.0,5169789000,528659000,4127796000,28153000,28141000,474121000.0,33349000.0,1041993000,272046000.0,-7216000,491430000.0,2807811000.0,-227790000,1870024000,0.56,189373000.0,3025000.0,360297000.0,270836000.0,101366000.0,29267000.0,169811000.0,,,,,,
2015-06-30,311648000,100714000,,80462000.0,0.0,61783000,363244000,56050000.0,1870024000,56000,3480504000,2013882000,445668000.0,-40886000,14946000,-139694000.0,-1609000.0,378840000,,37814000.0,285441000.0,94077000,,0.69479,10396000.0,3726000,6308000,399186000.0,-1830000.0,,143858000,508355000.0,380449000.0,145162000,12472000.0,286496000,4806227000.0,3738514000.0,29502000,534538000.0,682448000,3566000.0,1466622000,3521062000,-563977000.0,111800000,929932000.0,38943000,56050000.0,5736159000,53191000,4273052000,38943000,38931000,508504000.0,31095000.0,1463107000,272046000.0,-9637000,631124000.0,3097614000.0,-329059000,2013882000,0.69479,-31639000.0,3860000.0,423448000.0,272930000.0,110956000.0,29174000.0,57723000.0,,,,,,
2015-09-30,313534000,97624000,,96424000.0,-69310000.0,51329000,374862000,59978000.0,2013882000,56000,3625677000,2164210000,450780000.0,-34501000,15269000,11239000.0,229000.0,478000,,36612000.0,321522000.0,258076000,,0.84,39205000.0,152966000,-19477000,274131000.0,-701000.0,,150328000,489940000.0,249000.0,143400000,11987000.0,287691000,4910324000.0,3861170000.0,30507000,535852000.0,728747000,6985000.0,1461467000,3606531000,-309267000.0,108021000,1004707000.0,46299000,54803000.0,5915031000,223575000,4397022000,46299000,46295000,490087000.0,32270000.0,1518009000,321220000.0,-16670000,619891000.0,3184976000.0,-108226000,2164210000,0.77,-124193000.0,4872000.0,421555000.0,275050000.0,101970000.0,27111000.0,67227000.0,,,,,,
2015-12-31,345000000,56000000,0.0,122000000.0,-373000000.0,26000000,393000000,57700000.0,2164000000,0,4130000000,2329000000,449000000.0,-31000000,22000000,79000000.0,2000000.0,701000000,-362000000.0,28000000.0,263000000.0,219000000,755000000.0,0.535714,0.0,182000000,5000000,360000000.0,-4000000.0,,165000000,374000000.0,10000000.0,111000000,14000000.0,317000000,5306000000.0,3822000000.0,33000000,1197000000.0,758000000,7000000.0,1801000000,3759000000,-613000000.0,70000000,1270000000.0,30000000,56000000.0,6576000000,188000000,5019000000,30000000,30000000,374000000.0,37000000.0,1557000000,519000000.0,-1000000,597000000.0,3344000000.0,-755000000,2329000000,0.51,48000000.0,8000000.0,415000000.0,962000000.0,109000000.0,,223000000.0,,,,,,
2016-03-31,372000000,64000000,,149000000.0,-2000000.0,40000000,419000000,57000000.0,2329000000,0,4226000000,2156000000,455000000.0,-46000000,25000000,-266000000.0,2000000.0,2000000,,37000000.0,348000000.0,139000000,,0.421053,,44000000,30000000,601000000.0,2000000.0,,-173000000,377000000.0,0.0,133000000,14000000.0,340000000,5764000000.0,4377000000.0,44000000,1216000000.0,782000000,7000000.0,2070000000,4335000000,-615000000.0,81000000,1419000000.0,24000000,57000000.0,7183000000,93000000,5593000000,24000000,24000000,377000000.0,38000000.0,1590000000,619000000.0,1000000,863000000.0,3882000000.0,-314000000,2156000000,0.421053,205000000.0,8000000.0,453000000.0,965000000.0,116000000.0,15000000.0,94000000.0,,,,,,
2016-06-30,385000000,80000000,,146000000.0,-6000000.0,47000000,448000000,57000000.0,2156000000,0,4313000000,2345000000,1000000.0,-56000000,25000000,-149000000.0,-1000000.0,9000000,,39000000.0,473000000.0,139000000,,0.578947,,17000000,9000000,537000000.0,4000000.0,,189000000,0.0,10000000.0,150000000,12000000.0,351000000,5545000000.0,3646000000.0,45000000,1915000000.0,815000000,9000000.0,1968000000,4351000000,-363000000.0,97000000,1657000000.0,33000000,57000000.0,7202000000,83000000,5561000000,33000000,33000000,0.0,38000000.0,1641000000,611000000.0,-7000000,1012000000.0,3869000000.0,41000000,2345000000,0.578947,-58000000.0,8000000.0,482000000.0,1428000000.0,107000000.0,25000000.0,104000000.0,,,,,,
2016-09-30,379000000,92000000,,149000000.0,-40000000.0,50000000,450000000,57000000.0,2345000000,0,4577000000,2842000000,466000000.0,-41000000,26000000,-12000000.0,0.0,0,,40000000.0,700000000.0,355000000,,0.736842,19000000.0,225000000,-19000000,383000000.0,3000000.0,,497000000,314000000.0,0.0,164000000,11000000.0,343000000,6113000000.0,4665000000.0,46000000,1214000000.0,857000000,8000000.0,1735000000,4537000000,-471000000.0,109000000,1457000000.0,42000000,57000000.0,7570000000,314000000,5879000000,42000000,42000000,314000000.0,39000000.0,1691000000,619000000.0,-6000000,1053000000.0,4049000000.0,142000000,2842000000,0.736842,-146000000.0,9000000.0,488000000.0,971000000.0,116000000.0,6000000.0,380000000.0,,,,,,
2016-12-31,396000000,-99000000,,140000000.0,0.0,-8000000,454000000,57000000.0,2842000000,0,4577000000,2819000000,472000000.0,-33000000,25000000,79000000.0,0.0,8000000,-465000000.0,41000000.0,454000000.0,40000000,919000000.0,-1.596491,,152000000,2000000,382000000.0,-2000000.0,,-23000000,267000000.0,8000000.0,-27000000,10000000.0,359000000,6012000000.0,4638000000.0,47000000,1230000000.0,766000000,2000000.0,1758000000,4454000000,-485000000.0,-83000000,1461000000.0,-91000000,57000000.0,7473000000,7000000,5868000000,-91000000,-91000000,267000000.0,42000000.0,1605000000,620000000.0,-7000000,974000000.0,4141000000.0,-71000000,2819000000,-1.64,-8000000.0,9000000.0,313000000.0,975000000.0,110000000.0,15000000.0,315000000.0,,,,,,
2017-03-31,478000000,131000000,,131000000.0,0.0,54000000,447000000,57000000.0,2819000000,0,5254000000,3198000000,1000000.0,-26000000,26000000,-32000000.0,-2000000.0,-1000000,,43000000.0,433000000.0,719000000,,1.350877,21000000.0,522000000,-5000000,438000000.0,-1000000.0,,379000000,0.0,1000000.0,206000000,11000000.0,439000000,6402000000.0,4422000000.0,49000000,1889000000.0,887000000,6000000.0,2056000000,4890000000,-740000000.0,68000000,1636000000.0,77000000,57000000.0,8038000000,693000000,6311000000,77000000,77000000,0.0,44000000.0,1727000000,620000000.0,-6000000,1006000000.0,4344000000.0,-339000000,3198000000,1.350877,50000000.0,89000000.0,546000000.0,1455000000.0,115000000.0,11000000.0,461000000.0,,,,,,
2017-06-30,442000000,-314000000,,112000000.0,0.0,-84000000,449000000,56000000.0,3198000000,0,5496000000,2979000000,773000000.0,-34000000,27000000,0.0,-1000000.0,334000000,,47000000.0,441000000.0,-47000000,,-4.1,,148000000,-36000000,375000000.0,-1000000.0,,-219000000,440000000.0,10000000.0,-240000000,12000000.0,405000000,7169000000.0,5793000000.0,47000000,1269000000.0,657000000,29000000.0,2517000000,4983000000,-906000000.0,-188000000,1414000000.0,-230000000,56000000.0,8583000000,-81000000,7062000000,-230000000,-230000000,440000000.0,54000000.0,1521000000,559000000.0,-7000000,1006000000.0,4729000000.0,-506000000,2979000000,-4.1,-68000000.0,-99000000.0,254000000.0,1017000000.0,118000000.0,0.0,284000000.0,,,,,,
2017-09-30,416000000,-113000000,,101000000.0,0.0,-16000000,397000000,57000000.0,2979000000,0,6047000000,3934000000,782000000.0,-25000000,32000000,4000000.0,-1000000.0,299000000,,42000000.0,664000000.0,285000000,,-1.701754,,163000000,-27000000,485000000.0,-1000000.0,,955000000,425000000.0,0.0,-38000000,63000000.0,383000000,7708000000.0,5962000000.0,43000000,1563000000.0,560000000,3000000.0,2113000000,5013000000,-260000000.0,148000000,1246000000.0,-97000000,57000000.0,8954000000,260000000,7525000000,-97000000,-97000000,425000000.0,48000000.0,1429000000,430000000.0,-8000000,1002000000.0,4449000000.0,371000000,3934000000,-1.701754,108000000.0,-229000000.0,564000000.0,1317000000.0,117000000.0,0.0,468000000.0,,,,,,
2017-12-31,395000000,-316000000,,69000000.0,0.0,-54000000,342000000,60000000.0,3934000000,0,5879000000,3186000000,653000000.0,-1000000,33000000,131000000.0,-4000000.0,4000000,-541000000.0,40000000.0,233000000.0,-153000000,883000000.0,-4.366667,,-228000000,-26000000,366000000.0,-5000000.0,,-748000000,522000000.0,8000000.0,-244000000,27000000.0,367000000,7511000000.0,5557000000.0,39000000,1577000000.0,298000000,8000000.0,2693000000,4927000000,-824000000.0,51000000,960000000.0,-262000000,60000000.0,8471000000,-154000000,7134000000,-262000000,-262000000,522000000.0,61000000.0,1337000000,186000000.0,-7000000,871000000.0,4481000000.0,-599000000,3186000000,-4.59,-102000000.0,-334000000.0,446000000.0,1318000000.0,119000000.0,0.0,282000000.0,,,,,,
2018-03-31,378000000,179000000,,,,72000000,318000000,65200000.0,3290000000,0,6250000000,3729000000,566000000.0,-4000000,33000000,-83000000.0,-5000000.0,-5000000,,135000000.0,543000000.0,394000000,,1.725806,,136000000,-6000000,713000000.0,-12000000.0,,534000000,585000000.0,,249000000,26000000.0,352000000,8196000000.0,6005000000.0,37000000,1575000000.0,412000000,6000000.0,2521000000,4622000000,-389000000.0,223000000,937000000.0,107000000,62000000.0,9133000000,390000000,7580000000,107000000,107000000,,59000000.0,1553000000,,-5000000,950000000.0,4021000000.0,145000000,3824000000,1.64,319000000.0,-11000000.0,601000000.0,1318000000.0,120000000.0,,404000000.0,,,,,,
2018-06-30,360000000,305000000,-389000000.0,,,103000000,276000000,66700000.0,3824000000,0,5648000000,3392000000,484000000.0,-10000000,32000000,-232000000.0,4000000.0,-498000000,,28000000.0,792000000.0,-80000000,,3.258065,,-387000000,0,754000000.0,-11000000.0,,-325000000,723000000.0,,373000000,8000000.0,335000000,8027000000.0,5820000000.0,36000000,1285000000.0,614000000,7000000.0,2256000000,4851000000,-525000000.0,318000000,736000000.0,202000000,62000000.0,8763000000,-90000000,7105000000,202000000,202000000,,68000000.0,1658000000,,-4000000,1148000000.0,4173000000.0,253000000,3499000000,3.02,30000000.0,19000000.0,678000000.0,1019000000.0,117000000.0,,193000000.0,,,,,,
2018-09-30,336000000,259000000,-204000000.0,,,62000000,264000000,67900000.0,3499000000,0,4626000000,2814000000,296000000.0,-10000000,26000000,-192000000.0,1000000.0,-509000000,,30000000.0,735000000.0,-505000000,,3.177419,,-685000000,-26000000,824000000.0,-10000000.0,,-591000000,843000000.0,,316000000,7000000.0,311000000,7301000000.0,5213000000.0,31000000,1277000000.0,811000000,7000000.0,1812000000,4660000000,-288000000.0,226000000,750000000.0,197000000,62000000.0,8051000000,-515000000,6490000000,197000000,197000000,,60000000.0,1561000000,,-14000000,1346000000.0,4098000000.0,423000000,2908000000,2.9,49000000.0,59000000.0,562000000.0,1019000000.0,118000000.0,,178000000.0,,,,,,
2018-12-31,358000000,256000000,-62000000.0,47000000.0,,55000000,241000000,66600000.0,2908000000,0,4507000000,2826000000,241000000.0,-6000000,24000000,-23000000.0,11000000.0,-181000000,-533000000.0,24000000.0,375000000.0,-123000000,774000000.0,3.241935,,-364000000,26000000,390000000.0,-8000000.0,,18000000,476000000.0,,303000000,2000000.0,335000000,6462000000.0,4246000000.0,23000000,1261000000.0,1012000000,7000000.0,1681000000,4632000000,-242000000.0,300000000,692000000.0,201000000,62000000.0,7154000000,-129000000,5507000000,201000000,201000000,,44000000.0,1647000000,143000000.0,5000000,1330000000.0,3974000000.0,322000000,2926000000,3.01,-353000000.0,-20000000.0,658000000.0,1020000000.0,120000000.0,,211000000.0,,,,,,
2019-03-31,327000000,260000000,-46000000.0,,,62000000,376000000,66200000.0,2926000000,0,4732000000,3224000000,198000000.0,-6000000,23000000,-29000000.0,1000000.0,-48000000,,111000000.0,366000000.0,249000000,,3.142857,,-44000000,15000000,444000000.0,-3000000.0,,372000000,516000000.0,,308000000,6000000.0,302000000,6731000000.0,4292000000.0,25000000,1452000000.0,1295000000,9000000.0,1508000000,4090000000,-185000000.0,254000000,848000000.0,198000000,63000000.0,7579000000,243000000,5744000000,198000000,198000000,,97000000.0,1835000000,,-4000000,1359000000.0,3509000000.0,171000000,3298000000,2.99,-30000000.0,29000000.0,581000000.0,1121000000.0,100000000.0,,207000000.0,,,,,,
2019-06-30,350000000,257000000,-139000000.0,,,61000000,373000000,64000000.0,3298000000,0,4323000000,2253000000,65000000.0,-14000000,22000000,120000000.0,26000000.0,-314000000,,106000000.0,425000000.0,-93000000,,3.111111,,-266000000,4000000,373000000.0,5000000.0,,-971000000,169000000.0,,301000000,1000000.0,328000000,5863000000.0,3388000000.0,22000000,1566000000.0,1491000000,10000000.0,2070000000,4159000000,-977000000.0,233000000,827000000.0,196000000,63000000.0,6690000000,-107000000,4954000000,196000000,196000000,,93000000.0,1736000000,,2000000,1239000000.0,3576000000.0,-564000000,2327000000,3.06,-31000000.0,46000000.0,583000000.0,1241000000.0,98000000.0,,30000000.0,,,,,,
2019-09-30,344000000,233000000,-55000000.0,,,58000000,379000000,63600000.0,2327000000,0,4436000000,2679000000,15000000.0,-10000000,22000000,,-3000000.0,-148000000,,108000000.0,1099000000.0,242000000,,2.81,,46000000,-12000000,478000000.0,5000000.0,,407000000,21000000.0,,276000000,,323000000,5877000000.0,3308000000.0,21000000,1562000000.0,1666000000,10000000.0,1757000000,4203000000,-776000000.0,217000000,824000000.0,175000000,62200000.0,6701000000,232000000,4870000000,175000000,175000000,,90000000.0,1831000000,,0,1280000000.0,3642000000.0,313000000,2734000000,2.75,98000000.0,38000000.0,561000000.0,1239000000.0,79000000.0,,207000000.0,,,,,,
