date,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyRetainedEarnings,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyNetPPE,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,quarterlyGrossProfit,quarterlyResearchAndDevelopment,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyEbitda,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyChangeInInventory
2008-04-30,992000000.0,-3730158730.0,431562186056,,1224633313.0,3171589310,,,,,,1424780496.0,32884401,-4158640590.0,,-485523771.0,,2641149287,18300180832,0.97239,,-3435146251.0,20422945550,1082981716,1188466948,,,,97271448664,979505726,979505726,-1030356507,805944090.0,-89468785.0,,208961222,2505525417.0,,3946152301,,986000000.0,-190523396,,,,2816265060,2210166767,28819570022,-869219494.0,,-1119825292,3589511754,0.97239,5150213270.0,-476336327.0,957404059,452572835041,2425155716.0,,,,,,,,,,,,,,,,,,,
2008-07-31,994000000.0,-3711000000.0,440591000000,,1326000000.0,3374000000,,,,,,3608831947.0,-18224065707,-15829598959.0,,-551523086.0,,2982599795,18784000000,0.965336,,7576144225.0,21361000000,1145000000,1297000000,,,,91183000000,1010000000,1010000000,12261130165,6221176676.0,-75129218.0,,287000000,2542000000.0,,4038000000,,989000000.0,257236512,,,,2641149287,2560000000,28615000000,-218464918.0,,12186000947,3554000000,0.955585,-2100872612.0,339252681.0,978000000,462407000000,2421000000.0,,,,,,,,,,,,,,,,,,,
2008-10-31,,-3595478595.0,485482202983,,256434305.0,2271167837,,,,2740500241.0,,7554245482.0,-14770725484,-10639431308.0,,-482384403.0,,2574555075,18548581049,,,1808479590.0,21641414141,1076713669,234444164,-256433074.0,,,88035113035,248226034,248226034,9909171404,4344775187.0,-204185935.0,,-13781870,2687590188.0,,4351851852,,,-515576391,-1.0,,,2982599795,2859547860,34892977393,-38321378970.0,,9704985469,3615566642,,34394270729.0,-1389827752.0,217969036,507625060125,2555315055.0,,,,,,,,,,,,,,,,,,,
2009-01-31,1003000000.0,-4246558505.0,486467551623,,1060717797.0,3351769911,,,,,,-2458210.0,1771140610,-661258603.0,,-529744346.0,,3006391347,18853244838,0.8,,-2152163226.0,22812192724,1206981318,1032448378,,,,97582350049,841937070,841937070,-1312684366,-25811209.0,-50393314.0,,190511308,2422566372.0,,5406833825,,1001000000.0,431415929,,,,2573746313,3709439528,30267944936,-2389380531.0,,-1363077680,3403392331,0.8,4872173058.0,351524091.0,805063913,509829154376,3381268437.0,,,,,,,,,,,,,,,,,,,
2009-04-30,1016000000.0,-4610000000.0,490123000000,,1221000000.0,3596000000,,,,,,-13105541790.0,-1900140610,-903741397.0,,-548255654.0,,2919000000,19179000000,0.81,3449000000.0,3050163226.0,22908000000,157000000,1221000000,,,,112111000000,902000000,872000000,-9183315634,11053811209.0,-76606686.0,,319000000,2443000000.0,2845000000.0,6359000000,,1014000000.0,-86415929,,,,3006391347,3710000000,33949000000,-3145619469.0,14608000000.0,-9259922320,2698000000,0.81,,-2715524091.0,821000000,513567000000,549000000.0,,,,,,,,,,,,,,,,,,,
2009-07-31,1020000000.0,-4642000000.0,461939000000,,1262000000.0,3775000000,,,,,,-960000000.0,7486000000,-39000000.0,,-548000000.0,,3308000000,19561000000,0.87,3417000000.0,877000000.0,23397000000,152000000,1262000000,,,,126436000000,959000000,931000000,848000000,-7785000000.0,-17000000.0,137000000.0,303000000,2372000000.0,2875000000.0,5958000000,,1017000000.0,389000000,,,,2919000000,3710000000,29721000000,1120000000.0,13840000000.0,831000000,2511000000,0.87,,-97000000.0,882000000,485856000000,541000000.0,,,,,,,,,,,,,,,,,,,
2009-10-31,,-3800000000.0,471190000000,,1251000000.0,3735000000,,,,,,-3174000000.0,-15486000000,-31000000.0,,-550000000.0,,3355000000,19916000000,,3528000000.0,,24772000000,176000000,1251000000,,,,117294000000,930000000,902000000,-1399000000,16923000000.0,-55000000.0,151000000.0,321000000,2372000000.0,2908000000.0,5944000000,,,47000000,,,,3308000000,3710000000,43278000000,-35782000000.0,14688000000.0,-1454000000,1994000000,,,672000000.0,853000000,496516000000,561000000.0,,,,,,,,,,,,,,,,,,,
2010-01-31,1028000000.0,-3819000000.0,481708000000,,1526000000.0,3906000000,,,,,,-3160000000.0,-16368000000,-64000000.0,,-551000000.0,,3384000000,20353000000,0.92,3697000000.0,582000000.0,25357000000,164000000,1526000000,-1311000000.0,,,116136000000,1014000000,988000000,-1590000000,18027000000.0,-5000000.0,147000000.0,512000000,2322000000.0,2765000000.0,5945000000,,1025000000.0,29000000,,,,3355000000,3710000000,57336000000,,13339000000.0,-1595000000,1963000000,0.91,1050000000.0,-45000000.0,939000000,507626000000,560000000.0,,,,,,,,,,,,,,,,,,,
2010-04-30,1031000000.0,-4675000000.0,500034000000,,1568000000.0,3873000000,,,,,,-13231000000.0,-9837000000,-532000000.0,,-554000000.0,,3743000000,20894000000,1.02,4305000000.0,656000000.0,25552000000,158000000,1568000000,1300000000.0,,,124013000000,1124000000,1097000000,-11478000000,21790000000.0,-70000000.0,218000000.0,444000000,2320000000.0,2701000000.0,5881000000,,1030000000.0,359000000,,,,3384000000,3975000000,57377000000,,23119000000.0,-11548000000,1971000000,1.02,2754000000.0,792000000.0,1048000000,526125000000,555000000.0,,,,,,,,,,,,,,,,,,,
2010-07-31,1036000000.0,-4441000000.0,496379000000,,1485000000.0,3784000000,,,,,,6864000000.0,-262000000,-73000000.0,,-558000000.0,,3789000000,21397000000,0.98,4392000000.0,295000000.0,26475000000,171000000,1485000000,0.0,,,117390000000,1086000000,1062000000,8221000000,-7932000000.0,-140000000.0,183000000.0,399000000,2401000000.0,2744000000.0,5924000000,,1034000000.0,46000000,,,,3743000000,3975000000,50006000000,,21433000000.0,8081000000,2204000000,0.98,6295000000.0,3047000000.0,1011000000,523424000000,568000000.0,,,,,,,,,,,,,,,,,,,
2010-10-31,,-4051000000.0,498447000000,,1505000000.0,3942000000,,,,,,568000000.0,734000000,-21000000.0,,-561000000.0,,3730000000,21932000000,,4651000000.0,,27631000000,211000000,1505000000,0.0,,,116563000000,1115000000,1092000000,1902000000,-2696000000.0,-89000000.0,205000000.0,390000000,2450000000.0,3050000000.0,5939000000,,,-59000000,,,,3789000000,3975000000,46027000000,,21519000000.0,1813000000,2132000000,,29422000000.0,1388000000.0,1040000000,526657000000,589000000.0,,,,,,,,,,,,,,,,,,,
2011-01-31,1044000000.0,-4403000000.0,512554000000,,1570000000.0,4125000000,,,,,,-12772000000.0,-12245000000,0.0,,-563000000.0,,3680000000,22533000000,1.08,4643000000.0,355000000.0,28081000000,178000000,1570000000,,,,123545000000,1200000000,1174000000,-11243000000,23480000000.0,-74000000.0,166000000.0,370000000,2469000000.0,3026000000.0,5913000000,,1044000000.0,-50000000,,,,3730000000,3975000000,51950000000,,25717000000.0,-11317000000,2213000000,1.07,3158000000.0,-324000000.0,1123000000,541268000000,585000000.0,,,,,,,,,,,,,,,,,,,
2011-04-30,1080000000.0,-5067000000.0,540183000000,,1877000000.0,4517000000,,,,,,-9575000000.0,-21898000000,-338000000.0,,-616000000.0,,3676000000,23436000000,1.36,4298000000.0,168000000.0,30782000000,230000000,1877000000,,,,128925000000,1543000000,1519000000,-7888000000,29861000000.0,-119000000.0,2020000000.0,334000000,2472000000.0,4184000000.0,5887000000,,1079000000.0,-4000000,,,,3680000000,4384000000,71402000000,,25470000000.0,-8007000000,2420000000,1.36,2316000000.0,612000000.0,1464000000,571541000000,3210000000.0,,,,,,,,,,,,,,,,,,,
2011-07-31,1084000000.0,-4934000000.0,535340000000,,1676000000.0,4300000000,,,,,,3266000000.0,7291000000,-73000000.0,,-618000000.0,-72000000.0,3646000000,24066000000,1.11,4411000000.0,352000000.0,31747000000,233000000,1676000000,,,,126500000000,1285000000,1259000000,4877000000,-12203000000.0,-29000000.0,-1651000000.0,391000000,2493000000.0,4245000000.0,5905000000,,1082000000.0,-30000000,,,,3676000000,4384000000,57908000000,,22045000000.0,4848000000,2586000000,1.11,2770000000.0,-1591000000.0,1204000000,567689000000,3237000000.0,,,,,,,,,,,,,,,,,,,
2011-10-31,,-4718000000.0,541856000000,,1555000000.0,4346000000,,6680000000.0,,,,13743000000.0,-6926000000,-133000000.0,,-619000000.0,,4294000000,24662000000,,,171000000.0,32760000000,5479000000,1555000000,,,-4128000000.0,119873000000,1240000000,1223000000,15317000000,-7800000000.0,-144000000.0,201000000.0,315000000,2552000000.0,4377000000.0,5923000000,,,648000000,,,,3646000000,4384000000,54471000000,,15450000000.0,15173000000,2223000000,,23676000000.0,-644000000.0,1168000000,575256000000,3287000000.0,,,,,,,,,,,,,,,,,,,
2012-01-31,1125000000.0,-287000000.0,602918000000,,1849000000.0,4716000000,817000000.0,2623000000.0,,2101000000.0,,6009000000.0,-7846000000,-41000000.0,,-622000000.0,,3849000000,19225000000,1.23,,99000000.0,32496000000,315000000,1849000000,,-502000000.0,,122908000000,1436000000,1398000000,7768000000,-366000000.0,,175000000.0,413000000,2623000000.0,,6930000000,,1091000000.0,-445000000,5267000000.0,2780000000.0,106000000.0,4294000000,4384000000,63701000000,-7503000000.0,17139000000.0,7768000000,2431000000,1.2,7731000000.0,81000000.0,1343000000,637055000000,7672000000.0,,,,,,,,,,,,,,,,,,,
2012-04-30,1168000000.0,-335000000.0,623023000000,,1875000000.0,4704000000,,,,,415000000.0,10998000000.0,-10392000000,-132000000.0,4000000.0,-681000000.0,,7021000000,19937000000,1.18,,-2481000000.0,34950000000,1613000000,1875000000,-10000000.0,-81000000.0,,127866000000,1460000000,1391000000,12548000000,1048000000.0,-59000000.0,1866000000.0,415000000,2632000000.0,,6896000000,,1134000000.0,3165000000,,,108000000.0,3856000000,4384000000,77738000000,-6058000000.0,22395000000.0,12489000000,1770000000,1.15,7189000000.0,-127000000.0,1336000000,659690000000,8633000000.0,,,,,,,,,,,,,,,,,,,
2012-07-31,1160000000.0,-141000000.0,631484000000,,2492000000.0,5512000000,1134000000.0,2145000000.0,,1825000000.0,441000000.0,-6119000000.0,3213000000,-72000000.0,5000000.0,-683000000.0,,4988000000,21253000000,1.7,,-2567000000.0,36798000000,260000000,2492000000,-10000000.0,,,128834000000,2051000000,2001000000,-4075000000,-1120000000.0,,193000000.0,441000000,2145000000.0,,6899000000,,1142000000.0,-2033000000,5524000000.0,3499000000.0,117000000.0,7021000000,4384000000,71615000000,-9151000000.0,20780000000.0,-4075000000,1850000000,1.69,7522000000.0,-620000000.0,1946000000,669970000000,8708000000.0,,,,,,,,,,,,,,,,,,,
2012-10-31,,135000000.0,626665000000,,1830000000.0,5126000000,,6341000000.0,,,,-11056000000.0,4604000000,1354000000.0,,-727000000.0,,5036000000,21978000000,,,-8755000000.0,39636000000,5811000000,1830000000,0.0,4000000.0,-4081000000.0,125914000000,1519000000,1453000000,-9085000000,4533000000.0,,1966000000.0,311000000,2260000000.0,5239000000.0,19075000000,,,55000000,,,119000000.0,4981000000,4384000000,67191000000,-12144000000.0,18622000000.0,-9519000000,1779000000,,9338000000.0,44000000.0,1398000000,668044000000,3453000000.0,,,,,,,,,,,,,,,,,,,
2013-01-31,1204000000.0,409000000.0,693397000000,,2059000000.0,5032000000,,,,,434000000.0,7678000000.0,-10054000000,-98000000.0,21000000.0,-731000000.0,,4911000000,22807000000,1.27,,-2771000000.0,41152000000,1794000000,2059000000,-1300000000.0,-3214000000.0,,159037000000,1625000000,1559000000,9753000000,-818000000.0,-64000000.0,292000000.0,434000000,2296000000.0,,8780000000,,1186000000.0,-1125000000,,,128000000.0,6036000000,4384000000,53120000000,-11167000000.0,24673000000.0,9689000000,1918000000,1.25,10804000000.0,921000000.0,1504000000,736361000000,10345000000.0,,,,,,,,,,,,,,,,,,,
2013-04-30,1213000000.0,542000000.0,709949000000,,2038000000.0,5086000000,,,,,437000000.0,-920000000.0,1699000000,-103000000.0,6000000.0,-771000000.0,,5556000000,23566000000,1.24,,-2784000000.0,42396000000,1799000000,2038000000,-1710000000.0,-260000000.0,,153813000000,1601000000,1534000000,999000000,-2082000000.0,-13000000.0,356000000.0,437000000,2265000000.0,,7087000000,,1193000000.0,645000000,,,130000000.0,4911000000,4384000000,55157000000,-11167000000.0,25080000000.0,986000000,1866000000,1.23,14202000000.0,43000000.0,1479000000,754156000000,10464000000.0,,,,,,,,,,,,,,,,,,,
2013-07-31,1207000000.0,427000000.0,697298000000,0.0,2225000000.0,5256000000,,,,,457000000.0,-3818000000.0,3930000000,-18000000.0,5000000.0,-773000000.0,,5238000000,24502000000,1.38,,-2930000000.0,43501000000,1834000000,2225000000,0.0,,,149533000000,1768000000,1703000000,-2105000000,-2167000000.0,-51000000.0,283000000.0,457000000,2228000000.0,,7020000000,,1198000000.0,-318000000,,,131000000.0,5556000000,4384000000,52157000000,-13297000000.0,24572000000.0,-2156000000,1814000000,1.37,13749000000.0,-1677000000.0,1649000000,742625000000,10589000000.0,,,,,,,,,,,,,,,,,,,
2013-10-31,1210000000.0,738000000.0,697237000000,,2102000000.0,5272000000,863000000.0,6419000000.0,,8058000000.0,435000000.0,-1047000000.0,1197000000,-105000000.0,4000000.0,-800000000.0,,5449000000,25315000000,1.3,,-2881000000.0,44653000000,1831000000,2102000000,-1200000000.0,,-4191000000.0,145072000000,1676000000,1620000000,1097000000,-2138000000.0,-18000000.0,325000000.0,426000000,2228000000.0,6867000000.0,5841000000,559000000.0,1204000000.0,211000000,,2685000000.0,131000000.0,5238000000,4084000000,53338000000,-12263000000.0,,1079000000,1867000000,1.29,13899000000.0,-163000000.0,1567000000,743788000000,3837000000.0,,,,,,,,,,,,,,,,,,,
2014-01-31,1217000000.0,1540000000.0,735476000000,-250000000.0,2184000000.0,5510000000,,,,,475000000.0,-103000000.0,-1189000000,-116000000.0,20000000.0,-798000000.0,,5714000000,25928000000,1.33,,-3005000000.0,46191000000,1980000000,2184000000,0.0,,,164070000000,1709000000,1655000000,1514000000,-274000000.0,-61000000.0,369000000.0,475000000,2252000000.0,,5874000000,,1209000000.0,265000000,,,129000000.0,5449000000,3834000000,55321000000,-14208000000.0,,1453000000,1824000000,1.32,11949000000.0,405000000.0,1607000000,782835000000,10822000000.0,,,,,,,,,,,,,,,,,,,
2014-04-30,1222000000.0,1138000000.0,744315000000,-600000000.0,2355000000.0,5598000000,,,,,555000000.0,5282000000.0,-4327000000,45000000.0,4000000.0,-821000000.0,,5950000000,26849000000,1.4,,-3051000000.0,46220000000,1881000000,2355000000,-1000000000.0,,,168946000000,1800000000,1742000000,7185000000,-2592000000.0,-51000000.0,109000000.0,555000000,2222000000.0,,4864000000,,1215000000.0,236000000,,,129000000.0,5714000000,3234000000,59758000000,-12171000000.0,,7134000000,1781000000,1.39,12779000000.0,-280000000.0,1699000000,791772000000,10794000000.0,,,,,,,,,,,,,,,,,,,
2014-07-31,1225000000.0,878000000.0,743063000000,-444000000.0,2949000000.0,6393000000,,,,,598000000.0,-11690000000.0,9928000000,-46000000.0,3000000.0,-813000000.0,,5658000000,28217000000,1.86,,-3150000000.0,47170000000,1980000000,2949000000,0.0,,,170479000000,2351000000,2301000000,-9378000000,-821000000.0,-91000000.0,153000000.0,598000000,2231000000.0,,4873000000,,1217000000.0,-292000000,,,134000000.0,5950000000,2934000000,49964000000,-10265000000.0,,-9469000000,1838000000,1.85,8660000000.0,283000000.0,2267000000,791509000000,10820000000.0,,,,,,,,,,,,,,,,,,,
2014-10-31,1223000000.0,1125000000.0,756455000000,-176000000.0,1812000000.0,5675000000,1009000000.0,6555000000.0,9876000000.0,7478000000.0,374000000.0,3455000000.0,-4998000000,2000000.0,3000000.0,-833000000.0,,5828000000,28609000000,1.1,,-3099000000.0,47899000000,1840000000,1812000000,0.0,,-4283000000.0,162768000000,1438000000,1373000000,5623000000,-499000000.0,-74000000.0,122000000.0,374000000,2272000000.0,6909000000.0,4871000000,454000000.0,1217000000.0,170000000,,2862000000.0,134000000.0,5658000000,2934000000,56730000000,-10684000000.0,,5549000000,1792000000,1.1,11488000000.0,388000000.0,1343000000,805666000000,3975000000.0,,,,,,,,,,,,,,,,,,,
2015-01-31,1220000000.0,2617000000.0,800692000000,-445000000.0,2203000000.0,5773000000,,,11898000000.0,,477000000.0,3894000000.0,-3040000000,-452000000.0,9000000.0,-832000000.0,,6882000000,29103000000,1.36,,-3169000000.0,49827000000,1948000000,2203000000,,,,164248000000,1726000000,1679000000,5850000000,-2117000000.0,-58000000.0,28000000.0,477000000,2334000000.0,,4973000000,,1215000000.0,1054000000,,,139000000.0,5828000000,2934000000,65894000000,-13277000000.0,,5792000000,1880000000,1.35,13173000000.0,-868000000.0,1649000000,851873000000,11068000000.0,,,,,,,,,,,,,,,,,,,
2015-04-30,1231000000.0,1542000000.0,786218000000,-29000000.0,2265000000.0,5838000000,,,13549000000.0,,468000000.0,-3926000000.0,1230000000,88000000.0,2000000.0,-853000000.0,,6116000000,29984000000,1.43,,-3198000000.0,49646000000,1932000000,2265000000,0.0,,,165360000000,1797000000,1757000000,-2077000000,334000000.0,-1000000.0,19000000.0,468000000,2182000000.0,,6134000000,,1210000000.0,-766000000,,,144000000.0,6882000000,2934000000,60664000000,-10959000000.0,,-2078000000,1710000000,1.42,10308000000.0,-39000000.0,1727000000,837161000000,10923000000.0,,,,,,,,,,,,,,,,,,,
2015-07-31,1231000000.0,2849000000.0,810103000000,-170000000.0,2310000000.0,6004000000,,,11025000000.0,,463000000.0,15492000000.0,-17324000000,-283000000.0,1000000.0,-851000000.0,,6919000000,30640000000,1.46,,-3354000000.0,51608000000,1989000000,2310000000,-6000000.0,,,156800000000,1847000000,1795000000,17786000000,105000000.0,-78000000.0,32000000.0,463000000,2237000000.0,,6184000000,,1210000000.0,803000000,,,144000000.0,6116000000,2934000000,82789000000,-9138000000.0,,17708000000,1789000000,1.45,9332000000.0,1100000000.0,1767000000,863064000000,11037000000.0,,,,,,,,,,,,,,,,,,,
2015-10-31,1227000000.0,2628000000.0,803018000000,-311000000.0,2288000000.0,6029000000,584000000.0,6827000000.0,10296000000.0,7339000000.0,445000000.0,-10128000000.0,5615000000,-406000000.0,2000000.0,-870000000.0,,6724000000,31316000000,1.46,,-3371000000.0,52019000000,1838000000,2288000000,-12000000.0,,-4541000000.0,157259000000,1843000000,1783000000,-7712000000,1941000000.0,-145000000.0,22000000.0,445000000,2286000000.0,7015000000.0,6182000000,599000000.0,1205000000.0,-195000000,,3425000000.0,157000000.0,6919000000,2934000000,73927000000,-11310000000.0,,-7857000000,1816000000,1.45,8836000000.0,3100000000.0,1754000000,856497000000,4434000000.0,,,,,,,,,,,,,,,,,,,
2016-01-31,1225000000.0,3574000000.0,863958000000,-65000000.0,2258000000.0,6263000000,,,10416000000.0,,444000000.0,11026000000.0,-14072000000,-229000000.0,5000000.0,-871000000.0,,7508000000,32150000000,1.44,,-3519000000.0,54180000000,2074000000,2258000000,-1000000000.0,,,178714000000,1814000000,1758000000,13189000000,1467000000.0,-92000000.0,46000000.0,444000000,2339000000.0,,7759000000,,1203000000.0,784000000,,,159000000.0,6724000000,3284000000,75253000000,-28450000000.0,,13097000000,1897000000,1.43,12913000000.0,542000000.0,1730000000,919613000000,11620000000.0,,,,,,,,,,,,,,,,,,,
2016-04-30,1228000000.0,996000000.0,841135000000,-360000000.0,2025000000.0,6496000000,,,10008000000.0,,441000000.0,1754000000.0,-1503000000,373000000.0,1000000.0,-899000000.0,,7017000000,32757000000,1.24,,-3518000000.0,52386000000,1956000000,2025000000,-19000000.0,,,181041000000,1584000000,1523000000,3833000000,-2386000000.0,-32000000.0,26000000.0,441000000,2317000000.0,,7499000000,,1203000000.0,-491000000,,,169000000.0,7508000000,3439000000,61215000000,-29623000000.0,,3801000000,1955000000,1.23,19290000000.0,-1634000000.0,1489000000,894961000000,11541000000.0,,,,,,,,,,,,,,,,,,,
2016-07-31,1222000000.0,1697000000.0,851540000000,-345000000.0,2564000000.0,6543000000,,,10409000000.0,,605000000.0,9829000000.0,-8477000000,-269000000.0,1000000.0,-904000000.0,,7455000000,33750000000,1.55,,-3602000000.0,53855000000,2012000000,2564000000,-16000000.0,,,188445000000,1959000000,1897000000,12241000000,-3422000000.0,-170000000.0,120000000.0,605000000,2441000000.0,,7598000000,,1203000000.0,438000000,,,173000000.0,7017000000,3094000000,69774000000,-20062000000.0,,12071000000,2018000000,1.54,18561000000.0,-2277000000.0,1860000000,906844000000,11693000000.0,,,,,,,,,,,,,,,,,,,
2016-10-31,1226000000.0,2392000000.0,838445000000,0.0,2551000000.0,6634000000,587000000.0,7139000000.0,11978000000.0,7988000000.0,540000000.0,-28369000000.0,21298000000,-306000000.0,0.0,-924000000.0,,6855000000,34752000000,1.58,,-3653000000.0,56251000000,2042000000,2551000000,0.0,,-4619000000.0,194442000000,2011000000,1939000000,-25164000000,3145000000.0,-54000000.0,199000000.0,540000000,2520000000.0,7384000000.0,7633000000,611000000.0,1206000000.0,-600000000,,3925000000.0,183000000.0,7455000000,3594000000,46344000000,-16306000000.0,,-25218000000,2046000000,1.57,14305000000.0,3370000000.0,1908000000,896266000000,4757000000.0,,,,,,,,,,,,,,,,,,,
2017-01-31,1229000000.0,1728000000.0,829160000000,-483000000.0,2626000000.0,6769000000,,,11185000000.0,,617000000.0,5736000000.0,-3688000000,19000000.0,5000000.0,-934000000.0,,7973000000,35653000000,1.58,,-3643000000.0,56255000000,2120000000,2626000000,0.0,,,190935000000,2009000000,1948000000,8298000000,-3299000000.0,,138000000.0,617000000,2275000000.0,,7507000000,,1209000000.0,1118000000,,,187000000.0,6855000000,3249000000,48429000000,-17445000000.0,,8298000000,2085000000,1.57,15706000000.0,-2020000000.0,1909000000,886992000000,12056000000.0,,,,,,,,,,,,,,,,,,,
2017-04-30,1223000000.0,3267000000.0,861847000000,-802000000.0,2393000000.0,6483000000,,,10378000000.0,,332000000.0,-7602000000.0,5567000000,-277000000.0,1000000.0,-947000000.0,,8805000000,36234000000,1.63,,-3728000000.0,58134000000,2083000000,2393000000,0.0,,,194931000000,2061000000,1997000000,-3981000000,-1126000000.0,,93000000.0,332000000,2355000000.0,,7621000000,,1206000000.0,832000000,,,188000000.0,7973000000,3019000000,50877000000,-13304000000.0,,-3981000000,2106000000,1.62,18811000000.0,530000000.0,1965000000,921646000000,12285000000.0,,,,,,,,,,,,,,,,,,,
2017-07-31,1219000000.0,689000000.0,848414000000,-299000000.0,2649000000.0,6781000000,,,11810000000.0,,546000000.0,11841000000.0,-15089000000,160000000.0,0.0,-940000000.0,,6858000000,37092000000,1.68,,-3833000000.0,56384000000,2097000000,2649000000,0.0,,,185883000000,2103000000,2045000000,14620000000,-1003000000.0,,21000000.0,546000000,2228000000.0,,7376000000,,1200000000.0,-1947000000,,,191000000.0,8805000000,3019000000,57750000000,-17025000000.0,,14620000000,2285000000,1.66,14516000000.0,215000000.0,2016000000,906332000000,11931000000.0,,,,,,,,,,,,,,,,,,,
2017-10-31,1215000000.0,1693000000.0,853648000000,0.0,2608000000.0,6715000000,408000000.0,7112000000.0,13560000000.0,8835000000.0,538000000.0,-3046000000.0,670000000,-287000000.0,2000000.0,-976000000.0,,7825000000,38117000000,1.66,,-3831000000.0,60033000000,2093000000,2608000000,-1500000000.0,,-4731000000.0,178049000000,2070000000,2015000000,-91000000,234000000.0,-187000000.0,61000000.0,538000000,2381000000.0,7243000000.0,5935000000,697000000.0,1198000000.0,967000000,,3850000000.0,195000000.0,6858000000,4579000000,59663000000,-16786000000.0,,-278000000,2416000000,1.64,17146000000.0,1089000000.0,1986000000,915273000000,4863000000.0,,,,,,,,,,,,,,,,,,,
2018-01-31,1215000000.0,700000000.0,861965000000,-178000000.0,3046000000.0,6978000000,,,16398000000.0,,709000000.0,5723000000.0,-7530000000,-115000000.0,4000000.0,-979000000.0,,7832000000,38704000000,1.88,,-3936000000.0,59660000000,1936000000,3046000000,-112000000.0,,,190815000000,2337000000,2279000000,8678000000,-965000000.0,-24000000.0,62000000.0,709000000,2314000000.0,,5701000000,,1199000000.0,7000000,,,199000000.0,7825000000,4579000000,57365000000,-26550000000.0,,8654000000,2545000000,1.86,18724000000.0,242000000.0,2249000000,923152000000,12049000000.0,,,,,,,,,,,,,,,,,,,
2018-04-30,1203000000.0,1784000000.0,863175000000,-345000000.0,,6904000000,,,,,621000000.0,-998000000.0,-1078000000,-301000000.0,1000000.0,-1047000000.0,,7386000000,39766000000,1.7,,-3950000000.0,61495000000,2155000000,2798000000,-121000000.0,,,182699000000,2177000000,2107000000,1788000000,-1377000000.0,-91000000.0,34000000.0,621000000,2390000000.0,,5667000000,,1198000000.0,-446000000,,,204000000.0,7832000000,4234000000,61792000000,-19152000000.0,,1697000000,2785000000,1.7,21435000000.0,102000000.0,2042000000,926310000000,,,,,,,,,,,,,,,,,,,,
2018-07-31,1240000000.0,1808000000.0,879369000000,-74000000.0,,7055000000,,,,,529000000.0,-21236000000.0,10680000000,-89000000.0,1000000.0,-1038000000.0,,7998000000,40652000000,1.6,,-4085000000.0,64986000000,2115000000,2468000000,,,,175574000000,1939000000,1983000000,-18232000000,8146000000.0,-106000000.0,1718000000.0,529000000,2597000000.0,,5687000000,,1223000000.0,612000000,,,212000000.0,7386000000,4234000000,51891000000,-20824000000.0,,-18338000000,3046000000,1.55,23072000000.0,7540000000.0,1956000000,946703000000,,,,,,,,,,,,,,,,,,,,
