date,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyDepreciationAndAmortization,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2001-06-30,,1317385785.6,97340000.0,1317385785.6,,,1405284339.6,17149322.4,21244443195.9,43998937.2,2616157272.9,211916626.8,,52308744.0,,,3673042202.7,-6700485252.0,,0.3501,2988683263.2,28868285376.6,24961484335.8,,,,4866103677.6,42914689.5,726106614.3,,35159421.6,,,,868341703.8,,189163978.5,,,21500582230.8,97340000.0,1253953156.8,,3906801040.8,27944928447.9,5647755225.6,,2904641651.4,2467648444.8,3965689761.3,150122784.6,1243458301.2,,1310193333.3,,1594448318.1,15852827005.2,,411906528.9,66610881.6,,35159421.6,0.3501,35159421.6,7160760815.7,,,,,,,,,,,,
2001-09-30,,,100718603.0,,,,,,,,,,,,,,,,,2.34025,,,,,,,,,,,235706710.4,,,,3171876680.0,,3171876680.0,,,,100718603.0,,,,,,,3171876680.0,,,,,,,,,,,,,,235706710.4,2.34025,235706710.4,,,,,,,,,,,,,
2001-12-31,780419000.0,1099630000.0,,1099630000.0,,,,,20570086000.0,1231505000.0,3584550000.0,,,,,,5396000.0,-7580364131.4,,,1069918000.0,28985642000.0,25575928000.0,,,,4866950000.0,48117000.0,,,235686596.8,,,,-13945443896.6,,-13945443896.6,,,21089643000.0,,1539571749.0,,3409714000.0,28150450131.4,6572622000.0,6949000.0,3171577828.8,0.0,5100779000.0,929439584.8,785834000.0,958463386.4,,3236657000.0,,14517021000.0,,464747643.2,,42909000.0,235686596.8,,235686596.8,7638794000.0,,,,,,,,,,,,
2002-03-31,,,102043787.0,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,12755473.4,,,,2974400916.0,,2974400916.0,,,,102043787.0,,,,,,,2974400916.0,,,,,,,,,,,,,,12755473.4,0.125,12755473.4,,,,,,,,,,,,,
2002-06-30,,1603059065.4,97339000.0,1603059065.4,,,1346725555.5,3600538.5,21338670052.7,41799355.0,5367508976.7,196250041.0,,16355549.6,,,5813628112.5,-8402464956.6,,0.125,3191558711.9,31138897163.4,27194097520.2,,,,4866338848.8,48884552.6,655289729.9,,12755011.1,,,,937000828.4,,245556725.7,,,23278127016.3,97339000.0,1467852636.9,,3944799643.2,29741135009.3,8607952241.2,,2974293114.0,1674763582.7,5798034056.1,137101884.4,870022535.2,,1382010832.8,,1592282281.2,14670174775.1,,501410163.8,-7664594.6,,12755011.1,0.125,12755011.1,7553019292.0,,,,,,,,,,,,
2002-09-30,,,105334920.0,,,,,,,,,,,,,,,,,0.2885,,,,,,,,,,,30389124.4,,,,3560644765.9,,3560644765.9,,,,105334920.0,,,,,,,3560644765.9,,,,,,,,,,,,,,30389124.4,0.2885,30389124.4,,,,,,,,,,,,,
2002-12-31,802822000.0,2179647000.0,,1889647000.0,,,,,20879762000.0,,8446720000.0,,,,,,867368000.0,-8818332354.0,,,700714000.0,32761583000.0,28150783000.0,,,,4866280056.0,64523000.0,,,30501289.8,,,,-14641148081.8,,-14641148081.8,290000000.0,,24977963000.0,,1507291362.0,,4610800000.0,29698094354.0,12047550000.0,44560000.0,3577080275.2,0.0,5374979000.0,598559000.0,965226000.0,1241773479.0,,5792949000.0,,12930413000.0,,,,40707000.0,30501289.8,,30501289.8,7379103000.0,,,,,,,,,,,,
2003-03-31,,,97339000.0,,,,,,,,,,,,,,,,,-6.415,,,,,,,,,,,-626193587.4,,,,2738859221.6,,2738859221.6,,,,97339000.0,,,,,,,2738859221.6,,,,,,,,,,,,,,-626193587.4,-6.415,-626193587.4,,,,,,,,,,,,,
2003-06-30,,1428009467.5,97339000.0,1137502327.5,,,1688063685.0,26488000.0,21218228955.0,39607837.5,8766774747.5,189538195.0,,-599713152.5,,,10134300522.5,-8818865055.0,,-6.41505,678539785.0,35279350645.0,31392137315.0,,,,4866574020.0,71343772.5,904631420.0,,-626201152.5,,,,417873032.5,,-370923052.5,290507140.0,,28703563927.5,97339000.0,255095995.0,,3887213330.0,30037094010.0,13395892125.0,,2738884032.5,1867958592.5,7854412142.5,96954357.5,794159905.0,3455144385.0,1421743400.0,,1317140632.5,15307671802.5,,584010735.0,-12987397.5,,-626201152.5,-6.41505,-626201152.5,6127477317.5,,,,,,,,,,,,
2003-09-30,,,98237488.0,,,,,,,,,,,,,,,,,1.54035,,,,,,,,,,,151320114.0,,,,4398869589.0,,4398869589.0,,,,98237488.0,,,,,,,4398869589.0,,,,,,,,,,,,,,151320114.0,1.54035,151320114.0,,,,,,,,,,,,,
2003-12-31,740112000.0,1477409000.0,,1477409000.0,,,,,27058691000.0,,9331226000.0,,,,,,847319000.0,-10541602401.6,,,926453000.0,38007111000.0,33175439000.0,,,,4866103677.6,109242000.0,,,151190540.0,,,,-17396248572.3,,-17396248572.3,0.0,,31102247000.0,,501874257.9,,4831672000.0,37600293401.6,14773023000.0,106113000.0,4400842952.0,254669000.0,9094049000.0,1181267000.0,1325677000.0,2004558803.1,,4831153000.0,,16329224000.0,,,,38505000.0,151190540.0,,151190540.0,6382151000.0,,,,,,,,,,,,
2004-03-31,,,96630000.0,,,,,,,,,,,,,,,,,2.4831,,,,,,,,,,,239941953.0,,,,4636196010.0,,4636196010.0,,,,96630000.0,,,,,,,4636196010.0,,,,,,,,,,,,,,239941953.0,2.4831,239941953.0,,,,,,,,,,,,,
2004-06-30,,1767769358.5,97339000.0,1497475421.5,,,1804392871.0,37567033.5,28655750779.5,37393227.0,8743758084.0,169544102.5,,304268969.5,,,5855863768.5,-11570836677.5,,2.47465,1140501700.0,39264725733.0,34549007775.0,,,,4865986092.0,87689517.5,956846165.0,,239886076.0,,,,1407435378.0,,468135393.0,270293937.0,,31576552459.0,97339000.0,981626006.0,,4715717958.0,40226587457.0,15202101393.5,,4635104848.0,1996672519.0,8826158918.0,603348573.5,1466521311.5,4798333981.0,2362576584.0,,2272528264.0,16374451065.5,,,97422681.5,,239886076.0,2.47465,239886076.0,6900184262.0,,,,,,,,,,,,
2004-09-30,,,97339000.0,,,,,,,,,,,,,,,,,0.2748,,,,,,,,,,,17099249.0,,,,5882191315.0,,5882191315.0,,,,97339000.0,,,,,,,5882191315.0,,,,,,,,,,,,,,17099249.0,0.2748,17099249.0,,,,,,,,,,,,,
2004-12-31,752917000.0,2191873657.5,,2114447000.0,,,,,30408973000.0,,11410336000.0,,,,,,828808000.0,-12460121773.0,,,719957000.0,42427788000.0,37218519000.0,,,,4865986092.0,64718000.0,,,17203599.0,,,,-25395370724.5,,-25395370724.5,77426657.5,,34714336000.0,,948710365.5,,5209269000.0,42869094773.0,17711266000.0,162606000.0,5886374989.0,276248000.0,7643032000.0,725915342.5,1462672000.0,,,5548970000.0,,17003070000.0,,,,36303000.0,17203599.0,,17203599.0,6882244000.0,,,,,,,,,,,,
2005-03-31,,,97997109.0,,,,,,,,,,,,,,,,,-2.42455,,,,,,,,,,,-237598891.2,,,,5179429054.8,,5179429054.8,,,,97997109.0,,,,,,,5179429054.8,,,,,,,,,,,,,,-237598891.2,-2.42455,-237598891.2,,,,,,,,,,,,,
2005-06-30,,2705083405.2,97339000.0,2705083405.2,,,2542650778.8,17206635.6,37926131245.2,902690395.2,17688586924.8,216891338.4,,-220400532.0,,,11561543175.6,-13486095849.6,,-2.42455,10045207378.8,56968033716.0,50390364816.0,,,,4865927299.2,238765863.6,1607012035.2,,-237607167.6,,,,988351135.2,,2838805.2,,,49800812014.8,97339000.0,422924040.0,,6577668900.0,51412227094.8,29879782059.6,,5179429054.8,2828509358.4,8003982294.0,783890949.6,1619939772.0,,2633939470.8,,2545489584.0,19921029955.2,,,45462265.2,,-237607167.6,-2.42455,-237607167.6,6430059306.0,,,,,,,,,,,,
2005-09-30,,,97339000.0,,,,,,,,,,,,,,,,,-0.2391,,,,,,,,,,,-11595836.0,,,,9265380460.0,,9265380460.0,,,,97339000.0,,,,,,,9265380460.0,,,,,,,,,,,,,,-11595836.0,-0.2391,-11595836.0,,,,,,,,,,,,,
2005-12-31,601340000.0,1864001000.0,,1864001000.0,,,,,38588400000.0,688311000.0,18570219000.0,,,,,,12751002000.0,-18191384838.6,,,4595180000.0,59321857000.0,53304506000.0,,,,4866950000.0,3394899104.2,,,8907200.0,,,,-34760261171.2,,-34760261171.2,,,52403315000.0,,1229115000.0,,6017351000.0,56779784838.6,31614917000.0,47259000.0,8061002052.0,543639000.0,10234312000.0,77534669.8,1918409000.0,,,841954000.0,,20788398000.0,,978923330.2,,,8907200.0,,37486200.0,6096065000.0,,,,,,,,,,,,
2006-03-31,,,97339000.0,,,,,,,,,,,,,,,,,-8.8189,,,,,,,,,,,-860157370.8,,,,8503427145.6,,8503427145.6,,,,97339000.0,,,,,,,8503427145.6,,,,,,,,,,,,,,-860157370.8,-8.8189,-860157370.8,,,,,,,,,,,,,
2006-06-30,614242040.5,1860729285.1,97339000.0,1860729285.1,,,4022092216.0,-10328635.6,43110869604.3,992979997.3,20761420940.4,335944468.9,,-932071425.6,,,12726893622.8,-18020295384.9,,-8.79375,8135855070.1,64381391551.6,57283540376.4,,,,4866162387.2,5190251309.2,2237732478.8,,-857700452.7,,,,1231394006.2,,-631901449.2,,,59271219145.5,97339000.0,,,7097851175.2,61131164989.2,34087527319.7,,8479138306.4,2535568119.6,10314261848.6,204294336.5,2164560650.9,,5088947539.6,,3390190766.8,25183691825.8,,1133631711.5,78927723.9,,-857700452.7,-8.79375,-857700452.7,4450410821.4,,,,,,,,,,,,
2006-09-30,,,97339000.0,,,,,,,,,,,,,,,,,-12.3118,,,,,,,,,,,-1198435450.2,,,,14609503714.5,,14609503714.5,,,,97339000.0,,,,,,,14609503714.5,,,,,,,,,,,,,,-1198435450.2,-12.3118,-1198435450.2,,,,,,,,,,,,,
2006-12-31,68459000.0,2796102165.1,,1987486000.0,,,,,40050466000.0,345354077.8,16016327000.0,,,,,,1099265000.0,-20982817169.7,,,1480216000.0,61165906000.0,52152254000.0,,,,4866950000.0,5085389489.7,,,-418943580.0,,,,-34792144428.1,,-34792144428.1,808616165.1,,57689263000.0,,,,9013652000.0,61033283169.7,33806020000.0,80483000.0,6112435571.9,877952000.0,12091413000.0,188478562.3,2000954461.5,1868392643.1,,8455192000.0,,23883243000.0,,1197505272.6,,992199922.2,-418943580.0,,-558283580.0,2814897000.0,,,,,,,,,,,,
2007-03-31,,,97339000.0,,,,,,,,,,,,,,,,,-1.49925,,,,,,,,,,,-152741021.8,,,,9519107423.6,,9519107423.6,,,,97339000.0,,,,,,,9519107423.6,,,,,,,,,,,,,,-152741021.8,-1.49925,-152741021.8,,,,,,,,,,,,,
2007-06-30,84646000.0,1882183000.0,,1882183000.0,1236260000.0,,5547533283.6,25793521.6,41786073000.0,1295327000.0,16192880000.0,86691508.4,,-166112410.8,,,681106000.0,-20994586659.2,,,355716000.0,62644315000.0,53843409000.0,1300440000.0,,,4866950000.0,13305100000.0,4738965764.4,,-152882978.2,,,,-9678000423.6,,-9773695423.6,0.0,,59534563000.0,,-3640554000.0,,8800906000.0,62764492204.4,33927814000.0,74536000.0,9528344576.4,824263000.0,12808721000.0,973358000.0,2489976000.0,,4099753879.2,948087000.0,5420286258.8,25606749000.0,,1167712000.0,-38865386.0,,-231212978.2,,-152882978.2,2526836000.0,,,,,,,,,,,,
2008-03-31,,,102968000.0,,,-4569368000.0,436804000.0,19731000.0,,,,,-1859401000.0,225667000.0,-1109190000.0,1125383000.0,,,,2.0,,,,,25912000.0,1987485000.0,,,1079528000.0,,205936000.0,4434595000.0,,593878000.0,139868000.0,,139868000.0,,1125383000.0,,102968000.0,,,,,,,10873098000.0,,,,,,9664794000.0,,680924000.0,,1677156000.0,,-556925000.0,,210797000.0,2.0,205936000.0,,,,,,,,,,,,,
2008-06-30,,4618000000.0,,4618000000.0,,,21503196000.0,25269000.0,48071000000.0,,25456000000.0,,,-369667000.0,,90517000.0,3162000000.0,,,,2033000000.0,74294000000.0,62016000000.0,,,4434595000.0,4867000000.0,,,,-417936000.0,4617799000.0,,-3584459000.0,781132000.0,,-1217868000.0,,90517000.0,70964000000.0,,,,12278000000.0,,42880000000.0,,9437902000.0,1960000000.0,11233000000.0,2381000000.0,,,,10783000000.0,,28084000000.0,,,2555925000.0,,-423797000.0,,-394936000.0,2773000000.0,,,,,,,,,,,,
2008-09-30,,,,,,,1827426000.0,24591000.0,,,,442632000.0,,-2353103000.0,,442049000.0,,,,,,,,,,4617799000.0,,,1129043000.0,,-2333847000.0,3316467000.0,,-2005513000.0,-1910471000.0,,-2381387000.0,,-4182947000.0,,,,,,,,,10526738000.0,,,,,,11080699000.0,,-553961000.0,,,,470916000.0,,-2377694000.0,,-2333847000.0,,,,,,,,,,,,,
2008-12-31,57589000.0,3451010000.0,,3451010000.0,1013878000.0,-17823751000.0,24183063000.0,58736000.0,52678473000.0,164851000.0,26513320000.0,2068493000.0,1295095000.0,-15328133000.0,,1197586000.0,941556000.0,-25711435000.0,-321295000.0,,6669905000.0,73051890000.0,62651809000.0,,149170000.0,3316467000.0,4866950000.0,413126000.0,10132725000.0,-1620905000.0,-15291688000.0,3451010000.0,1975846000.0,4071211000.0,-13259640000.0,384186000.0,-15009900000.0,,876291000.0,85691399000.0,,-3621106000.0,,10400081000.0,78389908000.0,53858253000.0,39002000.0,30639941000.0,1320759000.0,8588052000.0,596677000.0,1354811000.0,,21466778000.0,7787473000.0,9173163000.0,31833146000.0,-472577000.0,871364000.0,-311365000.0,0.0,-15386869000.0,,-15291688000.0,-13097401000.0,,,,,,,,,,,,
2009-03-31,51539000.0,4777464000.0,97339000.0,4777464000.0,,-7211850000.0,1584883000.0,12510000.0,58676669000.0,1497566000.0,25827926000.0,,-1428183000.0,23910000.0,-1162722000.0,574634000.0,508873000.0,,,0.5,7361187000.0,72658395000.0,62619835000.0,0.0,15024000.0,3451010000.0,4866950000.0,11147293000.0,900425000.0,,11400000.0,2314804000.0,,-1145619000.0,-850356000.0,,-850356000.0,,574634000.0,83653641000.0,97339000.0,-17494473000.0,374407000.0,10038560000.0,58676669000.0,55203848000.0,,9165237000.0,19515476000.0,8508371000.0,473667000.0,1118814000.0,254261000.0,8423481000.0,1510667000.0,303574000.0,28449793000.0,2079000.0,905829000.0,1558724000.0,,40103000.0,0.5,11400000.0,-11548756000.0,,,,,,,,,,,,
2009-06-30,41139000.0,3796963000.0,,3796963000.0,,,3556402000.0,-27956000.0,53351228000.0,116402000.0,22723843000.0,,,988503000.0,,-1138056000.0,874585000.0,,,,3348964000.0,72839967000.0,62239079000.0,-12812664000.0,,2314804000.0,0.0,4420470000.0,4505534000.0,,973254000.0,3796963000.0,,-694591000.0,2934638000.0,,2876988000.0,0.0,-1138056000.0,77409834000.0,,,,10600888000.0,,44751665000.0,22285000.0,9078085000.0,1264318000.0,9851317000.0,462908000.0,1263507000.0,,2651924000.0,1135480000.0,6864343000.0,32658169000.0,,918384000.0,-1647011000.0,,987756000.0,,973254000.0,-5070964000.0,,,,,,,,,,,,
2009-09-30,36654000.0,0.0,97334437.0,,1483768000.0,,2819338000.0,71905000.0,59915238000.0,1431615000.0,15630757000.0,410771000.0,,-2263188000.0,,5660427000.0,430216000.0,,,-23.55,2046252000.0,71188173000.0,63706607000.0,,,3796963000.0,7741700000.0,11857013000.0,3295827000.0,,-2292226000.0,1505180000.0,,-3569538000.0,-1852417000.0,,-2792257000.0,0.0,1685345000.0,74005095000.0,97334437.0,-16337912000.0,,7481566000.0,,40711790000.0,,30837480000.0,450168000.0,12984778000.0,2857407000.0,1486971000.0,154019000.0,30810399000.0,1395754000.0,27081000.0,33293305000.0,,958325000.0,118298000.0,,-2335093000.0,-23.55,-2292226000.0,-3376085000.0,,,,,,,,,,,,
2009-12-31,51539000.0,1735248000.0,,1735248000.0,,-15935856000.0,12196997000.0,23936000.0,56703560000.0,69622000.0,12330075000.0,442839000.0,7589127000.0,-1042098000.0,,-1667589000.0,444709000.0,-28048033000.0,-3637515000.0,,2426469000.0,71851392000.0,64988335000.0,9566349000.0,109400000.0,1505180000.0,9581700000.0,7356063000.0,9081345000.0,-9270597000.0,-1027897000.0,1735248000.0,,-1826311000.0,-599259000.0,,1915621000.0,0.0,-5305104000.0,70175211000.0,,-17913496000.0,,6863057000.0,84751593000.0,35510647000.0,21126000.0,12114073000.0,1203423000.0,13004874000.0,639853000.0,1370871000.0,10454115000.0,-1998545000.0,1153084000.0,14112618000.0,34664564000.0,1668916000.0,932260000.0,-2624805000.0,,-1066034000.0,,-1027897000.0,1234553000.0,,,,,,,,,,,,
2010-03-31,52788000.0,6435432000.0,219974000.0,6435432000.0,1973592000.0,-6715036000.0,1853557000.0,24613000.0,72597428000.0,1933868000.0,24338944000.0,388635000.0,-1921063000.0,811900000.0,,3285868000.0,682451000.0,,-3165371000.0,3.5,677649000.0,91751468000.0,77689190000.0,,18912000.0,2902813000.0,11276539000.0,10660533000.0,1544640000.0,,769909000.0,4574545000.0,-413584000.0,-3153951000.0,1200535000.0,,753201000.0,0.0,120497000.0,88988790000.0,219974000.0,-16224923000.0,605064000.0,14062278000.0,7592609000.0,50586997000.0,,15568925000.0,109360000.0,16993489000.0,398797000.0,2437065000.0,141925000.0,12962167000.0,1421222000.0,2606758000.0,38401793000.0,-7492000.0,1290866000.0,447334000.0,,787287000.0,3.5,769909000.0,2185215000.0,,,,,,,,,,,,
2010-06-30,52413000.0,4462318000.0,,4460765000.0,2422865000.0,,9074159000.0,21276000.0,68046550000.0,9079645000.0,18773619000.0,393141000.0,,1159395000.0,,1535555000.0,1681529000.0,-3169949000.0,,,1084365000.0,102075820000.0,88017301000.0,,,4574545000.0,0.0,7375837000.0,6390358000.0,,990652000.0,4460765000.0,,-1546948000.0,1552536000.0,,1787463000.0,1553000.0,4700926000.0,91289950000.0,,,,14058519000.0,71216499000.0,45815646000.0,43425000.0,17875828000.0,1677012000.0,21794834000.0,163997000.0,2773190000.0,,7014206000.0,1175936000.0,10861622000.0,45474304000.0,,1289344000.0,-425863000.0,,1138119000.0,,990652000.0,9778830000.0,,,,,,,,,,,,
