date,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2000-03-31,,,,,,,,1004077670.0,,85611903.36,85611903.36,,,,,,,,0.085264,,,,,,,85611903.36,,,,,,,,,,,,,1004077670.0,,,,,,,,5252408647.68,,5252408647.68,5252408647.68,,,,,,,,,0.085264,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,1004077670.0,,85611903.36,85611903.36,,,,,,,,0.085264,,,,,,,85611903.36,,,,,,,,,,,,,1004077670.0,,,,,,,,5252408647.68,,5252408647.68,5252408647.68,,,,,,,,,0.085264,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,,,,1122651699.0,,1530020507.4,1530020507.4,,,,,,,,1.362863,,,,,,,1530020507.4,,,,,,,,,,,,,1122651699.0,,,,,,,,6588202328.4,,6588202328.4,6588202328.4,,,,,,,,,1.362863,,,,,,,,,,,,,,,,,,
2000-12-31,,744074267.4,,55007658478.8,1543184616.6,112692516030.0,,,27118551864.6,1529074536.0,1529074536.0,,,27220712126.4,102160261.8,,8490421382.4,,,,,,919409286.6,54655062136.2,,1529074536.0,,678869283.6,,,,,,57155272709.4,,,,295600887.0,,1329761685.6,10591490151.0,8032159400.4,45035611540.2,600932503.8,44662660858.8,,-11866543570.8,,-11866543570.8,6581324521.8,-12245896099.8,,,27434350009.8,,57684857551.2,65045671002.0,,,,,,,2805848083.8,52799774902.2,,372950681.4,7608364209.0,,,,,,,,,
2001-03-31,,,,,,,,1252696310.0,,1094726157.0,1094726157.0,,,,,,,,0.873896,,,,,,,1094726157.0,,,,,,,,,,,,,1252696310.0,,,,,,,,6800869469.1,,6800869469.1,6800869469.1,,,,,,,,,0.873896,,,,,,,,,,,,,,,,,,
2001-06-30,1125784006.1,,,65451679917.0,1975228764.6,123824799558.2,,1255299607.0,34211440348.8,1094593747.0,1094593747.0,2424499109.5,,34251955445.5,40515096.7,,6539174634.2,,0.87379,,,,1069752313.5,63636469664.3,,1094593747.0,32909732.7,779144741.7,5674262880.0,,,4360973584.5,,59334470717.6,,,,257912773.3,1255299607.0,1329533361.0,14356397621.8,16025932087.1,37046397646.7,600823756.0,36676066020.1,,3249763770.5,,1313289295.5,6800046886.1,-12244859240.9,,,29384514218.8,1519303726.2,58373119641.2,75227780136.6,,0.87379,,,,424709979.2,4994550005.9,62982920895.7,,370331626.6,8488941962.8,,,,,,,,,
2001-09-30,,,,,,,,1224512086.0,,1130716370.4,1130716370.4,,,,,,,,0.923402,,,,,,,1130716370.4,,,,,,,,,,,,,1224512086.0,,,,,,,,7876168899.6,,7876168899.6,7876168899.6,,,,,,,,,0.923402,,,,,,,,,,,,,,,,,,
2001-12-31,,717825429.12,,77946401280.0,2498043089.28,127903877330.88,,,36336483154.56,1136797529.76,1136797529.76,,,36477169124.16,39933457.92,,7940690293.44,,,,,,1143070398.72,65393810500.8,,1136797529.76,,751989065.28,,,,,,61680669438.72,,,,43286080.32,,1331363606.4,13265854986.24,0.0,43538437588.8,826276555.2,43334606424.96,,-16213116309.36,,-16213116309.36,7916228622.48,-20325674786.88,,,28916641376.64,,49957476050.88,96073509077.76,,,,,,,7041326569.92,75747834290.88,,203831163.84,6992270667.84,,,,,,,,,
2002-03-31,,,,,,,,1258094357.0,,1124366400.0,1124366400.0,,,,,,,,0.893706,,,,,,,1124366400.0,,,,,,,,,,,,,1258094357.0,,,,,,,,8986663800.0,,8986663800.0,8986663800.0,,,,,,,,,0.893706,,,,,,,,,,,,,,,,,,
2002-06-30,1584207838.8,,,82097445136.2,2955777598.5,113193182802.6,,1255299607.0,22401162459.6,1124259463.2,1124259463.2,3013357950.0,,22539429707.1,41715786.6,,6266709813.0,380129525.1,0.893674,,,,1622343971.1,48629165509.2,,1124259463.2,21048036.6,1026980497.5,7399211574.9,,,5683788324.9,,63847383729.9,,,,19758369.0,1255299607.0,1329597693.0,14278654038.6,-16534.2,24274603059.0,825180586.5,24061088667.3,,4385853624.9,,1715423250.0,8983419413.7,-20298714923.1,,,26089735802.1,1488102801.3,31095737666.4,99891815723.4,,0.893674,,,,363843338.1,9280505919.3,79593100800.3,,213514391.7,5544371950.5,,,,,,,,,
2002-09-30,,,,,,,,1254371634.0,,1154850847.02,1154850847.02,,,,,,,,0.920661,,,,,,,1154850847.02,,,,,,,,,,,,,1254371634.0,,,,,,,,11269632531.96,,11269632531.96,11269632531.96,,,,,,,,,0.920661,,,,,,,,,,,,,,,,,,
2002-12-31,,1139634995.52,,117779785490.88,4326265335.36,149188302787.2,,,37677416221.44,1162353440.52,1162353440.52,,,37791206709.12,12508178.88,,15343371611.52,,,,,,7126027884.48,82390306410.24,,1162353440.52,,3229154836.8,,,,,,66231875041.92,,,,2365676590.08,,1331065595.52,16099714946.88,0.0,19428132240.96,1259244973.44,19254234614.4,,-21908747268.96,,-21908747268.96,11336377968.48,-30830831483.52,,,44599099701.12,,31408517296.32,138292536607.68,,,,,,,11171608361.28,107461705124.16,,173897626.56,12016378147.2,,,,,,,,,
2003-03-31,3076441997.1,,,117003107199.2,5723380459.6,145953056028.0,-133038148.65,1255299607.0,33648899947.75,1285894708.4,1285894708.4,6314986727.5,4079381260.35,33757707951.35,9668879.2,-9958614.45,14872251111.05,579031758.05,1.019868,-3518528319.7,12200709986.75,,7267859739.55,77443889608.55,0.0,1285894708.4,6498347.75,2765390510.85,12908003400.9,,,10394376266.0,,67938470758.45,2299670070.0,464511830.95,39263265.45,2250224680.05,1255299607.0,1331374864.5,19479554831.35,2445464847.8,12368119014.2,1259537078.8,12200709986.75,14433509161.05,6593008395.25,-5848388802.75,2513627134.9,15984445398.0,-30831092191.1,-4429613230.55,5715350654.1,43686181657.2,2016507671.1,28949948828.8,137634914285.35,,1.019868,-2232790896.15,-485091311.85,-744445751.35,730612962.7,12865404041.0,106803822094.25,,167409027.45,9334375714.8,,,,,,,,,
2003-06-30,2881847525.05,,,117404779593.5,4365540349.55,141203939320.05,691506982.1,1255299607.0,30137225936.25,1099379710.75,1099379710.75,7236427604.0,7204283547.55,30247565397.6,9826164.05,-73899045.05,16441771794.75,440314798.5,0.875828,-4295002233.4,10209185772.35,,6870243638.75,72857388879.2,-1979438115.4,1099379710.75,-16481796.65,1876640048.7,13100967077.4,,,11336479404.9,,67782543525.05,664015245.95,888758740.3,45836116.55,2227633608.7,1255299607.0,1331374864.5,16633278516.85,1339735796.0,12115089081.3,12668955263.35,11913954870.75,12200709986.75,8968771220.05,-4896086983.05,1764487672.5,15982814602.45,-30831092191.1,-3284124224.3,5587593965.15,42609823481.6,1334934469.0,23799159726.55,138312720929.2,,0.875828,-1991532492.55,-3033884027.95,-1378212637.2,235554758.25,1300066901.2,107481628738.1,,201134210.55,9534773170.0,,,,,,,,,
