date,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2003-09-30,3710084710.7,,,116937378688.2,5834506345.2,143183269819.5,423278365.8,1255299607.0,29580594852.1,1399934502.8,1399934502.8,7401866431.75,5782569232.1,29690545240.4,9834442.2,-206953.75,16351043270.75,450000234.0,1.124173,-3777998653.3,10628167778.3,,6114771391.6,73440460374.45,724131171.25,1399934502.8,-12408946.85,2080108697.55,13871315160.1,,,11515527511.25,0.0,69182478027.85,642218877.0,-203476927.0,0.0,2202906774.65,1255299607.0,1331374864.5,18722799470.95,1000671050.15,10810212574.95,1300066901.2,10628167778.3,10209185772.35,8138356880.95,-4423230776.9,2355787648.85,17581399870.8,-30831092191.1,-649528483.45,4846509142.7,43749915134.05,1927815572.0,26245891131.3,138687191322.6,,1.124173,418982005.95,-3008494941.9,-854280245.55,527881069.2,14068889766.15,107856099131.5,,182044796.65,8676072392.35,,,,,,,,,
2003-12-31,4224853190.3,,,127594710388.95,5471550858.45,149838008379.3,399263452.65,,36212808565.75,431887641.8,431887641.8,7890500791.8,5155656654.45,36315805308.05,3278147.4,-3890730.5,18198519397.0,466672428.1,,-7459780369.15,9169938543.2,,5849423571.5,80222483768.65,-724122893.1,431887641.8,-632814898.6,2169355432.7,13862846612.65,,,11982696628.35,0.0,69615524610.65,-4384108240.0,113509992.8,3886492087.2,3315473578.35,,1331391420.8,17098427765.35,0.0,10132737057.1,1719330364.25,9219938569.2,10628167778.3,7035806638.75,-6016551141.85,1880149984.3,18087699802.95,-37511865532.65,-414255182.3,6415814594.5,43906678460.6,826217317.05,22243297990.35,155616777940.55,,,-1458220956.95,-42251677.6,-907574975.25,394329675.25,14081513944.9,118104912407.9,,912798487.9,8609731298.25,,,,,,,,,
2004-03-31,4335416161.7,,,125494783800.3,6614142512.2,153074260062.15,2276201514.75,1255824069.0,39680037189.9,1397310329.25,1397310329.25,8197694660.15,6098173700.85,39779341877.3,1746689.65,-165563.0,15033592254.55,499238670.2,1.1101,-2869273015.2,12240892126.85,,5038694673.1,82006118802.1,0.0,1397310329.25,2839405.45,2121201434.15,15257549324.65,,,12758930475.7,,71068141260.05,8278.15,48153998.55,,3272601039.5,1255824069.0,1332285461.0,17262161294.2,-8278.15,13203856203.75,1719330364.25,12290892152.85,9169938543.2,8596792549.8,-3308577879.4,2498618848.95,19592965486.35,-37511865532.65,355447204.7,5584779394.15,42226776924.8,2025241119.35,27579476261.85,154407224331.45,,1.1101,3070953583.65,-3084728425.25,-561349629.65,627930790.1,15478815996.0,116895358798.8,55306320.15,912964050.9,9931023376.05,,,,,,,,,
2004-06-30,4291020443.25,,,125134055135.9,6077883955.2,147215556684.5,1792691329.55,1255996233.0,30867002805.8,1404959339.85,1404959339.85,8297330473.55,6201468456.55,30967019414.1,1581126.65,,19531442275.55,480728726.8,1.120034,-5531666783.75,8548290868.95,,4787825337.35,75989311037.6,-1256151315.45,1404959339.85,21241732.9,2023734496.05,15395008005.4,,,12921521619.85,,71226245646.9,268667358.25,97466938.1,,3229728500.65,1255996233.0,1332326851.75,16242276657.9,-16556.3,9261337597.35,1719322086.1,8597446523.65,12240892126.85,8674954842.1,-5617867159.7,2473486385.55,19686028448.65,-37511865532.65,-5571492963.4,7410558489.25,45022291623.5,2036168277.35,22081501548.6,154448995876.35,,1.105133,-3692609536.05,-441531686.55,-1448949428.95,631217215.65,15635264752.85,116937130343.7,1663908.15,663891073.7,9248572690.05,,,,,,,,,
2004-09-30,4492907965.45,,,125428980785.95,6334084419.55,148038769033.1,-354611111.55,1256069382.0,28704352674.6,1192202606.7,1192202606.7,8479946462.55,5975276285.95,28894874296.85,5273181.55,,18823403827.9,428808170.0,0.950332,-4446674497.7,5509324056.9,,5078529130.9,75617191638.8,0.0,1192202606.7,-3220200.35,3130009905.75,15342375527.7,,,13208367795.5,0.0,72421577394.3,225918991.65,-1100894612.2,-240066.35,3186855961.8,1256069382.0,1332393076.95,18915523081.1,-8278.15,6188604211.45,1719330364.25,5524473071.4,8548290868.95,8109284018.15,-4686997470.35,2134007732.2,19835283493.15,-37511865532.65,-2924678673.15,4332386358.8,46722317341.95,1723568777.05,22609788247.15,154586280715.95,,0.950332,-3038966812.05,-3371591157.2,-1018030330.7,531366170.35,16827467359.55,117074415183.3,3129140.7,664131140.05,8983390432.95,,,,,,,,,
2004-12-31,5318752765.75,1355182823.9,,127777069755.3,5229986163.3,145629272747.05,943940888.2,,26137199021.8,384884306.1,384884306.1,8844110559.2,6908902599.25,26695080106.6,2582782.8,,20952924802.8,298162406.7,,-6110996555.2,4629555387.5,,5736393711.4,72818779587.6,-8278.15,384884306.1,56730161.95,3114637381.2,14805562334.65,,66341094.1,13930388038.5,0.0,72810493159.45,-1028262124.1,15372524.55,2110928.25,3136557922.4,,1332484136.6,15430570937.8,-8278.15,5317494486.95,2148635223.25,4655465997.0,5509324056.9,7784076895.4,-5547643613.25,875174296.15,20124315100.4,-55456560294.35,-1260356615.65,6491584501.45,46123699481.0,670720547.45,17852202991.75,174360678415.85,,,-879760391.25,-817194133.55,-855679252.9,285836241.35,16783046806.65,118904118121.5,4023180.9,662028489.95,8385020916.5,,,,,,,,,
2005-03-31,5256045779.5,,,129778097285.9,5974945159.95,148940996323.45,2935721725.25,1259801346.0,26533159492.6,1062914460.0,1062914460.0,8725219768.9,6466377534.7,30528459583.4,2168875.3,,17968121926.2,343385940.15,0.850166,-3591425708.6,4969149934.95,,9093779563.2,75362481241.45,-8278.15,1062914460.0,2615895.4,2858966718.45,15599014734.0,,3635506857.35,13742937609.9,,73578515082.0,-167533199.7,255662384.6,78874213.2,3143983422.95,1256606946.0,1333096719.7,17457997488.75,0.0,5602304237.7,2297633645.1,5019149960.95,4629555387.5,8322454658.8,-3504033279.05,1856077124.1,20855060513.5,-55456560294.35,-2508734748.25,6439755004.3,44834021658.05,1533113380.0,19162899037.55,172421563169.1,,0.840232,339594547.45,-1542831928.1,-799321607.7,470198920.0,17374512346.0,116965002874.75,27566239.5,583154276.75,9407902243.1,,,,,,,,,
2005-06-30,5164563943.85,,,129136938012.1,5427875339.05,147587245619.5,12049286066.95,1256770471.0,22003993230.15,1164520473.1,1164520473.1,9457786375.0,,25938134348.75,3682592974.55,,21325234599.05,342798191.5,0.924669,-4923173089.85,6435632485.6,,9085087505.7,73961263625.4,-4664315339.35,1164520473.1,4511591.75,2517335746.1,16457409220.1,,5430466.4,14419237630.45,,73625981994.1,-8347065598.75,,,3143983422.95,1256770471.0,1333146388.6,17275108320.8,371986948.4,7014540071.4,2333858829.5,6435632485.6,4969149934.95,7024184116.15,,2038171589.65,21621973163.95,-65020439439.75,-2155588869.25,8545252787.9,48023129276.65,1695365120.0,18450307607.4,181153711749.55,,0.919702,1466482550.65,,13455288453.7,530844646.9,17383717648.8,116133272309.8,,578907585.8,9422786356.8,,,,,,,,,
2005-09-30,5480850482.82,,,127088125861.77,5377709978.28,147075090310.08,8379375258.33,1256926303.0,17168896562.85,1520412093.09,1520412093.09,9857103870.69,,20874526279.47,3549786081.21,,23549802909.39,164825744.31,1.21218,-4334097591.26,8139142025.73,,8514796477.5,71928525771.45,-2342562891.46,1520412093.09,8051530.05,2192451862.59,17536410472.68,,6044716.53,15187508075.43,,75144064113.72,-4334097591.26,,,3144514946.04,1256926303.0,1333770343.74,17512005030.84,8091.99,8751883692.51,2353174967.97,8139142025.73,6435632485.6,7679306601.99,,2348902397.25,23017260955.5,-54209446716.51,-2342562891.46,8379375258.33,51053999491.98,2213005517.19,19986964448.31,168792445899.99,,1.211371,1702723053.76,,6911338908.92,692601516.09,18854239596.12,114582999183.48,,612741666.78,9992191551.75,,,,,,,,,
2005-12-31,5125761582.27,1835913900.0,3145266056.5,127406304947.0,4550289188.0,142688310157.0,-9197917556.03,,11986418657.0,1136000747.89,1136000747.89,9583947692.81,,15487047889.5,3349590194.5,,22465264585.5,264767813.89,,-3906488438.79,5473816853.0,,7821776343.5,66370031361.0,,1136000747.89,18070308.85,2108677097.5,16669934324.39,,5611082.5,14882291472.26,,76315541879.5,12271707565.21,,,,,1334170095.5,12533156077.0,523227388.0,5756389353.0,2828486137.0,5473816853.0,8139142025.73,7085986631.58,,1787642852.13,21795695906.66,-74846092218.0,-6211830820.54,7451891950.47,50882983471.5,1577114625.32,15282005210.0,190949981575.0,,,-2666427308.86,,-19458846355.92,440871653.94,19530361645.0,116103889357.0,,282572500.0,14048648909.0,,,,,,,,,
2006-03-31,1001620000.0,,3143983000.0,124263118000.0,4680712000.0,141517130000.0,9526363000.0,1257686547.0,11682715000.0,1387668000.0,1388985000.0,12040750000.0,,14866020000.0,0.0,,17975406000.0,217933000.0,1.1,-4143538000.0,6564749000.0,,7034983000.0,63798148000.0,-4289652000.0,1387668000.0,-2187089000.0,2537120000.0,21898609000.0,8538610000.0,5575000.0,17485101000.0,,77714931000.0,-4143538000.0,,,,1257686547.0,1333935000.0,19633562000.0,601275000.0,6564749000.0,2853371000.0,6564749000.0,5471576000.0,7692999000.0,,4413508000.0,22900229000.0,-74354472936.36,-4289652000.0,9526363000.0,48932128000.0,2030715000.0,17254012000.0,191860991365.05,3150544000.0,1.1,1093173000.0,,8414098626.66,641730000.0,19526546000.0,113660413000.0,,621618506.88,0.0,,,,,,,,,
2006-06-30,6023811545.84,2615318000.0,3143983000.0,124181054000.0,4139876000.0,141230719000.0,9104939000.0,1262066100.0,6033540000.0,1412054204.22,1412054204.22,10029497028.54,,8954910000.0,0.0,,19693020000.0,207642096.2,1.130558,-3275100000.0,7753491000.0,,4930143000.0,63400228000.0,-4641097000.0,1412054204.22,-687609.56,2194842000.0,17855517240.22,9948639000.0,5231000.0,15642941589.88,,77826206000.0,-3275100000.0,,,,1257957800.0,1334846000.0,14401265000.0,1145817000.0,7753491000.0,2886602000.0,7753491000.0,6564749000.0,7826020211.68,,2212575650.34,23879328786.06,-84306253000.0,-4641097000.0,9104939000.0,54445318000.0,2035556165.94,17049665000.0,198109274000.0,2890026000.0,1.120164,1188742000.0,,7889843632.34,623262097.92,20937631000.0,113803021000.0,,535208096.94,795080000.0,,,,,,,,,
2006-09-30,5851717662.1,,3188037345.1,126816217530.2,3811781893.7,146900314998.2,8862745187.7,1258394400.0,13424675551.1,1408957293.0,1408957293.0,9665845053.9,,16073169360.2,2622077340.6,,12479905757.5,184694155.1,0.111352,-4597056566.2,11074991882.1,,6517531127.8,66433722341.1,-1020867751.7,1408957293.0,-224978282.4,2300057035.8,17937090106.2,,5536007.3,15504397916.9,,80461577871.6,-4597056566.2,,,,1258394400.0,1355500469.3,25770564127.6,7897.3,11195251966.5,22639995434.6,11074991882.1,7753491000.0,8271245052.3,,2432692189.3,23788807768.3,-73212614612.4,-1020867751.7,8862745187.7,50360552980.9,2147457507.9,20084097468.0,189540901850.6,,0.111352,3244820869.8,,6942518431.8,737828944.4,2950478663.8,116328287238.2,,120260084.4,12110083095.8,,,,,,,,,
2006-12-31,5879533480.0,2231847235.0,3141324242.5,125905156445.0,3416451232.5,146314138007.5,-8803502067.7,,14452065842.5,-518923364.4,-518923364.4,9433012034.7,,16709644827.5,2241484945.0,,11149684237.5,37477592.5,,-5306958521.3,12171803930.0,,11167119447.5,66969639690.0,,-518923364.4,-2152580943.0,2331928147.5,17116924853.5,,5871517.5,14786872815.0,,79341660027.5,11277817141.2,,,,,1343298717.5,18025582117.5,1622410230.0,12367458800.0,3551924997.5,12171803930.0,11074991882.1,7683912818.8,,2330052038.5,22996458333.5,-94199359617.5,-1442051260.8,7927125832.3,50259994862.5,220092124.2,20408981562.5,205486667572.5,,,1178116050.2,,-18965430455.8,741141259.5,21268468797.5,111287307955.0,,195654870.0,18852881272.5,,,,,,,,,
2007-03-31,6036785428.8,,3138636453.6,124543954572.0,3421943488.8,142265190259.2,8308708036.8,1371807200.0,14249994890.4,1957222800.0,1957222800.0,9494746449.6,,16422774705.6,2160341606.4,,4215996885.6,60893949.6,1.547248,-4549257496.8,9129799675.2,,11168808909.6,60935765452.8,-6791045822.4,1957222800.0,160206600.0,2566834005.6,17778940946.4,,5319631.2,15126992841.6,,81326483181.6,-4549257496.8,,,,1268518400.0,1342793815.2,26308008336.0,0.0,9151000992.0,3603660237.6,9129799675.2,12161394957.6,8284194496.8,,2651948104.8,23815726375.2,,-6791045822.4,8308708036.8,44512990747.2,2812563907.2,17721235687.2,109691104176.0,,1.317941,-3031595282.4,6351485236.8,,855240736.8,23207489472.0,109691104176.0,,21201316.8,13988985525.6,,,,,,,,,
2007-06-30,6523582498.5,,3138762817.5,124551237919.5,3327770620.5,142043256946.5,9229289354.7,1279649400.0,15888783034.5,169428790.5,169428790.5,10330510482.0,,17697898996.5,1797284916.0,,2160306420.0,,0.13002,-5906064437.7,9014253390.0,,11322767232.0,62677292856.0,-3439258133.1,169428790.5,-1778572702.5,2589235062.0,18752846604.0,,5383278.0,15903701101.5,,79362443670.0,-5906064437.7,,,,1269057600.0,1344838648.5,28159539439.5,394173043.5,9173888872.5,3619653778.5,9014253390.0,9129799675.2,8422336122.0,,2849145502.5,25276429102.5,-94223856991.5,-3439258133.1,9229289354.7,44979393859.5,1191346794.0,17492019027.0,203585476512.0,,0.13002,-116033216.1,,,1021332534.0,21096709117.5,109361619520.5,,159635482.5,14659548000.0,,,,,,,,,
2007-09-30,6348130024.0,,3139167384.0,125331710752.0,3319656072.0,142429689464.0,7083484144.5,1295223800.0,1699560584.0,2976819016.0,2976819016.0,10162672016.0,,3263735912.0,1553605968.0,,2265426128.0,,2.296774,-4916065617.5,8408240712.0,,11726637456.0,49165012168.0,-2774986188.5,2976819016.0,1109040696.0,2676476784.0,18562202376.0,,6049272.0,15756944312.0,,93260786872.0,-4916065617.5,,,,1283703500.0,1433527544.0,28921914248.0,7496.0,8556219248.0,3632374200.0,8408240712.0,9014253390.0,8399530360.0,,2805258064.0,24910332400.0,-94235904032.0,-2774986188.5,7083484144.5,45901276256.0,3947033792.0,17097978712.0,203770072136.0,,2.28628,-607567661.5,,4106396996.5,969854968.0,24076222496.0,109534168104.0,,147978536.0,14713935880.0,,,,,,,,,
2007-12-31,6199689591.2,2681351529.24,3148496785.08,132778733892.52,3215769266.8,149637039567.6,-13776286717.2,,1663308275.36,4209327708.88,4209327708.88,11529448432.48,,2977952387.4,1304884525.16,,2195987403.88,,,-9631059611.88,6685068640.08,,12873669433.2,52280280646.16,,4209327708.88,2936265790.84,2531991863.56,19472982709.96,,5873284.32,17437834246.36,,97352843398.56,13149649741.12,,,,,1438969268.56,24348226114.32,3183247050.64,7330012238.04,3974219197.8,6685068640.08,8408240712.0,7943534277.48,,2035148463.6,25672672301.16,-114908535840.92,54084591.68,7756466599.08,49302328258.76,5022062557.0,16858305675.08,231237588318.32,,,-1820508421.12,,-13054897273.4,812717937.36,27527185083.0,116329052477.4,,644943597.96,20076763211.32,,,,,,,,,
2008-03-31,6384184461.04,,3142111520.48,129809017835.2,3338296239.76,149052022522.24,7745730118.0,1378819800.0,1606585442.0,2021046964.56,2021046964.56,10660882295.52,,2842598968.32,1230297637.92,,2106266301.92,,1.479118,-4729697770.24,9841434299.76,,12884033255.2,49695252261.28,153908185.2,2021046964.56,68983408.96,2236406210.08,19090113439.04,,5715888.4,16399150327.28,,99352541204.88,-4729697770.24,,,,1364532800.0,1437928160.72,29856041840.64,252207438.96,10450979444.08,3962885041.28,9841434299.76,6671493766.8,8429231143.52,,2690963111.76,25474297900.08,-94324298726.16,153908185.2,7745730118.0,46852653292.96,2790167088.96,19243004687.04,207467244765.84,,1.469299,3169940532.96,5724676140.08,7013.36,768804523.2,29492350031.12,113142946039.68,,609545144.32,14890345150.4,,,,,,,,,
