date,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyInventory,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2011-09-30,142979000.0,7054000.0,22600000.0,108022000,108022000,190697000.0,,112475000.0,175308000,145150000.0,105488000.0,222501000.0,0.46,55844000.0,220298000.0,-290842000,261521000.0,261521000.0,-23488000.0,17783000.0,116000.0,254467000.0,3145000,1762000.0,,248550000.0,,108022000,871577000.0,29833000.0,311935000.0,1388056000.0,654182000.0,7668000.0,125893000.0,0.435,-153508000.0,362485000.0,21304000.0,-7671000.0,61857000.0,0.0,19548000.0,-36012000.0,6141000.0,171930000,516479000.0,1528000.0,719910000,-15535000.0,73000.0,261521000.0,277721000,-25160000.0,233950000.0,60129000.0,484000.0,550545000.0,733874000.0,277721000,42980000,321032000.0,-339567000.0,,151002000,182772000.0,271860000.0,-17086000.0,-103409000.0,442189000,895218000,-179713000.0,,,,,
2011-12-31,115705000.0,-2746000.0,39203000.0,105357000,105357000,197756000.0,,91910000.0,170960000,152744000.0,105490000.0,247696000.0,,72348000.0,202079000.0,-293109000,258775000.0,258775000.0,-23312000.0,17413000.0,116000.0,261521000.0,316000,1542000.0,,,-1448000.0,105357000,886021000.0,41125000.0,311764000.0,1446209000.0,677390000.0,6325000.0,86811000.0,,-52844000.0,387438000.0,31415000.0,-5984000.0,57095000.0,0.0,-6738000.0,-37809000.0,6889000.0,153435000,560188000.0,0.0,713609000,-30258000.0,-4057000.0,258775000.0,286151000,-33231000.0,,31702000.0,823000.0,548689000.0,768819000.0,286151000,30349000,337332000.0,-140969000.0,,135706000,193703000.0,305931000.0,-28894000.0,-84880000.0,427458000,884569000,-193735000.0,,,,,
2012-03-31,120368000.0,47086000.0,37665000.0,108162000,108162000,201242000.0,,106647000.0,196144000,159818000.0,105490000.0,250541000.0,0.465,68953000.0,228055000.0,-317533000,305861000.0,305861000.0,-35172000.0,18590000.0,117000.0,258775000.0,1373000,3733000.0,,244746000.0,-2552000.0,108162000,927642000.0,41381000.0,311592000.0,1532406000.0,687422000.0,7128000.0,95677000.0,0.44,-72942000.0,410309000.0,30912000.0,-597000.0,69591000.0,0.0,10852000.0,-28312000.0,7227000.0,172695000,604764000.0,0.0,768031000,-27228000.0,11496000.0,305861000.0,296393000,9742000.0,232382000.0,41589000.0,391000.0,565836000.0,844984000.0,296393000,44570000,361806000.0,-86402000.0,,152732000,201380000.0,330649000.0,-24691000.0,-52153000.0,471638000,964175000,-208929000.0,,,,,
2012-06-30,137075000.0,-19695000.0,38746000.0,133368000,133368000,206079000.0,,108633000.0,203737000,156672000.0,105490000.0,262386000.0,0.57,72828000.0,555051000.0,-335164000,286166000.0,286166000.0,-35138000.0,18023000.0,112000.0,305861000.0,4500000,763000.0,,242964000.0,-57000.0,133368000,1260073000.0,43644000.0,311428000.0,1530792000.0,684690000.0,3228000.0,122047000.0,0.55,-432694000.0,420858000.0,16356000.0,-4299000.0,79031000.0,0.0,-7724000.0,-42927000.0,5270000.0,206060000,270719000.0,0.0,828211000,-15057000.0,11452000.0,286166000.0,306310000,-24218000.0,233114000.0,36298000.0,-271000.0,566330000.0,846102000.0,306310000,50169000,693743000.0,-367969000.0,,183537000,196787000.0,25484000.0,-15028000.0,-134036000.0,521901000,1031948000,-224071000.0,,,,,
2012-09-30,142447000.0,35556000.0,41166000.0,117779000,117779000,223839000.0,,114161000.0,201597000,169722000.0,105490000.0,313581000.0,0.54,62808000.0,450053000.0,-330247000,321722000.0,321722000.0,-32377000.0,18789000.0,108000.0,286166000.0,5046000,50384000.0,,227292000.0,-857000.0,117779000,1246692000.0,45477000.0,311283000.0,1618097000.0,692910000.0,-3997000.0,122937000.0,0.52,-695000.0,441255000.0,13501000.0,-4350000.0,80119000.0,0.0,742000.0,-36625000.0,8353000.0,181132000,371405000.0,0.0,815290000,-20167000.0,-274000.0,321722000.0,324200000,-44229000.0,217632000.0,38890000.0,52000.0,663948000.0,925187000.0,324200000,39518000,582744000.0,-636377000.0,,157297000,198562000.0,110043000.0,-19510000.0,-91588000.0,491090000,1016887000,-242693000.0,,,,,
2012-12-31,167894000.0,11812000.0,42557000.0,117881000,117881000,243351000.0,,116139000.0,211105000,181523000.0,105490000.0,339411000.0,,62982000.0,431305000.0,-355658000,333534000.0,333534000.0,-32404000.0,18982000.0,107000.0,321722000.0,4348000,56302000.0,,,-290000.0,117881000,1283189000.0,48805000.0,311186000.0,1703944000.0,740096000.0,18865000.0,105599000.0,,-50396000.0,498748000.0,15854000.0,196000.0,75209000.0,0.0,18718000.0,-31695000.0,7056000.0,180670000,420755000.0,0.0,848215000,-62548000.0,-5640000.0,333534000.0,1671397000,-23472000.0,,49432000.0,2157000.0,716891000.0,963848000.0,332764000,39459000,566298000.0,-55832000.0,,157340000,242886000.0,148368000.0,-62295000.0,-93464000.0,-823182000,1059320000,-255862000.0,,,,,
2013-03-31,137627000.0,388940000.0,44550000.0,118856000,118856000,221814000.0,,112041000.0,225977000,195466000.0,105490000.0,334412000.0,0.57,59888000.0,912517000.0,0,722474000.0,722474000.0,-30904000.0,20964000.0,103000.0,333534000.0,6800000,62807000.0,3216000.0,216136000.0,,118856000,1746355000.0,48141000.0,311090000.0,2089300000.0,743286000.0,447000.0,112771000.0,0.55,-164485000.0,519410000.0,26272000.0,-3773000.0,79109000.0,0.0,-9744000.0,-41711000.0,7866000.0,191312000,342945000.0,0.0,897670000,-24832000.0,4900000.0,722474000.0,728749000,5012000.0,208242000.0,44684000.0,-240000.0,696871000.0,1346014000.0,364720000,44692000,1049484000.0,-25509000.0,,163548000,246682000.0,85162000.0,-24856000.0,293197000.0,168921000,1123647000,-272728000.0,,,,,
2013-06-30,213826000.0,127229000.0,41349000.0,143162000,143162000,235994000.0,,110790000.0,247224000,227468000.0,105490000.0,331529000.0,0.695,60033000.0,893767000.0,-379551000,849703000.0,849703000.0,-30919000.0,21346000.0,103000.0,722474000.0,5559000,68819000.0,-3528000.0,214166000.0,,143162000,1820384000.0,47250000.0,310993000.0,2254003000.0,750038000.0,-432000.0,182634000.0,0.67,-1241000.0,544472000.0,48751000.0,-4166000.0,77535000.0,0.0,33860000.0,-44283000.0,7387000.0,213703000,433619000.0,0.0,972015000,-31183000.0,-314000.0,849703000.0,779658000,-8658000.0,205986000.0,51574000.0,861000.0,792254000.0,1503965000.0,400107000,43636000,1028130000.0,-12741000.0,,186798000,255206000.0,172057000.0,-31192000.0,-44783000.0,192357000,1219239000,-289266000.0,,,,,
2013-09-30,225531000.0,42845000.0,45326000.0,141950000,141950000,252677000.0,,109830000.0,238415000,241359000.0,105490000.0,347735000.0,0.695,64500000.0,875018000.0,-373241000,892548000.0,892548000.0,-30828000.0,20897000.0,101000.0,849703000.0,6700000,75061000.0,1936000.0,215554000.0,,141950000,1887856000.0,49006000.0,310897000.0,2343447000.0,764614000.0,-2601000.0,189797000.0,0.66,-110095000.0,577222000.0,42494000.0,407000.0,82989000.0,0.0,49441000.0,-27371000.0,6629000.0,215011000,455591000.0,0.0,975128000,-35646000.0,3983000.0,892548000.0,782988000,-16129000.0,204400000.0,73618000.0,2977000.0,867963000.0,1578833000.0,409747000,45464000,1019893000.0,-262483000.0,,187414000,267850000.0,178223000.0,-35734000.0,-155998000.0,192140000,1213543000,-309372000.0,,,,,
2013-12-31,195891000.0,80426000.0,46806000.0,123540000,123540000,266952000.0,,100326000.0,251807000,267501000.0,105490000.0,351201000.0,,66026000.0,850019000.0,-380735000,972974000.0,972974000.0,-30404000.0,21532000.0,101000.0,892548000.0,5452000,81250000.0,7600000.0,,,123540000,1922255000.0,63713000.0,310801000.0,2473701000.0,830581000.0,18152000.0,140715000.0,,-30620000.0,646724000.0,43826000.0,-17378000.0,82665000.0,0.0,59176000.0,-19794000.0,7610000.0,205941000,551446000.0,-4050000.0,1017072000,-59161000.0,2275000.0,972974000.0,835213000,-20103000.0,,68079000.0,14391000.0,922178000.0,1643120000.0,454478000,55417000,1000077000.0,-18750000.0,,178957000,318860000.0,247279000.0,-55176000.0,-61674000.0,181859000,1268879000,-327864000.0,,,,,
2014-03-31,190649000.0,288947000.0,48095000.0,74628000,74628000,259758000.0,,118610000.0,251165000,276532000.0,105490000.0,324992000.0,0.39,63182000.0,1760778000.0,-3161000,1261921000.0,1261921000.0,-30399000.0,21283000.0,101000.0,972974000.0,17800000,87509000.0,-17953000.0,201560000.0,-3224000.0,74628000,2814483000.0,103567000.0,310729000.0,2856589000.0,920485000.0,-22239000.0,132132000.0,0.37,-694503000.0,692313000.0,32400000.0,-2313000.0,87174000.0,0.0,-22941000.0,-22485000.0,10995000.0,148564000,42106000.0,0.0,1011484000,-61739000.0,6224000.0,1261921000.0,883881000,14198000.0,190794000.0,83592000.0,11616000.0,901905000.0,1936104000.0,502062000,34853000,1912578000.0,-18750000.0,,109481000,346363000.0,-359025000.0,-58517000.0,260344000.0,127603000,1262649000,-345950000.0,,,,,
2014-06-30,156934000.0,-488404000.0,51403000.0,119532000,119532000,253261000.0,,103782000.0,257221000,287516000.0,105490000.0,343447000.0,0.695,59952000.0,1744236000.0,-390774000,773517000.0,773517000.0,-1000.0,23493000.0,92000.0,1261921000.0,24200000,93751000.0,16790000.0,182344000.0,-4364000.0,119532000,2839752000.0,108358000.0,310608000.0,2435684000.0,940895000.0,3421000.0,109969000.0,0.655,-583426000.0,731961000.0,33344000.0,-5525000.0,97065000.0,47000.0,-1030000.0,-22657000.0,12403000.0,222575000,-404068000.0,0.0,1048979000,-51320000.0,6814000.0,773517000.0,852691000,-16607000.0,172226000.0,88071000.0,11122000.0,942366000.0,1494789000.0,461917000,55350000,1897386000.0,-18750000.0,,174882000,363165000.0,-779939000.0,-46965000.0,-596777000.0,196288000,1306200000,-368796000.0,,,,,
2014-09-30,101914000.0,-95383000.0,61582000.0,11248000,11248000,257775000.0,,100560000.0,254941000,273074000.0,105490000.0,367827000.0,0.07,25719000.0,1727919000.0,-9831000,678134000.0,678134000.0,0.0,24415000.0,92000.0,773517000.0,24000000,100000000.0,-4225000.0,172402000.0,-4230000.0,11248000,2785059000.0,101730000.0,310524000.0,2364498000.0,927666000.0,-2517000.0,67426000.0,0.065,-491000.0,753127000.0,28674000.0,-51184000.0,93561000.0,0.0,-56172000.0,-58785000.0,11033000.0,46362000,-420561000.0,0.0,1001223000,-38706000.0,2369000.0,678134000.0,973581000,-56315000.0,163854000.0,89499000.0,11501000.0,928034000.0,1436832000.0,609722000,-13301000,1857025000.0,-18750000.0,,-2053000,358983000.0,-768690000.0,-34488000.0,-21396000.0,27642000,1256164000,-394144000.0,,,,,
2014-12-31,61903000.0,-32760000.0,64600000.0,103292000,103292000,251000000.0,,83600000.0,219573000,252100000.0,102200000.0,377700000.0,0.63,15300000.0,1711700000.0,-8000,645400000.0,645400000.0,0.0,24009000.0,100000.0,678134000.0,25700000,100000000.0,11388000.0,171000000.0,-782000.0,103292000,2709300000.0,152800000.0,310400000.0,2374900000.0,981500000.0,6235000.0,28173000.0,0.605,-13480000.0,759900000.0,59700000.0,-25778000.0,72400000.0,0.0,-56557000.0,-78200000.0,11269000.0,188699000,-334400000.0,-15000000.0,914014000,-49535000.0,-20607000.0,645400000.0,752047000,-40676000.0,164200000.0,70000000.0,15361000.0,874800000.0,1393400000.0,417399000,35698000,1834500000.0,-75050000.0,,138990000,366700000.0,-665400000.0,-33730000.0,-31671000.0,161967000,1133587000,-393200000.0,,,,,
2015-03-31,161100000.0,70100000.0,66900000.0,78200000,78200000,218600000.0,,86800000.0,215400000,255200000.0,96500000.0,335000000.0,0.475,16800000.0,1393400000.0,-2300000,715500000.0,715500000.0,0.0,22900000.0,100000.0,645400000.0,23400000,419400000.0,-14400000.0,169200000.0,0.0,78200000,2690100000.0,147900000.0,310400000.0,2388900000.0,960700000.0,2500000.0,138300000.0,0.46,-9000000.0,761600000.0,52000000.0,1300000.0,64800000.0,0.0,10400000.0,-128200000.0,11100000.0,158100000,-301200000.0,6100000.0,890000000,-16700000.0,-1100000.0,715500000.0,754400000,15000000.0,164600000.0,82800000.0,16800000.0,1168900000.0,1428200000.0,431400000,33600000,1521200000.0,-25000000.0,,111800000,356700000.0,-587200000.0,-22800000.0,-31100000.0,135600000,1105400000,-404900000.0,,,,,
2015-06-30,197600000.0,34100000.0,68200000.0,82800000,82800000,232700000.0,,96500000.0,229300000,262500000.0,97000000.0,321900000.0,0.5,11900000.0,1389500000.0,0,749600000.0,749600000.0,0.0,25100000.0,100000.0,715500000.0,24800000,293500000.0,-10000000.0,170400000.0,-100000.0,82800000,2611500000.0,147100000.0,310300000.0,2415100000.0,954400000.0,-7200000.0,180500000.0,0.485,-100000.0,774800000.0,30300000.0,-3800000.0,83500000.0,0.0,42300000.0,-118400000.0,12800000.0,170000000,-196400000.0,-500000.0,933000000,-17600000.0,17900000.0,749600000.0,789200000,1500000.0,165200000.0,98600000.0,18000000.0,1097500000.0,1460700000.0,470500000,37300000,1514000000.0,-138800000.0,,120100000,347300000.0,-504400000.0,-17100000.0,-145600000.0,143800000,1162300000,-427500000.0,,,,,
2015-09-30,134500000.0,63600000.0,73100000.0,93600000,93600000,237500000.0,,89900000.0,206900000,229100000.0,92000000.0,315600000.0,0.565,7400000.0,1398700000.0,0,813200000.0,813200000.0,0.0,24600000.0,100000.0,749600000.0,25500000,254700000.0,-700000.0,171400000.0,0.0,93600000,2552200000.0,142600000.0,310200000.0,2421500000.0,929400000.0,-1300000.0,116900000.0,0.545,-1600000.0,770100000.0,28000000.0,1000000.0,81400000.0,0.0,-14200000.0,-156300000.0,10300000.0,187600000,-130700000.0,400000.0,896000000,-17000000.0,1500000.0,813200000.0,734400000,-19700000.0,165200000.0,86200000.0,13900000.0,1030500000.0,1492100000.0,429700000,43900000,1521700000.0,-38800000.0,,137500000,335800000.0,-410800000.0,-17600000.0,-41200000.0,161600000,1102900000,-434300000.0,,,,,
2015-12-31,135500000.0,76600000.0,70500000.0,84500000,84500000,249900000.0,,69900000.0,204400000,228700000.0,91800000.0,332000000.0,0.51,400000.0,1392500000.0,0,889800000.0,889800000.0,0.0,25400000.0,100000.0,813200000.0,26800000,229500000.0,18900000.0,171600000.0,0.0,84500000,2531400000.0,141100000.0,310200000.0,2477900000.0,911600000.0,-1700000.0,114000000.0,0.49,-5900000.0,876600000.0,52600000.0,-36700000.0,71100000.0,0.0,31600000.0,-165500000.0,10700000.0,169200000,-53500000.0,-700000.0,894000000,-22100000.0,-12300000.0,889800000.0,751400000,-27300000.0,165400000.0,63800000.0,14000000.0,1024400000.0,1566300000.0,446400000,32500000,1507000000.0,-25000000.0,,117000000,339200000.0,-326300000.0,-21500000.0,-32100000.0,142600000,1098400000,-537400000.0,,,,,
2016-03-31,141100000.0,-115600000.0,74100000.0,95800000,95800000,242100000.0,,89900000.0,213100000,237600000.0,94000000.0,336500000.0,0.58,400000.0,992800000.0,-311900000,774200000.0,774200000.0,,23900000.0,100000.0,889800000.0,26000000,410000000.0,-17300000.0,171200000.0,,95800000,2321400000.0,140200000.0,310100000.0,2386300000.0,912200000.0,-1700000.0,111400000.0,0.56,-2300000.0,,58300000.0,-3200000.0,72300000.0,0.0,-8300000.0,-151200000.0,9800000.0,193300000,64900000.0,4100000.0,906500000,-25600000.0,2800000.0,774200000.0,738200000,-2600000.0,165600000.0,88700000.0,14800000.0,1207900000.0,1474100000.0,426300000,47600000,1113500000.0,-229700000.0,,143400000,338600000.0,-230500000.0,-29700000.0,-233700000.0,168300000,1119600000,,,,,,
2016-06-30,226900000.0,162500000.0,70100000.0,-22900000,-22900000,247100000.0,,94100000.0,236300000,455800000.0,93400000.0,322500000.0,-0.14,400000.0,1003300000.0,-336700000,936700000.0,936700000.0,,24000000.0,100000.0,774200000.0,24600000,423300000.0,-3100000.0,166000000.0,,-22900000,2578400000.0,148100000.0,310100000.0,2613900000.0,952600000.0,2400000.0,169700000.0,-0.14,-2200000.0,,29400000.0,-18000000.0,85400000.0,0.0,222400000.0,-168500000.0,10700000.0,5600000,35500000.0,400000.0,965500000,-56800000.0,14600000.0,936700000.0,985400000,2400000.0,166000000.0,101400000.0,8000000.0,1457700000.0,1661300000.0,676800000,-20100000,1120700000.0,0.0,,-43000000,371500000.0,-253400000.0,-57200000.0,200000.0,-19900000,1201800000,,,,,,
2016-09-30,-118100000.0,-148400000.0,76500000.0,87700000,87700000,261500000.0,,87900000.0,209100000,239300000.0,94500000.0,371700000.0,0.53,2600000.0,1017600000.0,-320300000,788300000.0,788300000.0,,24700000.0,100000.0,936700000.0,24000000,425300000.0,5800000.0,172800000.0,,87700000,2408900000.0,162200000.0,310100000.0,2532600000.0,973200000.0,3500000.0,-143100000.0,0.505,-8000000.0,,38900000.0,-17200000.0,86400000.0,0.0,-237700000.0,-173300000.0,9800000.0,178100000,123700000.0,-100000.0,912900000,-25100000.0,100000.0,788300000.0,761400000,-56500000.0,166200000.0,85000000.0,11000000.0,1263300000.0,1559400000.0,441300000,41700000,1145600000.0,-3300000.0,,129400000,376200000.0,-165700000.0,-25000000.0,-7800000.0,151500000,1122000000,,,,,,
2016-12-31,117400000.0,55700000.0,73900000.0,99400000,99400000,261200000.0,,70300000.0,196100000,236900000.0,89900000.0,371300000.0,0.595,15300000.0,1438400000.0,-269000000,844000000.0,844000000.0,,25700000.0,100000.0,788300000.0,24700000,9500000.0,14600000.0,172000000.0,,99400000,2369100000.0,294300000.0,310100000.0,2565400000.0,1102900000.0,-4500000.0,85900000.0,0.58,-700000.0,982400000.0,42000000.0,2000000.0,66000000.0,0.0,-34300000.0,-205100000.0,9900000.0,185300000,196300000.0,-2300000.0,848900000,-33800000.0,-18800000.0,844000000.0,690700000,-14900000.0,166400000.0,50100000.0,10100000.0,791500000.0,1462500000.0,421700000,35500000,1577600000.0,-205800000.0,,134900000,378000000.0,-66300000.0,-31500000.0,-11000000.0,158200000,1045000000,-604400000.0,,,,,
2017-03-31,175500000.0,938900000.0,153100000.0,85200000,85200000,249100000.0,,100200000.0,204600000,269800000.0,93500000.0,375000000.0,0.515,,2199200000.0,-315100000,1782900000.0,1782900000.0,,24500000.0,100000.0,844000000.0,32500000,103600000.0,-27900000.0,173400000.0,,85200000,3292900000.0,373900000.0,310100000.0,3560300000.0,1150800000.0,-22000000.0,151000000.0,0.49,-58100000.0,,32400000.0,-3200000.0,80700000.0,0.0,40100000.0,-189600000.0,11300000.0,170600000,267400000.0,-1200000.0,897500000,-25700000.0,5000000.0,1782900000.0,753700000,7300000.0,166200000.0,113200000.0,13400000.0,940600000.0,2409500000.0,438600000,28400000,2352300000.0,-413400000.0,,113600000,373300000.0,48400000.0,-24500000.0,780500000.0,143800000,1102100000,,,,,,
2017-06-30,101600000.0,-158800000.0,159100000.0,137600000,137600000,247900000.0,,89700000.0,218800000,239000000.0,94600000.0,378600000.0,0.845,,2188100000.0,-280000000,1624100000.0,1624100000.0,,24100000.0,100000.0,1782900000.0,41900000,100300000.0,10100000.0,170600000.0,,137600000,3210000000.0,361900000.0,310100000.0,3410000000.0,1140600000.0,400000.0,80200000.0,0.805,-215500000.0,,12100000.0,3900000.0,89500000.0,0.0,-96100000.0,-188400000.0,11400000.0,233000000,200000000.0,-400000.0,928100000,-21800000.0,5300000.0,1624100000.0,723200000,-2100000.0,162800000.0,77000000.0,12800000.0,862800000.0,2269400000.0,443200000,29400000,2347200000.0,-27900000.0,,167000000,374000000.0,186100000.0,-21400000.0,-243000000.0,204900000,1146900000,,,,,,
2017-09-30,127300000.0,12200000.0,168100000.0,54500000,54500000,266700000.0,,95200000.0,215400000,243100000.0,95800000.0,354200000.0,0.345,,2176600000.0,-305500000,1636300000.0,1636300000.0,,25200000.0,100000.0,1624100000.0,43000000,104100000.0,-4700000.0,166000000.0,,54500000,3203500000.0,367400000.0,310100000.0,3422500000.0,1148400000.0,600000.0,105300000.0,0.33,-72600000.0,,6000000.0,-4800000.0,60600000.0,0.0,15400000.0,-174600000.0,9900000.0,149100000,219000000.0,-1200000.0,870000000,-23200000.0,-18500000.0,1636300000.0,750700000,24000000.0,159200000.0,68200000.0,17500000.0,858800000.0,2274100000.0,445200000,26400000,2344700000.0,-26900000.0,,80900000,375100000.0,240700000.0,-22000000.0,-98900000.0,119300000,1085400000,,,,,,
2017-12-31,186400000.0,-357500000.0,157300000.0,-63400000,-63400000,277700000.0,,93300000.0,209800000,250700000.0,96900000.0,341200000.0,-0.435,,2165700000.0,400000,1278800000.0,1278800000.0,,26000000.0,100000.0,1636300000.0,43400000,102400000.0,300000.0,145800000.0,,-63400000,3229800000.0,250300000.0,310100000.0,2895100000.0,1034800000.0,500000.0,158800000.0,-0.435,-498000000.0,1080200000.0,25700000.0,101900000.0,67800000.0,0.0,92600000.0,-165400000.0,9500000.0,179100000,-334700000.0,500000.0,883500000,-27100000.0,3200000.0,1278800000.0,734400000,8700000.0,145800000.0,65200000.0,18400000.0,906800000.0,1860300000.0,431600000,173100000,2323000000.0,-26300000.0,,109700000,377500000.0,-248100000.0,-27600000.0,-523800000.0,149100000,1093300000,-702700000.0,,,,,
2018-03-31,156200000.0,51500000.0,167700000.0,82100000,82100000,264700000.0,,103300000.0,239900000,275900000.0,98600000.0,333000000.0,0.565,,2109100000.0,-24400000,1330200000.0,1330200000.0,,25600000.0,100000.0,1295500000.0,44600000,102300000.0,-16100000.0,152600000.0,,82100000,3187700000.0,239700000.0,310100000.0,2968700000.0,1017600000.0,-11100000.0,140600000.0,0.54,-54200000.0,,13600000.0,3300000.0,80200000.0,,-18400000.0,-147300000.0,9800000.0,161700000,-219000000.0,,937000000,-15600000.0,16400000.0,1347000000.0,781200000,8400000.0,145400000.0,75500000.0,41200000.0,910900000.0,1951100000.0,460100000,9400000,2276800000.0,-607000000.0,,91500000,369200000.0,-168300000.0,-15600000.0,-95200000.0,155800000,1176900000,,,,,,
2018-06-30,188700000.0,-491900000.0,174300000.0,94400000,94400000,255700000.0,,100000000.0,235400000,262900000.0,93500000.0,315100000.0,0.66,,1456400000.0,-4700000,839400000.0,839400000.0,,25200000.0,100000.0,1347000000.0,49100000,744300000.0,-5700000.0,151900000.0,,94400000,3200900000.0,225700000.0,310100000.0,2421500000.0,985200000.0,-300000.0,171300000.0,0.62,-631400000.0,,29200000.0,-1300000.0,83900000.0,,32400000.0,-193600000.0,10400000.0,217100000,-779400000.0,,1050100000,-17400000.0,7400000.0,855100000.0,858300000,-10400000.0,142300000.0,90900000.0,23100000.0,1570200000.0,1436300000.0,510200000,48400000,1630700000.0,-24500000.0,,142800000,355900000.0,-646400000.0,-17400000.0,-627400000.0,191800000,1285500000,,,,,,
2018-09-30,164800000.0,271200000.0,175500000.0,71200000,71200000,275900000.0,,99400000.0,218100000,258200000.0,93600000.0,347500000.0,0.52,,1774400000.0,-30900000,1110500000.0,1110500000.0,,25200000.0,100000.0,855100000.0,44000000,672200000.0,-4100000.0,145600000.0,,71200000,3495900000.0,222400000.0,310100000.0,2734800000.0,978300000.0,-13000000.0,142100000.0,0.49,-55000000.0,,38100000.0,4000000.0,83600000.0,,700000.0,-203900000.0,11600000.0,185700000,-761100000.0,,1024700000,-22700000.0,1400000.0,1126300000.0,837400000,-38500000.0,136200000.0,78700000.0,-3600000.0,1546000000.0,1756500000.0,499400000,45300000,1949900000.0,-1182700000.0,,116500000,352200000.0,-575200000.0,-22700000.0,147400000.0,187300000,1242800000,,,,,,
2018-12-31,138700000.0,88700000.0,149500000.0,48900000,48900000,281400000.0,,70500000.0,225900000,303900000.0,92900000.0,381800000.0,0.36,,1774900000.0,2700000,1198900000.0,1198900000.0,,24400000.0,100000.0,1126300000.0,43300000,678900000.0,28700000.0,145000000.0,,48900000,3513200000.0,221800000.0,310100000.0,2789800000.0,984800000.0,-2500000.0,110400000.0,0.34,-9700000.0,1125100000.0,40000000.0,-14100000.0,81100000.0,,64500000.0,-209800000.0,3700000.0,181100000,-723400000.0,,960700000,-28200000.0,-3500000.0,1215000000.0,812500000,-42800000.0,137000000.0,65600000.0,10200000.0,1588800000.0,1805000000.0,485500000,64500000,1924400000.0,-5700000.0,,113400000,360000000.0,-526300000.0,-28300000.0,-17900000.0,148200000,1186600000,-765100000.0,,,,,
2019-03-31,38500000.0,4000000.0,142900000.0,96300000,96300000,260400000.0,,92600000.0,241600000,293800000.0,92000000.0,407500000.0,0.7,,1775500000.0,8500000,1209000000.0,1209000000.0,,24400000.0,100000.0,1215000000.0,36100000,686200000.0,-23100000.0,145500000.0,,96300000,3611900000.0,213700000.0,310100000.0,2982800000.0,1147700000.0,800000.0,11500000.0,0.66,-7600000.0,531900000.0,14200000.0,400000.0,82800000.0,,-110100000.0,-204100000.0,10600000.0,195900000,-629100000.0,,930600000,-27000000.0,2000000.0,1219000000.0,767600000,-27900000.0,137100000.0,64800000.0,7100000.0,1531100000.0,1835100000.0,435400000,39100000,2080800000.0,-5100000.0,,135400000,531900000.0,-430000000.0,-27000000.0,-11900000.0,163000000,1172200000,,,,,,
