date,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyGrossProfit,quarterlyInventory,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
1987-03-31,,,,,,,,,1073900000,1073900000,,,,,,,,8000000,,,,,,,,,,,,,,,,433808000.0,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,433808000.0,,,,,,,,,1073900000,,,,
1987-06-30,,,,,,,,,1449000000,1449000000,,,,,,,,63800000,,,,,,,,,,,,,,,,434480000.0,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,434480000.0,,,,,,,,,1449000000,,,,
1987-09-30,,,,,,,,,1392900000,1392900000,,,,,,,,51600000,,,,,,,,,,,,,,,,434720000.0,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,434720000.0,,,,,,,,,1392900000,,,,
1987-12-31,,1488600000.0,,568700000.0,,,203800000.0,1358100000.0,2014500000,-3392200000,,772500000.0,,,742500000.0,2231100000.0,90100000.0,161900000,,57700000.0,,,,1458600000.0,,,,,58200000.0,55500000.0,,,,,,1006200000.0,,,,341800000.0,341800000.0,,,,,,,566100000.0,,,,6200000.0,,31000000.0,-398800000.0,145400000.0,,,964900000.0,,,,,,,,562500000.0,,,,,,-3392200000,,,,
1988-03-31,,,,,,,,,1394200000,1394200000,,,,,,,,22500000,,,,,,,,,,,,,,,,434720000.0,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,434720000.0,,,,,,,,,1394200000,,,,
1988-06-30,,,,,,,,,1470200000,1470200000,,,,,,,,60400000,,,,,,,,,,,,,,,,434936000.0,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,434936000.0,,,,,,,,,1470200000,,,,
1988-09-30,,,,,,,,,1624600000,1624600000,,,,,,,,66400000,,,,,,,,,,,,,,,,434936000.0,,,0.155,,,,,,,,,,,,,,,,,,,,,,,,0.155,,,434936000.0,,,,,,,,,1624600000,,,,
1988-12-31,,1693600000.0,,823600000.0,,,206300000.0,1597300000.0,2291400000,-3899400000,,1029900000.0,,,1042600000.0,2736200000.0,98700000.0,205200000,,83200000.0,,,,1706300000.0,,,,,48200000.0,59400000.0,,,,,,1200900000.0,,,,298400000.0,298400000.0,,,,,,,692900000.0,,,,10900000.0,,42900000.0,-458400000.0,306800000.0,,,1151300000.0,,,,,,,,812700000.0,,,,,,-3899400000,,,,
1989-03-31,2100000.0,1742100000.0,-35500000.0,874400000.0,23900000.0,503500000.0,106200000.0,1586000000.0,1529100000,42400000,,980600000.0,24200000.0,-327300000.0,1046000000.0,2788100000.0,200000.0,24200000,24200000.0,92200000.0,,,959300000.0,1706300000.0,-6500000.0,,,,46400000.0,59600000.0,-1200000.0,0.0,-36100000.0,440000000.0,569800000.0,1439500000.0,0.055,527400000.0,-232100000.0,66500000.0,66500000.0,,1700000.0,298400000.0,,36700000.0,12500000.0,667600000.0,,,98900000.0,139200000.0,-32700000.0,73700000.0,-468200000.0,304700000.0,100000.0,,1135800000.0,-231900000.0,0.055,-294600000.0,,440000000.0,-350000000.0,700000.0,266100000.0,,469100000.0,,3600000.0,,66300000,,,,
1989-06-30,2100000.0,1912400000.0,-74500000.0,725300000.0,23600000.0,527700000.0,462400000.0,1612000000.0,1675300000,107200000,,1187700000.0,61600000.0,44400000.0,1071200000.0,2983600000.0,0.0,61600000,61600000.0,86500000.0,,,1016800000.0,1722700000.0,-3100000.0,,,,402800000.0,59600000.0,-2100000.0,0.0,-50600000.0,440000000.0,658500000.0,1484800000.0,0.14,551300000.0,-45300000.0,248600000.0,248600000.0,,1700000.0,0.0,,93100000.0,31500000.0,695600000.0,,1100000.0,139300000.0,6100000.0,-49100000.0,73000000.0,-483100000.0,302600000.0,100000.0,,1178700000.0,182200000.0,0.14,93500000.0,,440000000.0,-4800000.0,200000.0,282300000.0,,436900000.0,,353900000.0,,130800000,,,,
1989-09-30,2100000.0,2095800000.0,-35500000.0,1109400000.0,24600000.0,555200000.0,454300000.0,1650700000.0,1830700000,124500000,,1563700000.0,74100000.0,-100900000.0,1108700000.0,3204500000.0,0.0,74100000,74100000.0,89200000.0,,,1126400000.0,1557900000.0,-15600000.0,,,,394800000.0,59500000.0,-2000000.0,0.0,-61000000.0,,704300000.0,1761300000.0,,579800000.0,-276500000.0,78300000.0,78300000.0,,1700000.0,0.0,,113000000.0,38900000.0,722000000.0,,,-55700000.0,197600000.0,-47100000.0,86200000.0,-488700000.0,300500000.0,300000.0,,1210700000.0,-170400000.0,,-53800000.0,-204000000.0,,-164400000.0,300000.0,308800000.0,,603000000.0,,0.0,,149100000,,,,
1989-12-31,2100000.0,1874500000.0,-58400000.0,855400000.0,25700000.0,644900000.0,455100000.0,1840100000.0,2519000000,386800000,,1310500000.0,223300000.0,672400000.0,1157300000.0,3031800000.0,-100000.0,238100000,238100000.0,90900000.0,,,1461600000.0,1620000000.0,-4600000.0,,,,389800000.0,65400000.0,-2100000.0,0.0,-74000000.0,,1057400000.0,1288400000.0,,670600000.0,471800000.0,368800000.0,368800000.0,,10200000.0,0.0,,363200000.0,125100000.0,766600000.0,,3500000.0,-381600000.0,7500000.0,-73700000.0,90600000.0,-507300000.0,300100000.0,600000.0,,1273900000.0,290600000.0,,746100000.0,-147500000.0,,457600000.0,4700000.0,444500000.0,,403400000.0,,10400000.0,,412500000,,,,
1990-03-31,2200000.0,2024400000.0,-36500000.0,1045000000.0,27400000.0,547300000.0,462100000.0,1811400000.0,1617800000,16000000,,1507100000.0,7800000.0,-415500000.0,1184700000.0,3209100000.0,0.0,7800000,7800000.0,100100000.0,,,1027100000.0,1597100000.0,-27600000.0,,,,396500000.0,65600000.0,-1200000.0,0.0,-57300000.0,411316000.0,590700000.0,1694100000.0,0.01,574700000.0,-396700000.0,75200000.0,75200000.0,,10200000.0,368800000.0,,11500000.0,3700000.0,772300000.0,,,147200000.0,179100000.0,-32100000.0,92000000.0,-524900000.0,320400000.0,2100000.0,,1297200000.0,-293600000.0,0.01,-383400000.0,,411316000.0,-424800000.0,500000.0,285100000.0,,580800000.0,,3200000.0,,43400000,,,,
1990-06-30,2100000.0,1979500000.0,-80100000.0,990000000.0,27800000.0,594900000.0,460900000.0,1853200000.0,1949200000,139600000,,1450900000.0,78300000.0,100300000.0,1188200000.0,3167700000.0,0.0,78300000,78300000.0,100100000.0,,,1186800000.0,1641600000.0,-2700000.0,,,,395400000.0,65500000.0,-2100000.0,0.0,-37100000.0,,762400000.0,1655700000.0,,622800000.0,40400000.0,99200000.0,99200000.0,,10200000.0,0.0,,119300000.0,41000000.0,780500000.0,,4600000.0,-85800000.0,171600000.0,-46600000.0,89400000.0,-543900000.0,318300000.0,200000.0,,1324400000.0,24000000.0,,146900000.0,,,25500000.0,-400000.0,325500000.0,,492900000.0,,2800000.0,,167500000,,,,
1990-09-30,2400000.0,2623100000.0,-36600000.0,1849400000.0,28600000.0,606000000.0,472100000.0,1880900000.0,2023000000,117600000,,2321500000.0,64300000.0,-161500000.0,1455000000.0,4078100000.0,0.0,64300000,64300000.0,182700000.0,,,1270800000.0,1671400000.0,-409200000.0,,,,406700000.0,65400000.0,-2400000.0,0.0,-458300000.0,428666667.0,752200000.0,2128400000.0,0.15,634600000.0,-253800000.0,100000000.0,100000000.0,,10000000.0,0.0,,98500000.0,34200000.0,885600000.0,,7000000.0,564800000.0,763100000.0,-55600000.0,119300000.0,-628500000.0,450100000.0,-600000.0,,1514100000.0,800000.0,0.15,-105900000.0,,428666667.0,-212200000.0,1300000.0,392400000.0,,693900000.0,,2100000.0,,146200000,,,,
1990-12-31,2900000.0,2113200000.0,-58200000.0,1202300000.0,30600000.0,787700000.0,501100000.0,2063400000.0,3096700000,390600000,,1703400000.0,219100000.0,810900000.0,1549000000.0,3662200000.0,0.0,235000000,235000000.0,197100000.0,,,1887800000.0,1853600000.0,14800000.0,,,,428000000.0,73100000.0,-3000000.0,0.0,-75300000.0,,1208900000.0,1656200000.0,,818300000.0,470000000.0,111100000.0,111100000.0,,11400000.0,0.0,,358000000.0,123000000.0,965100000.0,,10700000.0,-821200000.0,5500000.0,-96800000.0,166000000.0,-588600000.0,417900000.0,-700000.0,,1553700000.0,11100000.0,,907700000.0,,,611400000.0,8700000.0,568600000.0,,628200000.0,,1000000.0,,421200000,,,,
1991-03-31,3500000.0,2479800000.0,-37100000.0,1625000000.0,34200000.0,668200000.0,458000000.0,2023900000.0,2046400000,8000000,,2083000000.0,-2400000.0,-404600000.0,1532200000.0,4012000000.0,0.0,-2400000,-2400000.0,200900000.0,,,1336000000.0,1818700000.0,0.0,,,,391000000.0,67000000.0,-3300000.0,0.0,-29700000.0,411636000.0,710400000.0,1915600000.0,-0.015,702400000.0,-259100000.0,135200000.0,135200000.0,,11200000.0,111100000.0,,-3500000.0,-1100000.0,966900000.0,,3200000.0,424100000.0,466300000.0,-34300000.0,150700000.0,-588600000.0,414600000.0,100000.0,,1555500000.0,24100000.0,-0.015,-370300000.0,,411636000.0,-404900000.0,-5700000.0,4000000.0,,1154700000.0,,4000000.0,,42200000,,,,
1991-06-30,2700000.0,2422200000.0,-87800000.0,1565800000.0,34500000.0,720300000.0,496000000.0,2046000000.0,2268900000,116700000,,2061800000.0,59800000.0,112000000.0,1560200000.0,3982400000.0,-100000.0,59800000,59800000.0,205600000.0,,,1397400000.0,1845900000.0,0.0,,,,422400000.0,73700000.0,-2900000.0,0.0,-58800000.0,442962963.0,871500000.0,1885000000.0,0.135,754800000.0,33100000.0,154500000.0,154500000.0,,11000000.0,0.0,,91800000.0,32000000.0,989000000.0,,7000000.0,-93100000.0,457900000.0,-59200000.0,160600000.0,-632400000.0,410600000.0,-200000.0,,1621400000.0,19300000.0,0.135,171200000.0,,442962963.0,52100000.0,7100000.0,440600000.0,,667300000.0,,5000000.0,,151200000,,,,
1991-09-30,4500000.0,2648300000.0,-37200000.0,1783700000.0,34800000.0,717700000.0,494800000.0,2065000000.0,2316100000,112000000,,2278500000.0,55600000.0,-100900000.0,1581000000.0,4229300000.0,0.0,55600000,55600000.0,178700000.0,,,1451600000.0,1865300000.0,0.0,,,,421200000.0,73600000.0,-4300000.0,0.0,-38600000.0,444800000.0,864500000.0,2146200000.0,0.125,752500000.0,-222000000.0,77400000.0,77400000.0,,10500000.0,0.0,,87600000.0,32000000.0,1004600000.0,,9400000.0,10400000.0,516900000.0,-52100000.0,162200000.0,-632400000.0,414200000.0,1200000.0,,1637000000.0,-77100000.0,0.125,-48800000.0,,444800000.0,-152300000.0,-2100000.0,19000000.0,,1247800000.0,,500000.0,,146800000,,,,
1991-12-31,3000000.0,2370000000.0,-63200000.0,1330200000.0,35000000.0,808000000.0,558100000.0,2245700000.0,3254700000,432900000,,1888300000.0,217900000.0,537400000.0,1715200000.0,4085200000.0,58500000.0,233700000,233700000.0,202600000.0,,,1978800000.0,2091600000.0,-42200000.0,,,,418300000.0,81300000.0,10500000.0,0.0,-125100000.0,,1275900000.0,1875200000.0,,843000000.0,267900000.0,78700000.0,78700000.0,,14500000.0,0.0,,413700000.0,180000000.0,1092500000.0,,9900000.0,-518700000.0,58500000.0,-107500000.0,161400000.0,-687600000.0,461300000.0,-100000.0,,1780100000.0,1300000.0,,644900000.0,,,334600000.0,18800000.0,588100000.0,,683600000.0,,1200000.0,,467900000,,,,
1992-03-31,3400000.0,2696000000.0,-38600000.0,1696400000.0,39300000.0,701700000.0,535500000.0,2194300000.0,2059400000,-9400000,,2231900000.0,-16800000.0,-345500000.0,1689400000.0,4385400000.0,42200000.0,-12800000,-12800000.0,194400000.0,,,1327800000.0,2043600000.0,-12600000.0,,,,414300000.0,79000000.0,600000.0,0.0,-31500000.0,420000000.0,731600000.0,2141900000.0,-0.04,741000000.0,-261700000.0,139200000.0,139200000.0,,14500000.0,78700000.0,,-17300000.0,-4500000.0,1074800000.0,,3800000.0,401600000.0,568500000.0,-36000000.0,153600000.0,-687600000.0,461000000.0,-200000.0,,1762400000.0,60500000.0,-0.04,-309500000.0,,420000000.0,-342100000.0,-1900000.0,0.0,,1127900000.0,,3300000.0,,29900000,,,,
1992-06-30,3100000.0,2613000000.0,-97800000.0,1643600000.0,39300000.0,755600000.0,538700000.0,2233600000.0,2495100000,154200000,,2182300000.0,73900000.0,45100000.0,1720300000.0,4333300000.0,47400000.0,77900000,77900000.0,207500000.0,,,1546100000.0,2085100000.0,-1800000.0,,,,411800000.0,79500000.0,200000.0,0.0,-72500000.0,,949000000.0,2062300000.0,,794800000.0,79700000.0,112400000.0,112400000.0,,13400000.0,0.0,,132300000.0,54400000.0,1107900000.0,,6900000.0,-73600000.0,586500000.0,-74200000.0,154400000.0,-687600000.0,458000000.0,300000.0,,1795500000.0,-26800000.0,,119300000.0,,,-17000000.0,900000.0,20300000.0,,1036800000.0,,1900000.0,,193500000,,,,
1992-09-30,-432900000.0,2857400000.0,-38600000.0,1905200000.0,39700000.0,738000000.0,536300000.0,2251000000.0,2390600000,114700000,,2441500000.0,52100000.0,-76600000.0,1768000000.0,4625400000.0,48200000.0,56100000,56100000.0,191400000.0,,,1498200000.0,2105200000.0,-11200000.0,,,,408700000.0,79400000.0,200000.0,0.0,-89700000.0,416800000.0,892400000.0,2293900000.0,0.125,777700000.0,,102300000.0,102300000.0,,13400000.0,0.0,,93900000.0,37800000.0,1148300000.0,,8300000.0,76300000.0,682900000.0,-79900000.0,161600000.0,-756400000.0,458100000.0,200000.0,,1904700000.0,-10000000.0,0.125,3300000.0,,416800000.0,,,501000000.0,,721300000.0,,2600000.0,,154400000,,,,
1992-12-31,441500000.0,2441700000.0,-64500000.0,1380900000.0,82700000.0,1146500000.0,655100000.0,2208900000.0,3487800000,101600000,,2036000000.0,8400000.0,692000000.0,1772400000.0,4214100000.0,235100000.0,34800000,12200000.0,244800000.0,,,2157000000.0,2077900000.0,-200000.0,,,,397900000.0,22100000.0,300000.0,0.0,-102200000.0,,1330800000.0,1806600000.0,,1229200000.0,,145100000.0,145100000.0,,18000000.0,0.0,,72700000.0,37900000.0,1207900000.0,,7700000.0,-661200000.0,8200000.0,-114200000.0,134600000.0,-606500000.0,429900000.0,-300000.0,,1814400000.0,42800000.0,,806200000.0,,,,,696200000.0,,676500000.0,,7700000.0,,184300000,,,,
1993-03-31,-292000000.0,2501500000.0,-39900000.0,1520900000.0,49300000.0,675200000.0,639400000.0,2147300000.0,2033000000,-29800000,,2160300000.0,-25600000.0,-324300000.0,1778300000.0,4279800000.0,214900000.0,-21700000,-21700000.0,211500000.0,,,1338300000.0,2017800000.0,-4100000.0,,,,396100000.0,28400000.0,200000.0,0.0,-56500000.0,426666667.0,694700000.0,1981300000.0,-0.06,724500000.0,,85900000.0,85900000.0,,18000000.0,145100000.0,,-34300000.0,-12600000.0,1219400000.0,,3300000.0,261600000.0,407900000.0,-59900000.0,132100000.0,-634500000.0,426800000.0,0.0,,1853900000.0,-59300000.0,-0.06,-264400000.0,,426666667.0,,,529600000.0,,583400000.0,,1500000.0,,19500000,,,,
1993-06-30,-8500000.0,2415600000.0,-82700000.0,1440500000.0,49600000.0,731000000.0,626300000.0,2182200000.0,2537400000,146200000,,2066800000.0,70600000.0,24500000.0,1770600000.0,4186200000.0,192800000.0,74500000,74500000.0,194400000.0,,,1610600000.0,2056500000.0,-10200000.0,,,,399000000.0,34500000.0,100000.0,0.0,-60100000.0,415294118.0,926800000.0,1898400000.0,0.17,780600000.0,,74700000.0,74700000.0,,16100000.0,0.0,,126700000.0,52200000.0,1218300000.0,,4000000.0,-66600000.0,464000000.0,-91100000.0,128300000.0,-618100000.0,424000000.0,-100000.0,,1836400000.0,-11100000.0,0.17,115600000.0,,415294118.0,,,453600000.0,,522900000.0,,1600000.0,,195800000,,,,
1993-09-30,-96600000.0,2718700000.0,-51800000.0,1781900000.0,47500000.0,717500000.0,625500000.0,2183700000.0,2355400000,88100000,,2407400000.0,37600000.0,-106900000.0,1822200000.0,4540900000.0,191800000.0,41500000,41500000.0,177300000.0,,,1502200000.0,2059200000.0,-3100000.0,,,,395100000.0,38600000.0,200000.0,0.0,-92000000.0,417777778.0,853200000.0,2174200000.0,0.09,765100000.0,,91700000.0,91700000.0,,16100000.0,0.0,,68700000.0,27200000.0,1268000000.0,,8600000.0,116500000.0,608000000.0,-99300000.0,131600000.0,-639600000.0,422600000.0,100000.0,,1907600000.0,16900000.0,0.09,-7600000.0,,417777778.0,,,474000000.0,,699900000.0,,1500000.0,,135700000,,,,
1993-12-31,,2398400000.0,-55000000.0,1328100000.0,45200000.0,832400000.0,602200000.0,2364300000.0,3509600000,418600000,,1930300000.0,232400000.0,439700000.0,1874000000.0,4272400000.0,177100000.0,237500000,237500000.0,214600000.0,,,2213400000.0,2248200000.0,-24100000.0,,,,341800000.0,83300000.0,1600000.0,0.0,-121700000.0,,1296200000.0,1858800000.0,,877600000.0,,81000000.0,81000000.0,,20100000.0,0.0,,391200000.0,153700000.0,1302200000.0,,9900000.0,-465000000.0,90000000.0,-136400000.0,128100000.0,-584000000.0,443700000.0,0.0,,1886200000.0,-10700000.0,,576100000.0,,,,,671000000.0,,567100000.0,,1200000.0,,463800000,,,,
1994-03-31,-280800000.0,2600900000.0,-40100000.0,1562700000.0,51300000.0,739100000.0,599900000.0,2321700000.0,2379800000,8100000,,2162600000.0,-6700000.0,-296300000.0,1865800000.0,4466700000.0,171400000.0,-2500000,-2500000.0,198300000.0,,,1581300000.0,2205800000.0,0.0,,,,341700000.0,86800000.0,200000.0,0.0,-6500000.0,446666667.0,798500000.0,2052600000.0,-0.015,790400000.0,,113200000.0,113200000.0,,20100000.0,81000000.0,,-1600000.0,900000.0,1301400000.0,,5500000.0,270700000.0,494000000.0,-64300000.0,126000000.0,-619600000.0,438400000.0,0.0,,1921000000.0,32300000.0,-0.015,-232000000.0,,446666667.0,,,437600000.0,,631100000.0,,400000.0,,59400000,,,,
1994-06-30,-11700000.0,2574100000.0,-78400000.0,1590000000.0,52200000.0,761100000.0,597400000.0,2327000000.0,2507500000,89000000,,2187400000.0,41300000.0,-5400000.0,1903000000.0,4477100000.0,167100000.0,45600000,45600000.0,190600000.0,,,1605200000.0,2214300000.0,0.0,,,,341700000.0,88600000.0,200000.0,0.0,-85200000.0,,902300000.0,2094800000.0,,813300000.0,,70900000.0,70900000.0,,17100000.0,0.0,,68600000.0,23000000.0,1345500000.0,,5600000.0,-43200000.0,529100000.0,-91500000.0,121300000.0,-633300000.0,436200000.0,0.0,,1978800000.0,-42400000.0,,86100000.0,,,,,434800000.0,,626100000.0,,1600000.0,,141200000,,,,
1994-09-30,-167400000.0,2944500000.0,-40000000.0,2022100000.0,53900000.0,809700000.0,594200000.0,2338800000.0,2737000000,103200000,,2616300000.0,47400000.0,-174600000.0,1986700000.0,4931200000.0,162000000.0,51700000,51700000.0,193500000.0,,,1770200000.0,2226500000.0,-28200000.0,,,,341600000.0,90600000.0,500000.0,0.0,-131600000.0,412173913.0,966800000.0,2414500000.0,0.115,863600000.0,,82900000.0,82900000.0,,15300000.0,0.0,,80400000.0,28700000.0,1430000000.0,,10500000.0,205400000.0,749900000.0,-112800000.0,108500000.0,-705400000.0,448200000.0,100000.0,,2135400000.0,12000000.0,0.115,-61800000.0,,412173913.0,,,491600000.0,,780600000.0,,500000.0,,157100000,,,,
