date,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetOtherFinancingCharges,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCurrentDeferredRevenue,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTotalRevenue,quarterlyNetPPE,quarterlyTaxProvision,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCashDividendsPaid
2012-12-31,189701000.0,64762000.0,35742000.0,133775000.0,1868725000.0,2333480000.0,2024692000.0,1766233000.0,741960000.0,-25585000.0,23314000.0,28761000.0,,,15216000.0,,31101000.0,,181618000.0,-11715000.0,124451000.0,-13350000.0,-34263000.0,-1776756000.0,36874000.0,163223000.0,2214761000.0,137856000.0,29061000.0,-25063000.0,-25585000.0,710000.0,63210000.0,41758000.0,-17995000.0,-127000.0,,4000.0,111660000.0,,124451000.0,-52847000.0,430426000.0,0.0,94414000.0,89167000.0,58000.0,124451000.0,252911000.0,496242000.0,3699000.0,880000.0,,28114000.0,3854000.0,,21452000.0,-287007000.0,-13354000.0,49096000.0,2692000.0,190069000.0,783249000.0,7336000.0,464755000.0,0.0,,-293627000.0,-21364000.0,,33051000.0,0.0,,,,,
2013-09-30,,89181000.0,,,1859989000.0,2355632000.0,2032796000.0,1778110000.0,736222000.0,,,114847000.0,,,15002000.0,,,,176209000.0,,,,,,41558000.0,190145000.0,2229723000.0,139839000.0,,,,,,,,,,,118256000.0,,135713000.0,-64880000.0,404061000.0,0.0,92744000.0,,57000.0,135713000.0,,488003000.0,,,,,,,,-325759000.0,,,,196927000.0,813762000.0,,495643000.0,0.0,,-275319000.0,,,,,,,,,
2016-09-30,274680000.0,,62242000.0,,,,,,,-10017000.0,43611000.0,,103981848.0,-0.096334,,0.0,48610000.0,-0.096334,,-14914000.0,71923000.0,-30081000.0,-35051000.0,-2997000.0,,,,,36003000.0,-9606000.0,-10017000.0,,95299000.0,44917000.0,10996000.0,537000.0,,1357000.0,,,,,,,,47494000.0,,,369979000.0,,-3536000.0,,103981848.0,50528000.0,-7262000.0,-38079000.0,50382000.0,,-31438000.0,93680000.0,5575000.0,,,,,,,,-13142000.0,0.0,79079000.0,1126000.0,24429000.0,,,,
2016-12-31,252337000.0,39906000.0,-21211000.0,,3766993000.0,4259671000.0,2989335000.0,2547717000.0,1241429000.0,10664000.0,42687000.0,27817000.0,,,14481000.0,,45953000.0,,227048000.0,6868000.0,70742000.0,-68120000.0,-15564000.0,-3061000.0,68197000.0,459406000.0,3231727000.0,318463000.0,38520000.0,10527000.0,10664000.0,,70394000.0,46754000.0,-16137000.0,19217000.0,,-16497000.0,1022880000.0,,70742000.0,-53711000.0,816573000.0,0.0,128478000.0,71923000.0,73000.0,70742000.0,322731000.0,1181388000.0,-25972000.0,,,-12217000.0,-17906000.0,40038000.0,23640000.0,-155196000.0,-51623000.0,30412000.0,4605000.0,242392000.0,1336584000.0,8035000.0,492678000.0,0.0,,-90380000.0,-15445000.0,0.0,73195000.0,528000.0,-1181000.0,,,,
2017-03-31,250219000.0,,-25753000.0,,,,,,,-2454000.0,40586000.0,,103981848.0,-0.0236,,,46785000.0,-0.0236,,-7846000.0,63111000.0,-32444000.0,,-30085000.0,,,,,34712000.0,-2315000.0,-2454000.0,,82712000.0,45060000.0,-5023000.0,-16439000.0,-16518000.0,5000.0,,,,,,,,85077000.0,,,332931000.0,,-2910000.0,,103981848.0,-28840000.0,-1967000.0,6915000.0,37652000.0,,-32449000.0,6696000.0,3031000.0,,,,,,,,-5225000.0,,82146000.0,1652000.0,-21966000.0,,,,
2017-06-30,281853000.0,75052000.0,-13109000.0,,3851657000.0,4390031000.0,3036045000.0,2589713000.0,1294675000.0,-1609000.0,42620000.0,123299000.0,135219726.0,-0.011899,86335000.0,,48176000.0,-0.011899,236508000.0,-8420000.0,50457000.0,-71112000.0,,23869000.0,76536000.0,467670000.0,3325615000.0,323033000.0,39562000.0,-1670000.0,-1609000.0,,107414000.0,49481000.0,7038000.0,9031000.0,,3624000.0,1059558000.0,,50457000.0,-15798000.0,808851000.0,0.0,128183000.0,63111000.0,73000.0,50457000.0,389267000.0,1203925000.0,3007000.0,,135219726.0,-49123000.0,-3303000.0,59904000.0,57933000.0,-251609000.0,-28164000.0,15055000.0,-2659000.0,289570000.0,1455534000.0,,538374000.0,0.0,,-94443000.0,1337000.0,,92133000.0,1176000.0,1681000.0,,,,
2017-09-30,289300000.0,112700000.0,58449000.0,,3869800000.0,4415600000.0,3037800000.0,2597500000.0,1306500000.0,-3400000.0,45929000.0,120600000.0,104096837.0,-0.03,54300000.0,-4000000.0,49100000.0,-0.03,235900000.0,-15100000.0,68838000.0,-30940000.0,-33568000.0,-4073000.0,74500000.0,479400000.0,3334600000.0,319700000.0,36200000.0,-3100000.0,-3400000.0,,102500000.0,36200000.0,2882000.0,-1636000.0,,2676000.0,1076100000.0,,68800000.0,3000000.0,800400000.0,0.0,129800000.0,50457000.0,1100000.0,68800000.0,391800000.0,1209000000.0,5200000.0,,104096837.0,49841000.0,-7177000.0,-37641000.0,66300000.0,-285570000.0,-29616000.0,88065000.0,-209000.0,296800000.0,1494617000.0,,545800000.0,0.0,,-97800000.0,2100000.0,0.0,51200000.0,1041000.0,18381000.0,,,,
2017-12-31,274000000.0,93900000.0,-44000000.0,,3866500000.0,4415500000.0,2495200000.0,2185300000.0,1306000000.0,65000000.0,48100000.0,120600000.0,133138140.0,0.49,45200000.0,0.0,35000000.0,0.49,262400000.0,-68800000.0,66200000.0,-48200000.0,-2900000.0,-729200000.0,74700000.0,469300000.0,2783600000.0,189300000.0,39200000.0,65600000.0,65000000.0,,84100000.0,39200000.0,-26100000.0,13300000.0,,2100000.0,1628000000.0,,66200000.0,4300000.0,786100000.0,0.0,149300000.0,68800000.0,1400000.0,66200000.0,358100000.0,1230400000.0,-124500000.0,,133895646.0,-13400000.0,-127800000.0,39800000.0,44900000.0,-311115000.0,-50300000.0,6300000.0,8400000.0,288400000.0,1541499000.0,1166000.0,549000000.0,13765000.0,,-32800000.0,-58900000.0,0.0,24200000.0,4900000.0,-2600000.0,,,,
2018-03-31,288100000.0,102700000.0,-11300000.0,207400000.0,3873000000.0,4462700000.0,2525100000.0,2195900000.0,1273600000.0,200000.0,48500000.0,134300000.0,133154144.0,0.001502,51900000.0,,29200000.0,0.001494,283800000.0,1000000.0,60000000.0,-33100000.0,-6500000.0,-1293700000.0,96900000.0,471800000.0,2815700000.0,194900000.0,40600000.0,500000.0,200000.0,,78100000.0,49900000.0,-19500000.0,-7000000.0,-11100000.0,200000.0,1641400000.0,,58800000.0,13800000.0,785000000.0,,136000000.0,67200000.0,1400000.0,58800000.0,366200000.0,1245700000.0,-500000.0,,133884983.0,-34800000.0,-2600000.0,5400000.0,28200000.0,-348140000.0,-33300000.0,22000000.0,100000.0,290600000.0,1593812000.0,,589700000.0,,,-32600000.0,0.0,,77700000.0,3800000.0,-7200000.0,,,,
2018-06-30,326300000.0,76400000.0,-4700000.0,242014000.0,3812500000.0,4414500000.0,2505000000.0,2193800000.0,1260300000.0,15800000.0,47000000.0,113500000.0,133222463.0,0.12,54100000.0,,27200000.0,0.12,268400000.0,8000000.0,53900000.0,-33200000.0,9000000.0,29000000.0,98300000.0,477300000.0,2775200000.0,197700000.0,43500000.0,16200000.0,15800000.0,,108400000.0,59400000.0,9600000.0,8000000.0,-43259000.0,600000.0,1635100000.0,,52600000.0,-12200000.0,759637000.0,,139700000.0,60000000.0,1400000.0,52600000.0,434700000.0,1217000000.0,13600000.0,,134209740.0,-47100000.0,5700000.0,-700000.0,49000000.0,-369282000.0,-32800000.0,28100000.0,500000.0,270200000.0,1586284000.0,,602000000.0,,,-16800000.0,29800000.0,,104000000.0,3800000.0,-6100000.0,,,,
2018-09-30,319703000.0,91510000.0,86609000.0,230388000.0,3780957000.0,4356591000.0,2452048000.0,2147086000.0,1262979000.0,14185000.0,43827000.0,110312000.0,133336352.0,0.11,21372000.0,,28238000.0,0.11,249298000.0,-3185000.0,58017000.0,-29640000.0,-9142000.0,-212144000.0,98167000.0,467558000.0,2694118000.0,194650000.0,42360000.0,14436000.0,14185000.0,,107500000.0,53171000.0,18631000.0,-8554000.0,11218000.0,337000.0,1657383000.0,,56684000.0,-7641000.0,747352000.0,,129188000.0,53885000.0,1352000.0,56684000.0,427203000.0,1204901000.0,8470000.0,,134576162.0,38901000.0,-1634000.0,-82419000.0,54329000.0,-393557000.0,-29256000.0,115865000.0,-5278000.0,242070000.0,1598458000.0,,575634000.0,,-5000000.0,-2596000.0,22906000.0,-710000.0,94971000.0,4252000.0,4132000.0,,,,
2018-12-31,292400000.0,100000000.0,46275000.0,196800000.0,3768800000.0,4327400000.0,2407600000.0,2106700000.0,1254900000.0,28200000.0,45936000.0,104800000.0,133765294.0,0.21,7200000.0,,29101000.0,0.21,264700000.0,7400000.0,59726000.0,-23383000.0,38000.0,-59533000.0,108300000.0,468200000.0,2663200000.0,196100000.0,42300000.0,28500000.0,28200000.0,0.0,87700000.0,30100000.0,-17758000.0,7448000.0,32655000.0,12403000.0,1659600000.0,580000.0,57900000.0,-39100000.0,728400000.0,,148400000.0,58017000.0,1400000.0,57900000.0,380100000.0,1209000000.0,7400000.0,0.0,134987604.0,21150000.0,1951000.0,-59460000.0,57600000.0,-421379000.0,-36366000.0,82641000.0,-9887000.0,255600000.0,1630358000.0,2123000.0,558600000.0,,1006000.0,25500000.0,35900000.0,-2152000.0,57600000.0,7585000.0,1709000.0,,,,
2019-03-31,278300000.0,101200000.0,-6800000.0,195700000.0,3811900000.0,4382200000.0,2444200000.0,2103100000.0,1257000000.0,3200000.0,45900000.0,102500000.0,133946308.0,0.02,10700000.0,,28600000.0,0.02,283500000.0,5100000.0,54100000.0,-29200000.0,300000.0,-33900000.0,117500000.0,464100000.0,2707000000.0,197600000.0,40700000.0,3500000.0,3200000.0,,80900000.0,51500000.0,-19200000.0,-3900000.0,1121000.0,500000.0,1670000000.0,3900000.0,52300000.0,-32000000.0,714100000.0,,136400000.0,59700000.0,1400000.0,52300000.0,359200000.0,1259200000.0,2400000.0,,134894354.0,-19900000.0,1200000.0,-2500000.0,29400000.0,-449358000.0,-33600000.0,26800000.0,-2200000.0,262800000.0,1259200000.0,,570300000.0,14482000.0,,26600000.0,5900000.0,-1300000.0,75300000.0,3400000.0,-5600000.0,,,,
2019-06-30,316180000.0,98813000.0,1306000.0,243744000.0,3804718000.0,4441639000.0,2463672000.0,2104649000.0,1258241000.0,30574000.0,45090000.0,112240000.0,134142552.0,0.23,10033000.0,,,0.23,275208000.0,18924000.0,83959000.0,-4590000.0,-447000.0,-43359000.0,118855000.0,477287000.0,2722287000.0,207021000.0,43375000.0,30719000.0,30574000.0,,115495000.0,54853000.0,6961000.0,3709000.0,,5000.0,1714033000.0,588000.0,82200000.0,-27213000.0,702062000.0,,135595000.0,54085000.0,1364000.0,82200000.0,431675000.0,1248273000.0,20307000.0,,135323024.0,-40333000.0,9663000.0,2151000.0,60642000.0,-480262000.0,-31848000.0,33154000.0,759000.0,258615000.0,1728535000.0,,636921000.0,,,57199000.0,51026000.0,0.0,105732000.0,5370000.0,29874000.0,,,,
2019-09-30,310900000.0,108400000.0,95724000.0,214600000.0,3773500000.0,4365500000.0,2366100000.0,2006700000.0,1251300000.0,26700000.0,44246000.0,106000000.0,134511819.0,0.2,8200000.0,,,0.2,259800000.0,13600000.0,80255000.0,-20886000.0,-286000.0,-188916000.0,129100000.0,477100000.0,2628900000.0,214900000.0,39500000.0,26800000.0,26700000.0,,112900000.0,55200000.0,10398000.0,-3883000.0,,0.0,1731600000.0,3957000.0,78500000.0,-40700000.0,683300000.0,,132100000.0,83959000.0,1400000.0,78500000.0,423800000.0,1232700000.0,16700000.0,,135649710.0,38695000.0,5978000.0,-102850000.0,57700000.0,-504392000.0,-26178000.0,121902000.0,4949000.0,262800000.0,1232700000.0,,592000000.0,,0.0,83900000.0,43500000.0,-896000.0,57700000.0,4806000.0,-3704000.0,,,,
