date,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue
2008-04-30,-38152000.0,3537733000,0.0,55918000.0,398545000.0,23793000.0,0.11,615648000.0,1206000,-2125000.0,749142000,744084000,168073000,-1083000.0,0.0,45226000.0,149529000.0,-30522000.0,82472000.0,804075000.0,-290154000,15098000.0,601222000.0,511734000,41522000.0,711418000,78513000.0,1610539000,0.0,-6383000.0,130193000.0,,238475000.0,128436000.0,-42285000.0,,8574000.0,17054000.0,5058000.0,-621016000,0.0,421264000,1994068000.0,370172000,240701000,388842000.0,2999067000,389750000.0,0.12,4609606000,99671000.0,69939000.0,69939000.0,63865000.0,59039000.0,560139000.0,53775000.0,-10126000.0,-16855000.0,744084000.0,,7151000.0,0.0,1071873000,112809000.0,-63076000.0,69939000.0,144731000,415233000.0,59667000,369959000,40459000.0,0.0,332761000.0,,624351000.0,
2008-07-31,,3706692000,0.0,47409000.0,363538000.0,0.0,0.11,744084000.0,1221000,,864398000,859309000,237039000,-1264000.0,46843000.0,,142157000.0,-17260000.0,79137000.0,842575000.0,-310763000,-50353000.0,606860000.0,555614000,,723751000,76447000.0,1780571000,,87985000.0,182884000.0,,249714000.0,115225000.0,5569000.0,,5080000.0,50602000.0,5089000.0,-549649000,37008000.0,412988000,1994068000.0,470646000,217629000,405913000.0,2943514000,288750000.0,0.12,4724085000,165624000.0,71367000.0,71367000.0,63020000.0,72823000.0,461779000.0,169666000.0,-46000.0,-17306000.0,859309000.0,1933000.0,5159000.0,325000.0,1017393000,,,71367000.0,172920000,436662000.0,62005000,326924000,,0.0,357525000.0,,637832000.0,
2008-10-31,,3831087000,0.0,-7477000.0,328704000.0,5388000.0,0.11,859309000.0,1226000,,1020007000,1020007000,224119000,-948000.0,0.0,,136796000.0,-14180000.0,72846000.0,791046000.0,-333884000,-88975000.0,611945000.0,568305000,,735405000,84389000.0,1861228000,,36310000.0,258465000.0,,234222000.0,160698000.0,87259000.0,,13443000.0,12797000.0,,-478703000,37513000.0,401521000,1995151000.0,397836000,240202000,379137000.0,2889277000,187750000.0,0.12,4750505000,244285000.0,70946000.0,70946000.0,63950000.0,70027000.0,351113000.0,160452000.0,0.0,-8792000.0,1020007000.0,1751000.0,3566000.0,-138000.0,919418000,,,70946000.0,163901000,411909000.0,64720000,339533000,,0.0,339063000.0,,630810000.0,
2009-01-31,,3829067000,-10487000.0,31088000.0,286534000.0,0.0,,1020007000.0,1233000,,927409000,927409000,139028000,-718000.0,0.0,,29684000.0,-16481000.0,-59590000.0,512867000.0,-356571000,-179973000.0,,409648000,35803000.0,747424000,-69719000.0,1560315000,,-133271000.0,109143000.0,,207579000.0,-92598000.0,72813000.0,,-4709000.0,12192000.0,0.0,-543713000,0.0,390853000,1997630000.0,222101000,175135000,252732000.0,2853885000,123379000.0,,4414200000,92662000.0,-65010000.0,-65010000.0,75312000.0,63872000.0,175485000.0,49655000.0,0.0,-21768000.0,927409000.0,,2118000.0,9000.0,585133000,,,-65010000.0,138327000,260135000.0,57895000,310654000,40541000.0,0.0,319725000.0,,,
2009-04-30,-63266000.0,3745555000,0.0,106281000.0,256202000.0,0.0,-0.18,927409000.0,1238000,-433000.0,1059205000,1059205000,166988000,-2680000.0,0.0,31648000.0,-53620000.0,-12714000.0,-100943000.0,521434000.0,-379548000,-19000.0,618677000.0,532195000,47257000.0,750777000,-109439000.0,1639700000,,-868000.0,144529000.0,,200249000.0,131796000.0,169504000.0,,2018000.0,385000.0,,-655170000,0.0,371229000,1997652000.0,285367000,268326000,257630000.0,2801511000,,-0.18,4441211000,131815000.0,-111457000.0,-111457000.0,55731000.0,134142000.0,163461000.0,161480000.0,0.0,-12714000.0,1059205000.0,,88000.0,29000.0,695656000,,30738000.0,-111457000.0,136773000,263804000.0,47800000,203590000,39655000.0,-8408000.0,364747000.0,,618677000.0,
2009-07-31,-43095000.0,3857072000,0.0,-5694000.0,229778000.0,50000.0,0.09,1059205000.0,1245000,-442000.0,1254807000,1254807000,268541000,-673000.0,1279307000.0,30015000.0,123981000.0,-7015000.0,72505000.0,640620000.0,-400848000,20234000.0,620881000.0,609106000,48554000.0,753567000,67828000.0,1889922000,,-1733000.0,182333000.0,,192664000.0,195602000.0,39556000.0,5868000.0,9335000.0,20636000.0,,-596677000,0.0,352719000,1997662000.0,328462000,248122000,288059000.0,2751609000,,0.09,4641531000,175318000.0,58493000.0,58493000.0,51476000.0,60946000.0,175353000.0,173852000.0,0.0,-6965000.0,1254807000.0,,1514000.0,40000.0,784459000,,103043000.0,58493000.0,132117000,352561000.0,42027000,211383000,39333000.0,-4677000.0,280056000.0,,648110000.0,
2009-10-31,-65857000.0,4106300000,0.0,-17039000.0,203354000.0,10268000.0,0.31,1254807000.0,1249000,-451000.0,1464187000,1047395000,317233000,-1129000.0,1464187000.0,34377000.0,221077000.0,-7629000.0,170056000.0,803098000.0,-421343000,13413000.0,623613000.0,606111000,14671000.0,770619000,168683000.0,2170511000,,-10807000.0,203534000.0,,212873000.0,-207412000.0,-73610000.0,263000.0,-32916000.0,13728000.0,416792000.0,-395078000,0.0,349276000,1997662000.0,394319000,201033000,341617000.0,2717209000,,0.32,4887720000,195905000.0,201599000.0,201599000.0,51021000.0,52102000.0,175309000.0,174298000.0,-426998000.0,-424359000.0,1047395000.0,,70000.0,136000.0,781420000,,38281000.0,201599000.0,127643000,461481000.0,71273000,239209000,39274000.0,-1373000.0,291425000.0,,659739000.0,
2010-01-31,37523000.0,4417979000,0.0,-889000.0,179101000.0,108044000.0,,1047395000.0,1277000,-461000.0,1796717000,1105428000,277405000,-885000.0,0.0,30559000.0,264618000.0,-28054000.0,205789000.0,842535000.0,-420283000,76907000.0,,566610000,19992000.0,762780000,216038000.0,2465545000,,2360000.0,281117000.0,,213024000.0,58033000.0,-8625000.0,7225000.0,11217000.0,76896000.0,691289000.0,-190257000,0.0,342497000,1997662000.0,356796000,207877000,339790000.0,2705395000,,,5170940000,253063000.0,204821000.0,204821000.0,48520000.0,59650000.0,186351000.0,185840000.0,-379981000.0,-299991000.0,1105428000.0,,60000.0,472000.0,752961000,,-36017000.0,204821000.0,11651000,502745000.0,59396000,241541000,131342000.0,-418000.0,296956000.0,,,
2010-04-30,-91897000.0,4699728000,0.0,35417000.0,156582000.0,149440000.0,0.3,1105428000.0,1288000,-470000.0,2079203000,1352339000,288568000,-560000.0,2079203000.0,26896000.0,254030000.0,-18645000.0,208403000.0,855579000.0,-436716000,48403000.0,640926000.0,589551000,18275000.0,777357000,204651000.0,2797179000,,-942000.0,255591000.0,,219111000.0,246911000.0,-23607000.0,,-1116000.0,48688000.0,726864000.0,15510000,0.0,340641000,1997662000.0,448693000,197398000,343985000.0,2683403000,,0.32,5480582000,236946000.0,205767000.0,205767000.0,45627000.0,61531000.0,191303000.0,191303000.0,-187878000.0,-57083000.0,1352339000.0,,51000.0,-285000.0,780854000,,4826000.0,205767000.0,154283000,511594000.0,83329000,206643000,34235000.0,-3752000.0,303191000.0,,678059000.0,
2010-07-31,-42062000.0,4982905000,0.0,-31501000.0,152880000.0,198305000.0,0.33,1352339000.0,1300000,-480000.0,2379951000,1330152000,385509000,531000.0,2379951000.0,30689000.0,262051000.0,-27472000.0,218064000.0,896474000.0,-451135000,31353000.0,648028000.0,694020000,19204000.0,794580000,222276000.0,3182071000,-20679000.0,-1048000.0,319238000.0,,228211000.0,-22187000.0,23417000.0,-1457000.0,2499000.0,31789000.0,1049799000.0,235287000,0.0,343445000,2000544000.0,490755000,201787000,366682000.0,2685206000,,0.34,5867277000,291766000.0,219777000.0,219777000.0,43987000.0,62303000.0,190352000.0,190352000.0,-522932000.0,-372778000.0,1330152000.0,,41000.0,514000.0,884372000,,93949000.0,219777000.0,154153000,529792000.0,86019000,239320000,34184000.0,4212000.0,311728000.0,,675220000.0,
2010-10-31,22780000.0,5228006000,0.0,11940000.0,131122000.0,330993000.0,0.38,1330152000.0,1297000,-490000.0,2675273000,1642894000,352216000,3602000.0,2675273000.0,29541000.0,303912000.0,-29799000.0,259002000.0,959327000.0,-465615000,-43448000.0,649782000.0,698693000,22540000.0,813203000,257337000.0,3449760000,0.0,-401000.0,367886000.0,,218420000.0,312742000.0,38817000.0,-5029000.0,1605000.0,17196000.0,1032379000.0,491019000,0.0,347588000,2000544000.0,467975000,234710000,390808000.0,2671912000,,0.39,6121672000,338087000.0,255732000.0,255732000.0,44910000.0,69327000.0,194973000.0,194973000.0,-312890000.0,-11696000.0,1642894000.0,,31000.0,440000.0,893666000,,-34840000.0,255732000.0,161793000,568519000.0,88216000,227936000,30865000.0,-1665000.0,309517000.0,,674789000.0,
2011-01-31,8569000.0,5521869000,0.0,-17120000.0,124631000.0,199213000.0,,1642894000.0,1317000,-500000.0,2930030000,1847074000,332007000,1092000.0,0.0,31279000.0,264423000.0,-37401000.0,215723000.0,900513000.0,-473577000,41119000.0,,640686000,0.0,832017000,226198000.0,3712647000,-8767000.0,222853000.0,250833000.0,-26892000.0,231836000.0,204180000.0,-49885000.0,10599000.0,3345000.0,68281000.0,1082956000.0,713872000,0.0,358440000,2004833000.0,459406000,232007000,371799000.0,2625510000,,,6338157000,213432000.0,222853000.0,222853000.0,38204000.0,67150000.0,175602000.0,39340000.0,-240817000.0,-87772000.0,1847074000.0,,21000.0,230000.0,816288000,,-21471000.0,222853000.0,111380000,528714000.0,76161000,245448000,26226000.0,1082000.0,312991000.0,,,
2011-04-30,33938000.0,4903404000,0.0,-53107000.0,123869000.0,272547000.0,0.22,1847074000.0,1218000,-511000.0,2267839000,782401000,321687000,6580000.0,2267839000.0,27480000.0,186491000.0,-20308000.0,148113000.0,802402000.0,-490584000,-798802000.0,638946000.0,613414000,,845067000,147895000.0,3072569000,-16330000.0,3854000.0,177149000.0,-803501000.0,242537000.0,-1064673000.0,-39421000.0,,1034000.0,5207000.0,1485438000.0,860733000,0.0,354483000,2006473000.0,425468000,210837000,334475000.0,2620038000,,0.23,5692607000,156841000.0,146861000.0,146861000.0,38378000.0,62936000.0,175789000.0,37022000.0,-678929000.0,-443020000.0,782401000.0,,191000.0,3000.0,789203000,,-5295000.0,146861000.0,109143000,467927000.0,80890000,299108000,26070000.0,-218000.0,319814000.0,,657140000.0,
2011-07-31,19711000.0,5026131000,0.0,-22897000.0,112746000.0,408522000.0,0.31,782401000.0,1207000,0.0,2399787000,862965000,353992000,5752000.0,2399787000.0,30355000.0,228215000.0,-28552000.0,194640000.0,897520000.0,-504400000,-99181000.0,608511000.0,628975000,,868164000,196704000.0,3198391000,-430000.0,342544000.0,263413000.0,-135740000.0,249604000.0,80564000.0,3811000.0,,4312000.0,36548000.0,1536822000.0,1053125000,0.0,363764000,2006903000.0,405757000,207156000,378117000.0,2630172000,,0.32,5828563000,234861000.0,192392000.0,192392000.0,33575000.0,64021000.0,173457000.0,33753000.0,-463208000.0,-83668000.0,862965000.0,,0.0,11000.0,802432000,,12294000.0,192392000.0,120689000,519403000.0,67827000,322005000,26070000.0,0.0,324763000.0,,623132000.0,
2011-10-31,-45351000.0,5039299000,0.0,12037000.0,102432000.0,402145000.0,0.32,862965000.0,1179000,0.0,2424698000,850944000,355404000,-295000.0,2424698000.0,30611000.0,222720000.0,-23063000.0,191386000.0,950417000.0,-502712000,-206432000.0,600504000.0,661767000,1719000.0,876340000,199115000.0,3247515000,-2000000.0,199387000.0,261587000.0,-215155000.0,266255000.0,-12021000.0,340000.0,3169000.0,3994000.0,8638000.0,1573754000.0,1248246000,22758000.0,373628000,2009662000.0,451108000,237119000,412100000.0,2619860000,,0.32,5867375000,238524000.0,195121000.0,195121000.0,31334000.0,69521000.0,166309000.0,34213000.0,-444258000.0,-67176000.0,850944000.0,,,85000.0,828076000,,-2806000.0,195121000.0,110920000,538317000.0,69244000,309968000,23218000.0,0.0,346931000.0,,613499000.0,
2012-01-31,46252000.0,5014018000,0.0,-37142000.0,2173496000.0,378950000.0,0.13,850944000.0,1162000,0.0,2246498000,2246498000,304695000,776000.0,0.0,31416000.0,104531000.0,-30679000.0,70007000.0,742701000.0,-514990000,-138951000.0,583466000.0,589554000,,898791000,75345000.0,3078961000,-75156000.0,3779000.0,69098000.0,-186480000.0,255282000.0,-66042000.0,-81273000.0,-6414000.0,-5372000.0,47464000.0,1461596000.0,1328963000,0.0,383801000,2031991000.0,407263000,224900000,341113000.0,2688658000,,0.14,5767619000,38419000.0,80717000.0,80717000.0,34524000.0,63576000.0,164047000.0,164047000.0,-269304000.0,3811000.0,784902000.0,,,65000.0,753601000,,-51288000.0,80717000.0,108146000,401588000.0,59959000,354119000,23215000.0,0.0,331581000.0,,599300000.0,
2012-04-30,-10119000.0,4922530000,0.0,201000.0,2159141000.0,558777000.0,0.16,784902000.0,1146000,0.0,2202681000,2202681000,323392000,2317000.0,2202681000.0,27192000.0,129487000.0,-20949000.0,93933000.0,796351000.0,-527191000,-214192000.0,580024000.0,633544000,,909565000,94990000.0,3041626000,0.0,2903000.0,198673000.0,-223157000.0,255970000.0,95657000.0,38522000.0,,447000.0,17803000.0,1322122000.0,1423506000,0.0,382374000,2031991000.0,417382000,244739000,366322000.0,2676899000,,0.16,5718525000,177724000.0,94543000.0,94543000.0,35554000.0,65771000.0,162451000.0,162451000.0,-426652000.0,111176000.0,880559000.0,,,-8838000.0,795995000,,21249000.0,94543000.0,112169000,430029000.0,65413000,353387000,23215000.0,0.0,336096000.0,,594739000.0,
2012-07-31,26610000.0,4803114000,0.0,7832000.0,2146118000.0,322532000.0,0.16,880559000.0,1115000,0.0,2134193000,2134193000,335100000,1378000.0,0.0,33228000.0,124623000.0,-15237000.0,90315000.0,816104000.0,-544155000,-244933000.0,562362000.0,626448000,,925309000,96179000.0,2929581000,0.0,2272000.0,189192000.0,-250327000.0,264175000.0,25549000.0,26313000.0,,3105000.0,39526000.0,1228085000.0,1483043000,0.0,381154000,2031991000.0,390772000,223508000,381839000.0,2654971000,,0.17,5584552000,173955000.0,93074000.0,93074000.0,34308000.0,66752000.0,154990000.0,154990000.0,-226005000.0,81290000.0,906108000.0,,,-595000.0,781438000,,6288000.0,93074000.0,109596000,434265000.0,67840000,345712000,18103000.0,0.0,343950000.0,-33537000.0,570325000.0,
2012-10-31,16002000.0,4676294000,0.0,21601000.0,160000000.0,436435000.0,0.12,906108000.0,1073000,0.0,2016799000,668184000,291366000,3375000.0,2016799000.0,30374000.0,102168000.0,-23591000.0,66797000.0,780881000.0,-558580000,-227888000.0,553049000.0,600469000,,935017000,69184000.0,2777830000,-1000000.0,257693000.0,136577000.0,-202987000.0,263615000.0,-237924000.0,761000.0,,368000.0,8915000.0,1348615000.0,1518383000,0.0,376437000,2032138000.0,374770000,249645000,374503000.0,2648124000,,0.12,5425954000,112986000.0,68816000.0,68816000.0,35371000.0,62912000.0,149191000.0,18298000.0,-558457000.0,-146613000.0,668184000.0,,,-340000.0,749660000,,-54674000.0,68816000.0,119523000,406378000.0,59458000,323997000,18103000.0,0.0,339581000.0,-33476000.0,559348000.0,
2013-01-31,44532000.0,4484595000,0.0,73468000.0,2121793000.0,517911000.0,0.09,668184000.0,1017000,0.0,1918990000,1918990000,286552000,1148000.0,0.0,36486000.0,82107000.0,-43411000.0,43612000.0,775294000.0,-574862000,-253788000.0,525804000.0,607888000,,961889000,49837000.0,2585346000,0.0,957000.0,204595000.0,-260464000.0,273685000.0,83769000.0,78514000.0,,-315000.0,38692000.0,1167037000.0,1536787000,0.0,387027000,2032138000.0,330238000,261186000,370833000.0,2676418000,,0.1,5261764000,161184000.0,50152000.0,50152000.0,38495000.0,74896000.0,169281000.0,169281000.0,-341538000.0,132962000.0,751953000.0,,,-268000.0,777169000,,2833000.0,50152000.0,150829000,404461000.0,60150000,250420000,16769000.0,0.0,360849000.0,-31748000.0,528082000.0,
2013-04-30,-40112000.0,4352441000,0.0,-20123000.0,2114893000.0,335771000.0,0.11,751953000.0,988000,-5317000.0,1732643000,1732643000,307393000,2176000.0,0.0,33513000.0,78533000.0,-25940000.0,42881000.0,734369000.0,-588517000,-241830000.0,502180000.0,613095000,,973129000,46041000.0,2452914000,-2551000.0,2523000.0,83855000.0,-216694000.0,279052000.0,-157533000.0,-41035000.0,,-7168000.0,19805000.0,1138223000.0,1559743000,0.0,384612000,2032538000.0,370350000,246432000,335438000.0,2668253000,,0.11,5121167000,57915000.0,53209000.0,53209000.0,35652000.0,66312000.0,155631000.0,155631000.0,-306838000.0,442000.0,594420000.0,,,-14688000.0,768726000,,28936000.0,53209000.0,152198000,398931000.0,59270000,270652000,16550000.0,0.0,356050000.0,-30253000.0,505387000.0,
2013-07-31,-60524000.0,4392510000,0.0,-64170000.0,2104255000.0,162909000.0,0.12,594420000.0,988000,-984000.0,1726198000,1726198000,355164000,-1572000.0,0.0,41091000.0,88312000.0,-20731000.0,51977000.0,807056000.0,-602384000,-66058000.0,494293000.0,673582000,,979770000,60230000.0,2558630000,-750000.0,1816000.0,86496000.0,-88114000.0,292642000.0,-2765000.0,-54547000.0,,-1596000.0,53316000.0,1134543000.0,1591778000,0.0,363486000,2032538000.0,430874000,242953000,386059000.0,2645614000,,0.13,5204244000,65765000.0,61826000.0,61826000.0,36335000.0,65740000.0,138152000.0,138152000.0,-164631000.0,-23203000.0,591655000.0,,,-1469000.0,811734000,,54933000.0,61826000.0,161574000,420997000.0,75465000,335320000,16299000.0,0.0,369020000.0,-29791000.0,500625000.0,
2013-10-31,-35855000.0,4463219000,0.0,-45157000.0,2093610000.0,346826000.0,0.21,591655000.0,980000,0.0,1804068000,1804068000,400403000,57000.0,0.0,43201000.0,131782000.0,-20605000.0,95224000.0,931226000.0,-620180000,-77346000.0,491979000.0,756972000,,992152000,96760000.0,2717659000,-1119000.0,1655000.0,177199000.0,-71477000.0,296291000.0,204675000.0,-7361000.0,,-6396000.0,24155000.0,1007738000.0,1665418000,0.0,358150000,2032538000.0,466729000,270199000,464981000.0,2630297000,,0.21,5347956000,156594000.0,103156000.0,103156000.0,36558000.0,64085000.0,127765000.0,127765000.0,-220280000.0,104822000.0,796330000.0,,,-508000.0,884737000,,44442000.0,103156000.0,162379000,466245000.0,86370000,380412000,16158000.0,0.0,371021000.0,-29516000.0,501189000.0,
2014-01-31,13233000.0,4685410000,6306000.0,32262000.0,2078980000.0,149533000.0,0.21,796330000.0,1005000,,1969405000,1969405000,316389000,597000.0,0.0,38068000.0,138322000.0,-16964000.0,100109000.0,931749000.0,-628899000,76199000.0,497620000.0,641806000,,998808000,112726000.0,2839220000,0.0,2184000.0,100489000.0,0.0,288900000.0,169420000.0,-77652000.0,,6097000.0,107686000.0,1003655000.0,1742158000,0.0,356165000,2029945000.0,453496000,263670000,467752000.0,2611790000,,0.21,5451010000,83525000.0,106629000.0,106629000.0,38213000.0,63032000.0,123794000.0,123794000.0,-146143000.0,-7268000.0,965750000.0,,,-1598000.0,765600000,,-88520000.0,106629000.0,160366000,463997000.0,61747000,347861000,16279000.0,0.0,363888000.0,-29889000.0,510449000.0,
2014-04-30,-63578000.0,4769487000,0.0,-3105000.0,2071806000.0,182311000.0,0.19,965750000.0,1016000,,2146445000,2146445000,409005000,409000.0,0.0,29969000.0,127167000.0,-24242000.0,92987000.0,957830000.0,-644698000,-35322000.0,505105000.0,789760000,,1007685000,94912000.0,3086983000,-441000.0,1470000.0,235137000.0,0.0,295363000.0,175554000.0,70083000.0,,-4567000.0,19092000.0,1005141000.0,1801965000,0.0,349321000,2029945000.0,517074000,288076000,493860000.0,2595989000,,0.2,5682972000,210895000.0,99479000.0,99479000.0,34180000.0,68931000.0,123725000.0,123725000.0,-181889000.0,-24261000.0,1141304000.0,,,-24242000.0,913485000,,85128000.0,99479000.0,161406000,463970000.0,92679000,350649000,13456000.0,0.0,370983000.0,-30172000.0,520751000.0,
2014-07-31,33419000.0,4961534000,0.0,-43194000.0,2068017000.0,190099000.0,0.27,1141304000.0,1028000,,2300004000,2300004000,415718000,627000.0,0.0,35020000.0,150506000.0,-17121000.0,120454000.0,961545000.0,-662108000,15180000.0,511821000.0,791983000,,1020532000,132717000.0,3289006000,0.0,-7596000.0,156954000.0,0.0,294764000.0,191231000.0,-39360000.0,,-6153000.0,49282000.0,967469000.0,1910015000,0.0,344836000,2029945000.0,498484000,293378000,477741000.0,2576688000,,0.27,5865694000,139833000.0,138870000.0,138870000.0,30052000.0,65282000.0,112177000.0,112177000.0,-153881000.0,19097000.0,1332535000.0,,,-3282000.0,904160000,,2558000.0,138870000.0,150413000,483804000.0,82887000,393957000,13422000.0,0.0,363350000.0,-30820000.0,520269000.0,
2014-10-31,53434000.0,5033910000,0.0,37506000.0,2064228000.0,205685000.0,0.22,1332535000.0,1022000,,2402778000,2402778000,341431000,-2964000.0,0.0,34294000.0,145844000.0,-21766000.0,115540000.0,930136000.0,-679861000,-78319000.0,513859000.0,705408000,,1036472000,120304000.0,3286362000,-260000.0,-6034000.0,194644000.0,-43774000.0,288435000.0,-148542000.0,20778000.0,,5000000.0,2934000.0,1218785000.0,1994452000,0.0,343101000,2029945000.0,445050000,293143000,454974000.0,2562445000,,0.22,5848807000,172878000.0,115304000.0,115304000.0,30304000.0,67883000.0,109489000.0,109489000.0,-448526000.0,-264867000.0,1183993000.0,,,-6612000.0,814897000,,-70749000.0,115304000.0,145039000,475162000.0,70834000,356417000,10077000.0,0.0,359622000.0,-30867000.0,519907000.0,
2015-01-31,25719000.0,5146089000,0.0,48247000.0,2060643000.0,248215000.0,0.16,1183993000.0,1030000,,2529555000,2529555000,282899000,308000.0,0.0,37963000.0,109887000.0,-16325000.0,79838000.0,857452000.0,-693564000,-16304000.0,513574000.0,637376000,,1047635000,84220000.0,3344040000,0.0,-1699000.0,155421000.0,-21188000.0,285497000.0,26984000.0,4252000.0,,2527000.0,41049000.0,1318578000.0,2045203000,0.0,340639000,2029945000.0,420955000,286357000,417131000.0,2540347000,16468000.0,0.16,5884387000,139096000.0,81693000.0,81693000.0,30049000.0,71886000.0,100922000.0,100922000.0,-344023000.0,-112133000.0,1210977000.0,,,-5223000.0,738298000,,-60808000.0,81693000.0,128839000,440321000.0,68120000,308162000,10226000.0,0.0,360483000.0,-30942000.0,522112000.0,
2015-04-30,27141000.0,5131272000,0.0,-31318000.0,2057590000.0,247495000.0,0.03,1210977000.0,1036000,,2500915000,2500915000,297050000,80000.0,0.0,33221000.0,42925000.0,-21180000.0,13252000.0,724288000.0,-714945000,-64529000.0,516228000.0,616488000,,1054054000,18419000.0,3325739000,0.0,916000.0,58868000.0,-20273000.0,280114000.0,-172246000.0,-19014000.0,,4329000.0,13013000.0,1462184000.0,2028383000,0.0,325754000,2029945000.0,393814000,258345000,351153000.0,2516310000,,0.03,5842049000,37688000.0,14090000.0,14090000.0,29673000.0,77201000.0,94289000.0,94289000.0,-392900000.0,-166585000.0,1038731000.0,,,-26359000.0,710777000,,17125000.0,14090000.0,122855000,373135000.0,61093000,339859000,10111000.0,0.0,359883000.0,-30910000.0,527167000.0,
2015-07-31,-23907000.0,4213997000,0.0,12903000.0,73110000.0,222295000.0,-0.74,1038731000.0,1015000,,2337647000,927530000,289023000,-1278000.0,0.0,36674000.0,-398003000.0,-19057000.0,-400571000.0,711326000.0,-733886000,-167766000.0,516368000.0,1369239000,,1069425000,-393781000.0,3168577000,,2278000.0,26584000.0,-175311000.0,296160000.0,-111201000.0,731335000.0,,-11351000.0,44161000.0,1410117000.0,1225249000,733557000.0,335539000,2029945000.0,417721000,894526000,748346000.0,2497379000,,-0.74,5665956000,7527000.0,-382430000.0,-382430000.0,28244000.0,64823000.0,82720000.0,21114000.0,-173465000.0,29981000.0,927530000.0,,192000.0,-5422000.0,1451959000,,-5167000.0,-382430000.0,13169000,-37020000.0,59652000,327103000,18679000.0,-667667000.0,363551000.0,-31194000.0,516368000.0,
2015-10-31,36793000.0,4476396000,0.0,39457000.0,2051204000.0,356409000.0,-0.12,927530000.0,1010000,,2303752000,2303752000,236675000,-2182000.0,0.0,31465000.0,-33801000.0,-10021000.0,-62699000.0,674056000.0,-751969000,-96871000.0,504831000.0,958334000,,1074816000,-58054000.0,3035493000,-130000.0,17253000.0,66594000.0,-65291000.0,284309000.0,-27477000.0,50718000.0,,3684000.0,2174000.0,1406699000.0,1502142000,0.0,310869000,2029945000.0,380928000,663573000,382386000.0,2475517000,,-0.12,5511010000,56573000.0,-61738000.0,-61738000.0,28898000.0,67212000.0,76280000.0,76280000.0,-353465000.0,2800000.0,900053000.0,,155000.0,-3484000.0,1034614000,,-55693000.0,-61738000.0,103262000,291670000.0,58086000,279359000,10182000.0,-35270000.0,354369000.0,-30270000.0,504831000.0,
2016-01-31,57628000.0,4140123000,0.0,69544000.0,2047955000.0,477301000.0,0.01,897053000.0,1015000,,2282749000,2282749000,180372000,-795000.0,0.0,32419000.0,28017000.0,-5473000.0,2270000.0,616158000.0,-708299000,-10673000.0,506352000.0,1225785000,,1020962000,3354000.0,2918626000,-119000.0,8174000.0,53306000.0,0.0,239703000.0,381127000.0,-17235000.0,,-846000.0,21369000.0,1004569000.0,1110982000,736000000.0,299540000,2029945000.0,323300000,989691000,302610000.0,2523501000,,0.01,5442127000,47833000.0,4200000.0,4200000.0,25747000.0,69113000.0,76219000.0,76219000.0,-133215000.0,338494000.0,1278180000.0,,139000.0,-1595000.0,1302004000,,-62163000.0,4200000.0,164710000,313548000.0,55722000,210017000,11296000.0,-1980000.0,311278000.0,-30447000.0,508590000.0,
