date,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyNetPPE,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,quarterlyDilutedEPS,quarterlyBasicEPS,quarterlyCapitalStock,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRetainedEarnings,quarterlyDilutedAverageShares,quarterlyInventory,quarterlyIncomeTaxPayable
2014-09-30,1148000000,,-364000000.0,1504000000.0,127000000,2271000000.0,0.0,-351000000.0,,-1173000000.0,-17000000.0,348000000.0,298000000,3649000000.0,1304000000.0,1304000000.0,3000000.0,30388000000.0,-130000000.0,478000000,11884000000.0,19994000000.0,1108000000.0,1043000000,978000000,416000000.0,505000000,1304000000.0,-388000000.0,1080000000,,2508000000.0,-178000000.0,5597000000.0,24791000000.0,90000000,-14000000.0,90000000.0,52972000000.0,55480000000.0,978000000,2526000000.0,0.0,37000000.0,,2570000000.0,,139000000.0,-277000000.0,,243000000.0,351000000,2000000.0,-16000000.0,983000000,2219000000.0,105000000,-161000000.0,465000000.0,,,-781000000.0,1483000000,,,,,,,,,,,,,,
2014-12-31,1977000000,,-120000000.0,1304000000.0,170000000,2639000000.0,0.0,-378000000.0,,-1159000000.0,-1768000000.0,526000000.0,365000000,3127000000.0,1282000000.0,1282000000.0,134000000.0,37276000000.0,3141000000.0,521000000,12428000000.0,23879000000.0,1052000000.0,1595000000,1492000000,478000000.0,524000000,1282000000.0,-4535000000.0,1974000000,,6765000000.0,-178000000.0,6577000000.0,30699000000.0,135000000,63000000.0,78000000.0,58810000000.0,65575000000.0,1491000000,4181000000.0,-114000000.0,35000000.0,,2856000000.0,1753000000.0,362000000.0,-15000000.0,,4436000000.0,351000000,-11000000.0,74000000.0,1045000000,2478000000.0,382000000,-25000000.0,1858000000.0,,,-3449000000.0,2377000000,,,,,,,,,,,,,,
2015-03-31,1188000000,,-1621000000.0,1282000000.0,146000000,2739000000.0,0.0,-409000000.0,,-1493000000.0,1735000000.0,475000000.0,374000000,5972000000.0,1007000000.0,1007000000.0,300000000.0,36582000000.0,-129000000.0,552000000,14232000000.0,20201000000.0,943000000.0,1009000000,833000000,519000000.0,533000000,1007000000.0,223000000.0,1128000000,,5000000000.0,-189000000.0,9476000000.0,27106000000.0,110000000,82000000.0,64000000.0,59974000000.0,64974000000.0,833000000,4166000000.0,0.0,36000000.0,,2862000000.0,,165000000.0,-111000000.0,,-557000000.0,406000000,-3000000.0,85000000.0,1085000000,2453000000.0,179000000,-249000000.0,1942000000.0,,,-828000000.0,1598000000,,,,,,,,,,,,,,
2015-06-30,805000000,,-114000000.0,1007000000.0,163000000,2541000000.0,0.0,-443000000.0,,-2242000000.0,49000000.0,393000000.0,366000000,7096000000.0,1242000000.0,1242000000.0,84000000.0,35577000000.0,-214000000.0,552000000,15322000000.0,18940000000.0,1004000000.0,1165000000,1026000000,409000000.0,504000000,1242000000.0,831000000.0,757000000,,3162000000.0,-189000000.0,10196000000.0,25381000000.0,122000000,-979000000.0,58000000.0,61616000000.0,64778000000.0,1026000000,3900000000.0,0.0,41000000.0,,2860000000.0,,-374000000.0,105000000.0,,-875000000.0,389000000,-1244000000.0,265000000.0,1056000000,2417000000.0,-360000000,221000000.0,1544000000.0,,,-179000000.0,1212000000,,,,,,,,,,,,,,
2015-09-30,507000000,,-262000000.0,1242000000.0,219000000,2507000000.0,0.0,-482000000.0,,-1527000000.0,30000000.0,434000000.0,397000000,9261000000.0,1188000000.0,1188000000.0,124000000.0,41327000000.0,779000000.0,600000000,15541000000.0,22310000000.0,1188000000.0,435000000,193000000,370000000.0,573000000,1188000000.0,-4905000000.0,503000000,,2859000000.0,-189000000.0,12574000000.0,28753000000.0,174000000,-5153000000.0,,68156000000.0,71015000000.0,193000000,3936000000.0,0.0,45000000.0,,6736000000.0,1995000000.0,55000000.0,104000000.0,,4673000000.0,381000000,-5375000000.0,222000000.0,1173000000,6254000000.0,72000000,-10000000.0,1318000000.0,,,-245000000.0,949000000,,,,,,,,,,,,,,
2015-12-31,1366000000,1321000000.0,-377000000.0,1188000000.0,211000000,3107000000.0,0.0,-531000000.0,,-3048000000.0,42000000.0,460000000.0,391000000,8580000000.0,1035000000.0,1035000000.0,121000000.0,40933000000.0,76000000.0,645000000,17817000000.0,21946000000.0,565000000.0,1157000000,863000000,422000000.0,573000000,1035000000.0,-83000000.0,1308000000,,3064000000.0,-188000000.0,11964000000.0,28969000000.0,153000000,6578000000.0,888000000.0,68802000000.0,71866000000.0,862000000,3916000000.0,-2000000.0,58000000.0,-25000000.0,5547000000.0,2136000000.0,179000000.0,-157000000.0,,-63000000.0,434000000,6536000000.0,18000000.0,1218000000,5016000000.0,209000000,-128000000.0,1261000000.0,,,,1815000000,,,,,,,,,,,,,,
2016-03-31,527000000,1295000000.0,-111000000.0,1035000000.0,195000000,3277000000.0,0.0,-589000000.0,163000000.0,-4171000000.0,-96000000.0,434000000.0,416000000,5652000000.0,1237000000.0,1237000000.0,122000000.0,42538000000.0,48000000.0,646000000,17399000000.0,25476000000.0,674000000.0,440000000,251000000,347000000.0,576000000,1237000000.0,-366000000.0,476000000,,3717000000.0,-199000000.0,9799000000.0,32739000000.0,131000000,-944000000.0,865000000.0,70120000000.0,73837000000.0,251000000,3986000000.0,-111000000.0,64000000.0,-7000000.0,5514000000.0,,49000000.0,-94000000.0,,485000000.0,451000000,-1014000000.0,70000000.0,1222000000,4925000000.0,87000000,189000000.0,2036000000.0,,,-337000000.0,1007000000,,,,,,,,,,,,,,
2016-06-30,710000000,1222000000.0,-168000000.0,1237000000.0,199000000,3352000000.0,0.0,-640000000.0,209000000.0,-3885000000.0,24000000.0,621000000.0,401000000,4534000000.0,1244000000.0,1244000000.0,-115000000.0,41903000000.0,1159000000.0,699000000,17288000000.0,26852000000.0,672000000.0,569000000,349000000,330000000.0,594000000,1244000000.0,-732000000.0,592000000,,3807000000.0,-200000000.0,7687000000.0,34216000000.0,138000000,-2016000000.0,802000000.0,70914000000.0,74721000000.0,349000000,4012000000.0,-168000000.0,61000000.0,-7000000.0,5579000000.0,,133000000.0,-586000000.0,,1047000000.0,500000000,-1701000000.0,-315000000.0,1293000000,4939000000.0,141000000,0.0,1094000000.0,,,-286000000.0,1172000000,,,,,,,,,,,,,,
2016-09-30,655000000,1183000000.0,-103000000.0,1244000000.0,209000000,2325000000.0,0.0,-691000000.0,207000000.0,-2079000000.0,-127000000.0,494000000.0,430000000,4624000000.0,1562000000.0,1562000000.0,278000000.0,43174000000.0,322000000.0,747000000,17019000000.0,27166000000.0,861000000.0,1616000000,1255000000,371000000.0,621000000,1562000000.0,-40000000.0,536000000,,6057000000.0,-199000000.0,9180000000.0,33994000000.0,146000000,-1309000000.0,786000000.0,71593000000.0,77650000000.0,1255000000,3777000000.0,-103000000.0,63000000.0,-11000000.0,5571000000.0,,-1014000000.0,-173000000.0,7000000.0,252000000.0,538000000,-1415000000.0,106000000.0,1368000000,4880000000.0,-961000000,318000000.0,2620000000.0,,,-86000000.0,1148000000,,,,,,,,,,,,,,
2016-12-31,250000000,1141000000.0,-83000000.0,1562000000.0,206000000,2455000000.0,0.0,-719000000.0,195000000.0,-4598000000.0,168000000.0,398000000.0,434000000,5596000000.0,1456000000.0,1456000000.0,237000000.0,43966000000.0,196000000.0,714000000,17049000000.0,28423000000.0,754000000.0,92000000,-62000000,414000000.0,639000000,1456000000.0,-2096000000.0,164000000,,4198000000.0,-198000000.0,8276000000.0,35690000000.0,154000000,-2912000000.0,761000000.0,73929000000.0,78127000000.0,-62000000,3801000000.0,-83000000.0,52000000.0,-34000000.0,6076000000.0,2749000000.0,121000000.0,539000000.0,7000000.0,1122000000.0,508000000,-3796000000.0,884000000.0,1353000000,5357000000.0,158000000,-90000000.0,675000000.0,0.0,,,736000000,,,,,,,,,,,,,,
2017-03-31,345000000,1169000000.0,-89000000.0,1456000000.0,214000000,2636000000.0,0.0,-778000000.0,232000000.0,-4668000000.0,-22000000.0,285000000.0,472000000,5659000000.0,1791000000.0,1791000000.0,63000000.0,47333000000.0,112000000.0,748000000,17046000000.0,31388000000.0,769000000.0,187000000,-166000000,333000000.0,632000000,1791000000.0,-1373000000.0,272000000,,4818000000.0,-207000000.0,8003000000.0,39330000000.0,151000000,727000000.0,771000000.0,76756000000.0,81574000000.0,-166000000,4112000000.0,-89000000.0,63000000.0,-101000000.0,6185000000.0,4346000000.0,147000000.0,565000000.0,8000000.0,901000000.0,534000000,-59000000.0,786000000.0,1380000000,5407000000.0,158000000,314000000.0,399000000.0,0.0,,76000000.0,880000000,,,,,,,,,,,,,,
2017-06-30,742000000,1218000000.0,-279000000.0,1791000000.0,225000000,2956000000.0,0.0,-837000000.0,223000000.0,-4614000000.0,-8000000.0,268000000.0,510000000,4851000000.0,1754000000.0,1754000000.0,715000000.0,48301000000.0,136000000.0,802000000,17820000000.0,31990000000.0,876000000.0,664000000,239000000,332000000.0,689000000,1754000000.0,-698000000.0,663000000,,4962000000.0,-209000000.0,8067000000.0,40234000000.0,156000000,-3199000000.0,1028000000.0,77848000000.0,82810000000.0,239000000,4092000000.0,-279000000.0,69000000.0,-11000000.0,6313000000.0,,-13000000.0,-461000000.0,2000000.0,969000000.0,577000000,-2890000000.0,-309000000.0,1491000000,5476000000.0,78000000,-38000000.0,983000000.0,0.0,,,1321000000,,,,,,,,,,,,,,
2017-09-30,842000000,1240000000.0,-103000000.0,1754000000.0,216000000,3106000000.0,0.0,-238000000.0,247000000.0,-2073000000.0,64000000.0,241000000.0,493000000,5443000000.0,1398000000.0,1398000000.0,113000000.0,49193000000.0,-258000000.0,824000000,18253000000.0,32266000000.0,919000000.0,659000000,168000000,383000000.0,668000000,1398000000.0,-203000000.0,720000000,,5537000000.0,-207000000.0,8588000000.0,40605000000.0,147000000,-1067000000.0,1055000000.0,78606000000.0,84143000000.0,168000000,4086000000.0,-103000000.0,69000000.0,-24000000.0,5749000000.0,,180000000.0,-365000000.0,3000000.0,-76000000.0,608000000,-977000000.0,-90000000.0,1492000000,5511000000.0,183000000,-369000000.0,1433000000.0,0.0,,,1404000000,,,,,,,,,,,,,,
2017-12-31,731000000,1188000000.0,-589000000.0,1398000000.0,234000000,2888000000.0,0.0,-750000000.0,242000000.0,-2769000000.0,16000000.0,192000000.0,492000000,6904000000.0,1491000000.0,1491000000.0,115000000.0,49223000000.0,-806000000.0,831000000,20085000000.0,30749000000.0,1043000000.0,958000000,134000000,421000000.0,707000000,1491000000.0,388000000.0,620000000,,3912000000.0,-207000000.0,11829000000.0,37394000000.0,160000000,-1972000000.0,1079000000.0,80435000000.0,84347000000.0,134000000,2839000000.0,-589000000.0,74000000.0,0.0,6207000000.0,,-294000000.0,-17000000.0,2000000.0,-546000000.0,597000000,-2224000000.0,252000000.0,1538000000,5457000000.0,-227000000,94000000.0,3047000000.0,0.0,,,1297000000,,,,,,,,,,,,,,
2018-03-31,963000000,1224000000.0,-153000000.0,1491000000.0,241000000,2539000000.0,0.0,-818000000.0,323000000.0,-3737000000.0,-74000000.0,227000000.0,520000000,7035000000.0,1969000000.0,1969000000.0,,50360000000.0,393000000.0,855000000,20004000000.0,32757000000.0,1228000000.0,1023000000,530000000,432000000.0,741000000,1969000000.0,-1631000000.0,857000000,,3316000000.0,-221000000.0,11245000000.0,39115000000.0,169000000,-2437000000.0,1111000000.0,83310000000.0,86626000000.0,530000000,2917000000.0,-185000000.0,72000000.0,-13000000.0,7481000000.0,1578000000.0,-110000000.0,124000000.0,3000000.0,1728000000.0,614000000,-2815000000.0,378000000.0,1596000000,6663000000.0,-60000000,475000000.0,2309000000.0,,,,1555000000,,,,,,,,,,,,,,
2018-06-30,1197000000,1205000000.0,-138000000.0,1969000000.0,259000000,2586000000.0,0.0,-868000000.0,271000000.0,-3907000000.0,82000000.0,319000000.0,537000000,6989000000.0,1600000000.0,1600000000.0,,51509000000.0,-156000000.0,906000000,19850000000.0,33754000000.0,1173000000.0,1051000000,534000000,443000000.0,716000000,1600000000.0,-1687000000.0,1073000000,,4611000000.0,-222000000.0,11352000000.0,40157000000.0,183000000,-1176000000.0,1112000000.0,83360000000.0,87971000000.0,534000000,2946000000.0,-50000000.0,76000000.0,1000000.0,7642000000.0,1659000000.0,104000000.0,116000000.0,1000000.0,945000000.0,647000000,-1577000000.0,401000000.0,1622000000,6774000000.0,146000000,-341000000.0,2433000000.0,,,,1810000000,,,,,,,,,,,,,,
2018-09-30,685000000,1214000000.0,-133000000.0,1600000000.0,322000000,2659000000.0,0.0,-944000000.0,300000000.0,-5289000000.0,-63000000.0,285000000.0,632000000,5412000000.0,2444000000.0,2444000000.0,,65825000000.0,86000000.0,998000000,22324000000.0,49912000000.0,995000000.0,722000000,380000000,589000000.0,793000000,2444000000.0,-666000000.0,625000000,,4630000000.0,-307000000.0,8838000000.0,56987000000.0,241000000,-2020000000.0,1124000000.0,106953000000.0,111583000000.0,380000000,2900000000.0,177000000.0,81000000.0,-2000000.0,7807000000.0,1951000000.0,-51000000.0,102000000.0,5000000.0,1157000000.0,676000000,-2389000000.0,369000000.0,1791000000,6863000000.0,-37000000,860000000.0,1175000000.0,,,,1398000000,,,,,,,,,,,,,,
2018-12-31,890000000,1179000000.0,-198000000.0,2444000000.0,518000000,2378000000.0,0.0,-1004000000.0,302000000.0,-7003000000.0,-53000000.0,385000000.0,775000000,6653000000.0,3288000000.0,3288000000.0,,75780000000.0,-679000000.0,1241000000,23197000000.0,57942000000.0,1612000000.0,858000000,534000000,794000000.0,837000000,3288000000.0,-4422000000.0,910000000,,7114000000.0,-309000000.0,10306000000.0,65474000000.0,439000000,-8895000000.0,1109000000.0,115406000000.0,122520000000.0,534000000,2865000000.0,,79000000.0,-67000000.0,8510000000.0,6043000000.0,-161000000.0,166000000.0,8000000.0,5043000000.0,723000000,-9104000000.0,209000000.0,2078000000,7506000000.0,32000000,830000000.0,885000000.0,,1000000.0,,1744000000,,,,,,,,,,,,,,
2019-03-31,801000000,1148000000.0,-1245000000.0,3288000000.0,308000000,2507000000.0,0.0,-1072000000.0,339000000.0,-2811000000.0,-49000000.0,232000000.0,746000000,7873000000.0,2542000000.0,2542000000.0,552000000.0,63174000000.0,-908000000.0,1187000000,22333000000.0,44825000000.0,1041000000.0,713000000,333000000,567000000.0,842000000,2542000000.0,-1412000000.0,633000000,,4518000000.0,-320000000.0,10947000000.0,52227000000.0,223000000,539000000.0,1031000000.0,103408000000.0,107926000000.0,333000000,2904000000.0,-234000000.0,85000000.0,-389000000.0,7978000000.0,2023000000.0,50000000.0,1140000000.0,4000000.0,-804000000.0,879000000,-939000000.0,1478000000.0,2029000000,6906000000.0,88000000,-738000000.0,699000000.0,,14000000.0,,1632000000,,,,,,,,,,,,,,
2019-06-30,-39000000,1127000000.0,-239000000.0,2542000000.0,304000000,2492000000.0,0.0,-1141000000.0,341000000.0,-6172000000.0,16000000.0,303000000.0,710000000,6622000000.0,1751000000.0,1751000000.0,,64112000000.0,-646000000.0,1162000000,23102000000.0,46791000000.0,884000000.0,23000000,127000000,481000000.0,785000000,1751000000.0,-570000000.0,-204000000,,4605000000.0,-315000000.0,10293000000.0,53819000000.0,219000000,719000000.0,1007000000.0,103423000000.0,108028000000.0,127000000,2938000000.0,-960000000.0,85000000.0,-56000000.0,7995000000.0,,-54000000.0,-406000000.0,3000000.0,-211000000.0,858000000,,-17000000.0,1947000000,6854000000.0,-62000000,-798000000.0,1027000000.0,,-1000000.0,,756000000,,,,,,,,,,,,,,
2019-09-30,1061000000,1095000000.0,-171000000.0,1751000000.0,300000000,2548000000.0,0.0,-1203000000.0,342000000.0,-3827000000.0,18000000.0,235000000.0,738000000,7087000000.0,2141000000.0,2141000000.0,571000000.0,64093000000.0,761000000.0,1143000000,22815000000.0,45708000000.0,979000000.0,870000000,474000000,488000000.0,776000000,2141000000.0,63000000.0,924000000,,5383000000.0,-316000000.0,11472000000.0,52621000000.0,214000000,-923000000.0,974000000.0,103673000000.0,109056000000.0,474000000,2955000000.0,-366000000.0,86000000.0,-38000000.0,7972000000.0,,132000000.0,-1196000000.0,3000000.0,1169000000.0,843000000,-93000000.0,-830000000.0,1919000000,6769000000.0,191000000,402000000.0,1663000000.0,,0.0,,1885000000,,,,,,,,,,,,,,
