date,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
1994-09-30,3238000000,,3054000000,3814000000,2642000000.0,739000000.0,,-15000000.0,62000000,,12593000000.0,368000000.0,11907000000.0,,,5416000000.0,3653000000.0,-1326000000.0,,,-75000000.0,-328000000.0,,,1172000000.0,,7000000.0,4070000000.0,-412000000.0,,5672000000.0,82000000,82000000,195000000.0,240000000.0,,,,90000000.0,-1016000000.0,489000000.0,-237000000.0,1081000000.0,-5178000000.0,-1016000000.0,,-81000000.0,278000000.0,,191000000.0,-840000000.0,,,80000000.0,,162000000.0,6729000000.0,4283000000.0,1124000000.0,,8659000000.0,12312000000.0,849000000.0,-46000000.0,739000000.0,1863000000.0,-82000000.0,184000000.0,644000000.0,,,0.0,1579000000.0,,,,
1994-12-31,-7826000000,,-8012000000,3439000000,,500000000.0,,-101000000.0,50000000,,12031000000.0,-360000000.0,11956000000.0,,,4906000000.0,3192000000.0,-1335000000.0,,,-727000000.0,-316000000.0,,,,2506000000.0,5000000.0,2887000000.0,14779000000.0,,2988000000.0,11000000,11000000,-597000000.0,151000000.0,,7125000000.0,,135000000.0,-293000000.0,653000000.0,-212000000.0,555000000.0,-5233000000.0,-850000000.0,,44000000.0,285000000.0,,155000000.0,-239000000.0,,,-1000000.0,,10000000.0,6723000000.0,1020000000.0,1032000000.0,,8572000000.0,11764000000.0,814000000.0,-57000000.0,500000000.0,1532000000.0,,101000000.0,651000000.0,,,0.0,739000000.0,,,,
1995-03-31,2876000000,-145000000.0,2713000000,3334000000,2226000000.0,529000000.0,,-99000000.0,-13000000,-0.261362,11999000000.0,326000000.0,11985000000.0,,,4910000000.0,3407000000.0,-1348000000.0,,,288000000.0,-229000000.0,,,1108000000.0,,-4000000.0,3592000000.0,-487000000.0,,5346000000.0,3000000,3000000,266000000.0,268000000.0,,,,90000000.0,-326000000.0,472000000.0,-82000000.0,987000000.0,-5357000000.0,-326000000.0,,36000000.0,294000000.0,,454000000.0,29000000.0,-0.261362,49739460.0,3000000.0,,6000000.0,6628000000.0,3842000000.0,1176000000.0,,8414000000.0,11821000000.0,799000000.0,372000000.0,529000000.0,1705000000.0,,163000000.0,596000000.0,,49739460.0,0.0,500000000.0,,,,
1995-06-30,3336000000,-390000000.0,3162000000,3815000000,2636000000.0,380000000.0,,-363000000.0,141000000,2.834771,12570000000.0,348000000.0,12038000000.0,,,4971000000.0,3694000000.0,-1211000000.0,,,371000000.0,-522000000.0,,,1179000000.0,,-16000000.0,3992000000.0,-526000000.0,,5792000000.0,151000000,151000000,294000000.0,260000000.0,,,,91000000.0,-482000000.0,396000000.0,-248000000.0,1019000000.0,-5436000000.0,-482000000.0,,14000000.0,307000000.0,,696000000.0,-149000000.0,2.834771,,100000000.0,,251000000.0,6602000000.0,3947000000.0,1566000000.0,,8408000000.0,12102000000.0,787000000.0,448000000.0,380000000.0,1946000000.0,,174000000.0,628000000.0,,,0.0,529000000.0,,,,
1995-09-30,3573000000,368000000.0,3391000000,4127000000,2883000000.0,431000000.0,,-23000000.0,230000000,4.624095,12157000000.0,364000000.0,12401000000.0,,,4921000000.0,3536000000.0,-981000000.0,,,-203000000.0,-144000000.0,,,1244000000.0,,-2000000.0,4009000000.0,-508000000.0,,5774000000.0,243000000,243000000,258000000.0,348000000.0,,,,92000000.0,-148000000.0,305000000.0,-412000000.0,915000000.0,-5554000000.0,-109000000.0,,-8000000.0,304000000.0,,222000000.0,51000000.0,4.624095,,151000000.0,,394000000.0,6847000000.0,3897000000.0,1198000000.0,,8534000000.0,12070000000.0,772000000.0,-190000000.0,431000000.0,1629000000.0,,182000000.0,719000000.0,,,0.0,380000000.0,,,,
1995-12-31,-8956000000,,-9161000000,3667000000,,194000000.0,,7000000.0,-6000000,,11821000000.0,-638000000.0,12677000000.0,-10000000.0,,4433000000.0,3043000000.0,-1039000000.0,1214000000.0,,-548000000.0,-239000000.0,,,,2448000000.0,-1117000000.0,2919000000.0,16359000000.0,,1621000000.0,-48000000,-19000000,,236000000.0,,7388000000.0,,126000000.0,-496000000.0,90000000.0,,576000000.0,-5656000000.0,846000000.0,,51000000.0,298000000.0,,252000000.0,-237000000.0,,,-11000000.0,,-30000000.0,7021000000.0,1100000000.0,949000000.0,,8598000000.0,11641000000.0,763000000.0,994000000.0,194000000.0,1143000000.0,,205000000.0,696000000.0,-76000000.0,,0.0,431000000.0,,,,
1996-03-31,3083000000,,2894000000,3735000000,2439000000.0,248000000.0,,288000000.0,-39000000,-0.772266,11461000000.0,378000000.0,12855000000.0,,,4899000000.0,2804000000.0,-1078000000.0,,,179000000.0,48000000.0,,,1296000000.0,,40000000.0,3370000000.0,-455000000.0,,5117000000.0,-23000000,6000000,210000000.0,405000000.0,,,,70000000.0,-608000000.0,433000000.0,-67000000.0,889000000.0,-5726000000.0,-608000000.0,,,230000000.0,,374000000.0,54000000.0,-0.772266,50500756.0,4000000.0,,10000000.0,7129000000.0,3800000000.0,643000000.0,,8768000000.0,11572000000.0,750000000.0,307000000.0,248000000.0,891000000.0,306000000.0,189000000.0,666000000.0,,50500756.0,0.0,194000000.0,,,,
1996-06-30,3543000000,,3360000000,4164000000,2748000000.0,194000000.0,,-193000000.0,180000000,3.564303,11050000000.0,366000000.0,13065000000.0,,,4982000000.0,2655000000.0,-898000000.0,,,256000000.0,455000000.0,,,1416000000.0,,-9000000.0,3053000000.0,-612000000.0,,4791000000.0,196000000,226000000,286000000.0,324000000.0,,,,50000000.0,-527000000.0,223000000.0,-305000000.0,900000000.0,-5825000000.0,-527000000.0,,11000000.0,321000000.0,,666000000.0,,3.564303,,145000000.0,,371000000.0,7240000000.0,4017000000.0,526000000.0,,8878000000.0,11533000000.0,738000000.0,361000000.0,194000000.0,720000000.0,117000000.0,183000000.0,742000000.0,,,0.0,248000000.0,,,,
1996-09-30,3825000000,,3608000000,4488000000,2993000000.0,244000000.0,,-711000000.0,325000000,6.435547,11403000000.0,432000000.0,12052000000.0,,,4939000000.0,2689000000.0,-572000000.0,,,361000000.0,848000000.0,,,1495000000.0,,-52000000.0,3244000000.0,-615000000.0,,5144000000.0,340000000,347000000,284000000.0,972000000.0,,,,53000000.0,-163000000.0,198000000.0,-729000000.0,2149000000.0,-5335000000.0,-145000000.0,,-12000000.0,351000000.0,,924000000.0,,6.435547,,208000000.0,,555000000.0,6717000000.0,3918000000.0,,,9593000000.0,12282000000.0,727000000.0,195000000.0,244000000.0,244000000.0,63000000.0,216000000.0,823000000.0,,,,194000000.0,,,,
1996-12-31,-8640000000,,-8811000000,3976000000,,229000000.0,,-367000000.0,66000000,,11651000000.0,-330000000.0,15372000000.0,-4000000.0,,5003000000.0,2682000000.0,-566000000.0,1151000000.0,,-617000000.0,995000000.0,,,,2523000000.0,39000000.0,1661000000.0,17066000000.0,,1879000000.0,19000000,20000000,,227000000.0,,6648000000.0,,122000000.0,-137000000.0,165000000.0,-437000000.0,-70000000.0,-5963000000.0,854000000.0,,,369000000.0,,489000000.0,-15000000.0,,,13000000.0,,33000000.0,9409000000.0,1189000000.0,468000000.0,,9995000000.0,12677000000.0,524000000.0,52000000.0,229000000.0,697000000.0,-4000000.0,171000000.0,994000000.0,0.0,,1000000.0,244000000.0,,,,
1997-03-31,3393000000,-34000000.0,3217000000,4121000000,2613000000.0,455000000.0,,-328000000.0,86000000,1.459275,11764000000.0,352000000.0,14706000000.0,,,5310000000.0,2994000000.0,-478000000.0,,,399000000.0,1448000000.0,,,1508000000.0,,,3095000000.0,-604000000.0,,5143000000.0,105000000,105000000,271000000.0,370000000.0,,,,45000000.0,-126000000.0,343000000.0,-308000000.0,1212000000.0,-6079000000.0,-126000000.0,,10000000.0,326000000.0,,680000000.0,226000000.0,1.459275,58933372.0,65000000.0,,170000000.0,8627000000.0,4130000000.0,502000000.0,,10356000000.0,13350000000.0,517000000.0,372000000.0,455000000.0,957000000.0,,176000000.0,837000000.0,,58933372.0,1000000.0,229000000.0,,,,
1997-06-30,3653000000,-20000000.0,3479000000,4382000000,2885000000.0,77000000.0,,-1195000000.0,223000000,3.783934,11869000000.0,348000000.0,15749000000.0,,,5403000000.0,2624000000.0,-255000000.0,,,383000000.0,1914000000.0,,,1497000000.0,,,3007000000.0,-594000000.0,,4925000000.0,242000000,242000000,233000000.0,306000000.0,,,,45000000.0,18000000.0,460000000.0,-1183000000.0,1194000000.0,-6154000000.0,18000000.0,,10000000.0,350000000.0,,799000000.0,-378000000.0,3.783934,,145000000.0,,387000000.0,9595000000.0,4059000000.0,522000000.0,,11301000000.0,13925000000.0,512000000.0,-384000000.0,77000000.0,599000000.0,,174000000.0,884000000.0,,,1000000.0,455000000.0,,,,
1997-09-30,3830000000,-72000000.0,3647000000,4640000000,3111000000.0,529000000.0,,-213000000.0,560000000,9.502256,12645000000.0,366000000.0,16088000000.0,,,5989000000.0,3224000000.0,305000000.0,,,156000000.0,2639000000.0,,,1529000000.0,,524000000.0,3076000000.0,-536000000.0,,5151000000.0,579000000,579000000,181000000.0,302000000.0,,,,48000000.0,-253000000.0,469000000.0,-679000000.0,1422000000.0,-5855000000.0,-245000000.0,,-371000000.0,349000000.0,,918000000.0,452000000.0,9.502256,,333000000.0,,912000000.0,10233000000.0,4454000000.0,594000000.0,,12162000000.0,15386000000.0,507000000.0,239000000.0,529000000.0,1123000000.0,,183000000.0,1066000000.0,,,1000000.0,77000000.0,,,,
1997-12-31,-8893000000,,-9084000000,4235000000,,295000000.0,,-565000000.0,80000000,,13466000000.0,-189000000.0,17765000000.0,-2000000.0,,5248000000.0,2948000000.0,309000000.0,1210000000.0,,-1124000000.0,2337000000.0,,,,2545000000.0,-9000000.0,2092000000.0,17853000000.0,,2325000000.0,23000000,37000000,,244000000.0,,8218000000.0,,148000000.0,161000000.0,235000000.0,-642000000.0,-95000000.0,-5741000000.0,264000000.0,79000000.0,849000000.0,355000000.0,223000000.0,170000000.0,-234000000.0,,,19000000.0,,56000000.0,12024000000.0,1267000000.0,550000000.0,,12855000000.0,15803000000.0,703000000.0,-472000000.0,295000000.0,845000000.0,,191000000.0,1030000000.0,,,1000000.0,529000000.0,,,,
1998-03-31,3299000000,,3108000000,4055000000,2634000000.0,216000000.0,,-848000000.0,35000000,0.608619,13801000000.0,382000000.0,17343000000.0,,,5521000000.0,2851000000.0,344000000.0,,,574000000.0,3166000000.0,,,1421000000.0,,-7000000.0,4531000000.0,-474000000.0,,6875000000.0,61000000,61000000,178000000.0,344000000.0,,,,54000000.0,-57000000.0,457000000.0,-893000000.0,1889000000.0,-5714000000.0,-57000000.0,,11000000.0,377000000.0,,826000000.0,-79000000.0,0.608619,57507227.0,34000000.0,,95000000.0,11629000000.0,4039000000.0,502000000.0,,14217000000.0,17068000000.0,699000000.0,-67000000.0,216000000.0,718000000.0,48000000.0,191000000.0,1025000000.0,,57507227.0,1000000.0,295000000.0,,,,
1998-06-30,3705000000,,3513000000,4442000000,2969000000.0,588000000.0,,-310000000.0,257000000,4.469004,14496000000.0,384000000.0,17890000000.0,,,5857000000.0,3348000000.0,601000000.0,,,487000000.0,3672000000.0,,,1473000000.0,,-33000000.0,4635000000.0,-544000000.0,,7190000000.0,282000000,282000000,215000000.0,326000000.0,,,,63000000.0,-279000000.0,485000000.0,-687000000.0,2117000000.0,-5781000000.0,-279000000.0,,8000000.0,425000000.0,,961000000.0,372000000.0,4.469004,,146000000.0,,428000000.0,12109000000.0,4253000000.0,439000000.0,,14921000000.0,18269000000.0,695000000.0,274000000.0,588000000.0,1027000000.0,63000000.0,192000000.0,1119000000.0,,,1000000.0,216000000.0,,,,
1998-09-30,4033000000,,3834000000,4783000000,3213000000.0,447000000.0,,-756000000.0,400000000,6.955648,14782000000.0,398000000.0,18621000000.0,,,5908000000.0,3191000000.0,1000000000.0,,,443000000.0,4017000000.0,,,1570000000.0,,0.0,4767000000.0,-621000000.0,,7394000000.0,425000000,425000000,269000000.0,287000000.0,,,,66000000.0,-452000000.0,325000000.0,-810000000.0,2169000000.0,-5772000000.0,-444000000.0,,4000000.0,364000000.0,,1067000000.0,-141000000.0,6.955648,,222000000.0,,647000000.0,12849000000.0,4350000000.0,447000000.0,,15709000000.0,18900000000.0,691000000.0,257000000.0,447000000.0,894000000.0,-8000000.0,199000000.0,1233000000.0,,,1000000.0,588000000.0,,,,
1998-12-31,-8763000000,,-8974000000,4281000000,,390000000.0,,-404000000.0,130000000,,15278000000.0,32000000.0,18827000000.0,-2000000.0,,5668000000.0,2908000000.0,1028000000.0,1180000000.0,,-1427000000.0,3281000000.0,,,,2630000000.0,-23000000.0,2858000000.0,17720000000.0,,2501000000.0,53000000,59000000,,256000000.0,,9610000000.0,,172000000.0,7000000.0,282000000.0,-442000000.0,1617000000.0,-5773000000.0,-48000000.0,398000000.0,50000000.0,384000000.0,304000000.0,340000000.0,-57000000.0,,,28000000.0,,87000000.0,13054000000.0,1429000000.0,425000000.0,,15651000000.0,18559000000.0,676000000.0,-102000000.0,390000000.0,815000000.0,,211000000.0,1151000000.0,-2000000.0,,1000000.0,447000000.0,,,,
1999-03-31,3468000000,,3257000000,4160000000,2673000000.0,256000000.0,,-507000000.0,47000000,0.914049,14742000000.0,422000000.0,19419000000.0,,,5752000000.0,2633000000.0,1075000000.0,,,423000000.0,4229000000.0,,,1487000000.0,,-4000000.0,5109000000.0,-584000000.0,,7365000000.0,78000000,78000000,260000000.0,311000000.0,,,,73000000.0,-339000000.0,458000000.0,-658000000.0,2017000000.0,-5670000000.0,-339000000.0,,39000000.0,294000000.0,,712000000.0,-134000000.0,0.914049,51419567.0,44000000.0,,122000000.0,13749000000.0,4276000000.0,383000000.0,,16438000000.0,19071000000.0,672000000.0,54000000.0,256000000.0,639000000.0,42000000.0,211000000.0,1018000000.0,,51419567.0,1000000.0,390000000.0,,,,
1999-06-30,3847000000,,3634000000,4541000000,3002000000.0,1144000000.0,,277000000.0,637000000,12.38828,15367000000.0,426000000.0,20061000000.0,,,6001000000.0,3557000000.0,1713000000.0,,,-5000000.0,5577000000.0,,,1539000000.0,,745000000.0,5067000000.0,-632000000.0,,7631000000.0,669000000,672000000,281000000.0,295000000.0,,,,74000000.0,-269000000.0,277000000.0,-648000000.0,2571000000.0,-5814000000.0,-269000000.0,,-657000000.0,275000000.0,,880000000.0,888000000.0,12.38828,,379000000.0,,1051000000.0,14247000000.0,4670000000.0,231000000.0,,17487000000.0,21044000000.0,669000000.0,232000000.0,1144000000.0,1375000000.0,152000000.0,213000000.0,1054000000.0,,,1000000.0,256000000.0,,,,
1999-09-30,4081000000,,3867000000,4845000000,3196000000.0,915000000.0,,-729000000.0,328000000,6.378895,15136000000.0,426000000.0,20377000000.0,,,5950000000.0,3775000000.0,2040000000.0,,,-3000000.0,5973000000.0,,,1649000000.0,,-31000000.0,5067000000.0,-671000000.0,,7631000000.0,359000000,359000000,277000000.0,307000000.0,,,,70000000.0,-69000000.0,260000000.0,-452000000.0,2400000000.0,-5881000000.0,-58000000.0,,-7000000.0,343000000.0,,569000000.0,-229000000.0,6.378895,,203000000.0,,562000000.0,14496000000.0,4675000000.0,483000000.0,,17434000000.0,21209000000.0,538000000.0,117000000.0,915000000.0,1398000000.0,,213000000.0,1015000000.0,,,1000000.0,1144000000.0,,,,
1999-12-31,-9139000000,,-9369000000,4481000000,,310000000.0,,-665000000.0,223000000,,15812000000.0,-1242000000.0,20717000000.0,1000000.0,,5411000000.0,2935000000.0,2138000000.0,986000000.0,,-721000000.0,5151000000.0,,,,2689000000.0,-973000000.0,2650000000.0,18524000000.0,,2716000000.0,129000000,134000000,,222000000.0,,10401000000.0,,145000000.0,-200000000.0,153000000.0,-631000000.0,2062000000.0,-5852000000.0,658000000.0,1147000000.0,1469000000.0,340000000.0,533000000.0,260000000.0,-605000000.0,,,73000000.0,,207000000.0,14865000000.0,1412000000.0,379000000.0,,18028000000.0,20963000000.0,568000000.0,-371000000.0,310000000.0,689000000.0,,230000000.0,967000000.0,352000000.0,,1000000.0,915000000.0,,,,
2000-03-31,252000000,,20000000,4546000000,,400000000.0,,-677000000.0,-99000000,-2.72,16591000000.0,,21059000000.0,,-81000000.0,6334000000.0,3322000000.0,2000000000.0,968000000.0,,,5061000000.0,,,,,-663000000.0,2634000000.0,4526000000.0,,4184000000.0,-99000000,111000000,,215000000.0,-247000000.0,10257000000.0,,98000000.0,-115000000.0,382000000.0,,2145000000.0,-5868000000.0,13000000.0,,7000000.0,327000000.0,431000000.0,882000000.0,90000000.0,-2.72,53118369.0,66000000.0,,177000000.0,15191000000.0,4926000000.0,393000000.0,,18330000000.0,21652000000.0,563000000.0,882000000.0,400000000.0,793000000.0,,,1026000000.0,257000000.0,53118369.0,1000000.0,310000000.0,,,,
