date,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherNonCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable
2009-03-31,492764900.0,,28706000.0,,,98525000.0,,,,,,25472000.0,,25472000.0,114476000.0,,-24088000.0,216994000.0,25472000.0,,,,2439000.0,,10510000.0,,0.0,62858000.0,,-2000.0,-5796000.0,,118469000.0,,0.0517,,158399000.0,124051000.0,,,492764900.0,,0.0517,-9258000.0,9886000.0,1632000.0,48307000.0,,,,,,47803000.0,,35358000.0,34348000.0,-24574000.0,187105000.0,,87432000.0,,,,,,,,,,,,,,,,,
2009-06-30,492764900.0,,33462000.0,,,28750000.0,,,,,,33649000.0,,33649000.0,154097000.0,,-33288000.0,245744000.0,33649000.0,,,,2743000.0,,10684000.0,,0.0,8120000.0,,-29998000.0,3277000.0,,216994000.0,,0.068286,,208367000.0,165033000.0,,,492764900.0,,0.068286,-4065000.0,11611000.0,1996000.0,58687000.0,,,,,,-30583000.0,,45260000.0,43334000.0,-11829000.0,241829000.0,,19949000.0,,,,,,,,,,,,,,,,,
2009-09-30,492764900.0,,40619000.0,,,-3741000.0,,,,,,39896000.0,,39896000.0,164169000.0,,-20148000.0,242003000.0,39896000.0,,,,2165000.0,,10501000.0,,0.0,34714000.0,,-15126000.0,2897000.0,,245744000.0,,0.080964,,219455000.0,174682000.0,,,492764900.0,,0.080964,-90582000.0,8363000.0,-10799000.0,60925000.0,,0.0,,,,-14131000.0,,48259000.0,44773000.0,-5739000.0,260074000.0,,40453000.0,,,,,,,,,,,,,,,,,
2009-12-31,,303276000.0,33177000.0,1523975000.0,788596000.0,33308000.0,5250000.0,2110000.0,45126000.0,105392000.0,30000000.0,30146000.0,188212000.0,24528000.0,176856000.0,57630000.0,11296000.0,275311000.0,24528000.0,320437000.0,275311000.0,170687000.0,2555000.0,367086000.0,13145000.0,429240000.0,0.0,32956000.0,0.0,44267000.0,3552000.0,1739000.0,242003000.0,81180000.0,,13450000.0,232565000.0,193040000.0,987298000.0,70142000.0,,205001000.0,,-60811000.0,7184000.0,14602000.0,53030000.0,478138000.0,,328785000.0,323848000.0,735379000.0,-16398000.0,,37330000.0,39525000.0,17633000.0,265742000.0,-123784000.0,15323000.0,,,,,,,,,,,,,,,,,
2010-03-31,492764900.0,320334000.0,40508000.0,1628607000.0,806107000.0,73249000.0,6140000.0,2110000.0,45126000.0,81046000.0,0.0,44647000.0,188212000.0,40905000.0,193070000.0,64747000.0,-29347000.0,348560000.0,40905000.0,393686000.0,348560000.0,247179000.0,2452000.0,378431000.0,12457000.0,489106000.0,0.0,26096000.0,0.0,0.0,-7117000.0,1739000.0,275311000.0,81180000.0,0.083,15942000.0,267004000.0,204672000.0,1028322000.0,74906000.0,492764900.0,211361000.0,0.083,-48500000.0,16449000.0,1420000.0,76005000.0,,,211361000.0,408060000.0,822500000.0,-12972000.0,,61096000.0,62332000.0,-30000000.0,307512000.0,,56096000.0,,,,,,,,,,,,,,,,,
2010-06-30,492764900.0,355071000.0,48525000.0,1702621000.0,804363000.0,54618000.0,9635000.0,7867000.0,15126000.0,90375000.0,0.0,52815000.0,188212000.0,48969000.0,213264000.0,65283000.0,48186000.0,403178000.0,48969000.0,418304000.0,403178000.0,240129000.0,3400000.0,372086000.0,12170000.0,516221000.0,0.0,33747000.0,0.0,26900000.0,-536000.0,1739000.0,348560000.0,81180000.0,0.099376,13502000.0,294681000.0,221368000.0,1071375000.0,80740000.0,492764900.0,212840000.0,0.099376,-142058000.0,18370000.0,2007000.0,86755000.0,,,212840000.0,425846000.0,898258000.0,-52376000.0,,71185000.0,73313000.0,20257000.0,343206000.0,,13490000.0,,,,,,,,,,,,,,,,,
2010-09-30,492764900.0,360838000.0,42568000.0,1778515000.0,826679000.0,-1376000.0,9635000.0,5920000.0,54500000.0,87441000.0,1499000.0,43965000.0,188212000.0,41912000.0,252002000.0,65634000.0,-75377000.0,401802000.0,41912000.0,456302000.0,401802000.0,240412000.0,2220000.0,365287000.0,12688000.0,541244000.0,0.0,35440000.0,0.0,-39374000.0,-351000.0,1676000.0,403178000.0,81180000.0,0.085055,14581000.0,329605000.0,273797000.0,1114865000.0,76307000.0,492764900.0,243206000.0,0.085055,-55126000.0,10860000.0,1607000.0,69733000.0,,0.0,243206000.0,453803000.0,951836000.0,17166000.0,,54825000.0,55808000.0,-36776000.0,372173000.0,,72216000.0,,,,,,,,,,,,,,,,,
2010-12-31,,327266000.0,72646000.0,1822167000.0,926807000.0,-1667000.0,29740000.0,18810000.0,54500000.0,114985000.0,1318000.0,8976000.0,188212000.0,4316000.0,215058000.0,73279000.0,-134518000.0,400135000.0,4316000.0,454635000.0,400135000.0,264140000.0,3253000.0,340500000.0,32894000.0,573984000.0,-3100000.0,18289000.0,0.0,0.0,-6487000.0,890000.0,401802000.0,81180000.0,,20296000.0,245358000.0,234919000.0,1126445000.0,81538000.0,,319397000.0,,-49407000.0,-663000.0,1146000.0,44460000.0,460498000.0,-43081000.0,464656000.0,458999000.0,895360000.0,99062000.0,,8313000.0,10439000.0,-94118000.0,318004000.0,-145259000.0,112407000.0,,,,,,,,,,,,,,,,,
2011-03-31,492764900.0,339910000.0,58279000.0,1887537000.0,934636000.0,22152000.0,8016000.0,46120000.0,54500000.0,92517000.0,1300000.0,32686000.0,188212000.0,27403000.0,236647000.0,75000000.0,-30461000.0,422287000.0,27403000.0,476787000.0,422287000.0,265147000.0,4281000.0,330018000.0,23423000.0,609860000.0,0.0,20935000.0,0.0,0.0,-2611000.0,1780000.0,400135000.0,81180000.0,0.0556,16987000.0,311900000.0,261988000.0,1150656000.0,83201000.0,492764900.0,340150000.0,0.0556,-113390000.0,13717000.0,3417000.0,74107000.0,,,,517343000.0,952901000.0,-9127000.0,,46403000.0,49912000.0,-31068000.0,370179000.0,,52003000.0,,,,,,,,,,,,,,,,,
2011-06-30,492764900.0,393669000.0,57725000.0,2043960000.0,1025653000.0,10181000.0,8037000.0,59723000.0,54500000.0,96009000.0,1272000.0,35082000.0,188212000.0,30532000.0,270742000.0,79770000.0,-93537000.0,432468000.0,30532000.0,486968000.0,432468000.0,334379000.0,4604000.0,357593000.0,13658000.0,727166000.0,0.0,-60666000.0,0.0,0.0,-4788000.0,1798000.0,422287000.0,81180000.0,0.061961,14985000.0,361802000.0,309061000.0,1185222000.0,86700000.0,492764900.0,364028000.0,0.061961,-114610000.0,14734000.0,2794000.0,68078000.0,,,,631157000.0,1018307000.0,-16887000.0,,49816000.0,52741000.0,-94994000.0,419527000.0,,34328000.0,,,,,,,,,,,,,,,,,
