date,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyGrossProfit,quarterlySaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyBasicEPS,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyAccountsReceivable,quarterlyNetPPE,quarterlyCurrentAccruedExpenses,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance
2002-03-31,,17134282620.0,,475130180.0,,7859579756.0,308985096.0,38910732.0,,40814088.0,,,,308985096.0,,,,,,120782928.0,1393644700.0,1327208512.0,166145084.0,,,,166145084.0,8007797504.0,6465935056.0,,,897747256.0,,-3621226588.0,351026256.0,111382348.0,111382348.0,,,921916856.0,,938724024.0,19198564.0,870528568.0,13513056032.0,,9400580.0,-12603052.0,,250338956.0,,5864569844.0,,,422617076.0,,,3406909632.0,333598580.0,333598580.0,,14540168748.0,,,414106588.0,,207661020.0,,15867377260.0,,111382348.0,,,,,,
2002-06-30,,17971533097.5,,493541271.0,,8826191283.0,-473992542.0,154887618.5,,41203977.5,683508000.0,,,-473992542.0,-0.483017,,,,,-482615304.5,1532753757.0,1843033532.5,967533813.0,-277698560.5,,,139751463.5,7690839983.5,7293437526.0,,,954601094.5,,-4441612043.5,528226155.0,-330130657.5,-330130657.5,,-0.483017,1144076680.0,,967932883.0,18445585.5,906279418.5,13529921054.0,,-152484647.0,-8622762.5,,,,6765211371.0,,683508000.0,461059823.5,,,3412279390.5,763420910.0,763420910.0,,14673997734.0,,,523616896.5,,862367466.0,,16517031266.5,,-330130657.5,,,,,,
2002-09-30,,19479206065.0,,494939225.0,,9526954305.0,-962266195.0,951925755.0,,25929200.0,683508000.0,,,-962266195.0,-0.960305,,,,,-974180350.0,2161308160.0,1619512840.0,1457205420.0,-907381420.0,,,148518865.0,6932659745.0,7365646145.0,,,952882480.0,,-6084720235.0,317316395.0,-656387545.0,-656387545.0,,-0.960305,916300440.0,,756519555.0,19044685.0,110195195.0,13394485830.0,,-317792805.0,-6263620.0,,227317860.0,,6821011890.0,,683508000.0,457943255.0,,,3366711370.0,538347205.0,538347205.0,,14840101210.0,,,1378859405.0,,1357260850.0,,16459614050.0,,-656387545.0,,,,,,
2002-12-31,2857965000.0,17706835860.0,,491646330.0,,9085461000.0,2606907470.0,137665420.0,,36611000.0,,,,2606907470.0,,,,,,383254555.0,2021285000.0,1592186000.0,-2115261140.0,,,,164188890.0,7246476000.0,7064176000.0,,,985287480.0,,-4098466860.0,326972060.0,221517360.0,256639360.0,,,924599840.0,,642237120.0,22642000.0,911235000.0,13608369000.0,,212973195.0,27487980.0,,75883440.0,,6592984500.0,740000.0,,493641150.0,,,49506900.0,462138000.0,462138000.0,,14739751000.0,,,1332533880.0,,-137086815.0,,16331937000.0,,221517360.0,,,,,,
2003-03-31,,17395545312.0,,509880912.0,,8987097264.0,297607896.0,158900352.0,18087792.0,24316104.0,,-54977280.0,-2498664.0,431017872.0,,4353480.0,-17283816.0,-110655120.0,485558136.0,267900816.0,2070521760.0,1713536400.0,212273016.0,184370712.0,,260381472.0,131852064.0,7367402544.0,6916575504.0,,-344905704.0,991969608.0,-108156456.0,-3862284024.0,450356664.0,171610512.0,171610512.0,466726416.0,,923891856.0,-331942008.0,749906112.0,18254592.0,985527792.0,13533261288.0,,96290304.0,-29703744.0,,78826344.0,24129288.0,6387392496.0,,,482088696.0,,133409976.0,3398463264.0,485558136.0,485558136.0,461428848.0,14640963408.0,-123101736.0,,1286411640.0,-3529488.0,80424288.0,358569960.0,16354499808.0,,171610512.0,,,,,,
2003-06-30,,16785649693.0,,453040921.0,,9226526122.0,451279355.0,187580958.0,41587408.0,24174194.0,683508000.0,193997544.0,-1532281.0,586072106.0,0.484479,-1857450.0,2037950.0,-114684747.0,1063257138.0,449001369.0,1865664796.0,2194386209.0,1761566.0,423392675.0,,262932735.0,168068889.0,7559390388.0,7360861326.0,,-303829707.0,963235191.0,-113161073.0,-3321610571.0,661040552.0,331148587.0,331148587.0,409876451.0,0.484479,921083843.0,283854699.0,647283697.0,20045703.0,921063760.0,13464039122.0,,117852782.0,-2277986.0,,80704970.0,579049272.0,6619115804.0,,683508000.0,510194270.0,,134792751.0,3388518520.0,1063257138.0,1063257138.0,485558136.0,14591530301.0,-10470297.0,,1184349021.0,-110946481.0,,296715378.0,16785916510.0,,331148587.0,,,,,,
2003-09-30,,17005903122.5,,531906257.5,,8956791640.0,55789367.5,226980785.0,-15967625.0,35776977.5,683508000.0,-202807561.5,-3255602.5,185530498.0,0.042254,-1711460.0,17072626.0,-163897605.5,455858590.0,55186302.5,1722204337.5,1808322605.0,476116890.0,480806745.0,,252596248.0,157944480.0,7652001962.5,7234587302.5,,-1021309659.0,1035339650.0,-160642178.5,-3389339472.5,788961250.0,29005670.0,29005670.0,380041145.5,0.042254,956736275.0,-827372783.5,655016415.0,21944540.0,1099788562.5,13616563650.0,,26180632.5,-600137.5,,85248800.0,-611232112.5,6360377252.5,,683508000.0,503433392.5,,129741130.5,3416758437.5,455858590.0,455858590.0,1063257138.0,14800470997.5,-258086482.0,,1021469155.0,105192866.5,379603070.0,219398967.0,16608793602.5,,29005670.0,,,,,,
2003-12-31,2723720000.0,18668631200.0,,561810435.0,,8953727000.0,701973677.5,13015000.0,-27159215.0,51934000.0,,-551330072.5,-216198452.5,868484820.0,,,13432005.0,-843612527.5,,333806257.5,1728322000.0,1157721000.0,-140163242.5,1398796000.0,,-122541410.0,91170735.0,7576943000.0,7225405000.0,,-259301565.0,1110844682.5,-627405292.5,-4605383200.0,691483000.0,297871467.5,332993467.5,215574987.5,,245904000.0,542056092.5,414106000.0,22308000.0,811701000.0,14063248000.0,135294000.0,-66155137.5,-21690420.0,,121117000.0,-85981447.5,6267265000.0,740000.0,,549034247.5,,166511142.5,50530775.0,281013000.0,281013000.0,,15372949000.0,-255882620.0,,996998000.0,-294994897.5,-17826955.0,-411830305.0,16530670000.0,,297871467.5,,,,,,
2004-03-31,,18758264030.0,,553144570.0,,8950169360.0,188492645.0,29832110.0,597575.0,26541075.0,684000000.0,-211395800.0,-69960.0,332560690.0,0.169847,1160170.0,-60748600.0,-124622080.0,232415865.0,179190880.0,1669079445.0,1167527460.0,364651925.0,99579315.0,,279837085.0,169857050.0,7683491090.0,7281089915.0,-124729935.0,-319003025.0,1091658755.0,,-4653272800.0,883994155.0,115938295.0,115938295.0,343220845.0,0.169847,1128950350.0,-268299515.0,605932305.0,21235775.0,854476865.0,14104991230.0,,54437625.0,-9298850.0,,117559035.0,-49700750.0,6279536725.0,,684000000.0,538514185.0,,144068045.0,3417050450.0,232415865.0,232415865.0,282116615.0,15466132990.0,-125709375.0,,977755130.0,-1393370.0,203612750.0,343220845.0,16633660450.0,,115938295.0,,,,,,
2004-06-30,,18969629811.0,,492252665.0,,8858057982.0,-65458192.0,-3097.0,-408658.0,24255704.0,683508000.0,-18810404.0,-1230780.0,83134069.0,-0.107466,800231.0,33086196.0,-194102578.0,102876146.0,-85232537.0,1621013158.0,987159459.0,557710857.0,60214971.0,,286811714.0,200824965.0,7578724446.0,7237044824.0,,-328746913.0,1038634696.0,,-4943803040.0,909022149.0,-73315281.0,-73315281.0,537259352.0,-0.107466,1177776712.0,-471511845.0,417723360.0,20341096.0,773184632.0,14025826771.0,,-20697251.0,-19774345.0,,127763638.0,-128355071.0,6200259037.0,,683508000.0,546382031.0,,148592261.0,3402704870.0,102876146.0,102876146.0,232415865.0,15449622969.0,-55294790.0,,1116081375.0,-193841510.0,393139374.0,219658905.0,16436782428.0,,-73315281.0,,,,,,
