date,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetPPE,quarterlyDilutedAverageShares,quarterlyTaxProvision,quarterlyInventory,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalExpenditure,quarterlyCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital
2000-03-31,,5356000000.0,0,2444444000.0,5356000000.0,0.0,530000000.0,256000000.0,0.0,0.0,259000000.0,0,,0,0.0315,0,,0.0,0,0.0,193000000.0,0,,,,47000000.0,,,89000000.0,0.0,2444444000.0,104000000.0,0,,259000000.0,,,4826000000.0,,,,47000000.0,0,0,0.0315,0,,,63000000.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,352000000.0,12713000000,,352000000.0,2645000000.0,660000000.0,552000000.0,71000000.0,330000000.0,-4749000000.0,1512000000,,341000000,,5449000000,,0.0,11201000000,330000000.0,513000000.0,8035000000,2237000000.0,,466000000.0,270000000.0,0.0,,317000000.0,2645000000.0,,196000000.0,3351000000,,-222000000.0,4091000000.0,,-308000000.0,,,,270000000.0,18628000000,2361000000,,2020000000,,7110000000.0,39000000.0,10593000000,7466000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,2967000000.0,0,,2967000000.0,0.0,736000000.0,638000000.0,-71000000.0,-330000000.0,1451000000.0,0,,0,,0,,0.0,0,-330000000.0,541000000.0,0,,,,265000000.0,,,305000000.0,0.0,,236000000.0,0,,1414000000.0,,,2231000000.0,,,,265000000.0,0,0,,0,,,97000000.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,528000000.0,2240000000.0,12221000000,,2240000000.0,5228000000.0,633000000.0,565000000.0,340000000.0,503000000.0,860000000.0,6719000000,-501000000.0,221000000,,5097000000,,,5502000000,761000000.0,275000000.0,7251000000,57000000.0,-2628000000.0,419000000.0,110000000.0,-1667000000.0,,151000000.0,2600000000.0,,124000000.0,3053000000,5066000000.0,-1475000000.0,0.0,248000000.0,1607000000.0,1043000000.0,,575000000.0,110000000.0,17737000000,1888000000,,1667000000,,1085000000.0,290000000.0,10486000000,7158000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,2843000000.0,0,2185115000.0,2843000000.0,0.0,628000000.0,589000000.0,0.0,0.0,558000000.0,0,,0,0.1048,0,,0.0,0,0.0,519000000.0,0,,,,281000000.0,,,326000000.0,0.0,2185115000.0,193000000.0,0,,558000000.0,,,2215000000.0,,,,281000000.0,0,0,0.1048,0,,,70000000.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,3015000000.0,12146000000,,3015000000.0,2704000000.0,630000000.0,489000000.0,580000000.0,-47000000.0,-4554000000.0,1413000000,,318000000,,5287000000,,0.0,10733000000,-47000000.0,415000000.0,7007000000,2224000000.0,,382000000.0,161000000.0,0.0,,205000000.0,2704000000.0,,210000000.0,3004000000,,-532000000.0,4400000000.0,,2385000000.0,,,,161000000.0,17815000000,1779000000,,1461000000,,6333000000.0,74000000.0,10808000000,7332000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,3078000000.0,0,,3078000000.0,0.0,824000000.0,748000000.0,-580000000.0,47000000.0,1797000000.0,0,,0,,0,,0.0,0,47000000.0,677000000.0,0,,,,385000000.0,,,428000000.0,0.0,,249000000.0,0,,1771000000.0,,,2254000000.0,,,,385000000.0,0,0,,0,,,71000000.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,503000000.0,2435000000.0,12147000000,,2435000000.0,5334000000.0,531000000.0,648000000.0,396000000.0,-1082000000.0,791000000.0,6314000000,-621000000.0,331000000,,4754000000,,,5833000000,-285000000.0,454000000.0,7220000000,0.0,-2656000000.0,329000000.0,183000000.0,-1968000000.0,,220000000.0,2678000000.0,,234000000.0,2748000000,4642000000.0,-1604000000.0,0.0,263000000.0,1904000000.0,1002000000.0,,575000000.0,183000000.0,17230000000,2299000000,,1968000000,,1508000000.0,194000000.0,10010000000,6546000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,5521000000.0,0,2184793000.0,5521000000.0,0.0,590000000.0,522000000.0,0.0,0.0,496000000.0,0,,0,0.0987,0,,0.0,0,0.0,463000000.0,0,,,,227000000.0,,,261000000.0,0.0,2299898683.0,202000000.0,0,,496000000.0,,,4931000000.0,,,,227000000.0,0,0,0.1039,0,,,59000000.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,140000000.0,11146000000,,140000000.0,2614000000.0,670000000.0,602000000.0,200000000.0,120000000.0,-4036000000.0,1405000000,,155000000,,5144000000,,0.0,9741000000,120000000.0,555000000.0,6512000000,2081000000.0,,280000000.0,287000000.0,0.0,,327000000.0,2614000000.0,,228000000.0,2775000000,,-703000000.0,4049000000.0,,-530000000.0,,,,287000000.0,16570000000,1656000000,,1501000000,,5692000000.0,47000000.0,10058000000,6547000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
