date,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyRepaymentOfDebt
2008-06-30,3132031000.0,25667000.0,137162000.0,,1.19,243683000.0,250573000.0,494543000.0,1014460000.0,679789000.0,148910000.0,,,256092000,256092000,213756000.0,125028000.0,256092000,660817000.0,68004000.0,624482000.0,11748000.0,656018000.0,,-78361000.0,,178625000.0,,624482000.0,,214186000.0,146764000.0,9484000.0,822378000.0,350547000.0,332000.0,36054000.0,0.0,28321000.0,287805000.0,215572000.0,-228421000.0,,1054000.0,179212000.0,,417128000.0,49869000.0,598815000.0,1.2,2309653000.0,25000.0,-108848000.0,449727000.0,60071000.0,247987000,-35533000.0,,,-100623000.0,275000.0,-222419000.0,36335000.0,5670000.0,2258730000.0,53597000.0,,87716000.0,316163000.0,-51662000.0,,2117571000.0,558575000.0,673468000.0,238503000,911671000,
2008-09-30,3015313000.0,-102942000.0,167133000.0,,0.82,244527000.0,235393000.0,484716000.0,978735000.0,678750000.0,178431000.0,,,171244000,171244000,206634000.0,118527000.0,171244000,539588000.0,-11721000.0,521540000.0,11298000.0,698927000.0,,-22217000.0,,171276000.0,,521540000.0,,214372000.0,-17558000.0,27500000.0,875473000.0,310944000.0,344000.0,198895000.0,0.0,-55291000.0,53923000.0,208107000.0,-306217000.0,,1511000.0,217122000.0,,385639000.0,-885000.0,624482000.0,0.83,2139840000.0,92000.0,-108848000.0,453419000.0,40168000.0,241863000,23253000.0,,,3146000.0,11281000.0,-305364000.0,18048000.0,,2139214000.0,52749000.0,,232522000.0,211412000.0,-33627000.0,,2036578000.0,562267000.0,697042000.0,214363000,870355000,
2008-12-31,2924581000.0,174795000.0,215481000.0,,,0.0,264766000.0,617614000.0,940156000.0,741321000.0,219551000.0,262009000.0,,157733000,157733000,,144009000.0,157733000,709221000.0,-40170000.0,696335000.0,4070000.0,425312000.0,,-7244000.0,,194214000.0,,696335000.0,,230954000.0,30809000.0,23797000.0,698727000.0,1941000.0,-166000.0,337408000.0,0.0,279506000.0,60222000.0,,-47159000.0,,1002000.0,160094000.0,,430633000.0,-37651000.0,521540000.0,,2225854000.0,-493000.0,-148152000.0,445252000.0,46614000.0,313172000,-1106000.0,,,107534000.0,22264000.0,-193375000.0,12886000.0,,2262503000.0,50205000.0,20075000.0,349461000.0,204347000.0,-12053000.0,,1984425000.0,593404000.0,479176000.0,236419000,1048247000,
2009-03-31,2794189000.0,225994000.0,221603000.0,,0.24,0.0,173969000.0,240704000.0,966357000.0,420081000.0,233554000.0,303636000.0,,48538000,48538000,200352000.0,83002000.0,48538000,938076000.0,-3132000.0,922329000.0,11951000.0,353532000.0,,-68662000.0,,138036000.0,,922329000.0,,220212000.0,-65989000.0,21662000.0,535716000.0,1898000.0,26000.0,285408000.0,0.0,58876000.0,16638000.0,200725000.0,-1849000.0,318095000.0,1000000.0,79453000.0,-77595000.0,195995000.0,-62456000.0,696335000.0,0.24,2258473000.0,43000.0,,440611000.0,11386000.0,79621000,6608000.0,10587000.0,,214370000.0,-3200000.0,-1704000.0,15747000.0,119000.0,2311044000.0,55034000.0,20314000.0,299416000.0,59924000.0,-14008000.0,,1827832000.0,,302162000.0,57959000,436699000,
2009-06-30,3144366000.0,36580000.0,238158000.0,,0.81,0.0,243640000.0,317490000.0,1199562000.0,519433000.0,252672000.0,524935000.0,,161871000,161871000,200296000.0,96209000.0,161871000,977798000.0,-4501000.0,958909000.0,14514000.0,323161000.0,,-272761000.0,,152462000.0,,958909000.0,,229535000.0,-234232000.0,20587000.0,682210000.0,2066000.0,39000.0,243434000.0,0.0,30168000.0,51535000.0,200853000.0,0.0,-84929000.0,1000000.0,137360000.0,54420000.0,351614000.0,-35020000.0,922329000.0,0.81,2462156000.0,-168000.0,,443026000.0,37970000.0,219739000,2280000.0,10442000.0,,65336000.0,2482000.0,3942000.0,18889000.0,3593000.0,2472912000.0,56253000.0,20142000.0,256272000.0,199841000.0,-12838000.0,,1944804000.0,,429538000.0,199152000,669104000,
2009-09-30,3516551000.0,52854000.0,240661000.0,,1.07,0.0,280420000.0,371512000.0,1437615000.0,573847000.0,249108000.0,770444000.0,,215133000,215133000,200546000.0,117352000.0,215133000,1029406000.0,13436000.0,1011763000.0,8447000.0,373290000.0,48621000.0,-284732000.0,,172859000.0,,1011763000.0,,220955000.0,-258195000.0,23641000.0,961153000.0,2044000.0,390000.0,276804000.0,0.0,-45704000.0,42578000.0,201599000.0,-59000.0,-54885000.0,1002000.0,185668000.0,45793000.0,409742000.0,-18630000.0,958909000.0,1.07,2555398000.0,22000.0,,444172000.0,41546000.0,260524000,11612000.0,10473000.0,,53330000.0,-365000.0,1709000.0,17643000.0,0.0,2537598000.0,55507000.0,14102000.0,292867000.0,256679000.0,-16063000.0,,2078936000.0,,712045000.0,236883000,781254000,
2009-12-31,3825874000.0,79818000.0,1267000.0,,,0.0,384288000.0,572623000.0,1432003000.0,874110000.0,305759000.0,748511000.0,,278408000,278408000,,123161000.0,278408000,1111164000.0,-6681000.0,1091581000.0,265918000.0,309938000.0,27910000.0,-150917000.0,,194744000.0,,1091581000.0,,221656000.0,10547000.0,30596000.0,989427000.0,0.0,-150301000.0,232038000.0,0.0,17849000.0,175219000.0,,-18350000.0,-310259000.0,1001000.0,203388000.0,16257000.0,486760000.0,-13382000.0,1011763000.0,,2836447000.0,103000.0,-198971000.0,441338000.0,13800000.0,345253000,46971000.0,12114000.0,38574000.0,-122252000.0,-24013000.0,-165190000.0,19583000.0,0.0,2816607000.0,71583000.0,22846000.0,245901000.0,292208000.0,-13863000.0,,2393871000.0,640309000.0,683668000.0,292016000,1059383000,
2010-03-31,3551528000.0,199762000.0,261009000.0,,0.19,0.0,174027000.0,200158000.0,1342169000.0,418520000.0,317037000.0,681049000.0,,37329000,37329000,199926000.0,85078000.0,37329000,1310978000.0,-44704000.0,1291343000.0,10558000.0,356073000.0,35835000.0,-74303000.0,,147561000.0,,1291343000.0,,207074000.0,63912000.0,21877000.0,996593000.0,941000.0,1408000.0,191167000.0,0.0,-50168000.0,146073000.0,201091000.0,-47206000.0,436446000.0,994000.0,109904000.0,-94717000.0,230909000.0,1021000.0,1091581000.0,0.19,2554935000.0,1106000.0,,432606000.0,8194000.0,105225000,1880000.0,9700000.0,45470000.0,83929000.0,-1546000.0,-43073000.0,19635000.0,2725000.0,2552920000.0,62483000.0,25816000.0,200131000.0,45523000.0,-8964000.0,,2209359000.0,,679556000.0,83348000,431067000,
2010-06-30,3431359000.0,-118174000.0,277193000.0,,0.67,0.0,191417000.0,337113000.0,1271842000.0,499324000.0,343309000.0,636184000.0,,134816000,134816000,198948000.0,116272000.0,134816000,1191791000.0,-43425000.0,1173169000.0,8521000.0,358576000.0,46620000.0,-94759000.0,,189609000.0,,1173169000.0,,187419000.0,41038000.0,29678000.0,779745000.0,936000.0,490000.0,169251000.0,0.0,-14104000.0,148277000.0,200102000.0,-37122000.0,-72045000.0,987000.0,150519000.0,42469000.0,391652000.0,2038000.0,1291343000.0,0.68,2651614000.0,5000.0,,426805000.0,29593000.0,231721000,7877000.0,9399000.0,57595000.0,-1991000.0,1516000.0,-333008000.0,18622000.0,-2725000.0,2648589000.0,73337000.0,11312000.0,181736000.0,164409000.0,-12485000.0,,2159517000.0,,436436000.0,202043000,728765000,
2010-09-30,3658018000.0,62796000.0,156271000.0,,1.43,0.0,232644000.0,348344000.0,1286620000.0,524924000.0,238242000.0,639118000.0,,279552000,279552000,194482000.0,107871000.0,279552000,1257885000.0,38584000.0,1235965000.0,11255000.0,494354000.0,61731000.0,-244250000.0,0.0,177383000.0,,1235965000.0,,198191000.0,-13545000.0,20671000.0,807769000.0,956000.0,479000.0,194923000.0,0.0,-131998000.0,240150000.0,195305000.0,-139050000.0,-13176000.0,1792768000.0,194894000.0,39197000.0,344020000.0,32997000.0,1173169000.0,1.44,2850249000.0,-20000.0,,427856000.0,-68636000.0,187308000,1545000.0,10313000.0,70716000.0,-100310000.0,290000.0,-137654000.0,21920000.0,0.0,1136374000.0,69512000.0,42959000.0,204348000.0,210916000.0,-9425000.0,,2371398000.0,,569527000.0,166637000,692364000,
2010-12-31,3988688000.0,24971000.0,155027000.0,,,0.0,336862000.0,457922000.0,1489933000.0,747249000.0,270089000.0,777401000.0,,132907000,132907000,,123215000.0,132907000,1285354000.0,-33594000.0,1260936000.0,6986000.0,387577000.0,89711000.0,-280726000.0,250000.0,195144000.0,,1260936000.0,,185152000.0,-164274000.0,22425000.0,939126000.0,25962000.0,2118000.0,179320000.0,0.0,119148000.0,133995000.0,,-2550000.0,-221527000.0,1797435000.0,132348000.0,-68303000.0,379793000.0,56004000.0,1235965000.0,,3049562000.0,-321000.0,-249904000.0,427805000.0,23517000.0,148916000,52745000.0,10920000.0,108076000.0,3771000.0,-731000.0,2914000.0,24418000.0,0.0,1264613000.0,71929000.0,56028000.0,184422000.0,156424000.0,-5102000.0,,2498755000.0,677709000.0,669037000.0,184649000,837715000,
2011-03-31,3937509000.0,-50321000.0,1457000.0,,0.49,0.0,177052000.0,269460000.0,1744672000.0,434935000.0,274367000.0,1027381000.0,,95482000,95482000,193922000.0,93143000.0,95482000,1252338000.0,14959000.0,1210615000.0,11068000.0,411021000.0,104818000.0,-363263000.0,,163621000.0,,1210615000.0,,189479000.0,-274565000.0,22422000.0,744280000.0,1389000.0,787000.0,197795000.0,0.0,-11067000.0,98614000.0,194720000.0,0.0,327151000.0,1797435000.0,118845000.0,-17573000.0,238374000.0,91370000.0,1260936000.0,0.49,3193229000.0,-112000.0,,427110000.0,1444000.0,97175000,-3482000.0,8666000.0,114795000.0,85840000.0,1023000.0,3828000.0,41723000.0,3041000.0,1377007000.0,70478000.0,29959000.0,207599000.0,96926000.0,-9804000.0,,2192837000.0,,469913000.0,74753000,507834000,
2011-06-30,4198455000.0,208256000.0,1542000.0,,0.56,0.0,212295000.0,351999000.0,1735928000.0,493057000.0,319674000.0,1016869000.0,,109477000,109477000,194051000.0,119994000.0,109477000,1481497000.0,-12158000.0,1418871000.0,13180000.0,385678000.0,134341000.0,-157496000.0,,190509000.0,,1418871000.0,,189309000.0,216000.0,15832000.0,1235761000.0,1393000.0,74000.0,196256000.0,0.0,31726000.0,164814000.0,194875000.0,0.0,-61703000.0,1797435000.0,125680000.0,4491000.0,322100000.0,129681000.0,1210615000.0,0.56,2962694000.0,-4000.0,,423697000.0,17595000.0,147423000,217806000.0,8649000.0,146973000.0,48376000.0,6126000.0,1370000.0,62626000.0,1296000.0,1097970000.0,70515000.0,13795000.0,203354000.0,127072000.0,-7098000.0,,2462527000.0,,916087000.0,131591000,674099000,
2011-09-30,4334885000.0,-29465000.0,1522000.0,,0.77,0.0,287605000.0,322662000.0,1780971000.0,519226000.0,352621000.0,983563000.0,,150381000,150381000,194112000.0,124061000.0,150381000,1462190000.0,19238000.0,1389406000.0,12199000.0,461304000.0,139528000.0,-315206000.0,-154835000.0,196997000.0,,1389406000.0,,263221000.0,-49820000.0,22076000.0,1266693000.0,1399000.0,306000.0,168291000.0,0.0,-79314000.0,336312000.0,194828000.0,0.0,-8792000.0,1797435000.0,182651000.0,7479000.0,344331000.0,74686000.0,1418871000.0,0.77,3068192000.0,-6000.0,,423041000.0,24655000.0,169410000,138240000.0,9943000.0,173355000.0,12492000.0,5280000.0,-153247000.0,72784000.0,1282000.0,1248443000.0,72936000.0,20163000.0,186523000.0,175036000.0,-18232000.0,,2553914000.0,,914072000.0,147334000,666993000,
2011-12-31,4471338000.0,-102246000.0,1491000.0,,,0.0,297887000.0,475857000.0,1901568000.0,607450000.0,356478000.0,1083516000.0,,165556000,165556000,,149043000.0,165556000,1411799000.0,-24456000.0,1287160000.0,4951000.0,397741000.0,188987000.0,-336590000.0,-155928000.0,233698000.0,,1287160000.0,,252163000.0,-164029000.0,34205000.0,1214757000.0,771000.0,2146000.0,218820000.0,0.0,52270000.0,179473000.0,,-22300000.0,-87113000.0,1797435000.0,164010000.0,-20726000.0,433787000.0,87193000.0,1389406000.0,,3256581000.0,628000.0,-294263000.0,417105000.0,19571000.0,200089000,202962000.0,12954000.0,188132000.0,32025000.0,-54904000.0,-159364000.0,124639000.0,16718000.0,1413582000.0,84655000.0,77784000.0,224858000.0,185127000.0,-6038000.0,-1502000.0,2569770000.0,711368000.0,858279000.0,200089000,909644000,
2012-03-31,4324793000.0,-1369000.0,1059000.0,,0.44,0.0,166997000.0,272838000.0,1975527000.0,430145000.0,350846000.0,1161109000.0,,86858000,86858000,194742000.0,113707000.0,86858000,1375147000.0,-448000.0,1285791000.0,7235000.0,407476000.0,199302000.0,-250431000.0,-77915000.0,193426000.0,,1285791000.0,,254937000.0,-54846000.0,25399000.0,945388000.0,828000.0,860000.0,113543000.0,0.0,-12506000.0,207143000.0,195673000.0,-311000.0,185166000.0,1797435000.0,109232000.0,-58319000.0,283759000.0,109670000.0,1287160000.0,0.45,3379405000.0,-57000.0,,412592000.0,12698000.0,115732000,98342000.0,9844000.0,177095000.0,-9498000.0,-2271000.0,-74483000.0,89356000.0,2883000.0,1500390000.0,79719000.0,66156000.0,122228000.0,99556000.0,-8685000.0,-2816000.0,2349266000.0,,594542000.0,90333000,556597000,
2012-06-30,4462762000.0,-18072000.0,1040000.0,,0.95,0.0,194852000.0,296341000.0,2081548000.0,486395000.0,350123000.0,1280354000.0,,185904000,185904000,194849000.0,137504000.0,185904000,1364896000.0,-5190000.0,1267719000.0,5005000.0,384207000.0,213957000.0,-389181000.0,-87723000.0,217807000.0,,1267719000.0,,246335000.0,-145403000.0,25661000.0,1252075000.0,825000.0,444000.0,209496000.0,0.0,22510000.0,257186000.0,196261000.0,-6149000.0,-67744000.0,1797435000.0,138582000.0,31692000.0,421813000.0,95182000.0,1285791000.0,0.95,3210687000.0,3000.0,,407850000.0,21532000.0,229667000,196251000.0,8199000.0,178387000.0,-4601000.0,-2997000.0,-86178000.0,97177000.0,7250000.0,1336460000.0,80303000.0,45496000.0,222905000.0,207436000.0,-13409000.0,-2000.0,2381214000.0,,901952000.0,204006000,718154000,
2012-09-30,4630742000.0,-20646000.0,1035000.0,,0.72,0.0,214651000.0,313321000.0,2157694000.0,508725000.0,359441000.0,1349176000.0,,140348000,140348000,194912000.0,116504000.0,140348000,1369521000.0,-5422000.0,1247073000.0,7120000.0,443416000.0,232715000.0,-364409000.0,-87748000.0,198993000.0,,1247073000.0,,252895000.0,-104350000.0,11870000.0,1242995000.0,830000.0,506000.0,154965000.0,0.0,-54765000.0,271192000.0,196161000.0,-82000.0,-14383000.0,1797435000.0,147866000.0,6356000.0,359055000.0,121617000.0,1267719000.0,0.72,3387747000.0,-5000.0,,407853000.0,22279000.0,171932000,147285000.0,8321000.0,179672000.0,-777000.0,-2116000.0,-86486000.0,122448000.0,838000.0,1477504000.0,82489000.0,50076000.0,164901000.0,162627000.0,-9936000.0,-1192000.0,2473048000.0,,883554000.0,160062000,672376000,
2012-12-31,4819124000.0,-15893000.0,1034000.0,,,0.0,261124000.0,394694000.0,2283004000.0,603673000.0,378302000.0,1488312000.0,176059000.0,129294000,129294000,,140832000.0,129294000,1384263000.0,-3679000.0,1231180000.0,2467000.0,389931000.0,252375000.0,-425572000.0,0.0,224095000.0,,1231180000.0,,56538000.0,-191629000.0,27537000.0,1287328000.0,16065000.0,-2326000.0,161513000.0,0.0,48758000.0,250077000.0,,-12203000.0,-93962000.0,1797435000.0,131263000.0,-18658000.0,373854000.0,138554000.0,1247073000.0,,3531796000.0,-6000.0,-349987000.0,409751000.0,25616000.0,177296000,2910000.0,2910000.0,193047000.0,17181000.0,-24696000.0,-2702000.0,153083000.0,11827000.0,1604625000.0,83263000.0,32031000.0,174711000.0,154910000.0,-13198000.0,-3687000.0,2536120000.0,759738000.0,909026000.0,149759000,768548000,
2013-03-31,4570420000.0,-137740000.0,996000.0,,0.45,0.0,159099000.0,255824000.0,2256465000.0,450594000.0,346994000.0,1479764000.0,,88666000,88666000,195630000.0,108518000.0,88666000,1238918000.0,-7190000.0,1093440000.0,2421000.0,396010000.0,250217000.0,-258604000.0,-175956000.0,196207000.0,,1093440000.0,,,-17955000.0,21891000.0,952095000.0,15011000.0,258000.0,47400000.0,0.0,-13608000.0,270925000.0,196457000.0,-62000.0,152307000.0,1797435000.0,112170000.0,-18377000.0,276133000.0,129355000.0,1231180000.0,0.45,3618325000.0,-18325000.0,,407591000.0,-7032000.0,101817000,5438000.0,5438000.0,171662000.0,-63353000.0,1493000.0,-174286000.0,145478000.0,1474000.0,1693291000.0,87689000.0,27674000.0,59363000.0,81634000.0,-11963000.0,0.0,2313955000.0,,605101000.0,79926000,531957000,
2013-06-30,4599181000.0,-9950000.0,951000.0,,0.88,0.0,172145000.0,312923000.0,2252922000.0,484246000.0,343089000.0,1475761000.0,,172491000,172491000,195570000.0,117522000.0,172491000,1226072000.0,28520000.0,1083490000.0,1219000.0,383492000.0,251074000.0,-229911000.0,-87901000.0,213754000.0,,1083490000.0,,,-112265000.0,20028000.0,1232824000.0,12856000.0,42000.0,185864000.0,0.0,1448000.0,199161000.0,196300000.0,-13291000.0,-41707000.0,1797435000.0,128078000.0,17830000.0,383640000.0,64843000.0,1093440000.0,0.88,3366357000.0,-63108000.0,,410533000.0,34094000.0,189914000,5540000.0,5540000.0,167268000.0,12889000.0,4106000.0,-101806000.0,142582000.0,6711000.0,1514153000.0,96232000.0,24390000.0,204298000.0,206585000.0,-18434000.0,-25000.0,2346259000.0,,889735000.0,169886000,696563000,
2013-09-30,4823226000.0,-14790000.0,917000.0,,0.96,0.0,195514000.0,290748000.0,2378588000.0,475707000.0,291689000.0,1594144000.0,,187669000,187669000,195325000.0,112713000.0,187669000,1202953000.0,616000.0,1068700000.0,3516000.0,416725000.0,255830000.0,-227711000.0,0.0,201140000.0,,1068700000.0,,,-229186000.0,18550000.0,1265722000.0,14431000.0,111000.0,204108000.0,56749000.0,-32177000.0,108378000.0,196300000.0,-13573000.0,17498000.0,1797435000.0,151798000.0,22483000.0,352889000.0,71781000.0,1083490000.0,0.96,3557504000.0,-91691000.0,,413675000.0,-26869000.0,170299000,4630000.0,4630000.0,166165000.0,6187000.0,-2748000.0,-8090000.0,134253000.0,5435000.0,1701823000.0,88427000.0,44060000.0,216610000.0,160800000.0,-12502000.0,-5661000.0,2444638000.0,,974033000.0,151749000,643637000,
2013-12-31,4879603000.0,110449000.0,890000.0,,,0.0,227313000.0,365057000.0,2283967000.0,564586000.0,314593000.0,1502106000.0,179290000.0,163585000,163585000,,129593000.0,163585000,1329011000.0,22309000.0,1179149000.0,1758000.0,382226000.0,256908000.0,-192925000.0,-87850000.0,222166000.0,,1179149000.0,,40204000.0,84964000.0,18335000.0,1219897000.0,18038000.0,4173000.0,135507000.0,57368000.0,26744000.0,255027000.0,,-31496000.0,-89509000.0,1797435000.0,146582000.0,-3893000.0,394637000.0,38041000.0,1068700000.0,,3659706000.0,36342000.0,-381432000.0,414848000.0,40954000.0,172471000,6984000.0,6984000.0,171012000.0,-23101000.0,5080000.0,-122656000.0,149862000.0,9150000.0,1865587000.0,92573000.0,38043000.0,149813000.0,204539000.0,-14306000.0,6000.0,2595636000.0,796280000.0,905304000.0,172471000,759694000,
2014-03-31,4738914000.0,-42458000.0,1299000.0,,0.61,0.0,150716000.0,252387000.0,2351419000.0,427457000.0,289436000.0,1571166000.0,,118818000,118818000,195090000.0,114301000.0,118818000,1300351000.0,12330000.0,1136691000.0,1750000.0,442025000.0,238285000.0,-298695000.0,-87853000.0,210465000.0,,1136691000.0,,216260000.0,3562000.0,18412000.0,986544000.0,20921000.0,2199000.0,54525000.0,0.0,-64083000.0,223786000.0,195860000.0,-32986000.0,137198000.0,1797435000.0,124241000.0,-20411000.0,330834000.0,35302000.0,1179149000.0,0.61,3752370000.0,94510000.0,,417164000.0,23649000.0,138781000,6325000.0,6325000.0,144664000.0,-67112000.0,5942000.0,-117591000.0,163660000.0,1107000.0,1984405000.0,96164000.0,36009000.0,71173000.0,142467000.0,-16648000.0,,2387495000.0,,697108000.0,120369000,583221000,
2014-06-30,4741802000.0,98195000.0,1482000.0,,0.93,0.0,158562000.0,333363000.0,2245233000.0,496979000.0,291936000.0,1456103000.0,,181983000,181983000,193771000.0,127327000.0,181983000,1395787000.0,-19704000.0,1234886000.0,1731000.0,429673000.0,221079000.0,-236257000.0,-87721000.0,225731000.0,,1234886000.0,,213242000.0,152103000.0,19046000.0,1261186000.0,20128000.0,1235000.0,142510000.0,0.0,2271000.0,367101000.0,194955000.0,-129373000.0,-71881000.0,1797435000.0,132581000.0,5813000.0,444485000.0,73293000.0,1136691000.0,0.94,3480616000.0,42868000.0,,428482000.0,26737000.0,237800000,7134000.0,7134000.0,141134000.0,-78134000.0,-2871000.0,-216759000.0,160901000.0,10291000.0,1796561000.0,98404000.0,34135000.0,164179000.0,208720000.0,-21669000.0,,2496569000.0,,969250000.0,218754000,777848000,
2014-09-30,4669364000.0,-80328000.0,1459000.0,,-0.76,0.0,218437000.0,308037000.0,2247879000.0,478722000.0,309468000.0,1453047000.0,,-146834000,-146834000,192239000.0,123744000.0,-146834000,1305924000.0,-12186000.0,1154558000.0,36073000.0,466482000.0,210621000.0,-211353000.0,-92449000.0,222742000.0,,1154558000.0,,221566000.0,-39231000.0,18107000.0,1432951000.0,21896000.0,988000.0,116408000.0,0.0,-45461000.0,216891000.0,192239000.0,-79101000.0,9006000.0,1797435000.0,144882000.0,11389000.0,398246000.0,47170000.0,1234886000.0,-0.76,3236413000.0,-43000.0,,431753000.0,319496000.0,193611000,5529000.0,5529000.0,136025000.0,194804000.0,52164000.0,-169224000.0,151366000.0,1363000.0,1649727000.0,98998000.0,197846000.0,142342000.0,172662000.0,-25934000.0,-18871000.0,2421485000.0,,1123483000.0,175504000,706283000,
2014-12-31,4693303000.0,41710000.0,1437000.0,,,0.0,232546000.0,372458000.0,2182327000.0,570191000.0,256675000.0,1407344000.0,178638000.0,210245000,210245000,,153294000.0,210245000,1364257000.0,17093000.0,1196268000.0,39497000.0,420475000.0,203598000.0,-260177000.0,-92052000.0,254848000.0,,1196268000.0,,39445000.0,14898000.0,21450000.0,1289936000.0,22161000.0,-4506000.0,131209000.0,51336000.0,30782000.0,288898000.0,,-118000.0,-101721000.0,1797435000.0,149094000.0,12190000.0,430848000.0,2571000.0,1154558000.0,,3403367000.0,-15000.0,-428709000.0,430887000.0,-10349000.0,176000000,5305000.0,5305000.0,135130000.0,-107925000.0,34593000.0,-96048000.0,167989000.0,7992000.0,1859972000.0,101554000.0,182260000.0,145017000.0,199896000.0,-13808000.0,0.0,2510976000.0,859596000.0,1033261000.0,176000000,803306000,
2015-03-31,4543279000.0,-24880000.0,1371000.0,,0.35,0.0,152914000.0,241272000.0,2042972000.0,425650000.0,241388000.0,1259102000.0,,66793000,66793000,191762000.0,126422000.0,66793000,1441600000.0,-43526000.0,1171388000.0,39448000.0,470444000.0,185899000.0,-254741000.0,-91964000.0,232424000.0,,1171388000.0,,224381000.0,23177000.0,18864000.0,1065649000.0,24579000.0,399000.0,62795000.0,0.0,-56897000.0,308751000.0,192341000.0,-16260000.0,129448000.0,1797435000.0,125745000.0,-25957000.0,344122000.0,16575000.0,1196268000.0,0.35,3477630000.0,-5000.0,,436104000.0,9403000.0,130562000,7769000.0,7769000.0,121906000.0,-58949000.0,-3647000.0,-107668000.0,270212000.0,246000.0,1928165000.0,106002000.0,190594000.0,81655000.0,76196000.0,-18860000.0,-12632000.0,2500307000.0,,824261000.0,111698000,585394000,
2015-06-30,4423409000.0,-233205000.0,1534000.0,,0.72,0.0,182299000.0,354580000.0,2140113000.0,502034000.0,253223000.0,1309405000.0,,137753000,137753000,191101000.0,143346000.0,137753000,1137190000.0,-526000.0,938183000.0,41628000.0,458451000.0,174365000.0,-225349000.0,-91961000.0,252586000.0,,938183000.0,,222968000.0,-16091000.0,19266000.0,1214904000.0,62318000.0,840000.0,-120170000.0,48033000.0,11262000.0,232034000.0,191600000.0,-41035000.0,-69432000.0,1797435000.0,146088000.0,18873000.0,419250000.0,24075000.0,1171388000.0,0.72,3208505000.0,34000.0,,445672000.0,35805000.0,185930000,6973000.0,6973000.0,124625000.0,-269019000.0,-5678000.0,-123993000.0,199007000.0,8314000.0,1676601000.0,109240000.0,10609000.0,-97359000.0,173558000.0,-22811000.0,0.0,2283296000.0,,961681000.0,166664000,773830000,
2015-09-30,4388472000.0,-23276000.0,1560000.0,,0.63,0.0,172661000.0,317500000.0,2156519000.0,431942000.0,259131000.0,1290147000.0,,119299000,119299000,190342000.0,130944000.0,119299000,1126741000.0,32583000.0,914907000.0,43170000.0,503183000.0,169225000.0,-169791000.0,-97322000.0,236733000.0,,914907000.0,,220848000.0,-4278000.0,20253000.0,1153787000.0,106595000.0,18000.0,123392000.0,0.0,-65373000.0,179932000.0,190822000.0,-50762000.0,63859000.0,1797435000.0,158663000.0,23948000.0,362190000.0,-23149000.0,938183000.0,0.63,3234685000.0,19000.0,,439094000.0,45592000.0,145710000,4854000.0,4854000.0,118090000.0,4129000.0,15121000.0,-148073000.0,211834000.0,-6000.0,1795900000.0,105789000.0,18221000.0,137835000.0,164891000.0,-14443000.0,0.0,2231953000.0,,894656000.0,125457000,679690000,
