date,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyGrossPPE,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyInventory,quarterlyAccountsReceivable,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyIncomeTaxPayable,quarterlyNetIncome,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory
2009-12-31,883000,9640000.0,768121000.0,5022550000,49612000,-137874000.0,,630247000,4909755000,872460000,151007000,0.0,44006000.0,57389000.0,1560000000,374090000,,2437089000,3997089000,,241838000,0.0,1023467000,1193651000,486983000,6103406000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,1585000,0.0,,5311551000,105627000,,,635164000,5332901000,1052198000,150228000,0.0,,0.0,2328516000,443381000,,1885010000,4213526000,,241952000,0.0,1202426000,1235441000,517816000,6568342000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,474188000,9640000.0,855100000.0,5678031000,118784000,-201998000.0,,653102000,5745055000,1163393000,160366000,12592000.0,,0.0,900000000,453823000,,3391151000,4291151000,,241991000,0.0,1323759000,1309436000,531349000,7054491000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,488882000,14734000.0,,6095823000,94542000,,,662937000,6190823000,1279263000,136754000,62550000.0,,0.0,1050000000,545675000,,3308646000,4358646000,,242008000,0.0,1416017000,1372141000,537575000,7562964000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,1471495000,14734000.0,949394000.0,6325230000,132284000,-269185000.0,5499792000.0,680209000,6769707000,1604374000,218053000,0.0,,46660000.0,1410000000,618130000,,3018233000,4428233000,,242019000,0.0,1822427000,1424610000,540614000,8194317000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,1683318000,554734000.0,,6576264000,145935000,,5727447000.0,786536000,7533706000,2304045000,233971000,0.0,,47211000.0,1450000000,627864000,,3265136000,4715136000,528643000.0,242019000,0.0,2538016000,1627785000,532054000,9161491000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,633292000,0.0,1572988000.0,6752240000,166883000,-350524000.0,5834041000.0,1222464000,8102474000,2897909000,205448000,0.0,38565000.0,0.0,1810000000,687404000,666244000.0,4007535000,5817535000,996502000.0,242019000,0.0,3103357000,1933589000,528857000,10036063000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,663299000,14734000.0,1222995000.0,6837405000,192996000,,5944953000.0,1222995000,8237282000,2909062000,232331000,0.0,39335000.0,0.0,2342670000,575787000,772897000.0,3671554000,6014224000,967427000.0,242019000,0.0,3141393000,1926639000,517604000,10163921000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,870910000,400425000.0,1676603000.0,7153988000,158546000,-439978000.0,6223249000.0,1236625000,8187139000,2573654000,195368000,0.0,36822000.0,0.0,1005000000,689321000,852177000.0,4344262000,5349262000,490229000.0,242113000,0.0,2769022000,1931008000,506861000,10118147000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,868707000,215460000.0,1354905000.0,7382588000,185724000,,6409200000.0,1354905000,8877891000,3112970000,224319000,0.0,38595000.0,0.0,1705000000,791088000,859384000.0,4401370000,6106370000,1023242000.0,242142000,0.0,3337289000,2031315000,498226000,10909206000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,588065000,1100000000.0,1924711000.0,7795157000,158149000,-546538000.0,6763670000.0,1378173000,9346996000,3184693000,194477000,0.0,36328000.0,0.0,1635000000,867182000,875643000.0,4933742000,6568742000,1348264000.0,242238000,0.0,3379170000,2036754000,489323000,11383750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,695884000,1625000000.0,1492255000.0,8032091000,134194000,,6987804000.0,1492255000,9231239000,2949702000,171893000,0.0,37699000.0,0.0,1975000000,859671000,996562000.0,4453135000,6428135000,1032892000.0,242349000,0.0,3121595000,2130598000,476375000,11361837000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,859386000,1365000000.0,2379965000.0,8579666000,85745000,-655377000.0,7423322000.0,1724588000,10156699000,3563262000,124451000,0.0,38706000.0,0.0,1565000000,1016128000,1165465000.0,5165859000,6730859000,1330000000.0,242579000,0.0,3687713000,2345257000,464138000,12501956000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,1346481000,1158888000.0,1779815000.0,8906529000,52295000,,7710253000.0,1779815000,10324072000,3716344000,92978000,0.0,40683000.0,0.0,1158888000,1243996000,1317713000.0,5463169000,6622057000,937706000.0,242589000,0.0,3809322000,2659372000,489725000,12983444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,1516284000,1492405000.0,2601195000.0,9548628000,14419000,-778550000.0,8079617000.0,1822645000,11453116000,4272505000,54705000,0.0,40286000.0,0.0,1492405000,1294939000,1665880000.0,5829959000,7322364000,937706000.0,242698000,0.0,4327210000,2770425000,477520000,14223541000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,1556462000,-71502000.0,2137193000.0,13256798000,107291000,,8371531000.0,2137193000,14466926000,3715321000,147744000,0.0,40453000.0,0.0,877228000,1444175000,1521605000.0,9559697000,10436925000,110000000.0,258924000,71502000.0,3863065000,3030550000,467498000,17497476000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,1459905000,2436415000.0,3260768000.0,13706405000,215330000,-905524000.0,8931094000.0,2355244000,15441941000,4498352000,215330000,0.0,0.0,0.0,2436415000,2155262000,2088740000.0,6967589000,9404004000,147911000.0,259010000,0.0,4713682000,3632275000,705332000,19074216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,1159566000,,2525956000.0,14454985000,252129000,,,2525956000,16567055000,5254325000,252129000,,,,3165926000,2274234000,2043711000.0,6932586000,10098512000,1236208000.0,259036000,,5506454000,4074562000,688875000,20641617000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,2275615000,,4373390000.0,15777330000,236493000,-1090455000.0,,3282935000,19284380000,7547873000,306493000,,70000000.0,,807778000,2892486000,2504898000.0,9283676000,10091454000,1243559000.0,259038000,,7854366000,5089847000,685449000,24374227000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,2333818000,,5432943000.0,18021489000,282192000,,,5432943000,16936440000,8670704000,7686755000,,6677379000.0,,138679000,3357029000,3100597000.0,8198538000,8337217000,890690000.0,260489000,,16357459000,18300699000,676916000,35237139000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
