date,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyTotalRevenue,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyChangeInWorkingCapital
2004-12-31,159205380800.0,,,80935472550.0,13783119750.0,13468550050.0,,33658957900.0,43882473150.0,0.0,40496709800.0,-80885803650.0,-216109383900.0,,565745327300.0,,33534785650.0,151945443250.0,-80885803650.0,1183775450.0,314569700.0,,,349635943400.0,23642396400.0,13923848300.0,379031654050.0,,27533126900.0,,,72367587300.0,412566439700.0,,6655632600.0,6655632600.0,25173854150.0,100000052000.0,,77980173000.0,,18592724900.0,251945495250.0,11589410000.0,2301325700.0,6655632600.0,,,,2764902100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,817696836.0,,,,,9.000005,,,,42011611250.0,42011611250.0,,,,,,,42011611250.0,,,,,,,,,,,9.000005,,,,,7359275350.0,7359275350.0,,,817696836.0,,,,,,,7359275350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,168303067650.0,809320000.0,,80935472550.0,16465240350.0,16208617700.0,9.000005,34552998100.0,43774857200.0,-8278150.0,42011611250.0,22955309950.0,-216109383900.0,9635766600.0,564230425850.0,,38377503400.0,151142462700.0,10869210950.0,2789736550.0,256622650.0,,2276491250.0,348121041950.0,32855977350.0,16101001750.0,377202182900.0,12375834250.0,30736770950.0,9.000005,,70033149000.0,415579686300.0,6680467050.0,7342719050.0,7342719050.0,22052991600.0,94693757850.0,809320000.0,72748382200.0,1407285500.0,18087757750.0,245836220550.0,10314574900.0,2500001300.0,7342719050.0,,107615950.0,18766566050.0,2889074350.0,29635777000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,826219213.0,,,,,8.246547,,,,43810033860.0,43810033860.0,,,,,,,43810033860.0,,,,,,,,,,,8.246547,,,,,6813455580.0,6813455580.0,,,826219213.0,,,,,,,6813455580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,181573015000.0,,,80952984500.0,15412311500.0,15121665500.0,,33957141000.0,54391169500.0,8073500.0,43422150640.0,-86981021360.0,-249923266000.0,,601879425000.0,,36677910500.0,157021501500.0,-86981021360.0,2107183500.0,290646000.0,,,351956159000.0,35483032500.0,16147000000.0,380584790000.0,,26892828500.0,,,55795958500.0,417262700500.0,,6741425170.0,6741425170.0,18754740500.0,77223027500.0,,85102763500.0,,17737479500.0,234244529000.0,8961585000.0,2623887500.0,6741425170.0,,,,2704622500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,809320000.0,,,,,8.49448,,,,43438865520.0,43438865520.0,,,,,,,43438865520.0,,,,,,,,,,,8.49448,,,,,7033952190.0,7033952190.0,,,809320000.0,,,,,,,7033952190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,189364474640.0,809320000.0,,80954032500.0,21603732920.0,21459814640.0,8.502372,33429018260.0,108418437600.0,0.0,43479311480.0,23362734120.0,-249906097760.0,9314710900.0,596621225200.0,,44015007300.0,165346112800.0,10617970880.0,3158206700.0,143918280.0,,2254719720.0,346715127440.0,,16686525020.0,374707232900.0,6756163700.0,30150879660.0,8.502372,,43575257000.0,418722240200.0,13360413660.0,7044000260.0,7044000260.0,16302742940.0,62556479040.0,809320000.0,90668516400.0,1295264520.0,16982357040.0,227902591840.0,7939491780.0,2678479100.0,7044000260.0,,-7995460.0,26105176900.0,2870370140.0,36723147780.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,768738574.0,,,,,8.639646,,,,44793485600.0,44793485600.0,,,,,,,44793485600.0,,,,,,,,,,,8.639646,,,,,6641629300.0,6641629300.0,,,768738574.0,,,,,,,6641629300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,202033225000.0,,,80774302500.0,18269542500.0,18152580000.0,,31922965000.0,61654832500.0,795345000.0,44073049600.0,-92149275400.0,-287181925000.0,,633234975000.0,,39486540000.0,156277495000.0,-92149275400.0,16897182500.0,116962500.0,,,346053050000.0,48882527500.0,15774342500.0,373757567500.0,,12733317500.0,,,37186277500.0,413244107500.0,,6531843100.0,6531843100.0,13598840000.0,53490850000.0,,87636102500.0,,16858195000.0,209768345000.0,7087927500.0,2705732500.0,6531843100.0,,,,3009835000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,809323683.0,,,,,8.31839,,,,44240184000.0,44240184000.0,,,,,,,44240184000.0,,,,,,,,,,,8.31839,,,,,6732537600.0,6732537600.0,,,809323683.0,,,,,,,6732537600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,206731561500.0,809323683.0,,80794791000.0,17107875000.0,16963408500.0,8.486266,30330361500.0,59314903500.0,0.0,44237163000.0,23076622500.0,-287260230000.0,9116596500.0,631812832500.0,,42085372500.0,150389626500.0,10127862000.0,3246694500.0,144466500.0,,2372292000.0,344552602500.0,55893328500.0,18909904500.0,364458565500.0,11663769000.0,31273195500.0,8.486266,,34147318500.0,406543938000.0,9504375000.0,6729097500.0,6729097500.0,11724597000.0,47962878000.0,809323683.0,79380540000.0,1193749500.0,11207559000.0,198352504500.0,6158835000.0,2090962500.0,6729097500.0,,83638500.0,22445532000.0,2919744000.0,32573394000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,809320000.0,,,,,5.990803,,,,44946016000.0,44946016000.0,,,,,,,44946016000.0,,,,,,,,,,,5.990803,,,,,5134760000.0,5134760000.0,,,809320000.0,,,,,,,5134760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,220934839520.0,,2761320240.0,80940286400.0,20563800200.0,20388478280.0,,28365625640.0,68485125000.0,2936642160.0,45231350640.0,-96421455640.0,-269046096400.0,,608396282720.0,,44210344160.0,138548147280.0,-96421455640.0,3068133600.0,175321920.0,,,339350186320.0,63568806160.0,16714023040.0,363822204320.0,,30476793760.0,,,34151249000.0,408032548480.0,,5077424600.0,5077424600.0,9825332600.0,47095850760.0,,71005377600.0,,12447856320.0,185643998040.0,5632216680.0,3119269160.0,5077424600.0,,,,2666354200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,809320000.0,,,,,56.10688,,,,,,,,,,,,,,,,,,,,,,,56.10688,,,,,,,,,809320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,224797000000.0,,2651000000.0,80932000000.0,29204000000.0,29204000000.0,,27654000000.0,,203000000.0,,,,,333698000000.0,2243000000.0,53208000000.0,130020000000.0,,0.0,,,,333698000000.0,143865000000.0,18358000000.0,358885000000.0,,34182000000.0,,,44341000000.0,412093000000.0,,,,0.0,55790000000.0,,55458000000.0,,6968000000.0,185810000000.0,,2964000000.0,,1047000000.0,,,2097000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,216017000000.0,,12943000000.0,80932000000.0,20966000000.0,20966000000.0,,35423000000.0,,1635000000.0,,,,,303896000000.0,0.0,49252000000.0,171854000000.0,,0.0,,6123000000.0,,303896000000.0,,19221000000.0,373118000000.0,,50140000000.0,,29922000000.0,24137000000.0,422370000000.0,,,,0.0,32962000000.0,,82148000000.0,,5948000000.0,204816000000.0,,2685000000.0,,1135000000.0,,,3095000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,221732000000.0,,12311000000.0,80932000000.0,35246000000.0,35246000000.0,,34321000000.0,,0.0,,,-445218000000.0,,743113000000.0,395000000.0,60936000000.0,143481000000.0,,0.0,,5045000000.0,,297895000000.0,140800000000.0,17438000000.0,365584000000.0,,52193000000.0,,29922000000.0,52768000000.0,426520000000.0,,,,0.0,60426000000.0,,53137000000.0,,6319000000.0,203907000000.0,,2613000000.0,,722000000.0,,,2628000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,227120000000.0,809323683.0,,,,,5.278481,,,,52712000000.0,19798000000.0,,5911000000.0,,,,,6852000000.0,,,,1621000000.0,,,,,10836000000.0,,5.278481,,,417397000000.0,18120000000.0,4272000000.0,4290000000.0,,,809323683.0,,941000000.0,,190277000000.0,,,4272000000.0,,0.0,35024000000.0,,41876000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,224716000000.0,,10876000000.0,80932000000.0,26325000000.0,26325000000.0,,36351000000.0,,1259000000.0,55105000000.0,20078000000.0,,6091000000.0,290416000000.0,657000000.0,56325000000.0,136616000000.0,6968000000.0,0.0,,4466000000.0,1264000000.0,290416000000.0,,19722000000.0,355271000000.0,15063000000.0,51360000000.0,,29921000000.0,42524000000.0,411596000000.0,24127000000.0,4804000000.0,4827000000.0,0.0,49416000000.0,,45435000000.0,1094000000.0,4790000000.0,186032000000.0,,2426000000.0,4804000000.0,1630000000.0,78000000.0,33074000000.0,2571000000.0,40042000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,809323683.0,,,,,5.64669,,,,58720000000.0,19814000000.0,,6263000000.0,,,,,6942000000.0,,,,1677000000.0,,,,,11935000000.0,,5.64669,,,,20528000000.0,4570000000.0,4586000000.0,,,809323683.0,,679000000.0,,,,,4570000000.0,,0.0,39843000000.0,,46785000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,235379000000.0,,8460000000.0,80932000000.0,29232000000.0,29232000000.0,,33013000000.0,71979000000.0,0.0,61488000000.0,20296000000.0,,6966000000.0,285937000000.0,688000000.0,61021000000.0,123764000000.0,7566000000.0,0.0,,3252000000.0,1703000000.0,285937000000.0,71722000000.0,20383000000.0,345334000000.0,20727000000.0,,,29919000000.0,41304000000.0,406355000000.0,27098000000.0,5238000000.0,5263000000.0,0.0,46708000000.0,,17459000000.0,790000000.0,3967000000.0,170472000000.0,2181000000.0,2152000000.0,5238000000.0,1901000000.0,28000000.0,33195000000.0,3723000000.0,40761000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,,,,,,,,62149000000.0,18658000000.0,,5668000000.0,,,,,6171000000.0,,,,1597000000.0,,,,,6571000000.0,,,,,,15896000000.0,4051000000.0,4071000000.0,,,,,313000000.0,,,,,4051000000.0,,-28000000.0,49407000000.0,,55578000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,256090000000.0,,7715000000.0,80932000000.0,29176000000.0,29176000000.0,,44358000000.0,-91678000000.0,0.0,62684000000.0,17180000000.0,-496143000000.0,3117000000.0,783468000000.0,482000000.0,59576000000.0,127258000000.0,3535000000.0,0.0,,2712000000.0,439000000.0,287325000000.0,256090000000.0,18471000000.0,359539000000.0,29407000000.0,14280000000.0,,29918000000.0,31150000000.0,419115000000.0,37441000000.0,2643000000.0,2678000000.0,0.0,34979000000.0,,20953000000.0,928000000.0,3600000000.0,162237000000.0,46788000000.0,1117000000.0,2643000000.0,1633000000.0,190000000.0,29742000000.0,4840000000.0,33277000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,261157000000.0,809323683.0,,,,,5.278481,,,,67929000000.0,18398000000.0,,5736000000.0,,,,,6152000000.0,,,,1439000000.0,,,,,14770000000.0,,5.278481,,,427507000000.0,25420000000.0,4272000000.0,4297000000.0,,,809323683.0,,416000000.0,,166350000000.0,,,4272000000.0,,0.0,47007000000.0,,53159000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,259171000000.0,,6358000000.0,80932000000.0,33073000000.0,33073000000.0,,50084000000.0,,5199000000.0,70092000000.0,18922000000.0,,5933000000.0,290047000000.0,533000000.0,73698000000.0,139547000000.0,6300000000.0,0.0,,2312000000.0,1358000000.0,290047000000.0,,22713000000.0,360187000000.0,28740000000.0,71232000000.0,,29919000000.0,31125000000.0,433885000000.0,32079000000.0,4542000000.0,4575000000.0,0.0,34328000000.0,,15944000000.0,695000000.0,3224000000.0,173875000000.0,1754000000.0,891000000.0,4542000000.0,1698000000.0,112000000.0,35052000000.0,4599000000.0,41352000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,264158000000.0,,,,,,,,,,71962000000.0,17520000000.0,,5101000000.0,,,,,5449000000.0,,,,1325000000.0,,,,,3675000000.0,,,,,436070000000.0,20482000000.0,3750000000.0,3776000000.0,,,,,20000000.0,,171912000000.0,,,3750000000.0,,-112000000.0,62838000000.0,,68287000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,265069000000.0,,9214000000.0,80932000000.0,32712000000.0,29982000000.0,,68844000000.0,184137000000.0,0.0,73090000000.0,16762000000.0,-536772000000.0,3023000000.0,968758000000.0,492000000.0,65210000000.0,193461000000.0,3297000000.0,0.0,2730000000.0,1791000000.0,631000000.0,431986000000.0,91783000000.0,18768000000.0,479862000000.0,87468000000.0,14410000000.0,,29918000000.0,83070000000.0,545072000000.0,-478000000.0,2361000000.0,2392000000.0,0.0,85581000000.0,,16735000000.0,1023000000.0,4190000000.0,279042000000.0,52145000000.0,717000000.0,2361000000.0,1632000000.0,170000000.0,-17675000000.0,5928000000.0,-14378000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,269691000000.0,809323683.0,,,,,5.802376,,,,77818000000.0,24927000000.0,,6247000000.0,,,,,7551000000.0,,,,1525000000.0,,,,,21422000000.0,,5.802376,,,535857000000.0,18261000000.0,4696000000.0,4722000000.0,,,809323683.0,,1304000000.0,,265205000000.0,,,4696000000.0,,0.0,48845000000.0,,56396000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,270204000000.0,,7588000000.0,80932000000.0,21370000000.0,19982000000.0,,69163000000.0,189272000000.0,0.0,79702000000.0,26092000000.0,,7259000000.0,431528000000.0,1155000000.0,61285000000.0,183066000000.0,7870000000.0,0.0,1388000000.0,1550000000.0,1700000000.0,431528000000.0,,24285000000.0,477657000000.0,24269000000.0,77455000000.0,,29918000000.0,82631000000.0,538942000000.0,16707000000.0,5517000000.0,5559000000.0,0.0,84791000000.0,,33914000000.0,1516000000.0,3882000000.0,267857000000.0,1379000000.0,609000000.0,5517000000.0,1673000000.0,727000000.0,47563000000.0,7301000000.0,55433000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,275400000000.0,,,,,,,,,,80666000000.0,23685000000.0,,6061000000.0,,,,,7334000000.0,,,,1533000000.0,,,,,25988000000.0,,,,,539172000000.0,16202000000.0,4501000000.0,4528000000.0,,,,,368000000.0,,262891000000.0,,,4501000000.0,,-727000000.0,47344000000.0,,54678000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,277741000000.0,,8045000000.0,80932000000.0,18357000000.0,16070000000.0,,81132000000.0,196809000000.0,0.0,83398000000.0,22978000000.0,-585276000000.0,3521000000.0,1028781000000.0,371000000.0,52783000000.0,200098000000.0,4724000000.0,0.0,2287000000.0,1229000000.0,664000000.0,443505000000.0,102124000000.0,20022000000.0,490456000000.0,66654000000.0,14774000000.0,,29917000000.0,62617000000.0,543239000000.0,35450000000.0,2831000000.0,2857000000.0,0.0,64477000000.0,,47759000000.0,2323000000.0,3930000000.0,264575000000.0,54265000000.0,631000000.0,2831000000.0,2132000000.0,770000000.0,12020000000.0,6523000000.0,16744000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,283310000000.0,809323683.0,,,,,6.853871,,,,83184000000.0,25085000000.0,,7331000000.0,,,,,8722000000.0,,,,1762000000.0,,,,,27086000000.0,,6.853871,,,544708000000.0,18507000000.0,5547000000.0,5569000000.0,,,809323683.0,,1391000000.0,,260475000000.0,,,5547000000.0,,0.0,47376000000.0,,56098000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,282972000000.0,,7900000000.0,80932000000.0,19090000000.0,16891000000.0,,73668000000.0,202040000000.0,0.0,82789000000.0,25585000000.0,,7704000000.0,432568000000.0,1461000000.0,62607000000.0,194392000000.0,9040000000.0,0.0,2199000000.0,1048000000.0,1799000000.0,432568000000.0,,27195000000.0,479890000000.0,26888000000.0,81645000000.0,,29917000000.0,62587000000.0,542497000000.0,18436000000.0,5889000000.0,5905000000.0,0.0,64172000000.0,,36559000000.0,1468000000.0,4079000000.0,258564000000.0,1058000000.0,537000000.0,5889000000.0,2090000000.0,2000000.0,46861000000.0,5950000000.0,55901000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,287832000000.0,,,,,,,,,,77635000000.0,24147000000.0,,6383000000.0,,,,,7628000000.0,,,,1641000000.0,,,,,31159000000.0,,,,,546207000000.0,11652000000.0,4733000000.0,4742000000.0,,,,,1137000000.0,,257414000000.0,,,4733000000.0,,22000000.0,38848000000.0,,46476000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,289183000000.0,,8984000000.0,80932000000.0,21815000000.0,20436000000.0,,88458000000.0,208251000000.0,1379000000.0,80786000000.0,20435000000.0,-574462000000.0,1839000000.0,1024929000000.0,307000000.0,59543000000.0,206325000000.0,3141000000.0,0.0,1379000000.0,798000000.0,296000000.0,450467000000.0,111926000000.0,21562000000.0,501731000000.0,62692000000.0,17242000000.0,,29917000000.0,62918000000.0,561274000000.0,31922000000.0,1511000000.0,1543000000.0,0.0,64841000000.0,,44058000000.0,1654000000.0,4053000000.0,271166000000.0,55074000000.0,1125000000.0,1511000000.0,5078000000.0,48000000.0,14953000000.0,4225000000.0,18094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,294701000000.0,809323683.0,,,,,6.234835,,,,81453000000.0,24525000000.0,,6651000000.0,,,,,7785000000.0,,,,1596000000.0,,,,,33244000000.0,,6.234835,,,568085000000.0,12136000000.0,5046000000.0,5055000000.0,,,809323683.0,,1134000000.0,,272459000000.0,,,5046000000.0,,0.0,40424000000.0,,48209000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,294804000000.0,,8796000000.0,80932000000.0,23401000000.0,21228000000.0,,98087000000.0,213872000000.0,2173000000.0,83500000000.0,25966000000.0,,7893000000.0,451760000000.0,1163000000.0,68804000000.0,212025000000.0,9371000000.0,0.0,2173000000.0,664000000.0,1940000000.0,451760000000.0,116746000000.0,27691000000.0,504151000000.0,45193000000.0,83615000000.0,,29917000000.0,62435000000.0,572955000000.0,22834000000.0,5934000000.0,5953000000.0,423000000.0,65139000000.0,,28192000000.0,1228000000.0,4192000000.0,277164000000.0,968000000.0,1617000000.0,5934000000.0,5590000000.0,-412000000.0,28936000000.0,3573000000.0,38307000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
