date,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInventory,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
2003-09-30,,404379000.0,404379000.0,237966000.0,,306323000.0,700107000.0,,99880000.0,24590000.0,,204017000.0,15439000.0,-25884000.0,23703000.0,73683000.0,263976000.0,-1178192000.0,1881957000.0,0.0,78578000.0,,,1878299000.0,98056000.0,-182000.0,-55783000.0,262945000.0,,,187048000.0,30922000.0,,623000.0,,155847000,0.42,990290000.0,,-30392000.0,2081750000.0,270644000.0,37923000.0,202568000.0,1337545000.0,3296125000.0,1153742000,,117924000,2327835000.0,4927790000.0,84355000.0,52694000.0,2846040000.0,164602000.0,84355000.0,75290000,0.41,0.0,466614000.0,778096000.0,765174000.0,2599955000.0,0.0,,,1006033000.0,-29182000.0,166910000.0,-2605000.0,404379000.0,270644000.0,,630199000.0,388568000.0,,
2003-12-31,,370379000.0,370379000.0,238304000.0,,404379000.0,717875000.0,,97637000.0,19551000.0,,,14576000.0,-25824000.0,-40017000.0,63669000.0,372208000.0,-1192531000.0,2194029000.0,0.0,348612000.0,,,1910406000.0,-33376000.0,-1954000.0,162226000.0,258890000.0,,,141431000.0,119673000.0,,4495000.0,,154467000,,910801000.0,,-30425000.0,1849640000.0,272406000.0,37781000.0,,1480280000.0,3342020000.0,1107543000,,116686000,2391081000.0,5133752000.0,76319000.0,322788000.0,3284112000.0,242459000.0,76319000.0,78086000,,0.0,446811000.0,747567000.0,718451000.0,2742671000.0,0.0,,,1003915000.0,-346784000.0,233906000.0,-4473000.0,370379000.0,272406000.0,-7149000.0,639339000.0,389092000.0,,
2004-03-31,,422533000.0,422533000.0,238637000.0,,370379000.0,701476000.0,,117695000.0,33886000.0,,204763000.0,14680000.0,-20931000.0,-65273000.0,23842000.0,385186000.0,-1195596000.0,2177442000.0,0.0,144678000.0,,,1897072000.0,52154000.0,-1466000.0,14354000.0,300964000.0,,,0.0,97182000.0,,4363000.0,,170889000,0.41,971531000.0,,-30479000.0,1993702000.0,303177000.0,38201000.0,203088000.0,1506476000.0,3394653000.0,1242380000,,132688000,2478007000.0,5257806000.0,83112000.0,123747000.0,3264104000.0,260393000.0,83112000.0,83809000,0.41,0.0,442032000.0,801280000.0,806515000.0,2779799000.0,0.0,,,1006051000.0,-20931000.0,240032000.0,-313000.0,422533000.0,303177000.0,-33171000.0,666938000.0,435865000.0,,
2004-06-30,,370696000.0,370696000.0,238828000.0,,422533000.0,701914000.0,,155680000.0,46014000.0,,204787000.0,15324000.0,-27568000.0,-42253000.0,22480000.0,333712000.0,-1216484000.0,2255993000.0,0.0,78104000.0,,,1918398000.0,-51837000.0,-3173000.0,-53042000.0,332060000.0,,,189427000.0,91180000.0,,5765000.0,,208949000,0.55,1036657000.0,,-30493000.0,2084086000.0,312792000.0,38000000.0,203263000.0,1481165000.0,3476424000.0,1380360000,,170949000,2517822000.0,5375705000.0,112264000.0,50536000.0,3291619000.0,227103000.0,112264000.0,109666000,0.54,0.0,492690000.0,891226000.0,896619000.0,2857883000.0,-82399000.0,,,1001109000.0,-87654000.0,252953000.0,55000.0,370696000.0,312792000.0,-40837000.0,720476000.0,483741000.0,,
2004-09-30,,306643000.0,306643000.0,238866000.0,,370696000.0,750023000.0,,158708000.0,41850000.0,,204714000.0,15938000.0,-23945000.0,-32728000.0,22837000.0,258961000.0,-1291938000.0,2402684000.0,0.0,161217000.0,,,2041961000.0,-64053000.0,-273000.0,-10965000.0,370139000.0,,,195373000.0,101355000.0,,773000.0,,213286000,0.59,1064302000.0,,-32535000.0,2108395000.0,321911000.0,40588000.0,203335000.0,1499297000.0,3564154000.0,1444196000,,172698000,2563599000.0,5520063000.0,120264000.0,137272000.0,3411668000.0,231242000.0,120264000.0,116858000,0.59,0.0,475953000.0,931919000.0,949587000.0,2956464000.0,0.0,,,1000059000.0,-194003000.0,267996000.0,1948000.0,306643000.0,321911000.0,-10422000.0,756601000.0,494609000.0,,
2004-12-31,,357606000.0,357606000.0,239015000.0,,306643000.0,756680000.0,,120063000.0,21257000.0,,,15347000.0,-34990000.0,39304000.0,339264000.0,206495000.0,-1329533000.0,2679057000.0,0.0,213448000.0,,,2086213000.0,47535000.0,-264000.0,40087000.0,364406000.0,,,180893000.0,195220000.0,,2707000.0,,179923000,,1355976000.0,,-32553000.0,2149947000.0,344283000.0,44056000.0,,1317521000.0,3628715000.0,1421176000,,135867000,2673497000.0,5792179000.0,97114000.0,178458000.0,3642232000.0,267994000.0,97114000.0,98806000,,0.0,471413000.0,912688000.0,941026000.0,3118682000.0,0.0,,,753063000.0,-222265000.0,296464000.0,-457000.0,357606000.0,344283000.0,24958000.0,775741000.0,480150000.0,,
2005-03-31,,411830000.0,411830000.0,239377000.0,,357606000.0,750119000.0,,134386000.0,34121000.0,,204904000.0,16147000.0,-27820000.0,148008000.0,515129000.0,215507000.0,-1346420000.0,2733618000.0,0.0,43547000.0,,,2096539000.0,54224000.0,,-96517000.0,409061000.0,,,181677000.0,145219000.0,,2785000.0,,188550000,0.48,1530964000.0,,-32592000.0,2306932000.0,351437000.0,42496000.0,203650000.0,1336199000.0,3694257000.0,1449034000,,146054000,2867163000.0,6006176000.0,98134000.0,15727000.0,3699244000.0,267806000.0,98134000.0,100265000,0.48,0.0,425097000.0,964565000.0,951543000.0,3139013000.0,0.0,,,755443000.0,-127332000.0,312950000.0,4479000.0,411830000.0,351437000.0,-33621000.0,813254000.0,497491000.0,,
2005-06-30,,399671000.0,399671000.0,239399000.0,,411830000.0,741552000.0,,173842000.0,50324000.0,,203984000.0,15202000.0,-40504000.0,-216800000.0,380710000.0,213924000.0,-1334085000.0,2685239000.0,0.0,181743000.0,,,2075637000.0,-11485000.0,,21156000.0,411808000.0,,,189806000.0,77946000.0,,5595000.0,,223644000,0.85,1426370000.0,,-32395000.0,2291808000.0,361402000.0,41881000.0,202959000.0,1338557000.0,3835063000.0,1584485000,,181763000,2764927000.0,5932523000.0,173201000.0,141239000.0,3640715000.0,269148000.0,173201000.0,123518000,0.85,0.0,444046000.0,970425000.0,1041320000.0,3167596000.0,0.0,,,751651000.0,41939000.0,317758000.0,7281000.0,399671000.0,361402000.0,3699000.0,795032000.0,543165000.0,,
2005-09-30,,323242000.0,323242000.0,239585000.0,,399671000.0,806540000.0,,178924000.0,46329000.0,,203918000.0,16248000.0,-36368000.0,716730000.0,543910000.0,293516000.0,-1316545000.0,3485505000.0,0.0,138204000.0,,,2123085000.0,-75222000.0,-99000.0,-26561000.0,376437000.0,,,145514000.0,84283000.0,,5149000.0,,232776000,0.61,1566703000.0,,-34447000.0,2219234000.0,343401000.0,40010000.0,202572000.0,1969929000.0,3923296000.0,1562756000,,192766000,3536632000.0,6804795000.0,122680000.0,101836000.0,4585561000.0,320080000.0,122680000.0,132595000,0.6,0.0,500842000.0,1024758000.0,1026589000.0,3268163000.0,0.0,,,1339883000.0,-939829000.0,309966000.0,2406000.0,323242000.0,343401000.0,53564000.0,746065000.0,536167000.0,,
2005-12-31,,191150000.0,191150000.0,239796000.0,,323242000.0,816679000.0,,164102000.0,40569000.0,,,24608000.0,-47421000.0,-375099000.0,194229000.0,293815000.0,-1370706000.0,3486613000.0,0.0,312690000.0,,,2187385000.0,-105422000.0,-767000.0,83404000.0,381776000.0,,,109632000.0,57778000.0,,5701000.0,,238929000,,1207454000.0,,-34479000.0,1975925000.0,354766000.0,51332000.0,,2036055000.0,4004944000.0,1593400000,,187597000,3243509000.0,6573032000.0,116127000.0,265269000.0,4597107000.0,319730000.0,116127000.0,123533000,,0.0,521817000.0,991512000.0,1051037000.0,3329523000.0,0.0,,,1344173000.0,-43219000.0,372152000.0,1113000.0,191150000.0,354766000.0,65834000.0,682393000.0,542363000.0,,
2006-03-31,,290347000.0,290347000.0,240960000.0,,190962000.0,811077000.0,,191631000.0,58121000.0,,204960000.0,21465000.0,-39162000.0,-117690000.0,78482000.0,302079000.0,-1376702000.0,3451847000.0,0.0,112695000.0,,,2187779000.0,99385000.0,-9413000.0,-80774000.0,433269000.0,,,169286000.0,67764000.0,,42300000.0,,268329000,1.0,1169577000.0,,-34579000.0,2189091000.0,373559000.0,52173000.0,203316000.0,2034711000.0,4174193000.0,1668362000,,216156000,3204288000.0,6754094000.0,203828000.0,73533000.0,4565003000.0,325833000.0,203828000.0,133510000,0.99,0.0,488540000.0,1066922000.0,1078647000.0,3549806000.0,0.0,,,1343794000.0,105531000.0,365084000.0,-3060000.0,290347000.0,373559000.0,-27310000.0,705672000.0,589715000.0,,
2006-06-30,,271794000.0,271794000.0,241468000.0,,290347000.0,752670000.0,,225093000.0,66435000.0,,205615000.0,19266000.0,-47752000.0,-91105000.0,37838000.0,703372000.0,-1272836000.0,737038000.0,0.0,209092000.0,,,2025506000.0,-13530000.0,-33762000.0,-17623000.0,399489000.0,,,131607000.0,120111000.0,,18940000.0,,292193000,0.35,1058871000.0,,-34685000.0,2022326000.0,367232000.0,43695000.0,203897000.0,2169477000.0,4211417000.0,1655397000,,248498000,3228348000.0,6860193000.0,71911000.0,161340000.0,4837867000.0,470607000.0,71911000.0,158658000,0.35,0.0,489937000.0,1001246000.0,1039667000.0,3631845000.0,0.0,2644787000.0,,1343704000.0,-141780000.0,355166000.0,-4139000.0,271794000.0,367232000.0,-12789000.0,634895000.0,615730000.0,,
2006-09-30,,339173000.0,339173000.0,241755000.0,,271794000.0,805820000.0,,206299000.0,49991000.0,,205313000.0,17186000.0,-50645000.0,124154000.0,51360000.0,600670000.0,-1291444000.0,902745000.0,0.0,276333000.0,,,2097264000.0,67379000.0,-4591000.0,77369000.0,404785000.0,,,166108000.0,142583000.0,,9948000.0,,277073000,0.82,1172197000.0,6363000.0,-37689000.0,2222502000.0,355264000.0,50979000.0,203682000.0,2356171000.0,4341253000.0,1651927000,,226094000,3528368000.0,7324741000.0,167525000.0,225688000.0,5102239000.0,476279000.0,167525000.0,156308000,0.82,0.0,549944000.0,1037855000.0,1070569000.0,3796373000.0,0.0,2793004000.0,,1491203000.0,-336274000.0,388689000.0,-2609000.0,339173000.0,355264000.0,-2045000.0,713009000.0,581358000.0,,
2006-12-31,13289000.0,373616000.0,373616000.0,242293000.0,,339173000.0,856799000.0,,203277000.0,46265000.0,,,19052000.0,-57176000.0,212931000.0,290549000.0,230988000.0,-1340043000.0,1065382000.0,0.0,296591000.0,,,2196842000.0,34550000.0,-563000.0,28980000.0,410001000.0,,,146720000.0,48852000.0,,22123000.0,,279352000,,1433980000.0,51532000.0,-37846000.0,2271506000.0,377107000.0,54654000.0,,2381656000.0,4421927000.0,1698069000,,224698000,3815636000.0,7626658000.0,118520000.0,239415000.0,5355152000.0,537131000.0,118520000.0,157012000,,0.0,573421000.0,1056828000.0,1096264000.0,3811022000.0,0.0,3201983000.0,,1480491000.0,-482510000.0,364034000.0,-2369000.0,373616000.0,377107000.0,36229000.0,709647000.0,601805000.0,,
2007-03-31,,444354000.0,444354000.0,242916000.0,,373616000.0,867356000.0,,193924000.0,55080000.0,,206182000.0,21840000.0,-44392000.0,137259000.0,468661000.0,183558000.0,-1377570000.0,1071048000.0,0.0,61417000.0,,,2244926000.0,70738000.0,-26084000.0,-145692000.0,427816000.0,,,65978000.0,59764000.0,,22852000.0,,275287000,0.63,1476769000.0,8118000.0,-37887000.0,2451271000.0,420431000.0,59807000.0,204457000.0,2510729000.0,4454814000.0,1780187000,,215480000,3987498000.0,7847336000.0,128931000.0,17025000.0,5396065000.0,658825000.0,128931000.0,138844000,0.63,0.0,514314000.0,1106140000.0,1144276000.0,3859838000.0,0.0,3274103000.0,,1480914000.0,-131487000.0,370990000.0,284000.0,444354000.0,420431000.0,-19567000.0,742444000.0,635911000.0,,
2007-06-30,,409863000.0,409863000.0,243604000.0,,444354000.0,887849000.0,,239817000.0,64690000.0,,206145000.0,22444000.0,-50741000.0,-254723000.0,290789000.0,166128000.0,-1403624000.0,1043521000.0,0.0,254521000.0,,,2291473000.0,-34491000.0,-50688000.0,25734000.0,436837000.0,,,85244000.0,79417000.0,,28121000.0,,324100000,0.84,1362528000.0,6567000.0,-37866000.0,2432513000.0,404765000.0,61692000.0,204431000.0,2447690000.0,4589142000.0,1858965000,,262408000,3810218000.0,7807817000.0,172194000.0,203780000.0,5375304000.0,624993000.0,172194000.0,175127000,0.84,0.0,549658000.0,1119522000.0,1191792000.0,3997599000.0,0.0,3277806000.0,,1465674000.0,-36034000.0,357023000.0,-147000.0,409863000.0,404765000.0,6152000.0,740728000.0,667173000.0,,
2007-09-30,,446023000.0,446023000.0,244359000.0,,409863000.0,859386000.0,,241911000.0,63972000.0,,202469000.0,22326000.0,-35554000.0,-117606000.0,511650000.0,287445000.0,-1368983000.0,1041337000.0,0.0,229690000.0,,,2228369000.0,34931000.0,-315611000.0,-28591000.0,432260000.0,,,72318000.0,134320000.0,,29378000.0,,325849000,0.87,1614508000.0,6364000.0,-39737000.0,2495274000.0,404537000.0,59196000.0,200850000.0,2426405000.0,4723996000.0,1843829000,,266653000,4040913000.0,7949063000.0,174591000.0,194136000.0,5453789000.0,630780000.0,174591000.0,177939000,0.86,0.0,598280000.0,1172081000.0,1172639000.0,3908150000.0,0.0,3265621000.0,,1454455000.0,-90656000.0,341170000.0,-2416000.0,446023000.0,404537000.0,22316000.0,719729000.0,671190000.0,,
2007-12-31,15283000.0,602412000.0,602412000.0,244548000.0,,446023000.0,885145000.0,,222564000.0,53688000.0,,,22395000.0,-43565000.0,-110603000.0,638649000.0,275827000.0,-1430890000.0,1070574000.0,0.0,329319000.0,,,2316035000.0,156389000.0,-203626000.0,159962000.0,416388000.0,,,18138000.0,217648000.0,,6766000.0,,311089000,,1681192000.0,61332000.0,-38900000.0,2544238000.0,425302000.0,64333000.0,,2442405000.0,4870460000.0,1860022000,,246756000,4123597000.0,8069770000.0,185364000.0,285754000.0,5525532000.0,674333000.0,185364000.0,168876000,,0.0,592734000.0,1097697000.0,1187964000.0,3946173000.0,0.0,3293986000.0,,1452003000.0,-77886000.0,316069000.0,-1797000.0,602412000.0,425302000.0,50289000.0,681600000.0,672058000.0,,
2008-03-31,,635690000.0,635690000.0,244767000.0,,602412000.0,901827000.0,,207353000.0,61090000.0,,193257000.0,23330000.0,-42146000.0,-87347000.0,288461000.0,268630000.0,-1471605000.0,1064017000.0,0.0,152852000.0,,,2373432000.0,33278000.0,-150946000.0,-106648000.0,457113000.0,31861000.0,,0.0,284060000.0,,8235000.0,,299273000,0.76,1323694000.0,8270000.0,-38388000.0,2653265000.0,448536000.0,66073000.0,192424000.0,2893157000.0,4979248000.0,1855062000,,233200000,4216851000.0,8203445000.0,147176000.0,110706000.0,5550180000.0,693740000.0,147176000.0,146263000,0.76,0.0,515619000.0,1151301000.0,1173326000.0,3986594000.0,0.0,3315706000.0,,1896015000.0,-63086000.0,303402000.0,-2517000.0,635690000.0,448536000.0,-14969000.0,711746000.0,681736000.0,,
2008-06-30,,742612000.0,742612000.0,246090000.0,,635690000.0,913079000.0,,264514000.0,77604000.0,,190589000.0,27388000.0,-42969000.0,-28113000.0,462890000.0,269775000.0,-1538995000.0,1045247000.0,0.0,241591000.0,,,2452074000.0,103230000.0,-201447000.0,14686000.0,486084000.0,-33509000.0,,0.0,298872000.0,,53314000.0,,357729000,0.72,1546421000.0,5763000.0,-37912000.0,2836099000.0,446531000.0,64641000.0,189094000.0,2883733000.0,5076614000.0,2010978000,,293088000,4430154000.0,8386761000.0,135276000.0,198622000.0,5550662000.0,697486000.0,135276000.0,186910000,0.71,1000.0,571851000.0,1237237000.0,1271359000.0,3956607000.0,0.0,3322561000.0,,1879492000.0,-110763000.0,306755000.0,-1186000.0,742613000.0,446531000.0,5369000.0,709097000.0,739619000.0,,
2008-09-30,,795291000.0,575932000.0,246571000.0,,742613000.0,896327000.0,,256071000.0,65736000.0,,187706000.0,25924000.0,-48204000.0,-216595000.0,408074000.0,269606000.0,-1509756000.0,1003672000.0,0.0,351929000.0,,,2406083000.0,-166681000.0,-114343000.0,72393000.0,469767000.0,16338000.0,,0.0,204347000.0,,17103000.0,219359000.0,336521000,1.01,1537028000.0,7849000.0,-46271000.0,2826853000.0,434992000.0,67170000.0,186488000.0,2865354000.0,5217993000.0,1965776000,,269351000,4402382000.0,8316482000.0,187650000.0,303725000.0,5489629000.0,693453000.0,187650000.0,190335000,1.0,0.0,619170000.0,1194472000.0,1261433000.0,3914100000.0,-219359000.0,3320024000.0,,1861175000.0,-260741000.0,310726000.0,12644000.0,575932000.0,434992000.0,-638000.0,695922000.0,704343000.0,,
2008-12-31,,826869000.0,547409000.0,246615000.0,,575932000.0,872134000.0,,215627000.0,46045000.0,,,19294000.0,-42476000.0,-228849000.0,224944000.0,69106000.0,-1516719000.0,952409000.0,79897000.0,256452000.0,,,2388853000.0,-28523000.0,-1000.0,7652000.0,373436000.0,18769000.0,,0.0,10816000.0,,,279460000.0,307117000,,1237580000.0,-9842000.0,-46500000.0,2614185000.0,375378000.0,63270000.0,,2836858000.0,5286458000.0,1726648000,-60101000.0,231121000,4074438000.0,7867304000.0,120727000.0,213976000.0,5253119000.0,79123000.0,120727000.0,169582000,,0.0,620129000.0,,1120149000.0,3792866000.0,0.0,3255566000.0,,1860729000.0,-20209000.0,314405000.0,3800000.0,547409000.0,375378000.0,37366000.0,636121000.0,606499000.0,,
2009-03-31,,762950000.0,500310000.0,246634000.0,-77511000.0,547409000.0,850597000.0,,94091000.0,32997000.0,127465000.0,186121000.0,22398000.0,-31475000.0,-122777000.0,146652000.0,54382000.0,-1522154000.0,926812000.0,0.0,108096000.0,97295000.0,,2372751000.0,-47099000.0,0.0,-1051000.0,345967000.0,19428000.0,,0.0,-21853000.0,5963000.0,,262640000.0,180314000,0.29,1010944000.0,-34393000.0,-46503000.0,2415914000.0,367390000.0,63825000.0,186011000.0,2812477000.0,5293380000.0,1379085000,-89320000.0,114753000,3823421000.0,7596833000.0,53425000.0,76621000.0,5180919000.0,65231000.0,53425000.0,61094000,0.29,0.0,497566000.0,,896942000.0,3773412000.0,0.0,3245293000.0,-21119000.0,1861407000.0,-18806000.0,325968000.0,1736000.0,500310000.0,367390000.0,13382000.0,617568000.0,482143000.0,,
2009-06-30,,836104000.0,693560000.0,246754000.0,-29304000.0,500310000.0,849466000.0,,101995000.0,1121000.0,24875000.0,186292000.0,24840000.0,-26976000.0,-73105000.0,134044000.0,55025000.0,-1557708000.0,917063000.0,0.0,180542000.0,129499000.0,,2407174000.0,193250000.0,0.0,7785000.0,348971000.0,,,0.0,50073000.0,5076000.0,,142544000.0,190570000,0.52,1000490000.0,5076000.0,-46530000.0,2480318000.0,364962000.0,63735000.0,186070000.0,2766056000.0,5343931000.0,1390331000,-6873000.0,128348000,3766546000.0,7670454000.0,97080000.0,153566000.0,5190136000.0,58960000.0,97080000.0,100874000,0.52,0.0,503340000.0,,897021000.0,3903908000.0,0.0,3256503000.0,-5720000.0,1844741000.0,66526000.0,328437000.0,-1513000.0,693560000.0,364962000.0,45533000.0,592160000.0,493310000.0,,
2009-09-30,,929504000.0,597504000.0,246789000.0,-119877000.0,693560000.0,843313000.0,-8976000.0,154745000.0,47261000.0,-43814000.0,186358000.0,26299000.0,-24799000.0,-166944000.0,33875000.0,52254000.0,-1600513000.0,899030000.0,0.0,249612000.0,77309000.0,,2443826000.0,-96056000.0,0.0,71100000.0,363665000.0,,,0.0,123164000.0,3887000.0,,332000000.0,181044000,0.57,943453000.0,3887000.0,-48398000.0,2589568000.0,378125000.0,64340000.0,186148000.0,2788444000.0,5402417000.0,1499611000,-252246000.0,180141000,3731897000.0,7772311000.0,106884000.0,224813000.0,5182743000.0,59248000.0,106884000.0,107484000,0.57,0.0,527584000.0,,941345000.0,4040414000.0,0.0,3274053000.0,3512000.0,1826989000.0,-204786000.0,325738000.0,903000.0,597504000.0,378125000.0,33884000.0,567322000.0,558266000.0,,
2009-12-31,,938174000.0,714365000.0,247342000.0,35000.0,597504000.0,828922000.0,-178730000.0,140787000.0,38346000.0,54528000.0,,26838000.0,-36759000.0,-27127000.0,35624000.0,116701000.0,-1614988000.0,950748000.0,0.0,257843000.0,101930000.0,,2443910000.0,116861000.0,0.0,18169000.0,357004000.0,,,0.0,84842000.0,2986000.0,,223809000.0,233948000,,969176000.0,2986000.0,-48443000.0,2522707000.0,400635000.0,66323000.0,,2829619000.0,5453022000.0,1506661000,0.0,164799000,3798795000.0,7882403000.0,99048000.0,221084000.0,5359696000.0,138878000.0,99048000.0,102441000,,0.0,537554000.0,,941227000.0,4083608000.0,0.0,3350217000.0,-7979000.0,1825260000.0,-101687000.0,292344000.0,2826000.0,714365000.0,400635000.0,4442000.0,570858000.0,565434000.0,,
2010-03-31,,1012004000.0,690295000.0,247846000.0,,714365000.0,822636000.0,,177060000.0,55575000.0,-127517000.0,187886000.0,27169000.0,-39336000.0,69551000.0,162937000.0,80367000.0,-1615039000.0,935998000.0,0.0,86041000.0,173697000.0,,2437675000.0,-24070000.0,-28701000.0,-107381000.0,437597000.0,,,0.0,915000.0,7022000.0,,321709000.0,270169000,0.58,1186454000.0,7022000.0,-48696000.0,2755702000.0,409169000.0,65940000.0,187093000.0,2783856000.0,5512452000.0,1583270000,-291687000.0,202987000,3970310000.0,8026901000.0,108126000.0,46705000.0,5271199000.0,120738000.0,108126000.0,121485000,0.58,0.0,495117000.0,,971114000.0,4056591000.0,0.0,3319833000.0,87996000.0,1825196000.0,-148213000.0,292248000.0,1242000.0,690295000.0,409169000.0,-55347000.0,619528000.0,612156000.0,,
2010-06-30,,,,,,690295000.0,,,242655000.0,70762000.0,-100490000.0,188720000.0,28996000.0,-46945000.0,-175032000.0,,,,,0.0,230790000.0,130581000.0,,,48522000.0,-35753000.0,-7620000.0,,,,,,5941000.0,,,264889000,0.91,,5941000.0,-48581000.0,,423809000.0,66073000.0,186823000.0,,,1786696000,-58896000.0,264889000,,,169870000.0,183845000.0,,,169870000.0,171893000,0.9,,,,1097998000.0,,0.0,,63735000.0,,21317000.0,,4708000.0,738817000.0,423809000.0,-59061000.0,,688698000.0,,
2010-09-30,,,,,-59277000.0,738817000.0,,-35213000.0,261491000.0,38732000.0,-74361000.0,188565000.0,28812000.0,-43556000.0,-88946000.0,,,,,0.0,201037000.0,152785000.0,,,127273000.0,-5744000.0,-97473000.0,,,,,,4105000.0,,,297663000,1.2,,4533000.0,-51359000.0,,414022000.0,67133000.0,186721000.0,,,1887141000,-112992000.0,297663000,,,223759000.0,157481000.0,,,223759000.0,222759000,1.19,,,,1175456000.0,,0.0,,-20556000.0,,-38025000.0,,9837000.0,866090000.0,414022000.0,-34311000.0,,711685000.0,,
2010-12-31,,1309095000.0,1187361000.0,249361000.0,-41000.0,866090000.0,847189000.0,-59220000.0,243878000.0,52107000.0,106434000.0,,25895000.0,-53380000.0,-110361000.0,16925000.0,67133000.0,-1693021000.0,907523000.0,0.0,428983000.0,96403000.0,,2540210000.0,321271000.0,-53357000.0,27196000.0,469038000.0,,,0.0,50161000.0,5034000.0,,121734000.0,339033000,,1194386000.0,11594000.0,-51463000.0,3261871000.0,450721000.0,69260000.0,,2841946000.0,5953027000.0,1875541000,-3306000.0,269397000,4036332000.0,8562894000.0,198348000.0,375603000.0,5301023000.0,669763000.0,198348000.0,191771000,,0.0,628931000.0,,1155423000.0,4526562000.0,0.0,3368033000.0,-27082000.0,1790886000.0,-14176000.0,381297000.0,376000.0,1187361000.0,450721000.0,17243000.0,714110000.0,720118000.0,,
2011-03-31,,1378119000.0,1378119000.0,249998000.0,-400442000.0,1187361000.0,905649000.0,-423998000.0,240800000.0,57494000.0,-82869000.0,190090000.0,28286000.0,-52650000.0,350876000.0,39603000.0,65894000.0,-1739005000.0,1068617000.0,0.0,127149000.0,124410000.0,,2644654000.0,190758000.0,-29214000.0,-130569000.0,591989000.0,,,0.0,121822000.0,8266000.0,,0.0,342773000,1.04,1273850000.0,-5460000.0,-51341000.0,3591317000.0,478519000.0,73687000.0,186659000.0,3342249000.0,6096591000.0,1959021000,0.0,270306000,4616099000.0,9360143000.0,194905000.0,74499000.0,5768826000.0,613237000.0,194905000.0,183306000,1.03,0.0,546236000.0,,1210196000.0,4744044000.0,0.0,3616161000.0,107515000.0,2185991000.0,-344248000.0,459677000.0,-1220000.0,1378119000.0,478519000.0,-66737000.0,845230000.0,748825000.0,,
2011-06-30,,1397419000.0,1397419000.0,250456000.0,-16000.0,1378119000.0,936797000.0,-626000.0,312219000.0,63125000.0,-105669000.0,189705000.0,31120000.0,-73770000.0,-98087000.0,47748000.0,22590000.0,-1772168000.0,1038658000.0,0.0,209009000.0,0.0,,2708965000.0,19300000.0,-69168000.0,-126156000.0,596315000.0,,,0.0,141457000.0,6135000.0,,0.0,417857000,1.34,1263966000.0,4984000.0,-51265000.0,3753415000.0,474130000.0,74518000.0,186443000.0,3305115000.0,6295095000.0,2156871000,0.0,341727000,4569081000.0,9482038000.0,249769000.0,135239000.0,5728623000.0,594313000.0,249769000.0,249094000,1.32,0.0,332320000.0,,1341014000.0,4912957000.0,-18211000.0,3616805000.0,1865000.0,2186238000.0,-90771000.0,446579000.0,-1374000.0,1397419000.0,474130000.0,-35298000.0,882512000.0,815857000.0,,
