date,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyCurrentDeferredRevenue
2016-06-30,16046000000.0,-1588000000.0,12672000000.0,29985000000.0,32929000000.0,1513000000.0,2120000000.0,7622000000.0,18756000000.0,1783000000,34802000000.0,3368000000.0,1.15,1551000000.0,185000000.0,49000000.0,948000000.0,-151000000.0,4285000000.0,45601000000.0,28098000000.0,1551000000.0,1652000000.0,1842000000,1788000000,7989000000.0,3814000000.0,0.0,-18000000.0,3085000000.0,1720000000.0,2364000000.0,650000000.0,2530000000.0,-9000000.0,2603000000.0,1532000000.0,1463000000.0,-6389000000.0,-12556000000.0,245000000.0,-210000000.0,12232000000.0,-1220000000.0,3814000000.0,3814000000.0,2944000000.0,0.0,1871000000.0,,-8955000000.0,12320000000.0,665000000.0,1547000000.0,34000000.0,239000000.0,-1401000000.0,2753000000,2374000000.0,6649000000,-254000000.0,1.15,716000000.0,5931000000.0,870000000.0,10801000000.0,82000000.0,,2772000000,0.0,,,,,,,
2016-09-30,16574000000.0,-1586000000.0,14258000000.0,30305000000.0,31636000000.0,1554000000.0,2838000000.0,7646000000.0,19003000000.0,1933000000,35577000000.0,3300000000.0,1.25,1551000000.0,188000000.0,-92000000.0,986000000.0,-36000000.0,4550000000.0,45894000000.0,26960000000.0,1551000000.0,1660000000.0,2028000000,1938000000,7486000000.0,4884000000.0,-440000000.0,-506000000.0,3100000000.0,1815000000.0,2432000000.0,546000000.0,2757000000.0,-10000000.0,2578000000.0,1573000000.0,1376000000.0,-6565000000.0,-12142000000.0,-242000000.0,-13000000.0,11690000000.0,56000000.0,4884000000.0,4884000000.0,3814000000.0,0.0,3127000000.0,,-8889000000.0,12698000000.0,875000000.0,1573000000.0,6000000.0,854000000.0,-1566000000.0,2977000000,3092000000.0,6982000000,-254000000.0,1.25,764000000.0,6133000000.0,1070000000.0,11131000000.0,20000000.0,,2996000000,0.0,,,,,,,
2016-12-31,17608000000.0,-1619000000.0,16467000000.0,30397000000.0,31284000000.0,1842000000.0,1711000000.0,7324000000.0,19243000000.0,1707000000,36851000000.0,736000000.0,,,195000000.0,193000000.0,1011000000.0,44000000.0,4472000000.0,47751000000.0,25851000000.0,,1515000000.0,1775000000,1711000000,9017000000.0,4239000000.0,0.0,-25000000.0,3499000000.0,2128000000.0,2499000000.0,-1940000000.0,2411000000.0,-15000000.0,2470000000.0,1860000000.0,1897000000.0,-6296000000.0,-12688000000.0,428000000.0,-611000000.0,853000000.0,-278000000.0,4239000000.0,4239000000.0,4884000000.0,0.0,3216000000.0,,-9559000000.0,12360000000.0,832000000.0,1666000000.0,132000000.0,154000000.0,-1853000000.0,2612000000,2149000000.0,6971000000,-438000000.0,,658000000.0,6064000000.0,-645000000.0,0.0,-102000000.0,,2985000000,0.0,,,,,,,
2017-03-31,16884000000.0,-1618000000.0,13355000000.0,30367000000.0,33829000000.0,1469000000.0,551000000.0,7485000000.0,19743000000.0,1587000000,36627000000.0,3502000000.0,1.02,1552000000.0,197000000.0,84000000.0,1079000000.0,-83000000.0,3887000000.0,47184000000.0,28588000000.0,1553000000.0,2398000000.0,1658000000,1590000000,8007000000.0,5076000000.0,-438000000.0,-579000000.0,3090000000.0,1905000000.0,2177000000.0,1243000000.0,2177000000.0,-5000000.0,2517000000.0,1491000000.0,1739000000.0,-6598000000.0,-12392000000.0,-282000000.0,504000000.0,11808000000.0,-814000000.0,5076000000.0,5076000000.0,4239000000.0,0.0,2758000000.0,219000000.0,-9265000000.0,12862000000.0,330000000.0,1746000000.0,27000000.0,-886000000.0,341000000.0,2396000000,843000000.0,6064000000,-292000000.0,1.02,541000000.0,6264000000.0,837000000.0,10597000000.0,-151000000.0,,2418000000,,,,,,,,
2017-06-30,18432000000.0,-1618000000.0,17243000000.0,30528000000.0,31694000000.0,1655000000.0,2960000000.0,7614000000.0,20228000000.0,1776000000,38660000000.0,3737000000.0,1.14,1553000000.0,210000000.0,52000000.0,1072000000.0,-205000000.0,4398000000.0,48937000000.0,26595000000.0,1554000000.0,2386000000.0,1842000000,1781000000,7730000000.0,6197000000.0,0.0,-660000000.0,3648000000.0,2019000000.0,2519000000.0,421000000.0,2508000000.0,-14000000.0,2527000000.0,1677000000.0,1362000000.0,-6927000000.0,-12008000000.0,-378000000.0,-518000000.0,12235000000.0,-1000000.0,6197000000.0,6197000000.0,5076000000.0,0.0,5152000000.0,,-9070000000.0,13556000000.0,421000000.0,1909000000.0,43000000.0,1092000000.0,-1932000000.0,2721000000,3228000000.0,6917000000,-268000000.0,1.14,689000000.0,6629000000.0,1121000000.0,12091000000.0,45000000.0,,2743000000,,,,,,,,
2017-09-30,20859000000.0,-1618000000.0,18514000000.0,30831000000.0,33070000000.0,1649000000.0,1485000000.0,7681000000.0,21092000000.0,1966000000,41951000000.0,3968000000.0,1.27,1553000000.0,225000000.0,111000000.0,1080000000.0,-38000000.0,4738000000.0,51584000000.0,28065000000.0,1554000000.0,2973000000.0,2045000000,1970000000,8283000000.0,7667000000.0,-446000000.0,-1053000000.0,3985000000.0,2183000000.0,2735000000.0,-421000000.0,2845000000.0,-21000000.0,2501000000.0,1670000000.0,1037000000.0,-7115000000.0,-11407000000.0,0.0,-104000000.0,13192000000.0,-1238000000.0,7667000000.0,7667000000.0,6197000000.0,0.0,5910000000.0,,-8797000000.0,13972000000.0,463000000.0,1973000000.0,-425000000.0,28000000.0,359000000.0,3068000000,1920000000.0,7473000000,-435000000.0,1.27,812000000.0,6857000000.0,1470000000.0,12604000000.0,49000000.0,,3089000000,,,,,,,,
2017-12-31,21594000000.0,-1666000000.0,15962000000.0,29859000000.0,37236000000.0,1952000000.0,2368000000.0,7666000000.0,21374000000.0,690000000,42968000000.0,5103000000.0,0.44,1553000000.0,243000000.0,178000000.0,1074000000.0,-95000000.0,5293000000.0,53198000000.0,31334000000.0,1554000000.0,2931000000.0,796000000,694000000,8806000000.0,8447000000.0,0.0,-722000000.0,3738000000.0,2054000000.0,3001000000.0,-513000000.0,3059000000.0,-71000000.0,2432000000.0,1975000000.0,799000000.0,-7295000000.0,-12086000000.0,172000000.0,26000000.0,13147000000.0,-2259000000.0,8447000000.0,8447000000.0,7667000000.0,0.0,3005000000.0,,-8535000000.0,14566000000.0,812000000.0,2242000000.0,-146000000.0,1645000000.0,-1537000000.0,3318000000,2921000000.0,8294000000,-553000000.0,0.44,2265000000.0,7271000000.0,780000000.0,12957000000.0,385000000.0,,3341000000,,,,,,,,
2018-03-31,20593000000.0,-1659000000.0,17688000000.0,29985000000.0,35864000000.0,1833000000.0,1015000000.0,7667000000.0,22477000000.0,1553000000,43070000000.0,5464000000.0,1.0,1553000000.0,242000000.0,-62000000.0,1395000000.0,-182000000.0,4281000000.0,53552000000.0,29578000000.0,1554000000.0,3501000000.0,1647000000,1556000000,8592000000.0,7231000000.0,-6000000.0,-1018000000.0,3373000000.0,2224000000.0,2615000000.0,338000000.0,2193000000.0,-18000000.0,2455000000.0,1855000000.0,822000000.0,-7597000000.0,-12350000000.0,30000000.0,-113000000.0,13393000000.0,0.0,7200000000.0,7200000000.0,8476000000.0,0.0,5270000000.0,,-8883000000.0,15056000000.0,508000000.0,2156000000.0,26000000.0,-661000000.0,-1738000000.0,2426000000,1380000000.0,6896000000,-365000000.0,1.0,559000000.0,7459000000.0,-1245000000.0,12418000000.0,126000000.0,,2448000000,,,,,,,,
2018-06-30,20028000000.0,-1673000000.0,17441000000.0,30406000000.0,33448000000.0,1868000000.0,3584000000.0,7312000000.0,20693000000.0,2193000000,40721000000.0,4607000000.0,1.41,1555000000.0,246000000.0,-66000000.0,1352000000.0,-137000000.0,4982000000.0,50889000000.0,28048000000.0,1555000000.0,2580000000.0,2295000000,2198000000,8925000000.0,6622000000.0,-6000000.0,335000000.0,2936000000.0,1953000000.0,2744000000.0,-864000000.0,2919000000.0,-12000000.0,2336000000.0,1889000000.0,793000000.0,-7269000000.0,-11915000000.0,14000000.0,48000000.0,13441000000.0,-2483000000.0,6587000000.0,6587000000.0,7231000000.0,0.0,3617000000.0,,-8908000000.0,14382000000.0,543000000.0,1953000000.0,-71000000.0,1605000000.0,-4277000000.0,3093000000,3993000000.0,7726000000,-409000000.0,1.41,644000000.0,7113000000.0,-609000000.0,13824000000.0,-82000000.0,,3114000000,,,,,,,,
2018-09-30,18538000000.0,-1778000000.0,15599000000.0,30877000000.0,33723000000.0,1710000000.0,1355000000.0,7271000000.0,20842000000.0,2242000000,39380000000.0,4735000000.0,1.44,1555000000.0,246000000.0,-248000000.0,1361000000.0,-67000000.0,4886000000.0,49322000000.0,28179000000.0,1555000000.0,2755000000.0,2341000000,2247000000,8440000000.0,5913000000.0,-7000000.0,-481000000.0,2936000000.0,1985000000.0,2618000000.0,377000000.0,3004000000.0,-11000000.0,2317000000.0,1730000000.0,809000000.0,-7447000000.0,-11720000000.0,-5000000.0,177000000.0,12658000000.0,0.0,5880000000.0,5880000000.0,6622000000.0,0.0,3587000000.0,,-9199000000.0,14585000000.0,632000000.0,1662000000.0,3000000.0,-1008000000.0,-1889000000.0,3156000000,1683000000.0,7504000000,-328000000.0,1.44,691000000.0,7138000000.0,-709000000.0,12012000000.0,101000000.0,,3176000000,,,,,,,,
2018-12-31,19442000000.0,-1775000000.0,17191000000.0,31014000000.0,33349000000.0,1997000000.0,2088000000.0,7189000000.0,20359000000.0,1907000000,39801000000.0,5476000000.0,1.23,1555000000.0,255000000.0,325000000.0,1269000000.0,-151000000.0,4718000000.0,50540000000.0,26975000000.0,1555000000.0,2422000000.0,2003000000,1910000000,8804000000.0,6620000000.0,-22000000.0,166000000.0,2950000000.0,2098000000.0,2781000000.0,-464000000.0,2555000000.0,-22000000.0,2278000000.0,2016000000.0,898000000.0,-7356000000.0,-12459000000.0,46000000.0,-59000000.0,12849000000.0,-1000000.0,6593000000.0,6593000000.0,5913000000.0,0.0,4784000000.0,,-10111000000.0,14557000000.0,576000000.0,2068000000.0,-58000000.0,228000000.0,-1747000000.0,2702000000,2422000000.0,7499000000,-334000000.0,1.23,551000000.0,7201000000.0,707000000.0,12407000000.0,-6000000.0,,2721000000,,,,,,,,
2019-03-31,15741000000.0,-1780000000.0,18486000000.0,30588000000.0,29741000000.0,2217000000.0,917000000.0,5775000000.0,22301000000.0,1350000000,38042000000.0,5689000000.0,0.87,1555000000.0,240000000.0,-7000000.0,4578000000.0,-56000000.0,4286000000.0,48227000000.0,23131000000.0,1556000000.0,2925000000.0,1464000000,1354000000,8318000000.0,3086000000.0,-21000000.0,-1596000000.0,2958000000.0,2321000000.0,2465000000.0,237000000.0,1877000000.0,-24000000.0,2129000000.0,2236000000.0,921000000.0,-7405000000.0,-11968000000.0,-1339000000.0,4000000.0,12660000000.0,-2304000000.0,3081000000.0,3081000000.0,6620000000.0,0.0,7133000000.0,,-9237000000.0,14299000000.0,370000000.0,1812000000.0,-94000000.0,-872000000.0,-3151000000.0,2050000000,1241000000.0,6751000000,-324000000.0,0.87,424000000.0,6894000000.0,-3534000000.0,11353000000.0,503000000.0,,2069000000,,,,,,,,
2019-06-30,17163000000.0,-1777000000.0,18046000000.0,31128000000.0,31286000000.0,1831000000.0,3264000000.0,5828000000.0,22760000000.0,2314000000,39923000000.0,5642000000.0,1.49,1556000000.0,232000000.0,-94000000.0,4665000000.0,-170000000.0,5034000000.0,49332000000.0,24858000000.0,1556000000.0,3220000000.0,2436000000,2319000000,8255000000.0,4013000000.0,-20000000.0,-153000000.0,3506000000.0,2401000000.0,2665000000.0,149000000.0,3017000000.0,-4000000.0,2130000000.0,1847000000.0,786000000.0,-7617000000.0,-11199000000.0,4000000.0,-777000000.0,13155000000.0,-2085000000.0,4008000000.0,4008000000.0,3086000000.0,0.0,5031000000.0,,-9051000000.0,14534000000.0,594000000.0,1708000000.0,-31000000.0,825000000.0,-2404000000.0,3187000000,3442000000.0,7699000000,-178000000.0,1.49,611000000.0,6917000000.0,927000000.0,13015000000.0,-20000000.0,,3203000000,,,,,,,,
2019-09-30,19575000000.0,-1779000000.0,18045000000.0,31197000000.0,32530000000.0,2234000000.0,1889000000.0,5720000000.0,21845000000.0,1891000000,41420000000.0,5199000000.0,1.22,1556000000.0,237000000.0,70000000.0,4499000000.0,-48000000.0,5037000000.0,50575000000.0,26426000000.0,1556000000.0,2902000000.0,2046000000,1896000000,8529000000.0,6511000000.0,-20000000.0,122000000.0,3073000000.0,2454000000.0,2605000000.0,-450000000.0,2636000000.0,-3000000.0,2088000000.0,2249000000.0,905000000.0,-7528000000.0,-11010000000.0,6000000.0,267000000.0,13068000000.0,89000000.0,6507000000.0,6507000000.0,4013000000.0,0.0,5390000000.0,,-8966000000.0,14164000000.0,723000000.0,1704000000.0,1000000.0,-268000000.0,453000000.0,2788000000,2083000000.0,7642000000,-194000000.0,1.22,635000000.0,6636000000.0,2498000000.0,12655000000.0,67000000.0,,2803000000,,,,,,,,
