date,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyDepreciationAndAmortization,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2004-03-31,4696387933664.46,,3243336208712.82,7760034487104.24,1769836207887.66,6798620693462.4,0.0,0.0,1007999964.0,27810198291435.78,,62552000035029.12,10167551729831.76,,,9678224143350.84,,20246681045820.9,,1767.24138,,19716568976558.52,3704991381385.14,,961413793641.84,1563008621564.94,,11226060351114.18,3555284484749.58,,3046396553430.12,2102232759797.94,1769836207887.66,1769836207887.66,1163793104.1,,18131974148084.94,,290120689817.64,3114853450020.18,,,-27500000015400.0,770370690086.58,,3859517243540.64,178750000100.1,127681034554.26,,0.0,,928025862588.66,1007999964.0,,3135043105203.9,35052000019629.12,1802637932043.96,,5285448278821.92,41107818988537.62,51275370718369.38,0.0,5202525864982.38,5202525864982.38,,1767.24138,3197724139721.76,-6683189658915.0,5072767244220.06,0.0,,,,,,,
2004-06-30,-1801886791660.0,,-3179245281620.0,7622641506080.0,915094339220.0,6481132072620.0,6981132072400.0,-2226415093360.0,1007999964.0,31707547155860.0,,64990566009140.0,11726415089180.0,,,11066037730980.0,,20754716972000.0,,918.490566,,20198113198660.0,3160377357100.0,,1141509433460.0,1886792452000.0,,11792452825000.0,9660377354240.0,,5311320752380.0,1905660376520.0,915094339220.0,915094339220.0,254716981020.0,,20641509424880.0,,377358490400.0,2867924527040.0,,,-26688679233540.0,1018867924080.0,,3537735847500.0,141509433900.0,-811320754360.0,,5650943393740.0,,811320754360.0,1007999964.0,,2160377357540.0,38301886775600.0,2830188678000.0,,4773584903560.0,44094339603240.0,55820754692420.0,3556603772020.0,6981132072400.0,6981132072400.0,,918.490566,3481132073940.0,-6669811317820.0,5037735846840.0,0.0,,,,,,,
2004-09-30,11642201839170.0,-44140557720.0,10064220187210.0,9348623856670.0,2229357798990.0,8100917434190.0,6110091745380.0,-2076337201810.0,1007999964.0,32357798177110.0,2501644455310.0,67559633052520.0,11366972481270.0,,,12357798169710.0,,19862385328450.0,,2212.477065,,19302752300720.0,3779816515160.0,,1247706422480.0,1651376147400.0,94079972270.0,11412844040920.0,-1963302753020.0,,5082568809220.0,2642201835840.0,2229357798990.0,2229357798990.0,119266055090.0,,20000000007400.0,,256880734040.0,2605504588120.0,-3440799725650.0,-2171715425730.0,-28174311937030.0,788990825980.0,-885494202410.0,3504587157260.0,165137614740.0,376146789130.0,,4651808903650.0,-868443827770.0,1238532110550.0,1007999964.0,,4036697249200.0,39385321115490.0,3899082570250.0,110091743160.0,4577981653070.0,44752293594540.0,56119266075810.0,2480093477920.0,6110091745380.0,6220183488540.0,-432750280.0,2212.477065,4201834863940.0,-6669724773110.0,5036697249570.0,6981132072400.0,,,,,,,
2004-12-31,5661493601220.0,19806225090.0,3634056410080.0,9243333600630.0,1159392948540.0,8058561246090.0,4897196260360.0,-5388836487260.0,,31364485972840.0,-5265883565360.0,70719626149130.0,9289719623660.0,-1309182884070.0,,11785046725790.0,,21018691583110.0,,,,20448598125320.0,3345794391620.0,,1184772354540.0,1065420560460.0,112321015140.0,9560747660970.0,4424504836010.0,,6635514016900.0,2406241956800.0,1159392948540.0,1159392948540.0,130841121460.0,,19579439247050.0,,344594014570.0,3429906541130.0,-1880219493790.0,-5453571118150.0,-30271028029210.0,1598130840690.0,-3486838718490.0,3383177569180.0,205607476580.0,-667838463190.0,,5902855174870.0,-1261339278370.0,1019034551510.0,,,2728543249650.0,40448598119920.0,2990654204800.0,18691588780.0,5457943923760.0,47504672884370.0,56794392508030.0,449284056720.0,4897196260360.0,4915887849140.0,-58904227250.0,,4299065419400.0,-6728971960800.0,5084112148160.0,6110091745380.0,,,,,,,
2005-03-31,5304761902640.0,-28571428560.0,3733333331840.0,9438095234320.0,1723809523120.0,8161904758640.0,6238095235600.0,-2390476189520.0,1007999964.0,31257142844640.0,2904761903600.0,72428571399600.0,11552380947760.0,,,12742857137760.0,,22733333324240.0,,1705.714285,,22171428562560.0,3914285712720.0,,1276190475680.0,1771428570720.0,76190476160.0,12571428566400.0,4428571426800.0,,2847619046480.0,2847619046480.0,1723809523120.0,1723809523120.0,47619047600.0,,18514285706880.0,,314285714160.0,4609523807680.0,-771428571120.0,-2609523808480.0,-31847619034880.0,1666666666000.0,-28571428560.0,3095238094000.0,171428571360.0,-47619047600.0,,4628571426720.0,1333333332800.0,1066666666240.0,1007999964.0,,3428571427200.0,40580952364720.0,2590476189440.0,47619047600.0,5228571426480.0,47476190457200.0,59028571404960.0,2019047618240.0,6238095235600.0,6285714283200.0,,1705.714285,3771428569920.0,-6742857140160.0,5085714283680.0,4904761902800.0,,,,,,,
2005-06-30,5823529412580.0,-69467787140.0,4215686275100.0,9862745099420.0,1960784314000.0,8352941177640.0,6068627451830.0,-2207563026810.0,1007999964.0,32852941181070.0,1840336136280.0,74990196088930.0,10892156864270.0,,,14735294119710.0,,21754901963830.0,,1953.921569,,21186274512770.0,3460784314210.0,,1509803921780.0,1352941176660.0,-85994397730.0,12107843138950.0,4137254902540.0,,2852941176870.0,2539215686630.0,1960784314000.0,1960784314000.0,49019607850.0,,18117647061360.0,,333333333380.0,3245098039670.0,-1963865546910.0,-2243417368670.0,-33039215690900.0,1372549019800.0,-1069467787280.0,3156862745540.0,137254901980.0,-39215686280.0,,3851820731330.0,-166666665970.0,1245098039390.0,1007999964.0,,3931372549570.0,41950980398030.0,6274509804800.0,98039215700.0,5000000000700.0,48323529418530.0,59215686282800.0,1608403362660.0,6068627451830.0,6166666667530.0,,1953.921569,3862745098580.0,-6735294118590.0,5088235294830.0,6238095235600.0,,,,,,,
2005-09-30,5865979381150.0,87729937350.0,4319587628650.0,9567010308800.0,1855670103000.0,8020618556300.0,5443298968800.0,-2711239133820.0,1007999964.0,30886597936600.0,4584798866870.0,76670103088950.0,10309278350000.0,-3647362037310.0,,11896907215900.0,,23216494844200.0,,1834.639175,,22670103091650.0,3453608247250.0,,1546391752500.0,1628865979300.0,40731756620.0,8597938143900.0,3701030927650.0,,7319587628500.0,2154639175150.0,1855670103000.0,1855670103000.0,10309278350.0,,18989690720700.0,,226804123700.0,3010309278200.0,-4275015159970.0,-2600667069900.0,-34412371132300.0,2144329896800.0,-633919546960.0,3072164948300.0,216494845350.0,-391752577300.0,,6633009903050.0,-579037800880.0,1257731958700.0,1007999964.0,,3762886597750.0,42257731956650.0,3463917525600.0,30927835050.0,4721649484300.0,49123711337750.0,59432989687750.0,4032342833150.0,5443298968800.0,5474226803850.0,,1834.639175,3793814432800.0,-6659793814100.0,5041237113150.0,6068627451830.0,,,,,,,
2005-12-31,6943894182631.09,-219376996191.96,4331381648478.9,11541635341891.4,2188857591864.17,10156452199541.78,5360421569377.91,-4871035377045.44,,32487029416312.89,-8144798867368.4,83621000011706.94,10277196079870.18,1233450272266.17,,13477323531298.59,,16427264708182.17,,,,23230607846389.54,3568411765205.46,8852941177.71,1385183142349.62,1517215686486.92,-2545482104.85,7947823530524.46,5825070551062.88,1588490196300.82,8441509805103.38,2518283507009.57,2188857591864.17,2188857591864.17,159117647081.1,,19009705885014.3,,256621285837.91,2394362745433.25,-1306926017282.06,-4832832931140.69,-37550892162119.87,1177441176635.43,-53766727646.08,2385460784647.69,219735294148.41,-306218819621.49,,5933294020277.91,-70452395289.36,1448487771275.78,,,4590095717422.67,46070107849587.07,2695627451357.78,22009803924.65,4472500000626.15,51728901968026.36,62006098047896.54,1100461089137.22,5360421569377.91,5382431373302.56,,,5281627451719.82,706225490294.95,5026627451684.12,5443298968800.0,,,,,,,
2006-03-31,7686863635594.95,-463636363.59,5596527272167.62,11857272726087.0,3472245454198.23,10281490908062.76,7022863635661.35,-3744863635989.15,1007999964.0,30025309087906.56,1830454545271.5,86114881809570.33,12543190907836.59,,,11458327271581.44,,20000827270727.19,,3045.454545,,26846499997315.35,3614609090547.63,3536363636.01,1575781818024.24,1785218181639.66,97645454535.69,7921809090116.91,4684963635895.14,1715163636192.12,7981454544656.4,2594627272467.81,3472245454198.23,3472245454198.23,154545454530.0,,18566981816325.12,,281463636335.49,2205872727052.14,112909090897.8,-3932154545061.33,-39631345450582.32,433181818138.5,-14072727271.32,2435763636120.06,306718181787.51,852954545369.25,,5302699999469.73,1629845454382.47,1882836363448.08,1007999964.0,,6320872726640.64,46483536358988.01,1941618181624.02,23590909088.55,4704936363165.87,51625190903928.39,64168381811764.98,1370545454408.4,7022863635661.35,7046454544749.9,,3045.454545,3810454545073.5,711490909019.76,5057190908585.19,5393018181278.88,,,,,,,
2006-06-30,7388777778368.88,-17990067341.59,5185759259674.12,12066824075039.42,2336685185372.12,10277064815636.98,9340962963710.24,-4041071549818.91,1007760020.0,37196120373346.06,5059888047872.32,88455703710780.16,14875064816004.82,,,19752500001580.2,,17879722223652.6,,2319.444445,,24286074076016.96,3686740741035.68,,1789759259402.44,2091592592759.92,-101339898980.43,9884972223013.02,5091305555962.86,1901444444596.56,5105722222630.68,2888287037268.1,2336685185372.12,2336685185372.12,154935185197.58,,17443620371765.86,,302472222246.42,2510388889089.72,-1000557239116.96,-3833660270374.75,-40747564818074.62,584685185231.96,136702356910.76,2227129629807.8,178342592606.86,-212564814831.82,,7403309260806.01,2339469360749.89,1579583333459.7,1007760020.0,,4842768518905.94,47708138892705.54,8735101852550.66,42851851855.28,4451287037393.14,52744111115330.64,67619175931335.46,3569648990431.26,9340962963710.24,9383814815565.52,,2319.444445,4513972222583.34,709990740797.54,5037148148551.12,7022863635661.35,,,,,,,
2006-09-30,8713602940618.8,135689000.47,6382876837826.79,13227665440329.9,3409770220370.01,11250358455162.33,8282922793587.54,-3163669592902.93,1007760020.0,33542297791970.94,3461100420899.57,89315091906048.55,14202748160855.73,,-195764637727.49,16940036763621.72,,21226783086876.78,,3394.30147,,27423051468833.16,3720156249761.91,4205505514436.73,1977306985167.57,2054273896927.35,24714665031.63,9208060661175.39,4867481617335.54,1975965073402.95,5018079043796.49,2536764705720.0,3409770220370.01,3409770220370.01,275808823511.76,,16602261028349.22,,276746323511.7,5514136029058.86,-4717287513186.83,-3232824889742.36,-40447950365058.39,862886029356.54,3022943881.93,2156167279273.77,187187499988.02,160294117636.8,,6839045885532.2,-1044278050613.68,1919761029288.9,1007760020.0,,6388988970179.34,48867141540990.15,2753226102764.97,45772058820.6,,53935533084783.42,68138281245639.15,3606220995789.84,8282922793587.54,8328694852408.14,,3394.30147,4642435661467.59,711314338189.77,5024246323207.86,9340962963710.24,,,,,,,
2006-12-31,6977643969489.02,-80406154253.65,4427422625126.65,14123305513269.01,1793261188664.28,11974155920397.06,8301725071212.54,-5483557852404.68,,38813980251496.12,-9746555322839.11,100552965005923.66,13897169817727.35,1590073196174.15,-341319095332.14,20500835588965.71,,22067915553749.23,,,,28021051225855.71,3710961367389.1,4429074575267.32,2149149592871.95,3469802337628.33,17685978891.87,10014905664994.23,7546733295270.41,2034312669401.43,5420628933316.52,4996511950908.04,1793261188664.28,1793261188664.28,6810422285.26,,18313144662530.41,,424821487024.57,5354294701480.01,-1765351853222.62,-5603678361774.42,-45414016193442.6,1543027853361.83,-2191905943746.15,2660871519645.35,212964959666.91,236976516367.76,,7104819080314.13,11126758847.47,1657803807888.33,,,4446510733455.87,55138948812481.05,2736217431629.77,84348607406.36,,61111051241110.2,75008221058837.55,1501140718539.71,8301725071212.54,8386073678618.9,46035696151.1,,6906208448826.17,800772686802.22,5031446543200.0,8282922793587.54,,,,,,,
2007-03-31,8495613074881.71,-508628519.28,6142098089651.85,14441852854002.24,3028056310968.57,11644178014311.12,7329291549564.15,-3025031787809.28,1000533924.0,35884577639199.96,1073342415462.75,104908492228655.25,13361171655618.45,,-686267029638.54,18705240681172.11,,25030944583631.91,,3026.33969,,30281098986161.37,3629990915580.06,,2797674839691.12,2566394185852.8,878410535448.69,9111271566861.63,5502079924659.27,2144132605676.97,5165258853070.35,3148564939429.41,3028056310968.57,3028056310968.57,362515894464.69,,17179336958027.85,,382479563846.43,5047874656942.23,-1968128972701.83,-3905404176118.05,-47881235217372.12,810908264818.53,0.0,2695767482792.52,206203451307.39,3524069026.44,,4101398726431.32,-947947320155.97,1845304267947.84,1000533924.0,,5907366028004.13,57027257011283.13,1770136238919.96,85449591239.04,4154350588349.22,61992515864450.88,75353687520069.33,195994550313.27,7329291549564.15,7414741140803.19,,3026.33969,7176702993780.15,799246139483.61,5016612168310.77,8277238869720.12,,,,,,,
2007-06-30,9181272565086.6,-110141190998.32,6905478340786.52,15364629967094.76,3599720217355.24,12427933215581.4,10801823106939.92,-4767585542331.44,999270836.0,44078691344908.44,,108186407964741.05,16812626357287.64,,-188507338774.46,26429584843042.48,,23590207586134.2,,3601.083033,,28666588453616.08,3696507220985.48,3902463899728.68,2936696751513.36,2682355596225.8,-831921365763.93,6671967510413.04,5522454874794.88,2012193141212.76,7562842961861.88,3246660650494.8,3599720217355.24,3599720217355.24,367509025347.2,,17649106501865.96,,348871841227.8,5733222022853.16,1133589261336.91,-4627998352732.71,-49785956689055.84,704602888233.2,-9927797836.0,3215108303917.84,203763537948.52,188330324948.92,,7065785391414.92,3454364288186.33,2051714801870.8,999270836.0,,6866552347998.64,58400451275685.2,10318438630305.08,187680505454.2,,63007518063647.08,79820144420934.72,2437787038682.21,10801823106939.92,10989503612394.12,,3601.083033,5683375452445.68,802707581394.4,5027617329565.6,7329291549564.15,,,,,,,
2007-09-30,9168599999083.14,23886183162.64,6793427272047.93,15358072725736.92,3165090908774.4,10543945453491.06,6453018181172.88,-3451064486916.73,998605178.0,36477327269079.54,,110821736352554.19,13212790907769.63,,-112771086033.7,19718190907119.09,,26676381815514.18,,3174.181818,,31621636360474.2,3465599999653.44,3627027272364.57,4814127272245.86,2531218181565.06,817474466592.48,8763872726396.34,3750518181443.13,2384027272488.87,4434027272283.87,1375336363498.83,3165090908774.4,3165090908774.4,344172727238.31,,16759136361960.45,,336390909057.27,5027099999497.29,-8811960287670.43,-3509052015399.54,-52043490903886.56,691863636294.45,-1882590383792.93,3371536363299.21,201209090888.97,-235672727249.16,,8019643152962.35,-4317789695121.95,2008363636162.8,998605178.0,,6332981817548.52,58778245448667.63,3887918181429.39,176781818164.14,,63097136357326.65,76309927265096.28,4510591137562.81,6453018181172.88,6629799999337.02,,3174.181818,5887927272138.48,803609090828.73,5008818181317.3,10801823106939.92,,,,,,,
2007-12-31,9258480196103.17,2336098032.95,6694508880910.76,14422142842716.5,3096429039984.7,19411699702835.5,10138978121703.73,-3892469220063.69,,38998431505365.67,,115852878811489.05,15975241861307.56,-994369270596.33,-236639762746.81,20670921398135.97,,28909824380215.61,,,,33742537823387.12,3360890393583.06,3386522026921.67,-4989556860119.0,2740584203691.1,-928188300538.66,7891640842311.07,12717190821924.74,2413515545666.03,7200347519852.89,10153219506732.33,3096429039984.7,3096429039984.7,0.0,,18327510107229.7,,372325010960.83,5403512729682.08,-1308585946935.57,-3011654603089.69,-54694853041539.49,1524269748219.01,-1799958574499.49,3033558750679.47,211402273061.72,85697862839.56,,8535479498132.87,3635989991214.62,2041329382584.94,,,-1375833583450.82,61158025769949.55,3209608342214.43,238179769085.31,,66068817545090.23,82044059406397.8,5523824895043.18,10138978121703.73,10377157890789.04,,,6903700576882.33,896693904899.39,5039100218907.17,6453018181172.88,,,,,,,
2008-03-31,9065991713012.4,-50409572000.74,6534578920618.84,15013437638000.2,3203460652234.72,12510289916925.66,9818591804759.8,-4126175792236.58,993012524.0,35098987561198.1,2947998158086.0,114246497884916.84,15215398061299.86,,-852728945827.38,17511403582730.68,,32083534271983.12,,3681.546248,,36058775871917.32,3054219971206.42,3361362170811.44,2503147721074.54,3065789230290.76,-33225954888.2,7510612054157.36,5975710996306.82,2474569718324.44,6847583982623.8,3444298203913.26,3203460652234.72,3203460652234.72,0.0,,17587583978467.42,,262825586644.72,215554532820.4,-2310234697679.34,-3765421075395.06,-52885301406132.56,1764049700191.68,0.0,3020128852949.94,253594109427.86,56318453728.78,,6151458810320.72,-309949378619.12,2050529221479.8,993012524.0,,6502070867249.0,61361196478784.28,6339374134684.26,262070869663.88,,66486608349787.4,81702006411087.27,2386037734925.66,9818591804759.8,10080662674423.68,40736309234.12,3681.546248,5416115966610.82,896005521972.62,5033907039009.08,10128541183378.92,,,,,,,
2008-06-30,8598202437782.97,-69779056.1,5920833336194.28,15135794623832.79,3087960915946.38,12032826333247.89,10940800152779.22,-4171178562805.15,990721646.0,47578005185231.58,,122545178894022.1,16775626851763.8,,-769063090354.5,31137094410325.68,,27173064172422.06,,1843.657818,,30380586297865.74,3303696535519.65,3103521387930.3,3102968290584.9,2895547567770.81,-319889826993.34,8631941375852.37,6111992997053.61,1882531343092.53,4477617996263.88,3434623895464.92,3087960915946.38,3087960915946.38,0.0,,16440910774905.9,,310462758262.11,5351668512910.41,-1173983593089.78,-3852038367813.72,-58596036164006.82,1991989307747.19,0.0,3105632376131.91,295390855599.96,214085545826.16,,6409640015807.8,1111839128269.13,1884900443388.66,990721646.0,,5980991890795.62,63949142730015.27,13551650080294.47,203890118092.62,,69044653425692.76,85820280277456.56,2557601647994.08,10940800152779.22,11144690270871.84,1142378101.75,1843.657818,7455696906257.46,893325959133.72,5039067111579.42,9818591804759.8,,,,,,,
2008-09-30,7081021966257.6,-76116293322.36,4425662298252.0,13731205806771.6,2478259639731.6,10732582256442.0,7543565569514.4,-4442986928353.47,988717278.0,44618648060280.0,,126306674830803.6,14009870839282.8,,-403361164429.32,25648458563764.8,,29793230883715.2,,3771.09456,3837680995428.9,32585443573303.2,3172970679574.8,2889280663562.4,2998623550329.6,2874036013803.6,-90468643474.86,9905043838459.2,6306919958190.0,3134816630364.0,5887074573088.8,3651560290184.4,2478259639731.6,2478259639731.6,441482040139.2,,18970189496515.2,,414462147616.8,6502470066598.8,-5415319749684.48,-4256623708808.82,-59917158477133.2,2714094465777.6,-9107532760910.4,2949750164832.0,399820872987.6,-11256717261.6,,6459001106888.28,-3396685639022.01,792627510093.6,988717278.0,,4156736117442.0,66389516353670.4,4177382860158.0,270585462416.4,,71992891483010.4,86002762322293.2,2202377398079.46,7543546714041.6,7814132176458.0,-23626589665.47,3771.09456,8959752992840.4,881597058500.4,5038785707289.6,10940800152779.22,,,,,,,
2008-12-31,7803109269433.2,-60235355620.8,5132929889174.4,16100267645196.0,1701708145085.2,12618709730628.4,6889945000000.0,-3805385716604.8,,47258399000000.0,,133233284000000.0,14622310000000.0,-5661414970054.4,-62308799388.8,26998151000000.0,,31499963000000.0,299324000000.0,,-11122183078102.0,34314071000000.0,3618643000000.0,106544000000.0,3481557914567.6,4093632000000.0,335094425356.4,11444575000000.0,7485779841454.0,2742123000000.0,0.0,4402751461195.2,5755351145085.2,1701708145085.2,83407000000.0,,20260248000000.0,,580620677529.2,7100233000000.0,-2448897959546.4,-4356643847982.4,-62167040000000.0,2210538000000.0,3003035730964.8,2904873000000.0,511950000000.0,-1350064351923.6,169253000000.0,5296197066983.2,-983070110628.0,818935124696.8,,,3378962427202.8,71066244000000.0,141132000000.0,267044000000.0,3081264000000.0,76633940000000.0,91256250000000.0,939553219000.8,6889945000000.0,7156989000000.0,21582902329.6,,12181343000000.0,219253000000.0,5040000000000.0,7543565569514.4,,,,,,,
2009-03-31,8236951000000.0,-4036000000.0,5288198000000.0,14702178000000.0,2457884000000.0,11413543000000.0,6509704000000.0,-5983361000000.0,987428713.0,43918310000000.0,,136745620000000.0,14324662000000.0,,-41000000.0,25292144000000.0,,33957847000000.0,267392000000.0,2489.2,,36793369000000.0,3774022000000.0,88217000000.0,3288635000000.0,3383731000000.0,-33299000000.0,10268413000000.0,6125345000000.0,2794029000000.0,0.0,3160627000000.0,3355982000000.0,2457884000000.0,266155000000.0,-2086371000000.0,18626166000000.0,,517388000000.0,7023286000000.0,-1776300000000.0,-5951112000000.0,-65125852000000.0,44105000000.0,0.0,2898126000000.0,493683000000.0,-154416000000.0,2430972000000.0,7253304000000.0,-506357000000.0,1398863000000.0,987428713.0,,4754845000000.0,71619768000000.0,711724000000.0,287558000000.0,2784870000000.0,76968108000000.0,91292770000000.0,1302192000000.0,6509704000000.0,6797262000000.0,4242000000.0,2489.2,10192370000000.0,986303000000.0,5040000000000.0,6889945000000.0,,,,,,,
2009-06-30,10288120000000.0,-17436000000.0,6288899000000.0,15970554000000.0,3585929000000.0,12809530000000.0,8276168000000.0,-5010426000000.0,,51564488000000.0,,141032283000000.0,16060504000000.0,,41000000.0,32666177000000.0,,31703068000000.0,228431000000.0,,,34110732000000.0,56359000000.0,86939000000.0,3161024000000.0,2614705000000.0,168226000000.0,10957970000000.0,6520631000000.0,3052678000000.0,773043000000.0,3436322000000.0,4890498000000.0,3585929000000.0,24217000000.0,-1689820000000.0,18898311000000.0,,420705000000.0,6754943000000.0,550912000000.0,-5190557000000.0,-67802439000000.0,48491000000.0,-16269000000.0,3393450000000.0,449673000000.0,822098000000.0,165587000000.0,6180404000000.0,1720890000000.0,1892608000000.0,,,6783106000000.0,73229844000000.0,0.0,281785000000.0,2443227000000.0,78110232000000.0,94170736000000.0,989847000000.0,8276168000000.0,8557953000000.0,27725000000.0,,17957000000.0,250188000000.0,5040000000000.0,6509704000000.0,,,,,,,
2009-09-30,9933834000000.0,-1087000000.0,6377194000000.0,16441658000000.0,3256649000000.0,13007421000000.0,7212193000000.0,-6140855000000.0,,47943264000000.0,,145364864000000.0,15741984000000.0,,0.0,25774504000000.0,,34959717000000.0,205727000000.0,,,37506668000000.0,3888893000000.0,,3434237000000.0,2896662000000.0,-717991000000.0,14938004000000.0,6630227000000.0,2703086000000.0,459997000000.0,3476590000000.0,4541115000000.0,3256649000000.0,251203000000.0,-1746354000000.0,22168760000000.0,,533676000000.0,8304047000000.0,-3329071000000.0,-5431586000000.0,-71038143000000.0,46236000000.0,46269000000.0,3304478000000.0,437877000000.0,292483000000.0,2493531000000.0,8828679000000.0,-641247000000.0,1705406000000.0,,,6246521000000.0,74326721000000.0,235462000000.0,286648000000.0,2606678000000.0,79473948000000.0,95215932000000.0,3397093000000.0,7212193000000.0,7498841000000.0,6181000000.0,,9288854000000.0,1124190000000.0,5040000000000.0,8276168000000.0,,,,,,,
2009-12-31,8456334000000.0,-76282000000.0,4648850000000.0,17482245000000.0,2031678000000.0,12783856000000.0,7805460000000.0,-4694237000000.0,,47636512000000.0,,149135976000000.0,16186024000000.0,-525741000000.0,0.0,26717414000000.0,,36467205000000.0,187544000000.0,,,38989747000000.0,3917709000000.0,106544000000.0,4698389000000.0,4103964000000.0,-41097000000.0,14249575000000.0,8135006000000.0,2827156000000.0,0.0,4771742000000.0,3188617000000.0,2031678000000.0,125482000000.0,-1658429000000.0,20919098000000.0,,528254000000.0,7673145000000.0,-2098205000000.0,-4569907000000.0,-72716079000000.0,2278402000000.0,-30000000000.0,3343201000000.0,435244000000.0,323836000000.0,151553000000.0,7453187000000.0,660745000000.0,1376199000000.0,,,4564816000000.0,76419897000000.0,111356000000.0,359507000000.0,2321736000000.0,81373582000000.0,97559606000000.0,2883280000000.0,7805460000000.0,8164967000000.0,-13328000000.0,,9846829000000.0,249131000000.0,5040000000000.0,7212193000000.0,,,,,,,
2010-03-31,8997943000000.0,-9565000000.0,5321757000000.0,16587322000000.0,2776590000000.0,11950745000000.0,6751059000000.0,-4980852000000.0,983471239.0,42818885000000.0,,151097124000000.0,15108834000000.0,-405585000000.0,,24057302000000.0,,39243795000000.0,,2823.2,,41783145000000.0,4112354000000.0,187011000000.0,4636577000000.0,3497576000000.0,144812000000.0,11924144000000.0,6628988000000.0,2798716000000.0,113463000000.0,3274228000000.0,3766569000000.0,2776590000000.0,331082000000.0,-2715132000000.0,18761583000000.0,,504235000000.0,7818298000000.0,-2641669000000.0,-5029110000000.0,-75343209000000.0,42613000000.0,35000000000.0,3686817000000.0,504283000000.0,241752000000.0,3311071000000.0,6985102000000.0,-637419000000.0,1372379000000.0,983471239.0,-111676000000.0,5138948000000.0,75753915000000.0,8114640000000.0,359182000000.0,2032463000000.0,81425363000000.0,96534197000000.0,1955992000000.0,6751059000000.0,7110241000000.0,23236000000.0,2823.2,27196000000.0,1129534000000.0,5040000000000.0,7805460000000.0,,,,,,,
2010-06-30,10262995000000.0,-62891000000.0,6037764000000.0,17655774000000.0,3226685000000.0,13882618000000.0,8271849000000.0,-3388176000000.0,,49429550000000.0,,154034489000000.0,17729232000000.0,,,30798757000000.0,,37328600000000.0,,,,39873293000000.0,92922000000.0,191473000000.0,3773156000000.0,3330530000000.0,-181020000000.0,11916364000000.0,7844854000000.0,2799388000000.0,0.0,3777034000000.0,4296452000000.0,3226685000000.0,50406000000.0,-1381295000000.0,18630793000000.0,,453749000000.0,6759605000000.0,-1226138000000.0,-3151781000000.0,-77986820000000.0,41853000000.0,-440175000000.0,3928216000000.0,506653000000.0,62612000000.0,208594000000.0,6159314000000.0,1545000000000.0,1444974000000.0,,,5741426000000.0,76047669000000.0,0.0,366235000000.0,1727116000000.0,81321096000000.0,99050328000000.0,3007533000000.0,8271849000000.0,8638084000000.0,3071000000.0,,17007000000.0,271282000000.0,5040000000000.0,6751059000000.0,,,,,,,
