date,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyGrossPPE,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment
2007-06-30,6438000000.0,-48000000.0,4277000000,4277000000,128000000.0,41564000000.0,8590000000.0,20147000000.0,141190000000.0,,489130000000.0,3792000000.0,1635000000.0,43199000000.0,-429000000.0,3749000000.0,6878000000.0,1702000000.0,,-48639000000.0,14525000000.0,962000000.0,4277000000,,1033866000000.0,13601000000.0,4472000000.0,920146000000.0,0.0,46204000000.0,8996000000.0,,94128000000.0,-397000000.0,8187000000.0,104330000000.0,-19928000000.0,-21010000000.0,1635000000.0,-1432000000.0,-709000000.0,,92251000000.0,1679000000.0,-18613000000.0,-71000000.0,6328000000.0,5060000000.0,14514000000.0,-1966000000.0,6328000000.0,31150000000,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,11985000000.0,595000000.0,3085000000,3085000000,24000000.0,48457000000.0,8909000000.0,18199000000.0,151088000000.0,,110507000000.0,4795000000.0,2249000000.0,50706000000.0,-513000000.0,4451000000.0,6878000000.0,1635000000.0,,-61127000000.0,10120000000.0,4667000000.0,3085000000,,1072105000000.0,14774000000.0,11034000000.0,957543000000.0,0.0,17023000000.0,9288000000.0,,100187000000.0,5250000000.0,6194000000.0,104067000000.0,19761000000.0,-28056000000.0,2249000000.0,4728000000.0,-423000000.0,,94830000000.0,1463000000.0,-7161000000.0,,4879000000.0,6093000000.0,16658000000.0,-951000000.0,4879000000.0,29836000000,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,8115000000.0,35000000.0,-5292000000,-4004000000,2000000.0,51351000000.0,9414000000.0,18395000000.0,162935000000.0,,567088000000.0,-6801000000.0,2284000000.0,53635000000.0,-509000000.0,-9015000000.0,6878000000.0,2249000000.0,,-75698000000.0,13114000000.0,,-5292000000,,1060505000000.0,-20145000000.0,7307000000.0,954282000000.0,-6000000000.0,64950000000.0,3823000000.0,,13069000000.0,-3147000000.0,4643000000.0,95801000000.0,13913000000.0,-2078000000.0,2284000000.0,,13775000000.0,,89029000000.0,-3413000000.0,-37640000000.0,,-8436000000.0,5518000000.0,-6044000000.0,-808000000.0,-8436000000.0,18433000000,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,8293000000.0,205000000.0,-7805000000,-7805000000,14000000.0,61673000000.0,10182000000.0,20437000000.0,145648000000.0,,518970000000.0,-5506000000.0,2489000000.0,64162000000.0,-498000000.0,4041000000.0,6878000000.0,2284000000.0,,-45731000000.0,13261000000.0,-2860000000.0,-7805000000,,1051086000000.0,7976000000.0,6668000000.0,960449000000.0,0.0,43117000000.0,0.0,,88802000000.0,-5739000000.0,-1271000000.0,79703000000.0,7640000000.0,3529000000.0,2489000000.0,5474000000.0,18041000000.0,,79732000000.0,-3537000000.0,-31838000000.0,,-11264000000.0,5635000000.0,-11675000000.0,-1625000000.0,-11264000000.0,14031000000,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,8296000000.0,-260000000.0,-5357000000,-5399000000,7340000000.0,69492000000.0,10661000000.0,20050000000.0,163577000000.0,,572560000000.0,-2449000000.0,2229000000.0,71721000000.0,-538000000.0,-2242000000.0,7370000000.0,2489000000.0,,-56121000000.0,15061000000.0,,-5357000000,,1049876000000.0,-8990000000.0,6308000000.0,960639000000.0,-1000000000.0,39710000000.0,0.0,,4120000000.0,-3616000000.0,-3903000000.0,78088000000.0,-7454000000.0,-25492000000.0,2229000000.0,,-705000000.0,,73743000000.0,-3357000000.0,-24807000000.0,,-8756000000.0,5692000000.0,16949000000.0,-1988000000.0,-8756000000.0,19933000000,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,-14407000000.0,16341000000.0,-24468000000,-24705000000,-2000000.0,52484000000.0,10334000000.0,19106000000.0,218950000000.0,,526589000000.0,-4818000000.0,18570000000.0,71054000000.0,-593000000.0,928000000.0,7370000000.0,2229000000.0,2297000000.0,-36206000000.0,5600000000.0,,-24468000000,,1022237000000.0,-33117000000.0,-15028000000.0,939342000000.0,0.0,42433000000.0,,,5556000000.0,-26938000000.0,-9480000000.0,71182000000.0,9086000000.0,14503000000.0,18570000000.0,,11124000000.0,,49291000000.0,-3480000000.0,-57406000000.0,,-28185000000.0,5730000000.0,16285000000.0,-621000000.0,-28185000000.0,898000000,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,-1427000000.0,-9928000000.0,-61659000000,-62556000000,3000000.0,46666000000.0,6952000000.0,17330000000.0,177485000000.0,,468099000000.0,-16366000000.0,8642000000.0,55308000000.0,1000000.0,796000000.0,7390000000.0,18570000000.0,12105000000.0,-34948000000.0,15718000000.0,,-61659000000,,860418000000.0,-66401000000.0,-2010000000.0,797692000000.0,0.0,119841000000.0,,,3110000000.0,-7946000000.0,-6328000000.0,52710000000.0,-24239000000.0,54944000000.0,8642000000.0,,25162000000.0,,-12368000000.0,2000000000.0,-97275000000.0,,-60556000000.0,5566000000.0,-63478000000.0,-583000000.0,-60556000000.0,-23758000000,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,3998000000.0,-4613000000.0,-4353000000,-5133000000,0.0,53410000000.0,6798000000.0,18049000000.0,187007000000.0,,457408000000.0,2457000000.0,4029000000.0,57439000000.0,0.0,630000000.0,7391000000.0,8642000000.0,2845000000.0,-35989000000.0,196000000.0,,-4353000000,,819758000000.0,-5952000000.0,3068000000.0,766549000000.0,0.0,37256000000.0,,,2579000000.0,-3820000000.0,-8860000000.0,45759000000.0,-234000000.0,558000000.0,4029000000.0,,1889000000.0,,-16706000000.0,-1235000000.0,-15155000000.0,,-6368000000.0,5346000000.0,-8998000000.0,-930000000.0,-6368000000.0,20458000000,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,4038000000.0,1773000000.0,1822000000,1845000000,1150000000.0,59336000000.0,6439000000.0,17382000000.0,179496000000.0,,468014000000.0,3634000000.0,5802000000.0,65138000000.0,0.0,824000000.0,372000000.0,4029000000.0,2600000000.0,-24726000000.0,197000000.0,,311000000,,830412000000.0,-2518000000.0,2595000000.0,768279000000.0,0.0,29500000000.0,,,2886000000.0,14000000.0,-11286000000.0,57958000000.0,-99000000.0,6976000000.0,5802000000.0,,-4999000000.0,,-3073000000.0,-526000000.0,-14224000000.0,,1319000000.0,4984000000.0,-9443000000.0,-1443000000.0,1319000000.0,29525000000,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,3938000000.0,-845000000.0,455000000,-15000000,2056000000.0,55170000000.0,5847000000.0,15481000000.0,163206000000.0,,492267000000.0,3330000000.0,4957000000.0,60127000000.0,,728000000.0,68014000000.0,5802000000.0,2510000000.0,-26482000000.0,9607000000.0,,92000000,,844344000000.0,-846000000.0,3543000000.0,766649000000.0,0.0,26177000000.0,,,2254000000.0,-578000000.0,925000000.0,72712000000.0,-35000000.0,1615000000.0,4957000000.0,,-3654000000.0,,-2618000000.0,-192000000.0,-13573000000.0,,-207000000.0,4543000000.0,-6562000000.0,-395000000.0,-207000000.0,26049000000,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,6610000000.0,-557000000.0,-8873000000,-8467000000,2138000000.0,47075000000.0,6195000000.0,16549000000.0,141472000000.0,,461897000000.0,1626000000.0,4400000000.0,51475000000.0,,12449000000.0,70138000000.0,4957000000.0,7414000000.0,-25052000000.0,0.0,,-8873000000,,847585000000.0,2003000000.0,8874000000.0,749509000000.0,0.0,20879000000.0,,,774000000.0,-2419000000.0,5693000000.0,69824000000.0,430000000.0,-3371000000.0,4400000000.0,,4328000000.0,,-11491000000.0,75000000.0,-21316000000.0,,-8392000000.0,4142000000.0,-4164000000.0,2264000000.0,-8392000000.0,19972000000,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,3195000000.0,-1629000000.0,1451000000,926000000,2199000000.0,38800000000.0,2565000000.0,18718000000.0,137144000000.0,,329479000000.0,1975000000.0,2133000000.0,40933000000.0,,2529000000.0,72337000000.0,4400000000.0,1734000000.0,-19907000000.0,2285000000.0,-1002000000.0,294000000,,863697000000.0,171000000.0,3131000000.0,760038000000.0,,16726000000.0,,,708000000.0,-5973000000.0,7053000000.0,75001000000.0,-178000000.0,-4516000000.0,2133000000.0,,935000000.0,,-9871000000.0,-91000000.0,-15259000000.0,-139000000.0,835000000.0,3259000000.0,-419000000.0,-64000000.0,835000000.0,16330000000,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,6576000000.0,714000000.0,-2656000000,1292000000,0.0,39109000000.0,2640000000.0,18329000000.0,134743000000.0,,398376000000.0,2404000000.0,2840000000.0,41949000000.0,,2920000000.0,72337000000.0,2133000000.0,2009000000.0,-24126000000.0,0.0,-305000000.0,-538000000,,850531000000.0,661000000.0,6640000000.0,745884000000.0,,22641000000.0,,,705000000.0,-457000000.0,9829000000.0,75470000000.0,-329000000.0,-1551000000.0,2840000000.0,,-147000000.0,,-12120000000.0,311000000.0,-7617000000.0,0.0,1603000000.0,3608000000.0,-4198000000.0,,1603000000.0,9014000000,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,5344000000.0,-269000000.0,-2395000000,-47000000,0.0,34462000000.0,1447000000.0,17035000000.0,113889000000.0,,376261000000.0,1882000000.0,1668000000.0,36130000000.0,,3655000000.0,72337000000.0,2840000000.0,2158000000.0,-20499000000.0,,701000000.0,-2395000000,,871965000000.0,2391000000.0,5110000000.0,761225000000.0,,17924000000.0,3455000000.0,,3380000000.0,-1448000000.0,18000000000.0,80842000000.0,527000000.0,-1460000000.0,1668000000.0,,-412000000.0,,-14486000000.0,469000000.0,-11972000000.0,0.0,422000000.0,43112000000.0,-226000000.0,,422000000.0,19091000000,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,1795000000.0,-1353000000.0,11054000000,9323000000,0.0,42185000000.0,1333000000.0,15713000000.0,106461000000.0,,307902000000.0,2327000000.0,1558000000.0,43743000000.0,,2216000000.0,72351000000.0,1668000000.0,2525000000.0,-30817000000.0,0.0,,4851000000,,683443000000.0,871000000.0,1762000000.0,569770000000.0,,30654000000.0,2820000000.0,,2829000000.0,7398000000.0,7624000000.0,85319000000.0,-27467000000.0,-2698000000.0,1558000000.0,,53000000.0,,-3466000000.0,4815000000.0,-10161000000.0,139000000.0,14138000000.0,2845000000.0,-702000000.0,-33000000.0,14138000000.0,21687000000,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,-5312000000.0,-157000000.0,269000000,-1180000000,21015000000.0,38872000000.0,,17509000000.0,82166000000.0,,308532000000.0,2352000000.0,1801000000.0,40673000000.0,,2288000000.0,4508000000.0,1558000000.0,1061000000.0,-16963000000.0,,-676000000.0,-543000000,,611247000000.0,-35295000000.0,-5312000000.0,513800000000.0,,25628000000.0,,,,-8964000000.0,6896000000.0,85026000000.0,26391000000.0,39617000000.0,1801000000.0,,1306000000.0,,-3202000000.0,-200000000.0,-18516000000.0,,-1380000000.0,,-32848000000.0,,-1380000000.0,17436000000,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,1848000000.0,756000000.0,1840000000,2094000000,3609000000.0,30489000000.0,,16629000000.0,79461000000.0,,311109000000.0,1566000000.0,2590000000.0,33079000000.0,,2193000000.0,4761000000.0,1801000000.0,968000000.0,-35470000000.0,,,1840000000,,616798000000.0,695000000.0,1848000000.0,511593000000.0,,33752000000.0,,,,-3192000000.0,9093000000.0,92681000000.0,122000000.0,-1869000000.0,2590000000.0,,-85000000.0,,-1357000000.0,-288000000.0,-6074000000.0,,1806000000.0,,1066000000.0,,1806000000.0,16676000000,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,2381000000.0,-1061000000.0,-4109000000,-3724000000,-19569000000.0,29098000000.0,,15590000000.0,77389000000.0,,316938000000.0,1689000000.0,1542000000.0,30640000000.0,,2971000000.0,4764000000.0,2590000000.0,945000000.0,-23476000000.0,,,-4109000000,,544257000000.0,19546000000.0,2381000000.0,448047000000.0,,19758000000.0,1612000000.0,,,-2290000000.0,5829000000.0,86031000000.0,441000000.0,-1720000000.0,1542000000.0,,3203000000.0,2093000000.0,-5466000000.0,-634000000.0,-4976000000.0,,-4358000000.0,,-1720000000.0,,-4358000000.0,12716000000,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,1118000000.0,-68000000.0,19798000000,19781000000,0.0,22572000000.0,,14721000000.0,75253000000.0,,314666000000.0,1659000000.0,1474000000.0,24046000000.0,,2431000000.0,4766000000.0,1542000000.0,897000000.0,-2658000000.0,,,19798000000,,555773000000.0,-18000000.0,1118000000.0,441444000000.0,,2688000000.0,,,,-19189000000.0,5008000000.0,104951000000.0,447000000.0,304000000.0,1474000000.0,,-2179000000.0,584000000.0,14332000000.0,-16914000000.0,-2866000000.0,,2867000000.0,,-1482000000.0,,2867000000.0,17409000000,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,-111000000.0,-159000000.0,3208000000,3436000000,0.0,20789000000.0,,15648000000.0,76096000000.0,,314781000000.0,1489000000.0,1315000000.0,22104000000.0,,1720000000.0,4766000000.0,1474000000.0,953000000.0,-14427000000.0,,-50000000.0,3208000000,,554403000000.0,-7737000000.0,-111000000.0,449938000000.0,-3000000000.0,25481000000.0,,,,-1244000000.0,6873000000.0,103451000000.0,-789000000.0,10186000000.0,1315000000.0,,21000000.0,,13982000000.0,1148000000.0,-4264000000.0,,4584000000.0,,-10232000000.0,,4584000000.0,18443000000,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,1743000000.0,-83000000.0,2332000000,2344000000,0.0,24365000000.0,,14550000000.0,73897000000.0,,321348000000.0,1952000000.0,1232000000.0,25597000000.0,,1854000000.0,4766000000.0,1315000000.0,954000000.0,-19919000000.0,,,2332000000,,555383000000.0,1395000000.0,1743000000.0,449742000000.0,-2000000000.0,19899000000.0,,,,-1295000000.0,7791000000.0,104709000000.0,644000000.0,685000000.0,1232000000.0,,-4077000000.0,,16314000000.0,-593000000.0,-3891000000.0,,1751000000.0,,-2489000000.0,,1751000000.0,17123000000,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,1207000000.0,376000000.0,1856000000,1860000000,0.0,22557000000.0,,14564000000.0,73748000000.0,,320427000000.0,2157000000.0,1608000000.0,24165000000.0,,1967000000.0,4766000000.0,1232000000.0,988000000.0,-21238000000.0,,,1856000000,,550723000000.0,-650000000.0,1207000000.0,448150000000.0,-8000000000.0,28721000000.0,,,,-1274000000.0,10887000000.0,101666000000.0,645000000.0,8287000000.0,1608000000.0,,-490000000.0,720000000.0,18170000000.0,735000000.0,-1692000000.0,,2595000000.0,,-9133000000.0,,2595000000.0,17648000000,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,837000000.0,-394000000.0,-3958000000,112000000,0.0,28808000000.0,1469000000.0,13989000000.0,48500000000.0,,356342000000.0,-1963000000.0,1151000000.0,29959000000.0,,-234000000.0,4766000000.0,1608000000.0,-576000000.0,-23946000000.0,,,-3958000000,,548633000000.0,10628000000.0,837000000.0,449964000000.0,-8636000000.0,23532000000.0,,,,204000000.0,12574000000.0,98002000000.0,-331000000.0,-2546000000.0,1151000000.0,,4555000000.0,,14176000000.0,280000000.0,2571000000.0,,392000000.0,0.0,1422000000.0,,392000000.0,12338000000,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,-149000000.0,61000000.0,2206000000,2138000000,,23336000000.0,,15310000000.0,45266000000.0,,350211000000.0,1437000000.0,1227000000.0,24563000000.0,,1180000000.0,4766000000.0,1151000000.0,577000000.0,-17381000000.0,,,2206000000,,548880000000.0,-766000000.0,-149000000.0,448697000000.0,0.0,22152000000.0,,,,-3024000000.0,11839000000.0,99520000000.0,-299000000.0,3964000000.0,1227000000.0,,340000000.0,,16382000000.0,694000000.0,-2861000000.0,,2832000000.0,,-3496000000.0,,2832000000.0,15891000000,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,1823000000.0,559000000.0,2731000000,2725000000,,20215000000.0,,14203000000.0,42614000000.0,,338350000000.0,2057000000.0,1762000000.0,21977000000.0,,1259000000.0,4766000000.0,1227000000.0,535000000.0,-22327000000.0,,,2731000000,,537438000000.0,-253000000.0,1823000000.0,439283000000.0,0.0,23862000000.0,,,,205000000.0,7039000000.0,97463000000.0,838000000.0,2107000000.0,1762000000.0,,38000000.0,,19113000000.0,422000000.0,-2542000000.0,,3147000000.0,,-2440000000.0,,3147000000.0,17317000000,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,2274000000.0,295000000.0,2170000000,2172000000,,22457000000.0,,13715000000.0,42231000000.0,,338595000000.0,1004000000.0,2058000000.0,24515000000.0,,1071000000.0,4766000000.0,1762000000.0,516000000.0,-16396000000.0,,,2170000000,,540744000000.0,-309000000.0,2274000000.0,441295000000.0,-192000000.0,16771000000.0,,,,-1789000000.0,6509000000.0,98793000000.0,-431000000.0,447000000.0,2058000000.0,,81000000.0,,21136000000.0,-993000000.0,-1978000000.0,,1179000000.0,,-1370000000.0,,1179000000.0,14859000000,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,1917000000.0,199000000.0,1978000000,1973000000,,21617000000.0,1475000000.0,12939000000.0,41693000000.0,,335663000000.0,6741000000.0,2241000000.0,23858000000.0,-147000000.0,1203000000.0,4766000000.0,2058000000.0,514000000.0,-16517000000.0,,,1978000000,,541329000000.0,-577000000.0,1917000000.0,440248000000.0,-405000000.0,18731000000.0,,,,-898000000.0,6360000000.0,100470000000.0,-58000000.0,581000000.0,2241000000.0,,192000000.0,,22965000000.0,237000000.0,-6816000000.0,,2210000000.0,,-4452000000.0,,2210000000.0,20637000000,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,763000000.0,246000000.0,1609000000,1659000000,,17658000000.0,,14269000000.0,39508000000.0,,335966000000.0,2399000000.0,2490000000.0,20148000000.0,-182000000.0,1121000000.0,4766000000.0,2241000000.0,479000000.0,-12991000000.0,,,1609000000,,547111000000.0,-1542000000.0,763000000.0,442718000000.0,-867000000.0,18066000000.0,,,,-2287000000.0,9085000000.0,103833000000.0,-750000000.0,3783000000.0,2490000000.0,,238000000.0,,24393000000.0,614000000.0,-3281000000.0,,2273000000.0,,-4289000000.0,,2273000000.0,16107000000,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,878000000.0,-748000000.0,3073000000,3006000000,,20888000000.0,,14077000000.0,38414000000.0,,347039000000.0,1961000000.0,1827000000.0,22715000000.0,-179000000.0,1222000000.0,4766000000.0,2490000000.0,463000000.0,-11721000000.0,,,3073000000,,529109000000.0,949000000.0,878000000.0,420528000000.0,-982000000.0,10752000000.0,,,,-417000000.0,11511000000.0,108161000000.0,-243000000.0,-121000000.0,1827000000.0,,34000000.0,,27286000000.0,1474000000.0,-2746000000.0,,4480000000.0,,-1513000000.0,,4480000000.0,16090000000,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,2716000000.0,106000000.0,2192000000,2199000000,,17852000000.0,,13236000000.0,36223000000.0,,343037000000.0,1960000000.0,1933000000.0,19785000000.0,-178000000.0,1029000000.0,4766000000.0,1827000000.0,430000000.0,-13424000000.0,,,2192000000,,527190000000.0,668000000.0,2716000000.0,418207000000.0,-1554000000.0,15185000000.0,,,,97000000.0,11331000000.0,108581000000.0,38000000.0,1205000000.0,1933000000.0,,742000000.0,0.0,29300000000.0,820000000.0,-5534000000.0,,3019000000.0,,-3799000000.0,,3019000000.0,16665000000,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,650000000.0,-175000000.0,655000000,710000000,,11243000000.0,1454000000.0,12031000000.0,31217000000.0,,330776000000.0,1399000000.0,1758000000.0,13001000000.0,-173000000.0,1076000000.0,4766000000.0,1933000000.0,346000000.0,-11966000000.0,,,655000000,,515581000000.0,-4776000000.0,650000000.0,408309000000.0,-1499000000.0,24657000000.0,,,,-1706000000.0,10617000000.0,106898000000.0,-1515000000.0,9417000000.0,1758000000.0,,1268000000.0,,29775000000.0,19000000.0,-4599000000.0,,729000000.0,,-10187000000.0,,729000000.0,15545000000,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,388000000.0,65000000.0,2468000000,2476000000,,11961000000.0,,13450000000.0,31999000000.0,,331500000000.0,1297000000.0,1823000000.0,13784000000.0,-170000000.0,1226000000.0,4766000000.0,1758000000.0,340000000.0,-12256000000.0,,,2468000000,,520701000000.0,272000000.0,388000000.0,412334000000.0,-1398000000.0,14182000000.0,,,,-2721000000.0,10657000000.0,107979000000.0,-1002000000.0,314000000.0,1823000000.0,,68000000.0,2949000000.0,32073000000.0,1300000000.0,-1893000000.0,,3776000000.0,,-604000000.0,,3776000000.0,15951000000,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,105000000.0,114000000.0,1800000000,1775000000,,13865000000.0,,13258000000.0,30360000000.0,,321436000000.0,1514000000.0,1937000000.0,15802000000.0,-165000000.0,1184000000.0,4766000000.0,1823000000.0,316000000.0,-14268000000.0,,,1800000000,,509987000000.0,-833000000.0,105000000.0,405345000000.0,-2345000000.0,19661000000.0,,,,-1529000000.0,7620000000.0,104258000000.0,958000000.0,4972000000.0,1937000000.0,,342000000.0,3090000000.0,33707000000.0,777000000.0,-1808000000.0,,2552000000.0,,-4962000000.0,,2552000000.0,15712000000,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,1741000000.0,-368000000.0,-231000000,-180000000,,12408000000.0,,12078000000.0,30719000000.0,,318165000000.0,395000000.0,1569000000.0,13977000000.0,-352000000.0,1092000000.0,4766000000.0,1937000000.0,321000000.0,-15134000000.0,,,-231000000,,501985000000.0,1551000000.0,1741000000.0,402366000000.0,-3730000000.0,17340000000.0,,,,-847000000.0,6557000000.0,98999000000.0,746000000.0,1394000000.0,1569000000.0,,346000000.0,3175000000.0,33122000000.0,65000000.0,-4642000000.0,,-115000000.0,,-3498000000.0,,-115000000.0,12790000000,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,643000000.0,60000000.0,-1841000000,-1849000000,,10132000000.0,1613000000.0,11451000000.0,29350000000.0,,308789000000.0,882000000.0,1629000000.0,11761000000.0,-341000000.0,1127000000.0,4766000000.0,1569000000.0,304000000.0,-13467000000.0,,,-1841000000,,496943000000.0,2238000000.0,643000000.0,406733000000.0,-3218000000.0,17492000000.0,,,,970000000.0,2537000000.0,89658000000.0,-754000000.0,1782000000.0,1629000000.0,,0.0,3472000000.0,30943000000.0,-1083000000.0,-1462000000.0,,-2932000000.0,,-2365000000.0,,-2932000000.0,13932000000,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,-968000000.0,-130000000.0,-183000000,-156000000,,10914000000.0,,12414000000.0,31952000000.0,,312170000000.0,379000000.0,1499000000.0,12413000000.0,-363000000.0,1197000000.0,4766000000.0,1629000000.0,306000000.0,-13947000000.0,,,-183000000,,502777000000.0,1971000000.0,-968000000.0,413696000000.0,-3486000000.0,15109000000.0,,,,-3766000000.0,5525000000.0,88518000000.0,522000000.0,385000000.0,1499000000.0,,83000000.0,3003000000.0,30396000000.0,-58000000.0,-958000000.0,,-214000000.0,,453000000.0,,-214000000.0,11749000000,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,1539000000.0,285000000.0,1913000000,1934000000,,12334000000.0,,12078000000.0,33329000000.0,,319406000000.0,552000000.0,1784000000.0,14118000000.0,-350000000.0,1073000000.0,4766000000.0,1499000000.0,320000000.0,-17364000000.0,,,1913000000,,510349000000.0,1031000000.0,1539000000.0,419812000000.0,-2762000000.0,16714000000.0,,,,-582000000.0,8259000000.0,89946000000.0,819000000.0,-649000000.0,1784000000.0,,7000000.0,2586000000.0,31951000000.0,924000000.0,-1961000000.0,,2858000000.0,,-643000000.0,,2858000000.0,14754000000,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,1182000000.0,714000000.0,462000000,433000000,,10745000000.0,,11606000000.0,32277000000.0,,313955000000.0,609000000.0,2498000000.0,13243000000.0,-338000000.0,544000000.0,4766000000.0,1784000000.0,329000000.0,-15145000000.0,,,462000000,,514568000000.0,1511000000.0,1182000000.0,425403000000.0,-2258000000.0,17086000000.0,,,,158000000.0,9057000000.0,88663000000.0,-120000000.0,589000000.0,2498000000.0,,-14000000.0,2536000000.0,32077000000.0,304000000.0,-4764000000.0,,737000000.0,,-1107000000.0,,737000000.0,12846000000,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,630000000.0,-523000000.0,-3041000000,-2470000000,,12302000000.0,1528000000.0,10465000000.0,30912000000.0,,294935000000.0,1581000000.0,1868000000.0,14170000000.0,-321000000.0,1276000000.0,4766000000.0,2498000000.0,305000000.0,-15967000000.0,,,-3041000000,,498264000000.0,-386000000.0,630000000.0,421406000000.0,-2954000000.0,20661000000.0,,,,2719000000.0,3230000000.0,76300000000.0,-1856000000.0,4419000000.0,1868000000.0,,-2000000.0,2864000000.0,28711000000.0,-985000000.0,3601000000.0,,-3455000000.0,,-5536000000.0,,-3455000000.0,13008000000,,,,,,,,,,,,,,,,,,,,,,,,,
