date,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyDeferredIncomeTax,quarterlyStockBasedCompensation,quarterlyRepaymentOfDebt,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyChangeInInventory,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid
2017-09-30,,,,,,3448000000,594000000,1034000000,,,,-26000000.0,,,,82000000,0.0,866000000.0,440000000,,-27000000.0,472000000,,823000000,2910000000,-25000000.0,78000000.0,,,440000000,,,,,,,1876000000,,1740000000,,,,,599000000,394000000,390000000,,394000000,5184000000,839000000,,,4000000,,,896000000.0,,,,,798000000,6000000.0,,,,,,,,,,,,,,,
2017-12-31,51000000.0,,260000000.0,1045000000.0,2000000.0,5184000000,845000000,1394000000,997000000.0,1047000000.0,26141000000.0,0.0,-93000000.0,,127000000.0,113000000,0.0,-2967000000.0,549000000,,-5000000.0,647000000,1227000000.0,-253000000,3586000000,-27000000.0,1000000.0,7467000000.0,3527000000.0,549000000,220000000.0,30000000000.0,22533000000.0,,188000000.0,0.0,2192000000,1161000000.0,-4000000,,325000000.0,4118000000.0,,855000000,536000000,534000000,16262000000.0,536000000,5174000000,248000000,304000000.0,30000000.0,74000000,5174000000.0,5174000000.0,,,3852000000.0,13000000.0,1717000000.0,-280000000,1000000.0,,,,,,,,,,,,,,,
2018-03-31,,0.514231,,,,5174000000,810000000,1683000000,,,,,,1635450566.0,,85000000,,,933000000,,,925000000,,74000000,4116000000,,,,,873000000,,,,,,,2433000000,,2607000000,,,,0.514231,810000000,841000000,840000000,,841000000,7760000000,-322000000,,,23000000,,,,8000000.0,,,,74000000,,1635450566.0,,,,,,,,,,,,,,
2018-06-30,102000000.0,0.552753,,1487000000.0,2000000.0,7760000000,833000000,1795000000,1793000000.0,1364000000.0,31115000000.0,,,1635450566.0,119000000.0,95000000,,,1007000000,,,998000000,2972000000.0,1982000000,4503000000,,,12913000000.0,4369000000.0,962000000,119000000.0,35947000000.0,23034000000.0,,247000000.0,,2708000000,1431000000.0,1731000000,,441000000.0,4334000000.0,0.552753,833000000,904000000,903000000,16289000000.0,904000000,9529000000,-251000000,423000000.0,31000000.0,-18000000,9529000000.0,9529000000.0,,9000000.0,4810000000.0,,1605000000.0,1982000000,,1635450566.0,,,,,,,,,,,,,,
2018-09-30,139000000.0,0.589503,,1738000000.0,2000000.0,9529000000,977000000,1963000000,2766000000.0,1448000000.0,34079000000.0,0.0,,1635275043.0,146000000.0,85000000,0.0,1607000000.0,1058000000,,-15000000.0,1049000000,3936000000.0,1644000000,4969000000,-49000000.0,0.0,15408000000.0,5173000000.0,986000000,146000000.0,39695000000.0,24287000000.0,,439000000.0,,3006000000,1776000000.0,1977000000,,399000000.0,5662000000.0,0.589503,977000000,964000000,964000000,16289000000.0,964000000,11529000000,333000000,379000000.0,36000000.0,-10000000,11529000000.0,11529000000.0,0.0,9000000.0,5572000000.0,,1535000000.0,1644000000,,1635275043.0,,,,,,,,,,,,,,
2018-12-31,55000000.0,-0.560297,11000000.0,1830000000.0,2000000.0,11529000000,1352000000,1836000000,903000000.0,1608000000.0,37721000000.0,0.0,-167000000.0,1563457531.0,168000000.0,-94000000,4886000000.0,-2557000000.0,-960000000,27000000.0,614000000.0,-969000000,3040000000.0,1932000000,5397000000,-48000000.0,4886000000.0,20778000000.0,6238000000.0,484000000,335000000.0,44605000000.0,23827000000.0,,1467000000.0,81000000.0,3561000000,1483000000.0,5868000000,,595000000.0,3784000000.0,-0.560297,1352000000,-876000000,-875000000,17088000000.0,-876000000,17356000000,-950000000,354000000.0,35000000.0,-1544000000,17356000000.0,17437000000.0,-40000000.0,9000000.0,6833000000.0,,1763000000.0,1932000000,,1563457531.0,,,,,,,,,,,,,,
2019-03-31,,0.58,,2124000000.0,2000000.0,17356000000,1039000000,2033000000,1481000000.0,1399000000.0,39305000000.0,,,1623496079.0,251000000.0,139000000,,,1142000000,,,1125000000,4027000000.0,926000000,5736000000,,,22174000000.0,6435000000.0,994000000,251000000.0,46530000000.0,24356000000.0,34000000.0,,3459000000.0,3703000000,1841000000.0,-2467000000,59000000.0,742000000.0,4381000000.0,0.6,1039000000,987000000,986000000,17088000000.0,987000000,14704000000,-3409000000,340000000.0,20000000.0,4000000,14704000000.0,18163000000.0,,17000000.0,7177000000.0,92000000.0,1684000000.0,926000000,,1673393874.0,,,,,,,,,,,,,,
2019-06-30,,0.56,,2453000000.0,2000000.0,14704000000,1050000000,1941000000,1822000000.0,1453000000.0,40925000000.0,,,1625037300.0,293000000.0,132000000,,,1082000000,,,1060000000,4954000000.0,1889000000,5898000000,,,23848000000.0,7200000000.0,891000000,293000000.0,48892000000.0,25044000000.0,,,587000000.0,3957000000,1685000000.0,4437000000,,668000000.0,4927000000.0,0.58,1050000000,927000000,928000000,17140000000.0,927000000,19350000000,2559000000,258000000.0,27000000.0,47000000,19350000000.0,19937000000.0,,22000000.0,7868000000.0,,1669000000.0,1889000000,,1674868688.0,,,,,,,,,,,,,,
2019-09-30,,0.62,,2496000000.0,2000000.0,19350000000,1237000000,2211000000,1277000000.0,1617000000.0,41540000000.0,,,1634503258.0,306000000.0,145000000,,,1186000000,,,1168000000,5980000000.0,1352000000,6507000000,,,25266000000.0,7632000000.0,974000000,306000000.0,49941000000.0,24675000000.0,,,653000000.0,4296000000,1734000000.0,709000000,,674000000.0,4613000000.0,0.62,1237000000,1026000000,1023000000,17140000000.0,1026000000,20036000000,-680000000,242000000.0,32000000.0,58000000,20036000000.0,20689000000.0,,18000000.0,8306000000.0,,1637000000.0,1352000000,,1665903469.0,,,,,,,,,,,,,,
