date,quarterlyNetIncomeCommonStockholders,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyGoodwill
2007-09-30,830589500,,589361000.0,,2356293100,391787500.0,-1750677500.0,-42033600.0,,18940100.0,,,,11136167900.0,336753500.0,307161400.0,393312793.0,7732318100,70643987700.0,1181631100,,10054834400.0,5930095600.0,-357853100.0,981035900.0,520293800.0,4685778500.0,2.119727,2974450700.0,,5698157400.0,,5206072300.0,2034160700.0,393312793.0,,24833058900.0,745963400.0,830589500,830589500,32788300.0,,535965300.0,53283100.0,2482365600.0,24315899400.0,-46328088300.0,413727600.0,,,106566200.0,548502500.0,72088900.0,852529600.0,9402900.0,0.0,1369689100.0,-557485600.0,1100139300.0,,,-1783465800.0,2120219300.0,,35969226800.0,1943266000.0,,-187943800.0,,25914392400.0,1174662000.0,24833058900.0,3438327100.0,120868000.0,,2.119727,
2007-12-31,1121786230,,-661704480.0,-15821710.0,2821679190,847616310.0,-2120222960.0,-12500810.0,,-357717600.0,,7738831440.0,,12046234770.0,537163970.0,655405920.0,,8350426790,149520777480.0,1771698130,,11025314010.0,6941630970.0,-82997320.0,3150990.0,523064340.0,4581539460.0,,3236066730.0,,5325188420.0,,5104603800.0,3025238370.0,,,26071291260.0,946392110.0,1121786230,1121786230,0.0,,920433140.0,161284640.0,2574358830.0,25444244250.0,-124076533230.0,850767300.0,,,195361380.0,472648500.0,76775370.0,1253540240.0,9452970.0,0.0,2042219370.0,-77573480.0,1638514800.0,,,-2110703230.0,2647867200.0,,38117526030.0,2126918250.0,,450070760.0,,27092212020.0,1049981060.0,6472133460.0,4342064220.0,391787500.0,3935586510.0,,
2008-03-31,1231570110,,79149750.0,,3134330100,1538671140.0,-1294889910.0,-4229762640.0,,2387156460.0,,,,13325651910.0,3913163640.0,1453189410.0,393312793.0,8085938460,48645436350.0,2054727510,,8959751700.0,8313889740.0,113975640.0,0.0,275441130.0,4736321040.0,3.129743,3194483910.0,,5135235780.0,,5011762170.0,2950702680.0,393312793.0,,23042075220.0,895975170.0,1231570110,1231570110,-12663960.0,,832655370.0,44323860.0,2459974230.0,25505215440.0,-23140220910.0,1541837130.0,,,88647720.0,1829942220.0,88647720.0,895975170.0,6331980.0,-3165990.0,2064225480.0,-3210313860.0,1307553870.0,,,-1282225950.0,5195389590.0,,36367727130.0,2330168640.0,,693351810.0,,27407975430.0,1079602590.0,23042075220.0,4153778880.0,845319330.0,,3.129743,
2008-06-30,1022108620,,477264410.0,,2700384910,622941940.0,-1517420790.0,-2550022940.0,,-578810440.0,,,,15234861620.0,326470340.0,517102290.0,393312793.0,8346212400,47522002850.0,1735770260,,8700019230.0,9643504110.0,-395206710.0,0.0,650157850.0,4941199660.0,2.597003,3175189500.0,,5757676960.0,,5591357510.0,2588535440.0,393312793.0,,21485448950.0,852765180.0,1022108620,1022108620,12663960.0,,801357350.0,163295460.0,2851622570.0,26311736990.0,-21210265860.0,622941940.0,,,105839650.0,2597607410.0,99791670.0,852765180.0,6047980.0,142000.0,1823465970.0,-1253095380.0,1233787920.0,,,-1530084750.0,1856555090.0,,36720310570.0,2267992500.0,,-917127070.0,,28020291340.0,964614650.0,21485448950.0,4777904200.0,1538671140.0,,2.597003,
2008-09-30,1135228380,,2460408220.0,,2888695030,962748930.0,-1810138560.0,-12768760.0,,-3702483980.0,,,,16313419980.0,9632470.0,818493390.0,393312793.0,9765472860,150583967820.0,1633850790,,10712541840.0,10358174970.0,-530990340.0,0.0,674237850.0,5281007160.0,2.881034,3810227850.0,,7015209630.0,,5955245010.0,2750263230.0,393312793.0,,22654391760.0,900029130.0,1135228380,1135228380,9407970.0,,652285920.0,47039850.0,3386869200.0,26514795450.0,-124069172370.0,965884920.0,,,147391530.0,2966646540.0,137983560.0,1116412440.0,6271980.0,3023990.0,1787514300.0,320766450.0,1734202470.0,,,-1819546530.0,1829179000.0,,38967811740.0,2383352400.0,,339806890.0,,28255269900.0,1254844240.0,22654391760.0,5008176030.0,622941940.0,,2.881034,
2008-12-31,249994810,,-3099822380.0,,2953923140,1215000000.0,-2420550740.0,-2494445660.0,,6422137960.0,,7189000000.0,,18723000000.0,2273733550.0,825000000.0,,8661259590,80319000000.0,1452984620,,9228000000.0,11986000000.0,-63778590.0,0.0,1260000000.0,5477000000.0,,2702000000.0,,5877569830.0,,6737000000.0,3467689760.0,,848000000.0,20356000000.0,1082607750.0,249994810,249994810,0.0,,268727300.0,-366151180.0,3449000000.0,28028000000.0,-52291000000.0,1216000000.0,,,391000000.0,3219000000.0,162721050.0,1330705140.0,6000000.0,0.0,521858100.0,-2004357210.0,0.0,,,-2403142770.0,4676876320.0,,39079000000.0,872000000.0,-9407970.0,251968370.0,,29851000000.0,1475938520.0,1313000000.0,6763000000.0,962748930.0,3933000000.0,,
2009-03-31,510000000,,-4000000.0,,2151000000,1543000000.0,-1095000000.0,0.0,383000000.0,-613000000.0,,,,18742000000.0,351000000.0,1093000000.0,393312793.0,7588000000,,1509000000,,9661000000.0,11628000000.0,139000000.0,0.0,1358000000.0,5756000000.0,1.3,3020000000.0,,5076000000.0,-870000000.0,7114000000.0,2672000000.0,393312793.0,803000000.0,20820000000.0,843000000.0,510000000,510000000,0.0,-3709000000.0,383000000.0,-448000000.0,3310000000.0,28086000000.0,,1544000000.0,,,451000000.0,3290000000.0,192000000.0,1003000000.0,13000000.0,0.0,893000000.0,-64000000.0,976000000.0,,,-1136000000.0,1487000000.0,,39562000000.0,841000000.0,41000000.0,328000000.0,-179000000.0,29901000000.0,1066000000.0,,6158000000.0,1215000000.0,,1.3,
2009-06-30,537000000,,-154000000.0,,2633000000,1742000000.0,-1072000000.0,-2478000000.0,516000000.0,-425000000.0,,,,20125000000.0,949000000.0,1181000000.0,,8179000000,,1479000000,,9616000000.0,12230000000.0,347000000.0,2053000000.0,2339000000.0,5556000000.0,,2857000000.0,,5656000000.0,34000000.0,7895000000.0,2685000000.0,,790000000.0,18868000000.0,882000000.0,537000000,537000000,0.0,-3452000000.0,516000000.0,39000000.0,2963000000.0,27650000000.0,,1743000000.0,,,562000000.0,4161000000.0,224000000.0,1044000000.0,12000000.0,0.0,1053000000.0,-747000000.0,903000000.0,,,-1069000000.0,2018000000.0,,38993000000.0,715000000.0,-3000000.0,199000000.0,197000000.0,29377000000.0,1356000000.0,,6182000000.0,1543000000.0,,,
2009-09-30,1023000000,,1842000000.0,,3215000000,1824000000.0,-1439000000.0,0.0,,-924000000.0,,,,19144000000.0,970000000.0,1081000000.0,,8881000000,,1976000000,,10004000000.0,10664000000.0,-34000000.0,0.0,2414000000.0,6066000000.0,,2958000000.0,,5964000000.0,-383000000.0,8480000000.0,3017000000.0,,778000000.0,19882000000.0,841000000.0,1023000000,1023000000,0.0,-3521000000.0,668000000.0,-273000000.0,2997000000.0,27335000000.0,,1824000000.0,,,743000000.0,3247000000.0,298000000.0,941000000.0,12000000.0,0.0,1691000000.0,-884000000.0,872000000.0,,,-1435000000.0,2405000000.0,,39026000000.0,757000000.0,-4000000.0,82000000.0,-99000000.0,29022000000.0,1226000000.0,,5568000000.0,1742000000.0,,,
2009-12-31,1416000000,,-1697000000.0,,3685000000,2145000000.0,-1997000000.0,-2419000000.0,,-42000000.0,,6279000000.0,,21402000000.0,1508000000.0,1476000000.0,,9672000000,85121000000.0,2035000000,,10532000000.0,12612000000.0,-69000000.0,0.0,2140000000.0,6650000000.0,,2831000000.0,298000000.0,6481000000.0,758000000.0,8790000000.0,3321000000.0,,749000000.0,18881000000.0,1026000000.0,1416000000,1416000000,0.0,-3188000000.0,841000000.0,426000000.0,3066000000.0,27993000000.0,-57128000000.0,2145000000.0,,,669000000.0,4679000000.0,244000000.0,1156000000.0,12000000.0,0.0,2257000000.0,-1186000000.0,0.0,,,-1996000000.0,3504000000.0,,40283000000.0,341000000.0,-1000000.0,321000000.0,60000000.0,29751000000.0,1184000000.0,748000000.0,5857000000.0,1824000000.0,3933000000.0,,
2010-03-31,1535000000,,24000000.0,,3957000000,3477000000.0,-1354000000.0,,908000000.0,-473000000.0,,5315000000.0,,21697000000.0,1837000000.0,2815000000.0,393312793.0,9914000000,,2713000000,,12404000000.0,12518000000.0,-166000000.0,0.0,2200000000.0,6860000000.0,3.9,2781000000.0,229000000.0,6190000000.0,-93000000.0,9179000000.0,3724000000.0,393312793.0,670000000.0,20416000000.0,956000000.0,1535000000,1535000000,0.0,-2580000000.0,908000000.0,-93000000.0,3232000000.0,28043000000.0,,3477000000.0,,,662000000.0,4032000000.0,211000000.0,1011000000.0,12000000.0,0.0,2443000000.0,-597000000.0,472000000.0,,,-1446000000.0,3283000000.0,,42113000000.0,238000000.0,92000000.0,1332000000.0,81000000.0,29709000000.0,1303000000.0,,5847000000.0,2145000000.0,,3.9,
2010-06-30,1654000000,,662000000.0,,4039000000,3032000000.0,-1933000000.0,,-247000000.0,-756000000.0,,,,23973000000.0,780000000.0,2474000000.0,,10570000000,88182000000.0,2522000000,,13065000000.0,14746000000.0,-628000000.0,0.0,1485000000.0,2224000000.0,,2857000000.0,249000000.0,6874000000.0,621000000.0,9227000000.0,3816000000.0,,624000000.0,18725000000.0,1109000000.0,1654000000,1654000000,0.0,-3096000000.0,825000000.0,169000000.0,3860000000.0,28419000000.0,-59763000000.0,3042000000.0,803000000.0,,568000000.0,5885000000.0,178000000.0,1174000000.0,11000000.0,-2163000000.0,2479000000.0,-1229000000.0,0.0,,,-1937000000.0,2717000000.0,,42698000000.0,236000000.0,4000000.0,-445000000.0,-44000000.0,29633000000.0,1382000000.0,,6407000000.0,3477000000.0,,,
2010-09-30,1536000000,,322000000.0,,4111000000,3529000000.0,-2195000000.0,0.0,267000000.0,-877000000.0,,,,24583000000.0,463000000.0,3137000000.0,,11365000000,90191000000.0,2373000000,,14365000000.0,15450000000.0,-98000000.0,0.0,1348000000.0,2276000000.0,,3234000000.0,316000000.0,7802000000.0,-146000000.0,9133000000.0,3443000000.0,,609000000.0,20258000000.0,1132000000.0,1536000000,1536000000,0.0,-3786000000.0,871000000.0,222000000.0,3958000000.0,29020000000.0,-61171000000.0,3529000000.0,686000000.0,,392000000.0,6052000000.0,275000000.0,1190000000.0,11000000.0,0.0,2407000000.0,15000000.0,0.0,,,-2214000000.0,2677000000.0,,44841000000.0,289000000.0,19000000.0,497000000.0,-379000000.0,30476000000.0,1429000000.0,,6219000000.0,3032000000.0,,,
2010-12-31,1065000000,,-510000000.0,,3117000000,2527000000.0,-3142000000.0,-2281000000.0,160000000.0,1056000000.0,,6853000000.0,,27549000000.0,917000000.0,1957000000.0,,12313000000,93988000000.0,1867000000,,12803000000.0,17102000000.0,93000000.0,0.0,7229000000.0,2695000000.0,,3322000000.0,421000000.0,9033000000.0,1427000000.0,10447000000.0,3280000000.0,,594000000.0,19040000000.0,1247000000.0,1065000000,1065000000,0.0,-3992000000.0,626000000.0,60000000.0,3865000000.0,31567000000.0,-62421000000.0,2527000000.0,523000000.0,,570000000.0,6176000000.0,267000000.0,1413000000.0,10000000.0,0.0,1691000000.0,-1909000000.0,0.0,,,-3132000000.0,4049000000.0,,46589000000.0,295000000.0,-10000000.0,-1002000000.0,-65000000.0,33786000000.0,1159000000.0,333000000.0,7639000000.0,3529000000.0,3933000000.0,,
2011-03-31,1774000000,,117000000.0,-1000000.0,4493000000,3017000000.0,-1896000000.0,,937000000.0,-2122000000.0,,,,27944000000.0,361000000.0,2472000000.0,393312793.0,12537000000,95738000000.0,2710000000,,14816000000.0,16903000000.0,-907000000.0,0.0,1888000000.0,2539000000.0,4.51,3522000000.0,287000000.0,8553000000.0,-386000000.0,11041000000.0,3984000000.0,393312793.0,608000000.0,20811000000.0,1217000000.0,1774000000,1774000000,0.0,-3968000000.0,937000000.0,0.0,4772000000.0,31942000000.0,-63796000000.0,3017000000.0,515000000.0,,545000000.0,6188000000.0,398000000.0,1274000000.0,10000000.0,0.0,2711000000.0,130000000.0,0.0,,,-1895000000.0,2256000000.0,,48755000000.0,323000000.0,,490000000.0,-144000000.0,33939000000.0,1384000000.0,,7089000000.0,2527000000.0,,4.51,
2011-06-30,771000000,,293000000.0,,2806000000,1091000000.0,-2844000000.0,,638000000.0,-1923000000.0,,,,30464000000.0,-1387000000.0,696000000.0,393312793.0,13666000000,98267000000.0,1573000000,,14461000000.0,18730000000.0,-284000000.0,0.0,2450000000.0,8634000000.0,1.96,4051000000.0,354000000.0,10108000000.0,1813000000.0,11734000000.0,3558000000.0,393312793.0,610000000.0,19038000000.0,1718000000.0,771000000,771000000,0.0,-3276000000.0,617000000.0,25000000.0,5056000000.0,33284000000.0,-64983000000.0,1091000000.0,,,395000000.0,7895000000.0,229000000.0,1985000000.0,9000000.0,-2753000000.0,1388000000.0,-552000000.0,1111000000.0,,,-2857000000.0,1470000000.0,,49502000000.0,329000000.0,,-1926000000.0,-517000000.0,35041000000.0,1189000000.0,,8882000000.0,3017000000.0,,1.96,
2011-09-30,1543000000,,-3321000000.0,,4243000000,2511000000.0,-3196000000.0,0.0,937000000.0,3684000000.0,,,,32098000000.0,1481000000.0,1852000000.0,393312793.0,15017000000,101758000000.0,2606000000,,15957000000.0,18712000000.0,-786000000.0,0.0,3734000000.0,9013000000.0,3.92,3373000000.0,436000000.0,10770000000.0,112000000.0,13386000000.0,4247000000.0,393312793.0,634000000.0,20763000000.0,1767000000.0,1543000000,1543000000,0.0,-4315000000.0,990000000.0,134000000.0,5842000000.0,35335000000.0,-66423000000.0,2511000000.0,,,659000000.0,6807000000.0,264000000.0,1641000000.0,9000000.0,0.0,2533000000.0,-67000000.0,902000000.0,60000000.0,,-3202000000.0,4683000000.0,,52861000000.0,355000000.0,6000000.0,1420000000.0,750000000.0,36904000000.0,1446000000.0,,9410000000.0,1091000000.0,,3.92,
2011-12-31,790000000,,2929000000.0,,3035000000,1448000000.0,-4342000000.0,-2812000000.0,438000000.0,-2252000000.0,,7303000000.0,,36664000000.0,26000000.0,562000000.0,,15260000000,107531000000.0,1459000000,,14098000000.0,21805000000.0,-232000000.0,0.0,4654000000.0,9401000000.0,,3473000000.0,569000000.0,11952000000.0,1069000000.0,14859000000.0,3308000000.0,,633000000.0,18735000000.0,1659000000.0,790000000,790000000,0.0,-6189000000.0,438000000.0,63000000.0,6074000000.0,39650000000.0,-67881000000.0,1461000000.0,,,899000000.0,8113000000.0,360000000.0,1849000000.0,7000000.0,0.0,1228000000.0,-1082000000.0,989000000.0,,,-4335000000.0,4361000000.0,,55399000000.0,396000000.0,-7000000.0,-1063000000.0,-51000000.0,41301000000.0,1447000000.0,758000000.0,11915000000.0,2511000000.0,0.0,,
2012-03-31,1294000000,,569000000.0,,4533000000,902000000.0,-3818000000.0,,1053000000.0,424000000.0,,14708000000.0,,36607000000.0,1340000000.0,71000000.0,393312793.0,14850000000,140310000000.0,2502000000,606000000.0,12996000000.0,19492000000.0,-99000000.0,0.0,4114000000.0,329000000.0,3.29,3219000000.0,489000000.0,10414000000.0,-105000000.0,17115000000.0,4436000000.0,393312793.0,1901000000.0,25382000000.0,1707000000.0,1294000000,1294000000,0.0,-7629000000.0,1053000000.0,155000000.0,6105000000.0,44814000000.0,-95496000000.0,902000000.0,2884000000.0,,831000000.0,6853000000.0,365000000.0,1934000000.0,1345000000.0,-185000000.0,2347000000.0,-1563000000.0,888000000.0,114000000.0,,-3818000000.0,5158000000.0,,61989000000.0,0.0,,-210000000.0,127000000.0,48993000000.0,1821000000.0,,9527000000.0,1112000000.0,0.0,3.29,
2012-06-30,833000000,,311000000.0,0.0,4200000000,460000000.0,-3490000000.0,0.0,474000000.0,-23000000.0,,16545000000.0,,38932000000.0,429000000.0,110000000.0,393312793.0,16084000000,148047000000.0,1826000000,821000000.0,14466000000.0,24588000000.0,-815000000.0,0.0,743000000.0,452000000.0,2.12,3913000000.0,547000000.0,12112000000.0,1457000000.0,14344000000.0,3972000000.0,393312793.0,1924000000.0,27219000000.0,1972000000.0,833000000,833000000,0.0,-8059000000.0,1085000000.0,367000000.0,6920000000.0,47482000000.0,-100565000000.0,460000000.0,3305000000.0,,350000000.0,9892000000.0,323000000.0,2146000000.0,1377000000.0,-199000000.0,1918000000.0,-879000000.0,824000000.0,,,-3490000000.0,3919000000.0,,66151000000.0,0.0,,-442000000.0,-605000000.0,51685000000.0,1959000000.0,,11155000000.0,902000000.0,10674000000.0,2.12,
2012-09-30,756000000,,326000000.0,0.0,4493000000,978000000.0,-4071000000.0,0.0,452000000.0,-757000000.0,,18525000000.0,,41168000000.0,-587000000.0,196000000.0,393312793.0,17378000000,157560000000.0,1794000000,722000000.0,15056000000.0,24306000000.0,-140000000.0,0.0,2574000000.0,344000000.0,1.92,4355000000.0,724000000.0,13603000000.0,-8000000.0,16862000000.0,3775000000.0,393312793.0,2075000000.0,29199000000.0,1884000000.0,756000000,756000000,0.0,-6689000000.0,1073000000.0,409000000.0,7060000000.0,50851000000.0,-106709000000.0,978000000.0,3757000000.0,,782000000.0,9510000000.0,381000000.0,1981000000.0,1412000000.0,-200000000.0,1829000000.0,1073000000.0,858000000.0,176000000.0,,-4071000000.0,3484000000.0,,70367000000.0,0.0,,518000000.0,-387000000.0,55311000000.0,2283000000.0,,11582000000.0,460000000.0,0.0,1.92,
2012-12-31,1019000000,,-1810000000.0,,5177000000,4747000000.0,-5024000000.0,-303000000.0,2884000000.0,32000000.0,,6741000000.0,,48689000000.0,-284000000.0,3797000000.0,393436293.0,18862000000,171119000000.0,1748000000,541000000.0,18348000000.0,20930000000.0,138000000.0,123000000.0,12100000000.0,104000000.0,2.59,4267000000.0,789000000.0,14138000000.0,513000000.0,27759000000.0,4724000000.0,393436293.0,1914000000.0,31260000000.0,2057000000.0,1019000000,1019000000,0.0,-5876000000.0,1452000000.0,1123000000.0,6922000000.0,57373000000.0,-113746000000.0,4747000000.0,4685000000.0,,4747000000.0,5004000000.0,488000000.0,2976000000.0,1090000000.0,-336000000.0,2471000000.0,4023000000.0,90000000.0,118000000.0,,-5024000000.0,4740000000.0,0.0,79949000000.0,1738000000.0,,3769000000.0,348000000.0,61601000000.0,2218000000.0,20586000000.0,10705000000.0,978000000.0,10674000000.0,2.59,
2013-03-31,1258000000,,425000000.0,,4742000000,4315000000.0,-4744000000.0,0.0,739000000.0,-1277000000.0,,23229000000.0,,51732000000.0,-974000000.0,,393125000.0,18634000000,,2533000000,616000000.0,19554000000.0,20921000000.0,,0.0,13961000000.0,255000000.0,3.2,5554000000.0,660000000.0,13938000000.0,,30811000000.0,4696000000.0,393125000.0,1968000000.0,33903000000.0,2030000000.0,1258000000,1258000000,0.0,-1956000000.0,1470000000.0,-57000000.0,7264000000.0,60990000000.0,,4315000000.0,5348000000.0,,4315000000.0,4577000000.0,,2163000000.0,1536000000.0,-531000000.0,2728000000.0,523000000.0,1483000000.0,,,-4744000000.0,3770000000.0,,85635000000.0,0.0,,-432000000.0,,66081000000.0,2209000000.0,23229000000.0,12900000000.0,4747000000.0,10674000000.0,3.2,
2013-06-30,535000000,22000000.0,665000000.0,-36000000.0,3949000000,5140000000.0,-6029000000.0,0.0,237000000.0,-2060000000.0,,25593000000.0,,62032000000.0,-2740000000.0,,393382353.0,21941000000,,1363000000,780000000.0,24039000000.0,24388000000.0,-1072000000.0,0.0,18845000000.0,273000000.0,1.36,6984000000.0,739000000.0,16573000000.0,1286000000.0,37644000000.0,5368000000.0,393382353.0,1906000000.0,36291000000.0,2774000000.0,526000000,535000000,0.0,-1625000000.0,1201000000.0,133000000.0,8336000000.0,69251000000.0,,5140000000.0,5709000000.0,,5140000000.0,5228000000.0,,4005000000.0,1797000000.0,-570000000.0,1727000000.0,3422000000.0,1396000000.0,170000000.0,,-5993000000.0,3253000000.0,0.0,98492000000.0,0.0,,682000000.0,-1018000000.0,74453000000.0,2586000000.0,25593000000.0,15559000000.0,4315000000.0,10698000000.0,1.36,
2013-09-30,1414000000,,567000000.0,-11000000.0,6581000000,6903000000.0,-7477000000.0,-326000000.0,1742000000.0,1868000000.0,,,,70607000000.0,1890000000.0,,392777778.0,24244000000,,3444000000,937000000.0,26659000000.0,29184000000.0,,0.0,19950000000.0,497000000.0,3.6,8594000000.0,931000000.0,17875000000.0,,41423000000.0,6369000000.0,392777778.0,1558000000.0,40491000000.0,2640000000.0,1417000000,1414000000,0.0,-1311000000.0,2511000000.0,-56000000.0,8402000000.0,79481000000.0,,6903000000.0,7223000000.0,,6903000000.0,6126000000.0,,2925000000.0,1990000000.0,-732000000.0,3928000000.0,-150000000.0,1469000000.0,,,-7466000000.0,9356000000.0,,111270000000.0,0.0,,1763000000.0,,84611000000.0,3137000000.0,29837000000.0,19157000000.0,5140000000.0,10654000000.0,3.6,
2013-12-31,1918000000,,678000000.0,-9000000.0,7322000000,10713000000.0,-4094000000.0,0.0,3261000000.0,-5593000000.0,,5131000000.0,,87355000000.0,-4851000000.0,,392229039.0,25294000000,259238000000.0,3820000000,122000000.0,34514000000.0,32808000000.0,,391000000.0,23076000000.0,8000000.0,4.89,7791000000.0,1119000000.0,20185000000.0,,54547000000.0,5109000000.0,392229039.0,2124000000.0,48016000000.0,2813000000.0,1878000000,1918000000,-36000000.0,-1912000000.0,4087000000.0,276000000.0,9881000000.0,94289000000.0,-164949000000.0,10713000000.0,11459000000.0,,10713000000.0,8814000000.0,,1289000000.0,1653000000.0,-887000000.0,5965000000.0,3184000000.0,526000000.0,,,-9436000000.0,4585000000.0,,135595000000.0,1119000000.0,,3810000000.0,,101081000000.0,3502000000.0,37416000000.0,17360000000.0,6903000000.0,10600000000.0,4.89,
2014-03-31,2881000000,14000000.0,417000000.0,-85000000.0,14508000000,3109000000.0,-16191000000.0,0.0,6177000000.0,-7194000000.0,0.0,,,108360000000.0,-5102000000.0,,392394963.0,30664000000,330903000000.0,4384000000,215000000.0,37098000000.0,39682000000.0,-1660000000.0,1531000000.0,27631000000.0,808000000.0,7.34,11059000000.0,970000000.0,23016000000.0,-1144000000.0,68678000000.0,7648000000.0,392394963.0,2552000000.0,62150000000.0,2900000000.0,2787000000,2881000000,608000000.0,-2143000000.0,6177000000.0,5868000000.0,11590000000.0,125746000000.0,-205157000000.0,3109000000.0,17509000000.0,1550000000.0,3109000000.0,11039000000.0,1568000000.0,3264000000.0,2047000000.0,-939000000.0,8964000000.0,1170000000.0,3081000000.0,,,-11817000000.0,6715000000.0,-6513000000.0,170640000000.0,0.0,,-7604000000.0,-1996000000.0,133542000000.0,3976000000.0,51536000000.0,19653000000.0,10713000000.0,10614000000.0,7.34,
2014-06-30,1526000000,14000000.0,2606000000.0,0.0,11351000000,11448000000.0,-9132000000.0,0.0,,1094000000.0,,54003000000.0,-53000000.0,121873000000.0,1095000000.0,1576000000.0,392287918.0,35330000000,,5950000000,1395000000.0,44739000000.0,42897000000.0,-381000000.0,1576000000.0,35296000000.0,965000000.0,3.89,11891000000.0,1186000000.0,25427000000.0,1484000000.0,78976000000.0,9903000000.0,392287918.0,2510000000.0,64578000000.0,3497000000.0,1543000000,1526000000,1210000000.0,-3839000000.0,3351000000.0,569000000.0,11977000000.0,132352000000.0,,11448000000.0,19294000000.0,,11448000000.0,10895000000.0,1943000000.0,3953000000.0,4610000000.0,-1307000000.0,4894000000.0,5750000000.0,2271000000.0,,,-10335000000.0,11430000000.0,-187000000.0,186598000000.0,0.0,,8339000000.0,-1447000000.0,141859000000.0,4514000000.0,54003000000.0,25322000000.0,3109000000.0,10575000000.0,3.89,
2014-09-30,3212000000,28000000.0,2428000000.0,-9000000.0,15242000000,15873000000.0,-13579000000.0,-464000000.0,,2243000000.0,,59730000000.0,,134670000000.0,5036000000.0,1634000000.0,392185592.0,38209000000,,8044000000,3525000000.0,50524000000.0,51373000000.0,-384000000.0,1634000000.0,36693000000.0,929000000.0,8.19,12507000000.0,1606000000.0,26365000000.0,1323000000.0,83297000000.0,11844000000.0,392185592.0,2552000000.0,70188000000.0,3885000000.0,3219000000,3212000000,0.0,-3030000000.0,4810000000.0,1298000000.0,12361000000.0,144675000000.0,,15873000000.0,21285000000.0,,15873000000.0,12425000000.0,1793000000.0,3800000000.0,4855000000.0,-1114000000.0,8029000000.0,-467000000.0,2300000000.0,,,-13213000000.0,18249000000.0,-357000000.0,205012000000.0,0.0,,4425000000.0,-707000000.0,154488000000.0,5420000000.0,59730000000.0,28010000000.0,11448000000.0,10458000000.0,8.19,
2014-12-31,1383000000,24000000.0,-2968000000.0,-12000000.0,8712000000,9758000000.0,-14503000000.0,0.0,,4075000000.0,,9033000000.0,-2000000.0,135773000000.0,-6997000000.0,0.0,392897727.0,37739000000,394061000000.0,1364000000,3972000000.0,42100000000.0,53366000000.0,2181000000.0,0.0,36030000000.0,865000000.0,3.52,12171000000.0,1903000000.0,29684000000.0,3404000000.0,82407000000.0,8055000000.0,392897727.0,3177000000.0,72630000000.0,4241000000.0,1300000000,1383000000,0.0,-4308000000.0,-1115000000.0,605000000.0,13001000000.0,156930000000.0,-235306000000.0,9758000000.0,18948000000.0,,9758000000.0,13275000000.0,2032000000.0,6691000000.0,2568000000.0,80000000.0,185000000.0,-1269000000.0,1691000000.0,,,-16559000000.0,9562000000.0,0.0,208554000000.0,0.0,,-6115000000.0,326000000.0,166454000000.0,6495000000.0,62230000000.0,30406000000.0,15873000000.0,10400000000.0,3.52,
