date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyDilutedEPS,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyDepreciationAndAmortization,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
1998-03-31,,,,,,,,,,,,,,,,,,0.41209,,,,,1604009010.0,,,,6192586000,,,,,,,,,6192586000,,,6192586000,,660996800,,,660996800,660996800,,,,,,,,,,,,,,,,,1604009010.0,0.41209,,,,,,,,,,,,,,
1998-06-30,,,,,,,,,,,,,,,,,,0.807794,,,,,1604009010.0,,,,7889269000,,,,,,,,,7889269000,,,7889269000,,1295709100,,,1295709100,1295709100,,,,,,,,,,,,,,,,,1604009010.0,0.807794,,,,,,,,,,,,,,
1998-09-30,,,,,,,,,,,,,,,,,,0.783304,,,,,1604009010.0,,,,7138095000,,,,,,,,,7138095000,,,7138095000,,1256427000,,,1256427000,1256427000,,,,,,,,,,,,,,,,,1604009010.0,0.783304,,,,,,,,,,,,,,
1998-12-31,,,2096892000.0,,,24236000000.0,2211000000.0,2211000000.0,,0.0,2666000000.0,,1452000000.0,,-12879000000.0,,,,37115000000.0,721000000.0,,,,,2718000000.0,-2053000000.0,-19275169000,,8175000000.0,,,6596000000.0,8371000000.0,,5049000000.0,10244831000,,28420000000.0,-18615169000,14967000000.0,-1486067000,36595000000.0,,-808067000,-1486067000,0.0,105000000.0,2099000000.0,,14735000000.0,,,1893000000.0,,134000000.0,506000000.0,,,3134000000.0,,7463000000.0,,,,,,,,,,,,,,,,
1999-03-31,2757253418.0,1172147016.0,,,372340430.0,24712766254.0,2097678942.0,2097678942.0,0.0,,3083172184.0,252417798.0,4923597738.0,,-12582205180.0,,0.0,10.144584,37294971434.0,186653774.0,,,1604009010.0,,4502901408.0,,836557070,,8649903392.0,2757253418.0,,7772727366.0,7709864696.0,,,8017408220,,29636363992.0,836557070,15482592062.0,799806586,38286267384.0,0.0,799806586,799806586,729206972.0,964216646.0,,0.0,15614120110.0,,0.0,,4423597732.0,,,3593810488.0,483559000.0,3350096752.0,,6745648050.0,1604009010.0,10.144584,,,,,,,,,,,,,,
1999-06-30,3023100906.0,1531352424.0,,,578971914.0,24701544396.0,3067419603.0,3067419603.0,0.0,,3936820425.0,238566603.0,5024042928.0,,-12267792510.0,,0.0,10.676091,36969336906.0,165016425.0,,,1604009010.0,,5281468551.0,,1634134083,,9589811670.0,3023100906.0,,9383305401.0,6211218237.0,,,9565294944,,29725587324.0,1634134083,15594523638.0,952380510,39315398994.0,0.0,952380510,952380510,712870956.0,1003299864.0,,0.0,16283820819.0,,0.0,,4908059955.0,,,4657234989.0,27345579.0,3451200660.0,,5207918373.0,1604009010.0,10.676091,,,,,,,,,,,,,,
1999-09-30,3114538296.0,1435249560.0,,,416082120.0,24665722080.0,2197287600.0,2197287600.0,0.0,,3865356144.0,201963456.0,5048151384.0,,-12164558160.0,,0.0,12.454413,36830280240.0,138382368.0,,,1604009010.0,,4754556360.0,,1479195312,,8912572512.0,3114538296.0,,8758294872.0,5305280784.0,,,9348289968,,29713873464.0,1479195312,14063575656.0,1019167440,38626445976.0,0.0,1019167440,1019167440,819074016.0,1026647568.0,,0.0,16907894328.0,,0.0,,4754556360.0,,,4593733608.0,67321152.0,3324916896.0,,4278633216.0,1604009010.0,12.454413,,,,,,,,,,,,,,
1999-12-31,3857795920.0,1583283528.0,,,470046352.0,26201000000.0,2598000000.0,2598000000.0,0.0,0.0,2290000000.0,299802984.0,1913000000.0,,-14608000000.0,,7074000000.0,,40809000000.0,939000000.0,,,,,3395000000.0,-3478000000.0,2780701872,,9720000000.0,3857795920.0,,7452000000.0,7501000000.0,,6767000000.0,11497510760,,30756000000.0,2014701872,14953000000.0,135237176,40476000000.0,7074000000.0,1113237176,135237176,0.0,297000000.0,1923000000.0,2598000000.0,17895000000.0,,3519000000.0,2243000000.0,5625012968.0,137000000.0,557000000.0,5872497792.0,-222995096.0,3836000000.0,,6711000000.0,,,,,,,,,,,,,,,,
2000-03-31,3415312320.0,1076565840.0,,,491879220.0,25429227600.0,2802783480.0,2802783480.0,0.0,,2264500560.0,241299240.0,6004638780.0,,-14329462560.0,,0.0,0.364516,39758690160.0,,,,1604009010.0,,5911831380.0,5243618100.0,1132250280,,9726215520.0,3415312320.0,,8176331940.0,11146168740.0,,10069602900.0,9401389620,,31433866380.0,1132250280,19322500680.0,584686620,41160081900.0,0.0,584686620,584686620,621809580.0,4473316680.0,,0.0,15313221000.0,,0.0,,4853827020.0,,,4547562600.0,111368880.0,3647330820.0,,6672852060.0,1604009010.0,0.364516,,,,,,,,,,,,,,
2000-06-30,3645272640.0,1469868000.0,,,627143680.0,25732489120.0,3223910480.0,3223910480.0,0.0,,2312592320.0,254777120.0,5634494000.0,,-15129841280.0,,0.0,0.525386,40862330400.0,,,,1604009010.0,,5644293120.0,4527193440.0,2087212560,,10641844320.0,3645272640.0,,7956885440.0,11141599440.0,,11455171280.0,11268988000,,31366983120.0,2087212560,19098484880.0,842724320,42008827440.0,0.0,842724320,842724320,734934000.0,4419403120.0,,0.0,15982364720.0,,0.0,,5536502800.0,,,5732485200.0,-450759520.0,3929447120.0,,6722196320.0,1604009010.0,0.525386,,,,,,,,,,,,,,
