date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyDilutedEPS,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyDepreciationAndAmortization,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
2000-09-30,3858489640.0,1632075080.0,,,792452640.0,26160371080.0,3386791640.0,3386791640.0,0.0,,2235848520.0,235849000.0,5716979760.0,,-14566034240.0,,0.0,0.523452,40726405320.0,,,,1604009010.0,,5764149560.0,12103770680.0,1849056160,,10754714400.0,3858489640.0,,7999998080.0,10603771040.0,,11924525440.0,11424525560,,31877350840.0,1849056160,18603769120.0,839622440,42632065240.0,0.0,839622440,839622440,613207400.0,4405659320.0,,0.0,24028296120.0,,0.0,,5716979760.0,,,5707545800.0,-75471680.0,3905659440.0,,6198111720.0,1604009010.0,0.523452,,,,,,,,,,,,,,
2000-12-31,4577229080.0,1718057600.0,,,446075920.0,27575000000.0,4242000000.0,4242000000.0,0.0,0.0,1636000000.0,273283200.0,2174000000.0,,-16108000000.0,,7036000000.0,,43683000000.0,1397000000.0,,,,,4110000000.0,-4419000000.0,1764925760,,12602000000.0,4577229080.0,,7988000000.0,12008000000.0,,6686000000.0,12840800280,,32575000000.0,1927925760,19996000000.0,251981680,45177000000.0,4371000000.0,1271981680,251981680,0.0,327000000.0,1841000000.0,4242000000.0,17503000000.0,,-3725000000.0,2286000000.0,6335645440.0,190000000.0,544000000.0,6505154840.0,-53132200.0,4216000000.0,3995000000.0,6998000000.0,,,,,,,,,,,,,,,,
2001-03-31,3950733060.0,1080056520.0,,,558976620.0,26935093740.0,4282329360.0,4282329360.0,0.0,,1951681080.0,227380320.0,6129794460.0,,-15869251500.0,,0.0,0.309095,42804345240.0,,,,1593871005.0,,6442442400.0,15916622400.0,1430601180,,12572236860.0,3960207240.0,,8394123480.0,11738509020.0,,9587870160.0,10923729540,,33064888200.0,1430601180,20132632500.0,492657360,45637125060.0,0.0,521079900,492657360,0.0,4936047780.0,,0.0,25504492560.0,,0.0,2842254000.0,5542395300.0,,,5381334240.0,-9474180.0,4244432640.0,,6802461240.0,1593871005.0,0.309095,,,,,,,,,,,,,,
2001-06-30,4313950000.0,1895250000.0,,,1046900000.0,27526250000.0,4638850000.0,4638850000.0,0.0,,2752625000.0,216600000.0,6137000000.0,,-15116875000.0,,0.0,0.532258,42643125000.0,,,,1593871005.0,,6037725000.0,16903825000.0,2328450000,,12607925000.0,4304925000.0,,8790350000.0,10568275000.0,,10008725000.0,12869650000,,33663250000.0,2328450000,19358625000.0,848350000,46271175000.0,0.0,848350000,848350000,0.0,4999850000.0,,0.0,26912550000.0,,0.0,2897025000.0,6227250000.0,,,6642400000.0,99275000.0,4160525000.0,,5568425000.0,1593871005.0,0.532258,,,,,,,,,,,,,,
2001-09-30,4384110000.0,1493070000.0,,,751290000.0,27493410000.0,6362190000.0,6362190000.0,0.0,,2482110000.0,228240000.0,6200520000.0,,-15929250000.0,,0.0,0.465395,43422660000.0,,,,1593871005.0,,6229050000.0,16556910000.0,2206320000,,14188920000.0,4384110000.0,,8711160000.0,11383470000.0,,11231310000.0,12828990000,,33693930000.0,2206320000,20094630000.0,741780000,47882850000.0,0.0,741780000,741780000,0.0,5040300000.0,,0.0,27788220000.0,,0.0,2900550000.0,6238560000.0,,,6590430000.0,-237750000.0,4022730000.0,,6343170000.0,1593871005.0,0.465395,,,,,,,,,,,,,,
2001-12-31,4316405280.0,3149868720.0,,,414262320.0,26994078720.0,7175986560.0,7175986560.0,0.0,3838106880.0,1482491520.0,216103920.0,5839015680.0,,-16180076160.0,,9113230080.0,,43174154880.0,1309685760.0,,,,,5320598400.0,-5238743040.0,2102040720,,15097766400.0,4325915280.0,,8112775680.0,11414275200.0,,12141878400.0,12556292880,,32833094400.0,2102040720,19527050880.0,1163409360,47930860800.0,6384718080.0,1162164480,1163409360,9095040.0,991359360.0,,7175986560.0,20063658240.0,,-4429284480.0,3219644160.0,6137846880.0,,,6418446000.0,124874880.0,4165528320.0,3728966400.0,6693949440.0,,,,,,,,,,,,,,,,
2002-03-31,4117570000.0,1729920000.0,,,711790000.0,27057030000.0,7415230000.0,7415230000.0,0.0,,1838040000.0,180200000.0,5892540000.0,,-16028790000.0,,0.0,0.395703,43085820000.0,,,,1593871005.0,,7262060000.0,15695420000.0,1522690000,,15740470000.0,4090540000.0,,9100100000.0,11235470000.0,,12659050000.0,11361610000,,32949570000.0,1522690000,20335570000.0,630700000,48690040000.0,0.0,630700000,630700000,9010000.0,5027580000.0,,0.0,28354470000.0,,0.0,3090430000.0,5721350000.0,,,5649270000.0,261290000.0,4342820000.0,,6207890000.0,1593871005.0,0.395703,,,,,,,,,,,,,,
2002-06-30,4166955000.0,1800045000.0,,,984555000.0,27657045000.0,7259850000.0,7259850000.0,0.0,,2337075000.0,218790000.0,6146010000.0,,-17692155000.0,,0.0,0.511641,45349200000.0,129285000.0,,,1593871005.0,,6116175000.0,29556540000.0,2714985000,,15912000000.0,4166955000.0,,8582535000.0,11575980000.0,,,13415805000,,33803055000.0,2714985000,20158515000.0,815490000,49715055000.0,0.0,815490000,815490000,0.0,5161455000.0,,0.0,29556540000.0,,0.0,3082950000.0,6533865000.0,,,6871995000.0,-218790000.0,4515030000.0,,6414525000.0,1593871005.0,0.511641,,,,,,,,,,,,,,
2002-09-30,4332314000.0,1590214080.0,,,988786960.0,28012232640.0,9123343600.0,9123343600.0,0.0,,2436289520.0,224260960.0,6146789040.0,,-18134556720.0,,0.0,0.377337,46146789360.0,,,,1593871005.0,,6870540320.0,15107033760.0,2579001040,,17747196880.0,4342507680.0,,9306829840.0,11804281440.0,,15688073520.0,13435270240,,34159021680.0,2579001040,21111111280.0,601427120,51906218560.0,0.0,601427120,601427120,0.0,5239551520.0,,0.0,30795107280.0,,0.0,3058104000.0,6523955200.0,,,6911315040.0,-560652400.0,4566768640.0,,6564729920.0,1593871005.0,0.377337,,,,,,,,,,,,,,
2002-12-31,4605021960.0,3447931130.0,592207770.0,,914455010.0,29755843040.0,14555843610.0,14555843610.0,0.0,4083116730.0,3999999850.0,271887910.0,6161038730.0,,-18348051260.0,,9184415240.0,,48103894300.0,1797402530.0,,,,,5994804970.0,-6285714050.0,2481284260,,23501297820.0,4595024210.0,,11792207350.0,15397402020.0,,15272726700.0,14413342160,,36509089540.0,2481284260,27189609370.0,756852810,60010387360.0,6098701070.0,756852810,756852810,322077910.0,1599999940.0,,14555843610.0,23023375760.0,,-5828571210.0,3137662220.0,7327035940.0,152000000.0,544000000.0,7096499900.0,-196809480.0,4872727090.0,3989610240.0,9807791840.0,,,,,,,,,,,,,,,,
2003-03-31,4234912980.0,1282327340.0,,,624999880.0,30538787240.0,13976290420.0,13976290420.0,0.0,,4234912980.0,334051660.0,7198274480.0,,-19030168760.0,,0.0,0.250886,49568956000.0,,,,1589193135.0,,8081895000.0,33114217780.0,1713361740,,23469823080.0,4213361260.0,,12316807980.0,15775859040.0,,,12564652760,,37737061720.0,1713361740,28092667020.0,398706820,61206884800.0,0.0,398706820,398706820,10775860.0,1681034160.0,,0.0,33114217780.0,,0.0,2952585640.0,6616378040.0,,,5948274720.0,-301724080.0,5237067960.0,4040947500.0,10053877380.0,1589193135.0,0.250886,,,,,,,,,,,,,,
2003-06-30,6018000000.0,1716000000.0,31226000000.0,,636000000.0,39247000000.0,7632000000.0,7632000000.0,0.0,,6895000000.0,586000000.0,0.0,,-18463141480.0,,0.0,0.453689,57752204720.0,,,,190894070.0,,11025000000.0,41097740180.0,2302000000,,20666000000.0,6018000000.0,,18151000000.0,41328000000.0,,,19189000000,,79869000000.0,3326000000,59479000000.0,721000000,100535000000.0,0.0,1080000000,721000000,0.0,3462000000.0,,0.0,41056000000.0,,0.0,4316000000.0,9845000000.0,231000000.0,,9344000000.0,-1164000000.0,6563000000.0,4995000000.0,32871000000.0,190894070.0,0.453689,,,,,,,,,,,,,,
2003-09-30,6817000000.0,1662000000.0,31901000000.0,,617000000.0,40790000000.0,9837000000.0,9837000000.0,0.0,,7660000000.0,1020000000.0,0.0,,-19395942680.0,,0.0,0.434812,60197713380.0,,,,1589193135.0,,11116000000.0,24448113480.0,2682000000,,22136000000.0,6817000000.0,,19230000000.0,40723000000.0,,18012087200.0,20783000000,,80264000000.0,3198000000,59953000000.0,691000000,102400000000.0,0.0,1045000000,691000000,0.0,4267000000.0,,0.0,42447000000.0,,0.0,4306000000.0,10768000000.0,454000000.0,,10015000000.0,-767000000.0,6606000000.0,3402000000.0,33054000000.0,1589193135.0,0.434812,,,,,,,,,,,,,,
2003-12-31,7270000000.0,3325000000.0,34693000000.0,,1479000000.0,43792000000.0,7733000000.0,7733000000.0,0.0,0.0,5016000000.0,596000000.0,3478000000.0,,-27041000000.0,,8858000000.0,,70833000000.0,9880000000.0,,,,,0.0,-6446000000.0,3921000000,,20160000000.0,7270000000.0,,16716000000.0,41520000000.0,,15450000000.0,22959000000,,84174000000.0,3761000000,58236000000.0,1226000000,104334000000.0,2069000000.0,1846000000,1226000000,0.0,2519000000.0,191000000.0,7733000000.0,28400000000.0,,-36501000000.0,3030000000.0,11928000000.0,404000000.0,939000000.0,11031000000.0,46000000.0,6872000000.0,3841000000.0,33345000000.0,,,,,,,,,,,,,,,,
2004-03-31,6860000000.0,2366000000.0,34783090690.0,,1020000000.0,42524000000.0,6600000000.0,6600000000.0,0.0,,4730000000.0,792000000.0,1872000000.0,,-26796439230.0,,0.0,0.51221,69332588510.0,,,,1589193135.0,,10906000000.0,30567295560.0,3158000000,,19554000000.0,6860000000.0,,16947000000.0,40755000000.0,,16651834590.0,20347000000,,85353000000.0,2574000000,57702000000.0,814000000,104907000000.0,0.0,1346000000,814000000,0.0,4716000000.0,34778000000.0,0.0,47205000000.0,,0.0,4302000000.0,10913000000.0,403000000.0,,9434000000.0,496000000.0,6816000000.0,3761000000.0,32278000000.0,1589193135.0,0.51221,,,,,,,,,,,,,,
2004-06-30,7394000000.0,2496000000.0,35671653420.0,,896000000.0,42887000000.0,7890000000.0,7890000000.0,0.0,4305397500.0,4690000000.0,875000000.0,1673000000.0,,-27657873540.0,,0.0,1.016868,70424822040.0,9804825240.0,,,190894070.0,,11376000000.0,-6257177700.0,3371000000,,21355000000.0,7394000000.0,,16491000000.0,39645000000.0,,20711832240.0,23222000000,,86028000000.0,3624000000,56136000000.0,1616000000,107383000000.0,0.0,1600000000,1616000000,0.0,4507000000.0,35045000000.0,0.0,51247000000.0,,0.0,4349000000.0,12204000000.0,425000000.0,,11018000000.0,-343000000.0,6986000000.0,3364000000.0,31774000000.0,190894070.0,1.016868,,,,,,,,,,,,,,
2004-09-30,7569000000.0,3535000000.0,44378000000.0,,1290000000.0,43604000000.0,7683000000.0,7683000000.0,0.0,,11776000000.0,970000000.0,1637000000.0,,-27390570900.0,,0.0,0.868365,70960794100.0,,,,1589193135.0,,12039000000.0,26003418700.0,4505000000,,20109000000.0,7569000000.0,,24280000000.0,43573000000.0,,22080734200.0,23702000000,,95875000000.0,3613000000,67853000000.0,1380000000,115984000000.0,0.0,2245000000,1380000000,0.0,4804000000.0,,0.0,48131000000.0,,0.0,4195000000.0,12520000000.0,465000000.0,,11182000000.0,638000000.0,7221000000.0,3287000000.0,35482000000.0,1589193135.0,0.868365,,,,,,,,,,,,,,
2004-12-31,8089000000.0,3155000000.0,46845000000.0,,-847000000.0,46422000000.0,6822000000.0,6822000000.0,0.0,0.0,9526000000.0,1095000000.0,3566000000.0,,-30742000000.0,,15282000000.0,,77164000000.0,11014000000.0,,,,,0.0,-6652000000.0,4250000000,,20879000000.0,8089000000.0,,23495000000.0,45137000000.0,,18995000000.0,25674000000,,99798000000.0,3806000000,68632000000.0,1960000000,120677000000.0,8380000000.0,4002000000,1960000000,0.0,2749000000.0,,6822000000.0,35324000000.0,,-21478000000.0,3346000000.0,13779000000.0,394000000.0,759000000.0,11895000000.0,343000000.0,7853000000.0,4157000000.0,36285000000.0,,,,,,,,,,,,,,,,
2005-03-31,7657000000.0,1979000000.0,47196000000.0,,874000000.0,43965000000.0,5814000000.0,5814000000.0,0.0,,9619000000.0,1026000000.0,2054000000.0,,-30809615050.0,,0.0,0.450543,74773897200.0,,,,1589193135.0,,12908000000.0,32953669450.0,3005000000,,21087000000.0,7657000000.0,,22993000000.0,45265000000.0,0.0,19754334550.0,22858000000,,99877000000.0,2716000000,68258000000.0,716000000,120964000000.0,0.0,1105000000,716000000,755000000.0,4881000000.0,,0.0,52706000000.0,,0.0,5705000000.0,12485000000.0,466000000.0,,10373000000.0,174000000.0,7764000000.0,4200000000.0,36184000000.0,1589193135.0,0.450543,,,,,,,,,,,,,,
2005-06-30,8520000000.0,3376000000.0,47279000000.0,,1260000000.0,43589000000.0,10276000000.0,10276000000.0,0.0,,3952000000.0,1064000000.0,2578000000.0,,-29650724690.0,,0.0,0.790895,73164963280.0,,,,1789113135.0,,12604000000.0,41440084960.0,4440000000,,25146000000.0,8520000000.0,,16905000000.0,46512000000.0,,20505104280.0,26886000000,,100327000000.0,4258000000,63417000000.0,1415000000,125473000000.0,0.0,2116000000,1415000000,0.0,5487000000.0,,0.0,62056000000.0,,0.0,5815000000.0,14108000000.0,349000000.0,,12778000000.0,19000000.0,8066000000.0,3872000000.0,37153000000.0,1789113135.0,0.790895,,,,,,,,,,,,,,
2005-09-30,8389000000.0,3412000000.0,47917000000.0,,1144000000.0,44021000000.0,8533000000.0,8533000000.0,0.0,,1757000000.0,1026000000.0,3171000000.0,,-29683915460.0,,0.0,0.917214,73655703240.0,,,,1789113135.0,,13011000000.0,42562366640.0,4438000000,,23032000000.0,8389000000.0,,15237000000.0,44185000000.0,,22195693220.0,26625000000,,101216000000.0,4144000000,59422000000.0,1641000000,124248000000.0,0.0,2268000000,1641000000,0.0,5894000000.0,,0.0,64826000000.0,,0.0,4818000000.0,14092000000.0,469000000.0,,12533000000.0,116000000.0,7937000000.0,3498000000.0,34793000000.0,1789113135.0,0.917214,,,,,,,,,,,,,,
2005-12-31,8955000000.0,3801000000.0,48937000000.0,,1270000000.0,44730000000.0,8140000000.0,8140000000.0,0.0,0.0,4883000000.0,1064000000.0,7603000000.0,,-33590000000.0,,13728000000.0,,78320000000.0,12546000000.0,,,,,0.0,-8240000000.0,4865000000,,22740000000.0,8955000000.0,,19839000000.0,38967000000.0,0.0,24983000000.0,28186000000,,103258000000.0,4352000000,58806000000.0,1696000000,125998000000.0,9692000000.0,2577000000,1696000000,465000000.0,3513000000.0,,8140000000.0,47851000000.0,,-6485000000.0,3796000000.0,14879000000.0,401000000.0,758000000.0,13307000000.0,339000000.0,7696000000.0,3275000000.0,29732000000.0,,,,,,,,,,,,,,,,
2006-03-31,9328000000.0,2515000000.0,50989000000.0,,867000000.0,48732000000.0,7915000000.0,7915000000.0,0.0,,5872000000.0,964000000.0,2768000000.0,,-34510577310.0,,0.0,0.613712,83241648270.0,,,,1789113135.0,,16307000000.0,34412504940.0,3479000000,,21975000000.0,9328000000.0,,22627000000.0,43242000000.0,,32407469820.0,27525000000,,110713000000.0,3269000000,65869000000.0,1098000000,132688000000.0,0.0,1648000000,1098000000,0.0,7600000000.0,,0.0,66819000000.0,,0.0,5292000000.0,14928000000.0,448000000.0,,12597000000.0,-183000000.0,6597000000.0,3475000000.0,29650000000.0,1789113135.0,0.613712,,,,,,,,,,,,,,
2006-06-30,10114000000.0,3320000000.0,52906000000.0,,1101000000.0,50376000000.0,8680000000.0,8680000000.0,0.0,,9004000000.0,1021000000.0,2832000000.0,,-33540583530.0,,0.0,1.017264,83845836870.0,,,,1789113135.0,,16747000000.0,70038315390.0,4341000000,,24236000000.0,10114000000.0,,26125000000.0,41044000000.0,,,31869000000,,113063000000.0,4846000000,67169000000.0,1820000000,137299000000.0,0.0,2219000000,1820000000,0.0,6947000000.0,,0.0,70130000000.0,,0.0,5817000000.0,16909000000.0,374000000.0,,14960000000.0,-671000000.0,7131000000.0,3657000000.0,27843000000.0,1789113135.0,1.017264,,,,,,,,,,,,,,
2006-09-30,10177000000.0,4177000000.0,54054000000.0,,1399000000.0,50513000000.0,10821000000.0,10821000000.0,0.0,,11067000000.0,1009000000.0,3873000000.0,,-33583500000.0,,0.0,1.078188,84090450000.0,,,,1789113135.0,,16773000000.0,75156800000.0,5186000000,,25975000000.0,10177000000.0,,28300000000.0,38034000000.0,,,32152000000,,115524000000.0,4453000000,66334000000.0,1929000000,141499000000.0,0.0,2778000000,1929000000,0.0,4483000000.0,,0.0,75165000000.0,,0.0,5805000000.0,17522000000.0,460000000.0,,14630000000.0,539000000.0,7133000000.0,3419000000.0,27446000000.0,1789113135.0,1.078188,,,,,,,,,,,,,,
2006-12-31,11297000000.0,3910000000.0,52651000000.0,,1412000000.0,52898000000.0,7936000000.0,7936000000.0,0.0,0.0,5930000000.0,1000000000.0,8399000000.0,,-44584000000.0,,16139000000.0,,97482000000.0,3510000000.0,,,,,12976000000.0,-8356000000.0,4910000000,,25409000000.0,11297000000.0,,25337000000.0,45825000000.0,,30988000000.0,33895000000,,119981000000.0,4701000000,71162000000.0,1717000000,145390000000.0,10914000000.0,2498000000,1717000000,669000000.0,4625000000.0,3182000000.0,7936000000.0,54220000000.0,,-15401000000.0,6336000000.0,17897000000.0,426000000.0,768000000.0,15998000000.0,45000000.0,8129000000.0,3834000000.0,34251000000.0,,,,,,,,,,,,,,,,
2007-03-31,10843000000.0,2392000000.0,57062000000.0,,730000000.0,50316000000.0,9949000000.0,9949000000.0,0.0,,5481000000.0,1048000000.0,6333000000.0,,,,0.0,0.587442,50301930360.0,,,,1789113135.0,,20055000000.0,75762038220.0,3440000000,,28119000000.0,10843000000.0,,25967000000.0,48857000000.0,,,31576000000,,122478000000.0,3116000000,74824000000.0,1051000000,150597000000.0,0.0,1662000000,1051000000,0.0,4639000000.0,,0.0,75773000000.0,,0.0,6320000000.0,17617000000.0,431000000.0,,13959000000.0,147000000.0,8410000000.0,3734000000.0,37230000000.0,1789113135.0,0.587442,,,,,,,,,,,,,,
