date,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOperatingIncome,quarterlyDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration
2010-06-30,3734000000.0,-3000000.0,-24000000,96000000.0,,,179000000.0,2271000000.0,-8614000000.0,409000000.0,3288000000.0,360000000.0,3599000000.0,2722000000.0,-131000000,11442000000,1317000000,2.22,1060000000,371700000.0,-990000000,,41000000.0,1225000000,,1030000000.0,,-3000000.0,14212000000.0,11859000000.0,,1428000000,303000000.0,4381000000.0,11988000000.0,-731000000.0,41000000.0,-566000000.0,2710000000.0,13000000.0,877000000.0,9797000000.0,6383000000.0,22027000000.0,1698000000.0,10382000000.0,36239000000.0,5019000000.0,1094000000,825000000,727000000,201000000,20646000000.0,3123000000.0,,86000000.0,,-796000000,2722000000.0,825000000,30000000.0,,-19000000.0,1060000000.0,2360000000.0,-39000000,3889000000.0,32505000000.0,,5180000000.0,0.0,-233000000.0,2.25,367600000.0,,,
2010-09-30,3918000000.0,37000000.0,17000000,257000000.0,,,158000000.0,2352000000.0,-8590000000.0,413000000.0,2722000000.0,358000000.0,3423000000.0,2656000000.0,-171000000,11375000000,1139000000,1.57,798000000,363900000.0,-536000000,,29000000.0,513000000,,841000000.0,,-19000000.0,13939000000.0,11638000000.0,,-1104000000,276000000.0,4347000000.0,12150000000.0,-319000000.0,29000000.0,-66000000.0,2336000000.0,20000000.0,767000000.0,9588000000.0,6275000000.0,21612000000.0,1890000000.0,10577000000.0,35551000000.0,5019000000.0,342000000,571000000,565000000,213000000,19995000000.0,3178000000.0,,85000000.0,110000000.0,-63000000,2656000000.0,571000000,107000000.0,,37000000.0,798000000.0,2093000000.0,-8000000,4009000000.0,31633000000.0,,5060000000.0,0.0,-229000000.0,1.59,360100000.0,,,
2010-12-31,3708000000.0,,33000000,-287000000.0,,,,1627000000.0,-9010000000.0,502000000.0,2656000000.0,346000000.0,2777000000.0,2261000000.0,-426000000,12794000000,1384000000,,1077000000,,-1107000000,-7404000000.0,-576000000.0,160000000,11958000000.0,1069000000.0,,-107000000.0,12851000000.0,11157000000.0,,-851000000,240000000.0,4554000000.0,12372000000.0,-854000000.0,57000000.0,-395000000.0,1941000000.0,,516000000.0,9605000000.0,5757000000.0,22216000000.0,1870000000.0,11717000000.0,35067000000.0,5019000000.0,-266000000,983000000,829000000,228000000,20202000000.0,3363000000.0,,87000000.0,,548000000,2261000000.0,983000000,-718000000.0,,289000000.0,1077000000.0,2378000000.0,73000000,4575000000.0,31359000000.0,,5719000000.0,0.0,-269000000.0,,,,,
2011-03-31,3791000000.0,,22000000,93000000.0,10000000.0,,,2374000000.0,-8828000000.0,489000000.0,2261000000.0,345000000.0,3861000000.0,3357000000.0,-95000000,10633000000,1066000000,1.5,802000000,352600000.0,-537000000,,77000000.0,1684000000,,786000000.0,,,14743000000.0,12430000000.0,-12000000.0,855000000,238000000.0,4461000000.0,12274000000.0,-314000000.0,39000000.0,1096000000.0,2404000000.0,43000000.0,504000000.0,9609000000.0,6583000000.0,21934000000.0,1808000000.0,9831000000.0,36677000000.0,5023000000.0,1589000000,530000000,548000000,195000000,20456000000.0,3380000000.0,,85000000.0,,-63000000,3357000000.0,530000000,745000000.0,,69000000.0,802000000.0,2277000000.0,0,4452000000.0,32886000000.0,,5844000000.0,0.0,-266000000.0,1.52,348500000.0,,,
2011-06-30,3288000000.0,,214000000,55000000.0,,,,2219000000.0,-8671000000.0,519000000.0,3357000000.0,333000000.0,3522000000.0,3268000000.0,-147000000,11551000000,1186000000,2.14,897000000,346600000.0,-1247000000,,-196000000.0,843000000,,909000000.0,,,13954000000.0,12056000000.0,71000000.0,-7000000,167000000.0,4421000000.0,11626000000.0,-999000000.0,40000000.0,-89000000.0,1981000000.0,22000000.0,254000000.0,9615000000.0,,21764000000.0,1819000000.0,10654000000.0,35718000000.0,5031000000.0,696000000,742000000,742000000,193000000,20374000000.0,3383000000.0,,84000000.0,,317000000,3268000000.0,742000000,-153000000.0,,96000000.0,897000000.0,2226000000.0,-12000000,4460000000.0,32430000000.0,,6037000000.0,0.0,-258000000.0,2.16,342800000.0,,,
2011-09-30,2943000000.0,,34000000,427000000.0,,,,2328000000.0,-8567000000.0,606000000.0,3268000000.0,321000000.0,4567000000.0,4564000000.0,-201000000,12119000000,1234000000,2.1,996000000,333600000.0,721000000,,79000000.0,511000000,,949000000.0,,,14669000000.0,12144000000.0,119000000.0,-620000000,284000000.0,4428000000.0,11189000000.0,-1004000000.0,37000000.0,1296000000.0,1972000000.0,25000000.0,3000000.0,9606000000.0,,21518000000.0,1800000000.0,11123000000.0,36187000000.0,6538000000.0,310000000,700000000,665000000,196000000,21100000000.0,3329000000.0,500000000.0,89000000.0,,83000000,4564000000.0,700000000,115000000.0,,42000000.0,996000000.0,1789000000.0,-34000000,4388000000.0,33244000000.0,,5544000000.0,0.0,-246000000.0,2.12,329800000.0,,,
2011-12-31,1001000000.0,,43000000,-649000000.0,,,,2269000000.0,-11257000000.0,625000000.0,4564000000.0,321000000.0,3585000000.0,3582000000.0,-544000000,12211000000,1486000000,,988000000,,-1056000000,-7859000000.0,87000000.0,1215000000,12470000000.0,966000000.0,,,14094000000.0,12130000000.0,-180000000.0,176000000,268000000.0,4611000000.0,11937000000.0,-148000000.0,41000000.0,-982000000.0,1798000000.0,,3000000.0,10148000000.0,6064000000.0,23814000000.0,1664000000.0,11223000000.0,37908000000.0,6460000000.0,671000000,683000000,698000000,424000000,24777000000.0,3541000000.0,,96000000.0,,-1150000000,3582000000.0,683000000,-98000000.0,,74000000.0,988000000.0,2481000000.0,139000000,4667000000.0,36907000000.0,,6399000000.0,0.0,-325000000.0,,,,,
2012-03-31,1573000000.0,,-18000000,104000000.0,,,,2384000000.0,-11030000000.0,611000000.0,3582000000.0,322000000.0,3518000000.0,3518000000.0,-131000000,11293000000,1275000000,2.03,974000000,328600000.0,-373000000,,100000000.0,458000000,,948000000.0,,,14561000000.0,12211000000.0,,-582000000,283000000.0,4530000000.0,12277000000.0,-242000000.0,41000000.0,-64000000.0,2055000000.0,159000000.0,,10170000000.0,,23779000000.0,1624000000.0,10319000000.0,38340000000.0,6472000000.0,327000000,668000000,665000000,231000000,24556000000.0,3613000000.0,,96000000.0,,-149000000,3518000000.0,668000000,116000000.0,,70000000.0,974000000.0,2380000000.0,37000000,4789000000.0,36767000000.0,,6148000000.0,0.0,-327000000.0,2.06,324100000.0,,,
2012-06-30,2204000000.0,,26000000,-142000000.0,,,,2359000000.0,-10864000000.0,581000000.0,3518000000.0,322000000.0,3802000000.0,3802000000.0,-175000000,11921000000,1446000000,2.38,1180000000,328800000.0,-412000000,,9000000.0,845000000,,1117000000.0,,,14800000000.0,12268000000.0,,-224000000,336000000.0,4495000000.0,12727000000.0,-181000000.0,46000000.0,284000000.0,1804000000.0,,,10158000000.0,,23586000000.0,1668000000.0,10741000000.0,38386000000.0,6343000000.0,670000000,781000000,781000000,233000000,23914000000.0,3529000000.0,150000000.0,96000000.0,,-149000000,3802000000.0,781000000,-25000000.0,,33000000.0,1180000000.0,2521000000.0,19000000,4747000000.0,36182000000.0,,6287000000.0,0.0,-326000000.0,2.41,324500000.0,,,
2012-09-30,2442000000.0,140000000.0,-41000000,-349000000.0,0.0,,,2184000000.0,-10582000000.0,552000000.0,3802000000.0,321000000.0,4652000000.0,4652000000.0,-208000000,11869000000,1390000000,2.21,981000000,328300000.0,-474000000,,215000000.0,1573000000,,1046000000.0,,,15791000000.0,12668000000.0,,342000000,319000000.0,4486000000.0,12703000000.0,-285000000.0,42000000.0,850000000.0,2213000000.0,,,10183000000.0,6428000000.0,23530000000.0,1725000000.0,10888000000.0,39321000000.0,6374000000.0,1365000000,727000000,727000000,247000000,24211000000.0,3625000000.0,150000000.0,97000000.0,,-249000000,4652000000.0,727000000,-177000000.0,,162000000.0,981000000.0,2878000000.0,35000000,4788000000.0,36879000000.0,,6396000000.0,0.0,-326000000.0,2.25,323500000.0,,,
2012-12-31,39000000.0,-95000000.0,57000000,-35000000.0,0.0,,,2038000000.0,-13493000000.0,1188000000.0,4652000000.0,321000000.0,1898000000.0,1898000000.0,-428000000,12099000000,1329000000,1.73,1344000000,328000000.0,-764000000,-8310000000.0,-114000000.0,-1315000000,12985000000.0,958000000.0,,,13855000000.0,12155000000.0,,-3015000000,389000000.0,4675000000.0,13211000000.0,-282000000.0,38000000.0,-2754000000.0,1815000000.0,,,10370000000.0,6563000000.0,24802000000.0,1649000000.0,10993000000.0,38657000000.0,6158000000.0,-1743000000,569000000,569000000,277000000,26463000000.0,3807000000.0,150000000.0,94000000.0,,-675000000,1898000000.0,569000000,-150000000.0,,-292000000.0,1106000000.0,2937000000.0,-212000000,4948000000.0,38618000000.0,,6503000000.0,-238000000.0,-373000000.0,1.76,322700000.0,,,
2013-03-31,304000000.0,-384000000.0,-50000000,43000000.0,,,,2123000000.0,-13282000000.0,683000000.0,1898000000.0,318000000.0,3065000000.0,3065000000.0,-106000000,11070000000,1349000000,2.33,1149000000,326300000.0,-762000000,,40000000.0,2085000000,,1025000000.0,,,14872000000.0,12625000000.0,,999000000,264000000.0,4617000000.0,13268000000.0,-461000000.0,53000000.0,1167000000.0,2236000000.0,,,10356000000.0,6968000000.0,24708000000.0,1710000000.0,9999000000.0,39580000000.0,6154000000.0,1979000000,761000000,761000000,232000000,26651000000.0,3880000000.0,150000000.0,92000000.0,,-156000000,3065000000.0,761000000,83000000.0,,-32000000.0,1071000000.0,2895000000.0,15000000,4985000000.0,39276000000.0,,6406000000.0,-78000000.0,-371000000.0,2.37,321700000.0,,,
2013-06-30,694000000.0,140000000.0,-15000000,0.0,,,,2044000000.0,-13041000000.0,580000000.0,3065000000.0,319000000.0,2845000000.0,2845000000.0,-176000000,11408000000,1539000000,2.64,1298000000,325900000.0,-652000000,,-25000000.0,623000000,,1211000000.0,,,14379000000.0,12253000000.0,,-510000000,352000000.0,4594000000.0,13416000000.0,-465000000.0,59000000.0,-220000000.0,2138000000.0,,,10352000000.0,6826000000.0,24568000000.0,1688000000.0,10184000000.0,38947000000.0,6140000000.0,447000000,859000000,859000000,240000000,26000000000.0,3875000000.0,0.0,88000000.0,,-191000000,2845000000.0,859000000,-78000000.0,,1000000.0,1224000000.0,2895000000.0,0,4941000000.0,38253000000.0,,6383000000.0,-74000000.0,-371000000.0,2.68,320800000.0,,,
2013-09-30,1277000000.0,-66000000.0,38000000,-25000000.0,,0.0,,1928000000.0,-12735000000.0,452000000.0,2845000000.0,318000000.0,2661000000.0,2661000000.0,-209000000,11347000000,1489000000,2.66,1254000000,327500000.0,-647000000,,144000000.0,900000000,,1173000000.0,,,14119000000.0,12293000000.0,,-387000000,331000000.0,4598000000.0,13694000000.0,-607000000.0,38000000.0,-184000000.0,2278000000.0,,,10534000000.0,6919000000.0,24788000000.0,1737000000.0,10163000000.0,38907000000.0,6156000000.0,691000000,873000000,842000000,232000000,25337000000.0,3827000000.0,0.0,84000000.0,,-437000000,2661000000.0,873000000,-124000000.0,,3000000.0,1184000000.0,2920000000.0,-30000000,4999000000.0,37630000000.0,,6350000000.0,-70000000.0,-370000000.0,2.72,321300000.0,,,
2013-12-31,4918000000.0,1077000000.0,11000000,-78000000.0,,0.0,,1397000000.0,-9601000000.0,813000000.0,2661000000.0,319000000.0,2617000000.0,2617000000.0,-345000000,11533000000,1118000000,,1200000000,,-645000000,-8660000000.0,146000000.0,938000000,13366000000.0,746000000.0,,-3000000.0,13329000000.0,11120000000.0,,-211000000,258000000.0,4706000000.0,14200000000.0,-229000000.0,39000000.0,-44000000.0,1565000000.0,,,10348000000.0,5834000000.0,22859000000.0,1809000000.0,10429000000.0,36188000000.0,6152000000.0,593000000,488000000,488000000,286000000,20150000000.0,3735000000.0,0.0,86000000.0,,-337000000,2617000000.0,488000000,-528000000.0,,-368000000.0,1104000000.0,2977000000.0,-66000000,4955000000.0,31270000000.0,,6349000000.0,-96000000.0,-428000000.0,,,,,
2014-03-31,4800000000.0,-423000000.0,-23000000,29000000.0,,,,1942000000.0,-9437000000.0,631000000.0,2617000000.0,315000000.0,3264000000.0,3264000000.0,-103000000,10650000000,1671000000,2.87,1432000000,325100000.0,-1327000000,,-21000000.0,2100000000,,1348000000.0,,,14234000000.0,11995000000.0,,903000000,415000000.0,4612000000.0,13922000000.0,-1106000000.0,48000000.0,647000000.0,2134000000.0,,,10370000000.0,6255000000.0,22685000000.0,1722000000.0,9279000000.0,36919000000.0,6152000000.0,1997000000,933000000,933000000,237000000,20124000000.0,3632000000.0,,86000000.0,,-126000000,3264000000.0,933000000,545000000.0,,2000000.0,1371000000.0,2949000000.0,26000000,4921000000.0,32119000000.0,,6197000000.0,-61000000.0,-444000000.0,2.92,319100000.0,,,
2014-06-30,4319000000.0,-175000000.0,22000000,278000000.0,,,,1956000000.0,-9984000000.0,494000000.0,3264000000.0,315000000.0,3436000000.0,3436000000.0,-150000000,11306000000,1668000000,2.76,1426000000,322100000.0,-505000000,,158000000.0,977000000,,1341000000.0,,,14163000000.0,12147000000.0,,-361000000,452000000.0,4559000000.0,13988000000.0,-124000000.0,49000000.0,172000000.0,2179000000.0,,,10505000000.0,6434000000.0,23087000000.0,1813000000.0,9965000000.0,37250000000.0,6169000000.0,827000000,889000000,889000000,242000000,20784000000.0,3668000000.0,,85000000.0,,-300000000,3436000000.0,889000000,12000000.0,,0.0,1341000000.0,2646000000.0,14000000,4910000000.0,32931000000.0,,6199000000.0,-85000000.0,-421000000.0,2.81,316800000.0,,,
2014-09-30,4574000000.0,367000000.0,15000000,-241000000.0,,0.0,,2000000000.0,-9864000000.0,559000000.0,3436000000.0,314000000.0,2963000000.0,2963000000.0,-203000000,11114000000,1640000000,2.76,1392000000,321800000.0,-825000000,,219000000.0,990000000,,1311000000.0,,-450000000.0,13684000000.0,12133000000.0,,-395000000,423000000.0,4590000000.0,14124000000.0,-446000000.0,31000000.0,-473000000.0,2310000000.0,,,10774000000.0,6081000000.0,23249000000.0,1919000000.0,9839000000.0,36933000000.0,6165000000.0,787000000,888000000,888000000,247000000,20226000000.0,3604000000.0,,82000000.0,,-638000000,2963000000.0,888000000,39000000.0,,1000000.0,1275000000.0,2898000000.0,-13000000,4931000000.0,32359000000.0,,5904000000.0,-117000000.0,-421000000.0,2.81,316300000.0,,,
2014-12-31,3400000000.0,259000000.0,6000000,11000000.0,,0.0,,1570000000.0,-11870000000.0,666000000.0,2963000000.0,314000000.0,1446000000.0,1446000000.0,-389000000,12530000000,1613000000,,1461000000,,-657000000,-8740000000.0,-79000000.0,-201000000,13495000000.0,1258000000.0,,-276000000.0,12329000000.0,11112000000.0,,-1048000000,354000000.0,4755000000.0,14956000000.0,-224000000.0,36000000.0,-1517000000.0,1926000000.0,,,10862000000.0,5884000000.0,24744000000.0,1826000000.0,11143000000.0,37073000000.0,6169000000.0,-590000000,904000000,904000000,268000000,22561000000.0,3877000000.0,,87000000.0,,-659000000,1446000000.0,904000000,-501000000.0,,-116000000.0,1387000000.0,2882000000.0,11000000,5114000000.0,33673000000.0,,5790000000.0,-74000000.0,-474000000.0,,,,,
2015-03-31,3520000000.0,-661000000.0,26000000,-205000000.0,,,,1945000000.0,-11715000000.0,632000000.0,1446000000.0,313000000.0,3486000000.0,3486000000.0,-118000000,10111000000,1603000000,2.74,1356000000,320200000.0,1175000000,,-159000000.0,957000000,,1266000000.0,,,15218000000.0,11567000000.0,,-46000000,388000000.0,4654000000.0,14922000000.0,-604000000.0,40000000.0,2040000000.0,2352000000.0,,,10841000000.0,6545000000.0,24534000000.0,1722000000.0,8848000000.0,39752000000.0,8404000000.0,839000000,878000000,878000000,244000000,24665000000.0,3763000000.0,,93000000.0,,-92000000,3486000000.0,878000000,375000000.0,,3000000.0,1263000000.0,3087000000.0,-1000000,5015000000.0,36232000000.0,,5548000000.0,-93000000.0,-498000000.0,2.78,315400000.0,,,
2015-06-30,2982000000.0,-522000000.0,65000000,51000000.0,,,,2016000000.0,-11456000000.0,520000000.0,3486000000.0,309000000.0,3202000000.0,3202000000.0,-191000000,11643000000,1693000000,2.94,1445000000,316100000.0,-1421000000,,37000000.0,1263000000,,1343000000.0,,,15287000000.0,12624000000.0,,2000000,414000000.0,4640000000.0,14129000000.0,-937000000.0,49000000.0,-284000000.0,2799000000.0,,,10867000000.0,7064000000.0,24561000000.0,1808000000.0,10272000000.0,39848000000.0,7950000000.0,1072000000,929000000,929000000,246000000,24242000000.0,3815000000.0,452000000.0,104000000.0,,-126000000,3202000000.0,929000000,78000000.0,,2000000.0,1371000000.0,3032000000.0,-36000000,5019000000.0,36866000000.0,,5549000000.0,-74000000.0,-467000000.0,2.98,312000000.0,,,
2015-09-30,2813000000.0,322000000.0,-2000000,-205000000.0,,,,2215000000.0,-11321000000.0,515000000.0,3202000000.0,306000000.0,3300000000.0,3300000000.0,-191000000,11461000000,1591000000,2.77,1389000000,312700000.0,-1226000000,,353000000.0,1517000000,,1251000000.0,,0.0,15055000000.0,12980000000.0,,34000000,386000000.0,4677000000.0,13828000000.0,-823000000.0,29000000.0,98000000.0,2527000000.0,,,10832000000.0,6740000000.0,24562000000.0,1947000000.0,10170000000.0,39617000000.0,7460000000.0,1326000000,865000000,865000000,236000000,23824000000.0,3908000000.0,952000000.0,104000000.0,,-193000000,3300000000.0,865000000,184000000.0,,-34000000.0,1291000000.0,3237000000.0,17000000,4957000000.0,36804000000.0,,5339000000.0,-98000000.0,-462000000.0,2.8,308400000.0,,,
2015-12-31,3097000000.0,605000000.0,119000000,-39000000.0,,,4147000000.0,1974000000.0,-11444000000.0,622000000.0,3300000000.0,303000000.0,1090000000.0,1090000000.0,-439000000,12917000000,1605000000,,1348000000,,5749000000,-9057000000.0,372000000.0,1364000000,14547000000.0,1163000000.0,,-9003000000.0,16198000000.0,14057000000.0,,184000000,230000000.0,5490000000.0,14238000000.0,-707000000.0,20000000.0,-2210000000.0,2223000000.0,,,13576000000.0,8061000000.0,32930000000.0,1916000000.0,11540000000.0,49128000000.0,14305000000.0,925000000,933000000,933000000,300000000,31974000000.0,4792000000.0,956000000.0,142000000.0,,-9323000000,1090000000.0,933000000,-797000000.0,,-43000000.0,1377000000.0,4962000000.0,25000000,5247000000.0,46031000000.0,,6988000000.0,29000000.0,-505000000.0,,,,,
2016-03-31,3177000000.0,-558000000.0,4000000,-310000000.0,,,4121000000.0,2715000000.0,-11254000000.0,472000000.0,1090000000.0,303000000.0,1452000000.0,1452000000.0,-151000000,11702000000,1594000000,2.58,1396000000,307800000.0,-1054000000,,221000000.0,1563000000,,1134000000.0,,,15767000000.0,14912000000.0,,208000000,340000000.0,5417000000.0,14128000000.0,-501000000.0,44000000.0,362000000.0,2422000000.0,,,13583000000.0,8620000000.0,34391000000.0,1963000000.0,10368000000.0,50158000000.0,14320000000.0,1412000000,794000000,794000000,296000000,32069000000.0,4877000000.0,956000000.0,164000000.0,,-147000000,1452000000.0,794000000,751000000.0,,-98000000.0,1334000000.0,5223000000.0,-48000000,5377000000.0,46981000000.0,,6856000000.0,-62000000.0,-533000000.0,2.61,304500000.0,,,
2016-06-30,2997000000.0,-656000000.0,55000000,77000000.0,,,4051000000.0,2778000000.0,-11104000000.0,393000000.0,1452000000.0,301000000.0,1269000000.0,1269000000.0,-235000000,12914000000,1863000000,3.32,1566000000,307100000.0,-1580000000,,-40000000.0,1577000000,,1400000000.0,,,16073000000.0,15595000000.0,,142000000,379000000.0,5438000000.0,13800000000.0,-501000000.0,53000000.0,-183000000.0,3067000000.0,,,13621000000.0,9275000000.0,34335000000.0,2012000000.0,11490000000.0,50408000000.0,14307000000.0,1342000000,1021000000,1021000000,297000000,31816000000.0,4620000000.0,502000000.0,166000000.0,,-180000000,1269000000.0,1021000000,55000000.0,,0.0,1424000000.0,5136000000.0,-151000000,5395000000.0,47411000000.0,,7236000000.0,-142000000.0,-501000000.0,3.37,303100000.0,,,
2016-09-30,2323000000.0,-323000000.0,17000000,-2000000.0,,-500000000.0,4205000000.0,2840000000.0,-10991000000.0,408000000.0,1269000000.0,291000000.0,2895000000.0,2895000000.0,-241000000,11551000000,1884000000,7.93,1588000000,302100000.0,530000000,,45000000.0,1320000000,,1427000000.0,,,17110000000.0,14425000000.0,,-208000000,338000000.0,5369000000.0,13023000000.0,-278000000.0,27000000.0,1626000000.0,2899000000.0,,,10791000000.0,8955000000.0,31629000000.0,1856000000.0,10167000000.0,48739000000.0,14304000000.0,1079000000,2395000000,1089000000,295000000,31884000000.0,4638000000.0,,162000000.0,,-224000000,2895000000.0,2395000000,227000000.0,,1000000.0,1384000000.0,4852000000.0,1770000000,5414000000.0,46309000000.0,,6830000000.0,-204000000.0,-484000000.0,8.02,298500000.0,,,
2016-12-31,1511000000.0,726000000.0,2000000,189000000.0,,0.0,4093000000.0,1653000000.0,-12102000000.0,399000000.0,2895000000.0,289000000.0,1837000000.0,1837000000.0,-436000000,13752000000,1753000000,3.35,1428000000,295200000.0,-1353000000,-9328000000.0,-441000000.0,729000000,14877000000.0,1255000000.0,,,15108000000.0,12542000000.0,,-10000000,296000000.0,5549000000.0,13324000000.0,-816000000.0,25000000.0,-1058000000.0,2349000000.0,,,10764000000.0,8202000000.0,32698000000.0,1764000000.0,12399000000.0,47806000000.0,14282000000.0,293000000,988000000,959000000,327000000,33658000000.0,4659000000.0,0.0,171000000.0,,-434000000,1837000000.0,988000000,-1221000000.0,,-2000000.0,1353000000.0,4670000000.0,-38000000,5667000000.0,46200000000.0,,6776000000.0,-75000000.0,-530000000.0,3.39,291800000.0,,,
2017-03-31,1483000000.0,-667000000.0,4000000,-404000000.0,,,4019000000.0,2718000000.0,-11892000000.0,427000000.0,1837000000.0,288000000.0,2216000000.0,2216000000.0,-170000000,11057000000,1435000000,2.61,1149000000,292800000.0,-1121000000,,218000000.0,1666000000,,995000000.0,,,16586000000.0,13597000000.0,,356000000,232000000.0,5481000000.0,13087000000.0,-500000000.0,44000000.0,379000000.0,2660000000.0,,,10773000000.0,8869000000.0,32250000000.0,1647000000.0,9904000000.0,48836000000.0,14276000000.0,1496000000,763000000,763000000,285000000,33654000000.0,4609000000.0,,155000000.0,,-166000000,2216000000.0,763000000,1111000000.0,,1000000.0,1153000000.0,5074000000.0,-108000000,5488000000.0,47251000000.0,,6572000000.0,4000000.0,-544000000.0,2.63,290000000.0,,,
2017-06-30,1265000000.0,107000000.0,5000000,133000000.0,,,3944000000.0,2554000000.0,-11637000000.0,411000000.0,2216000000.0,286000000.0,2452000000.0,2452000000.0,-278000000,12685000000,1779000000,3.23,1485000000,291200000.0,-1035000000,,124000000.0,1544000000,,1323000000.0,,,16566000000.0,13641000000.0,,125000000,381000000.0,5532000000.0,12616000000.0,-500000000.0,57000000.0,236000000.0,2831000000.0,,,10780000000.0,8762000000.0,32145000000.0,1796000000.0,11260000000.0,48711000000.0,14283000000.0,1266000000,942000000,942000000,296000000,33721000000.0,4619000000.0,,160000000.0,,-273000000,2452000000.0,942000000,-171000000.0,,-2000000.0,1425000000.0,4941000000.0,-23000000,5557000000.0,47362000000.0,,6460000000.0,-60000000.0,-525000000.0,3.27,288500000.0,,,
2017-09-30,2098000000.0,-259000000.0,6000000,138000000.0,,0.0,3877000000.0,2848000000.0,-11360000000.0,443000000.0,2452000000.0,285000000.0,2941000000.0,2941000000.0,-222000000,12169000000,1720000000,3.24,1428000000,290000000.0,-1049000000,,459000000.0,1754000000,,1259000000.0,,,17208000000.0,13084000000.0,,25000000,320000000.0,5511000000.0,13173000000.0,-500000000.0,32000000.0,489000000.0,2146000000.0,,,10812000000.0,9021000000.0,31738000000.0,1895000000.0,10818000000.0,48946000000.0,14268000000.0,1532000000,939000000,939000000,299000000,33687000000.0,4563000000.0,,162000000.0,,-216000000,2941000000.0,939000000,289000000.0,,-7000000.0,1351000000.0,4803000000.0,-45000000,5568000000.0,46771000000.0,,6195000000.0,-77000000.0,-522000000.0,3.27,287100000.0,,,
2017-12-31,-683000000.0,418000000.0,15000000,316000000.0,,0.0,3797000000.0,1467000000.0,-12540000000.0,1510000000.0,2941000000.0,284000000.0,2861000000.0,2861000000.0,-507000000,15137000000,2181000000,-2.25,1859000000,285900000.0,-1100000000,-9586000000.0,-516000000.0,1512000000,15361000000.0,1692000000.0,,,17461000000.0,12637000000.0,,-831000000,2407000000.0,5775000000.0,11573000000.0,-501000000.0,25000000.0,-80000000.0,1883000000.0,,,10807000000.0,8603000000.0,29060000000.0,1785000000.0,13518000000.0,46521000000.0,13513000000.0,1005000000,-642000000,-715000000,315000000,34493000000.0,4558000000.0,750000000.0,174000000.0,,-492000000,2861000000.0,-642000000,-1418000000.0,,7000000.0,1619000000.0,4487000000.0,-36000000,5570000000.0,47130000000.0,,6752000000.0,-240000000.0,-572000000.0,-2.25,285900000.0,,,
