date,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyGrossProfit,quarterlyNetIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherNonCashItems,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyChangeInCashSupplementalAsReported,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyCashDividendsPaid,quarterlyPurchaseOfBusiness,quarterlyFreeCashFlow,quarterlyNetOtherInvestingChanges
1989-03-31,,360251970.0,,,,360251970.0,360251970.0,,,,,0.118115,,289850000.0,,,,,,,,,,,,,22169352.0,,,,,,,,,,,,,,,,,,,,,,0.118115,289850000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,374129470.0,,,,374129470.0,374129470.0,,,,,0.122665,,289850000.0,,,,,,,,,,,,,23023352.0,,,,,,,,,,,,,,,,,,,,,,0.122665,289850000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,359466900.0,,,,359466900.0,359466900.0,,,,,0.117858,,289850000.0,,,,,,,,,,,,,22121040.0,,,,,,,,,,,,,,,,,,,,,,0.117858,289850000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,-952535682.0,336988.0,790405354.0,686950038.0,-952535682.0,257840967.0,406070540.0,844576175.0,,0.0,,343812007.0,,37068680.0,,,,,,384334814.0,,,,,469929766.0,15861952.0,,,,133531495.0,533873239.0,-310702936.0,3454127.0,299076850.0,116766342.0,299076850.0,,,,39511843.0,1260335120.0,573385082.0,289304198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,,402504447.0,,,,402504447.0,402504447.0,,,,,0.091158,,289850000.0,,,,,,,,,,,,,17154297.0,,,,,,,,,,,,,,,,,,,,,,0.091158,289850000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,393099644.0,,,,393099644.0,393099644.0,,,,,0.08901,,289850000.0,,,,,,,,,,,,,16750026.0,,,,,,,,,,,,,,,,,,,,,,0.08901,289850000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,452804096.0,,,,452804096.0,452804096.0,,,,,0.083459,,289850000.0,,,,,,,,,,,,,31942112.0,,,,,,,,,,,,,,,,,,,,,,0.083459,289850000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,,-981917846.031731,215069557.975965,1166449078.592358,998352882.008507,-1247770986.628544,390081149.0,493266164.054145,916420050.0,,0.0,,621564508.165001,,197762250.0,,256081421.546719,,,,673182914.538212,,,,,485457656.905212,31128746.215231,,,,181745412.036862,621196023.688226,-343055475.0,5527267.151634,509517705.563057,146997784.571294,509517705.563057,,,,-509517705.563057,1657400365.062112,659047483.053605,27365625.0,,161506287.476371,,106294775.20929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,18340348.0,416599760.0,,,,416599760.0,416599760.0,,,,,0.06639,,276250000.0,,,,,,18340348.0,,,,,,,18340348.0,,,,,,,,,,,,,,,,,,,,,,0.06639,276250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,19538168.0,443808160.0,,,,443808160.0,443808160.0,,,,,0.070726,,276250000.0,,,,,,19538168.0,,,,,,,19538168.0,,,,,,,,,,,,,,,,,,,,,,0.070726,276250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,17937465.0,407448300.0,,,,407448300.0,407448300.0,,,,,0.064932,,276250000.0,,,,,,17937465.0,,,,,,,17937465.0,,,,,,,,,,,,,,,,,,,,,,0.064932,276250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,16655498.310138,-1052555234.48774,247723404.643617,1139438824.974065,1009096104.449882,-1282928623.632166,277851980.0,448531027.353812,960634038.0,,0.0,,626930643.665903,,19499571.0,,246274205.004042,,,16655498.310138,690907797.620254,,,,,522141096.559459,17509464.248423,,,,178148361.885416,594077631.815999,-404261221.0,6423439.062928,538939249.657202,112564974.274818,538939249.657202,,,,-538939249.657202,1666790459.762917,657694355.313035,0.0,,158780833.162501,,106644044.065241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,12613380.0,389247300.0,,,,389247300.0,389247300.0,,,,,0.040171,,313993720.0,,,,,,12613380.0,,,,,,,12613380.0,,,,,,,,,,,,,,,,,,,,,,0.040171,313993720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,11692889.0,360841065.0,,,,360841065.0,360841065.0,,,,,0.037239,,313993720.0,,,,,,11692889.0,,,,,,,11692889.0,,,,,,,,,,,,,,,,,,,,,,0.037239,313993720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,16762719.0,327412593.0,,,,327412593.0,327412593.0,,,,,0.057555,,291246359.0,,,,,,16762719.0,,,,,,,16762719.0,,,,,,,,,,,,,,,,,,,,,,0.057555,291246359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,20786296.383905,-852260387.114874,214605811.700817,1101325091.971016,939364041.771419,-893544668.031107,423671622.252893,432849267.514067,1031872095.0,,0.0,,599257755.391761,,43942905.0,,194082861.637647,,,20786296.383905,668475824.456949,,,,,463526771.813356,21351866.493258,,,,165479503.917082,563629175.569063,-428174370.0,6516910.123686,512268632.146725,116286589.736172,512268632.146725,,,,-512268632.146725,1569063257.739144,629699215.967725,152269200.0,,139488986.619068,,96185480.188449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,18245328.0,418809424.0,,,,418809424.0,418809424.0,,,,,0.058318,,312857143.0,,,,,,18245328.0,,,,,,,18245328.0,,,,,,,,,,,,,,,,,,,,,,0.058318,312857143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,18908679.0,434036207.0,,,,434036207.0,434036207.0,,,,,0.060439,,312857143.0,,,,,,18908679.0,,,,,,,18908679.0,,,,,,,,,,,,,,,,,,,,,,0.060439,312857143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,18636900.0,427797700.0,,,,427797700.0,427797700.0,,,,,0.05957,,312857143.0,,,,,,18636900.0,,,,,,,18636900.0,,,,,,,,,,,,,,,,,,,,,,0.05957,312857143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
