date,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyAccountsReceivable,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyCurrentAccruedExpenses,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInAccountPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyIncomeTaxPayable
2010-06-30,-84000000.0,43000000.0,4000000.0,87000000.0,87000000.0,0.0,153000000.0,,,233000000.0,-36000000.0,1393000000.0,100000000.0,193949171.0,0.0,39000000.0,421000000.0,126000000.0,182000000.0,1654000000.0,,4000000.0,,10000000.0,144000000.0,117000000.0,41000000.0,253000000.0,0.462461,87000000.0,2357000000.0,2880000000.0,171000000.0,,,27000000.0,48000000.0,48000000.0,16000000.0,111000000.0,2712000000.0,142000000.0,228000000.0,719000000.0,,39000000.0,-17000000.0,188071923.0,1654000000.0,410000000.0,,48000000.0,-27000000.0,169000000.0,,0.0,-43000000.0,,-149000000.0,,1656000000.0,78000000.0,523000000.0,86000000.0,1056000000.0,-1000000.0,0.448679,,161000000.0,59000000.0,50000000.0,-36000000.0,4000000.0,,,,
2010-09-30,0.0,44000000.0,4000000.0,103000000.0,103000000.0,0.0,145000000.0,,,148000000.0,-21000000.0,1271000000.0,74000000.0,193296144.0,476000000.0,23000000.0,415000000.0,126000000.0,186000000.0,1708000000.0,,1000000.0,16000000.0,-9000000.0,153000000.0,124000000.0,48000000.0,268000000.0,0.548216,103000000.0,2403000000.0,2889000000.0,209000000.0,-1000000.0,,27000000.0,51000000.0,51000000.0,17000000.0,29000000.0,2579000000.0,142000000.0,235000000.0,746000000.0,,23000000.0,4000000.0,188071923.0,1708000000.0,421000000.0,,41000000.0,96000000.0,170000000.0,0.0,0.0,40000000.0,,-55000000.0,,1542000000.0,88000000.0,486000000.0,93000000.0,1037000000.0,0.0,0.532903,,302000000.0,66000000.0,0.0,-241000000.0,0.0,,,,
2010-12-31,0.0,43000000.0,4000000.0,36000000.0,36000000.0,0.0,136000000.0,,-855000000.0,135000000.0,-26000000.0,776000000.0,84000000.0,,6000000.0,21000000.0,371000000.0,57000000.0,207000000.0,1690000000.0,,6000000.0,,50000000.0,155000000.0,110000000.0,41000000.0,266000000.0,,36000000.0,2319000000.0,2785000000.0,260000000.0,0.0,,26000000.0,78000000.0,78000000.0,15000000.0,18000000.0,2507000000.0,35000000.0,228000000.0,722000000.0,,21000000.0,138000000.0,,2545000000.0,435000000.0,,78000000.0,-32000000.0,98000000.0,-37000000.0,-30000000.0,79000000.0,,2775000000.0,,1564000000.0,92000000.0,466000000.0,193000000.0,943000000.0,22000000.0,,,271000000.0,167000000.0,0.0,-3000000.0,464000000.0,,,,
2011-03-31,0.0,186000000.0,4000000.0,69000000.0,69000000.0,0.0,-3000000.0,,,269000000.0,-17000000.0,875000000.0,91000000.0,191990089.0,3000000.0,25000000.0,416000000.0,94000000.0,181000000.0,1456000000.0,,4000000.0,0.0,-14000000.0,165000000.0,-20000000.0,78000000.0,271000000.0,0.367519,69000000.0,2414000000.0,2898000000.0,274000000.0,,,26000000.0,59000000.0,59000000.0,16000000.0,17000000.0,2551000000.0,86000000.0,215000000.0,651000000.0,,,-108000000.0,188071923.0,,396000000.0,,59000000.0,-28000000.0,136000000.0,,-57000000.0,49000000.0,,2803000000.0,-2000000.0,1716000000.0,93000000.0,484000000.0,129000000.0,835000000.0,-9000000.0,0.359862,,340000000.0,103000000.0,0.0,,536000000.0,,,,
2011-06-30,-102000000.0,234000000.0,4000000.0,87000000.0,87000000.0,0.0,116000000.0,,,258000000.0,-19000000.0,804000000.0,94000000.0,192643116.0,3000000.0,24000000.0,427000000.0,111000000.0,188000000.0,1401000000.0,,2000000.0,,-36000000.0,166000000.0,97000000.0,59000000.0,277000000.0,0.459399,87000000.0,2388000000.0,2878000000.0,291000000.0,,,25000000.0,55000000.0,55000000.0,17000000.0,54000000.0,2519000000.0,116000000.0,266000000.0,645000000.0,,,-46000000.0,189377979.0,,454000000.0,,28000000.0,22000000.0,153000000.0,,0.0,78000000.0,,2792000000.0,-32000000.0,1674000000.0,96000000.0,490000000.0,150000000.0,845000000.0,73000000.0,0.451742,,351000000.0,125000000.0,0.0,,549000000.0,,,,
2011-09-30,0.0,74000000.0,4000000.0,178000000.0,178000000.0,0.0,177000000.0,,,145000000.0,-26000000.0,701000000.0,88000000.0,191990089.0,1000000.0,16000000.0,449000000.0,194000000.0,197000000.0,1363000000.0,,1000000.0,,73000000.0,162000000.0,151000000.0,28000000.0,300000000.0,0.940236,178000000.0,2334000000.0,2917000000.0,243000000.0,,,25000000.0,99000000.0,99000000.0,16000000.0,16000000.0,2430000000.0,209000000.0,270000000.0,693000000.0,,,16000000.0,189377979.0,,467000000.0,,99000000.0,3000000.0,235000000.0,0.0,0.0,-174000000.0,,2967000000.0,,1575000000.0,88000000.0,583000000.0,61000000.0,855000000.0,-115000000.0,0.926454,,479000000.0,65000000.0,0.0,-109000000.0,561000000.0,,,,
2011-12-31,0.0,199000000.0,4000000.0,139000000.0,139000000.0,0.0,189000000.0,,-792000000.0,261000000.0,-41000000.0,477000000.0,97000000.0,,0.0,16000000.0,299000000.0,155000000.0,205000000.0,1362000000.0,,1000000.0,,84000000.0,162000000.0,148000000.0,99000000.0,308000000.0,,139000000.0,2390000000.0,2968000000.0,260000000.0,-53000000.0,,23000000.0,182000000.0,182000000.0,15000000.0,5000000.0,2413000000.0,102000000.0,246000000.0,497000000.0,,16000000.0,173000000.0,,2154000000.0,451000000.0,,182000000.0,-35000000.0,193000000.0,-46000000.0,-18000000.0,97000000.0,,3035000000.0,,1553000000.0,92000000.0,578000000.0,144000000.0,860000000.0,207000000.0,,,547000000.0,66000000.0,3000000.0,-7000000.0,557000000.0,,,,
2012-03-31,0.0,91000000.0,4000000.0,154000000.0,154000000.0,0.0,20000000.0,,,146000000.0,-20000000.0,691000000.0,101000000.0,191990089.0,0.0,-48000000.0,444000000.0,106000000.0,182000000.0,1376000000.0,,5000000.0,5000000.0,-34000000.0,173000000.0,0.0,182000000.0,313000000.0,0.816198,154000000.0,2461000000.0,3070000000.0,278000000.0,-1000000.0,,23000000.0,150000000.0,155000000.0,13000000.0,21000000.0,2337000000.0,118000000.0,227000000.0,670000000.0,,-48000000.0,-112000000.0,188724951.0,,409000000.0,,150000000.0,-20000000.0,142000000.0,,-39000000.0,-3000000.0,6000000.0,3172000000.0,,1572000000.0,94000000.0,609000000.0,109000000.0,765000000.0,-1000000.0,0.802416,,725000000.0,87000000.0,2000000.0,,574000000.0,,,,
2012-06-30,-113000000.0,235000000.0,4000000.0,121000000.0,121000000.0,0.0,161000000.0,,,260000000.0,-24000000.0,588000000.0,101000000.0,193296144.0,1000000.0,57000000.0,465000000.0,178000000.0,195000000.0,1336000000.0,,2000000.0,,-79000000.0,170000000.0,137000000.0,150000000.0,342000000.0,0.637033,121000000.0,2436000000.0,2984000000.0,247000000.0,0.0,,23000000.0,70000000.0,70000000.0,14000000.0,21000000.0,2276000000.0,165000000.0,274000000.0,671000000.0,,57000000.0,2000000.0,190031006.0,,469000000.0,,70000000.0,-24000000.0,215000000.0,,-6000000.0,14000000.0,,3176000000.0,,1506000000.0,92000000.0,548000000.0,109000000.0,770000000.0,2000000.0,0.626314,,700000000.0,86000000.0,5000000.0,,587000000.0,,,,
2012-09-30,0.0,83000000.0,4000000.0,175000000.0,174000000.0,0.0,191000000.0,,,144000000.0,-32000000.0,610000000.0,99000000.0,207103085.0,0.0,-25000000.0,509000000.0,150000000.0,188000000.0,1345000000.0,,2000000.0,,100000000.0,179000000.0,159000000.0,70000000.0,354000000.0,0.854635,174000000.0,2558000000.0,3250000000.0,281000000.0,1000000.0,,23000000.0,170000000.0,170000000.0,13000000.0,21000000.0,2373000000.0,163000000.0,285000000.0,741000000.0,,-25000000.0,33000000.0,203604722.0,,473000000.0,,170000000.0,-32000000.0,186000000.0,-61000000.0,0.0,-65000000.0,,3308000000.0,,1539000000.0,94000000.0,692000000.0,122000000.0,834000000.0,2000000.0,0.840393,,868000000.0,101000000.0,5000000.0,0.0,619000000.0,,,,
2012-12-31,-2000000.0,196000000.0,4000000.0,95000000.0,95000000.0,0.0,100000000.0,,-763000000.0,601000000.0,-52000000.0,1046000000.0,93000000.0,,0.0,27000000.0,344000000.0,122000000.0,207000000.0,1056000000.0,289000000.0,1000000.0,6000000.0,28000000.0,179000000.0,48000000.0,170000000.0,354000000.0,,95000000.0,2603000000.0,3263000000.0,286000000.0,-2000000.0,,25000000.0,195000000.0,201000000.0,16000000.0,0.0,2946000000.0,142000000.0,277000000.0,117000000.0,,,98000000.0,,1819000000.0,484000000.0,,195000000.0,-52000000.0,163000000.0,-505000000.0,-146000000.0,127000000.0,,2781000000.0,0.0,2105000000.0,93000000.0,660000000.0,135000000.0,841000000.0,-6000000.0,,,308000000.0,89000000.0,6000000.0,0.0,624000000.0,,,,
2013-06-30,,347000000.0,4000000.0,,,,,,,249000000.0,,1206000000.0,106000000.0,,0.0,,518000000.0,,,1079000000.0,,,5000000.0,,172000000.0,,,491000000.0,0.0,,2179000000.0,3332000000.0,313000000.0,,,,396000000.0,401000000.0,,16000000.0,2916000000.0,,,691000000.0,,,,,1079000000.0,,,,,,,,,,2819000000.0,,2100000000.0,83000000.0,1153000000.0,,816000000.0,,0.0,,408000000.0,,5000000.0,,647000000.0,,,,
2013-12-31,,321000000.0,4000000.0,,,,,,-803000000.0,228000000.0,,1070000000.0,175000000.0,,0.0,,338000000.0,,,1169000000.0,284000000.0,,12000000.0,,189000000.0,,,438000000.0,,,2139000000.0,2953000000.0,327000000.0,,,,134000000.0,146000000.0,,0.0,3027000000.0,,,97000000.0,,,,,1972000000.0,,,,,,,,,,2334000000.0,,2213000000.0,80000000.0,814000000.0,,814000000.0,,,,-82000000.0,,1000000.0,,574000000.0,,,,
2014-06-30,,345000000.0,3000000.0,,,,,,,15000000.0,,1330000000.0,245000000.0,,0.0,,523000000.0,,,1089000000.0,,,48000000.0,,194000000.0,,,593000000.0,0.0,,2148000000.0,3047000000.0,331000000.0,,,,308000000.0,356000000.0,,16000000.0,3136000000.0,,,719000000.0,,,,,1089000000.0,,,,,,,,,,2294000000.0,,2363000000.0,84000000.0,899000000.0,,773000000.0,,0.0,,-98000000.0,,5000000.0,,590000000.0,,,,
2014-12-31,,368000000.0,3000000.0,,,,,,-630000000.0,34000000.0,,1367000000.0,147000000.0,,0.0,,327000000.0,,,741000000.0,315000000.0,,5000000.0,,178000000.0,,,569000000.0,,,1884000000.0,2818000000.0,,,,,162000000.0,167000000.0,,110000000.0,3535000000.0,,,769000000.0,,,,,1371000000.0,,,,,,,,,,1636000000.0,,2498000000.0,74000000.0,934000000.0,,1037000000.0,,,,-725000000.0,,5000000.0,,721000000.0,,,,
2015-06-30,,412000000.0,3000000.0,,,,,,,34000000.0,,1390000000.0,143000000.0,,0.0,,617000000.0,,,459000000.0,,,,,179000000.0,,,1117000000.0,0.0,,2093000000.0,3235000000.0,,,,,205000000.0,205000000.0,,525000000.0,3730000000.0,,,821000000.0,,,,,459000000.0,,,,,,,,,,1841000000.0,,2301000000.0,236000000.0,1142000000.0,,1429000000.0,,0.0,,-504000000.0,,306000000.0,,655000000.0,,,,
2015-12-31,,420000000.0,3000000.0,,,,,,-525000000.0,37000000.0,,1032000000.0,135000000.0,,3000000.0,,354000000.0,,,428000000.0,307000000.0,,,,169000000.0,,,993000000.0,,,2163000000.0,3769000000.0,,,,,1137000000.0,1137000000.0,,410000000.0,3450000000.0,,,87000000.0,,,,,953000000.0,,,,,,,,,,2653000000.0,,2081000000.0,233000000.0,1606000000.0,,1369000000.0,,,,309000000.0,,0.0,,578000000.0,,,,
2016-06-30,,393000000.0,3000000.0,,,,,,,37000000.0,,1559000000.0,205000000.0,,259000000.0,,542000000.0,,,425000000.0,,,10000000.0,,154000000.0,,,1251000000.0,0.0,,2152000000.0,2918000000.0,,,,,205000000.0,215000000.0,,475000000.0,3950000000.0,,,585000000.0,,,,,425000000.0,,,,,,,,,,1206000000.0,,2558000000.0,,766000000.0,,1392000000.0,,0.0,,-1040000000.0,,0.0,,445000000.0,,,,
2016-12-31,,359000000.0,3000000.0,,,,,,-388000000.0,23000000.0,,1396000000.0,251000000.0,,291000000.0,,368000000.0,,,419000000.0,306000000.0,,20000000.0,,141000000.0,,,1060000000.0,,,2149000000.0,2927000000.0,,,,,206000000.0,226000000.0,,89000000.0,3686000000.0,,,94000000.0,78000000.0,,,,807000000.0,,,,,,,,,,1392000000.0,,2552000000.0,232000000.0,778000000.0,,1134000000.0,,,37000000.0,-767000000.0,,20000000.0,,394000000.0,,,,
2017-06-30,,421000000.0,3000000.0,,,,,,,23000000.0,,2106000000.0,276000000.0,,326000000.0,,595000000.0,,,422000000.0,,,15000000.0,,148000000.0,,,1373000000.0,0.0,,2295000000.0,3123000000.0,,,,,166000000.0,181000000.0,,116000000.0,4220000000.0,,,641000000.0,,,,,422000000.0,,,,,,,,,,1088000000.0,,3081000000.0,,828000000.0,,1139000000.0,,0.0,,-1103000000.0,,0.0,,417000000.0,,,,
2017-12-31,,369000000.0,3000000.0,,,,,,-412000000.0,16000000.0,,1678000000.0,157000000.0,,343000000.0,,452000000.0,,,425000000.0,360000000.0,,16000000.0,,154000000.0,,,1230000000.0,,,2336000000.0,3175000000.0,,,,,168000000.0,184000000.0,,110000000.0,4026000000.0,,,81000000.0,85000000.0,,,,837000000.0,,,,,,,,,,1405000000.0,,2722000000.0,237000000.0,839000000.0,,1304000000.0,,,49000000.0,-858000000.0,,16000000.0,,417000000.0,,,,
2018-06-30,,,3000000.0,,,,,,,54000000.0,,1946000000.0,115000000.0,,,,675000000.0,,,417000000.0,,,,,150000000.0,,,989000000.0,0.0,,2209000000.0,3148000000.0,,,,,233000000.0,233000000.0,,89000000.0,4310000000.0,,,502000000.0,907000000.0,,,,417000000.0,,,,,,,,,,1094000000.0,,3108000000.0,,939000000.0,,1202000000.0,,0.0,,-1169000000.0,,4000000.0,,,,,,
2018-12-31,,,5000000.0,,,,,,-249000000.0,55000000.0,,1910000000.0,131000000.0,,,,474000000.0,,,447000000.0,,,1000000.0,,146000000.0,,,830000000.0,,,2377000000.0,3753000000.0,,,,,704000000.0,705000000.0,,104000000.0,4830000000.0,,,132000000.0,1058000000.0,,,,696000000.0,,,,,,,,,,1166000000.0,,3460000000.0,313000000.0,1376000000.0,,1370000000.0,,,,-1085000000.0,,5000000.0,,,,,,
2019-06-30,,,6000000.0,,,,,,,60000000.0,,2295000000.0,140000000.0,,,,772000000.0,,,824000000.0,,,4000000.0,,145000000.0,,,1461000000.0,0.0,,3113000000.0,4142000000.0,,,,,188000000.0,192000000.0,,58000000.0,5566000000.0,,,494000000.0,949000000.0,,,,824000000.0,,,,,,,,,,780000000.0,,4282000000.0,,1029000000.0,,1284000000.0,,0.0,,-1432000000.0,,5000000.0,,,,,,
